7530-428102
OS REV: 1.05 Sensor Cal: 1572940800
Time (sec),  Bat (Volts),   T (deg C),  PAR (umol/(s m^2))  Ax (g), Ay (g), Az (g)
1628290020, +3.00, +27.704, +75.39469, +991.000, +190.000, +318.000
1628290080, +3.00, +27.729, +84.48935, +987.000, +192.000, +320.000
1628290140, +3.00, +27.721, +271.88839, +1008.000, +195.000, +324.000
1628290200, +3.00, +27.696, +153.22731, +1056.000, +184.000, +224.000
1628290260, +3.00, +27.704, +111.37698, +1051.000, +180.000, +236.000
1628290320, +3.00, +27.680, +64.07048, +1068.000, +192.000, +192.000
1628290380, +3.00, +27.721, +77.54991, +1065.000, +192.000, +200.000
1628290440, +3.00, +27.696, +83.27859, +1052.000, +180.000, +236.000
1628290500, +3.00, +27.713, +76.38250, +1008.000, +160.000, +280.000
1628290560, +3.00, +27.713, +69.81774, +1043.000, +176.000, +252.000
1628290620, +3.00, +27.704, +100.31599, +1064.000, +192.000, +204.000
1628290680, +3.00, +27.688, +69.52047, +1004.000, +160.000, +280.000
1628290740, +3.00, +27.696, +74.03838, +992.000, +159.000, +278.000
1628290800, +3.00, +27.704, +87.15241, +1044.000, +176.000, +252.000
1628290860, +3.00, +27.721, +74.77846, +1063.000, +192.000, +214.000
1628290920, +3.00, +27.713, +70.31629, +1000.000, +160.000, +284.000
1628290980, +3.00, +27.696, +63.01764, +995.000, +156.000, +278.000
1628291040, +3.00, +27.704, +58.60811, +999.000, +160.000, +280.000
1628291100, +3.00, +27.696, +71.38151, +992.000, +156.000, +275.000
1628291160, +3.00, +27.688, +173.23124, +1016.000, +163.000, +280.000
1628291220, +3.00, +27.696, +107.67966, +1028.000, +172.000, +271.000
1628291280, +3.00, +27.696, +80.49476, +1000.000, +160.000, +284.000
1628291340, +3.00, +27.696, +190.90344, +1040.000, +176.000, +256.000
1628291400, +3.00, +27.688, +189.77628, +1016.000, +161.000, +280.000
1628291460, +3.00, +27.704, +163.26953, +1036.000, +172.000, +263.000
1628291520, +3.00, +27.704, +162.70905, +993.000, +156.000, +278.000
1628291580, +3.00, +27.688, +111.80431, +1039.000, +168.000, +260.000
1628291640, +3.00, +27.688, +130.28782, +1048.000, +179.000, +240.000
1628291700, +3.00, +27.688, +117.35029, +1030.000, +168.000, +271.000
1628291760, +3.00, +27.680, +149.19556, +993.000, +152.000, +280.000
1628291820, +3.00, +27.696, +142.02387, +992.000, +153.000, +280.000
1628291880, +3.00, +27.704, +148.88280, +1094.000, +204.000, +120.000
1628291940, +3.00, +27.696, +115.69053, +992.000, +152.000, +280.000
1628292000, +3.00, +27.688, +151.79669, +995.000, +152.000, +280.000
1628292060, +3.00, +27.688, +147.79281, +1022.000, +161.000, +278.000
1628292120, +3.00, +27.680, +138.69504, +1062.000, +185.000, +216.000
1628292180, +3.00, +27.680, +149.97280, +1027.000, +167.000, +272.000
