7530-428102
OS REV: 1.05 Sensor Cal: 1572940800
Time (sec),  Bat (Volts),   T (deg C),  PAR (umol/(s m^2))  Ax (g), Ay (g), Az (g)
1628376420, +2.98, +27.943, +174.44820, +972.000, +240.000, +188.000
1628376480, +2.98, +27.951, +160.33087, +975.000, +238.000, +190.000
1628376540, +2.98, +27.918, +159.26874, +972.000, +236.000, +192.000
1628376600, +2.98, +27.968, +150.60141, +975.000, +240.000, +192.000
1628376660, +2.98, +27.951, +180.08708, +974.000, +240.000, +192.000
1628376720, +2.98, +27.976, +151.70069, +974.000, +239.000, +188.000
1628376780, +2.98, +27.968, +149.54547, +974.000, +240.000, +188.000
1628376840, +2.98, +27.976, +152.17447, +975.000, +240.000, +192.000
1628376900, +2.98, +27.959, +151.10925, +974.000, +239.000, +188.000
1628376960, +2.98, +27.984, +149.72198, +1080.000, +240.000, +55.000
1628377020, +2.98, +27.984, +150.16479, +975.000, +236.000, +192.000
1628377080, +2.98, +27.984, +126.62766, +974.000, +236.000, +192.000
1628377140, +2.98, +27.984, +151.07209, +974.000, +239.000, +192.000
1628377200, +2.98, +28.009, +158.38312, +972.000, +239.000, +190.000
1628377260, +2.98, +28.009, +148.65675, +1055.000, +286.000, +86.000
1628377320, +2.98, +28.009, +139.74169, +1084.000, +264.000, +16.000
1628377380, +2.98, +28.009, +155.13790, +975.000, +240.000, +192.000
1628377440, +2.98, +28.009, +153.05390, +1059.000, +286.000, +72.000
1628377500, +2.98, +28.009, +156.89367, +1080.000, +246.000, +63.000
1628377560, +2.98, +28.017, +165.47120, +1057.000, +292.000, +64.000
1628377620, +2.98, +28.025, +158.00534, +1080.000, +248.000, +63.000
1628377680, +2.98, +28.025, +147.47076, +975.000, +238.000, +192.000
1628377740, +2.98, +28.042, +149.22343, +975.000, +240.000, +192.000
1628377800, +2.98, +28.033, +142.00529, +1056.000, +288.000, +78.000
1628377860, +2.98, +28.042, +132.33157, +1075.000, +296.000, +20.000
1628377920, +2.98, +28.033, +131.06506, +1052.000, +286.000, +88.000
1628377980, +2.98, +28.042, +116.91368, +1080.000, +278.000, +12.000
1628378040, +2.98, +28.050, +129.26904, +975.000, +240.000, +192.000
1628378100, +2.98, +28.058, +138.23056, +1079.000, +280.000, +14.000
1628378160, +2.98, +28.074, +138.19649, +1048.000, +280.000, +108.000
1628378220, +2.98, +28.058, +134.99153, +1080.000, +264.000, +16.000
1628378280, +2.98, +28.074, +123.88718, +975.000, +240.000, +195.000
1628378340, +2.98, +28.091, +110.58426, +1052.000, +278.000, +100.000
1628378400, +2.98, +28.099, +120.51191, +1080.000, +264.000, +19.000
1628378460, +2.98, +28.074, +109.20938, +974.000, +240.000, +192.000
1628378520, +2.98, +28.099, +115.24771, +1080.000, +284.000, +12.000
1628378580, +2.98, +28.107, +114.35280, +1054.000, +286.000, +88.000
1628378640, +2.98, +28.099, +103.32277, +1038.000, +275.000, +132.000
1628378700, +2.98, +28.099, +106.51535, +976.000, +236.000, +192.000
1628378760, +2.98, +28.099, +101.34715, +1049.000, +284.000, +88.000
1628378820, +2.98, +28.099, +93.80697, +1084.000, +256.000, +38.000
