date,PAR,Temperature
2022-08-22T13:01:31Z,809.93215,26.623
2022-08-22T13:03:31Z,1072.97453,26.656
2022-08-22T13:05:31Z,1044.47358,26.681
2022-08-22T13:07:31Z,971.15577,26.681
2022-08-22T13:09:31Z,1037.80353,26.698
2022-08-22T13:11:31Z,984.35031,26.706
2022-08-22T13:13:31Z,1009.25923,26.731
2022-08-22T13:15:31Z,1022.05741,26.756
2022-08-22T13:17:31Z,1024.95271,26.78
2022-08-22T13:19:31Z,1051.11265,26.772
2022-08-22T13:21:31Z,1101.38259,26.814
2022-08-22T13:23:31Z,1145.56154,26.805
2022-08-22T13:25:31Z,1007.4756,26.838
2022-08-22T13:27:31Z,992.34879,26.847
2022-08-22T13:29:31Z,1021.37926,26.855
2022-08-22T13:31:31Z,964.52908,26.888
2022-08-22T13:33:31Z,387.35999,26.896
2022-08-22T13:35:31Z,968.51129,26.921
2022-08-22T13:37:31Z,947.81992,26.888
2022-08-22T13:39:31Z,1028.10813,26.913
2022-08-22T13:41:31Z,449.27617,26.913
2022-08-22T13:43:31Z,609.05678,26.938
2022-08-22T13:45:31Z,878.32949,26.962
2022-08-22T13:47:31Z,890.75608,26.954
2022-08-22T13:49:31Z,835.54709,26.987
2022-08-22T13:51:31Z,943.9399,26.987
2022-08-22T13:53:31Z,558.14895,26.987
2022-08-22T13:55:31Z,866.28687,26.979
2022-08-22T13:57:31Z,849.25566,26.962
2022-08-22T13:59:31Z,855.08653,26.995
2022-08-22T14:01:31Z,421.02914,26.971
2022-08-22T14:03:31Z,358.44409,27.012
2022-08-22T14:05:31Z,709.97444,26.987
2022-08-22T14:07:31Z,352.41814,27.012
2022-08-22T14:09:31Z,208.93485,27.012
2022-08-22T14:11:31Z,186.27715,26.995
2022-08-22T14:13:31Z,754.20913,26.995
2022-08-22T14:15:31Z,420.76902,26.979
2022-08-22T14:17:31Z,273.17347,26.987
2022-08-22T14:19:31Z,756.48512,26.962
2022-08-22T14:21:31Z,268.34899,26.971
2022-08-22T14:23:31Z,229.60144,26.954
2022-08-22T14:25:31Z,781.63247,26.954
2022-08-22T14:27:31Z,741.60913,26.946
2022-08-22T14:29:31Z,522.74261,26.946
2022-08-22T14:31:31Z,315.79485,26.962
2022-08-22T14:33:31Z,781.04722,26.946
2022-08-22T14:35:31Z,364.56913,26.938
2022-08-22T14:37:31Z,360.69221,26.921
2022-08-22T14:39:31Z,761.04948,26.946
2022-08-22T14:41:31Z,308.60768,26.921
2022-08-22T14:43:31Z,260.44651,26.921
2022-08-22T14:45:31Z,490.75181,26.904
2022-08-22T14:47:31Z,627.30185,26.88
2022-08-22T14:49:31Z,762.90124,26.904
2022-08-22T14:51:31Z,863.2739,26.888
2022-08-22T14:53:31Z,347.11988,26.913
2022-08-22T14:55:31Z,348.15724,26.929
