"","date","Serial","TempInSitu","E_Conductivity","Sp_Conductance","Salinity"
"34",2021-05-16 14:04:30,"CT_339",29.63,40823.9,52487.3,34.5719
"35",2021-05-16 14:05:00,"CT_339",29.62,40791.4,52455.2,34.5481
"36",2021-05-16 14:05:30,"CT_339",29.57,40754.9,52456.9,34.5494
"37",2021-05-16 14:06:00,"CT_339",29.66,40872.7,52520.8,34.5967
"38",2021-05-16 14:06:30,"CT_339",29.65,40860.5,52514.9,34.5923
"39",2021-05-16 14:07:00,"CT_339",29.63,40823.9,52487.3,34.5719
"40",2021-05-16 14:07:30,"CT_339",29.65,40856.4,52509.6,34.5884
"41",2021-05-16 14:08:00,"CT_339",29.65,40872.7,52530.6,34.604
"42",2021-05-16 14:08:30,"CT_339",29.62,40848.3,52528.5,34.6024
"43",2021-05-16 14:09:00,"CT_339",29.58,40670.1,52337.8,34.4612
"44",2021-05-16 14:09:30,"CT_339",29.57,40682.2,52363.2,34.48
"45",2021-05-16 14:10:00,"CT_339",29.58,40686.2,52358.6,34.4766
"46",2021-05-16 14:10:30,"CT_339",29.55,40621.7,52304.7,34.4366
"47",2021-05-16 14:11:00,"CT_339",29.54,40565.4,52241.8,34.3901
"48",2021-05-16 14:11:30,"CT_339",29.58,40698.3,52374.2,34.4881
"49",2021-05-16 14:12:00,"CT_339",29.6,40601.5,52230,34.3814
"50",2021-05-16 14:12:30,"CT_339",29.55,40369.3,51979.1,34.1958
"51",2021-05-16 14:13:00,"CT_339",29.71,40489.1,51978.6,34.1955
"52",2021-05-16 14:13:30,"CT_339",29.97,40501.2,51744,34.0221
"53",2021-05-16 14:14:00,"CT_339",29.9,40437.1,51729,34.011
"54",2021-05-16 14:14:30,"CT_339",29.9,40581.4,51914,34.1477
"55",2021-05-16 14:15:00,"CT_339",29.8,40489.1,51891.8,34.1313
"56",2021-05-16 14:15:30,"CT_339",29.86,40345.4,51649.8,33.9525
"57",2021-05-16 14:16:00,"CT_339",29.94,40417.1,51665.1,33.9637
"58",2021-05-16 14:16:30,"CT_339",29.92,40533.2,51833,34.0878
"59",2021-05-16 14:17:00,"CT_339",29.91,40674.1,52023.2,34.2284
"60",2021-05-16 14:17:30,"CT_339",29.86,40561.3,51926.7,34.1571
"61",2021-05-16 14:18:00,"CT_339",29.89,40497.1,51815.5,34.0749
"62",2021-05-16 14:18:30,"CT_339",29.83,40405.2,51755.3,34.0304
"63",2021-05-16 14:19:00,"CT_339",29.83,40405.2,51755.3,34.0304
"64",2021-05-16 14:19:30,"CT_339",29.84,40529.2,51904.8,34.1409
"65",2021-05-16 14:20:00,"CT_339",29.85,40828,52278.5,34.4173
"66",2021-05-16 14:20:30,"CT_339",29.89,40929.7,52370.1,34.4851
"67",2021-05-16 14:21:00,"CT_339",29.88,40803.6,52218.2,34.3726
"68",2021-05-16 14:21:30,"CT_339",29.89,40787.4,52187.7,34.3501
"69",2021-05-16 14:22:00,"CT_339",29.85,40649.9,52050,34.2482
"70",2021-05-16 14:22:30,"CT_339",29.8,40625.7,52067.2,34.261
"71",2021-05-16 14:23:00,"CT_339",29.82,40666,52099.7,34.285
"72",2021-05-16 14:23:30,"CT_339",29.79,40807.7,52310.7,34.4411
"73",2021-05-16 14:24:00,"CT_339",29.79,40710.4,52185.7,34.3486
"74",2021-05-16 14:24:30,"CT_339",29.77,40493.1,51925.9,34.1565
"75",2021-05-16 14:25:00,"CT_339",29.77,40509.2,51946.6,34.1718
"76",2021-05-16 14:25:30,"CT_339",29.78,40601.5,52055.5,34.2523
"77",2021-05-16 14:26:00,"CT_339",29.77,40557.3,52008.4,34.2175
"78",2021-05-16 14:26:30,"CT_339",29.75,40497.1,51950.3,34.1745
"79",2021-05-16 14:27:00,"CT_339",29.77,40557.3,52008.4,34.2175
"80",2021-05-16 14:27:30,"CT_339",29.75,40913.4,52485.4,34.5705
"81",2021-05-16 14:28:00,"CT_339",29.77,40970.5,52539.3,34.6104
"82",2021-05-16 14:28:30,"CT_339",29.77,40884.9,52429.3,34.5289
"83",2021-05-16 14:29:00,"CT_339",29.77,40893,52439.7,34.5366
"84",2021-05-16 14:29:30,"CT_339",29.74,40807.7,52359.3,34.4771
"85",2021-05-16 14:30:00,"CT_339",29.73,40710.4,52243.9,34.3917
"86",2021-05-16 18:00:00,"CT_339",28.86,41324.5,53902.4,35.6225
"87",2021-05-16 18:00:30,"CT_339",28.85,41349.4,53945.1,35.6543
"88",2021-05-16 18:01:00,"CT_339",28.85,41370.1,53972.1,35.6744
"89",2021-05-16 18:01:30,"CT_339",28.85,41353.5,53950.4,35.6582
"90",2021-05-16 18:02:00,"CT_339",28.85,41361.8,53961.3,35.6663
"91",2021-05-16 18:02:30,"CT_339",28.85,41353.5,53950.4,35.6582
"92",2021-05-16 18:03:00,"CT_339",28.85,41332.8,53923.4,35.6381
"93",2021-05-16 18:03:30,"CT_339",28.85,41361.8,53961.3,35.6663
"94",2021-05-16 18:04:00,"CT_339",28.85,41328.6,53917.9,35.634
"95",2021-05-16 18:04:30,"CT_339",28.85,41345.2,53939.6,35.6502
"96",2021-05-16 18:05:00,"CT_339",28.85,41382.6,53988.5,35.6866
"97",2021-05-16 18:05:30,"CT_339",28.85,41328.6,53917.9,35.634
"98",2021-05-16 18:06:00,"CT_339",28.85,41353.5,53950.4,35.6582
"99",2021-05-16 18:06:30,"CT_339",28.85,41336.9,53928.7,35.6421
"100",2021-05-16 18:07:00,"CT_339",28.85,41370.1,53972.1,35.6744
"101",2021-05-16 18:07:30,"CT_339",28.85,41370.1,53972.1,35.6744
"102",2021-05-16 18:08:00,"CT_339",28.85,41336.9,53928.7,35.6421
"103",2021-05-16 18:08:30,"CT_339",28.85,41353.5,53950.4,35.6582
"104",2021-05-16 18:09:00,"CT_339",28.83,41336.9,53949,35.6572
"105",2021-05-16 18:09:30,"CT_339",28.85,41312,53896.2,35.6179
"106",2021-05-16 18:10:00,"CT_339",28.85,41312,53896.2,35.6179
"107",2021-05-16 18:10:30,"CT_339",28.85,41328.6,53917.9,35.634
"108",2021-05-16 18:11:00,"CT_339",28.83,41316.2,53922,35.6371
"109",2021-05-16 18:11:30,"CT_339",28.83,41332.8,53943.7,35.6532
"110",2021-05-16 18:12:00,"CT_339",28.83,41353.5,53970.7,35.6733
"111",2021-05-16 18:12:30,"CT_339",28.83,41332.8,53943.7,35.6532
"112",2021-05-16 18:13:00,"CT_339",28.83,41336.9,53949,35.6572
"113",2021-05-16 18:13:30,"CT_339",28.83,41332.8,53943.7,35.6532
"114",2021-05-16 18:14:00,"CT_339",28.83,41336.9,53949,35.6572
"115",2021-05-16 18:14:30,"CT_339",28.83,41332.8,53943.7,35.6532
"116",2021-05-16 18:15:00,"CT_339",28.83,41291.3,53889.4,35.6128
"117",2021-05-16 18:15:30,"CT_339",28.82,41324.5,53942.9,35.6527
"118",2021-05-16 18:16:00,"CT_339",28.83,41353.5,53970.7,35.6733
"119",2021-05-16 18:16:30,"CT_339",28.83,41366,53987.1,35.6855
"120",2021-05-16 18:17:00,"CT_339",28.83,41316.2,53922,35.6371
"121",2021-05-16 18:17:30,"CT_339",28.82,41324.5,53942.9,35.6527
"122",2021-05-16 18:18:00,"CT_339",28.82,41307.9,53921.2,35.6365
"123",2021-05-16 18:18:30,"CT_339",28.82,41316.2,53932.1,35.6446
"124",2021-05-16 18:19:00,"CT_339",28.82,41274.8,53878,35.6043
"125",2021-05-16 18:19:30,"CT_339",28.82,41307.9,53921.2,35.6365
"126",2021-05-16 18:20:00,"CT_339",28.82,41353.5,53980.9,35.6809
"127",2021-05-16 18:20:30,"CT_339",28.82,41324.5,53942.9,35.6527
"128",2021-05-16 18:21:00,"CT_339",28.82,41324.5,53942.9,35.6527
"129",2021-05-16 18:21:30,"CT_339",28.82,41353.5,53980.9,35.6809
"130",2021-05-16 18:22:00,"CT_339",28.82,41324.5,53942.9,35.6527
"131",2021-05-16 18:22:30,"CT_339",28.82,41353.5,53980.9,35.6809
"132",2021-05-16 18:23:00,"CT_339",28.82,41316.2,53932.1,35.6446
"133",2021-05-16 18:23:30,"CT_339",28.82,41336.9,53959.2,35.6647
"134",2021-05-16 18:24:00,"CT_339",28.82,41336.9,53959.2,35.6647
"135",2021-05-16 18:24:30,"CT_339",28.82,41332.8,53953.8,35.6608
"136",2021-05-16 18:25:00,"CT_339",28.82,41274.8,53878,35.6043
"137",2021-05-16 18:25:30,"CT_339",28.81,41316.2,53942.2,35.6521
"138",2021-05-16 18:26:00,"CT_339",28.82,41324.5,53942.9,35.6527
"139",2021-05-16 18:26:30,"CT_339",28.81,41287.2,53904.3,35.6239
"140",2021-05-16 18:27:00,"CT_339",28.81,41345.2,53980.2,35.6804
"141",2021-05-16 18:27:30,"CT_339",28.81,41328.6,53958.4,35.6642
"142",2021-05-16 18:28:00,"CT_339",28.81,41324.5,53953.1,35.6602
"143",2021-05-16 18:28:30,"CT_339",28.81,41336.9,53969.3,35.6723
"144",2021-05-16 18:29:00,"CT_339",28.81,41332.8,53963.9,35.6683
"145",2021-05-16 18:29:30,"CT_339",28.81,41316.2,53942.2,35.6521
"146",2021-05-16 18:30:00,"CT_339",28.81,41312,53936.7,35.6481
"147",2021-05-16 18:30:30,"CT_339",28.81,41316.2,53942.2,35.6521
"148",2021-05-16 18:31:00,"CT_339",28.81,41332.8,53963.9,35.6683
"149",2021-05-16 18:31:30,"CT_339",28.81,41316.2,53942.2,35.6521
"150",2021-05-16 18:32:00,"CT_339",28.81,41316.2,53942.2,35.6521
"151",2021-05-16 18:32:30,"CT_339",28.81,41303.7,53925.9,35.64
"152",2021-05-16 18:33:00,"CT_339",28.81,41316.2,53942.2,35.6521
"153",2021-05-16 18:33:30,"CT_339",28.8,41349.4,53995.8,35.692
"154",2021-05-16 18:34:00,"CT_339",28.81,41303.7,53925.9,35.64
"155",2021-05-16 18:34:30,"CT_339",28.81,41303.7,53925.9,35.64
"156",2021-05-16 18:35:00,"CT_339",28.8,41341.1,53984.9,35.6839
"157",2021-05-16 18:35:30,"CT_339",28.8,41316.2,53952.4,35.6597
"158",2021-05-16 18:36:00,"CT_339",28.8,41312,53946.9,35.6556
"159",2021-05-16 18:36:30,"CT_339",28.8,41295.5,53925.3,35.6395
"160",2021-05-16 18:37:00,"CT_339",28.8,41324.5,53963.2,35.6678
"161",2021-05-16 18:37:30,"CT_339",28.78,41262.4,53902.3,35.6224
"162",2021-05-16 18:38:00,"CT_339",28.78,41312,53967.2,35.6707
"163",2021-05-16 18:38:30,"CT_339",28.78,41303.7,53956.3,35.6626
"164",2021-05-16 18:39:00,"CT_339",28.8,41332.8,53974.1,35.6759
"165",2021-05-16 18:39:30,"CT_339",28.78,41312,53967.2,35.6707
"166",2021-05-16 18:40:00,"CT_339",28.78,41303.7,53956.3,35.6626
"167",2021-05-16 18:40:30,"CT_339",28.78,41303.7,53956.3,35.6626
"168",2021-05-16 18:41:00,"CT_339",28.78,41303.7,53956.3,35.6626
"169",2021-05-16 18:41:30,"CT_339",28.78,41316.2,53972.7,35.6748
"170",2021-05-16 18:42:00,"CT_339",28.78,41328.6,53988.9,35.6869
"171",2021-05-16 18:42:30,"CT_339",28.78,41270.6,53913,35.6304
"172",2021-05-16 18:43:00,"CT_339",28.78,41287.2,53934.7,35.6466
"173",2021-05-16 18:43:30,"CT_339",28.78,41258.2,53896.8,35.6183
"174",2021-05-16 18:44:00,"CT_339",28.78,41258.2,53896.8,35.6183
"175",2021-05-16 18:44:30,"CT_339",28.77,41303.7,53966.5,35.6702
"176",2021-05-16 18:45:00,"CT_339",28.77,41303.7,53966.5,35.6702
"177",2021-05-16 18:45:30,"CT_339",28.77,41312,53977.3,35.6783
"178",2021-05-16 18:46:00,"CT_339",28.77,41270.6,53923.1,35.6379
"179",2021-05-16 18:46:30,"CT_339",28.77,41291.3,53950.2,35.6581
"180",2021-05-16 18:47:00,"CT_339",28.77,41316.2,53982.8,35.6824
"181",2021-05-16 18:47:30,"CT_339",28.77,41270.6,53923.1,35.6379
"182",2021-05-16 18:48:00,"CT_339",28.76,41270.6,53933.3,35.6455
"183",2021-05-16 18:48:30,"CT_339",28.76,41303.7,53976.6,35.6777
"184",2021-05-16 18:49:00,"CT_339",28.77,41312,53977.3,35.6783
"185",2021-05-16 18:49:30,"CT_339",28.77,41295.5,53955.7,35.6622
"186",2021-05-16 18:50:00,"CT_339",28.76,41287.2,53955,35.6617
"187",2021-05-16 18:50:30,"CT_339",28.77,41274.8,53928.6,35.642
"188",2021-05-16 18:51:00,"CT_339",28.76,41287.2,53955,35.6617
"189",2021-05-16 18:51:30,"CT_339",28.76,41237.6,53890.1,35.6133
"190",2021-05-16 18:52:00,"CT_339",28.75,41266.5,53938.1,35.6491
"191",2021-05-16 18:52:30,"CT_339",28.75,41278.9,53954.3,35.6611
"192",2021-05-16 18:53:00,"CT_339",28.76,41266.5,53927.9,35.6415
"193",2021-05-16 18:53:30,"CT_339",28.76,41254.1,53911.7,35.6294
"194",2021-05-16 18:54:00,"CT_339",28.75,41278.9,53954.3,35.6611
"195",2021-05-16 18:54:30,"CT_339",28.75,41295.5,53976,35.6773
"196",2021-05-16 18:55:00,"CT_339",28.75,41303.7,53986.8,35.6853
"197",2021-05-16 18:55:30,"CT_339",28.75,41270.6,53943.4,35.653
"198",2021-05-16 18:56:00,"CT_339",28.75,41266.5,53938.1,35.6491
"199",2021-05-16 18:56:30,"CT_339",28.75,41278.9,53954.3,35.6611
"200",2021-05-16 18:57:00,"CT_339",28.74,41266.5,53948.2,35.6566
"201",2021-05-16 18:57:30,"CT_339",28.74,41274.8,53959.1,35.6647
"202",2021-05-16 18:58:00,"CT_339",28.74,41254.1,53932,35.6445
"203",2021-05-16 18:58:30,"CT_339",28.74,41270.6,53953.6,35.6606
"204",2021-05-16 18:59:00,"CT_339",28.74,41295.5,53986.2,35.6849
"205",2021-05-16 18:59:30,"CT_339",28.74,41278.9,53964.5,35.6687
"206",2021-05-16 19:00:00,"CT_339",28.74,41266.5,53948.2,35.6566
"207",2021-05-16 19:00:30,"CT_339",28.74,41278.9,53964.5,35.6687
"208",2021-05-16 19:01:00,"CT_339",28.72,41237.6,53930.7,35.6435
"209",2021-05-16 19:01:30,"CT_339",28.72,41266.5,53968.5,35.6717
"210",2021-05-16 19:02:00,"CT_339",28.72,41254.1,53952.3,35.6596
"211",2021-05-16 19:02:30,"CT_339",28.72,41250,53946.9,35.6556
"212",2021-05-16 19:03:00,"CT_339",28.72,41250,53946.9,35.6556
"213",2021-05-16 19:03:30,"CT_339",28.72,41250,53946.9,35.6556
"214",2021-05-16 19:04:00,"CT_339",28.72,41237.6,53930.7,35.6435
"215",2021-05-16 19:04:30,"CT_339",28.72,41237.6,53930.7,35.6435
"216",2021-05-16 19:05:00,"CT_339",28.71,41258.2,53967.8,35.6712
"217",2021-05-16 19:05:30,"CT_339",28.71,41274.8,53989.6,35.6874
"218",2021-05-16 19:06:00,"CT_339",28.72,41258.2,53957.7,35.6636
"219",2021-05-16 19:06:30,"CT_339",28.71,41258.2,53967.8,35.6712
"220",2021-05-16 19:07:00,"CT_339",28.71,41250,53957.1,35.6632
"221",2021-05-16 19:07:30,"CT_339",28.71,41233.4,53935.3,35.647
"222",2021-05-16 19:08:00,"CT_339",28.71,41233.4,53935.3,35.647
"223",2021-05-16 19:08:30,"CT_339",28.71,41258.2,53967.8,35.6712
"224",2021-05-16 19:09:00,"CT_339",28.71,41245.8,53951.6,35.6591
"225",2021-05-16 19:09:30,"CT_339",28.7,41233.4,53945.5,35.6546
"226",2021-05-16 19:10:00,"CT_339",28.7,41245.8,53961.7,35.6667
"227",2021-05-16 19:10:30,"CT_339",28.7,41266.5,53988.9,35.6869
"228",2021-05-16 19:11:00,"CT_339",28.7,41237.6,53951,35.6587
"229",2021-05-16 19:11:30,"CT_339",28.7,41266.5,53988.9,35.6869
"230",2021-05-16 19:12:00,"CT_339",28.7,41245.8,53961.7,35.6667
"231",2021-05-16 19:12:30,"CT_339",28.7,41250,53967.2,35.6708
"232",2021-05-16 19:13:00,"CT_339",28.69,41221.1,53939.5,35.6501
"233",2021-05-16 19:13:30,"CT_339",28.69,41237.6,53961.2,35.6662
"234",2021-05-16 19:14:00,"CT_339",28.69,41237.6,53961.2,35.6662
"235",2021-05-16 19:14:30,"CT_339",28.68,41216.9,53944.2,35.6536
"236",2021-05-16 19:15:00,"CT_339",28.68,41245.8,53982.1,35.6818
"237",2021-05-16 19:15:30,"CT_339",28.69,41245.8,53971.9,35.6742
"238",2021-05-16 19:16:00,"CT_339",28.69,41233.4,53955.6,35.6621
"239",2021-05-16 19:16:30,"CT_339",28.69,41250,53977.4,35.6783
"240",2021-05-16 19:17:00,"CT_339",28.68,41250,53987.6,35.6859
"241",2021-05-16 19:17:30,"CT_339",28.69,41233.4,53955.6,35.6621
"242",2021-05-16 19:18:00,"CT_339",28.69,41216.9,53934,35.646
"243",2021-05-16 19:18:30,"CT_339",28.68,41250,53987.6,35.6859
"244",2021-05-16 19:19:00,"CT_339",28.68,41233.4,53965.8,35.6697
"245",2021-05-16 19:19:30,"CT_339",28.68,41208.7,53933.4,35.6456
"246",2021-05-16 19:20:00,"CT_339",28.68,41233.4,53965.8,35.6697
"247",2021-05-16 19:20:30,"CT_339",28.68,41258.2,53998.3,35.6939
"248",2021-05-16 19:21:00,"CT_339",28.66,41250,54007.9,35.701
"249",2021-05-16 19:21:30,"CT_339",28.66,41216.9,53964.5,35.6687
"250",2021-05-16 19:22:00,"CT_339",28.66,41229.3,53980.8,35.6808
"251",2021-05-16 19:22:30,"CT_339",28.66,41229.3,53980.8,35.6808
"252",2021-05-16 19:23:00,"CT_339",28.66,41229.3,53980.8,35.6808
"253",2021-05-16 19:23:30,"CT_339",28.66,41250,54007.9,35.701
"254",2021-05-16 19:24:00,"CT_339",28.65,41250,54018.1,35.7086
"255",2021-05-16 19:24:30,"CT_339",28.65,41254.1,54023.5,35.7126
"256",2021-05-16 19:25:00,"CT_339",28.65,41216.9,53974.7,35.6763
"257",2021-05-16 19:25:30,"CT_339",28.65,41233.4,53996.3,35.6924
"258",2021-05-16 19:26:00,"CT_339",28.65,41216.9,53974.7,35.6763
"259",2021-05-16 19:26:30,"CT_339",28.65,41216.9,53974.7,35.6763
"260",2021-05-16 19:27:00,"CT_339",28.65,41183.9,53931.4,35.6441
"261",2021-05-16 19:27:30,"CT_339",28.64,41250,54028.3,35.7162
"262",2021-05-16 19:28:00,"CT_339",28.65,41192.2,53942.3,35.6522
"263",2021-05-16 19:28:30,"CT_339",28.64,41212.8,53979.5,35.6799
"264",2021-05-16 19:29:00,"CT_339",28.64,41245.8,54022.8,35.7121
"265",2021-05-16 19:29:30,"CT_339",28.64,41229.3,54001.1,35.696
"266",2021-05-16 19:30:00,"CT_339",28.64,41200.4,53963.2,35.6678
"267",2021-05-16 19:30:30,"CT_339",28.64,41221.1,53990.4,35.688
"268",2021-05-16 19:31:00,"CT_339",28.63,41216.9,53995,35.6914
"269",2021-05-16 19:31:30,"CT_339",28.63,41216.9,53995,35.6914
"270",2021-05-16 19:32:00,"CT_339",28.63,41229.3,54011.3,35.7036
"271",2021-05-16 19:32:30,"CT_339",28.63,41229.3,54011.3,35.7036
"272",2021-05-16 19:33:00,"CT_339",28.63,41233.4,54016.7,35.7076
"273",2021-05-16 19:33:30,"CT_339",28.63,41192.2,53962.6,35.6673
"274",2021-05-16 19:34:00,"CT_339",28.63,41212.8,53989.6,35.6874
"275",2021-05-16 19:34:30,"CT_339",28.63,41216.9,53995,35.6914
"276",2021-05-16 19:35:00,"CT_339",28.62,41159.2,53929.5,35.6427
"277",2021-05-16 19:35:30,"CT_339",28.63,41216.9,53995,35.6914
"278",2021-05-16 19:36:00,"CT_339",28.63,41212.8,53989.6,35.6874
"279",2021-05-16 19:36:30,"CT_339",28.62,41229.3,54021.5,35.7111
"280",2021-05-16 19:37:00,"CT_339",28.62,41212.8,53999.8,35.695
"281",2021-05-16 19:37:30,"CT_339",28.62,41179.8,53956.5,35.6628
"282",2021-05-16 19:38:00,"CT_339",28.6,41183.9,53982.2,35.6819
"283",2021-05-16 19:38:30,"CT_339",28.6,41192.2,53993.1,35.69
"284",2021-05-16 19:39:00,"CT_339",28.6,41183.9,53982.2,35.6819
"285",2021-05-16 19:39:30,"CT_339",28.6,41183.9,53982.2,35.6819
"286",2021-05-16 19:40:00,"CT_339",28.6,41159.2,53949.8,35.6578
"287",2021-05-16 19:40:30,"CT_339",28.6,41196.3,53998.5,35.694
"288",2021-05-16 19:41:00,"CT_339",28.6,41196.3,53998.5,35.694
"289",2021-05-16 19:41:30,"CT_339",28.6,41212.8,54020.2,35.7102
"290",2021-05-16 19:42:00,"CT_339",28.6,41183.9,53982.2,35.6819
"291",2021-05-16 19:42:30,"CT_339",28.6,41179.8,53976.9,35.6779
"292",2021-05-16 19:43:00,"CT_339",28.59,41216.9,54035.8,35.7218
"293",2021-05-16 19:43:30,"CT_339",28.59,41155.1,53954.6,35.6614
"294",2021-05-16 19:44:00,"CT_339",28.59,41171.6,53976.3,35.6775
"295",2021-05-16 19:44:30,"CT_339",28.59,41171.6,53976.3,35.6775
"296",2021-05-16 19:45:00,"CT_339",28.59,41233.4,54057.4,35.7379
"297",2021-05-16 19:45:30,"CT_339",28.59,41142.7,53938.3,35.6492
"298",2021-05-16 19:46:00,"CT_339",28.58,41208.7,54035.2,35.7213
"299",2021-05-16 19:46:30,"CT_339",28.58,41192.2,54013.5,35.7052
"300",2021-05-16 19:47:00,"CT_339",28.58,41212.8,54040.6,35.7253
"301",2021-05-16 19:47:30,"CT_339",28.59,41192.2,54003.3,35.6976
"302",2021-05-16 19:48:00,"CT_339",28.58,41171.6,53986.5,35.6851
"303",2021-05-16 19:48:30,"CT_339",28.58,41196.3,54018.9,35.7092
"304",2021-05-16 19:49:00,"CT_339",28.58,41175.7,53991.8,35.6891
"305",2021-05-16 19:49:30,"CT_339",28.58,41159.2,53970.2,35.6729
"306",2021-05-16 19:50:00,"CT_339",28.57,41142.7,53958.7,35.6644
"307",2021-05-16 19:50:30,"CT_339",28.58,41171.6,53986.5,35.6851
"308",2021-05-16 19:51:00,"CT_339",28.58,41175.7,53991.8,35.6891
"309",2021-05-16 19:51:30,"CT_339",28.58,41216.9,54045.9,35.7294
"310",2021-05-16 19:52:00,"CT_339",28.58,41175.7,53991.8,35.6891
"311",2021-05-16 19:52:30,"CT_339",28.58,41179.8,53997.2,35.6931
"312",2021-05-16 19:53:00,"CT_339",28.57,41159.2,53980.4,35.6805
"313",2021-05-16 19:53:30,"CT_339",28.57,41183.9,54012.8,35.7047
"314",2021-05-16 19:54:00,"CT_339",28.55,41171.6,54017,35.7078
"315",2021-05-16 19:54:30,"CT_339",28.55,41171.6,54017,35.7078
"316",2021-05-16 19:55:00,"CT_339",28.55,41179.8,54027.8,35.7158
"317",2021-05-16 19:55:30,"CT_339",28.55,41134.5,53968.3,35.6715
"318",2021-05-16 19:56:00,"CT_339",28.55,41171.6,54017,35.7078
"319",2021-05-16 19:56:30,"CT_339",28.55,41155.1,53995.3,35.6917
"320",2021-05-16 19:57:00,"CT_339",28.55,41155.1,53995.3,35.6917
"321",2021-05-16 19:57:30,"CT_339",28.55,41171.6,54017,35.7078
"322",2021-05-16 19:58:00,"CT_339",28.55,41163.3,54006.1,35.6997
"323",2021-05-16 19:58:30,"CT_339",28.55,41155.1,53995.3,35.6917
"324",2021-05-16 19:59:00,"CT_339",28.55,41163.3,54006.1,35.6997
"325",2021-05-16 19:59:30,"CT_339",28.55,41179.8,54027.8,35.7158
"326",2021-05-16 20:00:00,"CT_339",28.54,41151,54000.1,35.6952
"327",2021-05-16 20:00:30,"CT_339",28.54,41163.3,54016.3,35.7073
"328",2021-05-16 20:01:00,"CT_339",28.54,41155.1,54005.5,35.6993
"329",2021-05-16 20:01:30,"CT_339",28.54,41155.1,54005.5,35.6993
"330",2021-05-16 20:02:00,"CT_339",28.54,41155.1,54005.5,35.6993
"331",2021-05-16 20:02:30,"CT_339",28.54,41155.1,54005.5,35.6993
"332",2021-05-16 20:03:00,"CT_339",28.54,41155.1,54005.5,35.6993
"333",2021-05-16 20:03:30,"CT_339",28.53,41134.5,53988.6,35.6867
"334",2021-05-16 20:04:00,"CT_339",28.53,41122.2,53972.5,35.6747
"335",2021-05-16 20:04:30,"CT_339",28.53,41122.2,53972.5,35.6747
"336",2021-05-16 20:05:00,"CT_339",28.53,41134.5,53988.6,35.6867
"337",2021-05-16 20:05:30,"CT_339",28.53,41151,54010.3,35.7028
"338",2021-05-16 20:06:00,"CT_339",28.53,41142.7,53999.4,35.6947
"339",2021-05-16 20:06:30,"CT_339",28.53,41118.1,53967.1,35.6706
"340",2021-05-16 20:07:00,"CT_339",28.53,41122.2,53972.5,35.6747
"341",2021-05-16 20:07:30,"CT_339",28.53,41155.1,54015.7,35.7068
"342",2021-05-16 20:08:00,"CT_339",28.52,41171.6,54047.6,35.7306
"343",2021-05-16 20:08:30,"CT_339",28.53,41151,54010.3,35.7028
