"","date","Serial","TempInSitu","E_Conductivity","Sp_Conductance","Salinity"
"103",2021-05-16 18:08:30,"CT_738",29.03,41910,54594.6,36.1382
"104",2021-05-16 18:09:00,"CT_738",29.02,41887.2,54575,36.1237
"105",2021-05-16 18:09:30,"CT_738",29.02,41830.4,54500.9,36.0684
"106",2021-05-16 18:10:00,"CT_738",29.02,41932.8,54634.5,36.168
"107",2021-05-16 18:10:30,"CT_738",29.01,41910,54615,36.1535
"108",2021-05-16 18:11:00,"CT_738",29.01,41892.9,54592.7,36.1368
"109",2021-05-16 18:11:30,"CT_738",29.01,41967,54689.4,36.209
"110",2021-05-16 18:12:00,"CT_738",29.01,41853.1,54540.7,36.0981
"111",2021-05-16 18:12:30,"CT_738",29.01,41910,54615,36.1535
"112",2021-05-16 18:13:00,"CT_738",29.01,41830.4,54511.1,36.076
"113",2021-05-16 18:13:30,"CT_738",29,41887.2,54595.5,36.1389
"114",2021-05-16 18:14:00,"CT_738",29.01,41927.1,54637.3,36.1701
"115",2021-05-16 18:14:30,"CT_738",29,41711.4,54366,35.9678
"116",2021-05-16 18:15:00,"CT_738",29.01,41870.1,54562.9,36.1146
"117",2021-05-16 18:15:30,"CT_738",29,41870.1,54573.2,36.1223
"118",2021-05-16 18:16:00,"CT_738",29,41887.2,54595.5,36.1389
"119",2021-05-16 18:16:30,"CT_738",29,41830.4,54521.3,36.0836
"120",2021-05-16 18:17:00,"CT_738",28.99,41887.2,54605.7,36.1466
"121",2021-05-16 18:17:30,"CT_738",29,41892.9,54602.9,36.1445
"122",2021-05-16 18:18:00,"CT_738",29,41875.8,54580.6,36.1278
"123",2021-05-16 18:18:30,"CT_738",28.99,41887.2,54605.7,36.1466
"124",2021-05-16 18:19:00,"CT_738",28.99,41875.8,54590.8,36.1354
"125",2021-05-16 18:19:30,"CT_738",28.99,41813.3,54509.2,36.0746
"126",2021-05-16 18:20:00,"CT_738",28.99,41944.2,54680.2,36.2021
"127",2021-05-16 18:20:30,"CT_738",28.99,41910,54635.5,36.1688
"128",2021-05-16 18:21:00,"CT_738",28.99,41910,54635.5,36.1688
"129",2021-05-16 18:21:30,"CT_738",28.99,41802,54494.5,36.0636
"130",2021-05-16 18:22:00,"CT_738",28.99,41870.1,54583.4,36.1299
"131",2021-05-16 18:22:30,"CT_738",28.99,41853.1,54561.2,36.1133
"132",2021-05-16 18:23:00,"CT_738",28.99,41892.9,54613.2,36.1521
"133",2021-05-16 18:23:30,"CT_738",28.99,41853.1,54561.2,36.1133
"134",2021-05-16 18:24:00,"CT_738",28.98,41887.2,54616,36.1542
"135",2021-05-16 18:24:30,"CT_738",28.98,41853.1,54571.4,36.121
"136",2021-05-16 18:25:00,"CT_738",28.98,41847.4,54564,36.1154
"137",2021-05-16 18:25:30,"CT_738",28.98,41915.7,54653.2,36.182
"138",2021-05-16 18:26:00,"CT_738",28.97,41853.1,54581.7,36.1286
"139",2021-05-16 18:26:30,"CT_738",28.97,41785,54492.7,36.0623
"140",2021-05-16 18:27:00,"CT_738",28.97,41836.1,54559.5,36.112
"141",2021-05-16 18:27:30,"CT_738",28.97,41875.8,54611.3,36.1507
"142",2021-05-16 18:28:00,"CT_738",28.97,41875.8,54611.3,36.1507
"143",2021-05-16 18:28:30,"CT_738",28.97,41824.7,54544.6,36.1009
"144",2021-05-16 18:29:00,"CT_738",28.97,41875.8,54611.3,36.1507
"145",2021-05-16 18:29:30,"CT_738",28.97,41853.1,54581.7,36.1286
"146",2021-05-16 18:30:00,"CT_738",28.96,41892.9,54643.9,36.175
"147",2021-05-16 18:30:30,"CT_738",28.96,41875.8,54621.6,36.1584
"148",2021-05-16 18:31:00,"CT_738",28.96,41875.8,54621.6,36.1584
"149",2021-05-16 18:31:30,"CT_738",28.94,41853.1,54612.4,36.1515
"150",2021-05-16 18:32:00,"CT_738",28.96,41824.7,54554.8,36.1086
"151",2021-05-16 18:32:30,"CT_738",28.96,41870.1,54614.1,36.1528
"152",2021-05-16 18:33:00,"CT_738",28.96,41824.7,54554.8,36.1086
"153",2021-05-16 18:33:30,"CT_738",28.96,41841.7,54577,36.1251
"154",2021-05-16 18:34:00,"CT_738",28.96,41802,54525.1,36.0864
"155",2021-05-16 18:34:30,"CT_738",28.96,41858.8,54599.4,36.1418
"156",2021-05-16 18:35:00,"CT_738",28.94,41841.7,54597.5,36.1404
"157",2021-05-16 18:35:30,"CT_738",28.94,41802,54545.6,36.1017
"158",2021-05-16 18:36:00,"CT_738",28.94,41836.1,54590.2,36.135
"159",2021-05-16 18:36:30,"CT_738",28.94,41875.8,54642.1,36.1737
"160",2021-05-16 18:37:00,"CT_738",28.93,41915.7,54704.5,36.2202
"161",2021-05-16 18:37:30,"CT_738",28.93,41858.8,54630.1,36.1647
"162",2021-05-16 18:38:00,"CT_738",28.93,41824.7,54585.5,36.1315
"163",2021-05-16 18:38:30,"CT_738",28.93,41847.4,54615.2,36.1536
"164",2021-05-16 18:39:00,"CT_738",28.93,41904.3,54689.6,36.2091
"165",2021-05-16 18:39:30,"CT_738",28.93,41773.7,54518.8,36.0817
"166",2021-05-16 18:40:00,"CT_738",28.93,41858.8,54630.1,36.1647
"167",2021-05-16 18:40:30,"CT_738",28.93,41858.8,54630.1,36.1647
"168",2021-05-16 18:41:00,"CT_738",28.92,41875.8,54662.6,36.189
"169",2021-05-16 18:41:30,"CT_738",28.92,41881.5,54670,36.1945
"170",2021-05-16 18:42:00,"CT_738",28.92,41847.4,54625.4,36.1613
"171",2021-05-16 18:42:30,"CT_738",28.92,41875.8,54662.6,36.189
"172",2021-05-16 18:43:00,"CT_738",28.92,41824.7,54595.8,36.1391
"173",2021-05-16 18:43:30,"CT_738",28.92,41824.7,54595.8,36.1391
"174",2021-05-16 18:44:00,"CT_738",28.92,41847.4,54625.4,36.1613
"175",2021-05-16 18:44:30,"CT_738",28.92,41824.7,54595.8,36.1391
"176",2021-05-16 18:45:00,"CT_738",28.92,41864.5,54647.8,36.1779
"177",2021-05-16 18:45:30,"CT_738",28.91,41847.4,54635.7,36.1689
"178",2021-05-16 18:46:00,"CT_738",28.91,41830.4,54613.5,36.1523
"179",2021-05-16 18:46:30,"CT_738",28.92,41847.4,54625.4,36.1613
"180",2021-05-16 18:47:00,"CT_738",28.91,41790.7,54561.5,36.1136
"181",2021-05-16 18:47:30,"CT_738",28.91,41847.4,54635.7,36.1689
"182",2021-05-16 18:48:00,"CT_738",28.91,41881.5,54680.3,36.2022
"183",2021-05-16 18:48:30,"CT_738",28.91,41841.7,54628.2,36.1633
"184",2021-05-16 18:49:00,"CT_738",28.91,41802,54576.3,36.1246
"185",2021-05-16 18:49:30,"CT_738",28.91,41836.1,54620.9,36.1579
"186",2021-05-16 18:50:00,"CT_738",28.9,41841.7,54638.5,36.171
"187",2021-05-16 18:50:30,"CT_738",28.9,41864.5,54668.3,36.1933
"188",2021-05-16 18:51:00,"CT_738",28.89,41824.7,54626.5,36.1621
"189",2021-05-16 18:51:30,"CT_738",28.9,41847.4,54646,36.1766
"190",2021-05-16 18:52:00,"CT_738",28.9,41796.3,54579.1,36.1267
"191",2021-05-16 18:52:30,"CT_738",28.9,41881.5,54690.6,36.2098
"192",2021-05-16 18:53:00,"CT_738",28.89,41864.5,54678.6,36.2009
"193",2021-05-16 18:53:30,"CT_738",28.89,41921.4,54753,36.2565
"194",2021-05-16 18:54:00,"CT_738",28.89,41807.7,54604.3,36.1455
"195",2021-05-16 18:54:30,"CT_738",28.89,41864.5,54678.6,36.2009
"196",2021-05-16 18:55:00,"CT_738",28.89,41796.3,54589.4,36.1343
"197",2021-05-16 18:55:30,"CT_738",28.89,41847.4,54656.2,36.1842
"198",2021-05-16 18:56:00,"CT_738",28.89,41762.3,54544.9,36.1012
"199",2021-05-16 18:56:30,"CT_738",28.89,41824.7,54626.5,36.1621
"200",2021-05-16 18:57:00,"CT_738",28.88,41819,54629.3,36.1642
"201",2021-05-16 18:57:30,"CT_738",28.88,41847.4,54666.5,36.1919
"202",2021-05-16 18:58:00,"CT_738",28.88,41881.5,54711.1,36.2252
"203",2021-05-16 18:58:30,"CT_738",28.88,41813.3,54621.9,36.1586
"204",2021-05-16 18:59:00,"CT_738",28.88,41830.4,54644.2,36.1753
"205",2021-05-16 18:59:30,"CT_738",28.88,41790.7,54592.3,36.1365
"206",2021-05-16 19:00:00,"CT_738",28.88,41847.4,54666.5,36.1919
"207",2021-05-16 19:00:30,"CT_738",28.88,41847.4,54666.5,36.1919
"208",2021-05-16 19:01:00,"CT_738",28.88,41836.1,54651.7,36.1808
"209",2021-05-16 19:01:30,"CT_738",28.88,41830.4,54644.2,36.1753
"210",2021-05-16 19:02:00,"CT_738",28.88,41853.1,54673.9,36.1974
"211",2021-05-16 19:02:30,"CT_738",28.87,41819,54639.6,36.1718
"212",2021-05-16 19:03:00,"CT_738",28.88,41756.7,54547.8,36.1033
"213",2021-05-16 19:03:30,"CT_738",28.87,41887.2,54728.8,36.2384
"214",2021-05-16 19:04:00,"CT_738",28.87,41853.1,54684.2,36.2051
"215",2021-05-16 19:04:30,"CT_738",28.87,41870.1,54706.5,36.2217
"216",2021-05-16 19:05:00,"CT_738",28.87,41796.3,54609.9,36.1496
"217",2021-05-16 19:05:30,"CT_738",28.85,41836.1,54682.5,36.2038
"218",2021-05-16 19:06:00,"CT_738",28.85,41847.4,54697.3,36.2149
"219",2021-05-16 19:06:30,"CT_738",28.85,41830.4,54675,36.1983
"220",2021-05-16 19:07:00,"CT_738",28.85,41847.4,54697.3,36.2149
"221",2021-05-16 19:07:30,"CT_738",28.85,41870.1,54727,36.237
"222",2021-05-16 19:08:00,"CT_738",28.85,41847.4,54697.3,36.2149
"223",2021-05-16 19:08:30,"CT_738",28.85,41847.4,54697.3,36.2149
"224",2021-05-16 19:09:00,"CT_738",28.85,41819,54660.1,36.1871
"225",2021-05-16 19:09:30,"CT_738",28.84,41870.1,54737.3,36.2447
"226",2021-05-16 19:10:00,"CT_738",28.84,41841.7,54700.1,36.217
"227",2021-05-16 19:10:30,"CT_738",28.84,41819,54670.4,36.1948
"228",2021-05-16 19:11:00,"CT_738",28.83,41796.3,54650.9,36.1803
"229",2021-05-16 19:11:30,"CT_738",28.83,41745.3,54584.1,36.1304
"230",2021-05-16 19:12:00,"CT_738",28.83,41819,54680.7,36.2025
"231",2021-05-16 19:12:30,"CT_738",28.84,41813.3,54662.9,36.1892
"232",2021-05-16 19:13:00,"CT_738",28.83,41785,54636.1,36.1692
"233",2021-05-16 19:13:30,"CT_738",28.83,41836.1,54703,36.2192
"234",2021-05-16 19:14:00,"CT_738",28.83,41807.7,54665.9,36.1914
"235",2021-05-16 19:14:30,"CT_738",28.83,41779.3,54628.7,36.1637
"236",2021-05-16 19:15:00,"CT_738",28.83,41802,54658.4,36.1858
"237",2021-05-16 19:15:30,"CT_738",28.83,41796.3,54650.9,36.1803
"238",2021-05-16 19:16:00,"CT_738",28.83,41836.1,54703,36.2192
"239",2021-05-16 19:16:30,"CT_738",28.83,41853.1,54725.3,36.2358
"240",2021-05-16 19:17:00,"CT_738",28.83,41779.3,54628.7,36.1637
"241",2021-05-16 19:17:30,"CT_738",28.83,41819,54680.7,36.2025
"242",2021-05-16 19:18:00,"CT_738",28.82,41813.3,54683.5,36.2045
"243",2021-05-16 19:18:30,"CT_738",28.82,41813.3,54683.5,36.2045
"244",2021-05-16 19:19:00,"CT_738",28.82,41802,54668.7,36.1935
"245",2021-05-16 19:19:30,"CT_738",28.82,41870.1,54757.9,36.2601
"246",2021-05-16 19:20:00,"CT_738",28.82,41841.7,54720.7,36.2323
"247",2021-05-16 19:20:30,"CT_738",28.82,41841.7,54720.7,36.2323
"248",2021-05-16 19:21:00,"CT_738",28.82,41796.3,54661.2,36.1879
"249",2021-05-16 19:21:30,"CT_738",28.82,41819,54690.9,36.2101
"250",2021-05-16 19:22:00,"CT_738",28.81,41796.3,54671.5,36.1956
"251",2021-05-16 19:22:30,"CT_738",28.81,41819,54701.2,36.2178
"252",2021-05-16 19:23:00,"CT_738",28.81,41807.7,54686.4,36.2067
"253",2021-05-16 19:23:30,"CT_738",28.81,41904.3,54813,36.3012
"254",2021-05-16 19:24:00,"CT_738",28.8,41841.7,54741.2,36.2477
"255",2021-05-16 19:24:30,"CT_738",28.8,41819,54711.5,36.2255
"256",2021-05-16 19:25:00,"CT_738",28.8,41819,54711.5,36.2255
"257",2021-05-16 19:25:30,"CT_738",28.8,41819,54711.5,36.2255
"258",2021-05-16 19:26:00,"CT_738",28.8,41819,54711.5,36.2255
"259",2021-05-16 19:26:30,"CT_738",28.8,41745.3,54614.9,36.1534
"260",2021-05-16 19:27:00,"CT_738",28.8,41745.3,54614.9,36.1534
"261",2021-05-16 19:27:30,"CT_738",28.8,41762.3,54637.2,36.17
"262",2021-05-16 19:28:00,"CT_738",28.8,41819,54711.5,36.2255
"263",2021-05-16 19:28:30,"CT_738",28.79,41858.8,54773.9,36.2721
"264",2021-05-16 19:29:00,"CT_738",28.8,41819,54711.5,36.2255
"265",2021-05-16 19:29:30,"CT_738",28.8,41802,54689.2,36.2088
"266",2021-05-16 19:30:00,"CT_738",28.79,41807.7,54707,36.2221
"267",2021-05-16 19:30:30,"CT_738",28.79,41768,54654.9,36.1833
"268",2021-05-16 19:31:00,"CT_738",28.79,41796.3,54692,36.2109
"269",2021-05-16 19:31:30,"CT_738",28.79,41773.7,54662.4,36.1888
"270",2021-05-16 19:32:00,"CT_738",28.79,41779.3,54669.7,36.1943
"271",2021-05-16 19:32:30,"CT_738",28.79,41785,54677.2,36.1999
"272",2021-05-16 19:33:00,"CT_738",28.79,41802,54699.5,36.2165
"273",2021-05-16 19:33:30,"CT_738",28.79,41762.3,54647.5,36.1777
"274",2021-05-16 19:34:00,"CT_738",28.79,41824.7,54729.2,36.2387
"275",2021-05-16 19:34:30,"CT_738",28.78,41790.7,54695,36.2131
"276",2021-05-16 19:35:00,"CT_738",28.79,41841.7,54751.5,36.2553
"277",2021-05-16 19:35:30,"CT_738",28.78,41773.7,54672.7,36.1965
"278",2021-05-16 19:36:00,"CT_738",28.78,41841.7,54761.8,36.263
"279",2021-05-16 19:36:30,"CT_738",28.78,41802,54709.8,36.2242
"280",2021-05-16 19:37:00,"CT_738",28.78,41807.7,54717.3,36.2298
"281",2021-05-16 19:37:30,"CT_738",28.79,41858.8,54773.9,36.2721
"282",2021-05-16 19:38:00,"CT_738",28.78,41785,54687.5,36.2076
"283",2021-05-16 19:38:30,"CT_738",28.78,41841.7,54761.8,36.263
"284",2021-05-16 19:39:00,"CT_738",28.78,41785,54687.5,36.2076
"285",2021-05-16 19:39:30,"CT_738",28.78,41807.7,54717.3,36.2298
"286",2021-05-16 19:40:00,"CT_738",28.78,41790.7,54695,36.2131
"287",2021-05-16 19:40:30,"CT_738",28.78,41790.7,54695,36.2131
"288",2021-05-16 19:41:00,"CT_738",28.76,41790.7,54715.5,36.2285
"289",2021-05-16 19:41:30,"CT_738",28.78,41807.7,54717.3,36.2298
"290",2021-05-16 19:42:00,"CT_738",28.78,41790.7,54695,36.2131
"291",2021-05-16 19:42:30,"CT_738",28.78,41830.4,54747,36.252
"292",2021-05-16 19:43:00,"CT_738",28.78,41756.7,54650.4,36.1799
"293",2021-05-16 19:43:30,"CT_738",28.78,41773.7,54672.7,36.1965
"294",2021-05-16 19:44:00,"CT_738",28.78,41751,54642.9,36.1743
"295",2021-05-16 19:44:30,"CT_738",28.78,41802,54709.8,36.2242
"296",2021-05-16 19:45:00,"CT_738",28.76,41734,54641.2,36.173
"297",2021-05-16 19:45:30,"CT_738",28.76,41785,54708.1,36.2229
"298",2021-05-16 19:46:00,"CT_738",28.76,41819,54752.7,36.2562
"299",2021-05-16 19:46:30,"CT_738",28.76,41751,54663.5,36.1896
"300",2021-05-16 19:47:00,"CT_738",28.76,41830.4,54767.6,36.2673
"301",2021-05-16 19:47:30,"CT_738",28.76,41768,54685.8,36.2063
"302",2021-05-16 19:48:00,"CT_738",28.76,41807.7,54737.8,36.2451
"303",2021-05-16 19:48:30,"CT_738",28.76,41785,54708.1,36.2229
"304",2021-05-16 19:49:00,"CT_738",28.76,41807.7,54737.8,36.2451
"305",2021-05-16 19:49:30,"CT_738",28.76,41864.5,54812.3,36.3007
"306",2021-05-16 19:50:00,"CT_738",28.76,41819,54752.7,36.2562
"307",2021-05-16 19:50:30,"CT_738",28.76,41841.7,54782.4,36.2784
"308",2021-05-16 19:51:00,"CT_738",28.76,41847.4,54789.9,36.284
"309",2021-05-16 19:51:30,"CT_738",28.75,41790.7,54725.8,36.2362
"310",2021-05-16 19:52:00,"CT_738",28.76,41847.4,54789.9,36.284
"311",2021-05-16 19:52:30,"CT_738",28.76,41768,54685.8,36.2063
"312",2021-05-16 19:53:00,"CT_738",28.75,41796.3,54733.2,36.2417
"313",2021-05-16 19:53:30,"CT_738",28.75,41790.7,54725.8,36.2362
"314",2021-05-16 19:54:00,"CT_738",28.75,41824.7,54770.4,36.2695
"315",2021-05-16 19:54:30,"CT_738",28.75,41762.3,54688.6,36.2084
"316",2021-05-16 19:55:00,"CT_738",28.75,41728.4,54644.1,36.1752
"317",2021-05-16 19:55:30,"CT_738",28.75,41807.7,54748.1,36.2528
"318",2021-05-16 19:56:00,"CT_738",28.75,41841.7,54792.7,36.2861
"319",2021-05-16 19:56:30,"CT_738",28.74,41779.3,54721.2,36.2327
"320",2021-05-16 19:57:00,"CT_738",28.75,41796.3,54733.2,36.2417
"321",2021-05-16 19:57:30,"CT_738",28.74,41807.7,54758.4,36.2605
"322",2021-05-16 19:58:00,"CT_738",28.74,41807.7,54758.4,36.2605
"323",2021-05-16 19:58:30,"CT_738",28.74,41824.7,54780.7,36.2771
"324",2021-05-16 19:59:00,"CT_738",28.74,41813.3,54765.8,36.266
"325",2021-05-16 19:59:30,"CT_738",28.74,41796.3,54743.5,36.2493
"326",2021-05-16 20:00:00,"CT_738",28.74,41768,54706.4,36.2216
"327",2021-05-16 20:00:30,"CT_738",28.74,41779.3,54721.2,36.2327
"328",2021-05-16 20:01:00,"CT_738",28.74,41824.7,54780.7,36.2771
"329",2021-05-16 20:01:30,"CT_738",28.74,41773.7,54713.8,36.2272
"330",2021-05-16 20:02:00,"CT_738",28.74,41807.7,54758.4,36.2605
"331",2021-05-16 20:02:30,"CT_738",28.74,41705.7,54624.6,36.1607
"332",2021-05-16 20:03:00,"CT_738",28.73,41785,54739,36.246
"333",2021-05-16 20:03:30,"CT_738",28.74,41751,54684.1,36.205
"334",2021-05-16 20:04:00,"CT_738",28.74,41824.7,54780.7,36.2771
"335",2021-05-16 20:04:30,"CT_738",28.74,41830.4,54788.2,36.2827
"336",2021-05-16 20:05:00,"CT_738",28.73,41756.7,54701.8,36.2183
"337",2021-05-16 20:05:30,"CT_738",28.74,41824.7,54780.7,36.2771
"338",2021-05-16 20:06:00,"CT_738",28.73,41807.7,54768.7,36.2682
"339",2021-05-16 20:06:30,"CT_738",28.73,41722.7,54657.2,36.185
"340",2021-05-16 20:07:00,"CT_738",28.73,41739.7,54679.5,36.2016
"341",2021-05-16 20:07:30,"CT_738",28.73,41807.7,54768.7,36.2682
"342",2021-05-16 20:08:00,"CT_738",28.73,41807.7,54768.7,36.2682
"343",2021-05-16 20:08:30,"CT_738",28.73,41847.4,54820.8,36.3071
"344",2021-05-16 20:09:00,"CT_738",28.73,41847.4,54820.8,36.3071
