"","date","Serial","TempInSitu","E_Conductivity","EC_Cal.1","EC_Cal.2","Salinity"
"1",2021-05-13 08:00:00,"CT_329_051321",25.38,0,NA,-438.810346149671,NA
"2",2021-05-13 08:00:10,"CT_329_051321",25.38,0,NA,-438.810346149671,NA
"3",2021-05-13 08:00:20,"CT_329_051321",25.36,0,NA,-438.810346149671,NA
"4",2021-05-13 08:00:30,"CT_329_051321",25.36,0,NA,-438.810346149671,NA
"5",2021-05-13 08:00:40,"CT_329_051321",25.36,0,NA,-438.810346149671,NA
"6",2021-05-13 08:00:50,"CT_329_051321",25.36,0,NA,-438.810346149671,NA
"7",2021-05-13 08:01:00,"CT_329_051321",25.35,0,NA,-438.810346149671,NA
"8",2021-05-13 08:01:10,"CT_329_051321",25.35,0,NA,-438.810346149671,NA
"9",2021-05-13 08:01:20,"CT_329_051321",25.34,0,NA,-438.810346149671,NA
"10",2021-05-13 08:01:30,"CT_329_051321",25.34,0,NA,-438.810346149671,NA
"11",2021-05-13 08:01:40,"CT_329_051321",25.33,0,NA,-438.810346149671,NA
"12",2021-05-13 08:01:50,"CT_329_051321",25.34,0,NA,-438.810346149671,NA
"13",2021-05-13 08:02:00,"CT_329_051321",25.34,0,NA,-438.810346149671,NA
"14",2021-05-13 08:02:10,"CT_329_051321",25.33,0,NA,-438.810346149671,NA
"15",2021-05-13 08:02:20,"CT_329_051321",25.34,0,NA,-438.810346149671,NA
"16",2021-05-13 08:02:30,"CT_329_051321",25.33,0,NA,-438.810346149671,NA
"17",2021-05-13 08:02:40,"CT_329_051321",25.34,0,NA,-438.810346149671,NA
"18",2021-05-13 08:02:50,"CT_329_051321",25.34,0,NA,-438.810346149671,NA
"19",2021-05-13 08:03:00,"CT_329_051321",25.34,0,NA,-438.810346149671,NA
"20",2021-05-13 08:03:10,"CT_329_051321",25.34,0,NA,-438.810346149671,NA
"21",2021-05-13 08:03:20,"CT_329_051321",25.34,0,NA,-438.810346149671,NA
"22",2021-05-13 08:03:30,"CT_329_051321",25.34,0,NA,-438.810346149671,NA
"23",2021-05-13 08:03:40,"CT_329_051321",25.34,0,NA,-438.810346149671,NA
"24",2021-05-13 08:03:50,"CT_329_051321",25.34,0,NA,-438.810346149671,NA
"25",2021-05-13 08:04:00,"CT_329_051321",25.33,0,NA,-438.810346149671,NA
"26",2021-05-13 08:04:10,"CT_329_051321",25.33,0,NA,-438.810346149671,NA
"27",2021-05-13 08:04:20,"CT_329_051321",25.33,0,NA,-438.810346149671,NA
"28",2021-05-13 08:04:30,"CT_329_051321",25.34,0,NA,-438.810346149671,NA
"29",2021-05-13 08:04:40,"CT_329_051321",25.33,0,NA,-438.810346149671,NA
"30",2021-05-13 08:04:50,"CT_329_051321",25.33,0,NA,-438.810346149671,NA
"31",2021-05-13 08:05:00,"CT_329_051321",25.33,0,NA,-438.810346149671,NA
"32",2021-05-13 08:05:10,"CT_329_051321",25.33,0,NA,-438.810346149671,NA
"33",2021-05-13 08:05:20,"CT_329_051321",25.33,0,NA,-438.810346149671,NA
"34",2021-05-13 08:05:30,"CT_329_051321",25.31,0,NA,-438.810346149671,NA
"35",2021-05-13 08:05:40,"CT_329_051321",25.33,0,NA,-438.810346149671,NA
"36",2021-05-13 08:05:50,"CT_329_051321",25.31,0,NA,-438.810346149671,NA
"37",2021-05-13 08:06:00,"CT_329_051321",25.31,0,NA,-438.810346149671,NA
"38",2021-05-13 08:06:10,"CT_329_051321",25.31,0,NA,-438.810346149671,NA
"39",2021-05-13 08:06:20,"CT_329_051321",25.31,0,NA,-438.810346149671,NA
"40",2021-05-13 08:06:30,"CT_329_051321",25.31,0,NA,-438.810346149671,NA
"41",2021-05-13 08:06:40,"CT_329_051321",25.31,0,NA,-438.810346149671,NA
"42",2021-05-13 08:06:50,"CT_329_051321",25.3,0,NA,-438.810346149671,NA
"43",2021-05-13 08:07:00,"CT_329_051321",25.3,0,NA,-438.810346149671,NA
"44",2021-05-13 08:07:10,"CT_329_051321",25.3,0,NA,-438.810346149671,NA
"45",2021-05-13 08:07:20,"CT_329_051321",25.3,0,NA,-438.810346149671,NA
"46",2021-05-13 08:07:30,"CT_329_051321",25.3,0,NA,-438.810346149671,NA
"47",2021-05-13 08:07:40,"CT_329_051321",25.3,0,NA,-438.810346149671,NA
"48",2021-05-13 08:07:50,"CT_329_051321",25.3,0,NA,-438.810346149671,NA
"49",2021-05-13 08:08:00,"CT_329_051321",25.3,0,NA,-438.810346149671,NA
"50",2021-05-13 08:08:10,"CT_329_051321",25.3,0,NA,-438.810346149671,NA
"51",2021-05-13 08:08:20,"CT_329_051321",25.3,0,NA,-438.810346149671,NA
"52",2021-05-13 08:08:30,"CT_329_051321",25.29,0,NA,-438.810346149671,NA
"53",2021-05-13 08:08:40,"CT_329_051321",25.29,0,NA,-438.810346149671,NA
"54",2021-05-13 08:08:50,"CT_329_051321",25.29,0,NA,-438.810346149671,NA
"55",2021-05-13 08:09:00,"CT_329_051321",25.29,0,NA,-438.810346149671,NA
"56",2021-05-13 08:09:10,"CT_329_051321",25.29,0,NA,-438.810346149671,NA
"57",2021-05-13 08:09:20,"CT_329_051321",25.29,0,NA,-438.810346149671,NA
"58",2021-05-13 08:09:30,"CT_329_051321",25.28,0,NA,-438.810346149671,NA
"59",2021-05-13 08:09:40,"CT_329_051321",25.28,0,NA,-438.810346149671,NA
"60",2021-05-13 08:09:50,"CT_329_051321",25.28,0,NA,-438.810346149671,NA
"61",2021-05-13 08:10:00,"CT_329_051321",25.28,0,NA,-438.810346149671,NA
"62",2021-05-13 08:10:10,"CT_329_051321",25.28,0,NA,-438.810346149671,NA
"63",2021-05-13 08:10:20,"CT_329_051321",25.28,0,NA,-438.810346149671,NA
"64",2021-05-13 08:10:30,"CT_329_051321",25.27,0,NA,-438.810346149671,NA
"65",2021-05-13 08:10:40,"CT_329_051321",25.27,0,NA,-438.810346149671,NA
"66",2021-05-13 08:10:50,"CT_329_051321",25.27,0,NA,-438.810346149671,NA
"67",2021-05-13 08:11:00,"CT_329_051321",25.25,0,NA,-438.810346149671,NA
"68",2021-05-13 08:11:10,"CT_329_051321",25.27,0,NA,-438.810346149671,NA
"69",2021-05-13 08:11:20,"CT_329_051321",25.27,0,NA,-438.810346149671,NA
"70",2021-05-13 08:11:30,"CT_329_051321",25.27,0,NA,-438.810346149671,NA
"71",2021-05-13 08:11:40,"CT_329_051321",25.27,0,NA,-438.810346149671,NA
"72",2021-05-13 08:11:50,"CT_329_051321",25.27,0,NA,-438.810346149671,NA
"73",2021-05-13 08:12:00,"CT_329_051321",25.27,0,NA,-438.810346149671,NA
"74",2021-05-13 08:12:10,"CT_329_051321",25.27,0,NA,-438.810346149671,NA
"75",2021-05-13 08:12:20,"CT_329_051321",25.27,0,NA,-438.810346149671,NA
"76",2021-05-13 08:12:30,"CT_329_051321",25.25,0,NA,-438.810346149671,NA
"77",2021-05-13 08:12:40,"CT_329_051321",25.27,0,NA,-438.810346149671,NA
"78",2021-05-13 08:12:50,"CT_329_051321",25.27,0,NA,-438.810346149671,NA
"79",2021-05-13 08:13:00,"CT_329_051321",25.27,0,NA,-438.810346149671,NA
"80",2021-05-13 08:13:10,"CT_329_051321",25.27,0,NA,-438.810346149671,NA
"81",2021-05-13 08:13:20,"CT_329_051321",25.27,0,NA,-438.810346149671,NA
"82",2021-05-13 08:13:30,"CT_329_051321",25.27,0,NA,-438.810346149671,NA
"83",2021-05-13 08:13:40,"CT_329_051321",25.27,0,NA,-438.810346149671,NA
"84",2021-05-13 08:13:50,"CT_329_051321",25.27,0,NA,-438.810346149671,NA
"85",2021-05-13 08:14:00,"CT_329_051321",25.27,0,NA,-438.810346149671,NA
"86",2021-05-13 08:14:10,"CT_329_051321",25.28,0,NA,-438.810346149671,NA
"87",2021-05-13 08:14:20,"CT_329_051321",25.28,0,NA,-438.810346149671,NA
"88",2021-05-13 08:14:30,"CT_329_051321",25.29,0,NA,-438.810346149671,NA
"89",2021-05-13 08:14:40,"CT_329_051321",25.28,0,NA,-438.810346149671,NA
"90",2021-05-13 08:14:50,"CT_329_051321",25.29,0,NA,-438.810346149671,NA
"91",2021-05-13 08:15:00,"CT_329_051321",25.28,0,NA,-438.810346149671,NA
"92",2021-05-13 08:15:10,"CT_329_051321",25.29,0,NA,-438.810346149671,NA
"93",2021-05-13 08:15:20,"CT_329_051321",25.29,0,NA,-438.810346149671,NA
"94",2021-05-13 08:15:30,"CT_329_051321",25.29,0,NA,-438.810346149671,NA
"95",2021-05-13 08:15:40,"CT_329_051321",25.29,0,NA,-438.810346149671,NA
"96",2021-05-13 08:15:50,"CT_329_051321",25.29,0,NA,-438.810346149671,NA
"97",2021-05-13 08:16:00,"CT_329_051321",25.29,0,NA,-438.810346149671,NA
"98",2021-05-13 08:16:10,"CT_329_051321",25.29,0,NA,-438.810346149671,NA
"99",2021-05-13 08:16:20,"CT_329_051321",25.28,0,NA,-438.810346149671,NA
"100",2021-05-13 08:16:30,"CT_329_051321",25.28,0,NA,-438.810346149671,NA
"101",2021-05-13 08:16:40,"CT_329_051321",25.28,0,NA,-438.810346149671,NA
"102",2021-05-13 08:16:50,"CT_329_051321",25.27,0,NA,-438.810346149671,NA
"103",2021-05-13 08:17:00,"CT_329_051321",25.28,0,NA,-438.810346149671,NA
"104",2021-05-13 08:17:10,"CT_329_051321",25.29,0,NA,-438.810346149671,NA
"105",2021-05-13 08:17:20,"CT_329_051321",25.28,0,NA,-438.810346149671,NA
"106",2021-05-13 08:17:30,"CT_329_051321",25.28,0,NA,-438.810346149671,NA
