TrisCalDate,date,TempInSitu,pH_NBS,mV,pH_total,mVTris
2021-10-28,2021-08-11T15:00:00Z,27.57,8.12,-91.36,8.011974967745106,-91.3540251021921
2021-10-28,2021-08-11T15:01:00Z,27.57,8.12,-91.33,8.011472197113111,-91.3540251021921
2021-10-28,2021-08-11T15:02:00Z,27.57,8.12,-91.27,8.010466655849124,-91.3540251021921
2021-10-28,2021-08-11T15:03:00Z,27.57,8.12,-91.55,8.015159181747736,-91.3540251021921
2021-10-28,2021-08-11T15:04:00Z,27.54,8.12,-91.19,8.009444416473594,-91.39011963802548
2021-10-28,2021-08-11T15:05:00Z,27.54,8.12,-91.21,8.00977963033605,-91.39011963802548
2021-10-28,2021-08-11T15:06:00Z,27.54,8.12,-91.13,8.008438774886223,-91.39011963802548
2021-10-28,2021-08-11T15:07:00Z,27.54,8.12,-91.1,8.007935954092536,-91.39011963802548
2021-10-28,2021-08-11T15:08:00Z,27.54,8.12,-91.08,8.00760074023008,-91.39011963802548
2021-10-28,2021-08-11T15:09:00Z,27.54,8.12,-91.16,8.008941595679907,-91.39011963802548
2021-10-28,2021-08-11T15:10:00Z,27.54,8.12,-91.25,8.010450058060965,-91.39011963802548
2021-10-28,2021-08-11T15:11:00Z,27.54,8.12,-91.07,8.007433133298852,-91.39011963802548
2021-10-28,2021-08-11T15:12:00Z,27.54,8.12,-91.17,8.009109202611137,-91.39011963802548
2021-10-28,2021-08-11T15:13:00Z,27.57,8.12,-91.05,8.006779671214499,-91.3540251021921
2021-10-28,2021-08-11T15:14:00Z,27.57,8.11,-90.88,8.0039306376332,-91.3540251021921
2021-10-28,2021-08-11T15:15:00Z,27.57,8.12,-91.11,8.007785212478488,-91.3540251021921
2021-10-28,2021-08-11T15:16:00Z,27.59,8.12,-91.13,8.00790814370963,-91.32996207830317
2021-10-28,2021-08-11T15:17:00Z,27.59,8.12,-91.17,8.008578459971533,-91.32996207830317
2021-10-28,2021-08-11T15:18:00Z,27.59,8.12,-91.22,8.00941635529891,-91.32996207830317
2021-10-28,2021-08-11T15:19:00Z,27.62,8.12,-91.13,8.00758977807807,-91.2938675424698
2021-10-28,2021-08-11T15:20:00Z,27.64,8.12,-91.16,8.007880193358641,-91.26980451858088
