date,TempInSitu,AbsPressure,Depth,LoggerID
2022-06-21T13:00:00Z,27.961,105.316,0.369,WL_876_VSled_20220607
2022-06-21T13:02:00Z,28.06,105.336,0.371,WL_876_VSled_20220607
2022-06-21T13:04:00Z,28.06,105.146,0.352,WL_876_VSled_20220607
2022-06-21T13:06:00Z,28.06,105.181,0.355,WL_876_VSled_20220607
2022-06-21T13:08:00Z,28.06,105.094,0.346,WL_876_VSled_20220607
2022-06-21T13:10:00Z,28.06,105.129,0.35,WL_876_VSled_20220607
2022-06-21T13:12:00Z,28.06,105.249,0.362,WL_876_VSled_20220607
2022-06-21T13:14:00Z,28.159,105.183,0.356,WL_876_VSled_20220607
2022-06-21T13:16:00Z,28.159,105.149,0.352,WL_876_VSled_20220607
2022-06-21T13:18:00Z,28.159,105.028,0.34,WL_876_VSled_20220607
2022-06-21T13:20:00Z,28.159,105.338,0.372,WL_876_VSled_20220607
2022-06-21T13:22:00Z,28.159,105.338,0.372,WL_876_VSled_20220607
2022-06-21T13:24:00Z,28.258,105.031,0.341,WL_876_VSled_20220607
2022-06-21T13:26:00Z,28.258,105.1,0.348,WL_876_VSled_20220607
2022-06-21T13:28:00Z,28.258,105.22,0.36,WL_876_VSled_20220607
2022-06-21T13:30:00Z,28.258,105.031,0.341,WL_876_VSled_20220607
2022-06-21T13:32:00Z,28.258,105.031,0.341,WL_876_VSled_20220607
2022-06-21T13:34:00Z,28.258,105.186,0.356,WL_876_VSled_20220607
2022-06-21T13:36:00Z,28.258,105.306,0.369,WL_876_VSled_20220607
2022-06-21T13:38:00Z,28.258,105.203,0.358,WL_876_VSled_20220607
2022-06-21T13:40:00Z,28.258,105.1,0.348,WL_876_VSled_20220607
2022-06-21T13:42:00Z,28.357,105.447,0.383,WL_876_VSled_20220607
2022-06-21T13:44:00Z,28.357,105.137,0.352,WL_876_VSled_20220607
2022-06-21T13:46:00Z,28.357,105.223,0.361,WL_876_VSled_20220607
2022-06-21T13:48:00Z,28.456,105.191,0.358,WL_876_VSled_20220607
2022-06-21T13:50:00Z,28.456,105.105,0.349,WL_876_VSled_20220607
2022-06-21T13:52:00Z,28.456,105.243,0.363,WL_876_VSled_20220607
2022-06-21T13:54:00Z,28.456,105.346,0.373,WL_876_VSled_20220607
2022-06-21T13:56:00Z,28.555,105.125,0.351,WL_876_VSled_20220607
2022-06-21T13:58:00Z,28.555,105.245,0.363,WL_876_VSled_20220607
2022-06-21T14:00:00Z,28.456,105.26,0.365,WL_876_VSled_20220607
2022-06-21T14:02:00Z,28.456,105.088,0.347,WL_876_VSled_20220607
2022-06-21T14:04:00Z,28.555,105.314,0.37,WL_876_VSled_20220607
2022-06-21T14:06:00Z,28.555,105.211,0.36,WL_876_VSled_20220607
2022-06-21T14:08:00Z,28.555,104.987,0.337,WL_876_VSled_20220607
2022-06-21T14:10:00Z,28.456,105.329,0.372,WL_876_VSled_20220607
2022-06-21T14:12:00Z,28.555,105.418,0.381,WL_876_VSled_20220607
2022-06-21T14:14:00Z,28.555,105.125,0.351,WL_876_VSled_20220607
2022-06-21T14:16:00Z,28.555,105.142,0.353,WL_876_VSled_20220607
2022-06-21T14:18:00Z,28.555,105.125,0.351,WL_876_VSled_20220607
2022-06-21T14:20:00Z,28.655,105.231,0.362,WL_876_VSled_20220607
2022-06-21T14:22:00Z,28.655,105.128,0.352,WL_876_VSled_20220607
2022-06-21T14:24:00Z,28.655,105.179,0.357,WL_876_VSled_20220607
2022-06-21T14:26:00Z,28.655,105.265,0.366,WL_876_VSled_20220607
2022-06-21T14:28:00Z,28.655,105.248,0.364,WL_876_VSled_20220607
2022-06-21T14:30:00Z,28.655,105.248,0.364,WL_876_VSled_20220607
2022-06-21T14:32:00Z,28.754,105.354,0.375,WL_876_VSled_20220607
2022-06-21T14:34:00Z,28.754,105.354,0.375,WL_876_VSled_20220607
2022-06-21T14:36:00Z,28.754,105.182,0.358,WL_876_VSled_20220607
2022-06-21T14:38:00Z,28.754,105.165,0.356,WL_876_VSled_20220607
2022-06-21T14:40:00Z,28.754,105.182,0.358,WL_876_VSled_20220607
2022-06-21T14:42:00Z,28.754,105.182,0.358,WL_876_VSled_20220607
2022-06-21T14:44:00Z,28.754,105.147,0.354,WL_876_VSled_20220607
2022-06-21T14:46:00Z,28.754,105.147,0.354,WL_876_VSled_20220607
2022-06-21T14:48:00Z,28.754,105.234,0.363,WL_876_VSled_20220607
2022-06-21T14:50:00Z,28.754,105.216,0.361,WL_876_VSled_20220607
2022-06-21T14:52:00Z,28.754,105.147,0.354,WL_876_VSled_20220607
2022-06-21T14:54:00Z,28.754,105.406,0.381,WL_876_VSled_20220607
2022-06-21T14:56:00Z,28.754,105.199,0.359,WL_876_VSled_20220607
2022-06-21T14:58:00Z,28.754,105.147,0.354,WL_876_VSled_20220607
2022-06-21T15:00:00Z,28.754,105.234,0.363,WL_876_VSled_20220607
2022-06-21T15:02:00Z,28.754,105.234,0.363,WL_876_VSled_20220607
2022-06-21T15:04:00Z,28.754,105.285,0.368,WL_876_VSled_20220607
2022-06-21T15:06:00Z,28.754,105.113,0.351,WL_876_VSled_20220607
2022-06-21T15:08:00Z,28.754,105.216,0.361,WL_876_VSled_20220607
2022-06-21T15:10:00Z,28.754,105.113,0.351,WL_876_VSled_20220607
2022-06-21T15:12:00Z,28.853,105.219,0.362,WL_876_VSled_20220607
2022-06-21T15:14:00Z,28.853,105.219,0.362,WL_876_VSled_20220607
2022-06-21T15:16:00Z,28.853,105.374,0.378,WL_876_VSled_20220607
2022-06-21T15:18:00Z,28.853,105.098,0.349,WL_876_VSled_20220607
2022-06-21T15:20:00Z,28.853,105.047,0.344,WL_876_VSled_20220607
2022-06-21T15:22:00Z,28.953,105.428,0.383,WL_876_VSled_20220607
2022-06-21T15:24:00Z,28.853,105.116,0.351,WL_876_VSled_20220607
2022-06-21T15:26:00Z,28.853,105.253,0.365,WL_876_VSled_20220607
2022-06-21T15:28:00Z,28.853,105.391,0.379,WL_876_VSled_20220607
2022-06-21T15:30:00Z,28.953,105.084,0.348,WL_876_VSled_20220607
2022-06-21T15:32:00Z,28.953,105.153,0.355,WL_876_VSled_20220607
2022-06-21T15:34:00Z,28.853,105.34,0.374,WL_876_VSled_20220607
2022-06-21T15:36:00Z,28.853,105.288,0.369,WL_876_VSled_20220607
2022-06-21T15:38:00Z,28.853,105.426,0.383,WL_876_VSled_20220607
2022-06-21T15:40:00Z,28.853,105.236,0.363,WL_876_VSled_20220607
2022-06-21T15:42:00Z,28.853,105.391,0.379,WL_876_VSled_20220607
2022-06-21T15:44:00Z,28.853,105.236,0.363,WL_876_VSled_20220607
2022-06-21T15:46:00Z,28.853,105.253,0.365,WL_876_VSled_20220607
2022-06-21T15:48:00Z,28.853,105.288,0.369,WL_876_VSled_20220607
2022-06-21T15:50:00Z,28.853,105.391,0.379,WL_876_VSled_20220607
2022-06-21T15:52:00Z,28.853,105.219,0.362,WL_876_VSled_20220607
2022-06-21T15:54:00Z,28.853,105.305,0.371,WL_876_VSled_20220607
2022-06-21T15:56:00Z,28.853,105.202,0.36,WL_876_VSled_20220607
2022-06-21T15:58:00Z,28.853,105.271,0.367,WL_876_VSled_20220607
2022-06-21T16:00:00Z,28.853,105.391,0.379,WL_876_VSled_20220607
2022-06-21T16:02:00Z,28.853,105.167,0.356,WL_876_VSled_20220607
2022-06-21T16:04:00Z,28.853,105.253,0.365,WL_876_VSled_20220607
2022-06-21T16:06:00Z,28.853,105.236,0.363,WL_876_VSled_20220607
2022-06-21T16:08:00Z,28.853,105.236,0.363,WL_876_VSled_20220607
2022-06-21T16:10:00Z,28.853,105.253,0.365,WL_876_VSled_20220607
2022-06-21T16:12:00Z,28.853,105.219,0.362,WL_876_VSled_20220607
2022-06-21T16:14:00Z,28.853,105.271,0.367,WL_876_VSled_20220607
2022-06-21T16:16:00Z,28.853,105.219,0.362,WL_876_VSled_20220607
2022-06-21T16:18:00Z,28.853,105.305,0.371,WL_876_VSled_20220607
2022-06-21T16:20:00Z,28.853,105.202,0.36,WL_876_VSled_20220607
2022-06-21T16:22:00Z,28.754,105.526,0.393,WL_876_VSled_20220607
2022-06-21T16:24:00Z,28.754,105.285,0.368,WL_876_VSled_20220607
2022-06-21T16:26:00Z,28.754,105.371,0.377,WL_876_VSled_20220607
2022-06-21T16:28:00Z,28.754,105.354,0.375,WL_876_VSled_20220607
2022-06-21T16:30:00Z,28.754,105.216,0.361,WL_876_VSled_20220607
2022-06-21T16:32:00Z,28.754,105.509,0.391,WL_876_VSled_20220607
2022-06-21T16:34:00Z,28.754,105.354,0.375,WL_876_VSled_20220607
2022-06-21T16:36:00Z,28.754,105.337,0.373,WL_876_VSled_20220607
2022-06-21T16:38:00Z,28.754,105.647,0.405,WL_876_VSled_20220607
2022-06-21T16:40:00Z,28.754,105.544,0.395,WL_876_VSled_20220607
2022-06-21T16:42:00Z,28.754,105.526,0.393,WL_876_VSled_20220607
2022-06-21T16:44:00Z,28.754,105.561,0.396,WL_876_VSled_20220607
2022-06-21T16:46:00Z,28.754,105.406,0.381,WL_876_VSled_20220607
2022-06-21T16:48:00Z,28.754,105.492,0.389,WL_876_VSled_20220607
2022-06-21T16:50:00Z,28.754,105.595,0.4,WL_876_VSled_20220607
