date,TempInSitu,AbsPressure,Depth,WL_Serial
2023-02-08T21:22:00Z,22.908,101.229,-0,WL_876
2023-02-08T21:24:00Z,22.908,101.229,-0,WL_876
2023-02-08T21:26:00Z,22.908,101.229,-0,WL_876
2023-02-08T21:28:00Z,22.908,101.246,0.001,WL_876
2023-02-08T21:30:00Z,22.908,101.229,-0,WL_876
2023-02-08T21:32:00Z,22.908,101.229,-0,WL_876
2023-02-08T21:34:00Z,22.908,101.229,-0,WL_876
2023-02-08T21:36:00Z,22.908,101.229,-0,WL_876
2023-02-08T21:38:00Z,22.908,101.229,-0,WL_876
2023-02-08T21:40:00Z,22.908,101.229,-0,WL_876
2023-02-08T21:42:00Z,22.908,101.229,-0,WL_876
2023-02-08T21:44:00Z,22.908,101.229,-0,WL_876
2023-02-08T21:46:00Z,22.908,101.229,-0,WL_876
2023-02-08T21:48:00Z,22.908,101.229,-0,WL_876
2023-02-08T21:50:00Z,22.908,101.229,-0,WL_876
2023-02-08T21:52:00Z,22.908,101.229,-0,WL_876
2023-02-08T21:54:00Z,22.908,101.229,-0,WL_876
2023-02-08T21:56:00Z,22.908,101.229,-0,WL_876
2023-02-08T21:58:00Z,22.908,101.246,0.001,WL_876
2023-02-08T22:00:00Z,22.908,101.229,-0,WL_876
2023-02-08T22:02:00Z,22.908,101.229,-0,WL_876
2023-02-08T22:04:00Z,22.908,101.246,0.001,WL_876
2023-02-08T22:06:00Z,23.004,101.249,0.002,WL_876
2023-02-08T22:08:00Z,23.004,101.249,0.002,WL_876
2023-02-08T22:10:00Z,22.908,101.246,0.001,WL_876
2023-02-08T22:12:00Z,22.908,101.246,0.001,WL_876
2023-02-08T22:14:00Z,22.908,101.229,-0,WL_876
2023-02-08T22:16:00Z,23.004,101.232,0,WL_876
2023-02-08T22:18:00Z,23.004,101.232,0,WL_876
2023-02-08T22:20:00Z,22.908,101.246,0.001,WL_876
2023-02-08T22:22:00Z,22.908,101.246,0.001,WL_876
2023-02-08T22:24:00Z,23.004,101.232,0,WL_876
2023-02-08T22:26:00Z,23.004,101.266,0.003,WL_876
2023-02-08T22:28:00Z,23.004,101.232,0,WL_876
2023-02-08T22:30:00Z,23.004,101.232,0,WL_876
2023-02-08T22:32:00Z,23.004,101.232,0,WL_876
2023-02-08T22:34:00Z,23.004,101.232,0,WL_876
2023-02-08T22:36:00Z,23.004,101.232,0,WL_876
2023-02-08T22:38:00Z,23.004,101.232,0,WL_876
2023-02-08T22:40:00Z,23.004,101.232,0,WL_876
2023-02-08T22:42:00Z,23.004,101.232,0,WL_876
2023-02-08T22:44:00Z,23.004,101.232,0,WL_876
2023-02-08T22:46:00Z,23.004,101.232,0,WL_876
2023-02-08T22:48:00Z,23.004,101.215,-0.002,WL_876
2023-02-08T22:50:00Z,23.004,101.215,-0.002,WL_876
2023-02-08T22:52:00Z,23.004,101.232,0,WL_876
2023-02-08T22:54:00Z,23.004,101.215,-0.002,WL_876
2023-02-08T22:56:00Z,23.004,101.232,0,WL_876
2023-02-08T22:58:00Z,23.004,101.215,-0.002,WL_876
2023-02-08T23:00:00Z,22.908,101.212,-0.002,WL_876
2023-02-08T23:02:00Z,22.908,101.212,-0.002,WL_876
2023-02-08T23:04:00Z,23.004,101.215,-0.002,WL_876
2023-02-08T23:06:00Z,23.004,101.215,-0.002,WL_876
2023-02-08T23:08:00Z,23.004,101.215,-0.002,WL_876
2023-02-08T23:10:00Z,22.908,101.195,-0.004,WL_876
2023-02-08T23:12:00Z,22.908,101.195,-0.004,WL_876
2023-02-08T23:14:00Z,23.004,101.215,-0.002,WL_876
2023-02-08T23:16:00Z,23.004,101.197,-0.003,WL_876
2023-02-08T23:18:00Z,22.908,101.212,-0.002,WL_876
2023-02-08T23:20:00Z,22.908,101.195,-0.004,WL_876
2023-02-08T23:22:00Z,22.908,101.195,-0.004,WL_876
2023-02-08T23:24:00Z,22.908,101.195,-0.004,WL_876
2023-02-08T23:26:00Z,23.004,101.197,-0.003,WL_876
2023-02-08T23:28:00Z,23.004,101.197,-0.003,WL_876
2023-02-08T23:30:00Z,22.908,101.195,-0.004,WL_876
2023-02-08T23:32:00Z,22.908,101.195,-0.004,WL_876
2023-02-08T23:34:00Z,22.908,101.195,-0.004,WL_876
2023-02-08T23:36:00Z,23.004,101.18,-0.005,WL_876
2023-02-08T23:38:00Z,22.908,101.178,-0.005,WL_876
2023-02-08T23:40:00Z,22.908,101.178,-0.005,WL_876
2023-02-08T23:42:00Z,22.908,101.161,-0.007,WL_876
2023-02-08T23:44:00Z,22.908,101.178,-0.005,WL_876
2023-02-08T23:46:00Z,22.908,101.161,-0.007,WL_876
2023-02-08T23:48:00Z,22.908,101.161,-0.007,WL_876
2023-02-08T23:50:00Z,22.908,101.161,-0.007,WL_876
2023-02-08T23:52:00Z,22.908,101.161,-0.007,WL_876
2023-02-08T23:54:00Z,22.908,101.143,-0.009,WL_876
2023-02-08T23:56:00Z,22.908,101.161,-0.007,WL_876
2023-02-08T23:58:00Z,22.908,101.143,-0.009,WL_876
2023-02-09T00:00:00Z,22.908,101.161,-0.007,WL_876
2023-02-09T00:02:00Z,22.908,101.143,-0.009,WL_876
2023-02-09T00:04:00Z,22.908,101.143,-0.009,WL_876
2023-02-09T00:06:00Z,22.908,101.161,-0.007,WL_876
2023-02-09T00:08:00Z,22.908,101.143,-0.009,WL_876
2023-02-09T00:10:00Z,22.908,101.143,-0.009,WL_876
2023-02-09T00:12:00Z,22.908,101.143,-0.009,WL_876
2023-02-09T00:14:00Z,22.908,101.143,-0.009,WL_876
2023-02-09T00:16:00Z,22.908,101.143,-0.009,WL_876
2023-02-09T00:18:00Z,22.908,101.143,-0.009,WL_876
2023-02-09T00:20:00Z,22.908,101.143,-0.009,WL_876
2023-02-09T00:22:00Z,22.908,101.143,-0.009,WL_876
2023-02-09T00:24:00Z,22.908,101.126,-0.011,WL_876
2023-02-09T00:26:00Z,22.908,101.143,-0.009,WL_876
2023-02-09T00:28:00Z,22.908,101.143,-0.009,WL_876
2023-02-09T00:30:00Z,22.908,101.143,-0.009,WL_876
2023-02-09T00:32:00Z,22.908,101.143,-0.009,WL_876
2023-02-09T00:34:00Z,23.004,101.146,-0.009,WL_876
2023-02-09T00:36:00Z,22.908,101.126,-0.011,WL_876
2023-02-09T00:38:00Z,22.908,101.143,-0.009,WL_876
2023-02-09T00:40:00Z,22.908,101.143,-0.009,WL_876
2023-02-09T00:42:00Z,22.908,101.143,-0.009,WL_876
2023-02-09T00:44:00Z,23.004,101.146,-0.009,WL_876
2023-02-09T00:46:00Z,22.908,101.143,-0.009,WL_876
2023-02-09T00:48:00Z,22.908,101.143,-0.009,WL_876
2023-02-09T00:50:00Z,22.908,101.126,-0.011,WL_876
2023-02-09T00:52:00Z,23.004,101.129,-0.01,WL_876
2023-02-09T00:54:00Z,22.908,101.126,-0.011,WL_876
2023-02-09T00:56:00Z,22.908,101.126,-0.011,WL_876
2023-02-09T00:58:00Z,22.908,101.143,-0.009,WL_876
2023-02-09T01:00:00Z,22.908,101.126,-0.011,WL_876
2023-02-09T01:02:00Z,22.908,101.126,-0.011,WL_876
2023-02-09T01:04:00Z,22.908,101.126,-0.011,WL_876
2023-02-09T01:06:00Z,22.908,101.126,-0.011,WL_876
2023-02-09T01:08:00Z,22.908,101.126,-0.011,WL_876
2023-02-09T01:10:00Z,23.004,101.111,-0.012,WL_876
2023-02-09T01:12:00Z,22.908,101.092,-0.014,WL_876
2023-02-09T01:14:00Z,22.908,101.109,-0.012,WL_876
2023-02-09T01:16:00Z,22.908,101.109,-0.012,WL_876
2023-02-09T01:18:00Z,22.908,101.109,-0.012,WL_876
2023-02-09T01:20:00Z,22.908,101.109,-0.012,WL_876
2023-02-09T01:22:00Z,23.004,101.111,-0.012,WL_876
2023-02-09T01:24:00Z,23.004,101.111,-0.012,WL_876
2023-02-09T01:26:00Z,22.908,101.126,-0.011,WL_876
2023-02-09T01:28:00Z,22.908,101.126,-0.011,WL_876
2023-02-09T01:30:00Z,22.908,101.126,-0.011,WL_876
2023-02-09T01:32:00Z,22.908,101.109,-0.012,WL_876
2023-02-09T01:34:00Z,22.908,101.143,-0.009,WL_876
2023-02-09T01:36:00Z,22.908,101.126,-0.011,WL_876
2023-02-09T01:38:00Z,22.908,101.126,-0.011,WL_876
2023-02-09T01:40:00Z,22.908,101.126,-0.011,WL_876
2023-02-09T01:42:00Z,22.908,101.126,-0.011,WL_876
2023-02-09T01:44:00Z,22.908,101.126,-0.011,WL_876
2023-02-09T01:46:00Z,22.908,101.126,-0.011,WL_876
2023-02-09T01:48:00Z,22.908,101.126,-0.011,WL_876
2023-02-09T01:50:00Z,22.908,101.109,-0.012,WL_876
2023-02-09T01:52:00Z,22.908,101.126,-0.011,WL_876
2023-02-09T01:54:00Z,22.908,101.109,-0.012,WL_876
2023-02-09T01:56:00Z,22.812,101.09,-0.014,WL_876
2023-02-09T01:58:00Z,22.812,101.09,-0.014,WL_876
2023-02-09T02:00:00Z,22.812,101.09,-0.014,WL_876
2023-02-09T02:02:00Z,22.908,101.092,-0.014,WL_876
2023-02-09T02:04:00Z,22.908,101.109,-0.012,WL_876
2023-02-09T02:06:00Z,22.908,101.092,-0.014,WL_876
2023-02-09T02:08:00Z,22.812,101.09,-0.014,WL_876
2023-02-09T02:10:00Z,22.812,101.107,-0.012,WL_876
2023-02-09T02:12:00Z,22.812,101.09,-0.014,WL_876
2023-02-09T02:14:00Z,22.812,101.09,-0.014,WL_876
2023-02-09T02:16:00Z,22.812,101.09,-0.014,WL_876
2023-02-09T02:18:00Z,22.812,101.09,-0.014,WL_876
2023-02-09T02:20:00Z,22.812,101.09,-0.014,WL_876
2023-02-09T02:22:00Z,22.812,101.09,-0.014,WL_876
2023-02-09T02:24:00Z,22.812,101.072,-0.016,WL_876
2023-02-09T02:26:00Z,22.812,101.072,-0.016,WL_876
2023-02-09T02:28:00Z,22.812,101.072,-0.016,WL_876
2023-02-09T02:30:00Z,22.812,101.072,-0.016,WL_876
2023-02-09T02:32:00Z,22.812,101.055,-0.018,WL_876
2023-02-09T02:34:00Z,22.812,101.072,-0.016,WL_876
2023-02-09T02:36:00Z,22.812,101.072,-0.016,WL_876
2023-02-09T02:38:00Z,22.812,101.072,-0.016,WL_876
2023-02-09T02:40:00Z,22.812,101.055,-0.018,WL_876
2023-02-09T02:42:00Z,22.812,101.072,-0.016,WL_876
2023-02-09T02:44:00Z,22.812,101.09,-0.014,WL_876
2023-02-09T02:46:00Z,22.812,101.072,-0.016,WL_876
2023-02-09T02:48:00Z,22.812,101.072,-0.016,WL_876
2023-02-09T02:50:00Z,22.812,101.072,-0.016,WL_876
2023-02-09T02:52:00Z,22.812,101.09,-0.014,WL_876
2023-02-09T02:54:00Z,22.812,101.107,-0.012,WL_876
2023-02-09T02:56:00Z,22.812,101.09,-0.014,WL_876
2023-02-09T02:58:00Z,22.812,101.09,-0.014,WL_876
2023-02-09T03:00:00Z,22.812,101.09,-0.014,WL_876
2023-02-09T03:02:00Z,22.812,101.09,-0.014,WL_876
2023-02-09T03:04:00Z,22.812,101.09,-0.014,WL_876
2023-02-09T03:06:00Z,22.812,101.09,-0.014,WL_876
2023-02-09T03:08:00Z,22.812,101.09,-0.014,WL_876
2023-02-09T03:10:00Z,22.812,101.072,-0.016,WL_876
2023-02-09T03:12:00Z,22.812,101.09,-0.014,WL_876
2023-02-09T03:14:00Z,22.812,101.09,-0.014,WL_876
2023-02-09T03:16:00Z,22.812,101.09,-0.014,WL_876
2023-02-09T03:18:00Z,22.812,101.09,-0.014,WL_876
2023-02-09T03:20:00Z,22.812,101.107,-0.012,WL_876
2023-02-09T03:22:00Z,22.812,101.107,-0.012,WL_876
2023-02-09T03:24:00Z,22.812,101.09,-0.014,WL_876
2023-02-09T03:26:00Z,22.812,101.09,-0.014,WL_876
2023-02-09T03:28:00Z,22.812,101.107,-0.012,WL_876
2023-02-09T03:30:00Z,22.812,101.107,-0.012,WL_876
2023-02-09T03:32:00Z,22.812,101.107,-0.012,WL_876
2023-02-09T03:34:00Z,22.812,101.09,-0.014,WL_876
2023-02-09T03:36:00Z,22.812,101.107,-0.012,WL_876
2023-02-09T03:38:00Z,22.812,101.107,-0.012,WL_876
2023-02-09T03:40:00Z,22.812,101.107,-0.012,WL_876
2023-02-09T03:42:00Z,22.812,101.107,-0.012,WL_876
2023-02-09T03:44:00Z,22.812,101.107,-0.012,WL_876
2023-02-09T03:46:00Z,22.812,101.107,-0.012,WL_876
2023-02-09T03:48:00Z,22.812,101.107,-0.012,WL_876
2023-02-09T03:50:00Z,22.812,101.124,-0.011,WL_876
2023-02-09T03:52:00Z,22.812,101.124,-0.011,WL_876
2023-02-09T03:54:00Z,22.812,101.124,-0.011,WL_876
2023-02-09T03:56:00Z,22.812,101.124,-0.011,WL_876
2023-02-09T03:58:00Z,22.812,101.124,-0.011,WL_876
2023-02-09T04:00:00Z,22.812,101.107,-0.012,WL_876
2023-02-09T04:02:00Z,22.812,101.09,-0.014,WL_876
2023-02-09T04:04:00Z,22.812,101.107,-0.012,WL_876
2023-02-09T04:06:00Z,22.812,101.107,-0.012,WL_876
2023-02-09T04:08:00Z,22.812,101.124,-0.011,WL_876
2023-02-09T04:10:00Z,22.812,101.107,-0.012,WL_876
2023-02-09T04:12:00Z,22.812,101.107,-0.012,WL_876
2023-02-09T04:14:00Z,22.812,101.124,-0.011,WL_876
2023-02-09T04:16:00Z,22.812,101.107,-0.012,WL_876
2023-02-09T04:18:00Z,22.812,101.107,-0.012,WL_876
2023-02-09T04:20:00Z,22.812,101.124,-0.011,WL_876
2023-02-09T04:22:00Z,22.812,101.124,-0.011,WL_876
2023-02-09T04:24:00Z,22.812,101.124,-0.011,WL_876
2023-02-09T04:26:00Z,22.812,101.124,-0.011,WL_876
2023-02-09T04:28:00Z,22.812,101.124,-0.011,WL_876
2023-02-09T04:30:00Z,22.812,101.124,-0.011,WL_876
2023-02-09T04:32:00Z,22.812,101.124,-0.011,WL_876
2023-02-09T04:34:00Z,22.812,101.124,-0.011,WL_876
2023-02-09T04:36:00Z,22.812,101.124,-0.011,WL_876
2023-02-09T04:38:00Z,22.812,101.124,-0.011,WL_876
2023-02-09T04:40:00Z,22.812,101.141,-0.009,WL_876
2023-02-09T04:42:00Z,22.812,101.124,-0.011,WL_876
2023-02-09T04:44:00Z,22.812,101.124,-0.011,WL_876
2023-02-09T04:46:00Z,22.812,101.124,-0.011,WL_876
2023-02-09T04:48:00Z,22.812,101.141,-0.009,WL_876
2023-02-09T04:50:00Z,22.812,101.141,-0.009,WL_876
2023-02-09T04:52:00Z,22.812,101.141,-0.009,WL_876
2023-02-09T04:54:00Z,22.812,101.124,-0.011,WL_876
2023-02-09T04:56:00Z,22.812,101.158,-0.007,WL_876
2023-02-09T04:58:00Z,22.812,101.158,-0.007,WL_876
2023-02-09T05:00:00Z,22.812,101.141,-0.009,WL_876
2023-02-09T05:02:00Z,22.812,101.158,-0.007,WL_876
2023-02-09T05:04:00Z,22.812,101.141,-0.009,WL_876
2023-02-09T05:06:00Z,22.812,101.124,-0.011,WL_876
2023-02-09T05:08:00Z,22.812,101.158,-0.007,WL_876
2023-02-09T05:10:00Z,22.812,101.141,-0.009,WL_876
2023-02-09T05:12:00Z,22.812,101.158,-0.007,WL_876
2023-02-09T05:14:00Z,22.812,101.158,-0.007,WL_876
2023-02-09T05:16:00Z,22.812,101.158,-0.007,WL_876
2023-02-09T05:18:00Z,22.812,101.158,-0.007,WL_876
2023-02-09T05:20:00Z,22.812,101.158,-0.007,WL_876
2023-02-09T05:22:00Z,22.812,101.158,-0.007,WL_876
2023-02-09T05:24:00Z,22.812,101.158,-0.007,WL_876
2023-02-09T05:26:00Z,22.812,101.175,-0.006,WL_876
2023-02-09T05:28:00Z,22.812,101.158,-0.007,WL_876
2023-02-09T05:30:00Z,22.812,101.158,-0.007,WL_876
2023-02-09T05:32:00Z,22.812,101.175,-0.006,WL_876
2023-02-09T05:34:00Z,22.812,101.175,-0.006,WL_876
2023-02-09T05:36:00Z,22.812,101.175,-0.006,WL_876
2023-02-09T05:38:00Z,22.812,101.175,-0.006,WL_876
2023-02-09T05:40:00Z,22.812,101.193,-0.004,WL_876
2023-02-09T05:42:00Z,22.812,101.175,-0.006,WL_876
2023-02-09T05:44:00Z,22.812,101.193,-0.004,WL_876
2023-02-09T05:46:00Z,22.812,101.175,-0.006,WL_876
2023-02-09T05:48:00Z,22.812,101.193,-0.004,WL_876
2023-02-09T05:50:00Z,22.812,101.175,-0.006,WL_876
2023-02-09T05:52:00Z,22.812,101.193,-0.004,WL_876
2023-02-09T05:54:00Z,22.812,101.193,-0.004,WL_876
2023-02-09T05:56:00Z,22.812,101.193,-0.004,WL_876
2023-02-09T05:58:00Z,22.812,101.21,-0.002,WL_876
2023-02-09T06:00:00Z,22.812,101.21,-0.002,WL_876
2023-02-09T06:02:00Z,22.812,101.21,-0.002,WL_876
2023-02-09T06:04:00Z,22.812,101.21,-0.002,WL_876
2023-02-09T06:06:00Z,22.812,101.21,-0.002,WL_876
2023-02-09T06:08:00Z,22.812,101.21,-0.002,WL_876
2023-02-09T06:10:00Z,22.812,101.21,-0.002,WL_876
2023-02-09T06:12:00Z,22.812,101.21,-0.002,WL_876
2023-02-09T06:14:00Z,22.908,101.212,-0.002,WL_876
2023-02-09T06:16:00Z,22.908,101.212,-0.002,WL_876
2023-02-09T06:18:00Z,22.908,101.229,-0,WL_876
2023-02-09T06:20:00Z,22.908,101.212,-0.002,WL_876
2023-02-09T06:22:00Z,22.908,101.212,-0.002,WL_876
2023-02-09T06:24:00Z,22.908,101.229,-0,WL_876
2023-02-09T06:26:00Z,22.908,101.246,0.001,WL_876
2023-02-09T06:28:00Z,22.908,101.229,-0,WL_876
2023-02-09T06:30:00Z,22.908,101.246,0.001,WL_876
2023-02-09T06:32:00Z,22.908,101.246,0.001,WL_876
2023-02-09T06:34:00Z,22.908,101.246,0.001,WL_876
2023-02-09T06:36:00Z,22.908,101.246,0.001,WL_876
2023-02-09T06:38:00Z,22.908,101.246,0.001,WL_876
2023-02-09T06:40:00Z,22.908,101.246,0.001,WL_876
2023-02-09T06:42:00Z,22.908,101.264,0.003,WL_876
2023-02-09T06:44:00Z,22.908,101.264,0.003,WL_876
2023-02-09T06:46:00Z,22.908,101.264,0.003,WL_876
2023-02-09T06:48:00Z,22.908,101.281,0.005,WL_876
2023-02-09T06:50:00Z,22.908,101.281,0.005,WL_876
2023-02-09T06:52:00Z,22.908,101.264,0.003,WL_876
2023-02-09T06:54:00Z,22.908,101.281,0.005,WL_876
2023-02-09T06:56:00Z,22.908,101.281,0.005,WL_876
2023-02-09T06:58:00Z,22.908,101.264,0.003,WL_876
2023-02-09T07:00:00Z,22.908,101.281,0.005,WL_876
2023-02-09T07:02:00Z,22.908,101.281,0.005,WL_876
2023-02-09T07:04:00Z,22.908,101.264,0.003,WL_876
