TrisCalDate,date,TempInSitu,pH_NBS,mV,pH_total,mVTris
2022-04-04,2022-04-04T13:40:00Z,30.26,8.18,-96.4,8.073083848480168,-87.75980134968802
2022-04-04,2022-04-04T13:42:00Z,30.28,8.18,-96.39,8.072769634655895,-87.73153149739926
2022-04-04,2022-04-04T13:44:00Z,30.26,8.18,-96.37,8.072585535357815,-87.75980134968802
2022-04-04,2022-04-04T13:46:00Z,30.26,8.18,-96.37,8.072585535357815,-87.75980134968802
2022-04-04,2022-04-04T13:48:00Z,30.28,8.18,-96.29,8.071108700399193,-87.73153149739926
2022-04-04,2022-04-04T13:50:00Z,30.26,8.19,-97.92,8.098331713346079,-87.75980134968802
2022-04-04,2022-04-04T13:52:00Z,30.21,8.18,-96.37,8.072955725733252,-87.83047598040991
2022-04-04,2022-04-04T13:54:00Z,30.21,8.18,-96.31,8.071958935223934,-87.83047598040991
2022-04-04,2022-04-04T13:56:00Z,30.18,8.18,-96.36,8.073011672310107,-87.87288075884305
2022-04-04,2022-04-04T13:58:00Z,30.18,8.18,-96.37,8.073177820492454,-87.87288075884305
2022-04-04,2022-04-04T14:00:00Z,30.21,8.18,-96.33,8.07229119872704,-87.83047598040991
2022-04-04,2022-04-04T14:02:00Z,30.23,8.19,-96.12,8.068654634472473,-87.80220612812116
2022-04-04,2022-04-04T14:04:00Z,30.26,8.19,-97.97,8.099162235216667,-87.75980134968802
2022-04-04,2022-04-04T14:06:00Z,30.28,8.19,-97.86,8.097185368229406,-87.73153149739926
2022-04-04,2022-04-04T14:08:00Z,30.31,8.19,-96.04,8.066734763017788,-87.68912671896612
2022-04-04,2022-04-04T14:10:00Z,30.33,8.19,-97.89,8.097309241522034,-87.66085686667738
2022-04-04,2022-04-04T14:12:00Z,30.33,8.19,-97.89,8.097309241522034,-87.66085686667738
2022-04-04,2022-04-04T14:14:00Z,30.31,8.19,-96.17,8.068893764091948,-87.68912671896612
2022-04-04,2022-04-04T14:16:00Z,30.33,8.19,-97.7,8.094153986365612,-87.66085686667738
2022-04-04,2022-04-04T14:18:00Z,30.31,8.19,-97.93,8.098123317095942,-87.68912671896612
2022-04-04,2022-04-04T14:20:00Z,30.28,8.19,-97.73,8.095026153695695,-87.73153149739926
2022-04-04,2022-04-04T14:22:00Z,30.28,8.19,-97.86,8.097185368229406,-87.73153149739926
2022-04-04,2022-04-04T14:24:00Z,30.26,8.19,-97.86,8.09733508710137,-87.75980134968802
2022-04-04,2022-04-04T14:26:00Z,30.26,8.19,-96.2,8.06976176099781,-87.75980134968802
2022-04-04,2022-04-04T14:28:00Z,30.26,8.19,-96.08,8.067768508508397,-87.75980134968802
2022-04-04,2022-04-04T14:30:00Z,30.26,8.18,-96.59,8.076239831588406,-87.75980134968802
2022-04-04,2022-04-04T14:32:00Z,30.26,8.19,-96.08,8.067768508508397,-87.75980134968802
2022-04-04,2022-04-04T14:34:00Z,30.26,8.18,-96.45,8.073914370350757,-87.75980134968802
2022-04-04,2022-04-04T14:36:00Z,30.28,8.16,-95.45,8.057156852642901,-87.73153149739926
2022-04-04,2022-04-04T14:38:00Z,30.28,8.19,-98,8.099510676188789,-87.73153149739926
2022-04-04,2022-04-04T14:40:00Z,30.28,8.19,-96.04,8.06695636475744,-87.73153149739926
2022-04-04,2022-04-04T14:42:00Z,30.28,8.18,-96.39,8.072769634655895,-87.73153149739926
2022-04-04,2022-04-04T14:44:00Z,30.28,8.19,-96.03,8.06679027133177,-87.73153149739926
2022-04-04,2022-04-04T14:46:00Z,30.28,8.19,-96.08,8.067620738460121,-87.73153149739926
2022-04-04,2022-04-04T14:48:00Z,30.28,8.19,-96.06,8.06728855160878,-87.73153149739926
2022-04-04,2022-04-04T14:50:00Z,30.26,8.19,-97.76,8.095674043360193,-87.75980134968802
2022-04-04,2022-04-04T14:52:00Z,30.26,8.19,-97.93,8.098497817720196,-87.75980134968802
2022-04-04,2022-04-04T14:54:00Z,30.23,8.17,-95.43,8.05719229930725,-87.80220612812116
2022-04-04,2022-04-04T14:56:00Z,30.21,8.15,-94.51,8.042055219944409,-87.83047598040991
2022-04-04,2022-04-04T14:58:00Z,30.23,8.19,-96.22,8.070315842467432,-87.80220612812116
2022-04-04,2022-04-04T15:00:00Z,30.21,8.18,-96.29,8.071626671720828,-87.83047598040991
2022-04-04,2022-04-04T15:02:00Z,30.18,8.16,-95.5,8.05872292862833,-87.87288075884305
2022-04-04,2022-04-04T15:04:00Z,30.18,8.19,-96.09,8.068525671386759,-87.87288075884305
2022-04-04,2022-04-04T15:06:00Z,30.18,8.17,-95.45,8.057892187716599,-87.87288075884305
2022-04-04,2022-04-04T15:08:00Z,30.16,8.17,-95.01,8.050728232818553,-87.90115061113181
2022-04-04,2022-04-04T15:10:00Z,30.11,8.13,-93.67,8.028825621132906,-87.9718252418537
2022-04-04,2022-04-04T15:12:00Z,30.11,8.16,-95.98,8.067214710372841,-87.9718252418537
