TrisCalDate,date,TempInSitu,pH_NBS,mV,pH_total,mVTris
2022-04-04,2022-03-14T09:00:00Z,28.78,7.96,-80.38,7.816624207227047,-89.85177041905598
2022-04-04,2022-03-14T09:02:00Z,28.8,7.96,-80.52,7.818830941807081,-89.82350056676722
2022-04-04,2022-03-14T09:04:00Z,28.83,7.97,-80.58,7.819637084772866,-89.7810957883341
2022-04-04,2022-03-14T09:06:00Z,28.88,7.97,-80.83,7.82348312579943,-89.7104211576122
2022-04-04,2022-03-14T09:08:00Z,28.9,7.97,-80.86,7.823853176173028,-89.68215130532346
2022-04-04,2022-03-14T09:10:00Z,28.88,7.97,-80.92,7.824984895667853,-89.7104211576122
2022-04-04,2022-03-14T09:12:00Z,28.93,7.97,-81.05,7.826827230716304,-89.63974652689032
2022-04-04,2022-03-14T09:14:00Z,28.93,7.97,-81.08,7.827327737815262,-89.63974652689032
2022-04-04,2022-03-14T09:16:00Z,29,7.97,-81.08,7.8268698980264935,-89.54080204387967
2022-04-04,2022-03-14T09:18:00Z,29.05,7.97,-81.02,7.825542195082448,-89.47012741315777
2022-04-04,2022-03-14T09:20:00Z,29.08,7.97,-81.08,7.826346536798396,-89.42772263472465
2022-04-04,2022-03-14T09:22:00Z,29.13,7.98,-81.28,7.829353879183125,-89.35704800400275
2022-04-04,2022-03-14T09:24:00Z,29.15,7.98,-81.42,7.831556779318807,-89.328778151714
2022-04-04,2022-03-14T09:26:00Z,29.15,7.98,-81.5,7.832890493593397,-89.328778151714
2022-04-04,2022-03-14T09:28:00Z,29.13,7.97,-80.97,7.824185394425006,-89.35704800400275
2022-04-04,2022-03-14T09:30:00Z,29.18,7.98,-81.41,7.83119318556464,-89.28637337328087
2022-04-04,2022-03-14T09:32:00Z,29.2,7.98,-81.58,7.8338955969695725,-89.25810352099211
2022-04-04,2022-03-14T09:34:00Z,29.23,7.98,-81.52,7.8326983859705415,-89.21569874255897
2022-04-04,2022-03-14T09:36:00Z,29.2,7.98,-81.28,7.828894995532388,-89.25810352099211
2022-04-04,2022-03-14T09:38:00Z,29.23,7.98,-81.49,7.832198375439246,-89.21569874255897
2022-04-04,2022-03-14T09:40:00Z,29.13,7.97,-80.91,7.8231850425363385,-89.35704800400275
2022-04-04,2022-03-14T09:42:00Z,29.18,7.99,-81.78,7.83736100199566,-89.28637337328087
2022-04-04,2022-03-14T09:44:00Z,29.25,7.98,-81.69,7.83540018798606,-89.18742889027021
2022-04-04,2022-03-14T09:46:00Z,29.28,7.98,-81.52,7.83236986223547,-89.14502411183707
2022-04-04,2022-03-14T09:48:00Z,29.25,7.98,-81.58,7.8335669372927335,-89.18742889027021
2022-04-04,2022-03-14T09:50:00Z,29.3,7.99,-81.85,7.83773728184821,-89.11675425954832
2022-04-04,2022-03-14T09:52:00Z,29.3,7.99,-81.96,7.839570229474799,-89.11675425954832
2022-04-04,2022-03-14T09:54:00Z,29.28,7.98,-81.63,7.834202931076729,-89.14502411183707
