"Plot Title: CT_515_Varari"
"#","Date Time, GMT-10:00","High Range, μS/cm (LGR S/N: 21113515, SEN S/N: 21113515)","Temp, °C (LGR S/N: 21113515, SEN S/N: 21113515)","Coupler Detached (LGR S/N: 21113515)","Coupler Attached (LGR S/N: 21113515)","Stopped (LGR S/N: 21113515)","End Of File (LGR S/N: 21113515)"
1,03/28/22 08:00:00 AM,37149.2,29.27,Logged,,,
2,03/28/22 08:20:00 AM,37213.1,29.61,,,,
3,03/28/22 08:40:00 AM,9804.3,28.22,,,,
4,03/28/22 09:00:00 AM,37226.4,29.53,,,,
5,03/28/22 09:20:00 AM,37526.3,30.06,,,,
6,03/28/22 09:40:00 AM,37507.4,29.95,,,,
7,03/28/22 10:00:00 AM,37384.0,29.77,,,,
8,03/28/22 10:20:00 AM,37400.0,29.83,,,,
9,03/28/22 10:40:00 AM,37580.1,30.37,,,,
10,03/28/22 11:00:00 AM,37469.8,30.21,,,,
11,03/28/22 11:20:00 AM,37520.9,30.11,,,,
12,03/28/22 11:40:00 AM,37467.1,30.07,,,,
13,03/28/22 12:00:00 PM,37434.9,30.01,,,,
14,03/28/22 12:20:00 PM,37408.1,29.94,,,,
15,03/28/22 12:40:00 PM,37351.8,30.06,,,,
16,03/28/22 01:00:00 PM,37343.8,30.01,,,,
17,03/28/22 01:20:00 PM,37346.5,30.12,,,,
18,03/28/22 01:40:00 PM,37349.2,30.14,,,,
19,03/28/22 02:00:00 PM,37330.5,30.16,,,,
20,03/28/22 02:20:00 PM,37357.2,30.25,,,,
21,03/28/22 02:40:00 PM,37357.2,30.34,,,,
22,03/28/22 03:00:00 PM,37365.2,30.35,,,,
23,03/28/22 03:20:00 PM,37362.6,30.34,,,,
24,03/28/22 03:40:00 PM,37370.6,30.48,,,,
25,03/28/22 04:00:00 PM,37386.6,30.57,,,,
26,03/28/22 04:20:00 PM,37429.5,30.70,,,,
27,03/28/22 04:40:00 PM,37389.3,30.73,,,,
28,03/28/22 05:00:00 PM,37402.7,30.78,,,,
29,03/28/22 05:20:00 PM,37408.1,30.82,,,,
30,03/28/22 05:40:00 PM,37432.2,30.84,,,,
31,03/28/22 06:00:00 PM,37424.2,30.89,,,,
32,03/28/22 06:20:00 PM,37437.6,30.96,,,,
