"Plot Title: CT_321_Varari"
"#","Date Time, GMT-10:00","High Range, μS/cm (LGR S/N: 20739321, SEN S/N: 20739321)","Temp, °C (LGR S/N: 20739321, SEN S/N: 20739321)","Coupler Detached (LGR S/N: 20739321)","Coupler Attached (LGR S/N: 20739321)","Stopped (LGR S/N: 20739321)","End Of File (LGR S/N: 20739321)"
1,03/28/22 08:00:00 AM,36407.1,27.69,Logged,,,
2,03/28/22 08:20:00 AM,36459.7,27.97,,,,
3,03/28/22 08:40:00 AM,977.6,26.72,,,,
4,03/28/22 09:00:00 AM,36081.7,27.76,,,,
5,03/28/22 09:20:00 AM,36920.1,28.32,,,,
6,03/28/22 09:40:00 AM,36872.7,28.23,,,,
7,03/28/22 10:00:00 AM,36869.5,28.23,,,,
8,03/28/22 10:20:00 AM,36897.9,28.25,,,,
9,03/28/22 10:40:00 AM,36913.7,28.33,,,,
10,03/28/22 11:00:00 AM,36954.9,28.31,,,,
11,03/28/22 11:20:00 AM,36942.2,28.32,,,,
12,03/28/22 11:40:00 AM,36932.7,28.32,,,,
13,03/28/22 12:00:00 PM,36929.6,28.34,,,,
14,03/28/22 12:20:00 PM,36942.2,28.36,,,,
15,03/28/22 12:40:00 PM,36932.7,28.45,,,,
16,03/28/22 01:00:00 PM,36907.4,28.43,,,,
17,03/28/22 01:20:00 PM,36983.5,28.54,,,,
18,03/28/22 01:40:00 PM,36964.4,28.58,,,,
19,03/28/22 02:00:00 PM,37012.0,28.62,,,,
20,03/28/22 02:20:00 PM,37047.0,28.70,,,,
21,03/28/22 02:40:00 PM,37072.5,28.82,,,,
22,03/28/22 03:00:00 PM,37098.0,28.88,,,,
23,03/28/22 03:20:00 PM,37053.4,28.79,,,,
24,03/28/22 03:40:00 PM,37047.0,28.71,,,,
25,03/28/22 04:00:00 PM,37110.8,28.82,,,,
26,03/28/22 04:20:00 PM,37193.9,29.10,,,,
27,03/28/22 04:40:00 PM,37136.3,29.05,,,,
28,03/28/22 05:00:00 PM,37171.5,29.00,,,,
29,03/28/22 05:20:00 PM,37200.3,29.01,,,,
30,03/28/22 05:40:00 PM,37158.7,29.06,,,,
31,03/28/22 06:00:00 PM,37168.3,29.12,,,,
32,03/28/22 06:20:00 PM,37229.2,29.23,,,,
33,03/28/22 06:40:00 PM,37213.1,29.20,,,,
34,03/28/22 07:00:00 PM,37171.5,29.12,,,,
35,03/28/22 07:20:00 PM,37165.1,29.07,,,,
36,03/28/22 07:40:00 PM,37110.8,28.98,,,,
37,03/28/22 08:00:00 PM,37165.1,29.09,,,,
38,03/28/22 08:20:00 PM,37184.3,29.07,,,,
39,03/28/22 08:40:00 PM,37187.5,29.06,,,,
40,03/28/22 09:00:00 PM,37126.7,28.92,,,,
41,03/28/22 09:20:00 PM,37085.3,28.81,,,,
42,03/28/22 09:40:00 PM,37040.7,28.77,,,,
43,03/28/22 10:00:00 PM,36945.4,28.62,,,,
44,03/28/22 10:20:00 PM,36910.6,28.47,,,,
45,03/28/22 10:40:00 PM,36923.2,28.47,,,,
46,03/28/22 11:00:00 PM,36954.9,28.49,,,,
47,03/28/22 11:20:00 PM,36958.1,28.58,,,,
48,03/28/22 11:40:00 PM,37012.0,28.65,,,,
49,03/29/22 12:00:00 AM,37040.7,28.77,,,,
50,03/29/22 12:20:00 AM,37072.5,28.78,,,,
51,03/29/22 12:40:00 AM,37072.5,28.78,,,,
52,03/29/22 01:00:00 AM,37098.0,28.76,,,,
53,03/29/22 01:20:00 AM,37104.4,28.75,,,,
54,03/29/22 01:40:00 AM,37085.3,28.70,,,,
55,03/29/22 02:00:00 AM,37082.1,28.66,,,,
56,03/29/22 02:20:00 AM,37047.0,28.60,,,,
57,03/29/22 02:40:00 AM,37053.4,28.55,,,,
58,03/29/22 03:00:00 AM,37037.5,28.47,,,,
59,03/29/22 03:20:00 AM,36970.8,28.33,,,,
60,03/29/22 03:40:00 AM,36819.0,28.10,,,,
61,03/29/22 04:00:00 AM,36740.4,27.94,,,,
62,03/29/22 04:20:00 AM,36740.4,27.95,,,,
63,03/29/22 04:40:00 AM,36828.5,28.05,,,,
64,03/29/22 05:00:00 AM,36753.0,27.92,,,,
65,03/29/22 05:20:00 AM,36768.7,27.88,,,,
66,03/29/22 05:40:00 AM,36715.3,27.80,,,,
67,03/29/22 06:00:00 AM,36702.8,27.72,,,,
68,03/29/22 06:20:00 AM,36612.1,27.61,,,,
69,03/29/22 06:40:00 AM,36571.5,27.48,,,,
70,03/29/22 07:00:00 AM,36524.9,27.45,,,,
71,03/29/22 07:20:00 AM,36528.0,27.45,,,,
72,03/29/22 07:40:00 AM,36546.6,27.45,,,,
73,03/29/22 08:00:00 AM,36584.0,27.61,,,,
74,03/29/22 08:20:00 AM,36596.5,27.69,,,,
75,03/29/22 08:40:00 AM,36674.6,27.91,,,,
76,03/29/22 09:00:00 AM,36790.7,28.12,,,,
77,03/29/22 09:20:00 AM,36825.3,28.17,,,,
