"Plot Title: CT_323_Cabral"
"#","Date Time, GMT-10:00","High Range, μS/cm (LGR S/N: 20739323, SEN S/N: 20739323)","Temp, °C (LGR S/N: 20739323, SEN S/N: 20739323)","Coupler Detached (LGR S/N: 20739323)","Coupler Attached (LGR S/N: 20739323)","Stopped (LGR S/N: 20739323)","End Of File (LGR S/N: 20739323)"
1,03/28/22 08:00:00 AM,34167.7,28.26,Logged,,,
2,03/28/22 08:20:00 AM,34173.5,28.58,,,,
3,03/28/22 08:40:00 AM,204.4,27.84,,,,
4,03/28/22 09:00:00 AM,33830.8,28.48,,,,
5,03/28/22 09:20:00 AM,34379.2,28.97,,,,
6,03/28/22 09:40:00 AM,34361.7,28.87,,,,
7,03/28/22 10:00:00 AM,34242.8,28.78,,,,
8,03/28/22 10:20:00 AM,34219.7,28.87,,,,
9,03/28/22 10:40:00 AM,34242.8,29.02,,,,
10,03/28/22 11:00:00 AM,34219.7,29.07,,,,
11,03/28/22 11:20:00 AM,34211.0,29.04,,,,
12,03/28/22 11:40:00 AM,34202.4,29.08,,,,
13,03/28/22 12:00:00 PM,34225.5,29.17,,,,
14,03/28/22 12:20:00 PM,34199.5,29.14,,,,
15,03/28/22 12:40:00 PM,34164.9,29.21,,,,
16,03/28/22 01:00:00 PM,34196.6,29.19,,,,
17,03/28/22 01:20:00 PM,34193.7,29.26,,,,
18,03/28/22 01:40:00 PM,34147.6,29.35,,,,
19,03/28/22 02:00:00 PM,34179.3,29.38,,,,
20,03/28/22 02:20:00 PM,34211.0,29.51,,,,
21,03/28/22 02:40:00 PM,34219.7,29.66,,,,
22,03/28/22 03:00:00 PM,34199.5,29.71,,,,
23,03/28/22 03:20:00 PM,34228.3,29.71,,,,
24,03/28/22 03:40:00 PM,34211.0,29.77,,,,
25,03/28/22 04:00:00 PM,34187.9,29.77,,,,
26,03/28/22 04:20:00 PM,34208.1,29.75,,,,
27,03/28/22 04:40:00 PM,34222.6,29.81,,,,
28,03/28/22 05:00:00 PM,34231.2,29.81,,,,
29,03/28/22 05:20:00 PM,34147.6,29.79,,,,
30,03/28/22 05:40:00 PM,34150.5,29.75,,,,
31,03/28/22 06:00:00 PM,34127.5,29.74,,,,
32,03/28/22 06:20:00 PM,34104.5,29.72,,,,
33,03/28/22 06:40:00 PM,34061.4,29.76,,,,
34,03/28/22 07:00:00 PM,34067.2,29.76,,,,
35,03/28/22 07:20:00 PM,34078.6,29.77,,,,
36,03/28/22 07:40:00 PM,34058.6,29.80,,,,
37,03/28/22 08:00:00 PM,34030.0,29.71,,,,
38,03/28/22 08:20:00 PM,34024.2,29.65,,,,
39,03/28/22 08:40:00 PM,33987.1,29.61,,,,
40,03/28/22 09:00:00 PM,33941.5,29.50,,,,
41,03/28/22 09:20:00 PM,33932.9,29.35,,,,
42,03/28/22 09:40:00 PM,33861.9,29.21,,,,
43,03/28/22 10:00:00 PM,33870.4,29.16,,,,
44,03/28/22 10:20:00 PM,33915.9,29.18,,,,
45,03/28/22 10:40:00 PM,33907.4,29.17,,,,
46,03/28/22 11:00:00 PM,33876.1,29.12,,,,
47,03/28/22 11:20:00 PM,33915.9,29.11,,,,
48,03/28/22 11:40:00 PM,33901.7,29.13,,,,
49,03/29/22 12:00:00 AM,33918.7,29.16,,,,
50,03/29/22 12:20:00 AM,33941.5,29.21,,,,
51,03/29/22 12:40:00 AM,33972.8,29.19,,,,
52,03/29/22 01:00:00 AM,33944.3,29.18,,,,
53,03/29/22 01:20:00 AM,33935.8,29.13,,,,
54,03/29/22 01:40:00 AM,33967.1,29.09,,,,
55,03/29/22 02:00:00 AM,33950.0,29.07,,,,
56,03/29/22 02:20:00 AM,33952.9,29.02,,,,
57,03/29/22 02:40:00 AM,33950.0,28.96,,,,
58,03/29/22 03:00:00 AM,33910.2,28.84,,,,
59,03/29/22 03:20:00 AM,33822.3,28.74,,,,
60,03/29/22 03:40:00 AM,33861.9,28.69,,,,
61,03/29/22 04:00:00 AM,33864.8,28.68,,,,
62,03/29/22 04:20:00 AM,33794.0,28.55,,,,
63,03/29/22 04:40:00 AM,33822.3,28.47,,,,
64,03/29/22 05:00:00 AM,33816.6,28.43,,,,
65,03/29/22 05:20:00 AM,33813.8,28.38,,,,
66,03/29/22 05:40:00 AM,33794.0,28.29,,,,
67,03/29/22 06:00:00 AM,33731.9,28.20,,,,
68,03/29/22 06:20:00 AM,33698.2,28.10,,,,
69,03/29/22 06:40:00 AM,33720.7,28.01,,,,
70,03/29/22 07:00:00 AM,33636.4,27.96,,,,
71,03/29/22 07:20:00 AM,33611.2,27.96,,,,
72,03/29/22 07:40:00 AM,33605.6,28.01,,,,
73,03/29/22 08:00:00 AM,33597.3,28.13,,,,
74,03/29/22 08:20:00 AM,33616.8,28.34,,,,
75,03/29/22 08:40:00 AM,33650.5,28.45,,,,
76,03/29/22 09:00:00 AM,33642.0,28.50,,,,
77,03/29/22 09:20:00 AM,33686.9,28.57,,,,
78,03/29/22 09:40:00 AM,33734.8,28.67,,,,
79,03/29/22 10:00:00 AM,33799.7,28.91,,,,
80,03/29/22 10:20:00 AM,33836.4,29.02,,,,
81,03/29/22 10:40:00 AM,33873.3,29.11,,,,
82,03/29/22 11:00:00 AM,33876.1,29.09,,,,
83,03/29/22 11:20:00 AM,33870.4,29.11,,,,
84,03/29/22 11:40:00 AM,33884.6,29.18,,,,
85,03/29/22 12:00:00 PM,33896.0,29.26,,,,
86,03/29/22 12:20:00 PM,33913.0,29.35,,,,
87,03/29/22 12:40:00 PM,33901.7,29.41,,,,
88,03/29/22 01:00:00 PM,33901.7,29.43,,,,
89,03/29/22 01:20:00 PM,33930.1,29.51,,,,
90,03/29/22 01:40:00 PM,33950.0,29.65,,,,
91,03/29/22 02:00:00 PM,33958.6,29.71,,,,
92,03/29/22 02:20:00 PM,34018.5,29.74,,,,
93,03/29/22 02:40:00 PM,34015.7,29.79,,,,
94,03/29/22 03:00:00 PM,34012.8,29.82,,,,
95,03/29/22 03:20:00 PM,33964.3,29.85,,,,
96,03/29/22 03:40:00 PM,33998.5,29.87,,,,
97,03/29/22 04:00:00 PM,34015.7,29.92,,,,
98,03/29/22 04:20:00 PM,34004.2,29.94,,,,
99,03/29/22 04:40:00 PM,33958.6,29.97,,,,
100,03/29/22 05:00:00 PM,33915.9,30.00,,,,
101,03/29/22 05:20:00 PM,33898.8,29.99,,,,
102,03/29/22 05:40:00 PM,33836.4,29.95,,,,
103,03/29/22 06:00:00 PM,33757.3,29.91,,,,
104,03/29/22 06:20:00 PM,33720.7,29.87,,,,
105,03/29/22 06:40:00 PM,33678.5,29.84,,,,
106,03/29/22 07:00:00 PM,33639.2,29.82,,,,
107,03/29/22 07:20:00 PM,33678.5,29.77,,,,
108,03/29/22 07:40:00 PM,33678.5,29.77,,,,
109,03/29/22 08:00:00 PM,33678.5,29.71,,,,
110,03/29/22 08:20:00 PM,33650.5,29.61,,,,
111,03/29/22 08:40:00 PM,33678.5,29.53,,,,
112,03/29/22 09:00:00 PM,33703.8,29.47,,,,
113,03/29/22 09:20:00 PM,33782.7,29.43,,,,
114,03/29/22 09:40:00 PM,33802.5,29.40,,,,
115,03/29/22 10:00:00 PM,33927.3,29.36,,,,
116,03/29/22 10:20:00 PM,33876.1,29.31,,,,
