"Plot Title: CT_352_Varari"
"#","Date Time, GMT-10:00","High Range, μS/cm (LGR S/N: 20739352, SEN S/N: 20739352)","Temp, °C (LGR S/N: 20739352, SEN S/N: 20739352)","Coupler Detached (LGR S/N: 20739352)","Coupler Attached (LGR S/N: 20739352)","Stopped (LGR S/N: 20739352)","End Of File (LGR S/N: 20739352)"
1,03/28/22 08:00:00 AM,37004.2,27.78,Logged,,,
2,03/28/22 08:20:00 AM,37130.1,28.12,,,,
3,03/28/22 08:40:00 AM,690.4,26.82,,,,
4,03/28/22 09:00:00 AM,36944.5,28.03,,,,
5,03/28/22 09:20:00 AM,37490.8,28.58,,,,
6,03/28/22 09:40:00 AM,37478.6,28.49,,,,
7,03/28/22 10:00:00 AM,37335.5,28.35,,,,
8,03/28/22 10:20:00 AM,37454.1,28.40,,,,
9,03/28/22 10:40:00 AM,37601.0,28.85,,,,
10,03/28/22 11:00:00 AM,37506.0,28.77,,,,
11,03/28/22 11:20:00 AM,37558.1,28.59,,,,
12,03/28/22 11:40:00 AM,37570.3,28.62,,,,
13,03/28/22 12:00:00 PM,37564.2,28.68,,,,
14,03/28/22 12:20:00 PM,37570.3,28.70,,,,
15,03/28/22 12:40:00 PM,37570.3,28.70,,,,
16,03/28/22 01:00:00 PM,37524.4,28.63,,,,
17,03/28/22 01:20:00 PM,37539.7,28.62,,,,
18,03/28/22 01:40:00 PM,37542.8,28.67,,,,
19,03/28/22 02:00:00 PM,37548.9,28.85,,,,
20,03/28/22 02:20:00 PM,37567.3,28.80,,,,
21,03/28/22 02:40:00 PM,37558.1,28.85,,,,
22,03/28/22 03:00:00 PM,37576.5,28.90,,,,
23,03/28/22 03:20:00 PM,37545.8,28.89,,,,
24,03/28/22 03:40:00 PM,37579.5,29.14,,,,
25,03/28/22 04:00:00 PM,37634.8,29.20,,,,
26,03/28/22 04:20:00 PM,37644.0,29.28,,,,
27,03/28/22 04:40:00 PM,37650.2,29.32,,,,
28,03/28/22 05:00:00 PM,37662.5,29.33,,,,
29,03/28/22 05:20:00 PM,37674.8,29.32,,,,
30,03/28/22 05:40:00 PM,37634.8,29.28,,,,
31,03/28/22 06:00:00 PM,37628.6,29.24,,,,
32,03/28/22 06:20:00 PM,37677.9,29.30,,,,
33,03/28/22 06:40:00 PM,37573.4,29.23,,,,
34,03/28/22 07:00:00 PM,37588.7,29.27,,,,
35,03/28/22 07:20:00 PM,37721.0,29.34,,,,
36,03/28/22 07:40:00 PM,37745.7,29.37,,,,
37,03/28/22 08:00:00 PM,37761.2,29.34,,,,
38,03/28/22 08:20:00 PM,37739.5,29.33,,,,
39,03/28/22 08:40:00 PM,37739.5,29.32,,,,
40,03/28/22 09:00:00 PM,37770.4,29.34,,,,
41,03/28/22 09:20:00 PM,37782.8,29.34,,,,
42,03/28/22 09:40:00 PM,37832.4,29.30,,,,
