"","date","E_Conductivity","TempInSitu","CT_Serial","EC_Cal.1","EC_Cal.2","AbsPressure","WL_TempInSitu","Depth","WL_Serial","Pres_dbar","alpha","SC_Cal.1","SC_Cal.2","Salinity"
"1",2021-05-13 08:00:00,0,26.04,"CT_334",-131.082227129899,NA,101.567,25.416,-0.047,"WL_876",10.1567,1.97545664282828,-128.443389912468,NA,NA
"2",2021-05-13 08:00:10,0,26.04,"CT_334",-131.082227129899,NA,NA,NA,NA,NA,NA,1.97545664282828,-128.443389912468,NA,NA
"3",2021-05-13 08:00:20,0,26.02,"CT_334",-131.082227129899,NA,NA,NA,NA,NA,NA,1.97535800154882,-128.493261175497,NA,NA
"4",2021-05-13 08:00:30,0,26.02,"CT_334",-131.082227129899,NA,101.548,25.319,-0.049,"WL_876",10.1548,1.97535800154882,-128.493261175497,NA,NA
"5",2021-05-13 08:00:40,0,26,"CT_334",-131.082227129899,NA,NA,NA,NA,NA,NA,1.97525936026936,-128.543166207401,NA,NA
"6",2021-05-13 08:00:50,0,26,"CT_334",-131.082227129899,NA,NA,NA,NA,NA,NA,1.97525936026936,-128.543166207401,NA,NA
"7",2021-05-13 08:01:00,0,25.99,"CT_334",-131.082227129899,NA,101.582,25.319,-0.046,"WL_876",10.1582,1.97521003962963,-128.568131397169,NA,NA
"8",2021-05-13 08:01:10,0,25.98,"CT_334",-131.082227129899,NA,NA,NA,NA,NA,NA,1.9751607189899,-128.593105041748,NA,NA
"9",2021-05-13 08:01:20,0,25.97,"CT_334",-131.082227129899,NA,NA,NA,NA,NA,NA,1.97511139835017,-128.618087145338,NA,NA
"10",2021-05-13 08:01:30,0,25.97,"CT_334",-131.082227129899,NA,101.565,25.319,-0.047,"WL_876",10.1565,1.97511139835017,-128.618087145338,NA,NA
"11",2021-05-13 08:01:40,0,25.95,"CT_334",-131.082227129899,NA,NA,NA,NA,NA,NA,1.97501275707071,-128.668076746382,NA,NA
"12",2021-05-13 08:01:50,0,25.94,"CT_334",-131.082227129899,NA,NA,NA,NA,NA,NA,1.97496343643098,-128.693084252254,NA,NA
"13",2021-05-13 08:02:00,0,25.93,"CT_334",-131.082227129899,NA,101.582,25.319,-0.046,"WL_876",10.1582,1.97491411579125,-128.718100233977,NA,NA
"14",2021-05-13 08:02:10,0,25.93,"CT_334",-131.082227129899,NA,NA,NA,NA,NA,NA,1.97491411579125,-128.718100233977,NA,NA
"15",2021-05-13 08:02:20,0,25.92,"CT_334",-131.082227129899,NA,NA,NA,NA,NA,NA,1.97486479515151,-128.743124695768,NA,NA
"16",2021-05-13 08:02:30,0,25.92,"CT_334",-131.082227129899,NA,101.582,25.319,-0.046,"WL_876",10.1582,1.97486479515151,-128.743124695768,NA,NA
"17",2021-05-13 08:02:40,0,25.92,"CT_334",-131.082227129899,NA,NA,NA,NA,NA,NA,1.97486479515151,-128.743124695768,NA,NA
"18",2021-05-13 08:02:50,0,25.9,"CT_334",-131.082227129899,NA,NA,NA,NA,NA,NA,1.97476615387205,-128.793199076434,NA,NA
"19",2021-05-13 08:03:00,0,25.9,"CT_334",-131.082227129899,NA,101.582,25.319,-0.046,"WL_876",10.1582,1.97476615387205,-128.793199076434,NA,NA
"20",2021-05-13 08:03:10,0,25.9,"CT_334",-131.082227129899,NA,NA,NA,NA,NA,NA,1.97476615387205,-128.793199076434,NA,NA
"21",2021-05-13 08:03:20,0,25.89,"CT_334",-131.082227129899,NA,NA,NA,NA,NA,NA,1.97471683323232,-128.818249003756,NA,NA
"22",2021-05-13 08:03:30,0,25.88,"CT_334",-131.082227129899,NA,101.599,25.319,-0.044,"WL_876",10.1599,1.97466751259259,-128.84330742804,NA,NA
"23",2021-05-13 08:03:40,0,25.88,"CT_334",-131.082227129899,NA,NA,NA,NA,NA,NA,1.97466751259259,-128.84330742804,NA,NA
"24",2021-05-13 08:03:50,0,25.87,"CT_334",-131.082227129899,NA,NA,NA,NA,NA,NA,1.97461819195286,-128.868374353517,NA,NA
"25",2021-05-13 08:04:00,0,25.87,"CT_334",-131.082227129899,NA,101.582,25.319,-0.046,"WL_876",10.1582,1.97461819195286,-128.868374353517,NA,NA
"26",2021-05-13 08:04:10,0,25.87,"CT_334",-131.082227129899,NA,NA,NA,NA,NA,NA,1.97461819195286,-128.868374353517,NA,NA
"27",2021-05-13 08:04:20,0,25.85,"CT_334",-131.082227129899,NA,NA,NA,NA,NA,NA,1.9745195506734,-128.918533724984,NA,NA
