"","date","E_Conductivity","TempInSitu","CT_Serial","EC_Cal.1","EC_Cal.2","AbsPressure","WL_TempInSitu","Depth","WL_Serial","Pres_dbar","alpha","SC_Cal.1","SC_Cal.2","Salinity"
"1",2021-05-13 08:00:00,0,26.32,"CT_330",-6833.76388583726,NA,101.477,26.683,0.018,"WL_872",10.1477,1.97683762074074,-6659.97674377656,NA,NA
"2",2021-05-13 08:00:03,0,26.3,"CT_330",-6833.76388583726,NA,101.493,26.683,0.019,"WL_872",10.1493,1.97673897946128,-6662.55223857238,NA,NA
"3",2021-05-13 08:00:06,0,26.3,"CT_330",-6833.76388583726,NA,101.477,26.683,0.018,"WL_872",10.1477,1.97673897946128,-6662.55223857238,NA,NA
"4",2021-05-13 08:00:09,0,26.3,"CT_330",-6833.76388583726,NA,101.493,26.683,0.019,"WL_872",10.1493,1.97673897946128,-6662.55223857238,NA,NA
"5",2021-05-13 08:00:12,0,26.3,"CT_330",-6833.76388583726,NA,101.495,26.781,0.02,"WL_872",10.1495,1.97673897946128,-6662.55223857238,NA,NA
"6",2021-05-13 08:00:15,0,26.28,"CT_330",-6833.76388583726,NA,101.479,26.781,0.018,"WL_872",10.1479,1.97664033818182,-6665.12946959651,NA,NA
"7",2021-05-13 08:00:18,0,26.3,"CT_330",-6833.76388583726,NA,101.495,26.781,0.02,"WL_872",10.1495,1.97673897946128,-6662.55223857238,NA,NA
"8",2021-05-13 08:00:21,0,26.32,"CT_330",-6833.76388583726,NA,101.495,26.781,0.02,"WL_872",10.1495,1.97683762074074,-6659.97674377656,NA,NA
"9",2021-05-13 08:00:24,0,26.33,"CT_330",-6833.76388583726,NA,101.479,26.781,0.018,"WL_872",10.1479,1.97688694138047,-6658.68964692802,NA,NA
"10",2021-05-13 08:00:27,0,26.34,"CT_330",-6833.76388583726,NA,101.479,26.781,0.018,"WL_872",10.1479,1.9769362620202,-6657.40298349334,NA,NA
"11",2021-05-13 08:00:30,0,26.35,"CT_330",-6833.76388583726,NA,101.498,26.879,0.02,"WL_872",10.1498,1.97698558265993,-6656.1167532584,NA,NA
"12",2021-05-13 08:00:33,0,26.37,"CT_330",-6833.76388583726,NA,101.482,26.879,0.018,"WL_872",10.1482,1.97708422393939,-6653.54559153203,NA,NA
"13",2021-05-13 08:00:36,0,26.37,"CT_330",-6833.76388583726,NA,101.498,26.879,0.02,"WL_872",10.1498,1.97708422393939,-6653.54559153203,NA,NA
"14",2021-05-13 08:00:39,0,26.38,"CT_330",-6833.76388583726,NA,101.498,26.879,0.02,"WL_872",10.1498,1.97713354457912,-6652.26065961307,NA,NA
"15",2021-05-13 08:00:42,0,26.39,"CT_330",-6833.76388583726,NA,101.498,26.879,0.02,"WL_872",10.1498,1.97718286521885,-6650.97616003881,NA,NA
"16",2021-05-13 08:00:45,0,26.39,"CT_330",-6833.76388583726,NA,101.498,26.879,0.02,"WL_872",10.1498,1.97718286521885,-6650.97616003881,NA,NA
"17",2021-05-13 08:00:48,0,26.4,"CT_330",-6833.76388583726,NA,101.514,26.879,0.022,"WL_872",10.1514,1.97723218585859,-6649.69209259585,NA,NA
"18",2021-05-13 08:00:51,0,26.42,"CT_330",-6833.76388583726,NA,101.498,26.879,0.02,"WL_872",10.1498,1.97733082713805,-6647.12525325083,NA,NA
"19",2021-05-13 08:00:54,0,26.42,"CT_330",-6833.76388583726,NA,101.514,26.879,0.022,"WL_872",10.1514,1.97733082713805,-6647.12525325083,NA,NA
"20",2021-05-13 08:00:57,0,26.43,"CT_330",-6833.76388583726,NA,101.514,26.879,0.022,"WL_872",10.1514,1.97738014777778,-6645.84248092267,NA,NA
"21",2021-05-13 08:01:00,0,26.43,"CT_330",-6833.76388583726,NA,101.514,26.879,0.022,"WL_872",10.1514,1.97738014777778,-6645.84248092267,NA,NA
"22",2021-05-13 08:01:03,0,26.44,"CT_330",-6833.76388583726,NA,101.514,26.879,0.022,"WL_872",10.1514,1.97742946841751,-6644.56013987354,NA,NA
"23",2021-05-13 08:01:06,0,26.44,"CT_330",-6833.76388583726,NA,101.498,26.879,0.02,"WL_872",10.1498,1.97742946841751,-6644.56013987354,NA,NA
"24",2021-05-13 08:01:09,0,26.44,"CT_330",-6833.76388583726,NA,101.5,26.977,0.02,"WL_872",10.15,1.97742946841751,-6644.56013987354,NA,NA
"25",2021-05-13 08:01:12,0,26.45,"CT_330",-6833.76388583726,NA,101.514,26.879,0.022,"WL_872",10.1514,1.97747878905724,-6643.27822989075,NA,NA
"26",2021-05-13 08:01:15,0,26.45,"CT_330",-6833.76388583726,NA,101.516,26.977,0.022,"WL_872",10.1516,1.97747878905724,-6643.27822989075,NA,NA
"27",2021-05-13 08:01:18,0,26.47,"CT_330",-6833.76388583726,NA,101.516,26.977,0.022,"WL_872",10.1516,1.9775774303367,-6640.715702274,NA,NA
"28",2021-05-13 08:01:21,0,26.47,"CT_330",-6833.76388583726,NA,101.53,26.879,0.023,"WL_872",10.153,1.9775774303367,-6640.715702274,NA,NA
"29",2021-05-13 08:01:24,0,26.47,"CT_330",-6833.76388583726,NA,101.516,26.977,0.022,"WL_872",10.1516,1.9775774303367,-6640.715702274,NA,NA
"30",2021-05-13 08:01:27,0,26.48,"CT_330",-6833.76388583726,NA,101.516,26.977,0.022,"WL_872",10.1516,1.97762675097643,-6639.43508421531,NA,NA
"31",2021-05-13 08:01:30,0,26.48,"CT_330",-6833.76388583726,NA,101.516,26.977,0.022,"WL_872",10.1516,1.97762675097643,-6639.43508421531,NA,NA
"32",2021-05-13 08:01:33,0,26.48,"CT_330",-6833.76388583726,NA,101.516,26.977,0.022,"WL_872",10.1516,1.97762675097643,-6639.43508421531,NA,NA
"33",2021-05-13 08:01:36,0,26.48,"CT_330",-6833.76388583726,NA,101.516,26.977,0.022,"WL_872",10.1516,1.97762675097643,-6639.43508421531,NA,NA
"34",2021-05-13 08:01:39,0,26.48,"CT_330",-6833.76388583726,NA,101.516,26.977,0.022,"WL_872",10.1516,1.97762675097643,-6639.43508421531,NA,NA
"35",2021-05-13 08:01:42,0,26.48,"CT_330",-6833.76388583726,NA,101.516,26.977,0.022,"WL_872",10.1516,1.97762675097643,-6639.43508421531,NA,NA
"36",2021-05-13 08:01:45,0,26.49,"CT_330",-6833.76388583726,NA,101.5,26.977,0.02,"WL_872",10.15,1.97767607161616,-6638.15489637349,NA,NA
"37",2021-05-13 08:01:48,0,26.49,"CT_330",-6833.76388583726,NA,101.514,26.879,0.022,"WL_872",10.1514,1.97767607161616,-6638.15489637349,NA,NA
"38",2021-05-13 08:01:51,0,26.49,"CT_330",-6833.76388583726,NA,101.516,26.977,0.022,"WL_872",10.1516,1.97767607161616,-6638.15489637349,NA,NA
"39",2021-05-13 08:01:54,0,26.49,"CT_330",-6833.76388583726,NA,101.514,26.879,0.022,"WL_872",10.1514,1.97767607161616,-6638.15489637349,NA,NA
"40",2021-05-13 08:01:57,0,26.49,"CT_330",-6833.76388583726,NA,101.514,26.879,0.022,"WL_872",10.1514,1.97767607161616,-6638.15489637349,NA,NA
"41",2021-05-13 08:02:00,0,26.49,"CT_330",-6833.76388583726,NA,101.514,26.879,0.022,"WL_872",10.1514,1.97767607161616,-6638.15489637349,NA,NA
"42",2021-05-13 08:02:03,0,26.49,"CT_330",-6833.76388583726,NA,101.514,26.879,0.022,"WL_872",10.1514,1.97767607161616,-6638.15489637349,NA,NA
"43",2021-05-13 08:02:06,0,26.49,"CT_330",-6833.76388583726,NA,101.514,26.879,0.022,"WL_872",10.1514,1.97767607161616,-6638.15489637349,NA,NA
"44",2021-05-13 08:02:09,0,26.49,"CT_330",-6833.76388583726,NA,101.514,26.879,0.022,"WL_872",10.1514,1.97767607161616,-6638.15489637349,NA,NA
"45",2021-05-13 08:02:12,0,26.49,"CT_330",-6833.76388583726,NA,101.514,26.879,0.022,"WL_872",10.1514,1.97767607161616,-6638.15489637349,NA,NA
"46",2021-05-13 08:02:15,0,26.49,"CT_330",-6833.76388583726,NA,101.514,26.879,0.022,"WL_872",10.1514,1.97767607161616,-6638.15489637349,NA,NA
"47",2021-05-13 08:02:18,0,26.49,"CT_330",-6833.76388583726,NA,101.514,26.879,0.022,"WL_872",10.1514,1.97767607161616,-6638.15489637349,NA,NA
"48",2021-05-13 08:02:21,0,26.48,"CT_330",-6833.76388583726,NA,101.514,26.879,0.022,"WL_872",10.1514,1.97762675097643,-6639.43508421531,NA,NA
"49",2021-05-13 08:02:24,0,26.48,"CT_330",-6833.76388583726,NA,101.53,26.879,0.023,"WL_872",10.153,1.97762675097643,-6639.43508421531,NA,NA
"50",2021-05-13 08:02:27,0,26.48,"CT_330",-6833.76388583726,NA,101.53,26.879,0.023,"WL_872",10.153,1.97762675097643,-6639.43508421531,NA,NA
"51",2021-05-13 08:02:30,0,26.48,"CT_330",-6833.76388583726,NA,101.53,26.879,0.023,"WL_872",10.153,1.97762675097643,-6639.43508421531,NA,NA
"52",2021-05-13 08:02:33,0,26.48,"CT_330",-6833.76388583726,NA,101.53,26.879,0.023,"WL_872",10.153,1.97762675097643,-6639.43508421531,NA,NA
"53",2021-05-13 08:02:36,0,26.48,"CT_330",-6833.76388583726,NA,101.53,26.879,0.023,"WL_872",10.153,1.97762675097643,-6639.43508421531,NA,NA
"54",2021-05-13 08:02:39,0,26.47,"CT_330",-6833.76388583726,NA,101.53,26.879,0.023,"WL_872",10.153,1.9775774303367,-6640.715702274,NA,NA
"55",2021-05-13 08:02:42,0,26.47,"CT_330",-6833.76388583726,NA,101.546,26.879,0.025,"WL_872",10.1546,1.9775774303367,-6640.715702274,NA,NA
"56",2021-05-13 08:02:45,0,26.47,"CT_330",-6833.76388583726,NA,101.546,26.879,0.025,"WL_872",10.1546,1.9775774303367,-6640.715702274,NA,NA
"57",2021-05-13 08:02:48,0,26.47,"CT_330",-6833.76388583726,NA,101.546,26.879,0.025,"WL_872",10.1546,1.9775774303367,-6640.715702274,NA,NA
"58",2021-05-13 08:02:51,0,26.45,"CT_330",-6833.76388583726,NA,101.53,26.879,0.023,"WL_872",10.153,1.97747878905724,-6643.27822989075,NA,NA
"59",2021-05-13 08:02:54,0,26.45,"CT_330",-6833.76388583726,NA,101.53,26.879,0.023,"WL_872",10.153,1.97747878905724,-6643.27822989075,NA,NA
"60",2021-05-13 08:02:57,0,26.45,"CT_330",-6833.76388583726,NA,101.53,26.879,0.023,"WL_872",10.153,1.97747878905724,-6643.27822989075,NA,NA
"61",2021-05-13 08:03:00,0,26.45,"CT_330",-6833.76388583726,NA,101.53,26.879,0.023,"WL_872",10.153,1.97747878905724,-6643.27822989075,NA,NA
"62",2021-05-13 08:03:03,0,26.45,"CT_330",-6833.76388583726,NA,101.514,26.879,0.022,"WL_872",10.1514,1.97747878905724,-6643.27822989075,NA,NA
"63",2021-05-13 08:03:06,0,26.44,"CT_330",-6833.76388583726,NA,101.53,26.879,0.023,"WL_872",10.153,1.97742946841751,-6644.56013987354,NA,NA
"64",2021-05-13 08:03:09,0,26.44,"CT_330",-6833.76388583726,NA,101.514,26.879,0.022,"WL_872",10.1514,1.97742946841751,-6644.56013987354,NA,NA
"65",2021-05-13 08:03:12,0,26.44,"CT_330",-6833.76388583726,NA,101.53,26.879,0.023,"WL_872",10.153,1.97742946841751,-6644.56013987354,NA,NA
"66",2021-05-13 08:03:15,0,26.44,"CT_330",-6833.76388583726,NA,101.53,26.879,0.023,"WL_872",10.153,1.97742946841751,-6644.56013987354,NA,NA
"67",2021-05-13 08:03:18,0,26.43,"CT_330",-6833.76388583726,NA,101.528,26.781,0.023,"WL_872",10.1528,1.97738014777778,-6645.84248092267,NA,NA
"68",2021-05-13 08:03:21,0,26.43,"CT_330",-6833.76388583726,NA,101.528,26.781,0.023,"WL_872",10.1528,1.97738014777778,-6645.84248092267,NA,NA
"69",2021-05-13 08:03:24,0,26.42,"CT_330",-6833.76388583726,NA,101.528,26.781,0.023,"WL_872",10.1528,1.97733082713805,-6647.12525325083,NA,NA
"70",2021-05-13 08:03:27,0,26.43,"CT_330",-6833.76388583726,NA,101.528,26.781,0.023,"WL_872",10.1528,1.97738014777778,-6645.84248092267,NA,NA
"71",2021-05-13 08:03:30,0,26.42,"CT_330",-6833.76388583726,NA,101.528,26.781,0.023,"WL_872",10.1528,1.97733082713805,-6647.12525325083,NA,NA
"72",2021-05-13 08:03:33,0,26.4,"CT_330",-6833.76388583726,NA,101.544,26.781,0.025,"WL_872",10.1544,1.97723218585859,-6649.69209259585,NA,NA
"73",2021-05-13 08:03:36,0,26.4,"CT_330",-6833.76388583726,NA,101.544,26.781,0.025,"WL_872",10.1544,1.97723218585859,-6649.69209259585,NA,NA
"74",2021-05-13 08:03:39,0,26.4,"CT_330",-6833.76388583726,NA,101.511,26.781,0.021,"WL_872",10.1511,1.97723218585859,-6649.69209259585,NA,NA
"75",2021-05-13 08:03:42,0,26.39,"CT_330",-6833.76388583726,NA,101.528,26.781,0.023,"WL_872",10.1528,1.97718286521885,-6650.97616003881,NA,NA
"76",2021-05-13 08:03:45,0,26.39,"CT_330",-6833.76388583726,NA,101.528,26.781,0.023,"WL_872",10.1528,1.97718286521885,-6650.97616003881,NA,NA
"77",2021-05-13 08:03:48,0,26.39,"CT_330",-6833.76388583726,NA,101.511,26.781,0.021,"WL_872",10.1511,1.97718286521885,-6650.97616003881,NA,NA
"78",2021-05-13 08:03:51,0,26.38,"CT_330",-6833.76388583726,NA,101.528,26.781,0.023,"WL_872",10.1528,1.97713354457912,-6652.26065961307,NA,NA
"79",2021-05-13 08:03:54,0,26.38,"CT_330",-6833.76388583726,NA,101.511,26.781,0.021,"WL_872",10.1511,1.97713354457912,-6652.26065961307,NA,NA
"80",2021-05-13 08:03:57,0,26.38,"CT_330",-6833.76388583726,NA,101.528,26.781,0.023,"WL_872",10.1528,1.97713354457912,-6652.26065961307,NA,NA
"81",2021-05-13 08:04:00,0,26.37,"CT_330",-6833.76388583726,NA,101.544,26.781,0.025,"WL_872",10.1544,1.97708422393939,-6653.54559153203,NA,NA
"82",2021-05-13 08:04:03,0,26.37,"CT_330",-6833.76388583726,NA,101.528,26.781,0.023,"WL_872",10.1528,1.97708422393939,-6653.54559153203,NA,NA
"83",2021-05-13 08:04:06,0,26.37,"CT_330",-6833.76388583726,NA,101.528,26.781,0.023,"WL_872",10.1528,1.97708422393939,-6653.54559153203,NA,NA
"84",2021-05-13 08:04:09,0,26.35,"CT_330",-6833.76388583726,NA,101.528,26.781,0.023,"WL_872",10.1528,1.97698558265993,-6656.1167532584,NA,NA
"85",2021-05-13 08:04:12,0,26.35,"CT_330",-6833.76388583726,NA,101.511,26.781,0.021,"WL_872",10.1511,1.97698558265993,-6656.1167532584,NA,NA
"86",2021-05-13 08:04:15,0,26.35,"CT_330",-6833.76388583726,NA,101.528,26.781,0.023,"WL_872",10.1528,1.97698558265993,-6656.1167532584,NA,NA
"87",2021-05-13 08:04:18,0,26.35,"CT_330",-6833.76388583726,NA,101.528,26.781,0.023,"WL_872",10.1528,1.97698558265993,-6656.1167532584,NA,NA
"88",2021-05-13 08:04:21,0,26.34,"CT_330",-6833.76388583726,NA,101.511,26.781,0.021,"WL_872",10.1511,1.9769362620202,-6657.40298349334,NA,NA
"89",2021-05-13 08:04:24,0,26.34,"CT_330",-6833.76388583726,NA,101.525,26.683,0.023,"WL_872",10.1525,1.9769362620202,-6657.40298349334,NA,NA
"90",2021-05-13 08:04:27,0,26.33,"CT_330",-6833.76388583726,NA,101.525,26.683,0.023,"WL_872",10.1525,1.97688694138047,-6658.68964692802,NA,NA
"91",2021-05-13 08:04:30,0,26.33,"CT_330",-6833.76388583726,NA,101.525,26.683,0.023,"WL_872",10.1525,1.97688694138047,-6658.68964692802,NA,NA
"92",2021-05-13 08:04:33,0,26.33,"CT_330",-6833.76388583726,NA,101.509,26.683,0.021,"WL_872",10.1509,1.97688694138047,-6658.68964692802,NA,NA
"93",2021-05-13 08:04:36,0,26.32,"CT_330",-6833.76388583726,NA,101.525,26.683,0.023,"WL_872",10.1525,1.97683762074074,-6659.97674377656,NA,NA
"94",2021-05-13 08:04:39,0,26.32,"CT_330",-6833.76388583726,NA,101.509,26.683,0.021,"WL_872",10.1509,1.97683762074074,-6659.97674377656,NA,NA
"95",2021-05-13 08:04:42,0,26.3,"CT_330",-6833.76388583726,NA,101.509,26.683,0.021,"WL_872",10.1509,1.97673897946128,-6662.55223857238,NA,NA
"96",2021-05-13 08:04:45,0,26.3,"CT_330",-6833.76388583726,NA,101.525,26.683,0.023,"WL_872",10.1525,1.97673897946128,-6662.55223857238,NA,NA
"97",2021-05-13 08:04:48,0,26.3,"CT_330",-6833.76388583726,NA,101.509,26.683,0.021,"WL_872",10.1509,1.97673897946128,-6662.55223857238,NA,NA
"98",2021-05-13 08:04:51,0,26.29,"CT_330",-6833.76388583726,NA,101.509,26.683,0.021,"WL_872",10.1509,1.97668965882155,-6663.84063694859,NA,NA
"99",2021-05-13 08:04:54,0,26.29,"CT_330",-6833.76388583726,NA,101.525,26.683,0.023,"WL_872",10.1525,1.97668965882155,-6663.84063694859,NA,NA
"100",2021-05-13 08:04:57,0,26.28,"CT_330",-6833.76388583726,NA,101.525,26.683,0.023,"WL_872",10.1525,1.97664033818182,-6665.12946959651,NA,NA
"101",2021-05-13 08:05:00,0,26.28,"CT_330",-6833.76388583726,NA,101.509,26.683,0.021,"WL_872",10.1509,1.97664033818182,-6665.12946959651,NA,NA
"102",2021-05-13 08:05:03,0,26.28,"CT_330",-6833.76388583726,NA,101.509,26.683,0.021,"WL_872",10.1509,1.97664033818182,-6665.12946959651,NA,NA
"103",2021-05-13 08:05:06,0,26.28,"CT_330",-6833.76388583726,NA,101.509,26.683,0.021,"WL_872",10.1509,1.97664033818182,-6665.12946959651,NA,NA
"104",2021-05-13 08:05:09,0,26.26,"CT_330",-6833.76388583726,NA,101.509,26.683,0.021,"WL_872",10.1509,1.97654169690236,-6667.70843856691,NA,NA
"105",2021-05-13 08:05:12,0,26.25,"CT_330",-6833.76388583726,NA,101.525,26.683,0.023,"WL_872",10.1525,1.97649237626263,-6668.99857531945,NA,NA
"106",2021-05-13 08:05:15,0,26.25,"CT_330",-6833.76388583726,NA,101.525,26.683,0.023,"WL_872",10.1525,1.97649237626263,-6668.99857531945,NA,NA
"107",2021-05-13 08:05:18,0,26.25,"CT_330",-6833.76388583726,NA,101.509,26.683,0.021,"WL_872",10.1509,1.97649237626263,-6668.99857531945,NA,NA
"108",2021-05-13 08:05:21,0,26.24,"CT_330",-6833.76388583726,NA,101.525,26.683,0.023,"WL_872",10.1525,1.9764430556229,-6670.28914720382,NA,NA
"109",2021-05-13 08:05:24,0,26.24,"CT_330",-6833.76388583726,NA,101.509,26.683,0.021,"WL_872",10.1509,1.9764430556229,-6670.28914720382,NA,NA
"110",2021-05-13 08:05:27,0,26.24,"CT_330",-6833.76388583726,NA,101.509,26.683,0.021,"WL_872",10.1509,1.9764430556229,-6670.28914720382,NA,NA
"111",2021-05-13 08:05:30,0,26.23,"CT_330",-6833.76388583726,NA,101.523,26.585,0.022,"WL_872",10.1523,1.97639373498316,-6671.58015443539,NA,NA
"112",2021-05-13 08:05:33,0,26.23,"CT_330",-6833.76388583726,NA,101.523,26.585,0.022,"WL_872",10.1523,1.97639373498316,-6671.58015443539,NA,NA
"113",2021-05-13 08:05:36,0,26.23,"CT_330",-6833.76388583726,NA,101.523,26.585,0.022,"WL_872",10.1523,1.97639373498316,-6671.58015443539,NA,NA
"114",2021-05-13 08:05:39,0,26.23,"CT_330",-6833.76388583726,NA,101.523,26.585,0.022,"WL_872",10.1523,1.97639373498316,-6671.58015443539,NA,NA
"115",2021-05-13 08:05:42,0,26.21,"CT_330",-6833.76388583726,NA,101.523,26.585,0.022,"WL_872",10.1523,1.9762950937037,-6674.16347580242,NA,NA
"116",2021-05-13 08:05:45,0,26.2,"CT_330",-6833.76388583726,NA,101.523,26.585,0.022,"WL_872",10.1523,1.97624577306397,-6675.45579036935,NA,NA
"117",2021-05-13 08:05:48,0,26.2,"CT_330",-6833.76388583726,NA,101.523,26.585,0.022,"WL_872",10.1523,1.97624577306397,-6675.45579036935,NA,NA
