"","date","Serial","TempInSitu","E_Conductivity","EC_Cal.1","EC_Cal.2","Salinity"
"1",2021-05-13 08:00:00,"CT_334_051321",26.04,0,NA,NA,NA
"2",2021-05-13 08:00:10,"CT_334_051321",26.04,0,NA,NA,NA
"3",2021-05-13 08:00:20,"CT_334_051321",26.02,0,NA,NA,NA
"4",2021-05-13 08:00:30,"CT_334_051321",26.02,0,NA,NA,NA
"5",2021-05-13 08:00:40,"CT_334_051321",26,0,NA,NA,NA
"6",2021-05-13 08:00:50,"CT_334_051321",26,0,NA,NA,NA
"7",2021-05-13 08:01:00,"CT_334_051321",25.99,0,NA,NA,NA
"8",2021-05-13 08:01:10,"CT_334_051321",25.98,0,NA,NA,NA
"9",2021-05-13 08:01:20,"CT_334_051321",25.97,0,NA,NA,NA
"10",2021-05-13 08:01:30,"CT_334_051321",25.97,0,NA,NA,NA
"11",2021-05-13 08:01:40,"CT_334_051321",25.95,0,NA,NA,NA
"12",2021-05-13 08:01:50,"CT_334_051321",25.94,0,NA,NA,NA
"13",2021-05-13 08:02:00,"CT_334_051321",25.93,0,NA,NA,NA
"14",2021-05-13 08:02:10,"CT_334_051321",25.93,0,NA,NA,NA
"15",2021-05-13 08:02:20,"CT_334_051321",25.92,0,NA,NA,NA
"16",2021-05-13 08:02:30,"CT_334_051321",25.92,0,NA,NA,NA
"17",2021-05-13 08:02:40,"CT_334_051321",25.92,0,NA,NA,NA
"18",2021-05-13 08:02:50,"CT_334_051321",25.9,0,NA,NA,NA
"19",2021-05-13 08:03:00,"CT_334_051321",25.9,0,NA,NA,NA
"20",2021-05-13 08:03:10,"CT_334_051321",25.9,0,NA,NA,NA
"21",2021-05-13 08:03:20,"CT_334_051321",25.89,0,NA,NA,NA
"22",2021-05-13 08:03:30,"CT_334_051321",25.88,0,NA,NA,NA
"23",2021-05-13 08:03:40,"CT_334_051321",25.88,0,NA,NA,NA
"24",2021-05-13 08:03:50,"CT_334_051321",25.87,0,NA,NA,NA
"25",2021-05-13 08:04:00,"CT_334_051321",25.87,0,NA,NA,NA
"26",2021-05-13 08:04:10,"CT_334_051321",25.87,0,NA,NA,NA
"27",2021-05-13 08:04:20,"CT_334_051321",25.85,0,NA,NA,NA
"28",2021-05-13 08:04:30,"CT_334_051321",25.85,0,NA,NA,NA
"29",2021-05-13 08:04:40,"CT_334_051321",25.85,0,NA,NA,NA
"30",2021-05-13 08:04:50,"CT_334_051321",25.84,0,NA,NA,NA
"31",2021-05-13 08:05:00,"CT_334_051321",25.83,0,NA,NA,NA
"32",2021-05-13 08:05:10,"CT_334_051321",25.83,0,NA,NA,NA
"33",2021-05-13 08:05:20,"CT_334_051321",25.83,0,NA,NA,NA
"34",2021-05-13 08:05:30,"CT_334_051321",25.81,0,NA,NA,NA
"35",2021-05-13 08:05:40,"CT_334_051321",25.81,0,NA,NA,NA
"36",2021-05-13 08:05:50,"CT_334_051321",25.8,0,NA,NA,NA
"37",2021-05-13 08:06:00,"CT_334_051321",25.8,0,NA,NA,NA
"38",2021-05-13 08:06:10,"CT_334_051321",25.79,0,NA,NA,NA
"39",2021-05-13 08:06:20,"CT_334_051321",25.79,0,NA,NA,NA
"40",2021-05-13 08:06:30,"CT_334_051321",25.79,0,NA,NA,NA
"41",2021-05-13 08:06:40,"CT_334_051321",25.78,0,NA,NA,NA
"42",2021-05-13 08:06:50,"CT_334_051321",25.78,0,NA,NA,NA
"43",2021-05-13 08:07:00,"CT_334_051321",25.76,0,NA,NA,NA
