SEEP_DH,NA,NA,NA,day,high,SEEP,NA,NA,2404.2121,35.3
SEEP_MID_1630_20230309,NA,NA,NA,day,mid,SEEP,2023-03-09,16:30,2533.9263,33.23
SEEP_NL_1930_20230309,NA,NA,NA,night,low,SEEP,2023-03-09,19:30,2752.1252,29.38
SEEP_MID_2230_20230309,NA,NA,NA,night,mid,SEEP,2023-03-09,22:30,2473.6847,34.58
SEEP_NH_0200_20230310,NA,NA,NA,night,high,SEEP,2023-03-10,2:00,2363.7107,36.25
SEEP_DL_0800_20230310,NA,NA,NA,day,low,SEEP,2023-03-10,8:00,2591.3824,32.93
