"","DateTime","Battery","Heading","Pitch","Roll","Pressure","Temperature","Distance","Speed","Direction.mag","Direction.tru","Direction.shore","magN","magE","truN","truE","longshore","crossshore"
"1",2021-08-11 16:15:00,11.6,232.9,-0.9,2.1,1.257,27.86,0.15,0.127,288.86,301.83,355.83,0.0410536195860734,-0.120181530689545,0.0669798922040095,-0.107901316212265,0.126663791368804,-0.00923493129807056
"2",2021-08-11 16:15:00,11.6,232.9,-0.9,2.1,1.257,27.86,0.2,0.132,293.26,306.23,360.23,0.0521273556789103,-0.121271343646899,0.0780157105296449,-0.106477926870101,0.131998936460169,0.000529880537797146
"3",2021-08-11 16:15:00,11.6,232.9,-0.9,2.1,1.257,27.86,0.25,0.148,291.37,304.34,358.34,0.0539296067294099,-0.137824517115102,0.0834871902715912,-0.122204292316412,0.147937888466518,-0.00428732504809339
"4",2021-08-11 16:15:00,11.6,232.9,-0.9,2.1,1.257,27.86,0.3,0.163,288.66,301.63,355.63,0.0521521165026754,-0.154431721949512,0.0854823829603418,-0.138786750820896,0.162526124043092,-0.012420104811529
"5",2021-08-11 16:15:00,11.6,232.9,-0.9,2.1,1.257,27.86,0.35,0.185,286.97,299.94,353.94,0.0539961247636937,-0.176944676411876,0.0923321728706773,-0.160311477608371,0.183966199304035,-0.0195304253314723
"6",2021-08-11 16:15:00,11.6,232.9,-0.9,2.1,1.257,27.86,0.4,0.204,283.63,296.6,350.6,0.0480728036810249,-0.198254900434379,0.0913428539191091,-0.182407464315231,0.201260720967822,-0.0333184962972909
"7",2021-08-11 16:15:00,11.6,232.9,-0.9,2.1,1.257,27.86,0.45,0.231,283.25,296.22,350.22,0.0529452903030776,-0.224850608704364,0.102060195501067,-0.207231070291797,0.227642935390187,-0.0392389343247104
"8",2021-08-11 16:15:00,11.6,232.9,-0.9,2.1,1.257,27.86,0.5,0.247,281.9,294.87,348.87,0.0509324337929674,-0.241691719320139,0.103878524649187,-0.224094292914185,0.242354356128705,-0.0476798287060787
"9",2021-08-11 16:15:00,11.6,232.9,-0.9,2.1,1.257,27.86,0.55,0.271,282.6,295.57,349.57,0.0591168184184631,-0.264473442485401,0.116967256111828,-0.244457892074831,0.266522217241265,-0.0490602457882148
"10",2021-08-11 16:15:00,11.6,232.9,-0.9,2.1,1.257,27.86,0.6,0.29,282.55,295.52,349.52,0.0630145380176794,-0.283070959298933,0.124939578359315,-0.261706136266226,0.285162353358828,-0.0527487651690057
"11",2021-08-11 16:15:00,11.6,232.9,-0.9,2.1,1.257,27.86,0.65,0.298,283.01,295.98,349.98,0.0670860909511813,-0.290350574996658,0.130541099770514,-0.267886209556791,0.29345462935328,-0.0518495950912716
"12",2021-08-11 16:15:00,11.6,232.9,-0.9,2.1,1.257,27.86,0.7,0.304,283.31,296.28,350.28,0.0699867539733927,-0.295834166837213,0.134598502235826,-0.272578875182712,0.299635956925295,-0.0513253671926709
"13",2021-08-11 16:15:00,11.6,232.9,-0.9,2.1,1.257,27.86,0.75,0.313,283.68,296.65,350.65,0.0740241860684258,-0.304120732402293,0.140392773987758,-0.279747866858753,0.308841580507305,-0.0508515304563161
"14",2021-08-11 16:15:00,11.6,232.9,-0.9,2.1,1.257,27.86,0.8,0.317,283.12,296.09,350.09,0.0719562342925594,-0.308725282972474,0.139411029605102,-0.284699077667009,0.312270139324271,-0.0545560270401007
"15",2021-08-11 16:15:00,11.6,232.9,-0.9,2.1,1.257,27.86,0.85,0.325,283.18,296.15,350.15,0.0741035792438385,-0.316439029740726,0.143234870720037,-0.291734077217274,0.320209170930324,-0.0555975435798584
"16",2021-08-11 16:15:00,11.6,232.9,-0.9,2.1,1.257,27.86,0.9,0.331,283.99,296.96,350.96,0.0800200918536265,-0.321181856429869,0.15006492360347,-0.295027996474716,0.326888611944953,-0.0520080318864483
"17",2021-08-11 16:15:00,11.6,232.9,-0.9,2.1,1.257,27.86,0.95,0.329,284.63,297.6,351.6,0.0830975089361972,-0.318332850973001,0.152424395554435,-0.29156097756707,0.325470597544823,-0.0480613163970334
"18",2021-08-11 16:25:00,11.6,232.9,-0.9,2.2,1.257,27.66,0.15,0.128,285.88,298.85,352.85,0.0350238068429591,-0.123115120737573,0.0617623311881809,-0.112113399940424,0.127004633268574,-0.0159318275258968
"19",2021-08-11 16:25:00,11.6,232.9,-0.9,2.2,1.257,27.66,0.2,0.141,283.54,296.51,350.51,0.0330115050340806,-0.137081145805632,0.0629359142573288,-0.126174762518477,0.139070329378673,-0.0232474404291625
"20",2021-08-11 16:25:00,11.6,232.9,-0.9,2.2,1.257,27.66,0.25,0.15,280.34,293.31,347.31,0.0269233579233693,-0.147563995602349,0.0593558693506834,-0.137756599746163,0.146335934923284,-0.0329513907161498
"21",2021-08-11 16:25:00,11.6,232.9,-0.9,2.2,1.257,27.66,0.3,0.165,280.49,293.46,347.46,0.0300405455397596,-0.162242305283405,0.0656879426106855,-0.151360807990626,0.161063869866735,-0.0358249888143923
"22",2021-08-11 16:25:00,11.6,232.9,-0.9,2.2,1.257,27.66,0.35,0.176,282.14,295.11,349.11,0.0370129994501856,-0.17206405165432,0.0746869143425015,-0.159367075727692,0.172830539397295,-0.0332506338532053
"23",2021-08-11 16:25:00,11.6,232.9,-0.9,2.2,1.257,27.66,0.4,0.195,283.96,296.93,350.93,0.0470426662863561,-0.18924055471455,0.0883158103164205,-0.173854300056553,0.192561814139164,-0.030740002202894
"24",2021-08-11 16:25:00,11.6,232.9,-0.9,2.2,1.257,27.66,0.45,0.213,283.58,296.55,350.55,0.050013000743194,-0.207045163567424,0.0952064462029487,-0.190538008285499,0.210109431778594,-0.0349717983191679
"25",2021-08-11 16:25:00,11.6,232.9,-0.9,2.2,1.257,27.66,0.5,0.247,283.59,296.56,350.56,0.0580382001703789,-0.240084500376395,0.110442281114726,-0.220933253590707,0.243655100846208,-0.0405116258822621
"26",2021-08-11 16:25:00,11.6,232.9,-0.9,2.2,1.257,27.66,0.55,0.26,283.56,296.53,350.53,0.0609605097578261,-0.252752480205568,0.116133247999741,-0.232622158680188,0.25645669011553,-0.042778102984903
"27",2021-08-11 16:25:00,11.6,232.9,-0.9,2.2,1.257,27.66,0.6,0.279,280.95,293.92,347.92,0.0529966893317599,-0.273920336813229,0.113123534442106,-0.255037381486177,0.272821921055473,-0.0583883497934414
"28",2021-08-11 16:25:00,11.6,232.9,-0.9,2.2,1.257,27.66,0.65,0.28,280.71,293.68,347.68,0.0520346710359171,-0.275122505459266,0.11245587517712,-0.256424796262273,0.273551922918066,-0.0597439994294685
"29",2021-08-11 16:25:00,11.6,232.9,-0.9,2.2,1.257,27.66,0.7,0.291,279.88,292.85,346.85,0.049931299540076,-0.286684260688024,0.113001095601806,-0.268163667175088,0.283369341506187,-0.0662028420413349
"30",2021-08-11 16:25:00,11.6,232.9,-0.9,2.2,1.257,27.66,0.75,0.293,280.01,292.98,346.98,0.050929276524947,-0.288539787191724,0.114390067849318,-0.269747868161045,0.285467404429263,-0.0660103098645949
"31",2021-08-11 16:25:00,11.6,232.9,-0.9,2.2,1.257,27.66,0.8,0.289,280.18,293.15,347.15,0.051078201153254,-0.284450377688179,0.113617362547389,-0.265729364067607,0.281762181544865,-0.0642734241430996
"32",2021-08-11 16:25:00,11.6,232.9,-0.9,2.2,1.257,27.66,0.85,0.291,279.69,292.66,346.66,0.0489803457333308,-0.28684826255678,0.112111211517236,-0.268536917857001,0.283148246909856,-0.0671421646350118
"33",2021-08-11 16:25:00,11.6,232.9,-0.9,2.2,1.257,27.66,0.9,0.301,279.37,292.34,346.34,0.0490056209422006,-0.296983920635561,0.11441069755714,-0.27840831935215,0.292485982459838,-0.0710841055687086
"34",2021-08-11 16:25:00,11.6,232.9,-0.9,2.2,1.257,27.66,0.95,0.311,278.89,291.86,345.86,0.0480613032021897,-0.307263911213971,0.115797721287619,-0.288637987355433,0.301577229814663,-0.0759748277873269
"35",2021-08-11 16:35:00,11.6,233,-0.8,2.2,1.249,27.57,0.15,0.103,290.36,303.33,357.33,0.0358355144645446,-0.0965650863566197,0.0565944181543235,-0.0860585372509525,0.102888183500255,-0.00479809295636259
"36",2021-08-11 16:35:00,11.6,233,-0.8,2.2,1.249,27.57,0.2,0.114,289.38,302.35,356.35,0.0378288325911631,-0.107540594311124,0.061000234456189,-0.0963066529181135,0.113768757081854,-0.00725740394700385
"37",2021-08-11 16:35:00,11.6,233,-0.8,2.2,1.249,27.57,0.25,0.129,286.61,299.58,353.58,0.0368753752244612,-0.123617178021726,0.0636793439908868,-0.112187081024913,0.128191034371976,-0.0144242402449087
"38",2021-08-11 16:35:00,11.6,233,-0.8,2.2,1.249,27.57,0.3,0.146,281.08,294.05,348.05,0.0280581951806441,-0.143278531829458,0.0594999212082636,-0.133325764112607,0.142835985153906,-0.0302304704745595
"39",2021-08-11 16:35:00,11.6,233,-0.8,2.2,1.249,27.57,0.35,0.161,280.4,293.37,347.37,0.02906358238534,-0.158355006800955,0.0638634354639393,-0.147791953809209,0.157104187789963,-0.0352033262470488
"40",2021-08-11 16:35:00,11.6,233,-0.8,2.2,1.249,27.57,0.4,0.176,278.5,291.47,345.47,0.0260144563588115,-0.174066791951697,0.0644184659374031,-0.163787243844787,0.170370887985577,-0.044156092750674
"41",2021-08-11 16:35:00,11.6,233,-0.8,2.2,1.249,27.57,0.45,0.176,277.17,290.14,344.14,0.0219672193601996,-0.174623713377024,0.0605994791163529,-0.165238322222258,0.169300090921008,-0.0480986404603956
"42",2021-08-11 16:35:00,11.6,233,-0.8,2.2,1.249,27.57,0.5,0.174,276.92,289.89,343.89,0.0209641062398005,-0.172732470165763,0.0591974854798548,-0.163620468502148,0.167167148583685,-0.0482819265812809
"43",2021-08-11 16:35:00,11.6,233,-0.8,2.2,1.249,27.57,0.55,0.176,275.87,288.84,342.84,0.0179998187676277,-0.175077144494456,0.0568350644401158,-0.166570632015634,0.168165284755416,-0.0519272279553774
"44",2021-08-11 16:35:00,11.6,233,-0.8,2.2,1.249,27.57,0.6,0.184,274.69,287.66,341.66,0.0150446792873778,-0.183383907759487,0.0558196942823297,-0.175328724772147,0.174653911029383,-0.0578965574290951
"45",2021-08-11 16:35:00,11.6,233,-0.8,2.2,1.249,27.57,0.65,0.196,277.34,290.31,344.31,0.0250403819047508,-0.194393876637265,0.0680314704023623,-0.18381436025211,0.188696836248396,-0.0530047544079388
