date,AbsPressure,TempInSitu,Depth,Serial
2021-01-17T10:27:00Z,109.089,29.752,0.753,876
2021-01-17T10:27:01Z,109.054,29.752,0.749,876
2021-01-17T10:27:02Z,109.054,29.752,0.749,876
2021-01-17T10:27:03Z,109.072,29.752,0.751,876
2021-01-17T10:27:04Z,109.106,29.752,0.755,876
2021-01-17T10:27:05Z,109.141,29.752,0.758,876
2021-01-17T10:27:06Z,109.141,29.752,0.758,876
2021-01-17T10:27:07Z,109.123,29.752,0.756,876
2021-01-17T10:27:08Z,109.141,29.752,0.758,876
2021-01-17T10:27:09Z,109.175,29.752,0.761,876
2021-01-17T10:27:10Z,109.192,29.752,0.763,876
2021-01-17T10:27:11Z,109.175,29.752,0.761,876
2021-01-17T10:27:12Z,109.158,29.752,0.76,876
2021-01-17T10:27:13Z,109.106,29.752,0.755,876
2021-01-17T10:27:14Z,109.086,29.652,0.753,876
2021-01-17T10:27:15Z,109.103,29.652,0.754,876
2021-01-17T10:27:16Z,109.086,29.652,0.753,876
2021-01-17T10:27:17Z,109.121,29.652,0.756,876
2021-01-17T10:27:18Z,109.138,29.652,0.758,876
2021-01-17T10:27:19Z,109.155,29.652,0.759,876
2021-01-17T10:27:20Z,109.138,29.652,0.758,876
2021-01-17T10:27:21Z,109.086,29.652,0.753,876
2021-01-17T10:27:22Z,109.103,29.652,0.754,876
2021-01-17T10:27:23Z,109.103,29.652,0.754,876
2021-01-17T10:27:24Z,109.138,29.652,0.758,876
2021-01-17T10:27:25Z,109.19,29.652,0.763,876
2021-01-17T10:27:26Z,109.138,29.652,0.758,876
2021-01-17T10:27:27Z,109.121,29.652,0.756,876
2021-01-17T10:27:28Z,109.121,29.652,0.756,876
2021-01-17T10:27:29Z,109.138,29.652,0.758,876
2021-01-17T10:27:30Z,109.19,29.652,0.763,876
2021-01-17T10:27:31Z,109.241,29.652,0.768,876
2021-01-17T10:27:32Z,109.276,29.652,0.772,876
2021-01-17T10:27:33Z,109.241,29.652,0.768,876
2021-01-17T10:27:34Z,109.207,29.652,0.765,876
2021-01-17T10:27:35Z,109.241,29.652,0.768,876
2021-01-17T10:27:36Z,109.31,29.652,0.775,876
2021-01-17T10:27:37Z,109.38,29.652,0.782,876
2021-01-17T10:27:38Z,109.431,29.652,0.787,876
2021-01-17T10:27:39Z,109.38,29.652,0.782,876
2021-01-17T10:27:40Z,109.31,29.652,0.775,876
2021-01-17T10:27:41Z,109.293,29.652,0.773,876
2021-01-17T10:27:42Z,109.293,29.652,0.773,876
2021-01-17T10:27:43Z,109.328,29.652,0.777,876
2021-01-17T10:27:44Z,109.31,29.652,0.775,876
2021-01-17T10:27:45Z,109.241,29.652,0.768,876
2021-01-17T10:27:46Z,109.207,29.652,0.765,876
2021-01-17T10:27:47Z,109.207,29.652,0.765,876
2021-01-17T10:27:48Z,109.259,29.652,0.77,876
2021-01-17T10:27:49Z,109.325,29.552,0.776,876
2021-01-17T10:27:50Z,109.377,29.552,0.782,876
2021-01-17T10:27:51Z,109.394,29.552,0.783,876
2021-01-17T10:27:52Z,109.394,29.552,0.783,876
2021-01-17T10:27:53Z,109.394,29.552,0.783,876
2021-01-17T10:27:54Z,109.394,29.552,0.783,876
2021-01-17T10:27:55Z,109.377,29.552,0.782,876
2021-01-17T10:27:56Z,109.394,29.552,0.783,876
2021-01-17T10:27:57Z,109.377,29.552,0.782,876
2021-01-17T10:27:58Z,109.342,29.552,0.778,876
2021-01-17T10:27:59Z,109.342,29.552,0.778,876
2021-01-17T10:28:00Z,109.325,29.552,0.776,876
2021-01-17T10:28:01Z,109.342,29.552,0.778,876
2021-01-17T10:28:02Z,109.359,29.552,0.78,876
2021-01-17T10:28:03Z,109.359,29.552,0.78,876
2021-01-17T10:28:04Z,109.342,29.552,0.778,876
2021-01-17T10:28:05Z,109.359,29.552,0.78,876
2021-01-17T10:28:06Z,109.359,29.552,0.78,876
2021-01-17T10:28:07Z,109.377,29.552,0.782,876
2021-01-17T10:28:08Z,109.359,29.552,0.78,876
2021-01-17T10:28:09Z,109.359,29.552,0.78,876
2021-01-17T10:28:10Z,109.308,29.552,0.775,876
2021-01-17T10:28:11Z,109.325,29.552,0.776,876
2021-01-17T10:28:12Z,109.342,29.552,0.778,876
2021-01-17T10:28:13Z,109.359,29.552,0.78,876
2021-01-17T10:28:14Z,109.377,29.552,0.782,876
2021-01-17T10:28:15Z,109.377,29.552,0.782,876
2021-01-17T10:28:16Z,109.342,29.552,0.778,876
2021-01-17T10:28:17Z,109.342,29.552,0.778,876
2021-01-17T10:28:18Z,109.359,29.552,0.78,876
2021-01-17T10:28:19Z,109.342,29.552,0.778,876
2021-01-17T10:28:20Z,109.29,29.552,0.773,876
2021-01-17T10:28:21Z,109.29,29.552,0.773,876
2021-01-17T10:28:22Z,109.325,29.552,0.776,876
2021-01-17T10:28:23Z,109.308,29.552,0.775,876
2021-01-17T10:28:24Z,109.342,29.552,0.778,876
2021-01-17T10:28:25Z,109.29,29.552,0.773,876
2021-01-17T10:28:26Z,109.29,29.552,0.773,876
2021-01-17T10:28:27Z,109.256,29.552,0.77,876
2021-01-17T10:28:28Z,109.221,29.552,0.766,876
2021-01-17T10:28:29Z,109.29,29.552,0.773,876
2021-01-17T10:28:30Z,109.29,29.552,0.773,876
2021-01-17T10:28:31Z,109.342,29.552,0.778,876
2021-01-17T10:28:32Z,109.342,29.552,0.778,876
2021-01-17T10:28:33Z,109.342,29.552,0.778,876
2021-01-17T10:28:34Z,109.308,29.552,0.775,876
2021-01-17T10:28:35Z,109.29,29.552,0.773,876
2021-01-17T10:28:36Z,109.29,29.552,0.773,876
2021-01-17T10:28:37Z,109.308,29.552,0.775,876
2021-01-17T10:28:38Z,109.325,29.552,0.776,876
2021-01-17T10:28:39Z,109.342,29.552,0.778,876
2021-01-17T10:28:40Z,109.325,29.552,0.776,876
2021-01-17T10:28:41Z,109.256,29.552,0.77,876
2021-01-17T10:28:42Z,109.236,29.452,0.768,876
2021-01-17T10:28:43Z,109.253,29.452,0.769,876
2021-01-17T10:28:44Z,109.27,29.452,0.771,876
2021-01-17T10:28:45Z,109.27,29.452,0.771,876
2021-01-17T10:28:46Z,109.305,29.452,0.774,876
2021-01-17T10:28:47Z,109.305,29.452,0.774,876
2021-01-17T10:28:48Z,109.27,29.452,0.771,876
2021-01-17T10:28:49Z,109.253,29.452,0.769,876
2021-01-17T10:28:50Z,109.219,29.452,0.766,876
2021-01-17T10:28:51Z,109.201,29.452,0.764,876
2021-01-17T10:28:52Z,109.236,29.452,0.768,876
2021-01-17T10:28:53Z,109.253,29.452,0.769,876
2021-01-17T10:28:54Z,109.236,29.452,0.768,876
2021-01-17T10:28:55Z,109.236,29.452,0.768,876
2021-01-17T10:28:56Z,109.201,29.452,0.764,876
2021-01-17T10:28:57Z,109.184,29.452,0.762,876
2021-01-17T10:28:58Z,109.201,29.452,0.764,876
2021-01-17T10:28:59Z,109.184,29.452,0.762,876
2021-01-17T10:29:00Z,109.201,29.452,0.764,876
2021-01-17T10:29:01Z,109.201,29.452,0.764,876
2021-01-17T10:29:02Z,109.201,29.452,0.764,876
2021-01-17T10:29:03Z,109.236,29.452,0.768,876
2021-01-17T10:29:04Z,109.219,29.452,0.766,876
2021-01-17T10:29:05Z,109.236,29.452,0.768,876
2021-01-17T10:29:06Z,109.219,29.452,0.766,876
2021-01-17T10:29:07Z,109.253,29.452,0.769,876
2021-01-17T10:29:08Z,109.27,29.452,0.771,876
2021-01-17T10:29:09Z,109.236,29.452,0.768,876
2021-01-17T10:29:10Z,109.236,29.452,0.768,876
2021-01-17T10:29:11Z,109.288,29.452,0.773,876
2021-01-17T10:29:12Z,109.305,29.452,0.774,876
2021-01-17T10:29:13Z,109.305,29.452,0.774,876
2021-01-17T10:29:14Z,109.322,29.452,0.776,876
2021-01-17T10:29:15Z,109.339,29.452,0.778,876
2021-01-17T10:29:16Z,109.339,29.452,0.778,876
2021-01-17T10:29:17Z,109.339,29.452,0.778,876
2021-01-17T10:29:18Z,109.288,29.452,0.773,876
2021-01-17T10:29:19Z,109.322,29.452,0.776,876
2021-01-17T10:29:20Z,109.339,29.452,0.778,876
2021-01-17T10:29:21Z,109.426,29.452,0.786,876
2021-01-17T10:29:22Z,109.46,29.452,0.79,876
2021-01-17T10:29:23Z,109.46,29.452,0.79,876
2021-01-17T10:29:24Z,109.443,29.452,0.788,876
2021-01-17T10:29:25Z,109.426,29.452,0.786,876
2021-01-17T10:29:26Z,109.426,29.452,0.786,876
2021-01-17T10:29:27Z,109.408,29.452,0.785,876
2021-01-17T10:29:28Z,109.391,29.452,0.783,876
2021-01-17T10:29:29Z,109.391,29.452,0.783,876
2021-01-17T10:29:30Z,109.391,29.452,0.783,876
2021-01-17T10:29:31Z,109.408,29.452,0.785,876
2021-01-17T10:29:32Z,109.391,29.452,0.783,876
2021-01-17T10:29:33Z,109.408,29.452,0.785,876
2021-01-17T10:29:34Z,109.391,29.452,0.783,876
2021-01-17T10:29:35Z,109.408,29.452,0.785,876
2021-01-17T10:29:36Z,109.426,29.452,0.786,876
2021-01-17T10:29:37Z,109.426,29.452,0.786,876
2021-01-17T10:29:38Z,109.426,29.452,0.786,876
2021-01-17T10:29:39Z,109.443,29.452,0.788,876
2021-01-17T10:29:40Z,109.391,29.452,0.783,876
2021-01-17T10:29:41Z,109.391,29.452,0.783,876
2021-01-17T10:29:42Z,109.391,29.452,0.783,876
2021-01-17T10:29:43Z,109.391,29.452,0.783,876
2021-01-17T10:29:44Z,109.391,29.452,0.783,876
2021-01-17T10:29:45Z,109.408,29.452,0.785,876
2021-01-17T10:29:46Z,109.443,29.452,0.788,876
2021-01-17T10:29:47Z,109.443,29.452,0.788,876
2021-01-17T10:29:48Z,109.426,29.452,0.786,876
