"Plot Title: Pressure_012021_876_timeserieswRad"
"#","Date Time, GMT-10:00","Abs Pres, kPa (LGR S/N: 20810876, SEN S/N: 20810876)","Temp, °C (LGR S/N: 20810876, SEN S/N: 20810876)","Water Level, meters (LGR S/N: 20810876)"
1,01/20/21 08:00:00 AM,101.209,24.158,0.081
2,01/20/21 08:01:00 AM,101.185,23.869,0.079
3,01/20/21 08:02:00 AM,101.195,23.581,0.080
4,01/20/21 08:03:00 AM,101.173,23.388,0.078
5,01/20/21 08:04:00 AM,101.185,23.196,0.079
6,01/20/21 08:05:00 AM,100.869,22.908,0.048
7,01/20/21 08:06:00 AM,101.173,22.717,0.078
8,01/20/21 08:07:00 AM,101.185,22.525,0.079
9,01/20/21 08:08:00 AM,101.200,22.429,0.081
10,01/20/21 08:09:00 AM,101.195,22.238,0.080
11,01/20/21 08:10:00 AM,101.191,22.046,0.080
12,01/20/21 08:11:00 AM,101.223,21.951,0.083
13,01/20/21 08:12:00 AM,101.205,21.951,0.081
14,01/20/21 08:13:00 AM,101.249,22.333,0.085
15,01/20/21 08:14:00 AM,101.239,23.292,0.084
16,01/20/21 08:15:00 AM,101.236,24.545,0.084
17,01/20/21 08:16:00 AM,101.214,25.708,0.082
18,01/20/21 08:17:00 AM,101.224,26.781,0.083
19,01/20/21 08:18:00 AM,101.215,27.764,0.082
20,01/20/21 08:19:00 AM,101.238,28.655,0.084
21,01/20/21 08:20:00 AM,101.231,29.053,0.084
22,01/20/21 08:21:00 AM,101.241,29.452,0.085
23,01/20/21 08:22:00 AM,101.249,29.752,0.085
24,01/20/21 08:23:00 AM,101.237,29.953,0.084
25,01/20/21 08:24:00 AM,101.245,30.255,0.085
26,01/20/21 08:25:00 AM,101.250,30.457,0.085
27,01/20/21 08:26:00 AM,101.235,30.558,0.084
28,01/20/21 08:27:00 AM,101.202,29.953,0.081
29,01/20/21 08:28:00 AM,101.238,29.352,0.084
30,01/20/21 08:29:00 AM,101.211,28.953,0.082
31,01/20/21 08:30:00 AM,101.220,28.655,0.082
32,01/20/21 08:31:00 AM,101.272,28.655,0.088
33,01/20/21 08:32:00 AM,101.206,28.754,0.081
34,01/20/21 08:33:00 AM,101.255,28.655,0.086
35,01/20/21 08:34:00 AM,101.338,28.555,0.094
36,01/20/21 08:35:00 AM,101.267,28.456,0.087
37,01/20/21 08:36:00 AM,101.264,28.357,0.087
38,01/20/21 08:37:00 AM,101.313,28.258,0.092
39,01/20/21 08:38:00 AM,101.227,28.258,0.083
40,01/20/21 08:39:00 AM,101.277,28.159,0.088
41,01/20/21 08:40:00 AM,101.225,28.159,0.083
42,01/20/21 08:41:00 AM,101.213,28.357,0.082
43,01/20/21 08:42:00 AM,101.989,28.456,0.159
44,01/20/21 08:43:00 AM,102.284,28.555,0.188
45,01/20/21 08:44:00 AM,101.184,28.555,0.079
46,01/20/21 08:45:00 AM,103.042,28.555,0.264
47,01/20/21 08:46:00 AM,102.852,28.555,0.245
48,01/20/21 08:47:00 AM,103.403,28.555,0.300
49,01/20/21 08:48:00 AM,103.096,28.655,0.269
50,01/20/21 08:49:00 AM,103.061,28.655,0.266
51,01/20/21 08:50:00 AM,103.113,28.655,0.271
52,01/20/21 08:51:00 AM,103.423,28.655,0.302
53,01/20/21 08:52:00 AM,103.337,28.655,0.293
54,01/20/21 08:53:00 AM,103.199,28.655,0.279
55,01/20/21 08:54:00 AM,103.044,28.655,0.264
