"Plot Title: Pressure_011821_876_profiling"
"#","Date Time, GMT-10:00","Abs Pres, kPa (LGR S/N: 20810876, SEN S/N: 20810876)","Temp, °C (LGR S/N: 20810876, SEN S/N: 20810876)"
48,01/18/21 07:30:47 AM,101.430,26.097
49,01/18/21 07:30:48 AM,101.430,26.097
50,01/18/21 07:30:49 AM,101.430,26.097
51,01/18/21 07:30:50 AM,101.430,26.097
52,01/18/21 07:30:51 AM,101.447,26.097
53,01/18/21 07:30:52 AM,101.447,26.097
54,01/18/21 07:30:53 AM,101.447,26.097
55,01/18/21 07:30:54 AM,101.430,26.097
56,01/18/21 07:30:55 AM,101.430,26.097
57,01/18/21 07:30:56 AM,101.447,26.097
58,01/18/21 07:30:57 AM,101.430,26.097
59,01/18/21 07:30:58 AM,101.447,26.097
60,01/18/21 07:30:59 AM,101.447,26.097
61,01/18/21 07:31:00 AM,101.447,26.097
62,01/18/21 07:31:01 AM,101.430,26.097
63,01/18/21 07:31:02 AM,101.430,26.097
64,01/18/21 07:31:03 AM,101.428,26.000
65,01/18/21 07:31:04 AM,101.428,26.000
66,01/18/21 07:31:05 AM,101.428,26.000
67,01/18/21 07:31:06 AM,101.428,26.000
68,01/18/21 07:31:07 AM,101.428,26.000
69,01/18/21 07:31:08 AM,101.445,26.000
70,01/18/21 07:31:09 AM,101.428,26.000
71,01/18/21 07:31:10 AM,101.428,26.000
72,01/18/21 07:31:11 AM,101.445,26.000
73,01/18/21 07:31:12 AM,101.428,26.000
74,01/18/21 07:31:13 AM,101.428,26.000
75,01/18/21 07:31:14 AM,101.428,26.000
76,01/18/21 07:31:15 AM,101.428,26.000
77,01/18/21 07:31:16 AM,101.428,26.000
78,01/18/21 07:31:17 AM,101.428,26.000
79,01/18/21 07:31:18 AM,101.428,26.000
80,01/18/21 07:31:19 AM,101.428,26.000
81,01/18/21 07:31:20 AM,101.428,26.000
82,01/18/21 07:31:21 AM,101.428,26.000
83,01/18/21 07:31:22 AM,101.410,26.000
84,01/18/21 07:31:23 AM,101.410,26.000
85,01/18/21 07:31:24 AM,101.428,26.000
86,01/18/21 07:31:25 AM,101.428,26.000
87,01/18/21 07:31:26 AM,101.428,26.000
88,01/18/21 07:31:27 AM,101.428,26.000
89,01/18/21 07:31:28 AM,101.428,26.000
90,01/18/21 07:31:29 AM,101.428,26.000
91,01/18/21 07:31:30 AM,101.428,26.000
92,01/18/21 07:31:31 AM,101.428,26.000
93,01/18/21 07:31:32 AM,101.428,26.000
94,01/18/21 07:31:33 AM,101.410,26.000
95,01/18/21 07:31:34 AM,101.428,26.000
96,01/18/21 07:31:35 AM,101.410,26.000
97,01/18/21 07:31:36 AM,101.425,25.902
98,01/18/21 07:31:37 AM,101.425,25.902
99,01/18/21 07:31:38 AM,101.425,25.902
100,01/18/21 07:31:39 AM,101.425,25.902
101,01/18/21 07:31:40 AM,101.425,25.902
102,01/18/21 07:31:41 AM,101.425,25.902
103,01/18/21 07:31:42 AM,101.425,25.902
104,01/18/21 07:31:43 AM,101.408,25.902
105,01/18/21 07:31:44 AM,101.408,25.902
106,01/18/21 07:31:45 AM,101.408,25.902
107,01/18/21 07:31:46 AM,101.408,25.902
108,01/18/21 07:31:47 AM,101.408,25.902
109,01/18/21 07:31:48 AM,101.408,25.902
110,01/18/21 07:31:49 AM,101.408,25.902
111,01/18/21 07:31:50 AM,101.408,25.902
112,01/18/21 07:31:51 AM,101.408,25.902
113,01/18/21 07:31:52 AM,101.391,25.902
114,01/18/21 07:31:53 AM,101.391,25.902
115,01/18/21 07:31:54 AM,101.408,25.902
116,01/18/21 07:31:55 AM,101.408,25.902
117,01/18/21 07:31:56 AM,101.408,25.902
118,01/18/21 07:31:57 AM,101.391,25.902
119,01/18/21 07:31:58 AM,101.408,25.902
120,01/18/21 07:31:59 AM,101.391,25.902
121,01/18/21 07:32:00 AM,101.391,25.902
122,01/18/21 07:32:01 AM,101.391,25.902
123,01/18/21 07:32:02 AM,101.391,25.902
124,01/18/21 07:32:03 AM,101.391,25.902
125,01/18/21 07:32:04 AM,101.391,25.902
126,01/18/21 07:32:05 AM,101.391,25.902
127,01/18/21 07:32:06 AM,101.408,25.902
128,01/18/21 07:32:07 AM,101.408,25.902
129,01/18/21 07:32:08 AM,101.408,25.902
130,01/18/21 07:32:09 AM,101.405,25.805
131,01/18/21 07:32:10 AM,101.388,25.805
132,01/18/21 07:32:11 AM,101.388,25.805
133,01/18/21 07:32:12 AM,101.388,25.805
134,01/18/21 07:32:13 AM,101.405,25.805
135,01/18/21 07:32:14 AM,101.405,25.805
136,01/18/21 07:32:15 AM,101.405,25.805
137,01/18/21 07:32:16 AM,101.405,25.805
138,01/18/21 07:32:17 AM,101.388,25.805
139,01/18/21 07:32:18 AM,101.388,25.805
140,01/18/21 07:32:19 AM,101.388,25.805
141,01/18/21 07:32:20 AM,101.388,25.805
142,01/18/21 07:32:21 AM,101.388,25.805
143,01/18/21 07:32:22 AM,101.371,25.805
144,01/18/21 07:32:23 AM,101.371,25.805
145,01/18/21 07:32:24 AM,101.388,25.805
146,01/18/21 07:32:25 AM,101.388,25.805
147,01/18/21 07:32:26 AM,101.405,25.805
148,01/18/21 07:32:27 AM,101.405,25.805
149,01/18/21 07:32:28 AM,101.405,25.805
150,01/18/21 07:32:29 AM,101.405,25.805
151,01/18/21 07:32:30 AM,101.405,25.805
152,01/18/21 07:32:31 AM,101.405,25.805
153,01/18/21 07:32:32 AM,101.405,25.805
154,01/18/21 07:32:33 AM,101.405,25.805
155,01/18/21 07:32:34 AM,101.405,25.805
156,01/18/21 07:32:35 AM,101.405,25.805
157,01/18/21 07:32:36 AM,101.405,25.805
158,01/18/21 07:32:37 AM,101.405,25.805
159,01/18/21 07:32:38 AM,101.405,25.805
160,01/18/21 07:32:39 AM,101.405,25.805
161,01/18/21 07:32:40 AM,101.405,25.805
162,01/18/21 07:32:41 AM,101.405,25.805
163,01/18/21 07:32:42 AM,101.403,25.708
164,01/18/21 07:32:43 AM,101.403,25.708
165,01/18/21 07:32:44 AM,101.403,25.708
166,01/18/21 07:32:45 AM,101.403,25.708
167,01/18/21 07:32:46 AM,101.403,25.708
168,01/18/21 07:32:47 AM,101.403,25.708
169,01/18/21 07:32:48 AM,101.403,25.708
170,01/18/21 07:32:49 AM,101.403,25.708
171,01/18/21 07:32:50 AM,101.403,25.708
172,01/18/21 07:32:51 AM,101.386,25.708
173,01/18/21 07:32:52 AM,101.386,25.708
174,01/18/21 07:32:53 AM,101.403,25.708
175,01/18/21 07:32:54 AM,101.403,25.708
176,01/18/21 07:32:55 AM,101.386,25.708
177,01/18/21 07:32:56 AM,101.386,25.708
178,01/18/21 07:32:57 AM,101.386,25.708
179,01/18/21 07:32:58 AM,101.386,25.708
180,01/18/21 07:32:59 AM,101.386,25.708
181,01/18/21 07:33:00 AM,101.403,25.708
182,01/18/21 07:33:01 AM,101.403,25.708
183,01/18/21 07:33:02 AM,101.403,25.708
184,01/18/21 07:33:03 AM,101.403,25.708
185,01/18/21 07:33:04 AM,101.403,25.708
186,01/18/21 07:33:05 AM,101.386,25.708
187,01/18/21 07:33:06 AM,101.386,25.708
188,01/18/21 07:33:07 AM,101.403,25.708
189,01/18/21 07:33:08 AM,101.403,25.708
190,01/18/21 07:33:09 AM,101.403,25.708
191,01/18/21 07:33:10 AM,101.403,25.708
192,01/18/21 07:33:11 AM,101.403,25.708
193,01/18/21 07:33:12 AM,101.403,25.708
194,01/18/21 07:33:13 AM,101.403,25.708
195,01/18/21 07:33:14 AM,101.403,25.708
196,01/18/21 07:33:15 AM,101.403,25.708
197,01/18/21 07:33:16 AM,101.400,25.610
198,01/18/21 07:33:17 AM,101.403,25.708
199,01/18/21 07:33:18 AM,101.400,25.610
200,01/18/21 07:33:19 AM,101.400,25.610
201,01/18/21 07:33:20 AM,101.400,25.610
202,01/18/21 07:33:21 AM,101.418,25.610
203,01/18/21 07:33:22 AM,101.418,25.610
204,01/18/21 07:33:23 AM,101.418,25.610
205,01/18/21 07:33:24 AM,101.400,25.610
206,01/18/21 07:33:25 AM,101.400,25.610
207,01/18/21 07:33:26 AM,101.418,25.610
208,01/18/21 07:33:27 AM,101.400,25.610
209,01/18/21 07:33:28 AM,101.418,25.610
210,01/18/21 07:33:29 AM,101.418,25.610
211,01/18/21 07:33:30 AM,101.418,25.610
212,01/18/21 07:33:31 AM,101.400,25.610
213,01/18/21 07:33:32 AM,101.418,25.610
214,01/18/21 07:33:33 AM,101.418,25.610
215,01/18/21 07:33:34 AM,101.418,25.610
216,01/18/21 07:33:35 AM,101.418,25.610
217,01/18/21 07:33:36 AM,101.418,25.610
218,01/18/21 07:33:37 AM,101.418,25.610
219,01/18/21 07:33:38 AM,101.400,25.610
220,01/18/21 07:33:39 AM,101.418,25.610
221,01/18/21 07:33:40 AM,101.418,25.610
222,01/18/21 07:33:41 AM,101.418,25.610
223,01/18/21 07:33:42 AM,101.418,25.610
224,01/18/21 07:33:43 AM,101.418,25.610
225,01/18/21 07:33:44 AM,101.418,25.610
226,01/18/21 07:33:45 AM,101.435,25.610
227,01/18/21 07:33:46 AM,101.418,25.610
228,01/18/21 07:33:47 AM,101.418,25.610
229,01/18/21 07:33:48 AM,101.418,25.610
230,01/18/21 07:33:49 AM,101.418,25.610
231,01/18/21 07:33:50 AM,101.415,25.513
232,01/18/21 07:33:51 AM,101.415,25.513
233,01/18/21 07:33:52 AM,101.415,25.513
234,01/18/21 07:33:53 AM,101.415,25.513
235,01/18/21 07:33:54 AM,101.432,25.513
236,01/18/21 07:33:55 AM,101.432,25.513
237,01/18/21 07:33:56 AM,101.432,25.513
238,01/18/21 07:33:57 AM,101.432,25.513
239,01/18/21 07:33:58 AM,101.432,25.513
240,01/18/21 07:33:59 AM,101.432,25.513
241,01/18/21 07:34:00 AM,101.432,25.513
242,01/18/21 07:34:01 AM,101.432,25.513
243,01/18/21 07:34:02 AM,101.415,25.513
244,01/18/21 07:34:03 AM,101.432,25.513
245,01/18/21 07:34:04 AM,101.432,25.513
246,01/18/21 07:34:05 AM,101.432,25.513
247,01/18/21 07:34:06 AM,101.432,25.513
248,01/18/21 07:34:07 AM,101.432,25.513
249,01/18/21 07:34:08 AM,101.432,25.513
250,01/18/21 07:34:09 AM,101.415,25.513
251,01/18/21 07:34:10 AM,101.415,25.513
252,01/18/21 07:34:11 AM,101.415,25.513
253,01/18/21 07:34:12 AM,101.415,25.513
254,01/18/21 07:34:13 AM,101.415,25.513
255,01/18/21 07:34:14 AM,101.415,25.513
256,01/18/21 07:34:15 AM,101.415,25.513
257,01/18/21 07:34:16 AM,101.415,25.513
258,01/18/21 07:34:17 AM,101.415,25.513
259,01/18/21 07:34:18 AM,101.415,25.513
260,01/18/21 07:34:19 AM,101.415,25.513
261,01/18/21 07:34:20 AM,101.415,25.513
262,01/18/21 07:34:21 AM,101.415,25.513
263,01/18/21 07:34:22 AM,101.432,25.513
264,01/18/21 07:34:23 AM,101.432,25.513
265,01/18/21 07:34:24 AM,101.432,25.513
266,01/18/21 07:34:25 AM,101.415,25.513
267,01/18/21 07:34:26 AM,101.415,25.513
268,01/18/21 07:34:27 AM,101.430,25.416
269,01/18/21 07:34:28 AM,101.413,25.416
270,01/18/21 07:34:29 AM,101.413,25.416
271,01/18/21 07:34:30 AM,101.430,25.416
272,01/18/21 07:34:31 AM,101.430,25.416
273,01/18/21 07:34:32 AM,101.430,25.416
274,01/18/21 07:34:33 AM,101.430,25.416
275,01/18/21 07:34:34 AM,101.430,25.416
276,01/18/21 07:34:35 AM,101.430,25.416
277,01/18/21 07:34:36 AM,101.430,25.416
278,01/18/21 07:34:37 AM,101.447,25.416
279,01/18/21 07:34:38 AM,101.430,25.416
280,01/18/21 07:34:39 AM,101.430,25.416
281,01/18/21 07:34:40 AM,101.430,25.416
282,01/18/21 07:34:41 AM,101.430,25.416
283,01/18/21 07:34:42 AM,101.430,25.416
284,01/18/21 07:34:43 AM,101.430,25.416
285,01/18/21 07:34:44 AM,101.430,25.416
286,01/18/21 07:34:45 AM,101.430,25.416
287,01/18/21 07:34:46 AM,101.430,25.416
288,01/18/21 07:34:47 AM,101.430,25.416
289,01/18/21 07:34:48 AM,101.447,25.416
290,01/18/21 07:34:49 AM,101.430,25.416
291,01/18/21 07:34:50 AM,101.430,25.416
292,01/18/21 07:34:51 AM,101.447,25.416
293,01/18/21 07:34:52 AM,101.447,25.416
294,01/18/21 07:34:53 AM,101.430,25.416
295,01/18/21 07:34:54 AM,101.430,25.416
296,01/18/21 07:34:55 AM,101.430,25.416
297,01/18/21 07:34:56 AM,101.447,25.416
298,01/18/21 07:34:57 AM,101.430,25.416
299,01/18/21 07:34:58 AM,101.430,25.416
300,01/18/21 07:34:59 AM,101.447,25.416
301,01/18/21 07:35:00 AM,101.430,25.416
302,01/18/21 07:35:01 AM,101.447,25.416
303,01/18/21 07:35:02 AM,101.430,25.416
304,01/18/21 07:35:03 AM,101.427,25.319
305,01/18/21 07:35:04 AM,101.427,25.319
306,01/18/21 07:35:05 AM,101.427,25.319
307,01/18/21 07:35:06 AM,101.445,25.319
308,01/18/21 07:35:07 AM,101.445,25.319
309,01/18/21 07:35:08 AM,101.427,25.319
310,01/18/21 07:35:09 AM,101.445,25.319
311,01/18/21 07:35:10 AM,101.427,25.319
312,01/18/21 07:35:11 AM,101.445,25.319
313,01/18/21 07:35:12 AM,101.427,25.319
314,01/18/21 07:35:13 AM,101.427,25.319
315,01/18/21 07:35:14 AM,101.427,25.319
316,01/18/21 07:35:15 AM,101.427,25.319
317,01/18/21 07:35:16 AM,101.427,25.319
318,01/18/21 07:35:17 AM,101.427,25.319
319,01/18/21 07:35:18 AM,101.410,25.319
320,01/18/21 07:35:19 AM,101.410,25.319
321,01/18/21 07:35:20 AM,101.410,25.319
322,01/18/21 07:35:21 AM,101.410,25.319
323,01/18/21 07:35:22 AM,101.410,25.319
324,01/18/21 07:35:23 AM,101.410,25.319
325,01/18/21 07:35:24 AM,101.410,25.319
326,01/18/21 07:35:25 AM,101.410,25.319
327,01/18/21 07:35:26 AM,101.410,25.319
328,01/18/21 07:35:27 AM,101.427,25.319
329,01/18/21 07:35:28 AM,101.427,25.319
330,01/18/21 07:35:29 AM,101.427,25.319
331,01/18/21 07:35:30 AM,101.410,25.319
332,01/18/21 07:35:31 AM,101.410,25.319
333,01/18/21 07:35:32 AM,101.427,25.319
334,01/18/21 07:35:33 AM,101.427,25.319
335,01/18/21 07:35:34 AM,101.427,25.319
336,01/18/21 07:35:35 AM,101.427,25.319
337,01/18/21 07:35:36 AM,101.410,25.319
338,01/18/21 07:35:37 AM,101.425,25.222
339,01/18/21 07:35:38 AM,101.425,25.222
340,01/18/21 07:35:39 AM,101.425,25.222
341,01/18/21 07:35:40 AM,101.425,25.222
342,01/18/21 07:35:41 AM,101.425,25.222
343,01/18/21 07:35:42 AM,101.425,25.222
344,01/18/21 07:35:43 AM,101.408,25.222
345,01/18/21 07:35:44 AM,101.408,25.222
346,01/18/21 07:35:45 AM,101.408,25.222
347,01/18/21 07:35:46 AM,101.408,25.222
348,01/18/21 07:35:47 AM,101.408,25.222
349,01/18/21 07:35:48 AM,101.425,25.222
350,01/18/21 07:35:49 AM,101.425,25.222
351,01/18/21 07:35:50 AM,101.408,25.222
352,01/18/21 07:35:51 AM,101.408,25.222
353,01/18/21 07:35:52 AM,101.425,25.222
354,01/18/21 07:35:53 AM,101.408,25.222
355,01/18/21 07:35:54 AM,101.408,25.222
356,01/18/21 07:35:55 AM,101.408,25.222
357,01/18/21 07:35:56 AM,101.408,25.222
358,01/18/21 07:35:57 AM,101.408,25.222
359,01/18/21 07:35:58 AM,101.408,25.222
360,01/18/21 07:35:59 AM,101.408,25.222
361,01/18/21 07:36:00 AM,101.425,25.222
362,01/18/21 07:36:01 AM,101.408,25.222
363,01/18/21 07:36:02 AM,101.425,25.222
364,01/18/21 07:36:03 AM,101.425,25.222
365,01/18/21 07:36:04 AM,101.425,25.222
366,01/18/21 07:36:05 AM,101.425,25.222
367,01/18/21 07:36:06 AM,101.425,25.222
368,01/18/21 07:36:07 AM,101.425,25.222
369,01/18/21 07:36:08 AM,101.425,25.222
370,01/18/21 07:36:09 AM,101.425,25.222
371,01/18/21 07:36:10 AM,101.425,25.222
372,01/18/21 07:36:11 AM,101.425,25.222
373,01/18/21 07:36:12 AM,101.440,25.125
374,01/18/21 07:36:13 AM,101.423,25.125
375,01/18/21 07:36:14 AM,101.440,25.125
376,01/18/21 07:36:15 AM,101.423,25.125
377,01/18/21 07:36:16 AM,101.423,25.125
378,01/18/21 07:36:17 AM,101.440,25.125
379,01/18/21 07:36:18 AM,101.440,25.125
380,01/18/21 07:36:19 AM,101.423,25.125
381,01/18/21 07:36:20 AM,101.423,25.125
382,01/18/21 07:36:21 AM,101.423,25.125
383,01/18/21 07:36:22 AM,101.423,25.125
384,01/18/21 07:36:23 AM,101.440,25.125
385,01/18/21 07:36:24 AM,101.423,25.125
386,01/18/21 07:36:25 AM,101.423,25.125
387,01/18/21 07:36:26 AM,101.423,25.125
388,01/18/21 07:36:27 AM,101.423,25.125
389,01/18/21 07:36:28 AM,101.423,25.125
390,01/18/21 07:36:29 AM,101.440,25.125
391,01/18/21 07:36:30 AM,101.440,25.125
392,01/18/21 07:36:31 AM,101.423,25.125
393,01/18/21 07:36:32 AM,101.423,25.125
394,01/18/21 07:36:33 AM,101.423,25.125
395,01/18/21 07:36:34 AM,101.440,25.125
396,01/18/21 07:36:35 AM,101.440,25.125
397,01/18/21 07:36:36 AM,101.440,25.125
398,01/18/21 07:36:37 AM,101.440,25.125
399,01/18/21 07:36:38 AM,101.440,25.125
400,01/18/21 07:36:39 AM,101.423,25.125
401,01/18/21 07:36:40 AM,101.423,25.125
402,01/18/21 07:36:41 AM,101.440,25.125
403,01/18/21 07:36:42 AM,101.423,25.125
404,01/18/21 07:36:43 AM,101.423,25.125
405,01/18/21 07:36:44 AM,101.423,25.125
406,01/18/21 07:36:45 AM,101.440,25.125
407,01/18/21 07:36:46 AM,101.440,25.125
408,01/18/21 07:36:47 AM,101.437,25.028
409,01/18/21 07:36:48 AM,101.437,25.028
410,01/18/21 07:36:49 AM,101.437,25.028
411,01/18/21 07:36:50 AM,101.437,25.028
412,01/18/21 07:36:51 AM,101.437,25.028
413,01/18/21 07:36:52 AM,101.420,25.028
414,01/18/21 07:36:53 AM,101.437,25.028
415,01/18/21 07:36:54 AM,101.437,25.028
416,01/18/21 07:36:55 AM,101.420,25.028
417,01/18/21 07:36:56 AM,101.437,25.028
418,01/18/21 07:36:57 AM,101.420,25.028
419,01/18/21 07:36:58 AM,101.420,25.028
420,01/18/21 07:36:59 AM,101.437,25.028
421,01/18/21 07:37:00 AM,101.437,25.028
422,01/18/21 07:37:01 AM,101.437,25.028
423,01/18/21 07:37:02 AM,101.437,25.028
424,01/18/21 07:37:03 AM,101.437,25.028
425,01/18/21 07:37:04 AM,101.437,25.028
426,01/18/21 07:37:05 AM,101.437,25.028
427,01/18/21 07:37:06 AM,101.437,25.028
428,01/18/21 07:37:07 AM,101.437,25.028
429,01/18/21 07:37:08 AM,101.437,25.028
430,01/18/21 07:37:09 AM,101.437,25.028
431,01/18/21 07:37:10 AM,101.437,25.028
432,01/18/21 07:37:11 AM,101.437,25.028
433,01/18/21 07:37:12 AM,101.437,25.028
434,01/18/21 07:37:13 AM,101.437,25.028
435,01/18/21 07:37:14 AM,101.420,25.028
436,01/18/21 07:37:15 AM,101.437,25.028
437,01/18/21 07:37:16 AM,101.437,25.028
438,01/18/21 07:37:17 AM,101.420,25.028
439,01/18/21 07:37:18 AM,101.420,25.028
440,01/18/21 07:37:19 AM,101.420,25.028
441,01/18/21 07:37:20 AM,101.403,25.028
442,01/18/21 07:37:21 AM,101.403,25.028
443,01/18/21 07:37:22 AM,101.386,25.028
444,01/18/21 07:37:23 AM,101.369,25.028
445,01/18/21 07:37:24 AM,101.351,25.028
446,01/18/21 07:37:25 AM,101.351,25.028
447,01/18/21 07:37:26 AM,101.332,24.931
448,01/18/21 07:37:27 AM,101.315,24.931
449,01/18/21 07:37:28 AM,101.315,24.931
450,01/18/21 07:37:29 AM,101.297,24.931
451,01/18/21 07:37:30 AM,101.280,24.931
452,01/18/21 07:37:31 AM,101.280,24.931
453,01/18/21 07:37:32 AM,101.280,24.931
454,01/18/21 07:37:33 AM,101.263,24.931
455,01/18/21 07:37:34 AM,101.246,24.931
456,01/18/21 07:37:35 AM,101.229,24.931
457,01/18/21 07:37:36 AM,101.229,24.931
458,01/18/21 07:37:37 AM,101.229,24.931
459,01/18/21 07:37:38 AM,101.194,24.931
460,01/18/21 07:37:39 AM,101.194,24.931
461,01/18/21 07:37:40 AM,101.177,24.931
462,01/18/21 07:37:41 AM,101.177,24.931
463,01/18/21 07:37:42 AM,101.177,24.931
464,01/18/21 07:37:43 AM,101.160,24.931
465,01/18/21 07:37:44 AM,101.143,24.931
466,01/18/21 07:37:45 AM,101.143,24.931
467,01/18/21 07:37:46 AM,101.143,24.931
468,01/18/21 07:37:47 AM,101.126,24.931
469,01/18/21 07:37:48 AM,101.108,24.931
470,01/18/21 07:37:49 AM,101.108,24.931
471,01/18/21 07:37:50 AM,101.108,24.931
472,01/18/21 07:37:51 AM,101.108,24.931
473,01/18/21 07:37:52 AM,101.091,24.931
474,01/18/21 07:37:53 AM,101.091,24.931
475,01/18/21 07:37:54 AM,101.091,24.931
476,01/18/21 07:37:55 AM,101.074,24.931
477,01/18/21 07:37:56 AM,101.057,24.931
478,01/18/21 07:37:57 AM,101.057,24.931
479,01/18/21 07:37:58 AM,101.057,24.931
480,01/18/21 07:37:59 AM,101.040,24.931
481,01/18/21 07:38:00 AM,101.037,24.835
482,01/18/21 07:38:01 AM,101.037,24.835
483,01/18/21 07:38:02 AM,101.037,24.835
484,01/18/21 07:38:03 AM,101.037,24.835
485,01/18/21 07:38:04 AM,101.037,24.835
486,01/18/21 07:38:05 AM,101.037,24.835
487,01/18/21 07:38:06 AM,101.037,24.835
488,01/18/21 07:38:07 AM,101.037,24.835
489,01/18/21 07:38:08 AM,101.037,24.835
490,01/18/21 07:38:09 AM,101.054,24.835
491,01/18/21 07:38:10 AM,101.037,24.835
492,01/18/21 07:38:11 AM,101.037,24.835
493,01/18/21 07:38:12 AM,101.054,24.835
494,01/18/21 07:38:13 AM,101.054,24.835
495,01/18/21 07:38:14 AM,101.054,24.835
496,01/18/21 07:38:15 AM,101.072,24.835
497,01/18/21 07:38:16 AM,101.072,24.835
498,01/18/21 07:38:17 AM,101.072,24.835
499,01/18/21 07:38:18 AM,101.072,24.835
500,01/18/21 07:38:19 AM,101.072,24.835
501,01/18/21 07:38:20 AM,101.089,24.835
502,01/18/21 07:38:21 AM,101.106,24.835
503,01/18/21 07:38:22 AM,101.123,24.835
504,01/18/21 07:38:23 AM,101.123,24.835
505,01/18/21 07:38:24 AM,101.123,24.835
506,01/18/21 07:38:25 AM,101.140,24.835
507,01/18/21 07:38:26 AM,101.140,24.835
508,01/18/21 07:38:27 AM,101.157,24.835
509,01/18/21 07:38:28 AM,101.157,24.835
510,01/18/21 07:38:29 AM,101.175,24.835
511,01/18/21 07:38:30 AM,101.192,24.835
512,01/18/21 07:38:31 AM,101.192,24.835
513,01/18/21 07:38:32 AM,101.207,24.738
514,01/18/21 07:38:33 AM,101.224,24.738
515,01/18/21 07:38:34 AM,101.241,24.738
516,01/18/21 07:38:35 AM,101.258,24.738
517,01/18/21 07:38:36 AM,101.258,24.738
518,01/18/21 07:38:37 AM,101.275,24.738
519,01/18/21 07:38:38 AM,101.292,24.738
520,01/18/21 07:38:39 AM,101.310,24.738
521,01/18/21 07:38:40 AM,101.310,24.738
522,01/18/21 07:38:41 AM,101.310,24.738
523,01/18/21 07:38:42 AM,101.344,24.738
524,01/18/21 07:38:43 AM,101.361,24.738
525,01/18/21 07:38:44 AM,101.361,24.738
526,01/18/21 07:38:45 AM,101.378,24.738
527,01/18/21 07:38:46 AM,101.396,24.738
528,01/18/21 07:38:47 AM,101.396,24.738
529,01/18/21 07:38:48 AM,101.413,24.738
530,01/18/21 07:38:49 AM,101.413,24.738
531,01/18/21 07:38:50 AM,101.413,24.738
532,01/18/21 07:38:51 AM,101.413,24.738
533,01/18/21 07:38:52 AM,101.430,24.738
534,01/18/21 07:38:53 AM,101.430,24.738
535,01/18/21 07:38:54 AM,101.430,24.738
536,01/18/21 07:38:55 AM,101.430,24.738
537,01/18/21 07:38:56 AM,101.430,24.738
538,01/18/21 07:38:57 AM,101.430,24.738
539,01/18/21 07:38:58 AM,101.430,24.738
540,01/18/21 07:38:59 AM,101.430,24.738
541,01/18/21 07:39:00 AM,101.430,24.738
542,01/18/21 07:39:01 AM,101.430,24.738
543,01/18/21 07:39:02 AM,101.430,24.738
544,01/18/21 07:39:03 AM,101.430,24.738
545,01/18/21 07:39:04 AM,101.430,24.738
546,01/18/21 07:39:05 AM,101.430,24.738
547,01/18/21 07:39:06 AM,101.430,24.738
548,01/18/21 07:39:07 AM,101.427,24.641
549,01/18/21 07:39:08 AM,101.427,24.641
550,01/18/21 07:39:09 AM,101.427,24.641
551,01/18/21 07:39:10 AM,101.427,24.641
