Serial Number:20555845 --,,,,,,,
,,,,,,,
"Date Time, GMT -1000","Temp, (*C)","Intensity, ( lux)",Button Down,Button Up,Host Connect,Stopped,EOF
3/20/2022 16:00,30.54,2711.00, , , , , 
3/20/2022 16:02,30.63,3892.00, , , , , 
3/20/2022 16:04,30.71,3850.00, , , , , 
3/20/2022 16:06,30.67,3473.00, , , , , 
3/20/2022 16:08,30.67,3325.00, , , , , 
3/20/2022 16:10,30.67,3277.00, , , , , 
3/20/2022 16:12,30.67,3617.00, , , , , 
3/20/2022 16:14,30.76,3121.00, , , , , 
3/20/2022 16:16,30.71,3140.00, , , , , 
3/20/2022 16:18,30.63,2283.00, , , , , 
3/20/2022 16:20,30.54,2170.00, , , , , 
3/20/2022 16:22,30.54,1992.00, , , , , 
3/20/2022 16:24,30.5,2244.00, , , , , 
3/20/2022 16:26,30.41,2287.00, , , , , 
3/20/2022 16:28,30.41,2253.00, , , , , 
3/20/2022 16:30,30.46,2227.00, , , , , 
3/20/2022 16:32,30.41,2267.00, , , , , 
3/20/2022 16:34,31.23,3822.00, , , , , 
3/20/2022 16:36,31.49,3674.00, , , , , 
3/20/2022 16:38,32.26,6733.00, , , , , 
3/20/2022 16:40,32.13,3131.00, , , , , 
3/20/2022 16:42,32.43,4929.00, , , , , 
3/20/2022 16:44,32.82,4001.00, , , , , 
3/20/2022 16:46,32.56,2228.00, , , , , 
3/20/2022 16:48,32.39,2218.00, , , , , 
3/20/2022 16:50,32.52,6892.00, , , , , 
3/20/2022 16:52,33.37,7877.00, , , , , 
3/20/2022 16:54,33.25,2490.00, , , , , 
3/20/2022 16:56,32.9,1964.00, , , , , 
3/20/2022 16:58,32.6,1933.00, , , , , 
3/20/2022 17:00,32.3,1851.00, , , , , 
3/20/2022 17:02,32.09,1763.00, , , , , 
3/20/2022 17:04,31.92,2186.00, , , , , 
3/20/2022 17:06,31.7,1921.00, , , , , 
3/20/2022 17:08,32.22,6026.00, , , , , 
3/20/2022 17:10,32.13,1985.00, , , , , 
3/20/2022 17:12,31.74,1523.00, , , , , 
3/20/2022 17:14,31.53,516.00, , , , , 
3/20/2022 17:16,31.49,327.00, , , , , 
3/20/2022 17:18,31.4,812.00, , , , , 
3/20/2022 17:20,31.31,3501.00, , , , , 
3/20/2022 17:22,31.7,11412.00, , , , , 
3/20/2022 17:24,33.07,20700.00, , , , , 
3/20/2022 17:26,32.69,5430.00, , , , , 
3/20/2022 17:28,31.96,4224.00, , , , , 
3/20/2022 17:30,32.13,14474.00, , , , , 
3/20/2022 17:32,31.74,11848.00, , , , , 
3/20/2022 17:34,30.37,6984.00, , , , , 
3/20/2022 17:36,30.46,3811.00, , , , , 
3/20/2022 17:38,30.28,4178.00, , , , , 
3/20/2022 17:40,30.24,4457.00, , , , , 
3/20/2022 17:42,30.2,3661.00, , , , , 
3/20/2022 17:44,30.2,7926.00, , , , , 
3/20/2022 17:46,30.03,3139.00, , , , , 
3/20/2022 17:48,29.94,2433.00, , , , , 
3/20/2022 17:50,29.81,2216.00, , , , , 
3/20/2022 17:52,29.81,3016.00, , , , , 
3/20/2022 17:54,29.73,1955.00, , , , , 
3/20/2022 17:56,29.6,688.00, , , , , 
3/20/2022 17:58,29.77,628.00, , , , , 
3/20/2022 18:00,29.81,594.00, , , , , 
3/20/2022 18:02,29.68,225.00, , , , , 
3/20/2022 18:04,29.68,138.00, , , , , 
3/20/2022 18:06,29.64,172.00, , , , , 
3/20/2022 18:08,29.64,156.00, , , , , 
3/20/2022 18:10,29.64,163.00, , , , , 
3/20/2022 18:12,29.51,69.00, , , , , 
3/20/2022 18:14,29.47,30.00, , , , , 
3/20/2022 18:16,29.47,42.00, , , , , 
3/20/2022 18:18,29.43,35.00, , , , , 
3/20/2022 18:20,29.43,33.00, , , , , 
3/20/2022 18:22,29.38,21.00, , , , , 
3/20/2022 18:24,29.34,13.00, , , , , 
3/20/2022 18:26,29.34,7.00, , , , , 
3/20/2022 18:28,29.3,0.00, , , , , 
3/20/2022 18:30,29.3,2.00, , , , , 
3/20/2022 18:32,29.26,1.00, , , , , 
3/20/2022 18:34,29.3,0.00, , , , , 
3/20/2022 18:36,29.34,0.00, , , , , 
3/20/2022 18:38,29.3,0.00, , , , , 
3/20/2022 18:40,29.34,0.00, , , , , 
3/20/2022 18:42,29.21,0.00, , , , , 
3/20/2022 18:44,29.26,0.00, , , , , 
3/20/2022 18:46,29.21,0.00, , , , , 
3/20/2022 18:48,29.17,0.00, , , , , 
3/20/2022 18:50,29.13,0.00, , , , , 
3/20/2022 18:52,29.17,0.00, , , , , 
3/20/2022 18:54,29.17,0.00, , , , , 
3/20/2022 18:56,29.04,0.00, , , , , 
