TrisCalDate,date,TempInSitu,pH_NBS,mV,pH_total,mVTris
2022-04-04,2022-03-31T15:30:00Z,31.55,8.24,-97.55,8.082537134999765,-85.93639587706323
2022-04-04,2022-03-31T15:32:00Z,31.58,8.24,-97.55,8.08231239675012,-85.89399109863011
2022-04-04,2022-03-31T15:34:00Z,31.52,8.24,-97.42,8.080611430023692,-85.97880065549637
2022-04-04,2022-03-31T15:36:00Z,31.5,8.24,-97.39,8.08026480916504,-86.00707050778513
2022-04-04,2022-03-31T15:38:00Z,31.47,8.24,-97.32,8.07933113040937,-86.04947528621827
2022-04-04,2022-03-31T15:40:00Z,31.47,8.24,-97.27,8.078503907506228,-86.04947528621827
2022-04-04,2022-03-31T15:42:00Z,31.58,8.24,-97.44,8.080493163298666,-85.89399109863011
2022-04-04,2022-03-31T15:44:00Z,31.6,8.24,-97.46,8.080674195927196,-85.86572124634134
2022-04-04,2022-03-31T15:46:00Z,31.55,8.24,-97.22,8.07707889729387,-85.93639587706323
2022-04-04,2022-03-31T15:48:00Z,31.55,8.24,-97.21,8.076913496151267,-85.93639587706323
2022-04-04,2022-03-31T15:50:00Z,31.5,8.24,-97.14,8.076129101947652,-86.00707050778513
2022-04-04,2022-03-31T15:52:00Z,31.42,8.24,-97.19,8.07755382640962,-86.12014991694015
2022-04-04,2022-03-31T15:54:00Z,31.47,8.24,-97.21,8.077511240022456,-86.04947528621827
2022-04-04,2022-03-31T15:56:00Z,31.47,8.24,-97.25,8.078173018344971,-86.04947528621827
2022-04-04,2022-03-31T15:58:00Z,31.55,8.24,-97.38,8.079725315575516,-85.93639587706323
2022-04-04,2022-03-31T16:00:00Z,31.52,8.24,-97.36,8.079618925448557,-85.97880065549637
2022-04-04,2022-03-31T16:02:00Z,31.52,8.24,-97.33,8.079122673160988,-85.97880065549637
2022-04-04,2022-03-31T16:04:00Z,31.42,8.24,-97.21,8.077884769891584,-86.12014991694015
2022-04-04,2022-03-31T16:06:00Z,31.4,8.24,-97.21,8.07803416897531,-86.14841976922892
2022-04-04,2022-03-31T16:08:00Z,31.4,8.24,-97.21,8.07803416897531,-86.14841976922892
2022-04-04,2022-03-31T16:10:00Z,31.42,8.24,-97.25,8.078546656855515,-86.12014991694015
2022-04-04,2022-03-31T16:12:00Z,31.42,8.24,-97.21,8.077884769891584,-86.12014991694015
2022-04-04,2022-03-31T16:14:00Z,31.42,8.24,-97.28,8.079043072078463,-86.12014991694015
2022-04-04,2022-03-31T16:16:00Z,31.42,8.24,-97.28,8.079043072078463,-86.12014991694015
2022-04-04,2022-03-31T16:18:00Z,31.45,8.24,-97.19,8.077329746605802,-86.07774513850703
2022-04-04,2022-03-31T16:20:00Z,31.45,8.24,-97.22,8.077826112936902,-86.07774513850703
2022-04-04,2022-03-31T16:22:00Z,31.47,8.24,-97.38,8.080323797893143,-86.04947528621827
2022-04-04,2022-03-31T16:24:00Z,31.47,8.24,-97.42,8.080985576215658,-86.04947528621827
2022-04-04,2022-03-31T16:26:00Z,31.42,8.24,-97.39,8.080863261229272,-86.12014991694015
2022-04-04,2022-03-31T16:28:00Z,31.4,8.24,-97.49,8.08266768198871,-86.14841976922892
2022-04-04,2022-03-31T16:30:00Z,31.4,8.24,-97.46,8.082171234165846,-86.14841976922892
2022-04-04,2022-03-31T16:32:00Z,31.32,8.24,-97.33,8.080618005264162,-86.26149917838393
2022-04-04,2022-03-31T16:34:00Z,31.32,8.24,-97.27,8.079624848733447,-86.26149917838393
2022-04-04,2022-03-31T16:36:00Z,31.27,8.24,-97.22,8.079170638421152,-86.33217380910583
2022-04-04,2022-03-31T16:38:00Z,31.32,8.24,-97.24,8.07912827046809,-86.26149917838393
2022-04-04,2022-03-31T16:40:00Z,31.27,8.24,-97.27,8.079998404799037,-86.33217380910583
2022-04-04,2022-03-31T16:42:00Z,31.27,8.24,-97.3,8.080495064625767,-86.33217380910583
2022-04-04,2022-03-31T16:44:00Z,31.24,8.24,-97.32,8.081050364741296,-86.37457858753896
2022-04-04,2022-03-31T16:46:00Z,31.24,8.24,-97.38,8.082043782294129,-86.37457858753896
2022-04-04,2022-03-31T16:48:00Z,31.24,8.24,-97.41,8.082540491070544,-86.37457858753896
2022-04-04,2022-03-31T16:50:00Z,31.24,8.24,-97.47,8.083533908623377,-86.37457858753896
2022-04-04,2022-03-31T16:52:00Z,31.22,8.24,-97.44,8.083186783795465,-86.40284843982772
2022-04-04,2022-03-31T16:54:00Z,31.19,8.24,-97.42,8.08307995273084,-86.44525321826086
2022-04-04,2022-03-31T16:56:00Z,31.17,8.24,-97.42,8.083229497069674,-86.4735230705496
2022-04-04,2022-03-31T16:58:00Z,31.17,8.24,-97.44,8.083560712422928,-86.4735230705496
2022-04-04,2022-03-31T17:00:00Z,31.12,8.24,-97.5,8.084928405961254,-86.5441977012715
2022-04-04,2022-03-31T17:02:00Z,31.12,8.24,-97.49,8.084762771070693,-86.5441977012715
2022-04-04,2022-03-31T17:04:00Z,30.96,8.24,-97.39,8.0843021202122891,-86.77035651958155
2022-04-04,2022-03-31T17:06:00Z,30.96,8.24,-97.17,8.080656235435978,-86.77035651958155
2022-04-04,2022-03-31T17:08:00Z,30.94,8.24,-97.22,8.081634091145222,-86.79862637187031
2022-04-04,2022-03-31T17:10:00Z,30.91,8.24,-97.28,8.082852442129573,-86.84103115030345
2022-04-04,2022-03-31T17:12:00Z,30.89,8.24,-97.36,8.084327817243214,-86.8693010025922
2022-04-04,2022-03-31T17:14:00Z,30.86,8.24,-97.42,8.085546534833378,-86.91170578102533
2022-04-04,2022-03-31T17:16:00Z,30.74,8.24,-97.46,8.087106374830487,-87.08132489475787
2022-04-04,2022-03-31T17:18:00Z,30.64,8.24,-97.39,8.086692190792222,-87.22267415620165
2022-04-04,2022-03-31T17:20:00Z,30.61,8.24,-97.16,8.083100172464382,-87.26507893463479
2022-04-04,2022-03-31T17:22:00Z,30.53,8.24,-97.38,8.087347422108975,-87.3781583437898
2022-04-04,2022-03-31T17:24:00Z,30.41,8.24,-97.21,8.085420591409042,-87.54777745752236
2022-04-04,2022-03-31T17:26:00Z,30.38,8.24,-97.02,8.082489427432545,-87.59018223595548
2022-04-04,2022-03-31T17:28:00Z,30.26,8.24,-96.83,8.080226336567234,-87.75980134968802
2022-04-04,2022-03-31T17:30:00Z,30.28,8.24,-96.85,8.080409932236721,-87.73153149739926
2022-04-04,2022-03-31T17:32:00Z,30.31,8.24,-96.89,8.080851308502673,-87.68912671896612
2022-04-04,2022-03-31T17:34:00Z,30.26,8.24,-96.83,8.080226336567234,-87.75980134968802
2022-04-04,2022-03-31T17:36:00Z,30.21,8.24,-96.82,8.080431654553133,-87.83047598040991
2022-04-04,2022-03-31T17:38:00Z,30.13,8.24,-97,8.084017007334623,-87.94355538956493
2022-04-04,2022-03-31T17:40:00Z,30.13,8.23,-96.72,8.079364091256311,-87.94355538956493
2022-04-04,2022-03-31T17:42:00Z,30.11,8.23,-96.61,8.077684461983731,-87.9718252418537
2022-04-04,2022-03-31T17:44:00Z,30.16,8.23,-96.42,8.074156671278557,-87.90115061113181
2022-04-04,2022-03-31T17:46:00Z,30.16,8.23,-96.63,8.077646013176855,-87.90115061113181
2022-04-04,2022-03-31T17:48:00Z,30.13,8.23,-96.53,8.076206755346028,-87.94355538956493
2022-04-04,2022-03-31T17:50:00Z,30.06,8.23,-96.47,8.075728194143275,-88.04249987257558
2022-04-04,2022-03-31T17:52:00Z,30.08,8.23,-96.32,8.073087016838397,-88.01423002028683
2022-04-04,2022-03-31T17:54:00Z,30,8.23,-96.42,8.075341319991411,-88.12730942944185
2022-04-04,2022-03-31T17:56:00Z,29.93,8.23,-96.44,8.076192046911759,-88.2262539124525
2022-04-04,2022-03-31T17:58:00Z,29.85,8.23,-96.41,8.076285232471223,-88.33933332160751
2022-04-04,2022-03-31T18:00:00Z,29.88,8.22,-95.96,8.068579158532643,-88.29692854317439
2022-04-04,2022-03-31T18:02:00Z,29.9,8.23,-96.42,8.076081520036823,-88.26865869088564
2022-04-04,2022-03-31T18:04:00Z,29.9,8.23,-96.32,8.074418503103939,-88.26865869088564
2022-04-04,2022-03-31T18:06:00Z,29.88,8.23,-96.46,8.076894791993206,-88.29692854317439
2022-04-04,2022-03-31T18:08:00Z,29.88,8.23,-96.32,8.074566414624249,-88.29692854317439
2022-04-04,2022-03-31T18:10:00Z,29.85,8.22,-96.1,8.071129029261046,-88.33933332160751
2022-04-04,2022-03-31T18:12:00Z,29.83,8.22,-95.89,8.067783541291881,-88.36760317389628
2022-04-04,2022-03-31T18:14:00Z,29.75,8.22,-95.86,8.067874022441803,-88.4806825830513
2022-04-04,2022-03-31T18:16:00Z,29.7,8.22,-95.71,8.06574623784272,-88.5513572137732
2022-04-04,2022-03-31T18:18:00Z,29.65,8.22,-95.47,8.062119639553842,-88.6220318444951
2022-04-04,2022-03-31T18:20:00Z,29.6,8.21,-95.33,8.060156348456523,-88.69270647521697
2022-04-04,2022-03-31T18:22:00Z,29.65,8.21,-94.99,8.054130567720115,-88.6220318444951
2022-04-04,2022-03-31T18:24:00Z,29.75,8.2,-94.74,8.049239009061404,-88.4806825830513
2022-04-04,2022-03-31T18:26:00Z,29.7,8.2,-94.88,8.051934081869332,-88.5513572137732
2022-04-04,2022-03-31T18:28:00Z,29.68,8.2,-94.85,8.05158108179555,-88.57962706606196
2022-04-04,2022-03-31T18:30:00Z,29.7,8.2,-94.42,8.044279152052756,-88.5513572137732
2022-04-04,2022-03-31T18:32:00Z,29.68,8.2,-94.39,8.043925646419432,-88.57962706606196
2022-04-04,2022-03-31T18:34:00Z,29.75,8.19,-94.03,8.037425741650617,-88.4806825830513
2022-04-04,2022-03-31T18:36:00Z,29.7,8.19,-93.97,8.036790633753931,-88.5513572137732
2022-04-04,2022-03-31T18:38:00Z,29.7,8.19,-93.99,8.037123456789434,-88.5513572137732
2022-04-04,2022-03-31T18:40:00Z,29.7,8.19,-93.91,8.03579216464742,-88.5513572137732
2022-04-04,2022-03-31T18:42:00Z,29.7,8.19,-93.86,8.034960107058662,-88.5513572137732
