Serial Number:20555848 --

"Date Time, GMT -1000","Temp, (*C)","Intensity, ( lux)","Button Down","Button Up","Host Connect","Stopped","EOF"
2021-08-11 11:37:00,24.75,437, , , , , 
2021-08-11 11:38:00,24.75,410, , , , , 
2021-08-11 11:39:00,24.58,394, , , , , 
2021-08-11 11:40:00,24.41,395, , , , , 
2021-08-11 11:41:00,24.49,321, , , , , 
2021-08-11 11:42:00,24.54,251, , , , , 
2021-08-11 11:43:00,24.41,350, , , , , 
2021-08-11 11:44:00,24.19,345, , , , , 
2021-08-11 11:45:00,24.02,347, , , , , 
2021-08-11 11:46:00,23.89,231, , , , , 
2021-08-11 11:47:00,23.76,203, , , , , 
2021-08-11 11:48:00,23.94,179, , , , , 
2021-08-11 11:49:00,23.85,177, , , , , 
2021-08-11 11:50:00,23.68,298, , , , , 
2021-08-11 11:51:00,23.59,313, , , , , 
2021-08-11 11:52:00,23.46,310, , , , , 
2021-08-11 11:53:00,23.38,306, , , , , 
2021-08-11 11:54:00,23.29,304, , , , , 
2021-08-11 11:55:00,23.21,246, , , , , 
2021-08-11 11:56:00,23.16,260, , , , , 
2021-08-11 11:57:00,23.08,262, , , , , 
2021-08-11 11:58:00,25.18,"15,299", , , , , 
2021-08-11 11:59:00,24.97,674, , , , , 
2021-08-11 12:00:00,25.44,863, , , , , 
2021-08-11 12:01:00,25.74,572, , , , , 
2021-08-11 12:02:00,26.12,177, , , , , 
2021-08-11 12:03:00,26.42,118, , , , , 
2021-08-11 12:04:00,26.68,744, , , , , 
2021-08-11 12:05:00,27.02,316, , , , , 
2021-08-11 12:06:00,27.37,"1,504", , , , , 
2021-08-11 12:07:00,27.67,867, , , , , 
2021-08-11 12:08:00,27.97,"1,140", , , , , 
2021-08-11 12:09:00,28.14,738, , , , , 
2021-08-11 12:10:00,28.23,271, , , , , 
2021-08-11 12:11:00,28.23,196, , , , , 
2021-08-11 12:12:00,28.18,817, , , , , 
2021-08-11 12:13:00,28.05,90, , , , , 
2021-08-11 12:14:00,28.10,"1,312", , , , , 
2021-08-11 12:15:00,28.27,346, , , , , 
2021-08-11 12:16:00,28.70,278, , , , , 
2021-08-11 12:17:00,28.70,488, , , , , 
2021-08-11 12:18:00,28.70,327, , , , , 
2021-08-11 12:19:00,28.78,326, , , , , 
2021-08-11 12:20:00,28.87,"1,049", , , , , 
2021-08-11 12:21:00,28.78,312, , , , , 
2021-08-11 12:22:00,28.83,195, , , , , 
2021-08-11 12:23:00,29.00,511, , , , , 
2021-08-11 12:24:00,29.13,812, , , , , 
