date,TempInSitu,AbsPressure,Depth,LoggerID
2022-08-15T13:00:00Z,26.879,106.975,1.298,WL_876_Varari_20220728
2022-08-15T13:02:00Z,26.879,106.992,1.304,WL_876_Varari_20220728
2022-08-15T13:04:00Z,26.879,106.751,1.223,WL_876_Varari_20220728
2022-08-15T13:06:00Z,26.879,106.992,1.304,WL_876_Varari_20220728
2022-08-15T13:08:00Z,26.879,107.079,1.333,WL_876_Varari_20220728
2022-08-15T13:10:00Z,26.879,106.906,1.275,WL_876_Varari_20220728
2022-08-15T13:12:00Z,26.879,106.855,1.258,WL_876_Varari_20220728
2022-08-15T13:14:00Z,26.879,107.372,1.431,WL_876_Varari_20220728
2022-08-15T13:16:00Z,26.879,107.113,1.344,WL_876_Varari_20220728
2022-08-15T13:18:00Z,26.879,107.13,1.35,WL_876_Varari_20220728
2022-08-15T13:20:00Z,26.879,107.147,1.356,WL_876_Varari_20220728
2022-08-15T13:22:00Z,26.879,107.492,1.472,WL_876_Varari_20220728
2022-08-15T13:24:00Z,26.781,107.438,1.452,WL_876_Varari_20220728
2022-08-15T13:26:00Z,26.781,107.197,1.371,WL_876_Varari_20220728
2022-08-15T13:28:00Z,26.781,107.231,1.383,WL_876_Varari_20220728
2022-08-15T13:30:00Z,26.781,107.145,1.354,WL_876_Varari_20220728
2022-08-15T13:32:00Z,26.781,107.265,1.394,WL_876_Varari_20220728
2022-08-15T13:34:00Z,26.781,107.334,1.417,WL_876_Varari_20220728
2022-08-15T13:36:00Z,26.781,107.231,1.383,WL_876_Varari_20220728
2022-08-15T13:38:00Z,26.781,107.455,1.458,WL_876_Varari_20220728
2022-08-15T13:40:00Z,26.781,107.162,1.36,WL_876_Varari_20220728
2022-08-15T13:42:00Z,26.781,107.283,1.4,WL_876_Varari_20220728
2022-08-15T13:44:00Z,26.781,106.99,1.302,WL_876_Varari_20220728
2022-08-15T13:46:00Z,26.683,107.177,1.364,WL_876_Varari_20220728
2022-08-15T13:48:00Z,26.683,107.194,1.369,WL_876_Varari_20220728
2022-08-15T13:50:00Z,26.683,107.228,1.381,WL_876_Varari_20220728
2022-08-15T13:52:00Z,26.683,107.504,1.474,WL_876_Varari_20220728
2022-08-15T13:54:00Z,26.683,107.521,1.479,WL_876_Varari_20220728
2022-08-15T13:56:00Z,26.683,107.694,1.537,WL_876_Varari_20220728
2022-08-15T13:58:00Z,26.683,107.125,1.346,WL_876_Varari_20220728
2022-08-15T14:00:00Z,26.683,106.97,1.294,WL_876_Varari_20220728
2022-08-15T14:02:00Z,26.585,107.588,1.501,WL_876_Varari_20220728
2022-08-15T14:04:00Z,26.585,107.553,1.489,WL_876_Varari_20220728
2022-08-15T14:06:00Z,26.585,107.415,1.443,WL_876_Varari_20220728
2022-08-15T14:08:00Z,26.585,107.364,1.426,WL_876_Varari_20220728
2022-08-15T14:10:00Z,26.585,107.812,1.576,WL_876_Varari_20220728
2022-08-15T14:12:00Z,26.585,107.295,1.402,WL_876_Varari_20220728
2022-08-15T14:14:00Z,26.585,107.329,1.414,WL_876_Varari_20220728
2022-08-15T14:16:00Z,26.585,107.433,1.449,WL_876_Varari_20220728
2022-08-15T14:18:00Z,26.585,107.915,1.611,WL_876_Varari_20220728
2022-08-15T14:20:00Z,26.488,107.258,1.389,WL_876_Varari_20220728
2022-08-15T14:22:00Z,26.488,107.792,1.568,WL_876_Varari_20220728
2022-08-15T14:24:00Z,26.488,107.74,1.551,WL_876_Varari_20220728
2022-08-15T14:26:00Z,26.488,107.654,1.522,WL_876_Varari_20220728
2022-08-15T14:28:00Z,26.488,107.671,1.528,WL_876_Varari_20220728
2022-08-15T14:30:00Z,26.488,107.292,1.4,WL_876_Varari_20220728
2022-08-15T14:32:00Z,26.488,107.326,1.412,WL_876_Varari_20220728
2022-08-15T14:34:00Z,26.488,107.602,1.504,WL_876_Varari_20220728
2022-08-15T14:36:00Z,26.488,107.258,1.389,WL_876_Varari_20220728
2022-08-15T14:38:00Z,26.488,107.223,1.377,WL_876_Varari_20220728
2022-08-15T14:40:00Z,26.39,107.669,1.526,WL_876_Varari_20220728
2022-08-15T14:42:00Z,26.39,107.238,1.381,WL_876_Varari_20220728
2022-08-15T14:44:00Z,26.39,107.238,1.381,WL_876_Varari_20220728
2022-08-15T14:46:00Z,26.39,107.462,1.456,WL_876_Varari_20220728
2022-08-15T14:48:00Z,26.39,107.427,1.445,WL_876_Varari_20220728
2022-08-15T14:50:00Z,26.39,107.152,1.352,WL_876_Varari_20220728
2022-08-15T14:52:00Z,26.39,107.496,1.468,WL_876_Varari_20220728
2022-08-15T14:54:00Z,26.39,107.444,1.45,WL_876_Varari_20220728
2022-08-15T14:56:00Z,26.39,107.41,1.439,WL_876_Varari_20220728
2022-08-15T14:58:00Z,26.39,107.531,1.48,WL_876_Varari_20220728
2022-08-15T15:00:00Z,26.39,107.358,1.422,WL_876_Varari_20220728
2022-08-15T15:02:00Z,26.39,107.427,1.445,WL_876_Varari_20220728
2022-08-15T15:04:00Z,26.292,107.631,1.512,WL_876_Varari_20220728
2022-08-15T15:06:00Z,26.292,107.425,1.443,WL_876_Varari_20220728
2022-08-15T15:08:00Z,26.292,107.028,1.31,WL_876_Varari_20220728
2022-08-15T15:10:00Z,26.292,107.7,1.535,WL_876_Varari_20220728
2022-08-15T15:12:00Z,26.292,107.235,1.379,WL_876_Varari_20220728
2022-08-15T15:14:00Z,26.292,107.235,1.379,WL_876_Varari_20220728
2022-08-15T15:16:00Z,26.292,107.614,1.507,WL_876_Varari_20220728
2022-08-15T15:18:00Z,26.292,107.166,1.356,WL_876_Varari_20220728
2022-08-15T15:20:00Z,26.292,107.338,1.414,WL_876_Varari_20220728
2022-08-15T15:22:00Z,26.292,107.649,1.518,WL_876_Varari_20220728
2022-08-15T15:24:00Z,26.292,107.183,1.362,WL_876_Varari_20220728
2022-08-15T15:26:00Z,26.292,107.528,1.478,WL_876_Varari_20220728
2022-08-15T15:28:00Z,26.292,107.39,1.431,WL_876_Varari_20220728
2022-08-15T15:30:00Z,26.292,107.58,1.495,WL_876_Varari_20220728
2022-08-15T15:32:00Z,26.292,107.252,1.385,WL_876_Varari_20220728
2022-08-15T15:34:00Z,26.292,107.494,1.466,WL_876_Varari_20220728
2022-08-15T15:36:00Z,26.292,107.166,1.356,WL_876_Varari_20220728
2022-08-15T15:38:00Z,26.292,107.373,1.426,WL_876_Varari_20220728
2022-08-15T15:40:00Z,26.292,107.39,1.431,WL_876_Varari_20220728
2022-08-15T15:42:00Z,26.292,107.338,1.414,WL_876_Varari_20220728
2022-08-15T15:44:00Z,26.292,107.528,1.478,WL_876_Varari_20220728
2022-08-15T15:46:00Z,26.292,107.373,1.426,WL_876_Varari_20220728
2022-08-15T15:48:00Z,26.292,107.27,1.391,WL_876_Varari_20220728
2022-08-15T15:50:00Z,26.292,107.235,1.379,WL_876_Varari_20220728
2022-08-15T15:52:00Z,26.195,107.525,1.476,WL_876_Varari_20220728
2022-08-15T15:54:00Z,26.195,107.37,1.424,WL_876_Varari_20220728
2022-08-15T15:56:00Z,26.195,107.732,1.545,WL_876_Varari_20220728
2022-08-15T15:58:00Z,26.195,107.181,1.36,WL_876_Varari_20220728
2022-08-15T16:00:00Z,26.195,107.525,1.476,WL_876_Varari_20220728
2022-08-15T16:02:00Z,26.195,106.991,1.296,WL_876_Varari_20220728
2022-08-15T16:04:00Z,26.195,107.388,1.43,WL_876_Varari_20220728
2022-08-15T16:06:00Z,26.195,107.663,1.522,WL_876_Varari_20220728
2022-08-15T16:08:00Z,26.195,107.319,1.407,WL_876_Varari_20220728
2022-08-15T16:10:00Z,26.195,107.37,1.424,WL_876_Varari_20220728
2022-08-15T16:12:00Z,26.195,107.284,1.395,WL_876_Varari_20220728
2022-08-15T16:14:00Z,26.195,107.146,1.348,WL_876_Varari_20220728
2022-08-15T16:16:00Z,26.195,107.043,1.314,WL_876_Varari_20220728
2022-08-15T16:18:00Z,26.195,107.284,1.395,WL_876_Varari_20220728
2022-08-15T16:20:00Z,26.195,107.232,1.377,WL_876_Varari_20220728
2022-08-15T16:22:00Z,26.097,107.058,1.318,WL_876_Varari_20220728
2022-08-15T16:24:00Z,26.097,107.402,1.433,WL_876_Varari_20220728
2022-08-15T16:26:00Z,26.097,107.023,1.306,WL_876_Varari_20220728
2022-08-15T16:28:00Z,26.097,107.195,1.364,WL_876_Varari_20220728
2022-08-15T16:30:00Z,26.097,106.885,1.26,WL_876_Varari_20220728
2022-08-15T16:32:00Z,26.097,106.937,1.277,WL_876_Varari_20220728
2022-08-15T16:34:00Z,26.097,107.023,1.306,WL_876_Varari_20220728
2022-08-15T16:36:00Z,26.097,106.782,1.225,WL_876_Varari_20220728
2022-08-15T16:38:00Z,26.097,107.247,1.381,WL_876_Varari_20220728
2022-08-15T16:40:00Z,26.097,106.902,1.266,WL_876_Varari_20220728
2022-08-15T16:42:00Z,26.097,107.058,1.318,WL_876_Varari_20220728
2022-08-15T16:44:00Z,26.097,107.006,1.3,WL_876_Varari_20220728
2022-08-15T16:46:00Z,26.097,107.661,1.52,WL_876_Varari_20220728
