date,DO_mg_L,Temperature
2022-08-15T13:02:00Z,9.843,26.809
2022-08-15T13:04:00Z,9.831,26.826
2022-08-15T13:06:00Z,9.827,26.818
2022-08-15T13:08:00Z,9.841,26.818
2022-08-15T13:10:00Z,9.815,26.809
2022-08-15T13:12:00Z,9.762,26.801
2022-08-15T13:14:00Z,9.788,26.809
2022-08-15T13:16:00Z,9.686,26.801
2022-08-15T13:18:00Z,9.669,26.792
2022-08-15T13:20:00Z,9.643,26.792
2022-08-15T13:22:00Z,9.577,26.792
2022-08-15T13:24:00Z,9.57,26.784
2022-08-15T13:26:00Z,9.514,26.775
2022-08-15T13:28:00Z,9.483,26.75
2022-08-15T13:30:00Z,9.46,26.758
2022-08-15T13:32:00Z,9.383,26.775
2022-08-15T13:34:00Z,9.343,26.741
2022-08-15T13:36:00Z,9.352,26.733
2022-08-15T13:38:00Z,9.309,26.716
2022-08-15T13:40:00Z,9.294,26.733
2022-08-15T13:42:00Z,9.257,26.716
2022-08-15T13:44:00Z,9.246,26.699
2022-08-15T13:46:00Z,9.224,26.674
2022-08-15T13:48:00Z,9.219,26.674
2022-08-15T13:50:00Z,9.163,26.665
2022-08-15T13:52:00Z,9.108,26.665
2022-08-15T13:54:00Z,9.058,26.64
2022-08-15T13:56:00Z,9.019,26.64
2022-08-15T13:58:00Z,9.032,26.614
2022-08-15T14:00:00Z,8.966,26.623
2022-08-15T14:02:00Z,8.868,26.564
2022-08-15T14:04:00Z,8.819,26.572
2022-08-15T14:06:00Z,8.756,26.547
2022-08-15T14:08:00Z,8.766,26.53
2022-08-15T14:10:00Z,8.721,26.547
2022-08-15T14:12:00Z,8.703,26.521
2022-08-15T14:14:00Z,8.685,26.513
2022-08-15T14:16:00Z,8.654,26.513
2022-08-15T14:18:00Z,8.636,26.496
2022-08-15T14:20:00Z,8.608,26.487
2022-08-15T14:22:00Z,8.575,26.471
2022-08-15T14:24:00Z,8.564,26.471
2022-08-15T14:26:00Z,8.525,26.445
2022-08-15T14:28:00Z,8.492,26.437
2022-08-15T14:30:00Z,8.467,26.428
2022-08-15T14:32:00Z,8.439,26.42
2022-08-15T14:34:00Z,8.418,26.428
2022-08-15T14:36:00Z,8.401,26.394
2022-08-15T14:38:00Z,8.395,26.378
2022-08-15T14:40:00Z,8.366,26.386
2022-08-15T14:42:00Z,8.351,26.378
