TrisCalDate,date,TempInSitu,pH_NBS,mV,pH_total,mVTris
2021-10-28,2021-08-08T18:40:00Z,27.64,8.2,-84.1,7.889589039814072,-91.26980451858088
2021-10-28,2021-08-08T18:41:00Z,27.69,8.2,-84.24,7.891423366404747,-91.20964695885858
2021-10-28,2021-08-08T18:42:00Z,27.72,8.2,-84.11,7.888938955379928,-91.1735524230252
2021-10-28,2021-08-08T18:43:00Z,27.72,8.2,-84.14,7.889441475353515,-91.1735524230252
2021-10-28,2021-08-08T18:44:00Z,27.74,8.2,-84.03,7.8873945902987606,-91.14948939913629
2021-10-28,2021-08-08T18:45:00Z,27.74,8.2,-83.91,7.885384644013364,-91.14948939913629
2021-10-28,2021-08-08T18:46:00Z,27.74,8.2,-83.94,7.885887130584713,-91.14948939913629
2021-10-28,2021-08-08T18:47:00Z,27.72,8.2,-83.86,7.884751288933365,-91.1735524230252
2021-10-28,2021-08-08T18:48:00Z,27.72,8.2,-83.78,7.883411235670465,-91.1735524230252
2021-10-28,2021-08-08T18:49:00Z,27.74,8.2,-83.71,7.882034733537702,-91.14948939913629
2021-10-28,2021-08-08T18:50:00Z,27.74,8.2,-83.85,7.884379670870665,-91.14948939913629
2021-10-28,2021-08-08T18:51:00Z,27.74,8.19,-83.64,7.8808622648712205,-91.14948939913629
2021-10-28,2021-08-08T18:52:00Z,27.74,8.2,-83.69,7.881699742490135,-91.14948939913629
2021-10-28,2021-08-08T18:53:00Z,27.76,8.19,-83.5,7.878313608906424,-91.12542637524737
2021-10-28,2021-08-08T18:54:00Z,27.74,8.19,-83.46,7.877847345443125,-91.14948939913629
2021-10-28,2021-08-08T18:55:00Z,27.76,8.19,-83.39,7.876471280603404,-91.12542637524737
2021-10-28,2021-08-08T18:56:00Z,27.74,8.19,-83.38,7.87650738125286,-91.14948939913629
2021-10-28,2021-08-08T18:57:00Z,27.74,8.19,-83.33,7.875669903633945,-91.14948939913629
2021-10-28,2021-08-08T18:58:00Z,27.74,8.19,-83.21,7.873659957348547,-91.14948939913629
2021-10-28,2021-08-08T18:59:00Z,27.76,8.19,-83.16,7.872619139606178,-91.12542637524737
2021-10-28,2021-08-08T19:00:00Z,27.74,8.19,-83.13,7.872319993158283,-91.14948939913629
2021-10-28,2021-08-08T19:01:00Z,27.74,8.19,-83.19,7.873324966300982,-91.14948939913629
2021-10-28,2021-08-08T19:02:00Z,27.74,8.19,-83.35,7.876004894681511,-91.14948939913629
2021-10-28,2021-08-08T19:03:00Z,27.74,8.18,-83.1,7.871817506586933,-91.14948939913629
2021-10-28,2021-08-08T19:04:00Z,27.74,8.18,-83,7.870142551349103,-91.14948939913629
2021-10-28,2021-08-08T19:05:00Z,27.74,8.18,-83.05,7.8709800289680185,-91.14948939913629
2021-10-28,2021-08-08T19:06:00Z,27.74,8.18,-82.92,7.8688025871588385,-91.14948939913629
2021-10-28,2021-08-08T19:07:00Z,27.74,8.18,-82.82,7.867127631921007,-91.14948939913629
2021-10-28,2021-08-08T19:08:00Z,27.74,8.18,-82.86,7.86779761401614,-91.14948939913629
2021-10-28,2021-08-08T19:09:00Z,27.74,8.18,-82.94,7.869137578206404,-91.14948939913629
2021-10-28,2021-08-08T19:10:00Z,27.76,8.18,-82.83,7.867092154697115,-91.12542637524737
2021-10-28,2021-08-08T19:11:00Z,27.74,8.18,-82.94,7.869137578206404,-91.14948939913629
2021-10-28,2021-08-08T19:12:00Z,27.76,8.18,-83.08,7.8712792644767084,-91.12542637524737
2021-10-28,2021-08-08T19:13:00Z,27.76,8.19,-83.25,7.874126499126832,-91.12542637524737
2021-10-28,2021-08-08T19:14:00Z,27.76,8.18,-82.74,7.865584795176462,-91.12542637524737
2021-10-28,2021-08-08T19:15:00Z,27.74,8.18,-82.82,7.867127631921007,-91.14948939913629
2021-10-28,2021-08-08T19:16:00Z,27.74,8.18,-82.85,7.8676301184923565,-91.14948939913629
2021-10-28,2021-08-08T19:17:00Z,27.74,8.18,-82.72,7.8654526766831765,-91.14948939913629
