date,PAR,Temperature
2021-08-08T12:47:00Z,220.47581,27.77
2021-08-08T12:48:00Z,211.21084,27.787
2021-08-08T12:49:00Z,211.28206,27.787
2021-08-08T12:50:00Z,201.73529,27.779
2021-08-08T12:51:00Z,194.76488,27.787
2021-08-08T12:52:00Z,206.40494,27.795
2021-08-08T12:53:00Z,258.39038,27.787
2021-08-08T12:54:00Z,265.77264,27.803
2021-08-08T12:55:00Z,231.33863,27.82
2021-08-08T12:56:00Z,231.98272,27.82
2021-08-08T12:57:00Z,232.75686,27.82
2021-08-08T12:58:00Z,242.508,27.828
2021-08-08T12:59:00Z,305.78359,27.828
2021-08-08T13:00:00Z,296.2585,27.844
2021-08-08T13:01:00Z,286.60955,27.836
2021-08-08T13:02:00Z,307.35356,27.861
2021-08-08T13:03:00Z,351.71212,27.836
2021-08-08T13:04:00Z,424.47563,27.853
2021-08-08T13:05:00Z,279.95189,27.836
2021-08-08T13:06:00Z,255.32476,27.861
2021-08-08T13:07:00Z,275.11193,27.877
2021-08-08T13:08:00Z,281.69217,27.894
2021-08-08T13:09:00Z,285.60625,27.894
2021-08-08T13:10:00Z,304.50161,27.902
2021-08-08T13:11:00Z,274.46475,27.91
2021-08-08T13:12:00Z,254.68067,27.918
2021-08-08T13:13:00Z,184.09405,27.91
2021-08-08T13:14:00Z,161.33726,27.918
2021-08-08T13:15:00Z,145.47347,27.918
2021-08-08T13:16:00Z,240.49213,27.927
2021-08-08T13:17:00Z,293.64808,27.935
2021-08-08T13:18:00Z,172.73579,27.943
2021-08-08T13:19:00Z,180.58872,27.959
2021-08-08T13:20:00Z,169.17781,27.959
2021-08-08T13:21:00Z,167.12168,27.951
2021-08-08T13:22:00Z,152.8712,27.968
2021-08-08T13:23:00Z,146.26,27.984
2021-08-08T13:24:00Z,151.86791,27.984
2021-08-08T13:25:00Z,153.83114,27.984
2021-08-08T13:26:00Z,165.53933,27.984
2021-08-08T13:27:00Z,150.29485,28.009
