Location,lat,lon,CowTagID,Top_Plate_ID,Bottom_Plate_ID,Jamie_Plate_ID,Plate_Seep,Date,Time,DateTime,Tide,Day_Night,Salinity,Temperature,TA,pH,Phosphate_umolL,Silicate_umolL,NN_umolL,Ammonia_umolL
Cabral,-17.51697499,-149.913111,C3,C3,C23,NA,Plate,2021-08-09,07:00:00,2021-08-09T07:00:00Z,Low,Day,36.12,26.69,2335.44423,7.879182494950468,0.28,5.39,0.69,0.37
Cabral,-17.51697499,-149.913111,C3,C3,C23,NA,Plate,2021-08-09,13:00:00,2021-08-09T13:00:00Z,High,Day,36.24,27.55,2314.332404,8.062270565821231,0.21,2.72,0.66,0.19
Cabral,-17.51697499,-149.913111,C3,C3,C23,NA,Plate,2021-08-09,01:10:00,2021-08-09T01:10:00Z,High,Night,36.17,27.44,2334.438397,7.968860657130891,0.19,2.92,0.38,0.02
Cabral,-17.51697499,-149.913111,C3,C3,C23,NA,Plate,2021-08-09,19:00:00,2021-08-09T19:00:00Z,Low,Night,36.12,27.62,2305.413099,7.987080993323959,0.19,2.03,0.72,0.02
Cabral,-17.51679302,-149.912772,C4,C4,C24,NA,Plate,2021-08-09,07:00:00,2021-08-09T07:00:00Z,Low,Day,36.02,27.27,2290.254944,7.8839640863642755,0.22,8.33,0.25,0.47
Cabral,-17.51679302,-149.912772,C4,C4,C24,NA,Plate,2021-08-09,13:00:00,2021-08-09T13:00:00Z,High,Day,36.21,28.5,2308.999155,8.033182022650154,0.2,4.53,0.32,0.22
Cabral,-17.51679302,-149.912772,C4,C4,C24,NA,Plate,2021-08-09,01:10:00,2021-08-09T01:10:00Z,High,Night,36.04,28.22,2332.179498,7.9710175659975215,0.2,5.05,0.52,0.03
Cabral,-17.51679302,-149.912772,C4,C4,C24,NA,Plate,2021-08-09,19:00:00,2021-08-09T19:00:00Z,Low,Night,36.08,28.54,2288.776312,8.01090946332048,0.12,2.54,0.06,0.03
Cabral,-17.51659596,-149.912877,C5,C5,C25,NA,Plate,2021-08-09,07:00:00,2021-08-09T07:00:00Z,Low,Day,36.08,26.35,2297.262529,7.937665264500199,0.23,8.28,0.4,0.42
Cabral,-17.51659596,-149.912877,C5,C5,C25,NA,Plate,2021-08-09,13:00:00,2021-08-09T13:00:00Z,High,Day,36.34,27.6,2318.556808,8.061787689678017,0.2,4.61,0.37,0.21
Cabral,-17.51659596,-149.912877,C5,C5,C25,NA,Plate,2021-08-09,01:10:00,2021-08-09T01:10:00Z,High,Night,36.23,27.36,2338.53947,7.99910912956851,0.17,4.63,0.12,0.02
Cabral,-17.51659596,-149.912877,C5,C5,C25,NA,Plate,2021-08-09,19:00:00,2021-08-09T19:00:00Z,Low,Night,35.81,27.54,2295.946839,8.026066019956403,0.11,2.86,0.03,0.02
Cabral,-17.51653796,-149.913134,C6,C6,C26,NA,Plate,2021-08-09,07:00:00,2021-08-09T07:00:00Z,Low,Day,36.43,27.28,2339.371618,8.011378803034168,0.21,1.91,0.44,0.26
Cabral,-17.51653796,-149.913134,C6,C6,C26,NA,Plate,2021-08-09,13:00:00,2021-08-09T13:00:00Z,High,Day,36.38,27.36,2354.2844919999998,8.047546081360615,0.21,1.32,0.5,0.22
Cabral,-17.51653796,-149.913134,C6,C6,C26,NA,Plate,2021-08-09,01:10:00,2021-08-09T01:10:00Z,High,Night,36.27,27.33,2349.526066,8.032834586367006,0.14,1.63,0.04,0.02
Cabral,-17.51653796,-149.913134,C6,C6,C26,NA,Plate,2021-08-09,19:00:00,2021-08-09T19:00:00Z,Low,Night,36.17,27.55,2314.273847,8.039278074075257,0.07,1.3,0.03,0.02
Cabral,-17.51630402,-149.913229,C7,C7,C27,NA,Plate,2021-08-10,07:00:00,2021-08-10T07:00:00Z,Low,Day,36.26,27.17,2355.022306,8.000088286726095,0.22,2.38,0.61,0.29
Cabral,-17.51630402,-149.913229,C7,C7,C27,NA,Plate,2021-08-09,13:00:00,2021-08-09T13:00:00Z,High,Day,36.27,27.43,2326.879723,8.061058743034117,0.18,1.53,0.42,0.21
Cabral,-17.51632397,-149.91291,C8,C8,C28,NA,Plate,2021-08-09,07:00:00,2021-08-09T07:00:00Z,Low,Day,36.2,27.25,2335.325393,7.946532623709704,0.23,6.2,0.44,0.35
Cabral,-17.51632397,-149.91291,C8,C8,C28,NA,Plate,2021-08-09,13:00:00,2021-08-09T13:00:00Z,High,Day,36.18,27.72,2328.092245,8.066411276820133,0.21,3.79,0.41,0.16
Cabral,-17.51632397,-149.91291,C8,C8,C28,NA,Plate,2021-08-09,01:10:00,2021-08-09T01:10:00Z,High,Night,36.17,27.54,2340.849593,7.98253630121407,0.17,4.38,0.31,0.08
Cabral,-17.51632397,-149.91291,C8,C8,C28,NA,Plate,2021-08-09,19:00:00,2021-08-09T19:00:00Z,Low,Night,35.98,27.76,2312.706907,8.00346112812772,0.18,2.75,0.34,0.02
Cabral,-17.51639103,-149.913111,C9,C9,C29,NA,Plate,2021-08-09,07:00:00,2021-08-09T07:00:00Z,Low,Day,36.23,27.18,2346.880489,7.994241449702336,0.25,5.46,0.7,0.4
Cabral,-17.51639103,-149.913111,C9,C9,C29,NA,Plate,2021-08-09,13:00:00,2021-08-09T13:00:00Z,High,Day,36.27,27.53,2339.634365,8.067013302212128,0.2,1.75,0.39,0.22
Cabral,-17.51639103,-149.913111,C9,C9,C29,NA,Plate,2021-08-09,01:10:00,2021-08-09T01:10:00Z,High,Night,36.25,27.41,2342.010526,8.005533998819887,0.19,3.4,0.32,0.03
Cabral,-17.51639103,-149.913111,C9,C9,C29,NA,Plate,2021-08-09,19:00:00,2021-08-09T19:00:00Z,Low,Night,36.25,27.62,2306.082345,8.035174927824528,0.18,1.84,0.49,0.02
Cabral,-17.51588602,-149.912912,C10,C10,C30,NA,Plate,2021-08-09,07:00:00,2021-08-09T07:00:00Z,Low,Day,36.21,27.17,2312.219741,7.907887673734173,0.24,6.79,0.31,0.32
Cabral,-17.51588602,-149.912912,C10,C10,C30,NA,Plate,2021-08-09,13:00:00,2021-08-09T13:00:00Z,High,Day,36.24,27.79,2316.020239,8.064818327258555,0.2,3.79,0.38,0.18
Cabral,-17.51588602,-149.912912,C10,C10,C30,NA,Plate,2021-08-09,01:10:00,2021-08-09T01:10:00Z,High,Night,36.19,27.6,2351.076783,7.964058219006616,0.23,4.62,0.49,0.31
Cabral,-17.51588602,-149.912912,C10,C10,C30,NA,Plate,2021-08-09,19:00:00,2021-08-09T19:00:00Z,Low,Night,36.04,27.9,2290.405857,8.001579844829882,0.17,3.33,0.36,0.32
Cabral,-17.51598098,-149.913194,C11,C11,C31,NA,Plate,2021-08-09,07:00:00,2021-08-09T07:00:00Z,Low,Day,36.28,27.62,2326.856393,7.971520079523117,0.24,3.62,0.7,0.36
Cabral,-17.51598098,-149.913194,C11,C11,C31,NA,Plate,2021-08-09,13:00:00,2021-08-09T13:00:00Z,High,Day,36.27,27.88,2321.585477,8.052662388801982,0.2,2.31,0.53,0.18
Cabral,-17.51598098,-149.913194,C11,C11,C31,NA,Plate,2021-08-09,01:10:00,2021-08-09T01:10:00Z,High,Night,36.25,27.84,2333.809095,7.991040836199773,0.22,3.24,0.57,0.05
Cabral,-17.51598098,-149.913194,C11,C11,C31,NA,Plate,2021-08-09,19:00:00,2021-08-09T19:00:00Z,Low,Night,36.17,28.02,2333.475013,8.017421568030553,0.17,1.93,0.38,0.02
Cabral,-17.51595701,-149.913303,C12,C12,C32,NA,Plate,2021-08-09,07:00:00,2021-08-09T07:00:00Z,Low,Day,36.19,27.19,2358.511584,7.988083475254353,0.25,4.12,1.02,0.28
Cabral,-17.51595701,-149.913303,C12,C12,C32,NA,Plate,2021-08-09,13:00:00,2021-08-09T13:00:00Z,High,Day,36.33,27.47,2352.554931,8.058770494334915,0.21,1.86,0.62,0.23
Cabral,-17.51595701,-149.913303,C12,C12,C32,NA,Plate,2021-08-09,01:10:00,2021-08-09T01:10:00Z,High,Night,36.26,27.46,2358.438339,7.988238799890631,0.21,4.61,0.67,0.14
Cabral,-17.51595701,-149.913303,C12,C12,C32,NA,Plate,2021-08-09,19:00:00,2021-08-09T19:00:00Z,Low,Night,NA,NA,NA,NA,0.15,2.02,0.24,0.02
Cabral,-17.51557102,-149.913136,C13,C13,C33,NA,Plate,2021-08-09,07:00:00,2021-08-09T07:00:00Z,Low,Day,36.25,26.62,2307.644199,7.8600557388525765,0.29,5.63,0.74,0.48
Cabral,-17.51557102,-149.913136,C13,C13,C33,NA,Plate,2021-08-09,13:00:00,2021-08-09T13:00:00Z,High,Day,36.12,27.6,2257.212691,8.06903147547531,0.23,6.18,0.58,0.3
Cabral,-17.51557102,-149.913136,C13,C13,C33,NA,Plate,2021-08-09,01:10:00,2021-08-09T01:10:00Z,High,Night,36.23,27.37,2332.698308,7.929319206135468,0.2,4.41,0.44,0.02
Cabral,-17.51557102,-149.913136,C13,C13,C33,NA,Plate,2021-08-09,19:00:00,2021-08-09T19:00:00Z,Low,Night,35.3,27.54,2245.939872,7.9612048190122,0.22,5.71,0.75,0.02
Cabral,-17.51652597,-149.913031,C14,C14,C34,NA,Plate,2021-08-10,07:00:00,2021-08-10T07:00:00Z,Low,Day,36.11,26.76,2306.582317,7.907338429467821,0.23,2.51,0.58,0.34
Cabral,-17.51652597,-149.913031,C14,C14,C34,NA,Plate,2021-08-09,13:00:00,2021-08-09T13:00:00Z,High,Day,36.28,27.77,2289.657979,8.059178131997943,0.2,1.74,0.41,0.27
Cabral,-17.51721597,-149.913056,C15,C15,C35,NA,Plate,2021-08-10,07:00:00,2021-08-10T07:00:00Z,Low,Day,36.21,26.78,2292.997625,7.919873490713149,0.23,2.11,0.68,0.24
Cabral,-17.51721597,-149.913056,C15,C15,C35,NA,Plate,2021-08-09,13:00:00,2021-08-09T13:00:00Z,High,Day,36.26,27.45,2307.477973,8.079881880316023,0.19,2.39,0.55,0.2
Cabral,-17.51723299,-149.912976,C16,C16,C36,NA,Plate,2021-08-09,07:00:00,2021-08-09T07:00:00Z,Low,Day,35.89,26.73,2316.467349,7.868374823171541,0.21,8.53,0.32,1.01
Cabral,-17.51723299,-149.912976,C16,C16,C36,NA,Plate,2021-08-09,13:00:00,2021-08-09T13:00:00Z,High,Day,36.19,27.61,2317.184011,8.082047750802216,0.21,3.37,0.43,0.19
Cabral,-17.51723299,-149.912976,C16,C16,C36,NA,Plate,2021-08-09,01:10:00,2021-08-09T01:10:00Z,High,Night,36.19,27.4,2352.743261,7.961674592606465,0.18,3.2,0.3,0.02
Cabral,-17.51723299,-149.912976,C16,C16,C36,NA,Plate,2021-08-09,19:00:00,2021-08-09T19:00:00Z,Low,Night,35.96,27.66,2276.492556,8.001619100021815,0.18,2.25,0.53,0.07
Cabral,-17.51721203,-149.912771,C17,C17,C37,NA,Plate,2021-08-09,07:00:00,2021-08-09T07:00:00Z,Low,Day,36,26.57,2347.220464,7.884462456374852,0.26,8.92,0.35,0.51
Cabral,-17.51721203,-149.912771,C17,C17,C37,NA,Plate,2021-08-09,13:00:00,2021-08-09T13:00:00Z,High,Day,36.16,27.62,2305.71045,8.077316533782874,0.2,5.5,0.42,0.23
Cabral,-17.51721203,-149.912771,C17,C17,C37,NA,Plate,2021-08-09,01:10:00,2021-08-09T01:10:00Z,High,Night,36.22,27.26,2316.399031,7.987910011429753,0.21,5.21,0.36,0.07
Cabral,-17.51721203,-149.912771,C17,C17,C37,NA,Plate,2021-08-09,19:00:00,2021-08-09T19:00:00Z,Low,Night,36.1,27.73,2263.189772,8.013564246549592,0.12,4.02,0.09,0.02
Cabral,-17.51757103,-149.912982,C18,C18,C38,NA,Plate,2021-08-09,07:00:00,2021-08-09T07:00:00Z,Low,Day,36.26,26.89,2304.675049,8.009122605105691,0.23,4.33,0.68,0.45
Cabral,-17.51757103,-149.912982,C18,C18,C38,NA,Plate,2021-08-09,13:00:00,2021-08-09T13:00:00Z,High,Day,36.36,27.56,2358.186363,8.040245291237161,0.21,2.53,0.57,0.19
Cabral,-17.51757103,-149.912982,C18,C18,C38,NA,Plate,2021-08-09,01:10:00,2021-08-09T01:10:00Z,High,Night,36.39,27.51,2331.225606,7.982638123211324,0.2,1.62,0.6,0.08
Cabral,-17.51757103,-149.912982,C18,C18,C38,NA,Plate,2021-08-09,19:00:00,2021-08-09T19:00:00Z,Low,Night,35.99,27.7,2311.484276,8.004601707150746,0.17,1.88,0.43,0.02
Cabral,-17.51770397,-149.912893,C19,C19,C39,NA,Plate,2021-08-09,07:00:00,2021-08-09T07:00:00Z,Low,Day,36.22,26.95,2340.570692,7.998064462877581,0.24,3.88,0.67,0.39
Cabral,-17.51770397,-149.912893,C19,C19,C39,NA,Plate,2021-08-09,13:00:00,2021-08-09T13:00:00Z,High,Day,36.36,27.56,2377.895232,8.03867834012097,0.21,2.5,0.69,0.29
Cabral,-17.51770397,-149.912893,C19,C19,C39,NA,Plate,2021-08-09,01:10:00,2021-08-09T01:10:00Z,High,Night,36.39,27.52,2352.865808,8.020084441784967,0.21,1.51,0.57,0.12
Cabral,-17.51770397,-149.912893,C19,C19,C39,NA,Plate,2021-08-09,19:00:00,2021-08-09T19:00:00Z,Low,Night,36.13,27.66,2306.758841,7.986842728924329,0.2,2.63,0.67,0.1
Cabral,-17.51692303,-149.912724,C20,C20,C40,NA,Plate,2021-08-09,07:00:00,2021-08-09T07:00:00Z,Low,Day,36.14,26.35,2345.786101,7.884701671398237,0.2,6.38,0.2,0.45
Cabral,-17.51692303,-149.912724,C20,C20,C40,NA,Plate,2021-08-09,13:00:00,2021-08-09T13:00:00Z,High,Day,36.17,27.71,2306.803054,8.03710333739764,0.19,5.39,0.37,0.24
Cabral,-17.51692303,-149.912724,C20,C20,C40,NA,Plate,2021-08-09,01:10:00,2021-08-09T01:10:00Z,High,Night,36.03,27.4,2358.638678,7.958092697000585,0.2,5.75,0.37,0.17
Cabral,-17.51692303,-149.912724,C20,C20,C40,NA,Plate,2021-08-09,19:00:00,2021-08-09T19:00:00Z,Low,Night,36.15,27.83,2290.804761,8.018135986170341,0.22,3.01,0.66,0.09
Cabral,-17.516384,-149.912515,CSEEP,CSEEP,NA,NA,Seep,2021-08-09,07:00:00,2021-08-09T07:00:00Z,Low,Day,9.058,26.9,2131.983254,7.55211128451834,4.24,778.05,18.24,0.18
Cabral,-17.516384,-149.912515,CSEEP,CSEEP,NA,NA,Seep,2021-08-09,07:00:00,2021-08-09T07:00:00Z,Low,Day,9.073,26.9,2118.700716,7.378443839892786,4.24,778.05,18.24,0.18
Cabral,-17.516384,-149.912515,CSEEP,CSEEP,NA,NA,Seep,2021-08-09,13:00:00,2021-08-09T13:00:00Z,High,Day,35.45,27.55,2297.607256,8.082024050229636,0.36,20.18,0.74,0.11
Cabral,-17.516384,-149.912515,CSEEP,CSEEP,NA,NA,Seep,2021-08-08,19:00:00,2021-08-08T19:00:00Z,Low,Night,32.75,27.75,NA,7.879848303269894,0.65,96.36,3.72,1.75
Cabral,-17.516384,-149.912515,CSEEP,CSEEP,NA,NA,Seep,2021-08-08,22:00:00,2021-08-08T22:00:00Z,Mid,Night,35.72,27.68,2279.452864,7.90383688103914,0.21,17.29,0.58,0.04
Cabral,-17.516384,-149.912515,CSEEP,CSEEP,NA,NA,Seep,2021-08-09,01:00:00,2021-08-09T01:00:00Z,High,Night,35.76,27.28,2311.939864,7.946385921404912,0.26,8.91,0.5,0.44
Cabral,-17.516384,-149.912515,CSEEP,CSEEP,NA,NA,Seep,2021-08-09,04:00:00,2021-08-09T04:00:00Z,Mid,Night,35.12,27.15,2326.731526,7.901856337066345,0.25,13.38,0.61,0.08
Cabral,-17.516384,-149.912515,CSEEP,CSEEP,NA,NA,Seep,2021-08-09,07:00:00,2021-08-09T07:00:00Z,Low,Day,30.06,26.9,2284.325233,7.8417558422146,1.04,182.72,4.49,0.19
Cabral,-17.516384,-149.912515,CSEEP,CSEEP,NA,NA,Seep,2021-08-09,10:00:00,2021-08-09T10:00:00Z,Mid,Day,35.71,26.97,2302.3354,7.933890777882287,0.27,12.49,0.5,0.63
Cabral,-17.516384,-149.912515,CSEEP,CSEEP,NA,NA,Seep,2021-08-09,13:00:00,2021-08-09T13:00:00Z,High,Day,36.18,27.55,2319.275838,8.032462588845787,0.15,7.15,0.09,0.06
Cabral,-17.516384,-149.912515,CSEEP,CSEEP,NA,NA,Seep,2021-08-09,16:10:00,2021-08-09T16:10:00Z,Mid,Day,35.49,27.83,2278.06445,8.051979083741365,0.22,18.96,0.96,0.02
Cabral,-17.516384,-149.912515,CSEEP,CSEEP,NA,NA,Seep,2021-08-09,19:00:00,2021-08-09T19:00:00Z,Low,Night,31.23,27.55,2305.105825,7.946689752158195,0.77,142.12,3.44,0.53
Cabral,-17.516384,-149.912515,CSEEP,CSEEP,NA,NA,Seep,2021-08-09,22:20:00,2021-08-09T22:20:00Z,Mid,Night,35.54,27.42,2331.098909,7.939132009208923,0.3,16.73,0.68,0.09
Cabral,-17.516384,-149.912515,CSEEP,CSEEP,NA,NA,Seep,2021-08-10,01:20:00,2021-08-10T01:20:00Z,High,Night,35.71,26.96,2330.321073,7.913869883735586,0.2,7.14,0.27,0.05
Cabral,-17.516384,-149.912515,CSEEP,CSEEP,NA,NA,Seep,2021-08-10,04:20:00,2021-08-10T04:20:00Z,Mid,Night,35.46,26.59,2313.733001,7.868069676242692,0.17,7.44,0.26,1.48
Cabral,-17.516384,-149.912515,CSEEP,CSEEP,NA,NA,Seep,2021-08-10,07:00:00,2021-08-10T07:00:00Z,Low,Day,32.75,26.47,2306.726303,7.869193059699783,1.29,98.03,6.06,0.15
Cabral,-17.568023,-149.867636,CSPRING,CSPRING,NA,NA,Spring,2021-08-09,13:00:00,2021-08-09T13:00:00Z,High,Day,2.819,23.89,1746.199674,6.889202993144458,4.29,868.38,14.53,0.44
Varari,-17.539674,-149.900158,Varari_Well,Varari_Well,NA,NA,Well,2021-08-05,NA,NA,NA,Day,9.735,25.95,5377.549655,7.800532015269916,1.57,229.28,279.15,0.79
Varari,-17.539674,-149.900158,Varari_Well,Varari_Well,NA,NA,Well,2021-08-05,NA,NA,NA,Day,9.671,25.95,5377.936753,7.734804636711676,1.57,229.28,279.15,0.79
Varari,-17.54012598,-149.90056,V3,V3,V23,J3,Plate,2021-08-06,00:00:00,2021-08-05T00:00:00Z,High,Night,36.28,27.19,2352.580407,7.97003221213515,NA,NA,NA,NA
Varari,-17.54004803,-149.899985,V7,V7,V27,J7,Plate,2021-08-06,00:00:00,2021-08-05T00:00:00Z,High,Night,36.28,27.22,2365.074818,8.014293905156164,NA,NA,NA,NA
Varari,-17.540749,-149.899133,V13,V13,V33,J13,Plate,2021-08-05,00:00:00,2021-08-05T00:00:00Z,High,Night,36.52,27.01,2381.363434,8.049598673167862,NA,NA,NA,NA
Cabral,-17.51706904,-149.912949,C2,C2,C22,NA,Plate,2021-08-09,19:00:00,2021-08-09T19:00:00Z,Low,Night,36.01,27.64,2259.851026,7.995094939403993,NA,NA,NA,NA
