"Plot Title: CT_346_Varari"
"#","Date Time, GMT-10:00","High Range, μS/cm (LGR S/N: 20739346, SEN S/N: 20739346)","Temp, °F (LGR S/N: 20739346, SEN S/N: 20739346)"
1,03/23/22 07:40:00 AM,132.4,80.28
2,03/23/22 08:00:00 AM,122.6,81.19
3,03/23/22 08:20:00 AM,112.7,81.93
4,03/23/22 08:40:00 AM,124.1,81.91
5,03/23/22 09:00:00 AM,38811.1,83.48
6,03/23/22 09:20:00 AM,39028.5,84.40
7,03/23/22 09:40:00 AM,39116.5,84.88
8,03/23/22 10:00:00 AM,594.9,85.84
9,03/23/22 10:20:00 AM,1248.7,83.43
10,03/23/22 10:40:00 AM,38892.7,84.40
11,03/23/22 11:00:00 AM,38861.7,84.31
12,03/23/22 11:20:00 AM,38844.8,84.42
13,03/23/22 11:40:00 AM,38870.2,84.58
14,03/23/22 12:00:00 PM,38875.8,84.70
15,03/23/22 12:20:00 PM,38878.6,84.88
16,03/23/22 12:40:00 PM,38833.6,85.01
17,03/23/22 01:00:00 PM,38825.1,85.03
18,03/23/22 01:20:00 PM,38813.9,85.24
19,03/23/22 01:40:00 PM,38836.4,85.48
20,03/23/22 02:00:00 PM,38797.0,85.53
21,03/23/22 02:20:00 PM,38797.0,85.69
22,03/23/22 02:40:00 PM,38819.5,85.78
23,03/23/22 03:00:00 PM,38805.4,85.86
24,03/23/22 03:20:00 PM,38782.9,85.96
25,03/23/22 03:40:00 PM,38774.5,86.07
26,03/23/22 04:00:00 PM,38749.2,86.16
27,03/23/22 04:20:00 PM,38673.6,86.14
28,03/23/22 04:40:00 PM,38696.0,86.11
29,03/23/22 05:00:00 PM,38693.2,86.04
30,03/23/22 05:20:00 PM,38684.8,85.98
31,03/23/22 05:40:00 PM,38729.6,85.93
32,03/23/22 06:00:00 PM,38726.8,85.86
33,03/23/22 06:20:00 PM,38718.4,85.75
34,03/23/22 06:40:00 PM,38735.2,85.66
35,03/23/22 07:00:00 PM,38659.6,85.62
36,03/23/22 07:20:00 PM,38668.0,85.59
37,03/23/22 07:40:00 PM,38656.8,85.55
38,03/23/22 08:00:00 PM,38589.8,85.50
39,03/23/22 08:20:00 PM,38612.1,85.53
40,03/23/22 08:40:00 PM,38575.8,85.46
41,03/23/22 09:00:00 PM,38564.7,85.41
42,03/23/22 09:20:00 PM,38567.5,85.35
43,03/23/22 09:40:00 PM,38578.6,85.35
44,03/23/22 10:00:00 PM,38581.4,85.28
45,03/23/22 10:20:00 PM,38600.9,85.24
46,03/23/22 10:40:00 PM,38553.5,85.17
47,03/23/22 11:00:00 PM,38578.6,85.12
48,03/23/22 11:20:00 PM,38556.3,85.06
49,03/23/22 11:40:00 PM,38595.3,85.01
50,03/24/22 12:00:00 AM,38553.5,84.96
51,03/24/22 12:20:00 AM,38556.3,84.92
52,03/24/22 12:40:00 AM,38581.4,84.83
53,03/24/22 01:00:00 AM,38534.0,84.74
54,03/24/22 01:20:00 AM,38517.3,84.69
55,03/24/22 01:40:00 AM,38506.2,84.60
56,03/24/22 02:00:00 AM,38517.3,84.54
57,03/24/22 02:20:00 AM,38492.3,84.51
58,03/24/22 02:40:00 AM,38522.9,84.43
59,03/24/22 03:00:00 AM,38525.7,84.34
60,03/24/22 03:20:00 AM,38495.1,84.31
61,03/24/22 03:40:00 AM,38500.7,84.20
62,03/24/22 04:00:00 AM,38506.2,84.13
63,03/24/22 04:20:00 AM,38489.5,84.09
64,03/24/22 04:40:00 AM,38481.2,84.00
65,03/24/22 05:00:00 AM,38470.1,83.93
66,03/24/22 05:20:00 AM,38459.0,83.88
67,03/24/22 05:40:00 AM,38461.8,83.82
68,03/24/22 06:00:00 AM,38442.3,83.75
69,03/24/22 06:20:00 AM,38447.9,83.71
70,03/24/22 06:40:00 AM,38375.8,83.71
71,03/24/22 07:00:00 AM,38353.7,83.71
72,03/24/22 07:20:00 AM,38359.2,83.71
73,03/24/22 07:40:00 AM,38364.8,83.73
74,03/24/22 08:00:00 AM,38392.4,83.73
75,03/24/22 08:20:00 AM,38367.5,83.73
76,03/24/22 08:40:00 AM,38384.1,83.75
77,03/24/22 09:00:00 AM,38373.1,83.86
78,03/24/22 09:20:00 AM,38356.5,83.91
79,03/24/22 09:40:00 AM,38362.0,83.93
80,03/24/22 10:00:00 AM,38422.9,84.11
81,03/24/22 10:20:00 AM,38409.1,84.31
82,03/24/22 10:40:00 AM,38434.0,84.49
83,03/24/22 11:00:00 AM,38442.3,84.69
84,03/24/22 11:20:00 AM,38425.7,84.81
85,03/24/22 11:40:00 AM,38467.3,84.87
86,03/24/22 12:00:00 PM,38470.1,84.87
87,03/24/22 12:20:00 PM,38445.1,84.97
88,03/24/22 12:40:00 PM,38478.4,85.03
89,03/24/22 01:00:00 PM,38503.4,85.33
90,03/24/22 01:20:00 PM,38528.5,85.57
91,03/24/22 01:40:00 PM,38548.0,85.73
