Date,CowTagID,SeepCode,Tide,Day_Night,SamplingTime,Salinity,pH,TempInSitu,TA,NN_umolL,Silicate_umolL,Ammonia_umolL,Phosphate_umolL,Notes
2022-03-21,V17,NA,High,Day,14:00:00,36.57,8.021317910894028,29.28,2329.38,0.173705965,2.562235048,0.187577982,0.152980054,2330.228
2022-03-21,V18,NA,High,Day,14:00:00,36.57,8.045124811185318,28.76,2342.017,0.110343805,1.294111968,0.164055727,0.141192746,2321.808
2022-03-21,V19,NA,High,Day,14:00:00,36.52,8.047307202028277,29.37,2327.860835,0.067080879,0.898861816,0.155294887,0.11887111,Overcast
2022-03-21,V20,NA,High,Day,14:00:00,36.59,8.033626688453257,29.4,2319.514654,0.122511503,1.364024867,0.15511487,0.147596874,used V14 TempInSitu
2022-03-21,VSEEP,E,Mid,Day,17:00:00,35.31,7.889687091764312,28.82,2365.54137,1.89989671,30.180599,0.208039943,0.756406727,NA
2022-03-21,VSEEP,F,Low,Night,20:00:00,15.12,7.106500412627895,27.14,3370.869465,18.53571555,447.2495465,0.220581145,2.3580421,NA
2022-03-21,V1,NA,Low,Night,20:00:00,36.34,7.9493192170896165,28.92,2348.50333,0.758656776,4.940658029,0.673084523,0.187228219,NA
2022-03-21,V2,NA,Low,Night,20:00:00,36.42,7.966953475527039,28.91,2340.669278,0.620575938,3.700915433,0.256344574,0.171589152,NA
2022-03-21,V3,NA,Low,Night,20:00:00,36.57,7.979633626256382,28.9,2339.816683,0.458430097,1.382714454,0.466304701,0.165463464,NA
2022-03-21,V4,NA,Low,Night,20:00:00,36.54,7.991741561149597,28.86,2338.301671,0.252300281,0.99334806,0.237262744,0.143373862,NA
2022-03-21,V5,NA,Low,Night,20:00:00,36.5,7.986013405009821,28.88,2328.668223,0.3723549,2.390567731,0.470025058,0.162771874,NA
2022-03-21,V6,NA,Low,Night,20:00:00,36.36,7.993416427635069,28.93,2342.924436,0.424090149,4.688002503,0.263965304,0.17033617,NA
2022-03-21,V7,NA,Low,Night,20:00:00,36.45,7.995342475768045,29.16,2333.671339,0.379385126,3.509866323,0.239062917,0.167690987,NA
2022-03-21,V8,NA,Low,Night,20:00:00,36.46,7.992804263137167,29.07,2338.080618,0.406694848,3.702299847,0.237502768,0.171403525,used V18 TempInSitu
2022-03-21,V9,NA,Low,Night,20:00:00,36.56,7.9959889707218945,29.1,2332.620004,0.244549007,1.543652563,0.224481519,0.148617822,NA
2022-03-21,V10,NA,Low,Night,20:00:00,36.58,8.000591151186725,29.13,2343.700088,0.185062483,0.987118198,0.215540662,0.15502195,NA
2022-03-21,V11,NA,Low,Night,20:00:00,36.37,7.993792139800097,28.88,2338.013608,0.411652058,3.202180346,0.240503055,0.173538235,NA
2022-03-21,V12,NA,Low,Night,20:00:00,36.6,7.998869090261481,28.88,2319.751901,0.25716736,0.940740334,0.203179477,0.148385788,NA
2022-03-21,V13,NA,Low,Night,20:00:00,36.55,7.994936648202239,29.15,2320.632545,0.34603662,1.252579552,0.242303228,0.157527914,NA
2022-03-21,V14,NA,Low,Night,20:00:00,36.47,8.015504621165217,29.11,2326.22,0.279610003,3.467295597,0.272426115,0.156135712,2327.468
2022-03-21,V15,NA,Low,Night,20:00:00,36.38,7.992555356919077,28.97,2326.274259,0.529273138,4.175077174,0.242183216,0.179246262,NA
2022-03-21,V16,NA,Low,Night,20:00:00,36.61,8.004468016816217,28.7,2333.326941,0.156671188,1.081950546,0.178217084,0.164999397,NA
2022-03-21,V17,NA,Low,Night,20:00:00,36.46,8.008163122390618,28.97,2325.71,0.344684654,2.725595881,0.248183791,0.149221109,2320.85
2022-03-21,V18,NA,Low,Night,20:00:00,36,7.986970707327069,29.07,2349.82,0.669156598,7.738904509,4.25986836,0.201475084,2337.933
2022-03-21,V19,NA,Low,Night,20:00:00,36.54,8.007837586941754,28.92,2320.615292,0.37666396,0.739466183,0.179777417,0.187056048,NA
2022-03-21,V20,NA,Low,Night,20:00:00,36.52,7.998593695212897,29.11,2310.803421,0.28925403,1.427015697,0.465584632,0.154279443,used V14 TempInSitu
2022-03-21,VSEEP,F2,Mid,Night,21:45:00,21.4,7.301113682338763,26.98,3064.155085,12.43864977,319.4189341,0.331291758,1.6856086240000001,Mid-low tide
2022-03-21,VSEEP,G,Mid,Night,23:00:00,35.08,7.897116715606781,27.03,2404.687973,1.503680413,23.99296133,0.302128963,0.344222177,NA
2022-03-22,VSEEP,H,High,Night,02:00:00,36.54,7.937020278726361,28.16,2348.657929,1.25825344,3.096964894,1.27110185,0.214376154,NA
2022-03-22,V1,NA,High,Night,02:00:00,36.67,7.931007768810266,28.38,2360.875128,0.333959053,1.280613933,0.298588623,0.173399014,NA
2022-03-22,V2,NA,High,Night,02:00:00,36.64,7.9319206576766925,28.43,2360.453386,0.232831964,1.1272901,0.163935715,0.174559182,NA
2022-03-22,V3,NA,High,Night,02:00:00,36.63,7.939845966540558,28.48,2361.344489,0.192002578,0.950777335,0.66846408,0.164024855,NA
2022-03-22,V4,NA,High,Night,02:00:00,36.65,7.948435472894355,28.49,2362.423851,0.184431566,0.889170919,0.132552707,0.163003907,NA
2022-03-22,V5,NA,High,Night,02:00:00,36.61,7.94626126726384,28.47,2352.301094,0.135219987,0.925165679,0.147074099,0.161890146,NA
2022-03-22,V6,NA,High,Night,02:00:00,36.56,7.935626006222625,28.34,2355.288728,0.175148063,1.491044837,0.125652045,0.165834718,NA
2022-03-22,V7,NA,High,Night,02:00:00,36.46,7.937050652477646,28.53,2341.948116,0.203178834,1.628447911,0.162075537,0.17558013,NA
2022-03-22,V8,NA,High,Night,02:00:00,36.68,7.944457030530539,28.61,2355.165876,0.169830328,1.306225589,0.13123258,0.166345192,used V18 TempInSitu
2022-03-22,V9,NA,High,Night,02:00:00,36.61,7.935899988609052,28.92,2354.123837,0.105927381,1.031073338,0.163515675,0.158827302,NA
2022-03-22,V10,NA,High,Night,02:00:00,36.61,7.941249572922881,28.71,2355.541037,0.101060302,1.004769475,0.129792442,0.145601385,NA
2022-03-22,V11,NA,High,Night,02:00:00,36.63,7.941591869193428,28.45,2385.505837,0.174607276,1.000616233,0.092888905,0.163467975,NA
2022-03-22,V12,NA,High,Night,02:00:00,36.63,7.94470926351412,28.48,2356.102916,0.122962158,0.926550092,0.125171999,0.163143128,NA
2022-03-22,V13,NA,High,Night,02:00:00,36.6,7.93685426771987,28.56,2350.382849,0.125666091,1.170206929,0.132612713,0.164488923,NA
2022-03-22,V14,NA,High,Night,02:00:00,36.57,7.941370079563464,28.53,2331.97,0.180736191,2.041695443,0.223881462,0.163235941,2345.338
2022-03-22,V15,NA,High,Night,02:00:00,36.59,7.939657542815641,28.51,2352.742306,0.280331052,0.984003267,1.451119107,0.167134106,NA
2022-03-22,V16,NA,High,Night,02:00:00,36.64,7.951601105913203,28.58,2350.500981,0.128910811,0.900592333,0.302008951,0.152701614,NA
2022-03-22,V17,NA,High,Night,02:00:00,36.59,7.953955836907872,28.33,2339.7,0.156130402,1.565803184,17.11922004,0.142213694,2344.201
2022-03-22,V18,NA,High,Night,02:00:00,36.6,7.939120051007837,28.61,2389.34,0.468645175,0.858814892,0.340527946,0.190514382,2340.64
2022-03-22,V19,NA,High,Night,02:00:00,36.62,7.950193417749299,28.63,2343.707945,0.087270245,0.897477402,0.205279679,0.153954596,NA
2022-03-22,V20,NA,High,Night,02:00:00,36.66,7.938611676111716,28.53,2347.161306,0.119176652,1.164669273,0.203599517,0.166438005,used V14 TempInSitu
2022-03-26,VSPRING,NA,NA,Day,16:30:00,2.973,7.18327922204992,25.3,3808.960484,32.63479397,713.0571823,1.596933085,2.599125048,PVC pounded 73 cm into sediment near seep - killed/filtered
2022-03-26,VSPRING,NA,NA,Day,16:30:00,2.892,7.18321247611517,25.3,3811.16717,32.63479397,713.0571823,1.596933085,2.599125048,PVC pounded 73 cm into sediment near seep - fridge/filtered
2022-03-26,VRC,A,Mid,Night,20:00:00,36.29,7.9230412185144505,29,2348.293386,0.463307649,3.38353856,0.288927697,0.163143128,Mid-low
2022-03-27,VRC,B,Mid,Night,02:00:00,36.37,7.97860300154349,28.78,2337.989588,0.423480234,2.891033335,0.235642589,0.16977929,NA
2022-03-27,VRC,C,Mid,Day,08:00:00,36.32,8.001855469703804,29.77,2334,0.417290839,3.675995984,0.571494785,0.158734489,NA
2022-03-27,VRC,D,Mid,Day,14:00:00,36.37,7.98143772541666,29.98,2325,0.426171276,3.309472419,0.594296971,0.1622614,NA
2022-03-28,VRC,G,Mid,Day,08:00:00,36.67,7.937898783057067,29.64,2352.272727,0.581803177,2.159370619,0.405878908,0.20068617,Mid-low tide
2022-03-28,VRC,H,Mid,Day,14:00:00,36.64,7.9807784127824135,31.23,2356.328879,0.419353971,0.887786505,0.265345437,0.164488923,Mid-high tide
2022-03-28,VSEEP,I,Low,Day,17:00:00,18.85,7.132855018921248,29.86,3084.914351,18.06521662,362.0551093,3.244931066,1.632472922,NA
2022-03-28,VSEEP,J,Low,Night,18:00:00,15.95,7.025903882158052,29.35,3195.876001,14.62960347,317.7756759,4.17850056,1.356167268,NA
2022-03-28,VSEEP,K,Low,Night,19:00:00,29.29,7.677425704815004,29.34,2619.531199,7.296705625,153.5596441,3.404006315,0.810377751,Low-mid tide
2022-03-29,VSEEP,L,Low,Day,07:00:00,21.42,7.160273922992386,27.81,3091.239342,13.72479785,309.2760646,4.325574659,1.577527357,NA
2022-03-29,VSEEP,M,Low,Day,08:00:00,20.41,7.199436816449212,27.79,3130.281454,13.86780128,345.1656733,3.340640241,1.556087449,Low-mid tide
2022-03-29,VSEEP,N,Mid,Day,09:00:00,27.55,7.517253531912723,28.36,2741.339472,9.485011122,189.8636089,1.533026959,0.990389445,NA
2022-03-29,VSEEP,O,High,Day,11:00:00,36.45,7.973283743931332,30.09,2294.644581,0.424243494,4.021024445,0.236324616,0.186100455,NA
2022-03-29,VRC,K,Low,Day,08:00:00,36.67,8.052208681907278,29.77,2363,0.565387824,0.847984607,0.213200438,0.178642974,Low-mid tide
2022-03-29,VRC,J,Mid,Night,02:00:00,36.61,8.056702482204651,28.83,2362,NA,NA,NA,0,"Mid-high tide, Nutrient sample did not collect on SAS"
2022-03-29,VRC,L,High,Day,14:00:00,36.68,8.083345061996896,29.77,2361.118347,0.384785142,1.202340848,0.294709303,0.18273313,High-mid tide
2022-03-29,VRC,M,Low,Night,20:00:00,36.7,8.000398641462803,29.17,2340,0.413523381,0.930011127,0.02,0.116086706,Low-mid tide
2022-03-30,VRC,N,High,Night,02:00:00,36.68,8.047655029819534,28.87,2343,0.49515164,0.97327406,0.221841266,0.18026721,High-mid tide
2020-03-30,VRC,O,Low,Night,20:00:00,36.67,7.9856892239375,29.26,2346.841925,NA,NA,NA,0,Low-mid tide
2020-03-31,VRC,P,High,Night,02:00:00,36.65,8.059877498230525,28.87,2354.493598,NA,NA,NA,0,NA
2022-03-29,CRC,A,High,Night,01:00:00,36.5,8.043964665689696,28.65,2351.652563,0.380194908,2.493573465,0.394289277,0.17754563,NA
2022-03-29,CPIT,A,High,Night,01:00:00,36.27,8.032297391727703,29.17,2238.638812,1.102071205,21.18450595,1.210785787,0.336082936,NA
2022-03-29,CPIT,B,Low,Day,07:00:00,35.73,7.984777497714043,28.4,2290.02074,NA,NA,NA,0,NA
2022-03-29,CPIT,C,High,Day,13:00:00,36.58,7.9889933325603995,29.08,2280.414858,0.684511262,2.212090369,0.349952479,0.17035593499999999,NA
2022-03-29,CPIT_Bottom,NA,Mid,Day,15:00:00,36.6,7.971472817938947,28.2,2332.431891,0.148652943,1.427580548,1.982530582,0.132541784,NA
2022-03-29,CRC,C,High,Day,13:00:00,36.47,8.029607941622936,29.64,2338.669255,0.277179478,3.128565259,0.250076136,0.183279183,NA
2022-03-30,CSEEP,A,Mid,Night,04:00:00,36.14,7.84966857055107,28.2,2247.023694,0.381783835,8.750703982,0.780932234,0.207259998,Mid-low tide
2022-03-30,CSEEP,B,Low,Day,07:00:00,35.97,7.832207086935029,27.94,2263.011193,0.327407224,12.17463073,0.862670795,0.238066473,NA
2022-03-30,C1,NA,Low,Day,07:00:00,36.48,7.835625812539552,27.94,2091.85952,0.528879361,3.528902013,0.679145104,0.148525009,NA
2022-03-30,C2,NA,Low,Day,07:00:00,36.65,7.791398545812441,29.04,2282.888138,0.74272746,2.489553321,0.62579999,0.193353907,NA
2022-03-30,C3,NA,Low,Day,07:00:00,36.69,7.868473391074651,27.16,2328.246302,1.19186229,2.031658442,0.793396057,0.221940451,NA
2022-03-30,C4,NA,Low,Day,07:00:00,36.5,7.8275099675167,28.7,2272.953016,0.345150242,4.971918459,0.912638604,0.23306099,NA
2022-03-30,C5,NA,Low,Day,07:00:00,36.36,7.853631332956638,28.91,2241.79,0.463260478,6.271296536,1.029704346,0.163166241,2267.629093
2022-03-30,C6,NA,Low,Day,07:00:00,36.67,7.96181167259721,29.01,2313.229289,0.50174782,1.269983588,0.599376603,0.192653088,NA
2022-03-30,C7,NA,Low,Day,07:00:00,36.61,7.934577259281462,29.09,2338.009567,0.64298577,2.270458668,0.486637847,0.217452983,NA
2022-03-30,C8,NA,Low,Day,07:00:00,36.44,7.863973715598903,28.34,2331.540826,0.632657745,5.348380409,0.815073939,0.211400898,NA
2022-03-30,C9,NA,Low,Day,07:00:00,36.38,7.853260484279564,27.75,2240.88,0.434659793,6.209320204,0.577978764,0.162210649,2251.406881
2022-03-30,C10,NA,Low,Day,07:00:00,36.42,7.853484084105979,28.65,2245.872986,0.343384767,6.167884599,0.894382275,0.167443654,NA
2022-03-30,C11,NA,Low,Day,07:00:00,36.54,7.8226195716571505,29.14,2240.49,1.156297447,3.055256111,0.965451554,0.249897615,2243.683601
2022-03-30,C12,NA,Low,Day,07:00:00,36.52,7.886573555548894,28.1,2252.0028820000002,1.973447265,2.035302755,0.92289297,0.277882817,2299.390114
2022-03-30,C13,NA,Low,Day,07:00:00,36.39,7.712902032158767,29.16,2297.44669,1.164595177,5.346609657,1.098402673,0.223050023,2245.503351
2022-03-30,C14,NA,Low,Day,07:00:00,36.37,7.854626198272903,29,2202.98,0.72154938,5.100120929,1.017612492,0.206167893,2228.39
2022-03-30,C15,NA,Low,Day,07:00:00,36.65,7.861279285211208,29.49,2313.079002,1.236714805,1.683631338,0.774708485,0.242252877,NA
2022-03-30,C16,NA,Low,Day,07:00:00,36.66,7.829249103305159,28.22,2292.46,0.648017372,2.831433014,0.826750876,0.217316469,2265.932626
2022-03-30,C17,NA,Low,Day,07:00:00,36.54,7.8716058601676195,28.03,2272.737073,0.413738922,3.620834413,1.263361642,0.208761643,NA
2022-03-30,C18,NA,Low,Day,07:00:00,36.51,7.910831881893721,28.28,2278.578941,1.167508209,2.854452794,1.09709865,0.263230402,NA
2022-03-30,C19,NA,Low,Day,07:00:00,36.46,7.922316313394353,26.41,2280.221057,1.118251474,3.585773516,0.821060592,0.278201348,NA
2022-03-30,C20,NA,Low,Day,07:00:00,36.51,7.8669748050207495,27.76,2258.788168,0.238956958,3.923633066,0.880452934,0.152472709,NA
2022-03-30,CPIT,F,Low,Day,07:00:00,36.61,8.002201683930727,27.67,2339.326175,0.493626637,1.714442429,0.681233712,0.209262192,NA
2022-03-30,CPIT,D,High,Night,01:00:00,36.6,8.066688589475659,28.95,2294.988388,0.76084714,1.162243098,0.593271402,0.21276603,NA
2022-03-29,CPIT,E,Low,Night,19:00:00,34.72,8.071826530986039,28.23,2199.540257,NA,NA,NA,0,"Salinity might be low, check silicate"
2022-03-30,CRC,D,High,Night,01:00:00,36.64,8.016843630155556,28.78,2357.663622,0.231806786,1.208007256,0.02,0.164804399,NA
2022-03-30,CSEEP,C,Mid,Day,10:00:00,36.05,7.859980201576741,28.85,2251.265739,0.305780163,10.89048113,0.352619799,0.159662403,Mid-high tide
2022-03-30,CSEEP,D,High,Day,13:00:00,36.35,7.933057791907292,29.24,2243.246456,0.38354931,7.135777835,0.438803896,0.139959001,NA
2022-03-30,C1,NA,High,Day,13:00:00,36.45,8.014281975454116,28.81,2283.915835,0.429010275,3.416135441,0.637430379,0.147012182,NA
2022-03-30,C2,NA,High,Day,13:00:00,36.56,8.032124983299012,29.85,2299.527388,0.596024152,1.892225965,0.545496725,0.17299519,NA
2022-03-30,C3,NA,High,Day,13:00:00,36.48,8.059446905939664,27.78,2330.255426,1.061932841,1.196674441,0.329858663,0.198295633,NA
2022-03-30,C4,NA,High,Day,13:00:00,36.43,8.0069915396733,29.66,2296.664069,0.443222344,3.071547033,0.259856312,0.155339486,NA
2022-03-30,C5,NA,High,Day,13:00:00,36.55,8.013894713637011,29.88,2282.61,0.535380107,1.968014166,0.564760708,0.180230389,2309.313007
2022-03-30,C6,NA,High,Day,13:00:00,36.59,8.023430446597905,29.66,2350.612081,0.539882066,0.922207826,0.349715384,0.211673925,NA
2022-03-30,C7,NA,High,Day,13:00:00,36.51,8.025069111650065,29.79,2347.728299,0.592758024,0.881834672,0.480710468,0.201071401,NA
2022-03-30,C8,NA,High,Day,13:00:00,36.54,8.031425496324887,29.08,2286.117748,0.553564493,2.299499007,0.270940512,0.161482579,NA
2022-03-30,C9,NA,High,Day,13:00:00,36.55,8.043127476375147,28.48,2384.8,0.59628897300000006,1.006141487,0.248712839,0.187010543,2332.636131
2022-03-30,C10,NA,High,Day,13:00:00,36.5,8.019704730925177,29.61,2263.979139,0.455139296,3.184521033,0.248594291,0.139594965,NA
2022-03-30,C11,NA,High,Day,13:00:00,36.56,8.010992983784305,29.66,2310.62,0.760566364,2.355808932,0.274556213,0.193335654,2299.390114
2022-03-30,C12,NA,High,Day,13:00:00,36.56,8.03139514193787,28.55,2313.7929,0.811941669,1.807229852,0.328851008,0.206713946,NA
2022-03-30,C13,NA,High,Day,13:00:00,36.47,7.983351103585628,30.22,2194.754721,0.642632675,4.128332038,0.298384278,0.146329616,NA
2022-03-30,C14,NA,High,Day,13:00:00,36.59,8.023354888478707,29.82,2307.12,0.493803185,1.144260171,0.276156605,0.183916245,2318.599
2022-03-30,C15,NA,High,Day,13:00:00,36.57,8.02859920428872,30.12,2294.887395,0.740881325,1.736753909,0.275682415,0.19474629,NA
2022-03-30,C16,NA,High,Day,13:00:00,36.6,8.049575855065134,29.04,2269.2,0.642897497,2.106841151,0.27200744,0.171630058,2274.508856
2022-03-30,C17,NA,High,Day,13:00:00,36.42,8.00315094930909,29.02,2248.069843,0.381607288,4.435380496,0.242370543,0.138138825,NA
2022-03-30,C18,NA,High,Day,13:00:00,36.57,8.033528251656692,28.63,2304.738535,0.780339677,1.283087156,0.229330308,0.207305503,NA
2022-03-30,C19,NA,High,Day,13:00:00,36.6,8.070428761005655,26.79,2290.238382,0.671321634,1.537721344,0.256892622,0.187465587,NA
2022-03-30,C20,NA,High,Day,13:00:00,36.5,8.01640939336528,28.93,2258.098568,0.32113979,3.225956638,0.18920195,0.144281918,NA
2022-03-30,CPIT_Bottom,B,High,Day,13:00:00,36.56,7.969496839914656,28.1,2338.896411,0.150418417,2.222648354,0.208940123,0.188876223,NA
2022-03-30,CPIT,G,High,Day,13:00:00,36.52,8.031014389538425,29.13,2354.664364,0.326789308,1.28662866,0.2334202,0.189922825,NA
2022-03-30,CRC,E,High,Day,13:00:00,36.62,8.05046037810344,29.77,2353.15226,0.240016242,2.231502116,0.062059662,0.181914051,NA
2022-03-30,CSPRING_ROAD,NA,NA,Day,16:00:00,0.442,7.24350539925883,25,1332.66122,19.76572155,737.4880282,0.888929086,4.060162496,Killed
2022-03-30,CSEEP,E,Mid,Day,16:00:00,36.13,8.024545199057425,30.18,2242.236519,0.169485541,8.253476721,0.07201766,0.122621827,Mid-low tide
2022-03-30,CSPRING_BEACH,NA,Low,Day,18:00:00,13.95,7.783037852909348,25,1858.458959,18.17052717,603.3548484,0.441174847,3.96159998,Killed
2022-03-30,CSEEP,F,Low,Night,19:00:00,34.19,8.000066890268688,29.36,2235.092031,1.723102998,42.28698281,0.34029085,0.388139962,NA
2022-03-30,C1,NA,Low,Night,19:00:00,36.29,8.051251381137199,29.35,2236.104008,2.51686028,6.538680142,0.629902607,0.150379507,NA
2022-03-30,C2,NA,Low,Night,19:00:00,36.38,8.031874975633665,30.02,2236.824067,0.683768229,4.689660534,0.407507333,0.164667886,NA
2022-03-30,C3,NA,Low,Night,19:00:00,36.59,8.038493847252461,27.96,2291.796437,0.952826524,1.671944372,0.417643151,0.205985875,NA
2022-03-30,C4,NA,Low,Night,19:00:00,36.39,8.043227660039504,30.16,2245.994858,0.497598955,4.584123694,0.426297125,0.136910206,NA
2022-03-30,C5,NA,Low,Night,19:00:00,36.34,8.03572456425044,30.31,2266.75,0.639454822,4.80688434,0.382197423,0.173541243,2258.222931
2022-03-30,C6,NA,Low,Night,19:00:00,36.61,8.03855605764478,29.63,2313.223896,0.569806857,1.774293859,0.276393701,0.223596076,NA
2022-03-30,C7,NA,Low,Night,19:00:00,36.46,8.032119864750483,29.87,2268.316401,0.700540235,4.329135355,0.358606453,0.181641025,NA
2022-03-30,C8,NA,Low,Night,19:00:00,36.48,8.043077689769943,29.42,2255.864353,0.51242894,3.725308802,0.592026653,0.159707907,NA
2022-03-30,C9,NA,Low,Night,19:00:00,36.48,8.03817430076654,28.64,2310.92,0.744765368,3.896009329,0.350960133,0.18428028,2260.673842
2022-03-30,C10,NA,Low,Night,19:00:00,36.37,8.027356418711255,29.99,2232.152984,0.45452138,5.150764447,0.666178169,0.166670079,NA
2022-03-30,C11,NA,Low,Night,19:00:00,36.39,8.021367791924098,29.97,2235.56,0.842660923,4.713742766,0.516689661,0.20116241,2245.503351
