date,E_Conductivity,TempInSitu,Serial,Sp_Conductance,AbsPressure,TempInSitu.depth,Depth,Serial.depth,AbsPressure_bar,Sp_Conductance.corrected,drift.correction,Sp_Cond_mS.cm,SalinityInSitu_1pCal
2021-01-18T06:24:00Z,47313.9,23.64,343,50636.201975023665,NA,NA,NA,NA,0,50636.201975023665,NA,50.63620197502367,34.22486857364605
2021-01-18T06:25:00Z,46911.1,23.64,343,50205.11804079843,NA,NA,NA,NA,0,50205.11804079843,NA,50.20511804079843,33.89786045088354
2021-01-18T06:26:00Z,46628.7,23.64,343,49902.8883907855,NA,NA,NA,NA,0,49902.8883907855,NA,49.9028883907855,33.668891637196616
2021-01-18T06:27:00Z,46440.3,23.64,343,49701.25926166923,NA,NA,NA,NA,0,49701.25926166923,NA,49.70125926166923,33.51627252307826
2021-01-18T06:28:00Z,46303.2,23.64,343,49554.532331723145,NA,NA,NA,NA,0,49554.532331723145,NA,49.554532331723145,33.40527840277276
2021-01-20T13:02:00Z,36796.4,23.24,343,39380.18092682617,NA,NA,NA,NA,0,50126.53547787957,NA,50.12653547787957,34.14590363999434
2021-01-20T13:03:00Z,36695.8,23.18,343,39272.51696510061,NA,NA,NA,NA,0,50018.87151615401,NA,50.01887151615401,34.10999631238316
2021-01-20T13:04:00Z,36673.9,23.16,343,39249.0791841683,NA,NA,NA,NA,0,49995.433735221704,NA,49.9954337352217,34.10754203342944
2021-01-20T13:05:00Z,36636.4,23.15,343,39208.94599764038,NA,NA,NA,NA,0,49955.300548693784,NA,49.955300548693785,34.084547139640236
2021-01-20T13:06:00Z,36642.6,23.16,343,39215.58135114633,NA,NA,NA,NA,0,49961.93590219973,NA,49.961935902199734,34.081886594011756
2021-01-20T13:07:00Z,36623.9,23.16,343,39195.56826879774,NA,NA,NA,NA,0,49941.92281985114,NA,49.94192281985114,34.066560348134416
2021-01-18T11:20:00Z,44248.8,29.36,343,47355.87584097754,107.373,29.552,0.57,877,1.07373,47359.61370343008,3.737862452540314,47.35961370343008,28.060159277899725
2021-01-18T11:21:00Z,44214.8,29.37,343,47319.48841852556,106.777,29.552,0.511,877,1.06777,47326.96414343064,7.475724905080628,47.326964143430644,28.03275642907766
2021-01-18T11:22:00Z,44223.3,29.32,343,47328.58527413855,106.975,29.552,0.531,877,1.06975,47339.79886149617,11.213587357620941,47.33979886149617,28.0703248897998
2021-01-18T11:23:00Z,44223.3,29.36,343,47328.58527413855,106.506,29.552,0.484,877,1.0650600000000001,47343.53672394872,14.951449810161256,47.343536723948716,28.049528096477264
2021-01-18T11:24:00Z,44185.2,29.32,343,47287.80995662618,106.398,29.552,0.473,877,1.06398,47306.49926888888,18.68931226270157,47.306499268888885,28.048285560025402
2021-01-18T11:25:00Z,44193.6,29.34,343,47296.79979040844,107.355,29.552,0.569,877,1.07355,47319.226965123686,22.427174715241883,47.31922696512369,28.045074045715467
2021-01-18T11:26:00Z,44159.8,29.42,343,47260.626411617945,107.011,29.552,0.534,877,1.07011,47286.79144878573,26.1650371677822,47.28679144878573,27.977200896987842
2021-01-18T11:27:00Z,44096.4,29.37,343,47192.77457092807,106.885,29.552,0.522,877,1.06885,47222.67747054839,29.90289962032251,47.22267747054839,27.96381407800924
2021-01-18T11:28:00Z,44130.2,29.36,343,47228.94794971857,107.066,29.552,0.54,877,1.07066,47262.58871179143,33.64076207286283,47.26258871179143,27.995997024254834
2021-01-18T11:29:00Z,44058.4,29.37,343,47152.10627524644,106.831,29.552,0.516,877,1.06831,47189.484899771844,37.37862452540314,47.18948489977184,27.941876283517875
2021-01-18T11:30:00Z,44079.5,29.38,343,47174.68788153282,107.553,29.552,0.588,877,1.07553,47215.80436851076,41.11648697794345,47.21580436851076,27.953476624016893
2021-01-18T11:31:00Z,44079.5,29.32,343,47174.68788153282,106.831,29.552,0.516,877,1.06831,47219.5422309633,44.854349430483765,47.2195422309633,27.990740211267074
2021-01-18T11:32:00Z,43995.2,29.38,343,47084.46847821805,107.156,29.552,0.549,877,1.07156,47133.060690101076,48.59221188302408,47.133060690101075,27.898807314195196
2021-01-18T11:33:00Z,44066.8,29.41,343,47161.0961090287,107.553,29.552,0.588,877,1.07553,47213.42618336427,52.3300743355644,47.21342618336427,27.934539069084234
2021-01-18T11:34:00Z,44041.6,29.36,343,47134.12660768193,107.282,29.552,0.561,877,1.0728199999999999,47190.19454447003,56.06793678810471,47.19019454447003,27.94813572497594
2021-01-18T11:35:00Z,44003.7,29.38,343,47093.565333831044,107.499,29.552,0.583,877,1.07499,47153.37113307169,59.80579924064502,47.153371133071694,27.912224567967634
2021-01-18T11:36:00Z,43991,29.38,343,47079.97356132693,106.759,29.552,0.509,877,1.06759,47143.51722302011,63.543661693185335,47.14351722302011,27.905716216910257
2021-01-18T11:37:00Z,43944.8,29.43,343,47030.529475524534,106.903,29.552,0.524,877,1.0690300000000001,47097.81099967026,67.28152414572565,47.097810999670266,27.84666985961168
2021-01-18T11:38:00Z,43965.8,29.46,343,47053.004059980165,107.933,29.552,0.626,877,1.0793300000000001,47124.02344657843,71.01938659826597,47.124023446578434,27.846666126869774
2021-01-18T11:39:00Z,43932.2,29.44,343,47017.04472485114,107.319,29.552,0.565,877,1.07319,47091.801973901944,74.75724905080628,47.091801973901944,27.836940243236754
2021-01-18T11:40:00Z,43986.8,29.43,343,47075.4786444358,106.961,29.652,0.529,877,1.06961,47153.97375593915,78.49511150334659,47.15397375593915,27.883732176859883
2021-01-18T11:41:00Z,43953.2,29.51,343,47039.51930930678,107.12,29.552,0.545,877,1.0712000000000002,47121.752283262664,82.2329739558869,47.121752283262666,27.816381436192906
2021-01-18T11:42:00Z,43940.6,29.52,343,47026.0345586334,107.105,29.652,0.544,877,1.07105,47112.00539504183,85.97083640842722,47.112005395041834,27.804210062425682
2021-01-18T11:43:00Z,43907.1,29.49,343,46990.18224533513,107.16,29.652,0.549,877,1.0715999999999999,47079.89094419609,89.70869886096753,47.079890944196094,27.80030337504867
2021-01-18T11:44:00Z,43902.9,29.51,343,46985.687328444,107.033,29.652,0.537,877,1.07033,47079.13388975751,93.44656131350784,47.079133889757514,27.78830716013147
2021-01-18T11:45:00Z,43890.3,29.48,343,46972.20257777062,106.907,29.652,0.524,877,1.06907,47069.38700153667,97.18442376604816,47.06938700153667,27.799132740023268
2021-01-18T11:46:00Z,43869.4,29.52,343,46949.83501514573,107.268,29.652,0.56,877,1.07268,47050.75730136431,100.92228621858848,47.050757301364314,27.763874177883107
2021-01-18T11:47:00Z,43869.4,29.53,343,46949.83501514573,106.925,29.652,0.526,877,1.06925,47054.49516381686,104.6601486711288,47.05449516381686,27.76059595699388
2021-01-18T11:48:00Z,43844.2,29.52,343,46922.865513798955,107.34,29.652,0.567,877,1.0734000000000001,47031.26352492262,108.39801112366911,47.03126352492262,27.75103795719159
2021-01-18T11:49:00Z,43819.2,29.58,343,46896.11005611368,107.232,29.652,0.556,877,1.07232,47008.24592968989,112.13587357620942,47.00824592968989,27.70150914843151
2021-01-18T11:50:00Z,43764.9,29.6,343,46837.99720202125,107.268,29.652,0.56,877,1.07268,46953.87093805,115.87373602874973,46.95387093805,27.65433045425913
2021-01-18T11:51:00Z,43806.6,29.54,343,46882.6253054403,107.214,29.652,0.555,877,1.07214,47002.23690392159,119.61159848129005,47.00223690392159,27.720462434963327
2021-01-18T11:52:00Z,43785.7,29.57,343,46860.2577428154,107.322,29.652,0.565,877,1.07322,46983.607203749234,123.34946093383036,46.98360720374924,27.691028640017844
2021-01-18T11:53:00Z,43739.9,29.55,343,46811.241744335974,107.127,29.752,0.546,877,1.07127,46938.32906772234,127.08732338637067,46.93832906772234,27.672688860756836
2021-01-18T11:54:00Z,43714.9,29.54,343,46784.48628665069,107.452,29.752,0.578,877,1.07452,46915.3114724896,130.82518583891098,46.9153114724896,27.663264241019913
2021-01-18T11:55:00Z,43727.4,29.53,343,46797.86401549333,107.091,29.752,0.542,877,1.07091,46932.42706378478,134.5630482914513,46.93242706378478,27.680247375437986
2021-01-18T11:56:00Z,43727.4,29.49,343,46797.86401549333,107.434,29.752,0.576,877,1.07434,46936.164926237325,138.3009107439916,46.936164926237325,27.705614214263335
2021-01-18T11:57:00Z,43714.9,29.51,343,46784.48628665069,106.928,29.752,0.526,877,1.06928,46926.52505984722,142.03877319653193,46.92652505984722,27.68781096766636
2021-01-18T11:58:00Z,43669.1,29.51,343,46735.47028817125,107.326,29.752,0.566,877,1.0732599999999999,46881.24692382033,145.77663564907223,46.88124692382033,27.658003349314928
2021-01-18T11:59:00Z,43615.1,29.57,343,46677.67849957105,107.145,29.752,0.548,877,1.07145,46827.19299767266,149.51449810161256,46.82719299767266,27.588190919832723
2021-01-18T12:00:00Z,43602.7,29.52,343,46664.40779255915,107.091,29.752,0.542,877,1.07091,46817.6601531133,153.25236055415286,46.8176601531133,27.610442820725574
2021-01-18T12:01:00Z,43615.1,29.46,343,46677.67849957105,106.712,29.752,0.505,877,1.06712,46834.66872257774,156.99022300669318,46.834668722577746,27.65593617737826
2021-01-18T12:02:00Z,43602.7,29.32,343,46664.40779255915,106.892,29.752,0.522,877,1.06892,46825.13587801838,160.7280854592335,46.82513587801838,27.72995227371715
2021-01-18T12:03:00Z,43536.4,29.37,343,46593.45231877779,107.47,29.752,0.58,877,1.0747,46757.918266689565,164.4659479117738,46.757918266689565,27.656864722531964
2021-01-18T12:04:00Z,43536.4,29.42,343,46593.45231877779,107.759,29.752,0.609,877,1.07759,46761.6561291421,168.20381036431414,46.761656129142104,27.630702542337378
2021-01-18T12:05:00Z,43478.6,29.33,343,46531.59370060942,107.687,29.752,0.602,877,1.07687,46703.535373426275,171.94167281685444,46.70353537342628,27.64388511097208
2021-01-18T12:06:00Z,43503.3,29.36,343,46558.02809280248,107.001,29.752,0.533,877,1.0700100000000001,46733.707628071876,175.67953526939476,46.733707628071876,27.646617029986626
2021-01-18T12:07:00Z,43470.3,29.36,343,46522.71088865791,107.235,29.752,0.557,877,1.07235,46702.12828637984,179.41739772193506,46.70212828637984,27.625774941135553
2021-01-18T12:08:00Z,43437.3,29.37,343,46487.393684513336,107.037,29.752,0.537,877,1.07037,46670.54894468781,183.1552601744754,46.670548944687816,27.599217152285455
2021-01-18T12:09:00Z,43445.6,29.28,343,46496.276496464845,107.253,29.752,0.558,877,1.07253,46683.16961909186,186.89312262701569,46.68316961909186,27.659101389465782
2021-01-18T12:10:00Z,43478.6,29.34,343,46531.59370060942,107.145,29.752,0.548,877,1.07145,46722.224685688976,190.630985079556,46.72222468568898,27.650496292479104
2021-01-18T12:11:00Z,43445.6,29.34,343,46496.276496464845,107.416,29.752,0.575,877,1.07416,46690.64534399694,194.3688475320963,46.69064534399694,27.629646116945757
2021-01-18T12:12:00Z,43437.3,29.34,343,46487.393684513336,107.741,29.752,0.607,877,1.07741,46685.50039449797,198.10670998463664,46.68550039449797,27.62624873840815
2021-01-18T12:13:00Z,43404.4,29.41,343,46452.18350219951,107.033,29.652,0.537,877,1.07033,46654.028074636684,201.84457243717696,46.654028074636685,27.565471594818597
2021-01-18T12:14:00Z,43425,29.47,343,46474.22999933218,107.199,29.752,0.553,877,1.07199,46679.812434221894,205.58243488971726,46.679812434221894,27.54823567168356
2021-01-18T12:15:00Z,43416.7,29.54,343,46465.34718738066,107.196,29.652,0.553,877,1.07196,46674.66748472292,209.3202973422576,46.674667484722924,27.505007064552352
2021-01-18T12:16:00Z,43404.4,29.55,343,46452.18350219951,107.123,29.652,0.545,877,1.0712300000000001,46665.2416619943,213.0581597947979,46.6652416619943,27.49312864842033
2021-01-18T12:17:00Z,43437.3,29.54,343,46487.393684513336,106.961,29.652,0.529,877,1.06961,46704.18970676068,216.79602224733821,46.70418970676068,27.52441572383599
2021-01-18T12:18:00Z,43383.8,29.6,343,46430.13700506684,107.174,29.552,0.551,877,1.0717400000000001,46650.67088976672,220.5338846998785,46.65067088976672,27.45518046602923
2021-01-18T12:19:00Z,43437.3,29.6,343,46487.393684513336,107.156,29.552,0.549,877,1.07156,46711.66543166575,224.27174715241884,46.71166543166575,27.4952269558038
2021-01-18T12:20:00Z,43416.7,29.68,343,46465.34718738066,106.686,29.552,0.502,877,1.0668600000000001,46693.35679698562,228.00960960495914,46.693356796985626,27.437866506928568
2021-01-18T12:21:00Z,43429.1,29.72,343,46478.61789439256,107.879,29.552,0.621,877,1.0787900000000001,46710.36536645006,231.74747205749946,46.71036536645006,27.42638083024213
2021-01-18T12:22:00Z,43375.6,29.63,343,46421.36121494606,106.452,29.552,0.479,877,1.06452,46656.8465494561,235.48533451003976,46.656846549456105,27.44223426502614
2021-01-18T12:23:00Z,43375.6,29.65,343,46421.36121494606,107.174,29.552,0.551,877,1.0717400000000001,46660.58441190864,239.2231969625801,46.66058441190864,27.433359060487454
2021-01-18T12:24:00Z,43387.9,29.63,343,46434.524900127224,106.704,29.552,0.504,877,1.06704,46677.48595954235,242.96105941512042,46.67748595954235,27.455775452902543
2021-01-18T12:25:00Z,43396.1,29.7,343,46443.30069024799,107.03,29.552,0.536,877,1.0703,46689.99961211565,246.69892186766072,46.68999961211565,27.424350817091224
2021-01-18T12:26:00Z,43375.6,29.69,343,46421.36121494606,107.807,29.552,0.614,877,1.07807,46671.79799926626,250.43678432020104,46.67179799926626,27.418077449188942
2021-01-18T12:27:00Z,43314,29.77,343,46355.43576720953,107.807,29.552,0.614,877,1.07807,46609.61041398227,254.17464677274134,46.609610413982274,27.332224665576483
2021-01-18T12:28:00Z,43334.5,29.75,343,46377.375242511465,108.042,29.552,0.637,877,1.08042,46635.287751736745,257.91250922528167,46.63528775173675,27.36029102417882
2021-01-18T12:29:00Z,43334.5,29.73,343,46377.375242511465,107.68,29.552,0.601,877,1.0768000000000002,46639.02561418929,261.65037167782197,46.63902561418929,27.37401851994187
2021-01-18T12:30:00Z,43334.5,29.7,343,46377.375242511465,107.391,29.552,0.572,877,1.0739100000000001,46642.76347664183,265.38823413036226,46.642763476641825,27.393403503930948
2021-01-18T12:31:00Z,43334.5,29.73,343,46377.375242511465,107.228,29.552,0.556,877,1.07228,46646.50133909437,269.1260965829026,46.64650133909437,27.37891374860317
2021-01-18T12:32:00Z,43346.8,29.77,343,46390.53892769262,107.337,29.552,0.567,877,1.0733700000000002,46663.402886728065,272.8639590354429,46.663402886728065,27.3674121766929
2021-01-18T12:33:00Z,43293.5,29.7,343,46333.4962919076,106.997,29.652,0.533,877,1.06997,46610.09811339558,276.6018214879832,46.61009811339558,27.372006775552208
2021-01-18T12:34:00Z,43285.3,29.74,343,46324.72050178683,107.34,29.652,0.567,877,1.0734000000000001,46605.06018572736,280.33968394052357,46.60506018572736,27.346147785367418
2021-01-18T12:35:00Z,43264.8,29.69,343,46302.7810264849,107.214,29.652,0.555,877,1.07214,46586.858572877965,284.07754639306387,46.586858572877965,27.362426508736633
2021-01-18T12:36:00Z,43252.5,29.77,343,46289.61734130374,107.557,29.652,0.589,877,1.0755700000000001,46577.432750149346,287.81540884560417,46.57743275014935,27.311180424239843
2021-01-18T12:37:00Z,43244.3,29.73,343,46280.84155118297,107.358,29.652,0.569,877,1.07358,46572.39482248112,291.55327129814447,46.572394822481115,27.330402979258718
2021-01-18T12:38:00Z,43211.6,29.65,343,46245.84541253062,107.431,29.652,0.576,877,1.07431,46541.13654628131,295.2911337506848,46.541136546281315,27.355037922219225
2021-01-18T12:39:00Z,43191.2,29.7,343,46224.01295905943,107.178,29.652,0.551,877,1.07178,46523.041955262655,299.0289962032251,46.523041955262656,27.31499133010726
2021-01-18T12:40:00Z,43170.7,29.74,343,46202.0734837575,107.485,29.652,0.581,877,1.07485,46504.84034241326,302.7668586557654,46.50484034241327,27.280568999561957
2021-01-18T12:41:00Z,43191.2,29.72,343,46224.01295905943,107.322,29.652,0.565,877,1.07322,46530.51768016774,306.5047211083057,46.53051768016774,27.30862381686498
2021-01-18T12:42:00Z,43191.2,29.69,343,46224.01295905943,107.232,29.652,0.556,877,1.07232,46534.255542620274,310.24258356084607,46.53425554262027,27.32796901860204
2021-01-18T12:43:00Z,43174.8,29.77,343,46206.46137881789,106.943,29.652,0.528,877,1.06943,46520.44182483128,313.98044601338637,46.52044182483128,27.27391429813298
2021-01-18T12:44:00Z,43154.4,29.72,343,46184.628925346704,107.214,29.652,0.555,877,1.07214,46502.34723381263,317.71830846592667,46.50234723381263,27.290185502600586
2021-01-18T12:45:00Z,43174.8,29.74,343,46206.46137881789,107.521,29.652,0.585,877,1.07521,46527.917549736354,321.456170918467,46.52791754973636,27.29566741898002
2021-01-18T12:46:00Z,43142.2,29.75,343,46171.57226199628,107.34,29.652,0.567,877,1.0734000000000001,46496.76629536729,325.1940333710073,46.496766295367294,27.26966730177233
2021-01-18T12:47:00Z,43134,29.82,343,46162.79647187551,107.412,29.652,0.574,877,1.0741200000000002,46491.728367699056,328.9318958235476,46.491728367699054,27.22709302967902
2021-01-18T12:48:00Z,43146.3,29.82,343,46175.960157056674,107.575,29.652,0.59,877,1.07575,46508.629915332764,332.6697582760879,46.50862991533276,27.238131497379733
2021-01-18T12:49:00Z,43105.5,29.74,343,46132.29525011429,107.846,29.652,0.617,877,1.07846,46468.70287084292,336.4076207286283,46.46870287084292,27.25692724306853
2021-01-18T12:50:00Z,43093.3,29.82,343,46119.23858676388,107.759,29.752,0.609,877,1.07759,46459.38406994505,340.1454831811686,46.45938406994505,27.20596911451076
2021-01-18T12:51:00Z,43052.6,29.78,343,46075.680701652236,107.868,29.752,0.62,877,1.07868,46419.564047285945,343.88334563370887,46.419564047285945,27.2023605388893
2021-01-18T12:52:00Z,43073,29.8,343,46097.51315512343,107.001,29.752,0.533,877,1.0700100000000001,46445.134363209676,347.62120808624917,46.445134363209675,27.207865511949297
2021-01-18T12:53:00Z,43097.4,29.84,343,46123.62648182426,107.326,29.752,0.566,877,1.0732599999999999,46474.985552363054,351.3590705387895,46.47498555236305,27.20495826518646
2021-01-18T12:54:00Z,43044.5,29.82,343,46067.011933362206,107.271,29.752,0.56,877,1.07271,46422.108866353534,355.0969329913298,46.42210886635353,27.181629733154352
2021-01-18T12:55:00Z,43068.9,29.85,343,46093.12526006305,107.217,29.752,0.555,877,1.07217,46451.96005550692,358.8347954438701,46.45196005550692,27.184334013203753
