date,"Low Range, μS/cm (LGR S/N: 20739337, SEN S/N: 20739337)",E_Conductivity,TempInSitu,Serial,Sp_Conductance,AbsPressure,TempInSitu.depth,Depth,Serial.depth,AbsPressure_bar,Sp_Conductance.corrected,drift.correction,Sp_Cond_mS.cm,SalinityInSitu_1pCal
2021-01-18T06:24:00Z,33714,45656.8,23.65,337,50120.204710268226,NA,NA,NA,NA,0,50120.204710268226,NA,50.120204710268226,33.82587571152555
2021-01-18T06:25:00Z,33714,45592.8,23.65,337,50049.94807595621,NA,NA,NA,NA,0,50049.94807595621,NA,50.04994807595621,33.772655883758674
2021-01-18T06:26:00Z,33714,45547.2,23.65,337,49999.89022400888,NA,NA,NA,NA,0,49999.89022400888,NA,49.99989022400888,33.73474474761164
2021-01-18T06:27:00Z,33714,45474.4,23.65,337,49919.97330247896,NA,NA,NA,NA,0,49919.97330247896,NA,49.91997330247896,33.67423373486601
2021-01-18T06:28:00Z,33714,45465.3,23.65,337,49909.98368728772,NA,NA,NA,NA,0,49909.98368728772,NA,49.90998368728772,33.66667105016087
2021-01-20T13:02:00Z,33714,37666.8,23.35,337,41349.10302037662,NA,NA,NA,NA,0,50126.370461769046,NA,50.12637046176905,34.060727107537076
2021-01-20T13:03:00Z,33714,37598.3,23.27,337,41273.906466464534,NA,NA,NA,NA,0,50051.17390785696,NA,50.05117390785696,34.065080232520806
2021-01-20T13:04:00Z,33714,37555.9,23.24,337,41227.36144623282,NA,NA,NA,NA,0,50004.628887625244,NA,50.004628887625245,34.052682608387826
2021-01-20T13:05:00Z,33714,37523.4,23.19,337,41191.684249121245,NA,NA,NA,NA,0,49968.95169051367,NA,49.96895169051367,34.06404349655064
2021-01-20T13:06:00Z,33714,37494.2,23.18,337,41159.629659716375,NA,NA,NA,NA,0,49936.8971011088,NA,49.9368971011088,34.04724287152695
2021-01-20T13:07:00Z,33714,37471.5,23.16,337,41134.710509733835,NA,NA,NA,NA,0,49911.97795112626,NA,49.91197795112626,34.04363024568952
2021-01-18T11:20:00Z,33714,47301.4,29.21,337,51925.58066010499,107.373,29.552,0.57,877,1.07373,51928.633622693305,3.052962588310409,51.928633622693305,31.20258629579428
2021-01-18T11:21:00Z,33714,47311.1,29.26,337,51936.2289312429,106.777,29.552,0.511,877,1.06777,51942.33485641952,6.105925176620818,51.94233485641952,31.179354821862788
2021-01-18T11:22:00Z,33714,47252.9,29.26,337,51872.33930441541,106.975,29.552,0.531,877,1.06975,51881.49819218034,9.158887764931226,51.881498192180345,31.138414266138266
2021-01-18T11:23:00Z,33714,47252.9,29.22,337,51872.33930441541,106.506,29.552,0.484,877,1.0650600000000001,51884.55115476865,12.211850353241635,51.88455115476865,31.16640310386896
2021-01-18T11:24:00Z,33714,47233.5,29.28,337,51851.04276213957,106.398,29.552,0.473,877,1.06398,51866.307575081126,15.264812941552044,51.86630757508113,31.11524671787033
2021-01-18T11:25:00Z,33714,47316,29.31,337,51941.60795480742,107.355,29.552,0.569,877,1.07355,51959.92573033728,18.317775529862452,51.95992573033728,31.158773076929034
2021-01-18T11:26:00Z,33714,47185.1,29.25,337,51797.91118244111,107.011,29.552,0.534,877,1.07011,51819.28192055928,21.370738118172863,51.819281920559284,31.103024747737386
2021-01-18T11:27:00Z,33714,47170.6,29.28,337,51781.99366372979,106.885,29.552,0.522,877,1.06885,51806.41736443627,24.42370070648327,51.80641736443627,31.07496950613681
2021-01-18T11:28:00Z,33714,47194.8,29.35,337,51808.55945357903,107.066,29.552,0.54,877,1.07066,51836.036116873824,27.476663294793678,51.83603611687383,31.049671024003967
2021-01-18T11:29:00Z,33714,47175.5,29.38,337,51787.37268729431,106.831,29.552,0.516,877,1.06831,51817.902313177416,30.52962588310409,51.81790231317742,31.018158866839986
2021-01-18T11:30:00Z,33714,47107.9,29.32,337,51713.16411730223,107.553,29.552,0.588,877,1.07553,51746.74670577364,33.582588471414496,51.746746705773646,31.0090474683925
2021-01-18T11:31:00Z,33714,47185.1,29.33,337,51797.91118244111,106.831,29.552,0.516,877,1.06831,51834.546733500836,36.635551059724904,51.83454673350084,31.061578501194173
2021-01-18T11:32:00Z,33714,47112.7,29.36,337,51718.43336487563,107.156,29.552,0.549,877,1.07156,51758.12187852366,39.68851364803531,51.75812187852367,30.99091937369341
2021-01-18T11:33:00Z,33714,47165.8,29.37,337,51776.724416156394,107.553,29.552,0.588,877,1.07553,51819.46589239274,42.741476236345726,51.81946589239274,31.025649636767383
2021-01-18T11:34:00Z,33714,47151.3,29.37,337,51760.80689744507,107.282,29.552,0.561,877,1.0728199999999999,51806.60133626973,45.79443882465613,51.80660133626973,31.017016193792337
2021-01-18T11:35:00Z,33714,47079,29.37,337,51681.43885587071,107.499,29.552,0.583,877,1.07499,51730.286257283675,48.84740141296654,51.73028625728367,30.96580370654938
2021-01-18T11:36:00Z,33714,47079,29.36,337,51681.43885587071,106.759,29.552,0.509,877,1.06759,51733.33921987198,51.90036400127695,51.73333921987198,30.97428746996709
2021-01-18T11:37:00Z,33714,47030.9,29.35,337,51628.63660414558,106.903,29.552,0.524,877,1.0690300000000001,51683.589930735165,54.953326589587355,51.68358993073517,30.947330395670665
2021-01-18T11:38:00Z,33714,47030.9,29.31,337,51628.63660414558,107.933,29.552,0.626,877,1.0793300000000001,51686.64289332347,58.00628917789777,51.68664289332347,30.975115185564807
2021-01-18T11:39:00Z,33714,46987.7,29.32,337,51581.21337598496,107.319,29.552,0.565,877,1.07319,51642.27262775117,61.05925176620818,51.64227262775117,30.938882196593394
2021-01-18T11:40:00Z,33714,46997.3,29.42,337,51591.75187113177,106.961,29.652,0.529,877,1.06961,51655.86408548629,64.11221435451858,51.65586408548629,30.883797867542228
2021-01-18T11:41:00Z,33714,46982.9,29.31,337,51575.94412841156,107.12,29.552,0.545,877,1.0712000000000002,51643.10930535439,67.16517694282899,51.643109305354386,30.94587629634727
2021-01-18T11:42:00Z,33714,46992.5,29.43,337,51586.48262355836,107.105,29.652,0.544,877,1.07105,51656.7007630895,70.2181395311394,51.6567007630895,30.877949187903823
2021-01-18T11:43:00Z,33714,46963.7,29.46,337,51554.86713811795,107.16,29.652,0.549,877,1.0715999999999999,51628.1382402374,73.27110211944981,51.6281382402374,30.839613017574305
2021-01-18T11:44:00Z,33714,46963.7,29.48,337,51554.86713811795,107.033,29.652,0.537,877,1.07033,51631.191202825714,76.32406470776021,51.63119120282572,30.828866700431153
2021-01-18T11:45:00Z,33714,46944.5,29.48,337,51533.790147824344,106.907,29.652,0.524,877,1.06907,51613.16717512041,79.37702729607062,51.61316717512042,30.816805881375515
2021-01-18T11:46:00Z,33714,46944.5,29.44,337,51533.790147824344,107.268,29.652,0.56,877,1.07268,51616.220137708726,82.42998988438104,51.61622013770873,30.844429318462293
2021-01-18T11:47:00Z,33714,46915.7,29.49,337,51502.174662383935,106.925,29.652,0.526,877,1.06925,51587.657614856624,85.48295247269145,51.587657614856624,30.79335110386436
2021-01-18T11:48:00Z,33714,46939.7,29.48,337,51528.520900250944,107.34,29.652,0.567,877,1.0734000000000001,51617.056815311946,88.53591506100186,51.61705681531195,30.819407544581253
2021-01-18T11:49:00Z,33714,46872.7,29.55,337,51454.970986205546,107.232,29.652,0.556,877,1.07232,51546.55986385486,91.58887764931227,51.54655986385486,30.72762729518314
2021-01-18T11:50:00Z,33714,46882.2,29.46,337,51465.39970536123,107.268,29.652,0.56,877,1.07268,51560.041545598855,94.64184023762267,51.56004154559886,30.79402931104832
2021-01-18T11:51:00Z,33714,46853.6,29.52,337,51434.00377190305,107.214,29.652,0.555,877,1.07214,51531.69857472899,97.69480282593308,51.531698574728985,30.736799963167126
2021-01-18T11:52:00Z,33714,46839.2,29.5,337,51418.196029182844,107.322,29.652,0.565,877,1.07322,51518.943794597086,100.74776541424349,51.518943794597085,30.741015294274714
2021-01-18T11:53:00Z,33714,46839.2,29.55,337,51418.196029182844,107.127,29.752,0.546,877,1.07127,51521.9967571854,103.8007280025539,51.5219967571854,30.71121980802672
2021-01-18T11:54:00Z,33714,46767.7,29.44,337,51339.70619553738,107.452,29.752,0.578,877,1.07452,51446.55988612824,106.8536905908643,51.44655988612824,30.730834662104147
2021-01-18T11:55:00Z,33714,46767.7,29.48,337,51339.70619553738,107.091,29.752,0.542,877,1.07091,51449.612848716555,109.90665317917471,51.449612848716555,30.707392385320727
2021-01-18T11:56:00Z,33714,46777.2,29.52,337,51350.13491469307,107.434,29.752,0.576,877,1.07434,51463.094530460556,112.95961576748512,51.46309453046056,30.690949397100304
2021-01-18T11:57:00Z,33714,46710.6,29.47,337,51277.02410461212,106.928,29.752,0.526,877,1.06928,51393.03668296792,116.01257835579554,51.39303668296792,30.675919007938464
2021-01-18T11:58:00Z,33714,46696.4,29.54,337,51261.43591387415,107.326,29.752,0.566,877,1.0732599999999999,51380.50145481825,119.06554094410595,51.38050145481825,30.623071509374782
2021-01-18T11:59:00Z,33714,46696.4,29.46,337,51261.43591387415,107.145,29.752,0.548,877,1.07145,51383.554417406565,122.11850353241636,51.383554417406565,30.675937916108026
2021-01-18T12:00:00Z,33714,46720.1,29.46,337,51287.45282376782,107.091,29.752,0.542,877,1.07091,51412.62428988855,125.17146612072676,51.41262428988855,30.695384677404217
2021-01-18T12:01:00Z,33714,46705.9,29.48,337,51271.864633029836,106.712,29.752,0.505,877,1.06712,51400.08906173887,128.22442870903717,51.400089061738875,30.674274998935605
2021-01-18T12:02:00Z,33714,46648.9,29.41,337,51209.29231809569,106.892,29.752,0.522,877,1.06892,51340.56970939304,131.27739129734758,51.340569709393044,30.678995603616787
2021-01-18T12:03:00Z,33714,46620.5,29.46,337,51178.11593661973,107.47,29.752,0.58,877,1.0747,51312.44629050539,134.33035388565798,51.31244629050539,30.62837633429674
2021-01-18T12:04:00Z,33714,46620.5,29.46,337,51178.11593661973,107.759,29.752,0.609,877,1.07759,51315.4992530937,137.3833164739684,51.315499253093705,30.630417347849107
2021-01-18T12:05:00Z,33714,46620.5,29.43,337,51178.11593661973,107.687,29.752,0.602,877,1.07687,51318.55221568201,140.4362790622788,51.31855221568201,30.651528480878337
2021-01-18T12:06:00Z,33714,46568.4,29.43,337,51120.9226452501,107.001,29.752,0.533,877,1.0700100000000001,51264.41188690069,143.4892416505892,51.264411886900696,30.615302064191603
2021-01-18T12:07:00Z,33714,46577.8,29.47,337,51131.24158841468,107.235,29.752,0.557,877,1.07235,51277.78379265358,146.54220423889961,51.27778379265358,30.59885075563167
2021-01-18T12:08:00Z,33714,46525.9,29.39,337,51074.267849027274,107.037,29.752,0.537,877,1.07037,51223.863015854484,149.59516682721002,51.223863015854484,30.613575663767623
2021-01-18T12:09:00Z,33714,46563.7,29.44,337,51115.76317366781,107.253,29.752,0.558,877,1.07253,51268.41130308333,152.64812941552043,51.26841130308333,30.611625932037484
2021-01-18T12:10:00Z,33714,46483.4,29.39,337,51027.613052804445,107.145,29.752,0.548,877,1.07145,51183.314144808275,155.70109200383084,51.18331414480828,30.586426779219945
2021-01-18T12:11:00Z,33714,46469.3,29.36,337,51012.13463805758,107.416,29.752,0.575,877,1.07416,51170.88869264972,158.75405459214124,51.170888692649726,30.59716049883745
2021-01-18T12:12:00Z,33714,46426.9,29.32,337,50965.58961782586,107.741,29.752,0.607,877,1.07741,51127.39663500631,161.80701718045165,51.12739663500631,30.593437359660392
2021-01-18T12:13:00Z,33714,46455.1,29.28,337,50996.5464473196,107.033,29.652,0.537,877,1.07033,51161.40642708836,164.8599797687621,51.16140642708836,30.64170438723866
2021-01-18T12:14:00Z,33714,46375.2,29.3,337,50908.83543042068,107.199,29.752,0.553,877,1.07199,51076.74837277775,167.9129423570725,51.07674837277775,30.5721931660631
2021-01-18T12:15:00Z,33714,46398.7,29.35,337,50934.63278833212,107.196,29.652,0.553,877,1.07196,51105.598693277505,170.9659049453829,51.10559869327751,30.55977521145359
2021-01-18T12:16:00Z,33714,46361.1,29.27,337,50893.35701567381,107.123,29.652,0.545,877,1.0712300000000001,51067.375883207504,174.0188675336933,51.067375883207504,30.58497761313609
2021-01-18T12:17:00Z,33714,46347,29.25,337,50877.878600926946,106.961,29.652,0.529,877,1.06961,51054.95043104895,177.07183012200372,51.05495043104895,30.589361548557516
2021-01-18T12:18:00Z,33714,46318.9,29.3,337,50847.031547424325,107.174,29.552,0.551,877,1.0717400000000001,51027.15634013464,180.12479271031413,51.027156340134646,30.538942995199722
2021-01-18T12:19:00Z,33714,46281.4,29.25,337,50805.865550757124,107.156,29.552,0.549,877,1.07156,50989.04330605575,183.17775529862453,50.98904330605575,30.545129270941374
2021-01-18T12:20:00Z,33714,46342.3,29.37,337,50872.71912934466,106.686,29.552,0.502,877,1.0668600000000001,51058.9498472316,186.23071788693494,51.058949847231595,30.515853018285394
2021-01-18T12:21:00Z,33714,46290.8,29.3,337,50816.184493921704,107.879,29.552,0.621,877,1.0787900000000001,51005.46817439695,189.28368047524535,51.00546817439695,30.52440153157229
2021-01-18T12:22:00Z,33714,46304.8,29.36,337,50831.55313267746,106.452,29.552,0.479,877,1.06452,51023.889775741016,192.33664306355575,51.02388977574102,30.49871473818209
2021-01-18T12:23:00Z,33714,46276.7,29.38,337,50800.70607917483,107.174,29.552,0.551,877,1.0717400000000001,50996.095684826694,195.38960565186616,50.99609568482669,30.467449611483428
2021-01-18T12:24:00Z,33714,46239.3,29.32,337,50759.64985849875,106.704,29.552,0.504,877,1.06704,50958.09242673893,198.44256824017657,50.95809242673893,30.479977444362778
2021-01-18T12:25:00Z,33714,46248.7,29.41,337,50769.96880166332,107.03,29.552,0.536,877,1.0703,50971.46433249181,201.49553082848698,50.971464332491806,30.432012573576703
2021-01-18T12:26:00Z,33714,46239.3,29.39,337,50759.64985849875,107.807,29.552,0.614,877,1.07807,50964.19835191555,204.54849341679738,50.96419835191555,30.439783709106123
