date,"Low Range, μS/cm (LGR S/N: 20739337, SEN S/N: 20739337)",E_Conductivity,TempInSitu,Serial,Sp_Conductance,AbsPressure,TempInSitu.depth,Depth,Serial.depth,AbsPressure_bar,Sp_Conductance.corrected,drift.correction,Sp_Cond_mS.cm,SalinityInSitu_1pCal
2021-01-18T16:54:00Z,33714,44379.6,29.48,337,48718.14575177892,107.029,30.054,0.536,877,1.07029,49740.88821886291,1022.742467083987,49.74088821886291,29.567829350209507
2021-01-18T16:55:00Z,33714,44401.4,29.5,337,48742.07691784145,107.156,30.054,0.549,877,1.07156,49767.872347513745,1025.7954296722974,49.767872347513745,29.57352053626296
2021-01-18T16:56:00Z,33714,44401.4,29.48,337,48742.07691784145,106.863,29.953,0.52,877,1.06863,49770.92531010206,1028.8483922606079,49.77092531010206,29.58780612173565
2021-01-18T16:57:00Z,33714,44370.8,29.48,337,48708.48546456102,106.827,29.953,0.516,877,1.06827,49740.386819409934,1031.9013548489181,49.740386819409935,29.567496405538883
2021-01-18T16:58:00Z,33714,44383.9,29.5,337,48722.86611939676,107.459,29.953,0.579,877,1.0745900000000002,49757.82043683399,1034.9543174372286,49.75782043683399,29.566837379601502
2021-01-18T16:59:00Z,33714,44401.4,29.47,337,48742.07691784145,106.805,29.853,0.514,877,1.0680500000000002,49780.084197866985,1038.0072800255389,49.780084197866984,29.60002996287876
2021-01-18T17:00:00Z,33714,44375.2,29.46,337,48713.31560816996,106.896,29.853,0.523,877,1.0689600000000001,49754.375850783814,1041.0602426138494,49.754375850783816,29.589058611238286
2021-01-18T17:01:00Z,33714,44375.2,29.48,337,48713.31560816996,107.691,29.853,0.602,877,1.07691,49757.42881337212,1044.1132052021599,49.75742881337212,29.578827902675048
2021-01-18T17:02:00Z,33714,44331.7,29.48,337,48665.56305203601,106.874,29.752,0.521,877,1.06874,49712.72921982648,1047.1661677904701,49.71272921982648,29.549104217878032
2021-01-18T17:03:00Z,33714,44375.2,29.46,337,48713.31560816996,107.109,29.752,0.544,877,1.0710899999999999,49763.53473854875,1050.2191303787806,49.76353473854875,29.595151907520744
2021-01-18T17:04:00Z,33714,44397,29.47,337,48737.246774232495,106.82,29.752,0.515,877,1.0682,49790.518867199586,1053.272092967091,49.79051886719959,29.60697171927439
2021-01-18T17:05:00Z,33714,44353.4,29.48,337,48689.38444210743,106.784,29.752,0.512,877,1.0678400000000001,49745.709497662836,1056.3250555554014,49.74570949766284,29.571036241910527
2021-01-18T17:06:00Z,33714,44379.6,29.46,337,48718.14575177892,106.387,29.752,0.472,877,1.06387,49777.52376992263,1059.3780181437119,49.77752376992263,29.604461580021255
2021-01-18T17:07:00Z,33714,44401.4,29.46,337,48742.07691784145,106.834,29.652,0.517,877,1.06834,49804.50789857347,1062.4309807320224,49.804507898573476,29.622416149906133
2021-01-18T17:08:00Z,33714,44379.6,29.46,337,48718.14575177892,107.25,29.652,0.558,877,1.0725,49783.62969509925,1065.4839433203326,49.78362969509925,29.608522291231775
2021-01-18T17:09:00Z,33714,44401.4,29.48,337,48742.07691784145,106.961,29.652,0.529,877,1.06961,49810.61382375009,1068.5369059086431,49.810613823750096,29.614204042590487
2021-01-18T17:10:00Z,33714,44370.8,29.47,337,48708.48546456102,106.744,29.652,0.508,877,1.06744,49780.07533305797,1071.5898684969534,49.78007533305797,29.600024215937474
2021-01-18T17:11:00Z,33714,44370.8,29.44,337,48708.48546456102,107.105,29.652,0.544,877,1.07105,49783.12829564628,1074.6428310852639,49.783128295646286,29.620464844427588
2021-01-18T17:12:00Z,33714,44379.6,29.46,337,48718.14575177892,106.925,29.652,0.526,877,1.06925,49795.841545452495,1077.6957936735744,49.7958415454525,29.616649019407895
2021-01-18T17:13:00Z,33714,44357.8,29.46,337,48694.214585716385,106.834,29.652,0.517,877,1.06834,49774.96334197827,1080.7487562618846,49.77496334197827,29.602756811457795
2021-01-18T17:14:00Z,33714,44349.1,29.43,337,48684.66407448959,107.34,29.652,0.567,877,1.0734000000000001,49768.46579333979,1083.8017188501951,49.76846579333979,29.616843020090467
2021-01-18T17:15:00Z,33714,44370.8,29.44,337,48708.48546456102,106.636,29.652,0.497,877,1.06636,49795.34014599952,1086.8546814385056,49.795340145999525,29.62859536079812
2021-01-18T17:16:00Z,33714,44362.1,29.39,337,48698.934953334225,106.618,29.652,0.495,877,1.06618,49788.84259736104,1089.907644026816,49.78884259736105,29.655001168682702
2021-01-18T17:17:00Z,33714,44392.6,29.41,337,48732.41663062354,107.629,29.652,0.596,877,1.07629,49825.37723723867,1092.9606066151264,49.82537723723867,29.667037567240744
2021-01-18T17:18:00Z,33714,44383.9,29.38,337,48722.86611939676,106.762,29.652,0.51,877,1.06762,49818.879688600195,1096.0135692034366,49.8188796886002,29.681175453854127
2021-01-18T17:19:00Z,33714,44301.2,29.37,337,48632.08137474669,106.798,29.652,0.513,877,1.0679800000000002,49731.147906538434,1099.0665317917471,49.73114790653843,29.628847905441773
2021-01-18T17:20:00Z,33714,44340.4,29.38,337,48675.11356326281,107.214,29.652,0.555,877,1.07214,49777.233057642865,1102.1194943800576,49.77723305764287,29.65341429735818
2021-01-18T17:21:00Z,33714,44309.9,29.37,337,48641.63188597348,106.759,29.552,0.509,877,1.06759,49746.80434294185,1105.172456968368,49.74680434294185,29.639284141934013
2021-01-18T17:22:00Z,33714,44301.2,29.38,337,48632.08137474669,107.319,29.552,0.565,877,1.07319,49740.30679430337,1108.2254195566784,49.74030679430337,29.628803631692403
2021-01-18T17:23:00Z,33714,44309.9,29.37,337,48641.63188597348,106.217,29.552,0.455,877,1.06217,49752.910268118474,1111.2783821449889,49.75291026811848,29.643355668234804
2021-01-18T17:24:00Z,33714,44279.5,29.37,337,48608.25998467527,106.867,29.552,0.52,877,1.06867,49722.59132940857,1114.3313447332991,49.72259132940857,29.623144391014215
2021-01-18T17:25:00Z,33714,44314.3,29.33,337,48646.462029582435,106.596,29.552,0.493,877,1.06596,49763.84633690405,1117.3843073216096,49.763846336904045,29.675271634902206
2021-01-18T17:26:00Z,33714,44292.5,29.33,337,48622.530863519896,107.192,29.552,0.552,877,1.07192,49742.968133429815,1120.4372699099201,49.74296813342981,29.661340845320456
2021-01-18T17:27:00Z,33714,44323,29.37,337,48656.01254080922,106.65,29.552,0.498,877,1.0665,49779.50277330745,1123.4902324982304,49.779502773307456,29.661082018866413
2021-01-18T17:28:00Z,33714,44275.1,29.33,337,48603.42984106632,107.391,29.552,0.572,877,1.0739100000000001,49729.973036152856,1126.543195086541,49.729973036152856,29.652670901311943
2021-01-18T17:29:00Z,33714,44301.2,29.35,337,48632.08137474669,107.319,29.552,0.565,877,1.07319,49761.67753242154,1129.5961576748512,49.761677532421544,29.661505764041674
2021-01-18T17:30:00Z,33714,44305.6,29.33,337,48636.91151835564,107.102,29.552,0.543,877,1.07102,49769.5606386188,1132.6491202631616,49.7695606386188,29.67908296032055
2021-01-18T17:31:00Z,33714,44336,29.33,337,48670.28341965385,107.282,29.552,0.561,877,1.0728199999999999,49805.985502505326,1135.7020828514721,49.80598550250533,29.703386871695724
2021-01-18T17:32:00Z,33714,44262.1,29.33,337,48589.158962221685,107.77,29.552,0.61,877,1.0776999999999999,49727.91400766147,1138.7550454397824,49.727914007661475,29.65129635223804
2021-01-18T17:33:00Z,33714,44327.3,29.32,337,48660.73290842707,106.668,29.552,0.5,877,1.06668,49802.54091645516,1141.808008028093,49.802540916455165,29.707257442390386
2021-01-18T17:34:00Z,33714,44314.3,29.33,337,48646.462029582435,107.084,29.552,0.542,877,1.07084,49791.32300019884,1144.8609706164034,49.791323000198844,29.69360350736481
2021-01-18T17:35:00Z,33714,44275.1,29.32,337,48603.42984106632,106.362,29.552,0.47,877,1.06362,49751.34377427103,1147.9139332047137,49.75134377427103,29.673091069819264
2021-01-18T17:36:00Z,33714,44275.1,29.31,337,48603.42984106632,107.246,29.552,0.558,877,1.07246,49754.396736859344,1150.9668957930242,49.75439673685935,29.681289047947807
2021-01-18T17:37:00Z,33714,44292.5,29.31,337,48622.530863519896,106.795,29.552,0.513,877,1.06795,49776.55072190123,1154.0198583813344,49.77655072190123,29.696077515017123
2021-01-18T17:38:00Z,33714,44275.1,29.32,337,48603.42984106632,106.56,29.552,0.489,877,1.0656,49760.502662035964,1157.072820969645,49.76050266203597,29.679202463679268
2021-01-18T17:39:00Z,33714,44231.8,29.31,337,48555.896836914595,106.737,29.452,0.507,877,1.06737,49716.02262047255,1160.1257835579554,49.71602262047255,29.65567892429463
2021-01-18T17:40:00Z,33714,44266.5,29.32,337,48593.98910583064,107.044,29.452,0.538,877,1.07044,49757.167851976905,1163.1787461462657,49.7571678519769,29.676975865377635
2021-01-18T17:41:00Z,33714,44253.4,29.31,337,48579.6084509949,107.207,29.452,0.554,877,1.0720699999999999,49745.84015972947,1166.2317087345762,49.745840159729475,29.675578090180593
2021-01-18T17:42:00Z,33714,44214.4,29.3,337,48536.79581446101,107.098,29.452,0.543,877,1.07098,49706.080485783896,1169.2846713228867,49.7060804857839,29.655201257272576
2021-01-18T17:43:00Z,33714,44266.5,29.27,337,48593.98910583064,106.827,29.452,0.516,877,1.06827,49766.32673974184,1172.337633911197,49.76632673974184,29.713932937569602
2021-01-18T17:44:00Z,33714,44266.5,29.31,337,48593.98910583064,107.098,29.452,0.543,877,1.07098,49769.379702330145,1175.3905964995074,49.76937970233015,29.691290129625582
2021-01-18T17:45:00Z,33714,44288.2,29.28,337,48617.81049590206,107.026,29.452,0.536,877,1.07026,49796.25405498988,1178.443559087818,49.79625405498988,29.727748895596974
2021-01-18T17:46:00Z,33714,44257.8,29.3,337,48584.43859460385,106.773,29.452,0.511,877,1.06773,49765.93511627998,1181.4965216761282,49.765935116279984,29.695158416137307
2021-01-18T17:47:00Z,33714,44249.1,29.31,337,48574.88808337706,106.737,29.452,0.507,877,1.06737,49759.4375676415,1184.5494842644387,49.7594375676415,29.684654869884227
2021-01-18T17:48:00Z,33714,44257.8,29.27,337,48584.43859460385,106.845,29.452,0.518,877,1.0684500000000001,49772.0410414566,1187.602446852749,49.7720410414566,29.71775036635814
2021-01-18T17:49:00Z,33714,44270.8,29.3,337,48598.70947344848,106.791,29.452,0.512,877,1.06791,49789.36488288954,1190.6554094410594,49.78936488288954,29.71080123493854
2021-01-18T17:50:00Z,33714,44266.5,29.27,337,48593.98910583064,106.791,29.452,0.512,877,1.06791,49787.697477860005,1193.70837202937,49.78769747786001,29.72821024893442
2021-01-18T17:51:00Z,33714,44218.8,29.27,337,48541.62595806996,106.936,29.452,0.527,877,1.06936,49738.38729268764,1196.7613346176802,49.73838729268764,29.695268597433714
2021-01-18T17:52:00Z,33714,44231.8,29.27,337,48555.896836914595,107.189,29.452,0.552,877,1.07189,49755.71113412059,1199.8142972059907,49.75571113412059,29.706840411921366
2021-01-18T17:53:00Z,33714,44236.1,29.26,337,48560.61720453243,107.004,29.352,0.534,877,1.07004,49763.48446432673,1202.8672597943012,49.76348446432673,29.71820871187908
2021-01-18T17:54:00Z,33714,44197.1,29.25,337,48517.80456799854,107.239,29.352,0.557,877,1.0723900000000002,49723.72479038115,1205.9202223826114,49.723724790381155,29.69781455972292
2021-01-18T17:55:00Z,33714,44201.4,29.26,337,48522.52493561638,106.752,29.352,0.509,877,1.06752,49731.4981205873,1208.973184970922,49.7314981205873,29.69683767154165
2021-01-18T17:56:00Z,33714,44188.5,29.26,337,48508.363832762865,107.275,29.352,0.561,877,1.07275,49720.3899803221,1212.0261475592322,49.7203899803221,29.689415004174897
2021-01-18T17:57:00Z,33714,44197.1,29.24,337,48517.80456799854,106.734,29.352,0.507,877,1.06734,49732.88367814608,1215.0791101475427,49.73288367814608,29.71011119941333
2021-01-18T17:58:00Z,33714,44231.8,29.24,337,48555.896836914595,106.679,29.352,0.501,877,1.0667900000000001,49774.02890965045,1218.1320727358532,49.77402890965045,29.737614747734565
2021-01-18T17:59:00Z,33714,44197.1,29.22,337,48517.80456799854,106.77,29.352,0.51,877,1.0677,49738.9896033227,1221.1850353241634,49.7389896033227,29.726550521674923
2021-01-18T18:00:00Z,33714,44210.1,29.24,337,48532.07544684317,107.203,29.352,0.553,877,1.07203,49756.313444755644,1224.237997912474,49.75631344475565,29.725771130558535
2021-01-18T18:01:00Z,33714,44179.8,29.21,337,48498.81332153607,106.932,29.352,0.526,877,1.06932,49726.10428203686,1227.2909605007844,49.726104282036864,29.72411439632983
2021-01-18T18:02:00Z,33714,44179.8,29.24,337,48498.81332153607,106.679,29.352,0.501,877,1.0667900000000001,49729.15724462517,1230.3439230890947,49.72915724462517,29.707620598559604
2021-01-18T18:03:00Z,33714,44201.4,29.22,337,48522.52493561638,107.221,29.352,0.555,877,1.07221,49755.921821293785,1233.3968856774052,49.75592182129379,29.737872278890787
2021-01-18T18:04:00Z,33714,44210.1,29.22,337,48532.07544684317,106.661,29.352,0.5,877,1.06661,49768.525295108884,1236.4498482657154,49.76852529510889,29.746302258626276
2021-01-18T18:05:00Z,33714,44188.5,29.2,337,48508.363832762865,106.607,29.352,0.494,877,1.06607,49747.86664361689,1239.502810854026,49.747866643616895,29.744856437793207
2021-01-18T18:06:00Z,33714,44223.1,29.2,337,48546.346325687795,107.023,29.352,0.536,877,1.07023,49788.90209913013,1242.5557734423364,49.788902099130134,29.77231014106284
2021-01-18T18:07:00Z,33714,44171.2,29.19,337,48489.37258630039,107.059,29.352,0.539,877,1.07059,49734.98132233104,1245.6087360306467,49.734981322331045,29.74242126616771
2021-01-18T18:08:00Z,33714,44201.4,29.18,337,48522.52493561638,107.149,29.352,0.548,877,1.07149,49771.18663423533,1248.6616986189572,49.771186634235335,29.77284151489349
2021-01-18T18:09:00Z,33714,44201.4,29.19,337,48522.52493561638,106.95,29.352,0.528,877,1.0695000000000001,49774.239596823645,1251.7146612072677,49.77423959682365,29.768691638839424
2021-01-18T18:10:00Z,33714,44201.4,29.18,337,48522.52493561638,106.968,29.352,0.53,877,1.06968,49777.29255941195,1254.767623795578,49.777292559411954,29.77692894938598
2021-01-18T18:11:00Z,33714,44140.9,29.16,337,48456.110460993295,106.77,29.352,0.51,877,1.0677,49713.931047377184,1257.8205863838884,49.71393104737719,29.74689968948526
2021-01-18T18:12:00Z,33714,44201.4,29.18,337,48522.52493561638,106.968,29.352,0.53,877,1.06968,49783.39848458858,1260.873548972199,49.78339848458858,29.78101601546184
2021-01-18T18:13:00Z,33714,44140.9,29.18,337,48456.110460993295,107.257,29.352,0.559,877,1.07257,49720.036972553804,1263.9265115605092,49.72003697255381,29.738607637573068
2021-01-18T18:14:00Z,33714,44188.5,29.16,337,48508.363832762865,107.041,29.352,0.537,877,1.07041,49775.34330691169,1266.9794741488197,49.77534330691169,29.788018570466757
2021-01-18T18:15:00Z,33714,44158.2,29.15,337,48475.10170745576,107.059,29.352,0.539,877,1.07059,49745.13414419289,1270.03243673713,49.74513414419289,29.773986671176882
2021-01-18T18:16:00Z,33714,44171.2,29.14,337,48489.37258630039,107.239,29.352,0.557,877,1.0723900000000002,49762.457985625835,1273.0853993254404,49.762457985625836,29.791789366558664
2021-01-18T18:17:00Z,33714,44162.5,29.14,337,48479.8220750736,107.113,29.352,0.544,877,1.07113,49755.96043698735,1276.138361913751,49.75596043698735,29.787437080121144
2021-01-18T18:18:00Z,33714,44127.9,29.14,337,48441.83958214866,106.369,29.252,0.47,877,1.06369,49721.030906650725,1279.1913245020612,49.721030906650725,29.764041833676302
2021-01-18T18:19:00Z,33714,44140.9,29.14,337,48456.110460993295,106.712,29.252,0.505,877,1.06712,49738.354748083664,1282.2442870903717,49.738354748083665,29.775644793123615
2021-01-18T18:20:00Z,33714,44132.3,29.13,337,48446.669725757616,106.712,29.252,0.505,877,1.06712,49731.9669754363,1285.2972496786822,49.7319669754363,29.777564765987215
2021-01-18T18:21:00Z,33714,44127.9,29.14,337,48441.83958214866,106.82,29.252,0.515,877,1.0682,49730.18979441565,1288.3502122669925,49.73018979441565,29.770175409428415
2021-01-18T18:22:00Z,33714,44153.9,29.11,337,48470.38133983793,106.856,29.252,0.519,877,1.06856,49761.78451469323,1291.403174855303,49.76178451469323,29.809954543788
2021-01-18T18:23:00Z,33714,44080.5,29.14,337,48389.80576236132,107.019,29.252,0.535,877,1.07019,49684.26189980494,1294.4561374436132,49.68426189980494,29.7394139007355
2021-01-18T18:24:00Z,33714,44110.7,29.11,337,48422.958111677304,106.947,29.252,0.528,877,1.0694700000000001,49720.46721170923,1297.5091000319237,49.72046721170923,29.78226051407846
2021-01-18T18:25:00Z,33714,44123.6,29.1,337,48437.11921453082,107.416,29.252,0.575,877,1.07416,49737.68127715106,1300.5620626202342,49.73768127715106,29.800003008619484
2021-01-18T18:26:00Z,33714,44102.1,29.11,337,48413.51737644163,106.929,29.252,0.526,877,1.06929,49717.132401650175,1303.6150252085445,49.717132401650176,29.78002549803364
2021-01-18T18:27:00Z,33714,44110.7,29.1,337,48422.958111677304,107.344,29.252,0.567,877,1.07344,49729.62609947416,1306.667987796855,49.72962609947416,29.79460301889437
2021-01-18T18:28:00Z,33714,44089.1,29.11,337,48399.246497597,107.163,29.252,0.549,877,1.07163,49708.96744798216,1309.7209503851655,49.70896744798216,29.77455269162193
2021-01-18T18:29:00Z,33714,44110.7,29.09,337,48422.958111677304,107.109,29.252,0.544,877,1.0710899999999999,49735.73202465078,1312.7739129734757,49.73573202465078,29.804904926665444
2021-01-18T18:30:00Z,33714,44110.7,29.1,337,48422.958111677304,107.2,29.252,0.553,877,1.072,49738.78498723909,1315.8268755617862,49.738784987239086,29.800743484568837
2021-01-18T18:31:00Z,33714,44110.7,29.1,337,48422.958111677304,107.236,29.252,0.557,877,1.07236,49741.8379498274,1318.8798381500967,49.7418379498274,29.802790138028254
2021-01-18T18:32:00Z,33714,44067.6,29.08,337,48375.6446595078,106.875,29.252,0.521,877,1.06875,49697.57746024621,1321.932800738407,49.697577460246215,29.785527457927
2021-01-18T18:33:00Z,33714,44132.3,29.08,337,48446.669725757616,107.145,29.252,0.548,877,1.07145,49771.65548908433,1324.9857633267175,49.77165548908433,29.835209823628954
2021-01-18T18:34:00Z,33714,44093.4,29.08,337,48403.96686521484,107.073,29.252,0.54,877,1.07073,49732.00559112987,1328.0387259150277,49.73200559112987,29.808615875308917
2021-01-18T18:35:00Z,33714,44123.6,29.09,337,48437.11921453082,107.471,29.252,0.58,877,1.07471,49768.21090303416,1331.0916885033382,49.76821090303416,29.826683744573703
2021-01-18T18:36:00Z,33714,44071.9,29.09,337,48380.36502712565,106.802,29.252,0.514,877,1.0680200000000002,49714.5096782173,1334.1446510916487,49.7145096782173,29.790675662985045
2021-01-18T18:37:00Z,33714,44059,29.08,337,48366.20392427213,107.127,29.252,0.546,877,1.07127,49703.401537952086,1337.197613679959,49.70340153795209,29.789432505892666
2021-01-18T18:38:00Z,33714,44080.5,29.05,337,48389.80576236132,107.127,29.252,0.546,877,1.07127,49730.05633862959,1340.2505762682695,49.730056338629595,29.825949419921866
2021-01-18T18:39:00Z,33714,44089.1,29.08,337,48399.246497597,107.308,29.252,0.564,877,1.07308,49742.55003645358,1343.30353885658,49.74255003645358,29.8156873536723
2021-01-18T18:40:00Z,33714,44102.1,29.07,337,48413.51737644163,106.694,29.252,0.503,877,1.06694,49759.87387788652,1346.3565014448902,49.75987387788653,29.83352412742866
2021-01-18T18:41:00Z,33714,44102.1,29.05,337,48413.51737644163,106.871,29.152,0.52,877,1.06871,49762.926840474836,1349.4094640332007,49.76292684047484,29.848010797434707
2021-01-18T18:42:00Z,33714,44071.9,29.05,337,48380.36502712565,106.546,29.152,0.488,877,1.06546,49732.82745374716,1352.462426621511,49.73282745374716,29.827810591249186
2021-01-18T18:43:00Z,33714,44123.6,29.03,337,48437.11921453082,107.16,29.152,0.549,877,1.0715999999999999,49792.63460374065,1355.5153892098215,49.79263460374065,29.880406406443797
2021-01-18T18:44:00Z,33714,44071.9,29.04,337,48380.36502712565,106.654,29.152,0.499,877,1.06654,49738.93337892378,1358.568351798132,49.73893337892378,29.838127412792975
2021-01-18T18:45:00Z,33714,44076.2,29.05,337,48385.08539474348,106.636,29.152,0.497,877,1.06636,49746.706709129925,1361.6213143864422,49.746706709129924,29.8371250918468
2021-01-18T18:46:00Z,33714,44084.8,29.05,337,48394.52612997917,107.088,29.152,0.542,877,1.07088,49759.20040695392,1364.6742769747527,49.759200406953916,29.845509169970217
2021-01-18T18:47:00Z,33714,44084.8,29.03,337,48394.52612997917,107.286,29.152,0.562,877,1.0728600000000001,49762.25336954223,1367.7272395630632,49.762253369542236,29.860005200311377
2021-01-18T18:48:00Z,33714,44063.3,29.03,337,48370.92429188997,107.196,29.152,0.553,877,1.07196,49741.70449404134,1370.7802021513735,49.74170449404134,29.84620810229229
2021-01-18T18:49:00Z,33714,44024.5,29.04,337,48328.331207338306,107.16,29.152,0.549,877,1.0715999999999999,49702.16437207799,1373.833164739684,49.70216437207799,29.81344583738306
2021-01-18T18:50:00Z,33714,44084.8,29.03,337,48394.52612997917,106.799,29.152,0.513,877,1.06799,49771.412257307165,1376.8861273279945,49.77141225730717,29.866156365472843
2021-01-18T18:51:00Z,33714,44084.8,29.04,337,48394.52612997917,106.6,29.152,0.493,877,1.066,49774.46521989547,1379.9390899163047,49.774465219895475,29.861980315018506
2021-01-18T18:52:00Z,33714,44076.2,29.04,337,48385.08539474348,107.088,29.152,0.542,877,1.07088,49768.0774472481,1382.9920525046152,49.7680774472481,29.8576907267243
2021-01-18T18:53:00Z,33714,44076.2,29.02,337,48385.08539474348,106.672,29.152,0.501,877,1.06672,49771.130409836405,1386.0450150929255,49.77113040983641,29.87219571090549
2021-01-18T18:54:00Z,33714,44015.9,29.02,337,48318.89047210263,106.943,29.152,0.528,877,1.06943,49707.988449783865,1389.097977681236,49.70798844978387,29.82979174680232
2021-01-18T18:55:00Z,33714,44063.3,29,337,48370.92429188997,107.142,29.152,0.547,877,1.07142,49763.075232159514,1392.1509402695465,49.763075232159515,29.879245360613112
2021-01-18T18:56:00Z,33714,44024.5,29,337,48328.331207338306,106.925,29.152,0.526,877,1.06925,49723.535110196164,1395.2039028578567,49.72353511019617,29.85268088639965
2021-01-18T18:57:00Z,33714,44015.9,29.02,337,48318.89047210263,106.835,29.152,0.517,877,1.06835,49717.14733754879,1398.2568654461672,49.717147337548795,29.835942158328393
2021-01-18T18:58:00Z,33714,44033.1,29,337,48337.77194257398,107.106,29.152,0.544,877,1.07106,49739.081770608456,1401.3098280344777,49.73908177060846,29.86312503282514
2021-01-18T18:59:00Z,33714,44046.1,29,337,48352.04282141861,107.25,29.152,0.558,877,1.0725,49756.405612041395,1404.362790622788,49.7564056120414,29.874763861126947
2021-01-18T19:00:00Z,33714,44063.3,29,337,48370.92429188997,106.835,29.152,0.517,877,1.06835,49778.34004510107,1407.4157532110985,49.77834004510107,29.889502730406477
2021-01-18T19:01:00Z,33714,44024.5,29,337,48328.331207338306,107.25,29.152,0.558,877,1.0725,49738.79992313772,1410.4687157994088,49.73879992313772,29.862935314715084
2021-01-18T19:02:00Z,33714,44024.5,28.98,337,48328.331207338306,106.727,29.152,0.506,877,1.0672700000000002,49741.852885726024,1413.5216783877192,49.741852885726026,29.877451233696124
2021-01-18T19:03:00Z,33714,43994.5,28.98,337,48295.39841000454,106.871,29.152,0.52,877,1.06871,49711.973050980574,1416.5746409760297,49.711973050980575,29.85736864357375
2021-01-18T19:04:00Z,33714,44024.5,28.97,337,48328.331207338306,106.871,29.152,0.52,877,1.06871,49747.958810902644,1419.62760356434,49.747958810902645,29.887790816638514
2021-01-18T19:05:00Z,33714,44003.1,28.98,337,48304.83914524022,106.961,29.152,0.529,877,1.06961,49727.51971139287,1422.6805661526505,49.72751971139287,29.86781707320203
2021-01-18T19:06:00Z,33714,44046.1,28.98,337,48352.04282141861,107.088,29.152,0.542,877,1.07088,49777.77635015957,1425.733528740961,49.77777635015957,29.901597127422068
2021-01-18T19:07:00Z,33714,43977.3,28.98,337,48276.51693953319,107.142,29.152,0.547,877,1.07142,49705.30343086246,1428.7864913292713,49.705303430862465,29.85288558652121
2021-01-18T19:08:00Z,33714,44015.9,28.98,337,48318.89047210263,106.687,29.053,0.502,877,1.06687,49750.729926020205,1431.8394539175817,49.750729926020206,29.883417976489575
2021-01-18T19:09:00Z,33714,44046.1,28.98,337,48352.04282141861,106.146,29.053,0.448,877,1.06146,49786.9352379245,1434.8924165058922,49.7869352379245,29.907756323046183
2021-01-18T19:10:00Z,33714,44028.8,28.98,337,48333.051574956145,106.922,29.053,0.525,877,1.06922,49770.99695405035,1437.9453790942025,49.770996954050354,29.897040392879614
2021-01-18T19:11:00Z,33714,44028.8,28.97,337,48333.051574956145,107.409,29.053,0.574,877,1.07409,49774.04991663866,1440.998341682513,49.77404991663866,29.905331026089186
2021-01-18T19:12:00Z,33714,44007.3,28.96,337,48309.44973686695,106.849,29.053,0.518,877,1.0684900000000002,49753.50104113777,1444.0513042708233,49.753501041137774,29.89775578994585
2021-01-18T19:13:00Z,33714,43964.4,28.96,337,48262.35583667967,106.705,29.053,0.504,877,1.06705,49709.460103538804,1447.1042668591338,49.7094601035388,29.86814316160878
2021-01-18T19:14:00Z,33714,44037.4,28.96,337,48342.492310191825,106.651,29.053,0.499,877,1.06651,49792.64953963927,1450.1572294474443,49.79264953963927,29.924083273986415
2021-01-18T19:15:00Z,33714,44037.4,28.96,337,48342.492310191825,106.651,29.053,0.499,877,1.06651,49795.70250222758,1453.2101920357545,49.79570250222758,29.926136506339123
2021-01-18T19:16:00Z,33714,44028.8,28.96,337,48333.051574956145,106.813,29.053,0.515,877,1.06813,49789.31472958021,1456.263154624065,49.78931472958021,29.921840104448506
2021-01-18T19:17:00Z,33714,43934.4,28.96,337,48229.42303934591,106.94,29.053,0.527,877,1.0694,49688.73915655828,1459.3161172123755,49.688739156558285,29.85421137649471
2021-01-18T19:18:00Z,33714,44007.3,28.96,337,48309.44973686695,107.211,29.053,0.554,877,1.0721100000000001,49771.818816667634,1462.3690798006858,49.77181881666763,29.91007297641482
2021-01-18T19:19:00Z,33714,43968.7,28.96,337,48267.076204297504,106.687,29.053,0.502,877,1.06687,49732.4982466865,1465.4220423889963,49.7324982466865,29.88363344019876
2021-01-18T19:20:00Z,33714,43985.9,28.94,337,48285.95767476886,107.229,29.053,0.556,877,1.07229,49754.43267974617,1468.4750049773065,49.754432679746174,29.91086594964691
2021-01-18T19:21:00Z,33714,43960.1,28.96,337,48257.635469061825,106.615,29.053,0.495,877,1.06615,49729.163436627445,1471.527967565617,49.729163436627445,29.881391310178618
2021-01-18T19:22:00Z,33714,43990.2,28.93,337,48290.6780423867,106.452,29.053,0.479,877,1.06452,49765.25897254063,1474.5809301539275,49.76525897254063,29.924398439811768
2021-01-18T19:23:00Z,33714,43998.8,28.92,337,48300.11877762238,106.868,29.053,0.52,877,1.06868,49777.75267036462,1477.6338927422378,49.77775267036462,29.939055781509524
2021-01-18T19:24:00Z,33714,43968.7,28.92,337,48267.076204297504,106.687,29.053,0.502,877,1.06687,49747.76305962805,1480.6868553305483,49.74776305962805,29.918871977608937
2021-01-18T19:25:00Z,33714,43981.6,28.92,337,48281.23730715102,106.434,29.053,0.477,877,1.06434,49764.97712506988,1483.7398179188588,49.76497712506988,29.930458153418698
2021-01-18T19:26:00Z,33714,43968.7,28.91,337,48267.076204297504,106.976,29.053,0.531,877,1.06976,49753.86898480467,1486.792780507169,49.75386898480467,29.929230552252456
2021-01-18T19:27:00Z,33714,43981.6,28.92,337,48281.23730715102,106.506,29.053,0.484,877,1.0650600000000001,49771.0830502465,1489.8457430954795,49.7710830502465,29.93456758690602
2021-01-18T19:28:00Z,33714,44003.1,28.91,337,48304.83914524022,106.633,29.053,0.497,877,1.06633,49797.73785092401,1492.8987056837898,49.79773785092401,29.958764590821126
