date,E_Conductivity,TempInSitu,Serial,AbsPressure,TempInSitu.depth,Depth,Serial.depth,AbsPressure_bar,E_Conductivity_cal,E_Conductivity_cal.drift,drift.correction,SalinityInSitu_1pCal
2021-01-17T08:35:00Z,1721,23.76,338,NA,NA,NA,NA,0,1174.3018902984459,1174.3018902984459,NA,0.5979171102070765
2021-01-17T08:36:00Z,1721,23.76,338,NA,NA,NA,NA,0,1174.3018902984459,1174.3018902984459,NA,0.5979171102070765
2021-01-17T08:37:00Z,1722.7,23.78,338,NA,NA,NA,NA,0,1176.7714099168516,1176.7714099168516,NA,0.5989684842529255
2021-01-17T08:38:00Z,1722.7,23.78,338,NA,NA,NA,NA,0,1176.7714099168516,1176.7714099168516,NA,0.5989684842529255
2021-01-17T08:39:00Z,1723.8,23.78,338,NA,NA,NA,NA,0,1178.36933437582,1178.36933437582,NA,0.599817001717245
2021-01-17T08:40:00Z,1723.3,23.78,338,NA,NA,NA,NA,0,1177.6430050762888,1177.6430050762888,NA,0.5994313036801299
2021-01-17T08:41:00Z,1723.3,23.78,338,NA,NA,NA,NA,0,1177.6430050762888,1177.6430050762888,NA,0.5994313036801299
2021-01-17T08:42:00Z,1724.4,23.78,338,NA,NA,NA,NA,0,1179.2409295352575,1179.2409295352575,NA,0.6002798575700433
2021-01-17T08:43:00Z,1725,23.78,338,NA,NA,NA,NA,0,1180.1125246946947,1180.1125246946947,NA,0.6007427332765128
2021-01-17T08:44:00Z,1725,23.78,338,NA,NA,NA,NA,0,1180.1125246946947,1180.1125246946947,NA,0.6007427332765128
2021-01-17T08:29:00Z,44427.1,23.7,338,NA,NA,NA,NA,0,63211.685287709464,63211.685287709464,NA,43.92078184062536
2021-01-17T08:30:00Z,44385,23.7,338,NA,NA,NA,NA,0,63150.52836068894,63150.52836068894,NA,43.87239214250384
2021-01-17T08:31:00Z,44346.7,23.72,338,NA,NA,NA,NA,0,63094.89153634486,63094.89153634486,NA,43.80846549790374
2021-01-19T13:54:00Z,1859.4,22.98,338,NA,NA,NA,NA,0,1375.349840408657,16559.384901989753,NA,0.7173699406327005
2021-01-19T13:55:00Z,1851.4,22.98,338,NA,NA,NA,NA,0,1363.7285716161591,16547.763633197257,NA,0.7110324275260755
2021-01-19T13:56:00Z,1843.9,22.99,338,NA,NA,NA,NA,0,1352.8336321231925,16536.868693704288,NA,0.704938608796574
2021-01-19T13:57:00Z,1839.9,22.99,338,NA,NA,NA,NA,0,1347.0229977269437,16531.05805930804,NA,0.7017732992328821
2021-01-19T13:58:00Z,1835.9,22.99,338,NA,NA,NA,NA,0,1341.2123633306949,16525.24742491179,NA,0.6986088075341483
2021-01-19T13:59:00Z,1832,22.99,338,NA,NA,NA,NA,0,1335.546994794352,16519.58205637545,NA,0.6955242180015927
2021-01-19T13:40:00Z,33950.5,23.1,338,NA,NA,NA,NA,0,47992.76220877422,63176.79727035532,NA,32.623458406576034
2021-01-19T13:41:00Z,33930.8,23.08,338,NA,NA,NA,NA,0,47964.1448343727,63148.1798959538,NA,32.61647857028025
2021-01-19T13:42:00Z,33921,23.08,338,NA,NA,NA,NA,0,47949.90878010189,63133.94384168299,NA,32.605633051393795
2021-01-19T13:43:00Z,33938.2,23.08,338,NA,NA,NA,NA,0,47974.89450800575,63158.92956958685,NA,32.62466840831648
2021-01-19T13:44:00Z,33930.8,23.08,338,NA,NA,NA,NA,0,47964.1448343727,63148.1798959538,NA,32.61647857028025
2021-01-19T13:45:00Z,33930.8,23.08,338,NA,NA,NA,NA,0,47964.1448343727,63148.1798959538,NA,32.61647857028025
2021-01-17T09:59:00Z,48467.9,29.93,338,NA,NA,NA,NA,0,69081.58815480009,69087.1973291856,5.609174385512041,42.43774092520887
2021-01-17T10:00:00Z,49116,29.68,338,NA,NA,NA,NA,0,70023.05619285231,70034.27454162334,11.218348771024083,43.323435592388236
2021-01-17T10:01:00Z,49134.1,29.61,338,NA,NA,NA,NA,0,70049.34931349533,70066.17683665187,16.827523156536124,43.405521766130455
2021-01-17T10:02:00Z,49025.8,29.65,338,NA,NA,NA,NA,0,69892.0263872169,69914.46308475894,22.436697542048165,43.258064704953966
2021-01-17T10:03:00Z,42057.2,29.71,338,NA,NA,NA,NA,0,59769.02967379191,59797.075545719475,28.045871927560206,36.17386100532177
2021-01-17T10:04:00Z,45602.2,29.87,338,NA,NA,NA,NA,0,64918.70440746748,64952.35945378055,33.65504631307225,39.59050299032821
2021-01-17T12:30:00Z,35719.8,29.59,338,110.317,29.652,0.886,872,1.10317,50562.95106809501,50602.215288793595,39.26422069858429,30.046732948886667
2021-01-17T12:31:00Z,35586.8,29.35,338,110.252,29.652,0.88,872,1.10252,50369.74747441974,50414.62086950384,44.87339508409633,30.067433395341276
2021-01-17T12:32:00Z,35586.8,29.32,338,110.22,29.652,0.877,872,1.1022,50369.74747441974,50420.23004388935,50.48256946960837,30.08617104219624
2021-01-17T12:33:00Z,35706.4,29.56,338,110.122,29.652,0.867,872,1.10122,50543.485442867575,50599.577186722694,56.09174385512041,30.052438070370957
2021-01-17T12:34:00Z,35616,29.35,338,110.187,29.652,0.873,872,1.10187,50412.16510551235,50473.866023752984,61.700918240632454,30.095781263700815
2021-01-17T12:35:00Z,35457.2,29.36,338,110.512,29.652,0.906,872,1.10512,50181.48291998127,50248.79301260741,67.3100926261445,29.935448860133175
2021-01-17T12:36:00Z,35441.4,29.33,338,110.479,29.652,0.902,872,1.10479,50158.53091411609,50231.450181127744,72.91926701165653,29.938765689295224
