date,E_Conductivity,TempInSitu,Serial,E_Conductivity.corrected,drift.correction,Sp_Conductance,AbsPressure,TempInSitu.depth,Depth,Serial.depth,AbsPressure_bar,Sp_Cond_mS.cm,SalinityInSitu_1pCal
2021-01-17T11:26:00Z,37436,28.88,338,37484.74612591277,48.7461259127689,42141.556708420016,109.676,29.352,0.822,872,1.09676,42.14155670842002,24.886197557135933
2021-01-17T11:27:00Z,37407.2,29.08,338,37459.695827906056,52.49582790605882,42113.394358047764,109.579,29.352,0.813,872,1.09579,42.11339435804776,24.764538438642084
2021-01-17T11:28:00Z,37263.7,28.92,338,37319.94552989935,56.24552989934873,41956.28258013454,109.725,29.352,0.827,872,1.09725,41.95628258013454,24.744054439442824
2021-01-17T11:29:00Z,37398.5,28.96,338,37458.49523189264,59.99523189263865,42112.04460941099,109.611,29.352,0.816,872,1.0961100000000001,42.11204460941099,24.825475632807994
2021-01-17T11:30:00Z,37837.2,29.3,338,37900.94493388593,63.74493388592857,42609.46078890285,109.436,29.452,0.799,872,1.09436,42.60946078890285,24.974766335468658
2021-01-17T11:31:00Z,37734.8,28.95,338,37802.29463587922,67.49463587921848,42498.55495233168,109.874,29.452,0.842,872,1.09874,42.49855495233168,25.084037023495718
2021-01-17T11:32:00Z,38007.9,29.25,338,38079.14433787251,71.2443378725084,42809.79828787595,109.644,29.352,0.819,872,1.09644,42.80979828787595,25.131336204264628
2021-01-17T11:33:00Z,38147.3,29.29,338,38222.2940398658,74.99403986579831,42970.73178503985,109.679,29.452,0.823,872,1.0967900000000002,42.970731785039845,25.215497084020615
2021-01-17T11:34:00Z,37831.3,29.29,338,37910.04374185909,78.74374185908823,42619.689961347874,109.728,29.452,0.828,872,1.09728,42.61968996134787,24.986601837851524
2021-01-17T11:35:00Z,37840.1,29.23,338,37922.593443852376,82.49344385237815,42633.79873979464,109.565,29.452,0.811,872,1.09565,42.63379873979464,25.026877160176088
2021-01-17T11:36:00Z,37711.4,28.97,338,37797.64314584567,86.24314584566805,42493.325597693154,109.857,29.452,0.84,872,1.09857,42.49332559769316,25.070175778237534
2021-01-17T11:37:00Z,37784.4,29.25,338,37874.39284783896,89.99284783895797,42579.610080134094,109.711,29.452,0.826,872,1.09711,42.579610080134096,24.981169555111205
2021-01-17T11:38:00Z,37714.3,29.31,338,37808.04254983225,93.74254983224789,42505.0169419899,109.841,29.452,0.839,872,1.0984099999999999,42.5050169419899,24.901580413837898
2021-01-17T11:39:00Z,37705.6,29.37,338,37803.09225182554,97.4922518255378,42499.45165782144,109.938,29.452,0.849,872,1.09938,42.49945165782144,24.86707284660954
2021-01-17T11:40:00Z,37667.7,29.36,338,37768.94195381882,101.24195381882772,42461.058794889264,109.695,29.452,0.824,872,1.0969499999999999,42.46105879488927,24.84724687514774
2021-01-17T11:41:00Z,37609.5,29.24,338,37714.49165581212,104.99165581211764,42399.844019323435,109.679,29.452,0.823,872,1.0967900000000002,42.39984401932344,24.869132187277707
2021-01-17T11:42:00Z,37641.5,29.32,338,37750.24135780541,108.74135780540755,42440.03498363726,109.76,29.452,0.831,872,1.0976000000000001,42.44003498363726,24.8541317373834
2021-01-17T11:43:00Z,37540,29.1,338,37652.4910597987,112.49105979869746,42330.140956000585,110.198,29.452,0.874,872,1.10198,42.330140956000584,24.895867618830664
2021-01-17T11:44:00Z,37430.2,28.98,338,37546.440761791986,116.24076179198738,42210.915801523544,109.809,29.452,0.836,872,1.09809,42.21091580152355,24.87990042206569
2021-01-17T11:45:00Z,37438.9,28.98,338,37558.890463785276,119.9904637852773,42224.912156755374,109.76,29.452,0.831,872,1.0976000000000001,42.22491215675537,24.889067965480766
2021-01-17T11:46:00Z,37479.2,29.08,338,37602.940165778564,123.74016577856722,42274.434247909565,109.906,29.452,0.845,872,1.0990600000000001,42.27443424790957,24.869785303725973
2021-01-17T11:47:00Z,37352.6,29.08,338,37480.08986777186,127.48986777185713,42136.3219933219,109.792,29.452,0.834,872,1.09792,42.1363219933219,24.779518667296358
2021-01-17T11:48:00Z,37384.2,29.24,338,37515.43956976514,131.23956976514705,42176.06326477594,109.679,29.452,0.823,872,1.0967900000000002,42.17606326477594,24.723324472632907
2021-01-17T11:49:00Z,37372.7,29.33,338,37507.689271758434,134.98927175843696,42167.350130589046,109.776,29.452,0.832,872,1.09776,42.16735013058905,24.671644387213213
2021-01-17T11:50:00Z,37372.7,29.32,338,37511.43897375173,138.7389737517269,42171.56566612073,109.695,29.452,0.824,872,1.0969499999999999,42.171565666120735,24.679490019799818
2021-01-17T11:51:00Z,37421.6,29.54,338,37564.08867574501,142.4886757450168,42230.75615376012,109.746,29.552,0.829,872,1.0974599999999999,42.23075615376012,24.605899665114393
2021-01-17T11:52:00Z,37338.2,29.39,338,37484.438377738305,146.2383777383067,42141.21072802835,109.974,29.552,0.852,872,1.0997400000000002,42.141210728028355,24.624084275573573
2021-01-17T11:53:00Z,37321,29.36,338,37470.9880797316,149.98807973159663,42126.089470589635,109.828,29.552,0.838,872,1.0982800000000001,42.12608947058963,24.629538546928593
2021-01-17T11:54:00Z,37887.1,29.47,338,38040.837781724884,153.73778172488653,42766.73282592039,109.925,29.552,0.847,872,1.09925,42.76673282592039,24.98926497124048
2021-01-17T11:55:00Z,37580.5,29.09,338,37737.98748371818,157.48748371817646,42426.25878443318,110.022,29.552,0.857,872,1.10022,42.42625878443318,24.963881674432212
2021-01-17T11:56:00Z,37740.6,29.09,338,37901.83718571146,161.23718571146637,42610.46388709051,109.744,29.452,0.829,872,1.09744,42.61046388709051,25.084382317156418
2021-01-17T11:57:00Z,37664.8,29.08,338,37829.78688770476,164.9868877047563,42529.462625694505,109.792,29.452,0.834,872,1.09792,42.52946262569451,25.036582078318553
2021-01-17T11:58:00Z,37679.3,29.07,338,37848.03658969805,168.7365896980462,42549.9795273931,109.776,29.452,0.832,872,1.09776,42.549979527393106,25.055209505929852
2021-01-17T11:59:00Z,37653.1,29.06,338,37825.58629169133,172.4862916913361,42524.74018060939,109.922,29.452,0.847,872,1.09922,42.52474018060939,25.043890967986897
2021-01-17T12:00:00Z,37586.3,29.06,338,37762.53599368463,176.23599368462604,42453.85700855836,110.393,29.452,0.894,872,1.10393,42.453857008558366,24.997496234250054
2021-01-17T12:01:00Z,37375.5,29.08,338,37555.48569567792,179.98569567791594,42221.084406987684,110.214,29.452,0.876,872,1.1021400000000001,42.221084406987686,24.834911229814896
2021-01-17T12:02:00Z,37358.3,29.04,338,37542.03539767121,183.73539767120587,42205.96314954897,109.971,29.452,0.852,872,1.09971,42.205963149548964,24.845657962907286
2021-01-17T12:03:00Z,37412.9,29.37,338,37600.3850996645,187.48509966449578,42271.56176044018,110.084,29.452,0.863,872,1.10084,42.27156176044018,24.71894211150026
2021-01-17T12:04:00Z,37496.6,29.5,338,37687.83480165779,191.2348016577857,42369.875526880154,110.152,29.552,0.87,872,1.10152,42.36987552688016,24.716368210269014
2021-01-17T12:05:00Z,37378.4,29.55,338,37573.384503651076,194.9845036510756,42241.2068223478,110.087,29.552,0.863,872,1.10087,42.2412068223478,24.607588614274704
2021-01-17T12:06:00Z,37303.8,29.53,338,37502.53420564437,198.73420564436552,42161.55463953112,109.876,29.552,0.842,872,1.0987600000000002,42.16155463953112,24.566174621743684
2021-01-17T12:07:00Z,37335.3,29.5,338,37537.783907637655,202.48390763765545,42201.18348777021,109.879,29.652,0.843,872,1.0987900000000002,42.201183487770216,24.607055138457856
2021-01-17T12:08:00Z,37358.3,29.55,338,37564.53360963095,206.23360963094535,42231.25636273906,109.911,29.652,0.846,872,1.09911,42.23125636273906,24.60114889250763
2021-01-17T12:09:00Z,37200.9,29.51,338,37410.88331162424,209.98331162423528,42058.51775794859,109.879,29.652,0.843,872,1.0987900000000002,42.05851775794859,24.50959975773665
2021-01-17T12:10:00Z,37341.1,29.6,338,37554.83301361752,213.7330136175252,42220.350640832025,109.96,29.652,0.851,872,1.0996,42.220350640832024,24.568753389780063
2021-01-17T12:11:00Z,37218,29.51,338,37435.482715610815,217.4827156108151,42086.17319876741,110.106,29.652,0.865,872,1.10106,42.086173198767405,24.527502950535087
2021-01-17T12:12:00Z,37070.1,29.5,338,37291.332417604106,221.23241760410502,41924.11479939663,109.863,29.652,0.841,872,1.09863,41.924114799396634,24.42765413952816
2021-01-17T12:13:00Z,37005,29.66,338,37229.98211959739,224.98211959739493,41855.142821999645,109.928,29.652,0.848,872,1.09928,41.85514282199964,24.302748372718266
2021-01-17T12:14:00Z,36793.9,29.56,338,37022.63182159069,228.73182159068486,41622.03295078414,110.171,29.652,0.872,872,1.1017100000000002,41.62203295078414,24.202291696953356
2021-01-17T12:15:00Z,36715.7,29.36,338,36948.181523583975,232.48152358397476,41538.33353222946,110.139,29.652,0.868,872,1.10139,41.53833353222946,24.248159202777824
2021-01-17T12:16:00Z,36693.3,29.42,338,36929.531225577266,236.2312255772647,41517.366267613645,110.009,29.652,0.856,872,1.10009,41.517366267613646,24.204542566247753
2021-01-17T12:17:00Z,36582.1,29.23,338,36822.080927570554,239.9809275705546,41396.56718812738,110.171,29.652,0.872,872,1.1017100000000002,41.396567188127385,24.22134924921007
2021-01-17T12:18:00Z,36604.3,29.16,338,36848.030629563844,243.7306295638445,41425.74067737668,110.057,29.652,0.86,872,1.10057,41.42574067737668,24.2754850311474
2021-01-17T12:19:00Z,36526.7,29.18,338,36774.18033155713,247.48033155713443,41342.71579811166,110.074,29.652,0.862,872,1.10074,41.34271579811166,24.211433346089617
2021-01-17T12:20:00Z,36698.9,29.61,338,36950.13003355043,251.23003355042434,41540.52410977725,110.366,29.652,0.891,872,1.10366,41.54052410977725,24.124802434420474
2021-01-17T12:21:00Z,36548.8,29.55,338,36803.779735543714,254.97973554371427,41375.9923996777,110.625,29.652,0.917,872,1.10625,41.3759923996777,24.048455267097044
2021-01-17T12:22:00Z,36501.8,29.38,338,36760.52943753701,258.7294375370042,41327.36902418562,110.187,29.652,0.873,872,1.10187,41.327369024185614,24.101500275123147
2021-01-17T12:23:00Z,36501.8,29.26,338,36764.2791395303,262.4791395302941,41331.5845597173,110.22,29.652,0.877,872,1.1022,41.33158455971731,24.164125461575058
2021-01-17T12:24:00Z,36471.4,29.35,338,36737.62884152358,266.228841523584,41301.62343790594,110.447,29.652,0.899,872,1.10447,41.30162343790594,24.09977017391352
2021-01-17T12:25:00Z,36355.8,29.23,338,36625.77854351688,269.9785435168739,41175.87773696214,110.707,29.652,0.925,872,1.10707,41.17587773696214,24.078035757383887
2021-01-17T12:26:00Z,36339.3,29.25,338,36613.02824551017,273.72824551016384,41161.543442028036,110.398,29.652,0.894,872,1.10398,41.161543442028034,24.0587677277728
2021-01-17T12:27:00Z,36309.2,29.55,338,36586.67794750345,277.4779475034538,41131.91958986151,110.382,29.652,0.893,872,1.10382,41.13191958986151,23.891038100232944
2021-01-17T12:28:00Z,36131.8,29.59,338,36413.02764949675,281.22764949674365,40936.6963420822,110.041,29.652,0.859,872,1.1004099999999999,40.9366963420822,23.745646916777
2021-01-17T12:29:00Z,35690.4,29.32,338,35975.37735149004,284.9773514900336,40444.67580685022,110.398,29.652,0.894,872,1.10398,40.44467580685022,23.56010888027665
2021-01-17T12:30:00Z,35719.8,29.59,338,36008.527053483325,288.7270534833235,40481.94376757549,110.317,29.652,0.886,872,1.10317,40.48194376757549,23.453164367171336
2021-01-17T12:31:00Z,35586.8,29.35,338,35879.27675547662,292.4767554766134,40336.636427231395,110.252,29.652,0.88,872,1.10252,40.3366364272314,23.475746854877627
2021-01-17T12:32:00Z,35586.8,29.32,338,35883.0264574699,296.2264574699033,40340.851962763074,110.22,29.652,0.877,872,1.1022,40.340851962763075,23.49303054789116
2021-01-17T12:33:00Z,35706.4,29.56,338,36006.376159463194,299.97615946319326,40479.52566336801,110.122,29.652,0.867,872,1.10122,40.479525663368015,23.46610785661542
2021-01-17T12:34:00Z,35616,29.35,338,35919.725861456485,303.7258614564832,40382.11061259015,110.187,29.652,0.873,872,1.10187,40.382110612590154,23.505104991904197
2021-01-17T12:35:00Z,35457.2,29.36,338,35764.67556344977,307.47556344977306,40207.79808279045,110.512,29.652,0.906,872,1.10512,40.20779808279045,23.387762124221606
2021-01-17T12:36:00Z,35441.4,29.33,338,35752.625265443065,311.225265443063,40194.25075036095,110.479,29.652,0.902,872,1.10479,40.19425075036095,23.393520541388312
2021-01-17T12:37:00Z,35407.2,29.37,338,35722.17496743635,314.9749674363529,40160.01754638172,110.447,29.652,0.899,872,1.10447,40.160017546381724,23.352116729628133
2021-01-17T12:38:00Z,35449.3,29.56,338,35768.024669429644,318.7246694296428,40211.56325540491,110.674,29.652,0.922,872,1.10674,40.21156325540491,23.29387925710646
2021-01-17T12:39:00Z,35420.4,29.47,338,35742.874371422935,322.47437142293273,40183.28848181772,110.463,29.652,0.901,872,1.10463,40.18328848181772,23.318939288675526
2021-01-17T12:40:00Z,35436.2,29.65,338,35762.42407341622,326.22407341622267,40205.266885310586,110.869,29.652,0.941,872,1.10869,40.205266885310586,23.246719551650045
2021-01-17T12:41:00Z,35494.2,29.74,338,35824.17377540951,329.9737754095126,40274.68788550989,110.203,29.652,0.875,872,1.10203,40.27468788550989,23.248175521253426
2021-01-17T12:42:00Z,35473.1,29.85,338,35806.8234774028,333.7234774028025,40255.182122688355,110.206,29.752,0.875,872,1.10206,40.25518212268835,23.18326704889959
2021-01-17T12:43:00Z,35328.5,29.44,338,35665.97317939609,337.4731793960924,40096.833689410734,110.674,29.652,0.922,872,1.10674,40.09683368941074,23.277711007159706
2021-01-17T12:44:00Z,35265.7,29.32,338,35606.92288138938,341.22288138938234,40030.44744595746,110.577,29.652,0.912,872,1.10577,40.03044744595746,23.29263307789685
2021-01-17T12:45:00Z,35278.7,29.36,338,35623.67258338267,344.9725833826722,40049.27799943189,110.463,29.652,0.901,872,1.10463,40.049277999431894,23.285528837716758
2021-01-17T12:46:00Z,35265.7,29.49,338,35614.42228537596,348.72228537596214,40038.87851702083,110.625,29.652,0.917,872,1.10625,40.03887851702083,23.21644802882344
2021-01-17T12:47:00Z,35237,29.32,338,35589.47198736925,352.4719873692521,40010.82858986353,110.35,29.652,0.889,872,1.1035,40.01082858986353,23.279975177137047
2021-01-17T12:48:00Z,35192.6,29.27,338,35548.82168936254,356.221689362542,39965.128217959995,110.496,29.652,0.904,872,1.10496,39.96512821795999,23.274541439639236
2021-01-17T12:49:00Z,35151,29.33,338,35510.97139135583,359.9713913558319,39922.57569607489,110.642,29.652,0.919,872,1.10642,39.922575696074894,23.218244642402965
2021-01-17T12:50:00Z,35138,29.33,338,35501.72109334912,363.7210933491218,39912.17621366383,110.658,29.652,0.92,872,1.1065800000000001,39.91217621366383,23.21153864197006
2021-01-17T12:51:00Z,35216.1,29.66,338,35583.57079534241,367.47079534241175,40004.19428006693,110.479,29.652,0.902,872,1.10479,40.004194280066926,23.113084597427296
2021-01-17T12:52:00Z,35132.8,29.36,338,35504.0204973357,371.2204973357016,39914.7612775501,110.674,29.652,0.922,872,1.10674,39.9147612775501,23.19882136403694
2021-01-17T12:53:00Z,35096.5,29.31,338,35471.47019932899,374.97019932899155,39878.16718605704,111.015,29.652,0.956,872,1.11015,39.87816718605704,23.199197328009753
2021-01-17T12:54:00Z,35060.2,29.36,338,35438.919901322275,378.7199013222815,39841.57309456397,110.431,29.652,0.898,872,1.10431,39.84157309456398,23.151663808809456
2021-01-17T12:55:00Z,35034.4,29.27,338,35416.86960331557,382.4696033155714,39816.783440640065,110.268,29.652,0.881,872,1.10268,39.816783440640066,23.17877233064789
2021-01-17T12:56:00Z,35026.6,29.27,338,35412.81930530886,386.2193053088613,39812.2299654061,110.853,29.652,0.94,872,1.10853,39.8122299654061,23.175832322881238
2021-01-17T12:57:00Z,35000.8,29.29,338,35390.76900730215,389.9690073021512,39787.440311482176,110.544,29.652,0.909,872,1.10544,39.78744031148218,23.150257637388528
2021-01-17T12:58:00Z,34964.7,29.29,338,35358.41870929544,393.71870929544116,39751.071066419005,110.463,29.652,0.901,872,1.10463,39.75107106641901,23.126798483731886
2021-01-17T12:59:00Z,34972.4,29.31,338,35369.868411288735,397.46841128873103,39763.9431895014,110.333,29.652,0.888,872,1.10333,39.7639431895014,23.1255376576593
2021-01-17T13:00:00Z,34993.1,29.36,338,35394.31811328202,401.21811328202097,39791.43033052652,110.593,29.652,0.914,872,1.10593,39.791430330526524,23.11936175426268
2021-01-17T13:01:00Z,35000.8,29.43,338,35405.767815275314,404.9678152753109,39804.302453608914,110.414,29.652,0.896,872,1.1041400000000001,39.80430245360891,23.09425341866912
2021-01-17T13:02:00Z,34918.4,29.35,338,35327.117517268605,408.7175172686008,39715.88126002658,110.577,29.652,0.912,872,1.10577,39.715881260026585,23.075470703031844
2021-01-17T13:03:00Z,34967.3,29.43,338,35379.76721926189,412.4672192618907,39775.07174766597,110.22,29.652,0.877,872,1.1022,39.77507174766597,23.07545295406427
2021-01-17T13:04:00Z,34982.7,29.6,338,35398.91692125518,416.21692125518064,39796.60045829906,110.693,29.752,0.924,872,1.10693,39.79660045829906,23.008539419481732
2021-01-17T13:05:00Z,34998.2,29.68,338,35418.16662324847,419.96662324847057,39818.2415921471,110.385,29.752,0.893,872,1.10385,39.818241592147096,22.98454802699997
2021-01-17T13:06:00Z,35068,29.81,338,35491.71632524176,423.71632524176044,39900.928531709826,111.05,29.752,0.959,872,1.1105,39.90092853170982,22.976019545124014
2021-01-17T13:07:00Z,35060.2,29.61,338,35487.66602723505,427.4660272350504,39896.37505647586,110.644,29.752,0.919,872,1.10644,39.89637505647586,23.067749552666456
2021-01-17T13:08:00Z,35011.1,29.67,338,35442.315729228336,431.2157292283403,39845.39079346994,110.693,29.752,0.924,872,1.10693,39.84539079346994,23.006651783375148
2021-01-17T13:09:00Z,34977.6,29.62,338,35412.56543122163,434.9654312216302,39811.94455199532,111.196,29.752,0.974,872,1.11196,39.811944551995325,23.00889917923325
2021-01-17T13:10:00Z,34928.6,29.68,338,35367.31513321492,438.7151332149201,39761.07271220435,110.45,29.752,0.899,872,1.1045,39.76107271220435,22.94796931453681
2021-01-17T13:11:00Z,34902.9,29.69,338,35345.36483520821,442.46483520821005,39736.395481495376,110.742,29.752,0.928,872,1.10742,39.73639548149538,22.92746723769643
2021-01-17T13:12:00Z,34838.8,29.55,338,35285.0145372015,446.2145372015,39668.547736247834,110.742,29.752,0.928,872,1.10742,39.66854773624784,22.95010421103711
2021-01-17T13:13:00Z,34818.3,29.49,338,35268.264239194796,449.96423919478985,39649.71651271596,111.067,29.752,0.961,872,1.11067,39.64971651271596,22.966407636523865
2021-01-17T13:14:00Z,34882.4,29.47,338,35336.11394118808,453.7139411880798,39725.99532902687,110.791,29.752,0.933,872,1.10791,39.725995329026865,23.024883765176305
2021-01-17T13:15:00Z,34910.6,29.5,338,35368.06364318137,457.4636431813697,39761.91421117281,110.612,29.752,0.916,872,1.10612,39.76191421117281,23.033711013910704
2021-01-17T13:16:00Z,34967.3,29.66,338,35428.513345174666,461.2133451746596,39829.873709577856,111.034,29.752,0.958,872,1.11034,39.82987370957785,23.00144925783776
2021-01-17T13:17:00Z,34877.3,29.57,338,35342.26304716795,464.9630471679495,39732.90835165976,110.693,29.752,0.924,872,1.10693,39.73290835165976,22.98191396281815
2021-01-17T13:18:00Z,34780,29.55,338,35248.71274916124,468.71274916123946,39627.736099050744,110.693,29.752,0.924,872,1.10693,39.62773609905074,22.923934046003126
2021-01-17T13:19:00Z,34706,29.44,338,35178.462451154526,472.4624511545294,39548.75845552372,110.888,29.752,0.943,872,1.10888,39.54875845552372,22.925226718860248
2021-01-17T13:20:00Z,34759.5,29.41,338,35235.71215314782,476.21215314781927,39613.12041105055,111.018,29.752,0.956,872,1.11018,39.61312041105055,22.980805454567246
2021-01-17T13:21:00Z,34612,29.43,338,35091.96185514111,479.9618551411092,39451.51170453955,110.333,29.652,0.888,872,1.10333,39.451511704539556,22.86747603337929
2021-01-17T13:22:00Z,34660.2,29.49,338,35143.911557134394,483.71155713439913,39509.91522967433,110.628,29.752,0.917,872,1.10628,39.50991522967433,22.87667129095023
2021-01-17T13:23:00Z,34667.8,29.42,338,35155.26125912769,487.461259127689,39522.674929541776,110.677,29.752,0.922,872,1.10677,39.52267492954178,22.917924950933998
2021-01-17T13:24:00Z,34647.5,29.37,338,35138.71096112098,491.21096112097894,39504.068552439785,110.872,29.752,0.941,872,1.10872,39.50406855243978,22.929621599202843
2021-01-17T13:25:00Z,34579.1,29.41,338,35074.060663114265,494.96066311426887,39431.38660894964,110.69,29.652,0.923,872,1.1069,39.43138660894964,22.863981660677897
2021-01-17T13:26:00Z,34558.8,29.42,338,35057.51036510756,498.7103651075588,39412.78023184765,110.512,29.652,0.906,872,1.10512,39.412780231847655,22.847310179227964
2021-01-17T13:27:00Z,34538.6,29.39,338,35041.06006710085,502.4600671008487,39394.28627796061,110.707,29.652,0.925,872,1.10707,39.39428627796061,22.849572570136647
2021-01-17T13:28:00Z,34520.9,29.45,338,35027.10976909414,506.2097690941386,39378.60290444717,110.804,29.652,0.935,872,1.1080400000000001,39.37860290444717,22.811231463829984
2021-01-17T13:29:00Z,34553.8,29.44,338,35063.75947108743,509.95947108742854,39419.8056776955,110.723,29.652,0.927,872,1.10723,39.4198056776955,22.842395499272975
2021-01-17T13:30:00Z,34533.5,29.39,338,35047.209173080715,513.7091730807184,39401.1993005935,111.064,29.652,0.961,872,1.1106399999999998,39.401199300593504,22.854015640225715
2021-01-17T13:31:00Z,34462.9,29.37,338,34980.35887507401,517.4588750740083,39326.04404637458,110.934,29.652,0.948,872,1.10934,39.326044046374584,22.81513024056764
2021-01-17T13:32:00Z,34455.4,29.42,338,34976.6085770673,521.2085770672983,39321.82784078546,110.836,29.652,0.938,872,1.10836,39.32182784078546,22.78888760710286
2021-01-17T13:33:00Z,34415.2,29.38,338,34940.15827906058,524.9582790605882,39280.849243909564,110.707,29.652,0.925,872,1.10707,39.280849243909564,22.781372600480204
2021-01-17T13:34:00Z,34357.5,29.38,338,34886.20798105388,528.7079810538781,39220.19658441845,110.869,29.652,0.941,872,1.10869,39.22019658441845,22.74239688325677
2021-01-17T13:35:00Z,36471.4,29.41,338,37003.85768304717,532.457683047168,41600.92646065544,110.772,29.652,0.931,872,1.10772,41.600926460655444,24.263651508940846
2021-01-17T13:36:00Z,36419,29.43,338,36955.207385040456,536.2073850404579,41546.23223155636,110.755,29.652,0.93,872,1.10755,41.54623223155636,24.218225563917514
2021-01-17T13:37:00Z,36058.5,29.44,338,36598.45708703375,539.9570870337478,41145.16207721423,110.901,29.652,0.944,872,1.10901,41.14516207721423,23.953867690972984
2021-01-17T13:38:00Z,36012.5,29.61,338,36556.20678902704,543.7067890270378,41097.66293387159,110.739,29.652,0.928,872,1.10739,41.09766293387159,23.839465516727476
