date,E_Conductivity,TempInSitu,Serial,Sp_Conductance,AbsPressure,TempInSitu.depth,Depth,Serial.depth,AbsPressure_bar,Sp_Conductance.corrected,drift.correction,Sp_Cond_mS.cm,SalinityInSitu_1pCal
2021-01-18T06:24:00Z,39859.2,23.67,324,50075.17708827479,NA,NA,NA,NA,0,50075.17708827479,NA,50.07517708827479,33.77652980798527
2021-01-18T06:25:00Z,39808.6,23.68,324,50011.60822686596,NA,NA,NA,NA,0,50011.60822686596,NA,50.01160822686596,33.72080284008658
2021-01-18T06:26:00Z,39800.9,23.68,324,50001.934704477666,NA,NA,NA,NA,0,50001.934704477666,NA,50.00193470447767,33.713482176549874
2021-01-18T06:27:00Z,39785.4,23.69,324,49982.46202954018,NA,NA,NA,NA,0,49982.46202954018,NA,49.98246202954018,33.69115200866445
2021-01-18T06:28:00Z,39742.7,23.71,324,49928.81795084142,NA,NA,NA,NA,0,49928.81795084142,NA,49.92881795084142,33.63541046854907
2021-01-20T13:02:00Z,36458.6,23.48,324,45802.99783715115,NA,NA,NA,NA,0,50201.61546986351,NA,50.201615469863505,34.01790385383466
2021-01-20T13:03:00Z,36319.4,23.39,324,45628.120653196434,NA,NA,NA,NA,0,50026.73828590879,NA,50.02673828590879,33.95396095577233
2021-01-20T13:04:00Z,36246.9,23.33,324,45537.038786553356,NA,NA,NA,NA,0,49935.65641926571,NA,49.93565641926571,33.930649693122206
2021-01-20T13:05:00Z,36270,23.29,324,45566.05935371825,NA,NA,NA,NA,0,49964.676986430604,NA,49.964676986430604,33.98358130633009
2021-01-20T13:06:00Z,36243.6,23.26,324,45532.89299124408,NA,NA,NA,NA,0,49931.510623956434,NA,49.931510623956434,33.981368283548996
2021-01-20T13:07:00Z,36250.2,23.25,324,45541.184581862624,NA,NA,NA,NA,0,49939.80221457498,NA,49.93980221457498,33.99541324578111
2021-01-18T11:20:00Z,41574.6,29.47,324,52230.236868130545,107.373,29.552,0.57,877,1.07373,52231.76682208975,1.529953959204297,52.231766822089746,31.237640852103873
2021-01-18T11:21:00Z,41545.3,29.47,324,52193.42723099066,106.777,29.552,0.511,877,1.06777,52196.48713890907,3.059907918408594,52.19648713890907,31.213983383660924
2021-01-18T11:22:00Z,41578.8,29.47,324,52235.5133348878,106.975,29.552,0.531,877,1.06975,52240.10319676541,4.589861877612891,52.24010319676541,31.243232762775328
2021-01-18T11:23:00Z,41553.7,29.47,324,52203.980164505156,106.506,29.552,0.484,877,1.0650600000000001,52210.099980341976,6.119815836817188,52.21009998034198,31.223112709148236
2021-01-18T11:24:00Z,41524.4,29.51,324,52167.17052736527,106.398,29.552,0.473,877,1.06398,52174.82029716129,7.649769796021485,52.17482029716129,31.17358317418864
2021-01-18T11:25:00Z,41545.3,29.48,324,52193.42723099066,107.355,29.552,0.569,877,1.07355,52202.60695474588,9.179723755225782,52.20260695474588,31.211610245143113
2021-01-18T11:26:00Z,41536.9,29.53,324,52182.87429747615,107.011,29.552,0.534,877,1.07011,52193.58397519058,10.709677714430079,52.193583975190585,31.173224822670683
2021-01-18T11:27:00Z,41528.6,29.49,324,52172.44699412252,106.885,29.552,0.522,877,1.06885,52184.68662579615,12.239631673634376,52.184686625796154,31.193126560750404
