date,E_Conductivity,TempInSitu,Serial,AbsPressure,TempInSitu.depth,Depth,Serial.depth,AbsPressure_bar,E_Conductivity_cal,E_Conductivity_cal.drift,drift.correction,SalinityInSitu_1pCal
2021-01-17T08:32:00Z,1383.5,23.46,319,NA,NA,NA,NA,0,1223.2760219815311,1223.2760219815311,NA,0.628055007185511
2021-01-17T08:33:00Z,1383.5,23.46,319,NA,NA,NA,NA,0,1223.2760219815311,1223.2760219815311,NA,0.628055007185511
2021-01-17T08:34:00Z,1384.6,23.47,319,NA,NA,NA,NA,0,1225.0604591235872,1225.0604591235872,NA,0.6288740272194967
2021-01-17T08:35:00Z,1384.1,23.48,319,NA,NA,NA,NA,0,1224.2493513317434,1224.2493513317434,NA,0.6283021175810347
2021-01-17T08:36:00Z,1383.5,23.48,319,NA,NA,NA,NA,0,1223.2760219815311,1223.2760219815311,NA,0.6277806720642833
2021-01-17T08:37:00Z,1383,23.48,319,NA,NA,NA,NA,0,1222.4649141896875,1222.4649141896875,NA,0.6273461526923513
2021-01-17T08:38:00Z,1382.5,23.48,319,NA,NA,NA,NA,0,1221.6538063978437,1221.6538063978437,NA,0.6269116502004879
2021-01-17T08:20:00Z,34797.1,23.76,319,NA,NA,NA,NA,0,55427.338649078556,55427.338649078556,NA,37.78976248011015
2021-01-17T08:21:00Z,34879.1,23.78,319,NA,NA,NA,NA,0,55560.36032694092,55560.36032694092,NA,37.875055475995445
2021-01-17T08:22:00Z,34872.8,23.76,319,NA,NA,NA,NA,0,55550.14036876369,55550.14036876369,NA,37.88429888767871
2021-01-17T08:23:00Z,34929.7,23.76,319,NA,NA,NA,NA,0,55642.444435475496,55642.444435475496,NA,37.955383431952654
2021-01-19T13:54:00Z,1486.4,22.79,319,NA,NA,NA,NA,0,1390.202005542964,8975.015807750478,NA,0.7285232858148982
2021-01-19T13:55:00Z,1472.4,22.78,319,NA,NA,NA,NA,0,1367.4909873713405,8952.304789578855,NA,0.7162387698820761
2021-01-19T13:56:00Z,1461.2,22.76,319,NA,NA,NA,NA,0,1349.3221728340416,8934.135975041556,NA,0.7066035760283487
2021-01-19T13:57:00Z,1452.7,22.76,319,NA,NA,NA,NA,0,1335.5333403726986,8920.347142580213,NA,0.6990560819707758
2021-01-19T13:58:00Z,1444.7,22.76,319,NA,NA,NA,NA,0,1322.5556157031995,8907.369417910713,NA,0.6919568145199476
2021-01-19T13:59:00Z,1437.8,22.76,319,NA,NA,NA,NA,0,1311.3623281757564,8896.176130383272,NA,0.6858370341604253
2021-01-19T13:43:00Z,34942.4,23.11,319,NA,NA,NA,NA,0,55663.04657338833,63247.86037559585,NA,38.535693537833254
2021-01-19T13:44:00Z,34955,23.11,319,NA,NA,NA,NA,0,55683.48648974279,63268.300291950305,NA,38.55168021916233
