Serial Number:20555869 --

"Date Time, GMT -1000","Temp, (*C)","Intensity, ( lux)","Button Down","Button Up","Host Connect","EOF"
2021-08-12 11:39:00,30.93,"82,002", , , , 
2021-08-12 11:40:00,30.97,"79,483", , , , 
2021-08-12 11:41:00,30.93,"73,114", , , , 
2021-08-12 11:42:00,30.93,"83,476", , , , 
2021-08-12 11:43:00,30.93,"61,256", , , , 
2021-08-12 11:44:00,30.93,"77,804", , , , 
2021-08-12 11:45:00,30.89,"91,013", , , , 
2021-08-12 11:46:00,30.89,"59,720", , , , 
2021-08-12 11:47:00,30.89,"62,280", , , , 
2021-08-12 11:48:00,30.93,"56,996", , , , 
2021-08-12 11:49:00,30.93,"83,640", , , , 
2021-08-12 11:50:00,30.93,"91,955", , , , 
2021-08-12 11:51:00,30.80,"56,156", , , , 
2021-08-12 11:52:00,30.50,"67,666", , , , 
2021-08-12 11:53:00,30.84,"67,113", , , , 
2021-08-12 11:54:00,30.89,"71,107", , , , 
2021-08-12 11:55:00,30.89,"119,112", , , , 
2021-08-12 11:56:00,30.84,"72,970", , , , 
2021-08-12 11:57:00,30.93,"64,143", , , , 
2021-08-12 11:58:00,30.84,"80,527", , , , 
2021-08-12 11:59:00,30.84,"66,949", , , , 
2021-08-12 12:00:00,30.89,"78,561", , , , 
2021-08-12 12:01:00,30.89,"66,355", , , , 
2021-08-12 12:02:00,30.93,"79,503", , , , 
2021-08-12 12:03:00,30.97,"83,763", , , , 
2021-08-12 12:04:00,30.97,"77,394", , , , 
2021-08-12 12:05:00,31.01,"64,922", , , , 
2021-08-12 12:06:00,31.01,"72,888", , , , 
2021-08-12 12:07:00,31.01,"71,107", , , , 
2021-08-12 12:08:00,31.01,"88,228", , , , 
2021-08-12 12:09:00,31.01,"73,421", , , , 
2021-08-12 12:10:00,31.06,"62,382", , , , 
2021-08-12 12:11:00,31.01,"68,690", , , , 
2021-08-12 12:12:00,30.97,"65,659", , , , 
2021-08-12 12:13:00,30.97,"67,277", , , , 
2021-08-12 12:14:00,30.97,"67,215", , , , 
2021-08-12 12:15:00,30.97,"92,283", , , , 
2021-08-12 12:16:00,31.01,"88,596", , , , 
2021-08-12 12:17:00,30.97,"110,100", , , , 
2021-08-12 12:18:00,30.97,"95,396", , , , 
2021-08-12 12:19:00,30.97,"70,779", , , , 
2021-08-12 12:20:00,30.97,"64,082", , , , 
2021-08-12 12:21:00,30.93,"70,062", , , , 
2021-08-12 12:22:00,30.50,"89,416", , , , 
2021-08-12 12:23:00,30.93,"65,167", , , , 
2021-08-12 12:24:00,30.93,"69,775", , , , 
2021-08-12 12:25:00,31.06,"105,062", , , , 
2021-08-12 12:26:00,31.10,"81,347", , , , 
2021-08-12 12:27:00,30.97,"61,870", , , , 
2021-08-12 12:28:00,30.97,"62,833", , , , 
2021-08-12 12:29:00,31.06,"84,255", , , , 
2021-08-12 12:30:00,30.97,"107,438", , , , 
2021-08-12 12:31:00,31.14,"72,356", , , , 
2021-08-12 12:32:00,31.14,"80,364", , , , 
2021-08-12 12:33:00,31.31,"71,393", , , , 
2021-08-12 12:34:00,30.80,"85,402", , , , 
2021-08-12 12:35:00,31.10,"91,341", , , , 
2021-08-12 12:36:00,31.19,"78,725", , , , 
2021-08-12 12:37:00,31.19,"48,128", , , , 
2021-08-12 12:38:00,30.89,"88,760", , , , 
2021-08-12 12:39:00,31.06,"75,837", , , , 
2021-08-12 12:40:00,31.10,"86,548", , , , 
2021-08-12 12:41:00,31.10,"81,900", , , , 
2021-08-12 12:42:00,31.23,"85,197", , , , 
2021-08-12 12:43:00,30.93,"42,496", , , , 
2021-08-12 12:44:00,30.20,"23,869", , , , 
2021-08-12 12:45:00,31.14,"87,654", , , , 
2021-08-12 12:46:00,31.27,"104,858", , , , 
2021-08-12 12:47:00,31.40,"155,238", , , , 
2021-08-12 12:48:00,31.23,"83,640", , , , 
2021-08-12 12:49:00,31.23,"29,880", , , , 
2021-08-12 12:50:00,30.33,"26,040", , , , 
2021-08-12 12:51:00,30.67,"88,433", , , , 
2021-08-12 12:52:00,31.23,"79,708", , , , 
2021-08-12 12:53:00,31.14,"96,543", , , , 
2021-08-12 12:54:00,30.97,"83,845", , , , 
2021-08-12 12:55:00,31.14,"73,032", , , , 
2021-08-12 12:56:00,31.23,"97,649", , , , 
2021-08-12 12:57:00,31.36,"74,732", , , , 
2021-08-12 12:58:00,31.27,"79,667", , , , 
2021-08-12 12:59:00,31.31,"79,892", , , , 
2021-08-12 13:00:00,31.31,"76,063", , , , 
2021-08-12 13:01:00,31.36,"167,731", , , , 
2021-08-12 13:02:00,31.23,"71,619", , , , 
2021-08-12 13:03:00,31.27,"65,720", , , , 
2021-08-12 13:04:00,31.14,"69,427", , , , 
2021-08-12 13:05:00,31.19,"93,553", , , , 
2021-08-12 13:06:00,31.14,"57,508", , , , 
2021-08-12 13:07:00,30.80,"39,055", , , , 
2021-08-12 13:08:00,30.93,"76,636", , , , 
2021-08-12 13:09:00,30.63,"36,372", , , , 
2021-08-12 13:10:00,30.93,"101,868", , , , 
2021-08-12 13:11:00,30.89,"57,631", , , , 
2021-08-12 13:12:00,30.93,"61,440", , , , 
2021-08-12 13:13:00,31.06,"67,748", , , , 
2021-08-12 13:14:00,30.80,"92,119", , , , 
2021-08-12 13:15:00,30.97,"92,447", , , , 
2021-08-12 13:16:00,30.93,"68,055", , , , 
2021-08-12 13:17:00,30.93,"33,475", , , , 
2021-08-12 13:18:00,30.54,"25,149", , , , 
2021-08-12 13:19:00,30.03,"17,106", , , , 
2021-08-12 13:20:00,30.11,"70,001", , , , 
2021-08-12 13:21:00,30.67,"71,004", , , , 
2021-08-12 13:22:00,30.80,"70,164", , , , 
2021-08-12 13:23:00,30.46,"89,416", , , , 
2021-08-12 13:24:00,30.80,"102,646", , , , 
2021-08-12 13:25:00,30.89,"88,474", , , , 
2021-08-12 13:26:00,30.89,"49,971", , , , 
2021-08-12 13:27:00,30.89,"56,545", , , , 
2021-08-12 13:28:00,30.84,"112,108", , , , 
2021-08-12 13:29:00,30.89,"65,147", , , , 
2021-08-12 13:30:00,30.84,"35,144", , , , 
2021-08-12 13:31:00,30.93,"62,382", , , , 
2021-08-12 13:32:00,30.28,"16,215", , , , 
2021-08-12 13:33:00,30.41,"61,952", , , , 
2021-08-12 13:34:00,30.76,"119,071", , , , 
2021-08-12 13:35:00,30.80,"61,030", , , , 
2021-08-12 13:36:00,30.80,"79,094", , , , 
2021-08-12 13:37:00,30.84,"95,928", , , , 
2021-08-12 13:38:00,30.76,"111,534", , , , 
2021-08-12 13:39:00,30.76,"81,551", , , , 
2021-08-12 13:40:00,30.80,"114,442", , , , 
2021-08-12 13:41:00,30.76,"71,537", , , , 
2021-08-12 13:42:00,30.84,"83,067", , , , 
2021-08-12 13:43:00,30.84,"62,607", , , , 
2021-08-12 13:44:00,30.54,"57,938", , , , 
2021-08-12 13:45:00,30.59,"87,040", , , , 
2021-08-12 13:46:00,30.54,"61,276", , , , 
2021-08-12 13:47:00,30.50,"57,242", , , , 
2021-08-12 13:48:00,30.63,"69,222", , , , 
2021-08-12 13:49:00,30.59,"40,499", , , , 
2021-08-12 13:50:00,30.50,"110,592", , , , 
2021-08-12 13:51:00,30.54,"75,366", , , , 
2021-08-12 13:52:00,30.67,"60,948", , , , 
2021-08-12 13:53:00,30.63,"33,516", , , , 
2021-08-12 13:54:00,30.54,"83,005", , , , 
2021-08-12 13:55:00,30.50,"64,000", , , , 
2021-08-12 13:56:00,30.54,"109,445", , , , 
2021-08-12 13:57:00,30.54,"46,674", , , , 
2021-08-12 13:58:00,30.41,"79,483", , , , 
2021-08-12 13:59:00,30.50,"41,216", , , , 
2021-08-12 14:00:00,30.63,"58,020", , , , 
2021-08-12 14:01:00,30.71,"66,335", , , , 
2021-08-12 14:02:00,30.71,"54,702", , , , 
2021-08-12 14:03:00,30.63,"52,838", , , , 
2021-08-12 14:04:00,30.37,"47,350", , , , 
2021-08-12 14:05:00,30.59,"61,112", , , , 
2021-08-12 14:06:00,30.59,"70,287", , , , 
2021-08-12 14:07:00,30.63,"80,998", , , , 
2021-08-12 14:08:00,30.41,"33,946", , , , 
2021-08-12 14:09:00,30.54,"94,618", , , , 
2021-08-12 14:10:00,30.50,"48,824", , , , 
2021-08-12 14:11:00,30.37,"42,783", , , , 
2021-08-12 14:12:00,30.33,"53,883", , , , 
2021-08-12 14:13:00,30.33,"43,909", , , , 
2021-08-12 14:14:00,30.33,"52,797", , , , 
2021-08-12 14:15:00,30.33,"44,216", , , , 
2021-08-12 14:16:00,30.28,"44,421", , , , 
2021-08-12 14:17:00,30.28,"27,412", , , , 
2021-08-12 14:18:00,30.24,"34,775", , , , 
2021-08-12 14:19:00,30.28,"50,483", , , , 
2021-08-12 14:20:00,30.37,"58,778", , , , 
2021-08-12 14:21:00,30.37,"59,372", , , , 
2021-08-12 14:22:00,30.41,"39,557", , , , 
2021-08-12 14:23:00,30.54,"67,564", , , , 
2021-08-12 14:24:00,30.54,"74,179", , , , 
2021-08-12 14:25:00,30.33,"38,431", , , , 
2021-08-12 14:26:00,30.24,"46,100", , , , 
2021-08-12 14:27:00,30.28,"41,861", , , , 
2021-08-12 14:28:00,30.37,"36,352", , , , 
2021-08-12 14:29:00,30.16,"37,171", , , , 
2021-08-12 14:30:00,30.03,"21,975", , , , 
2021-08-12 14:31:00,29.81,"17,833", , , , 
2021-08-12 14:32:00,29.77,"13,578", , , , 
2021-08-12 14:33:00,29.73,"14,193", , , , 
2021-08-12 14:34:00,29.68,"13,793", , , , 
2021-08-12 14:35:00,29.64,"12,995", , , , 
2021-08-12 14:36:00,29.60,"12,083", , , , 
2021-08-12 14:37:00,29.60,"11,658", , , , 
2021-08-12 14:38:00,29.64,"11,909", , , , 
2021-08-12 14:39:00,29.64,"12,068", , , , 
2021-08-12 14:40:00,29.64,"12,723", , , , 
2021-08-12 14:41:00,29.77,"13,578", , , , 
2021-08-12 14:42:00,29.77,"13,563", , , , 
2021-08-12 14:43:00,29.86,"13,481", , , , 
2021-08-12 14:44:00,29.94,"13,251", , , , 
2021-08-12 14:45:00,29.90,"13,957", , , , 
2021-08-12 14:46:00,29.94,"13,952", , , , 
2021-08-12 14:47:00,29.98,"15,063", , , , 
2021-08-12 14:48:00,29.98,"15,749", , , , 
2021-08-12 14:49:00,29.98,"15,672", , , , 
2021-08-12 14:50:00,29.98,"17,434", , , , 
2021-08-12 14:51:00,29.94,"17,459", , , , 
2021-08-12 14:52:00,29.90,"16,036", , , , 
2021-08-12 14:53:00,29.81,"17,613", , , , 
2021-08-12 14:54:00,29.77,"17,884", , , , 
2021-08-12 14:55:00,29.81,"17,710", , , , 
2021-08-12 14:56:00,29.73,"17,162", , , , 
2021-08-12 14:57:00,29.68,"16,266", , , , 
2021-08-12 14:58:00,29.56,"15,396", , , , 
2021-08-12 14:59:00,29.68,"17,147", , , , 
2021-08-12 15:00:00,29.51,"17,188", , , , 
2021-08-12 15:01:00,29.60,"16,072", , , , 
2021-08-12 15:02:00,29.56,"15,903", , , , 
2021-08-12 15:03:00,29.56,"16,804", , , , 
2021-08-12 15:04:00,29.60,"18,975", , , , 
2021-08-12 15:05:00,29.60,"17,603", , , , 
2021-08-12 15:06:00,29.56,"16,051", , , , 
2021-08-12 15:07:00,29.64,"17,787", , , , 
2021-08-12 15:08:00,29.60,"20,500", , , , 
2021-08-12 15:09:00,29.64,"21,279", , , , 
2021-08-12 15:10:00,29.68,"18,816", , , , 
2021-08-12 15:11:00,29.68,"18,621", , , , 
2021-08-12 15:12:00,29.81,"19,569", , , , 
2021-08-12 15:13:00,29.64,"18,079", , , , 
2021-08-12 15:14:00,29.56,"19,348", , , , 
2021-08-12 15:15:00,29.60,"18,652", , , , 
2021-08-12 15:16:00,29.64,"20,628", , , , 
2021-08-12 15:17:00,29.51,"23,183", , , , 
2021-08-12 15:18:00,29.68,"25,559", , , , 
2021-08-12 15:19:00,29.68,"37,919", , , , 
2021-08-12 15:20:00,29.77,"21,504", , , , 
2021-08-12 15:21:00,29.51,"19,702", , , , 
2021-08-12 15:22:00,29.34,"19,098", , , , 
2021-08-12 15:23:00,29.43,"15,770", , , , 
2021-08-12 15:24:00,29.43,"18,038", , , , 
2021-08-12 15:25:00,29.34,"16,128", , , , 
2021-08-12 15:26:00,29.13,"13,563", , , , 
2021-08-12 15:27:00,29.17,"16,471", , , , 
2021-08-12 15:28:00,29.26,"15,954", , , , 
2021-08-12 15:29:00,29.26,"16,579", , , , 
2021-08-12 15:30:00,29.08,"13,676", , , , 
2021-08-12 15:31:00,29.13,"15,437", , , , 
2021-08-12 15:32:00,29.08,"14,126", , , , 
2021-08-12 15:33:00,29.08,"16,102", , , , 
2021-08-12 15:34:00,29.00,"14,423", , , , 
2021-08-12 15:35:00,29.08,"14,756", , , , 
2021-08-12 15:36:00,29.08,"12,488", , , , 
2021-08-12 15:37:00,29.17,"14,239", , , , 
2021-08-12 15:38:00,29.08,"13,706", , , , 
2021-08-12 15:39:00,29.00,"13,317", , , , 
2021-08-12 15:40:00,29.04,"12,759", , , , 
2021-08-12 15:41:00,29.00,"12,273", , , , 
2021-08-12 15:42:00,28.95,"12,887", , , , 
2021-08-12 15:43:00,28.91,"12,129", , , , 
2021-08-12 15:44:00,28.95,"10,473", , , , 
2021-08-12 15:45:00,29.00,"10,665", , , , 
2021-08-12 15:46:00,28.95,"10,604", , , , 
2021-08-12 15:47:00,28.91,"10,368", , , , 
2021-08-12 15:48:00,28.91,"9,687", , , , 
2021-08-12 15:49:00,28.83,"8,584", , , , 
2021-08-12 15:50:00,28.87,"7,506", , , , 
2021-08-12 15:51:00,28.83,"6,756", , , , 
2021-08-12 15:52:00,28.78,"6,697", , , , 
2021-08-12 15:53:00,28.78,"6,126", , , , 
2021-08-12 15:54:00,28.83,"5,704", , , , 
2021-08-12 15:55:00,28.83,"5,629", , , , 
2021-08-12 15:56:00,28.83,"5,750", , , , 
2021-08-12 15:57:00,28.74,"5,519", , , , 
2021-08-12 15:58:00,28.78,"5,340", , , , 
2021-08-12 15:59:00,28.78,"4,938", , , , 
2021-08-12 16:00:00,28.74,"4,951", , , , 
2021-08-12 16:01:00,28.78,"5,108", , , , 
2021-08-12 16:02:00,28.83,"5,018", , , , 
2021-08-12 16:03:00,28.83,"4,920", , , , 
2021-08-12 16:04:00,28.78,"4,837", , , , 
2021-08-12 16:05:00,28.83,"4,760", , , , 
2021-08-12 16:06:00,28.87,"4,375", , , , 
2021-08-12 16:07:00,28.83,"4,876", , , , 
2021-08-12 16:08:00,28.87,"4,646", , , , 
2021-08-12 16:09:00,28.91,"4,646", , , , 
2021-08-12 16:10:00,28.91,"4,361", , , , 
2021-08-12 16:11:00,28.78,"4,618", , , , 
2021-08-12 16:12:00,28.83,"4,663", , , , 
2021-08-12 16:13:00,28.87,"4,442", , , , 
2021-08-12 16:14:00,28.83,"4,438", , , , 
2021-08-12 16:15:00,28.83,"4,497", , , , 
2021-08-12 16:16:00,28.70,"4,340", , , , 
2021-08-12 16:17:00,28.78,"4,701", , , , 
2021-08-12 16:18:00,28.87,"4,973", , , , 
2021-08-12 16:19:00,28.91,"5,460", , , , 
2021-08-12 16:20:00,28.87,"4,552", , , , 
2021-08-12 16:21:00,28.83,"4,191", , , , 
2021-08-12 16:22:00,28.87,"4,156", , , , 
2021-08-12 16:23:00,28.87,"4,649", , , , 
2021-08-12 16:24:00,28.83,"4,594", , , , 
2021-08-12 16:25:00,28.78,"4,785", , , , 
2021-08-12 16:26:00,28.83,"4,600", , , , 
2021-08-12 16:27:00,28.83,"4,511", , , , 
2021-08-12 16:28:00,28.83,"4,576", , , , 
2021-08-12 16:29:00,28.83,"4,268", , , , 
2021-08-12 16:30:00,28.87,"5,226", , , , 
2021-08-12 16:31:00,28.95,"5,983", , , , 
2021-08-12 16:32:00,29.00,"5,143", , , , 
2021-08-12 16:33:00,29.04,"4,831", , , , 
2021-08-12 16:34:00,29.04,"5,024", , , , 
2021-08-12 16:35:00,29.00,"4,156", , , , 
2021-08-12 16:36:00,28.95,"3,508", , , , 
2021-08-12 16:37:00,28.95,"3,201", , , , 
2021-08-12 16:38:00,29.00,"3,450", , , , 
2021-08-12 16:39:00,29.00,"3,498", , , , 
2021-08-12 16:40:00,29.00,"3,187", , , , 
2021-08-12 16:41:00,29.04,"3,645", , , , 
2021-08-12 16:42:00,29.00,"3,154", , , , 
2021-08-12 16:43:00,29.04,"3,165", , , , 
2021-08-12 16:44:00,29.04,"3,283", , , , 
2021-08-12 16:45:00,29.00,"3,069", , , , 
2021-08-12 16:46:00,29.00,"3,299", , , , 
2021-08-12 16:47:00,28.91,"3,352", , , , 
2021-08-12 16:48:00,28.95,"3,172", , , , 
2021-08-12 16:49:00,28.91,"2,947", , , , 
2021-08-12 16:50:00,28.91,"2,865", , , , 
2021-08-12 16:51:00,28.87,"3,016", , , , 
2021-08-12 16:52:00,28.91,"3,327", , , , 
2021-08-12 16:53:00,28.91,"3,016", , , , 
2021-08-12 16:54:00,28.91,"2,993", , , , 
2021-08-12 16:55:00,28.91,"2,895", , , , 
2021-08-12 16:56:00,28.91,"2,929", , , , 
2021-08-12 16:57:00,28.95,"2,918", , , , 
2021-08-12 16:58:00,28.91,"2,894", , , , 
2021-08-12 16:59:00,28.91,"2,852", , , , 
2021-08-12 17:00:00,28.95,"2,705", , , , 
2021-08-12 17:01:00,28.95,"2,665", , , , 
2021-08-12 17:02:00,28.87,"2,490", , , , 
2021-08-12 17:03:00,28.78,"2,552", , , , 
2021-08-12 17:04:00,28.74,"2,545", , , , 
2021-08-12 17:05:00,28.78,"2,355", , , , 
2021-08-12 17:06:00,28.78,"2,623", , , , 
2021-08-12 17:07:00,28.83,"2,428", , , , 
2021-08-12 17:08:00,28.78,"2,248", , , , 
2021-08-12 17:09:00,28.78,"2,391", , , , 
2021-08-12 17:10:00,28.78,"2,566", , , , 
2021-08-12 17:11:00,28.83,"2,269", , , , 
2021-08-12 17:12:00,28.78,"2,252", , , , 
2021-08-12 17:13:00,28.78,"2,143", , , , 
2021-08-12 17:14:00,28.78,"2,288", , , , 
2021-08-12 17:15:00,28.78,"2,070", , , , 
2021-08-12 17:16:00,28.74,"2,092", , , , 
2021-08-12 17:17:00,28.74,"2,004", , , , 
2021-08-12 17:18:00,28.74,"1,980", , , , 
2021-08-12 17:19:00,28.70,"1,913", , , , 
2021-08-12 17:20:00,28.70,"1,807", , , , 
2021-08-12 17:21:00,28.65,"1,804", , , , 
2021-08-12 17:22:00,28.65,"1,854", , , , 
2021-08-12 17:23:00,28.65,"1,683", , , , 
2021-08-12 17:24:00,28.65,"1,701", , , , 
2021-08-12 17:25:00,28.65,"1,505", , , , 
2021-08-12 17:26:00,28.65,"1,624", , , , 
2021-08-12 17:27:00,28.61,"1,421", , , , 
2021-08-12 17:28:00,28.61,"1,444", , , , 
2021-08-12 17:29:00,28.61,"1,382", , , , 
2021-08-12 17:30:00,28.57,"1,276", , , , 
2021-08-12 17:31:00,28.57,"1,207", , , , 
2021-08-12 17:32:00,28.53,"1,148", , , , 
2021-08-12 17:33:00,28.57,"1,113", , , , 
2021-08-12 17:34:00,28.57,"1,009", , , , 
2021-08-12 17:35:00,28.53,"1,032", , , , 
