Serial Number:20555866 --

"Date Time, GMT -1000","Temp, (*C)","Intensity, ( lux)","Button Down","Button Up","Host Connect","EOF"
2021-08-13 11:00:00,28.05,"14,879", , , , 
2021-08-13 11:01:00,27.97,"21,002", , , , 
2021-08-13 11:02:00,28.23,"14,449", , , , 
2021-08-13 11:03:00,28.48,"25,088", , , , 
2021-08-13 11:04:00,28.40,"23,828", , , , 
2021-08-13 11:05:00,28.44,"23,869", , , , 
2021-08-13 11:06:00,28.53,"25,815", , , , 
2021-08-13 11:07:00,28.61,"28,580", , , , 
2021-08-13 11:08:00,28.74,"29,174", , , , 
2021-08-13 11:09:00,28.83,"21,412", , , , 
2021-08-13 11:10:00,28.70,"19,169", , , , 
2021-08-13 11:11:00,28.83,"21,893", , , , 
2021-08-13 11:12:00,28.57,"20,398", , , , 
2021-08-13 11:13:00,28.31,"8,535", , , , 
2021-08-13 11:14:00,28.35,"9,938", , , , 
2021-08-13 11:15:00,28.74,"23,194", , , , 
2021-08-13 11:16:00,28.83,"9,882", , , , 
2021-08-13 11:17:00,28.35,"8,394", , , , 
2021-08-13 11:18:00,28.53,"21,944", , , , 
2021-08-13 11:19:00,28.53,"17,019", , , , 
2021-08-13 11:20:00,28.61,"10,593", , , , 
2021-08-13 11:21:00,28.48,"8,105", , , , 
2021-08-13 11:22:00,28.27,"8,000", , , , 
2021-08-13 11:23:00,28.27,"15,468", , , , 
2021-08-13 11:24:00,28.65,"20,265", , , , 
2021-08-13 11:25:00,28.70,"18,872", , , , 
2021-08-13 11:26:00,28.70,"17,157", , , , 
2021-08-13 11:27:00,28.78,"22,190", , , , 
2021-08-13 11:28:00,28.70,"12,047", , , , 
2021-08-13 11:29:00,28.78,"16,415", , , , 
2021-08-13 11:30:00,28.78,"15,544", , , , 
2021-08-13 11:31:00,28.74,"15,816", , , , 
2021-08-13 11:32:00,28.74,"13,983", , , , 
2021-08-13 11:33:00,28.65,"14,182", , , , 
2021-08-13 11:34:00,28.74,"14,280", , , , 
2021-08-13 11:35:00,28.61,"10,409", , , , 
2021-08-13 11:36:00,28.57,"11,679", , , , 
2021-08-13 11:37:00,28.70,"13,445", , , , 
2021-08-13 11:38:00,28.74,"18,002", , , , 
2021-08-13 11:39:00,28.87,"19,174", , , , 
2021-08-13 11:40:00,28.91,"24,115", , , , 
2021-08-13 11:41:00,29.00,"19,927", , , , 
2021-08-13 11:42:00,29.08,"20,495", , , , 
2021-08-13 11:43:00,29.08,"22,200", , , , 
2021-08-13 11:44:00,29.04,"22,641", , , , 
2021-08-13 11:45:00,29.17,"25,375", , , , 
2021-08-13 11:46:00,29.21,"24,904", , , , 
2021-08-13 11:47:00,29.17,"25,344", , , , 
2021-08-13 11:48:00,29.21,"22,118", , , , 
2021-08-13 11:49:00,29.26,"23,900", , , , 
2021-08-13 11:50:00,29.30,"23,265", , , , 
2021-08-13 11:51:00,29.26,"28,498", , , , 
2021-08-13 11:52:00,29.30,"22,149", , , , 
2021-08-13 11:53:00,29.21,"21,637", , , , 
2021-08-13 11:54:00,29.21,"19,461", , , , 
2021-08-13 11:55:00,29.26,"20,644", , , , 
2021-08-13 11:56:00,29.13,"17,316", , , , 
2021-08-13 11:57:00,29.43,"25,876", , , , 
2021-08-13 11:58:00,29.00,"15,580", , , , 
2021-08-13 11:59:00,29.13,"18,893", , , , 
2021-08-13 12:00:00,29.00,"16,430", , , , 
2021-08-13 12:01:00,29.08,"23,398", , , , 
2021-08-13 12:02:00,29.30,"29,266", , , , 
2021-08-13 12:03:00,29.30,"20,818", , , , 
2021-08-13 12:04:00,29.51,"26,624", , , , 
2021-08-13 12:05:00,29.60,"24,596", , , , 
2021-08-13 12:06:00,29.51,"15,370", , , , 
2021-08-13 12:07:00,29.34,"14,408", , , , 
2021-08-13 12:08:00,29.17,"14,531", , , , 
2021-08-13 12:09:00,29.04,"12,524", , , , 
2021-08-13 12:10:00,29.04,"14,408", , , , 
2021-08-13 12:11:00,28.95,"11,018", , , , 
2021-08-13 12:12:00,28.91,"9,989", , , , 
2021-08-13 12:13:00,28.83,"10,030", , , , 
2021-08-13 12:14:00,28.83,"9,828", , , , 
2021-08-13 12:15:00,28.78,"9,756", , , , 
2021-08-13 12:16:00,28.83,"10,557", , , , 
2021-08-13 12:17:00,28.91,"12,319", , , , 
2021-08-13 12:18:00,29.04,"11,679", , , , 
2021-08-13 12:19:00,28.91,"7,662", , , , 
2021-08-13 12:20:00,28.87,"9,111", , , , 
2021-08-13 12:21:00,28.87,"11,110", , , , 
2021-08-13 12:22:00,28.91,"12,257", , , , 
2021-08-13 12:23:00,29.34,"24,494", , , , 
2021-08-13 12:24:00,29.43,"21,514", , , , 
2021-08-13 12:25:00,29.47,"24,852", , , , 
2021-08-13 12:26:00,29.17,"10,248", , , , 
2021-08-13 12:27:00,29.08,"11,141", , , , 
2021-08-13 12:28:00,29.04,"13,041", , , , 
2021-08-13 12:29:00,29.30,"19,318", , , , 
2021-08-13 12:30:00,29.30,"16,195", , , , 
2021-08-13 12:31:00,29.26,"18,191", , , , 
2021-08-13 12:32:00,29.26,"16,829", , , , 
2021-08-13 12:33:00,29.38,"20,419", , , , 
2021-08-13 12:34:00,29.38,"17,434", , , , 
2021-08-13 12:35:00,29.34,"18,739", , , , 
2021-08-13 12:36:00,29.17,"15,590", , , , 
2021-08-13 12:37:00,29.30,"15,606", , , , 
2021-08-13 12:38:00,29.30,"15,340", , , , 
2021-08-13 12:39:00,29.17,"14,208", , , , 
2021-08-13 12:40:00,29.30,"17,551", , , , 
2021-08-13 12:41:00,29.21,"14,618", , , , 
2021-08-13 12:42:00,29.26,"16,942", , , , 
2021-08-13 12:43:00,29.26,"16,041", , , , 
2021-08-13 12:44:00,29.21,"13,834", , , , 
2021-08-13 12:45:00,29.17,"13,937", , , , 
2021-08-13 12:46:00,29.21,"14,551", , , , 
2021-08-13 12:47:00,29.17,"14,679", , , , 
2021-08-13 12:48:00,28.95,"12,186", , , , 
2021-08-13 12:49:00,29.04,"14,126", , , , 
2021-08-13 12:50:00,29.08,"15,816", , , , 
2021-08-13 12:51:00,29.13,"11,341", , , , 
2021-08-13 12:52:00,29.13,"13,716", , , , 
2021-08-13 12:53:00,29.30,"18,760", , , , 
2021-08-13 12:54:00,29.26,"13,850", , , , 
2021-08-13 12:55:00,29.30,"19,302", , , , 
2021-08-13 12:56:00,29.26,"15,662", , , , 
2021-08-13 12:57:00,29.21,"15,867", , , , 
2021-08-13 12:58:00,29.34,"22,456", , , , 
2021-08-13 12:59:00,29.51,"28,365", , , , 
2021-08-13 13:00:00,29.73,"28,201", , , , 
2021-08-13 13:01:00,29.56,"18,033", , , , 
2021-08-13 13:02:00,29.43,"17,004", , , , 
2021-08-13 13:03:00,29.21,"9,841", , , , 
2021-08-13 13:04:00,29.21,"12,943", , , , 
2021-08-13 13:05:00,29.21,"15,324", , , , 
2021-08-13 13:06:00,29.17,"17,306", , , , 
2021-08-13 13:07:00,29.21,"16,829", , , , 
2021-08-13 13:08:00,29.04,"3,255", , , , 
2021-08-13 13:09:00,29.13,"11,776", , , , 
2021-08-13 13:10:00,29.21,"15,908", , , , 
2021-08-13 13:11:00,29.17,"14,868", , , , 
2021-08-13 13:12:00,29.08,"11,756", , , , 
2021-08-13 13:13:00,29.00,"2,972", , , , 
2021-08-13 13:14:00,28.95,"8,056", , , , 
2021-08-13 13:15:00,29.00,"8,302", , , , 
2021-08-13 13:16:00,28.91,"5,471", , , , 
2021-08-13 13:17:00,28.87,"10,829", , , , 
2021-08-13 13:18:00,28.95,"8,056", , , , 
2021-08-13 13:19:00,28.91,"6,712", , , , 
2021-08-13 13:20:00,28.91,"7,460", , , , 
2021-08-13 13:21:00,28.87,"6,886", , , , 
2021-08-13 13:22:00,28.91,"9,418", , , , 
2021-08-13 13:23:00,29.00,"9,188", , , , 
2021-08-13 13:24:00,29.04,"7,368", , , , 
2021-08-13 13:25:00,28.87,"8,568", , , , 
2021-08-13 13:26:00,28.83,"4,165", , , , 
2021-08-13 13:27:00,28.74,"1,473", , , , 
2021-08-13 13:28:00,28.95,"5,972", , , , 
2021-08-13 13:29:00,28.74,693, , , , 
