Serial Number:20555866 --

"Date Time, GMT -1000","Temp, (*C)","Intensity, ( lux)","Button Down","Button Up","Host Connect","EOF"
2021-08-12 10:57:00,28.74,"31,857", , , , 
2021-08-12 10:58:00,28.70,"32,369", , , , 
2021-08-12 10:59:00,28.70,"31,662", , , , 
2021-08-12 11:00:00,28.74,"32,410", , , , 
2021-08-12 11:01:00,28.70,"31,724", , , , 
2021-08-12 11:02:00,28.74,"32,686", , , , 
2021-08-12 11:03:00,28.74,"32,410", , , , 
2021-08-12 11:04:00,28.74,"32,236", , , , 
2021-08-12 11:05:00,28.74,"35,011", , , , 
2021-08-12 11:06:00,28.78,"32,440", , , , 
2021-08-12 11:07:00,28.78,"32,000", , , , 
2021-08-12 11:08:00,28.78,"32,379", , , , 
2021-08-12 11:09:00,28.78,"32,174", , , , 
2021-08-12 11:10:00,28.87,"32,481", , , , 
2021-08-12 11:11:00,28.95,"32,840", , , , 
2021-08-12 11:12:00,28.91,"33,649", , , , 
2021-08-12 11:13:00,28.87,"32,983", , , , 
2021-08-12 11:14:00,28.87,"33,444", , , , 
2021-08-12 11:15:00,28.87,"33,178", , , , 
2021-08-12 11:16:00,28.83,"33,178", , , , 
2021-08-12 11:17:00,28.87,"33,219", , , , 
2021-08-12 11:18:00,28.91,"33,710", , , , 
2021-08-12 11:19:00,28.91,"32,901", , , , 
2021-08-12 11:20:00,28.91,"32,410", , , , 
2021-08-12 11:21:00,28.91,"33,597", , , , 
2021-08-12 11:22:00,28.91,"34,048", , , , 
2021-08-12 11:23:00,28.95,"33,014", , , , 
2021-08-12 11:24:00,29.00,"34,232", , , , 
2021-08-12 11:25:00,28.95,"35,359", , , , 
2021-08-12 11:26:00,28.95,"32,993", , , , 
2021-08-12 11:27:00,28.91,"32,666", , , , 
2021-08-12 11:28:00,29.00,"34,038", , , , 
2021-08-12 11:29:00,29.00,"34,570", , , , 
2021-08-12 11:30:00,29.04,"34,345", , , , 
2021-08-12 11:31:00,29.04,"33,239", , , , 
2021-08-12 11:32:00,29.04,"34,089", , , , 
2021-08-12 11:33:00,29.08,"34,161", , , , 
2021-08-12 11:34:00,29.08,"32,532", , , , 
2021-08-12 11:35:00,29.08,"34,007", , , , 
2021-08-12 11:36:00,29.08,"34,560", , , , 
2021-08-12 11:37:00,29.13,"35,922", , , , 
2021-08-12 11:38:00,29.21,"35,410", , , , 
2021-08-12 11:39:00,29.21,"35,287", , , , 
2021-08-12 11:40:00,29.17,"29,348", , , , 
2021-08-12 11:41:00,29.26,"34,980", , , , 
2021-08-12 11:42:00,29.34,"35,809", , , , 
2021-08-12 11:43:00,29.38,"35,144", , , , 
2021-08-12 11:44:00,29.43,"38,758", , , , 
2021-08-12 11:45:00,29.38,"32,870", , , , 
2021-08-12 11:46:00,29.51,"35,246", , , , 
2021-08-12 11:47:00,29.51,"36,526", , , , 
2021-08-12 11:48:00,29.56,"36,116", , , , 
2021-08-12 11:49:00,29.56,"34,683", , , , 
2021-08-12 11:50:00,29.60,"35,400", , , , 
2021-08-12 11:51:00,29.56,"35,246", , , , 
2021-08-12 11:52:00,29.47,"19,876", , , , 
2021-08-12 11:53:00,29.43,"29,737", , , , 
2021-08-12 11:54:00,29.51,"36,260", , , , 
2021-08-12 11:55:00,29.64,"35,963", , , , 
2021-08-12 11:56:00,29.64,"44,626", , , , 
2021-08-12 11:57:00,29.60,"36,127", , , , 
2021-08-12 11:58:00,29.60,"38,707", , , , 
2021-08-12 11:59:00,29.64,"35,144", , , , 
2021-08-12 12:00:00,29.68,"42,271", , , , 
2021-08-12 12:01:00,29.73,"39,025", , , , 
2021-08-12 12:02:00,29.73,"44,093", , , , 
2021-08-12 12:03:00,29.77,"41,277", , , , 
2021-08-12 12:04:00,29.77,"40,960", , , , 
2021-08-12 12:05:00,29.77,"37,028", , , , 
2021-08-12 12:06:00,29.81,"37,663", , , , 
2021-08-12 12:07:00,29.77,"38,953", , , , 
2021-08-12 12:08:00,29.73,"40,847", , , , 
2021-08-12 12:09:00,29.81,"42,598", , , , 
2021-08-12 12:10:00,29.86,"37,448", , , , 
2021-08-12 12:11:00,29.90,"42,742", , , , 
2021-08-12 12:12:00,29.90,"34,540", , , , 
2021-08-12 12:13:00,29.90,"40,714", , , , 
2021-08-12 12:14:00,29.94,"37,468", , , , 
2021-08-12 12:15:00,29.98,"41,400", , , , 
2021-08-12 12:16:00,30.03,"37,898", , , , 
2021-08-12 12:17:00,29.98,"38,031", , , , 
2021-08-12 12:18:00,30.03,"42,045", , , , 
2021-08-12 12:19:00,29.98,"39,475", , , , 
2021-08-12 12:20:00,29.98,"44,073", , , , 
2021-08-12 12:21:00,30.03,"45,937", , , , 
2021-08-12 12:22:00,30.03,"45,568", , , , 
2021-08-12 12:23:00,30.07,"46,449", , , , 
2021-08-12 12:24:00,30.20,"42,865", , , , 
2021-08-12 12:25:00,30.33,"48,333", , , , 
2021-08-12 12:26:00,30.28,"38,799", , , , 
2021-08-12 12:27:00,29.94,"26,993", , , , 
2021-08-12 12:28:00,29.98,"43,704", , , , 
2021-08-12 12:29:00,30.24,"43,848", , , , 
2021-08-12 12:30:00,29.90,"26,276", , , , 
2021-08-12 12:31:00,30.16,"45,179", , , , 
2021-08-12 12:32:00,30.24,"31,990", , , , 
2021-08-12 12:33:00,30.41,"46,940", , , , 
2021-08-12 12:34:00,30.50,"55,480", , , , 
2021-08-12 12:35:00,30.50,"50,463", , , , 
2021-08-12 12:36:00,30.63,"52,326", , , , 
2021-08-12 12:37:00,30.50,"44,298", , , , 
2021-08-12 12:38:00,30.33,"48,906", , , , 
2021-08-12 12:39:00,30.16,"46,756", , , , 
2021-08-12 12:40:00,30.54,"49,275", , , , 
2021-08-12 12:41:00,30.63,"47,104", , , , 
2021-08-12 12:42:00,30.76,"61,891", , , , 
2021-08-12 12:43:00,30.67,"53,187", , , , 
2021-08-12 12:44:00,30.84,"51,200", , , , 
2021-08-12 12:45:00,30.67,"49,930", , , , 
2021-08-12 12:46:00,30.84,"54,272", , , , 
2021-08-12 12:47:00,31.01,"56,832", , , , 
2021-08-12 12:48:00,31.06,"56,177", , , , 
2021-08-12 12:49:00,30.89,"42,947", , , , 
2021-08-12 12:50:00,30.41,"28,201", , , , 
2021-08-12 12:51:00,30.16,"32,328", , , , 
2021-08-12 12:52:00,30.71,"54,641", , , , 
2021-08-12 12:53:00,30.24,"34,335", , , , 
2021-08-12 12:54:00,30.67,"52,101", , , , 
2021-08-12 12:55:00,30.80,"49,398", , , , 
2021-08-12 12:56:00,30.93,"56,279", , , , 
2021-08-12 12:57:00,30.97,"54,743", , , , 
2021-08-12 12:58:00,31.06,"51,405", , , , 
2021-08-12 12:59:00,31.06,"51,057", , , , 
2021-08-12 13:00:00,31.10,"48,189", , , , 
2021-08-12 13:01:00,31.06,"47,534", , , , 
2021-08-12 13:02:00,31.14,"42,066", , , , 
2021-08-12 13:03:00,31.10,"41,564", , , , 
2021-08-12 13:04:00,31.10,"43,438", , , , 
2021-08-12 13:05:00,31.10,"43,172", , , , 
2021-08-12 13:06:00,31.10,"48,005", , , , 
2021-08-12 13:07:00,30.97,"55,009", , , , 
2021-08-12 13:08:00,30.93,"29,245", , , , 
2021-08-12 13:09:00,30.89,"36,332", , , , 
2021-08-12 13:10:00,30.11,"28,324", , , , 
2021-08-12 13:11:00,30.76,"40,786", , , , 
2021-08-12 13:12:00,30.84,"42,906", , , , 
2021-08-12 13:13:00,30.84,"41,472", , , , 
2021-08-12 13:14:00,30.93,"42,865", , , , 
2021-08-12 13:15:00,30.84,"43,950", , , , 
2021-08-12 13:16:00,30.80,"43,930", , , , 
2021-08-12 13:17:00,30.97,"37,673", , , , 
2021-08-12 13:18:00,30.20,"17,869", , , , 
2021-08-12 13:19:00,29.94,"15,503", , , , 
2021-08-12 13:20:00,29.60,"10,639", , , , 
2021-08-12 13:21:00,30.28,"45,015", , , , 
2021-08-12 13:22:00,30.59,"42,414", , , , 
2021-08-12 13:23:00,30.37,"14,172", , , , 
2021-08-12 13:24:00,30.50,"40,643", , , , 
2021-08-12 13:25:00,30.71,"46,510", , , , 
2021-08-12 13:26:00,30.84,"49,029", , , , 
2021-08-12 13:27:00,30.89,"40,878", , , , 
2021-08-12 13:28:00,30.93,"44,257", , , , 
2021-08-12 13:29:00,30.97,"51,610", , , , 
2021-08-12 13:30:00,30.97,"43,930", , , , 
2021-08-12 13:31:00,30.63,"40,806", , , , 
2021-08-12 13:32:00,30.80,"17,249", , , , 
2021-08-12 13:33:00,30.84,"42,045", , , , 
2021-08-12 13:34:00,30.97,"41,277", , , , 
2021-08-12 13:35:00,30.97,"42,865", , , , 
2021-08-12 13:36:00,30.93,"45,691", , , , 
2021-08-12 13:37:00,30.93,"39,148", , , , 
2021-08-12 13:38:00,30.93,"40,735", , , , 
2021-08-12 13:39:00,30.89,"41,503", , , , 
2021-08-12 13:40:00,30.97,"37,591", , , , 
2021-08-12 13:41:00,30.93,"40,571", , , , 
2021-08-12 13:42:00,31.01,"40,417", , , , 
2021-08-12 13:43:00,30.93,"41,656", , , , 
2021-08-12 13:44:00,30.93,"41,073", , , , 
2021-08-12 13:45:00,30.67,"39,926", , , , 
2021-08-12 13:46:00,30.80,"32,604", , , , 
2021-08-12 13:47:00,30.84,"40,755", , , , 
2021-08-12 13:48:00,30.80,"44,380", , , , 
2021-08-12 13:49:00,30.89,"39,885", , , , 
2021-08-12 13:50:00,30.89,"38,717", , , , 
2021-08-12 13:51:00,30.84,"39,209", , , , 
2021-08-12 13:52:00,30.89,"39,127", , , , 
2021-08-12 13:53:00,30.89,"35,779", , , , 
2021-08-12 13:54:00,30.84,"47,882", , , , 
2021-08-12 13:55:00,30.76,"37,847", , , , 
2021-08-12 13:56:00,30.89,"36,536", , , , 
2021-08-12 13:57:00,30.84,"38,420", , , , 
2021-08-12 13:58:00,30.93,"44,626", , , , 
2021-08-12 13:59:00,30.93,"37,960", , , , 
2021-08-12 14:00:00,30.97,"45,384", , , , 
2021-08-12 14:01:00,31.01,"45,056", , , , 
2021-08-12 14:02:00,31.06,"44,196", , , , 
2021-08-12 14:03:00,31.19,"41,554", , , , 
2021-08-12 14:04:00,30.76,"27,863", , , , 
2021-08-12 14:05:00,30.84,"49,910", , , , 
2021-08-12 14:06:00,30.97,"41,585", , , , 
2021-08-12 14:07:00,30.97,"42,230", , , , 
2021-08-12 14:08:00,31.01,"37,919", , , , 
2021-08-12 14:09:00,30.71,"36,332", , , , 
2021-08-12 14:10:00,30.89,"41,452", , , , 
2021-08-12 14:11:00,30.93,"36,639", , , , 
2021-08-12 14:12:00,30.80,"49,521", , , , 
2021-08-12 14:13:00,30.80,"34,068", , , , 
2021-08-12 14:14:00,30.84,"34,273", , , , 
2021-08-12 14:15:00,30.89,"36,557", , , , 
2021-08-12 14:16:00,30.76,"38,482", , , , 
2021-08-12 14:17:00,30.80,"37,110", , , , 
2021-08-12 14:18:00,30.80,"38,410", , , , 
2021-08-12 14:19:00,30.80,"40,571", , , , 
2021-08-12 14:20:00,30.89,"41,185", , , , 
2021-08-12 14:21:00,30.93,"41,103", , , , 
2021-08-12 14:22:00,31.06,"44,093", , , , 
2021-08-12 14:23:00,31.10,"47,780", , , , 
2021-08-12 14:24:00,31.14,"41,820", , , , 
2021-08-12 14:25:00,31.10,"48,947", , , , 
2021-08-12 14:26:00,31.06,"37,663", , , , 
2021-08-12 14:27:00,30.76,"29,276", , , , 
2021-08-12 14:28:00,30.41,"30,904", , , , 
2021-08-12 14:29:00,30.07,"21,166", , , , 
2021-08-12 14:30:00,29.86,"20,024", , , , 
2021-08-12 14:31:00,29.64,"12,170", , , , 
2021-08-12 14:32:00,29.43,"11,141", , , , 
2021-08-12 14:33:00,29.26,"10,501", , , , 
2021-08-12 14:34:00,29.21,"10,184", , , , 
2021-08-12 14:35:00,29.17,"9,615", , , , 
2021-08-12 14:36:00,29.08,"9,370", , , , 
2021-08-12 14:37:00,29.00,"9,055", , , , 
2021-08-12 14:38:00,29.00,"9,644", , , , 
2021-08-12 14:39:00,28.95,"10,107", , , , 
2021-08-12 14:40:00,28.95,"10,184", , , , 
2021-08-12 14:41:00,28.95,"10,122", , , , 
2021-08-12 14:42:00,28.95,"10,660", , , , 
2021-08-12 14:43:00,28.95,"10,284", , , , 
2021-08-12 14:44:00,28.95,"10,578", , , , 
2021-08-12 14:45:00,28.91,"10,829", , , , 
2021-08-12 14:46:00,28.91,"10,624", , , , 
2021-08-12 14:47:00,28.91,"11,576", , , , 
2021-08-12 14:48:00,28.91,"11,540", , , , 
2021-08-12 14:49:00,28.95,"12,416", , , , 
2021-08-12 14:50:00,28.95,"12,867", , , , 
2021-08-12 14:51:00,28.95,"13,097", , , , 
2021-08-12 14:52:00,29.00,"13,261", , , , 
2021-08-12 14:53:00,29.00,"13,891", , , , 
2021-08-12 14:54:00,29.00,"13,865", , , , 
2021-08-12 14:55:00,29.00,"13,532", , , , 
2021-08-12 14:56:00,29.00,"13,716", , , , 
2021-08-12 14:57:00,29.00,"13,532", , , , 
2021-08-12 14:58:00,29.00,"13,430", , , , 
2021-08-12 14:59:00,29.00,"13,261", , , , 
2021-08-12 15:00:00,29.04,"13,240", , , , 
2021-08-12 15:01:00,29.04,"13,071", , , , 
2021-08-12 15:02:00,29.08,"13,471", , , , 
2021-08-12 15:03:00,29.08,"14,116", , , , 
2021-08-12 15:04:00,29.08,"14,223", , , , 
2021-08-12 15:05:00,29.17,"14,259", , , , 
2021-08-12 15:06:00,29.13,"15,145", , , , 
2021-08-12 15:07:00,29.13,"15,124", , , , 
2021-08-12 15:08:00,29.13,"14,653", , , , 
2021-08-12 15:09:00,29.17,"15,258", , , , 
2021-08-12 15:10:00,29.17,"14,930", , , , 
2021-08-12 15:11:00,29.17,"14,285", , , , 
2021-08-12 15:12:00,29.21,"15,124", , , , 
2021-08-12 15:13:00,29.17,"15,171", , , , 
2021-08-12 15:14:00,29.08,"14,920", , , , 
2021-08-12 15:15:00,29.13,"15,247", , , , 
2021-08-12 15:16:00,29.17,"15,514", , , , 
2021-08-12 15:17:00,29.21,"15,677", , , , 
2021-08-12 15:18:00,29.21,"16,113", , , , 
2021-08-12 15:19:00,29.21,"15,191", , , , 
2021-08-12 15:20:00,29.17,"14,167", , , , 
2021-08-12 15:21:00,29.13,"14,111", , , , 
2021-08-12 15:22:00,29.13,"13,860", , , , 
2021-08-12 15:23:00,29.17,"13,501", , , , 
2021-08-12 15:24:00,29.13,"13,486", , , , 
2021-08-12 15:25:00,29.08,"12,713", , , , 
2021-08-12 15:26:00,29.04,"11,878", , , , 
2021-08-12 15:27:00,29.00,"10,839", , , , 
2021-08-12 15:28:00,29.00,"11,223", , , , 
2021-08-12 15:29:00,29.00,"11,377", , , , 
2021-08-12 15:30:00,29.00,"11,315", , , , 
2021-08-12 15:31:00,28.95,"11,561", , , , 
2021-08-12 15:32:00,28.95,"11,090", , , , 
2021-08-12 15:33:00,28.91,"11,254", , , , 
2021-08-12 15:34:00,28.91,"11,218", , , , 
2021-08-12 15:35:00,28.95,"11,146", , , , 
2021-08-12 15:36:00,28.95,"10,952", , , , 
2021-08-12 15:37:00,28.95,"10,614", , , , 
2021-08-12 15:38:00,28.95,"10,655", , , , 
2021-08-12 15:39:00,28.87,"10,002", , , , 
2021-08-12 15:40:00,28.87,"10,002", , , , 
2021-08-12 15:41:00,28.87,"9,390", , , , 
2021-08-12 15:42:00,28.87,"9,475", , , , 
2021-08-12 15:43:00,28.83,"8,975", , , , 
2021-08-12 15:44:00,28.83,"8,520", , , , 
2021-08-12 15:45:00,28.78,"7,795", , , , 
2021-08-12 15:46:00,28.83,"7,537", , , , 
2021-08-12 15:47:00,28.83,"7,309", , , , 
2021-08-12 15:48:00,28.78,"6,764", , , , 
2021-08-12 15:49:00,28.78,"9,172", , , , 
2021-08-12 15:50:00,28.83,"8,640", , , , 
2021-08-12 15:51:00,28.78,"9,075", , , , 
2021-08-12 15:52:00,28.78,"6,423", , , , 
2021-08-12 15:53:00,28.74,"7,214", , , , 
2021-08-12 15:54:00,28.74,"5,629", , , , 
2021-08-12 15:55:00,28.70,"5,763", , , , 
2021-08-12 15:56:00,28.70,"7,311", , , , 
2021-08-12 15:57:00,28.65,"5,829", , , , 
2021-08-12 15:58:00,28.65,"7,908", , , , 
2021-08-12 15:59:00,28.65,"7,480", , , , 
2021-08-12 16:00:00,28.57,"4,461", , , , 
2021-08-12 16:01:00,28.57,"3,839", , , , 
2021-08-12 16:02:00,28.53,"3,716", , , , 
2021-08-12 16:03:00,28.48,"3,891", , , , 
2021-08-12 16:04:00,28.48,"3,589", , , , 
2021-08-12 16:05:00,28.44,"3,857", , , , 
2021-08-12 16:06:00,28.44,"3,631", , , , 
2021-08-12 16:07:00,28.40,"3,758", , , , 
2021-08-12 16:08:00,28.40,"3,779", , , , 
2021-08-12 16:09:00,28.35,"3,596", , , , 
2021-08-12 16:10:00,28.40,"3,817", , , , 
2021-08-12 16:11:00,28.31,"3,548", , , , 
2021-08-12 16:12:00,28.35,"3,708", , , , 
2021-08-12 16:13:00,28.35,"3,666", , , , 
2021-08-12 16:14:00,28.35,"3,624", , , , 
2021-08-12 16:15:00,28.35,"3,694", , , , 
2021-08-12 16:16:00,28.35,"3,789", , , , 
2021-08-12 16:17:00,28.35,"3,740", , , , 
2021-08-12 16:18:00,28.40,"3,873", , , , 
2021-08-12 16:19:00,28.40,"4,419", , , , 
2021-08-12 16:20:00,28.40,"5,001", , , , 
2021-08-12 16:21:00,28.35,"3,617", , , , 
2021-08-12 16:22:00,28.44,"4,010", , , , 
2021-08-12 16:23:00,28.40,"4,580", , , , 
2021-08-12 16:24:00,28.40,"4,204", , , , 
2021-08-12 16:25:00,28.31,"3,814", , , , 
2021-08-12 16:26:00,28.31,"3,881", , , , 
2021-08-12 16:27:00,28.31,"3,996", , , , 
2021-08-12 16:28:00,28.27,"3,986", , , , 
2021-08-12 16:29:00,28.31,"3,670", , , , 
2021-08-12 16:30:00,28.27,"3,523", , , , 
2021-08-12 16:31:00,28.31,"3,895", , , , 
2021-08-12 16:32:00,28.31,"4,439", , , , 
2021-08-12 16:33:00,28.31,"3,747", , , , 
2021-08-12 16:34:00,28.27,"3,315", , , , 
2021-08-12 16:35:00,28.27,"3,252", , , , 
2021-08-12 16:36:00,28.27,"3,259", , , , 
2021-08-12 16:37:00,28.27,"3,101", , , , 
2021-08-12 16:38:00,28.27,"3,071", , , , 
2021-08-12 16:39:00,28.23,"3,121", , , , 
2021-08-12 16:40:00,28.18,"3,076", , , , 
2021-08-12 16:41:00,28.18,"3,064", , , , 
2021-08-12 16:42:00,28.14,"2,953", , , , 
2021-08-12 16:43:00,28.18,"2,936", , , , 
2021-08-12 16:44:00,28.14,"2,857", , , , 
2021-08-12 16:45:00,28.18,"2,890", , , , 
2021-08-12 16:46:00,28.18,"2,925", , , , 
2021-08-12 16:47:00,28.14,"2,787", , , , 
2021-08-12 16:48:00,28.14,"2,916", , , , 
2021-08-12 16:49:00,28.18,"2,834", , , , 
2021-08-12 16:50:00,28.14,"2,883", , , , 
2021-08-12 16:51:00,28.14,"2,807", , , , 
2021-08-12 16:52:00,28.14,"2,839", , , , 
2021-08-12 16:53:00,28.14,"2,744", , , , 
2021-08-12 16:54:00,28.14,"2,682", , , , 
2021-08-12 16:55:00,28.14,"2,734", , , , 
2021-08-12 16:56:00,28.14,"2,616", , , , 
2021-08-12 16:57:00,28.14,"2,509", , , , 
2021-08-12 16:58:00,28.14,"2,725", , , , 
2021-08-12 16:59:00,28.10,"2,632", , , , 
2021-08-12 17:00:00,28.10,"2,739", , , , 
2021-08-12 17:01:00,28.10,"2,444", , , , 
2021-08-12 17:02:00,28.10,"2,460", , , , 
2021-08-12 17:03:00,28.10,"2,504", , , , 
2021-08-12 17:04:00,28.10,"2,443", , , , 
2021-08-12 17:05:00,28.05,"2,313", , , , 
2021-08-12 17:06:00,28.01,"2,332", , , , 
2021-08-12 17:07:00,28.05,"2,292", , , , 
2021-08-12 17:08:00,28.05,"2,188", , , , 
2021-08-12 17:09:00,28.05,"2,211", , , , 
2021-08-12 17:10:00,28.05,"2,170", , , , 
2021-08-12 17:11:00,28.01,"2,220", , , , 
2021-08-12 17:12:00,28.01,"1,986", , , , 
2021-08-12 17:13:00,28.01,"2,033", , , , 
2021-08-12 17:14:00,27.97,"2,019", , , , 
2021-08-12 17:15:00,28.01,"1,960", , , , 
2021-08-12 17:16:00,28.01,"2,031", , , , 
2021-08-12 17:17:00,28.01,"1,946", , , , 
2021-08-12 17:18:00,27.97,"1,898", , , , 
2021-08-12 17:19:00,28.01,"1,788", , , , 
2021-08-12 17:20:00,28.01,"1,764", , , , 
2021-08-12 17:21:00,27.97,"1,651", , , , 
2021-08-12 17:22:00,27.97,"1,702", , , , 
2021-08-12 17:23:00,27.97,"1,592", , , , 
2021-08-12 17:24:00,27.97,"1,498", , , , 
2021-08-12 17:25:00,27.97,"1,560", , , , 
2021-08-12 17:26:00,27.93,"1,465", , , , 
2021-08-12 17:27:00,27.93,"1,322", , , , 
2021-08-12 17:28:00,27.97,"1,324", , , , 
2021-08-12 17:29:00,27.88,"1,262", , , , 
2021-08-12 17:30:00,27.93,"1,198", , , , 
2021-08-12 17:31:00,27.93,"1,175", , , , 
2021-08-12 17:32:00,27.93,"1,097", , , , 
