Serial Number:20555869 --

"Date Time, GMT -1000","Temp, (*C)","Intensity, ( lux)","Button Down","Button Up","Host Connect","EOF"
2021-08-13 11:00:00,28.14,"27,658", , , , 
2021-08-13 11:01:00,28.14,"17,418", , , , 
2021-08-13 11:02:00,28.05,"27,791", , , , 
2021-08-13 11:03:00,28.05,"41,656", , , , 
2021-08-13 11:04:00,28.05,"36,669", , , , 
2021-08-13 11:05:00,28.01,"37,304", , , , 
2021-08-13 11:06:00,28.01,"29,788", , , , 
2021-08-13 11:07:00,28.01,"43,663", , , , 
2021-08-13 11:08:00,28.05,"31,990", , , , 
2021-08-13 11:09:00,28.05,"32,358", , , , 
2021-08-13 11:10:00,28.05,"33,741", , , , 
2021-08-13 11:11:00,27.97,"42,885", , , , 
2021-08-13 11:12:00,27.88,"41,964", , , , 
2021-08-13 11:13:00,27.75,"11,069", , , , 
2021-08-13 11:14:00,27.80,"16,599", , , , 
2021-08-13 11:15:00,28.10,"50,340", , , , 
2021-08-13 11:16:00,28.14,"15,841", , , , 
2021-08-13 11:17:00,27.97,"11,960", , , , 
2021-08-13 11:18:00,28.05,"25,743", , , , 
2021-08-13 11:19:00,28.14,"41,810", , , , 
2021-08-13 11:20:00,28.18,"18,002", , , , 
2021-08-13 11:21:00,28.05,"16,138", , , , 
2021-08-13 11:22:00,27.84,"13,102", , , , 
2021-08-13 11:23:00,27.84,"31,570", , , , 
2021-08-13 11:24:00,28.14,"37,417", , , , 
2021-08-13 11:25:00,28.18,"27,945", , , , 
2021-08-13 11:26:00,28.23,"32,102", , , , 
2021-08-13 11:27:00,28.27,"32,276", , , , 
2021-08-13 11:28:00,28.40,"29,778", , , , 
2021-08-13 11:29:00,28.40,"30,546", , , , 
2021-08-13 11:30:00,28.40,"63,898", , , , 
2021-08-13 11:31:00,28.31,"30,126", , , , 
2021-08-13 11:32:00,28.31,"46,592", , , , 
2021-08-13 11:33:00,28.27,"29,471", , , , 
2021-08-13 11:34:00,28.18,"27,412", , , , 
2021-08-13 11:35:00,28.14,"17,505", , , , 
2021-08-13 11:36:00,28.14,"18,836", , , , 
2021-08-13 11:37:00,28.14,"31,498", , , , 
2021-08-13 11:38:00,28.18,"29,276", , , , 
2021-08-13 11:39:00,28.27,"45,158", , , , 
2021-08-13 11:40:00,28.35,"32,829", , , , 
2021-08-13 11:41:00,28.35,"25,948", , , , 
2021-08-13 11:42:00,28.35,"32,430", , , , 
2021-08-13 11:43:00,28.40,"28,283", , , , 
2021-08-13 11:44:00,28.44,"53,658", , , , 
2021-08-13 11:45:00,28.48,"35,656", , , , 
2021-08-13 11:46:00,28.57,"27,095", , , , 
2021-08-13 11:47:00,28.65,"27,935", , , , 
2021-08-13 11:48:00,28.61,"31,867", , , , 
2021-08-13 11:49:00,28.61,"27,996", , , , 
2021-08-13 11:50:00,28.65,"27,218", , , , 
2021-08-13 11:51:00,28.74,"44,298", , , , 
2021-08-13 11:52:00,28.65,"29,276", , , , 
2021-08-13 11:53:00,28.53,"25,866", , , , 
2021-08-13 11:54:00,28.57,"35,512", , , , 
2021-08-13 11:55:00,28.61,"31,498", , , , 
