date,LoggerID,FullLoggerID,TempInSitu,ECond.mS.cm,Salinity_psu
2022-03-29T20:00:00Z,353,CT_353_CSled_20220329,29.85,61926.48567,37.54125812
2022-03-29T20:02:00Z,353,CT_353_CSled_20220329,29.83,61833.88567,37.49329151
2022-03-29T20:04:00Z,353,CT_353_CSled_20220329,29.77,61737.58567,37.47387059
2022-03-29T20:06:00Z,353,CT_353_CSled_20220329,29.87,61922.48567,37.52294249
2022-03-29T20:08:00Z,353,CT_353_CSled_20220329,29.83,61861.98567,37.51257418
2022-03-29T20:10:00Z,353,CT_353_CSled_20220329,29.83,61878.08567,37.52362302
2022-03-29T20:12:00Z,353,CT_353_CSled_20220329,29.87,61946.68567,37.53953917
2022-03-29T20:14:00Z,353,CT_353_CSled_20220329,29.84,61930.48567,37.55179342
2022-03-29T20:16:00Z,353,CT_353_CSled_20220329,29.85,61910.38567,37.53021235
2022-03-29T20:18:00Z,353,CT_353_CSled_20220329,29.85,61918.38567,37.53570086
2022-03-29T20:20:00Z,353,CT_353_CSled_20220329,29.83,61874.08567,37.52087792
2022-03-29T20:22:00Z,353,CT_353_CSled_20220329,29.83,61898.28567,37.53748633
2022-03-29T20:24:00Z,353,CT_353_CSled_20220329,29.84,61886.18567,37.52139484
2022-03-29T20:26:00Z,353,CT_353_CSled_20220329,29.84,61894.18567,37.52688411
2022-03-29T20:28:00Z,353,CT_353_CSled_20220329,29.83,61878.08567,37.52362302
2022-03-29T20:30:00Z,353,CT_353_CSled_20220329,29.83,61878.08567,37.52362302
2022-03-29T20:32:00Z,353,CT_353_CSled_20220329,29.84,61922.48567,37.54630352
2022-03-29T20:34:00Z,353,CT_353_CSled_20220329,29.82,61841.88567,37.50656441
2022-03-29T20:36:00Z,353,CT_353_CSled_20220329,29.83,61894.18567,37.53467242
2022-03-29T20:38:00Z,353,CT_353_CSled_20220329,29.84,61922.48567,37.54630352
2022-03-29T20:40:00Z,353,CT_353_CSled_20220329,29.85,61938.58567,37.54955997
2022-03-29T20:42:00Z,353,CT_353_CSled_20220329,29.81,61878.08567,37.5392031
2022-03-29T20:44:00Z,353,CT_353_CSled_20220329,29.83,61946.68567,37.57070692
2022-03-29T20:46:00Z,353,CT_353_CSled_20220329,29.82,61886.18567,37.53697183
2022-03-29T20:48:00Z,353,CT_353_CSled_20220329,29.83,61878.08567,37.52362302
2022-03-29T20:50:00Z,353,CT_353_CSled_20220329,29.81,61902.28567,37.55581885
2022-03-29T20:52:00Z,353,CT_353_CSled_20220329,29.82,61870.08567,37.52592034
2022-03-29T20:54:00Z,353,CT_353_CSled_20220329,29.81,61906.28567,37.55856537
2022-03-29T20:56:00Z,353,CT_353_CSled_20220329,29.81,61870.08567,37.53371057
2022-03-29T20:58:00Z,353,CT_353_CSled_20220329,29.81,61882.18567,37.54201807
2022-03-29T21:00:00Z,353,CT_353_CSled_20220329,29.81,61857.98567,37.52540337
2022-03-29T21:02:00Z,353,CT_353_CSled_20220329,29.78,61841.88567,37.53772509
2022-03-29T21:04:00Z,353,CT_353_CSled_20220329,29.77,61829.88567,37.53727721
2022-03-29T21:06:00Z,353,CT_353_CSled_20220329,29.78,61853.98567,37.54603722
2022-03-29T21:08:00Z,353,CT_353_CSled_20220329,29.78,61878.08567,37.56259371
2022-03-29T21:10:00Z,353,CT_353_CSled_20220329,29.77,61829.88567,37.53727721
2022-03-29T21:12:00Z,353,CT_353_CSled_20220329,29.77,61829.88567,37.53727721
2022-03-29T21:14:00Z,353,CT_353_CSled_20220329,29.76,61882.18567,37.58101914
2022-03-29T21:16:00Z,353,CT_353_CSled_20220329,29.77,61825.78567,37.53446027
