Test #,Full Date,Year,Month,Day,Hour,Minute,Total Counts,Live Time [Minutes],% Counts (A),% Counts (B),% Counts (C),% Counts (D),High Voltage,HV Duty Cycle,Air Temperature [Celsius],Relative Humidity [%],Leakage Current,Battery Voltage,Pump Current [mA],Flags Byte,Radon [pCi/L],Radon 2-Sigma Uncert. [pCi/L],Units Byte,Run #,Cycle #,C/A Count Ratio,Mode,Calculated Radon [Dpm/L],Total Counts (A),Total Counts (B),Total Counts (C),Total Counts (D),Total Counts (Other),Avg. CPM (A),Avg. CPM (B),Avg. CPM (C),Avg. CPM (D),Avg. CPM (Other),
214,03/31/22 03:00, 22, 03, 31, 03, 00,8,4.6,25.0,0.0,25.0,0.0, 2236, 8,26.3, 4, 1,6.06, 50, 134,1.6581690,4.5302000, 255,04,22,1.00,Sniff,0,2,0,2,0,4,0.435,0.00,0.435,0.00,0.870,
215,03/31/22 03:05, 22, 03, 31, 03, 05,0,4.6,0.0,0.0,0.0,0.0, 2218, 7,26.3, 4, 1,6.03, 50, 134,0.0000000,3.3163380, 255,04,23,N/A,Sniff,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,
216,03/31/22 03:10, 22, 03, 31, 03, 10,10,4.6,30.0,0.0,20.0,0.0, 2236, 8,26.3, 4, 1,6.06, 50, 134,2.4872530,4.9745060, 255,04,24,0.667,Sniff,6,3,0,2,0,5,0.652,0.00,0.435,0.00,1.09,
217,03/31/22 03:15, 22, 03, 31, 03, 15,5,4.6,40.0,0.0,60.0,0.0, 2218, 7,26.3, 4, 1,6.03, 50, 134,1.6581690,4.5302000, 255,04,25,1.50,Sniff,0,2,0,3,0,0,0.435,0.00,0.652,0.00,0.00,
218,03/31/22 03:20, 22, 03, 31, 03, 20,10,4.6,60.0,0.0,20.0,0.0, 2218, 7,26.3, 4, 1,6.03, 50, 134,4.9745060,6.0452710, 255,04,26,0.333,Sniff,11,6,0,2,0,2,1.30,0.00,0.435,0.00,0.435,
219,03/31/22 03:25, 22, 03, 31, 03, 25,3,4.6,66.7,0.0,0.0,0.0, 2236, 8,26.3, 4, 1,6.03, 50, 134,1.6581690,4.5302000, 255,04,27,0.00,Sniff,0,2,0,0,0,1,0.435,0.00,0.00,0.00,0.217,
220,03/31/22 03:30, 22, 03, 31, 03, 30,8,4.6,25.0,0.0,37.5,0.0, 2218, 8,26.3, 4, 1,6.00, 50, 134,1.6581690,4.5302000, 255,04,28,1.50,Sniff,0,2,0,3,0,3,0.435,0.00,0.652,0.00,0.652,
221,03/31/22 03:35, 22, 03, 31, 03, 35,7,4.6,42.9,0.0,14.3,0.0, 2218, 7,26.3, 4, 1,6.03, 50, 134,2.4872530,4.9745060, 255,04,29,0.333,Sniff,6,3,0,1,0,3,0.653,0.00,0.218,0.00,0.651,
222,03/31/22 03:40, 22, 03, 31, 03, 40,6,4.6,66.7,0.0,33.3,0.0, 2218, 7,26.3, 4, 1,6.03, 50, 134,3.3163380,5.3659470, 255,04,30,0.499,Sniff,7,4,0,2,0,0,0.870,0.00,0.434,0.00,0.00,
223,03/31/22 03:45, 22, 03, 31, 03, 45,5,4.6,0.0,0.0,20.0,0.0, 2218, 7,26.3, 3, 1,6.03, 50, 134,0.0000000,3.3163380, 255,04,31,N/A,Sniff,0.0,0,0,1,0,4,0.00,0.00,0.217,0.00,0.870,
224,03/31/22 03:50, 22, 03, 31, 03, 50,7,4.6,42.9,0.0,42.9,0.0, 2218, 7,26.3, 3, 1,6.03, 50, 134,2.4872530,4.9745060, 255,04,32,1.00,Sniff,6,3,0,3,0,1,0.653,0.00,0.653,0.00,0.216,
225,03/31/22 03:55, 22, 03, 31, 03, 55,4,4.6,50.0,0.0,0.0,25.0, 2218, 7,26.3, 3, 1,6.00, 50, 134,1.6581690,4.5302000, 255,04,33,0.00,Sniff,0,2,0,0,1,1,0.435,0.00,0.00,0.217,0.217,
226,03/31/22 04:00, 22, 03, 31, 04, 00,7,4.6,42.9,0.0,14.3,0.0, 2218, 7,26.3, 3, 1,6.00, 50, 134,2.4872530,4.9745060, 255,04,34,0.333,Sniff,6,3,0,1,0,3,0.653,0.00,0.218,0.00,0.651,
227,03/31/22 04:05, 22, 03, 31, 04, 05,9,4.6,33.3,0.0,22.2,0.0, 2218, 8,26.3, 3, 1,6.03, 50, 134,2.4872530,4.9745060, 255,04,35,0.667,Sniff,6,3,0,2,0,4,0.652,0.00,0.434,0.00,0.871,
228,03/31/22 04:10, 22, 03, 31, 04, 10,9,4.6,11.1,11.1,44.5,0.0, 2218, 8,26.3, 3, 1,6.03, 50, 134,0.8290844,4.0031720, 255,04,36,4.01,Sniff,1.9,1,1,4,0,3,0.217,0.217,0.871,0.00,0.652,
229,03/31/22 04:15, 22, 03, 31, 04, 15,5,4.6,0.0,0.0,20.0,0.0, 2218, 7,26.3, 3, 1,6.00, 50, 134,0.0000000,3.3163380, 255,04,37,N/A,Sniff,0.0,0,0,1,0,4,0.00,0.00,0.217,0.00,0.870,
230,03/31/22 04:20, 22, 03, 31, 04, 20,4,4.6,25.0,25.0,0.0,0.0, 2236, 8,26.3, 3, 1,6.00, 50, 134,0.8290844,4.0031720, 255,04,38,0.00,Sniff,1.9,1,1,0,0,2,0.217,0.217,0.00,0.00,0.435,
231,03/31/22 04:25, 22, 03, 31, 04, 25,5,4.6,20.0,0.0,20.0,0.0, 2218, 8,26.3, 4, 1,6.03, 50, 134,0.8290844,4.0031720, 255,04,39,1.00,Sniff,1.9,1,0,1,0,3,0.217,0.00,0.217,0.00,0.652,
232,03/31/22 04:30, 22, 03, 31, 04, 30,4,4.6,25.0,0.0,50.0,0.0, 2218, 7,26.3, 4, 1,6.00, 50, 134,0.8290844,4.0031720, 255,04,40,2.00,Sniff,1.9,1,0,2,0,1,0.217,0.00,0.435,0.00,0.217,
233,03/31/22 04:35, 22, 03, 31, 04, 35,7,4.6,42.9,0.0,14.3,0.0, 2236, 8,26.3, 3, 1,6.00, 50, 134,2.4872530,4.9745060, 255,04,41,0.333,Sniff,6,3,0,1,0,3,0.653,0.00,0.218,0.00,0.651,
234,03/31/22 04:40, 22, 03, 31, 04, 40,5,4.6,40.0,0.0,40.0,0.0, 2236, 8,26.3, 3, 1,6.03, 50, 134,1.6581690,4.5302000, 255,04,42,1.00,Sniff,0,2,0,2,0,1,0.435,0.00,0.435,0.00,0.217,
235,03/31/22 04:45, 22, 03, 31, 04, 45,12,4.6,41.7,8.3,41.7,0.0, 2236, 8,26.3, 3, 1,6.00, 50, 134,4.1454220,5.7198360, 255,04,43,1.00,Sniff,9,5,1,5,0,1,1.09,0.217,1.09,0.00,0.217,
236,03/31/22 04:50, 22, 03, 31, 04, 50,10,4.6,30.0,0.0,20.0,0.0, 2236, 8,26.3, 3, 1,6.03, 50, 134,2.4872530,4.9745060, 255,04,44,0.667,Sniff,6,3,0,2,0,5,0.652,0.00,0.435,0.00,1.09,
237,03/31/22 04:55, 22, 03, 31, 04, 55,8,4.6,37.5,0.0,25.0,0.0, 2218, 8,26.3, 3, 1,6.00, 50, 134,2.4872530,4.9745060, 255,04,45,0.667,Sniff,6,3,0,2,0,3,0.652,0.00,0.435,0.00,0.652,
238,03/31/22 05:00, 22, 03, 31, 05, 00,2,4.6,0.0,50.0,0.0,0.0, 2201, 7,26.3, 3, 1,5.97, 50, 134,0.0000000,3.3163380, 255,04,46,N/A,Sniff,0.0,0,1,0,0,1,0.00,0.217,0.00,0.00,0.217,
239,03/31/22 05:05, 22, 03, 31, 05, 05,5,4.6,40.0,0.0,40.0,0.0, 2218, 7,26.3, 3, 1,6.00, 50, 134,1.6581690,4.5302000, 255,04,47,1.00,Sniff,0,2,0,2,0,1,0.435,0.00,0.435,0.00,0.217,
240,03/31/22 05:10, 22, 03, 31, 05, 10,2,4.6,0.0,0.0,50.0,0.0, 2236, 8,26.3, 3, 1,6.00, 50, 134,0.0000000,3.3163380, 255,04,48,N/A,Sniff,0.0,0,0,1,0,1,0.00,0.00,0.217,0.00,0.217,
241,03/31/22 05:15, 22, 03, 31, 05, 15,5,4.6,20.0,0.0,60.0,0.0, 2201, 8,26.6, 3, 1,6.00, 50, 134,0.8290844,4.0031720, 255,04,49,3.00,Sniff,1.9,1,0,3,0,1,0.217,0.00,0.652,0.00,0.217,
242,03/31/22 05:20, 22, 03, 31, 05, 20,4,4.6,50.0,0.0,25.0,0.0, 2236, 8,26.6, 3, 1,5.97, 50, 134,1.6581690,4.5302000, 255,04,50,0.500,Sniff,0,2,0,1,0,1,0.435,0.00,0.217,0.00,0.217,
243,03/31/22 05:25, 22, 03, 31, 05, 25,6,4.6,66.7,0.0,0.0,0.0, 2218, 7,26.6, 3, 1,5.97, 50, 134,3.3163380,5.3659470, 255,04,51,0.00,Sniff,7,4,0,0,0,2,0.870,0.00,0.00,0.00,0.434,
244,03/31/22 05:30, 22, 03, 31, 05, 30,7,4.6,42.9,0.0,28.6,0.0, 2236, 8,26.6, 4, 1,6.00, 50, 134,2.4872530,4.9745060, 255,04,52,0.667,Sniff,6,3,0,2,0,2,0.653,0.00,0.435,0.00,0.434,
245,03/31/22 05:35, 22, 03, 31, 05, 35,13,4.6,38.5,0.0,23.1,7.7, 2218, 7,26.6, 3, 1,6.00, 50, 134,3.3163380,5.7198360, 255,04,53,0.600,Sniff,8,5,0,3,1,4,1.09,0.00,0.653,0.218,0.868,
246,03/31/22 05:40, 22, 03, 31, 05, 40,9,4.6,33.3,0.0,33.3,0.0, 2218, 8,26.6, 3, 1,5.97, 50, 134,2.4872530,4.9745060, 255,04,54,1.00,Sniff,6,3,0,3,0,3,0.652,0.00,0.652,0.00,0.653,
247,03/31/22 05:45, 22, 03, 31, 05, 45,8,4.6,62.5,0.0,12.5,12.5, 2236, 8,26.6, 3, 1,6.00, 50, 134,4.1454220,5.7198360, 255,04,55,0.200,Sniff,8,5,0,1,1,1,1.09,0.00,0.217,0.217,0.217,
248,03/31/22 05:50, 22, 03, 31, 05, 50,11,4.6,27.3,0.0,27.3,9.1, 2218, 8,26.6, 3, 1,5.97, 50, 134,1.6581690,4.9745060, 255,04,56,1.00,Sniff,5,3,0,3,1,4,0.653,0.00,0.653,0.218,0.868,
249,03/31/22 05:55, 22, 03, 31, 05, 55,8,4.6,50.0,0.0,25.0,0.0, 2218, 7,26.6, 3, 1,5.97, 50, 134,3.3163380,5.3659470, 255,04,57,0.500,Sniff,7,4,0,2,0,2,0.870,0.00,0.435,0.00,0.435,
250,03/31/22 06:00, 22, 03, 31, 06, 00,8,4.6,25.0,0.0,25.0,0.0, 2236, 8,26.6, 3, 1,6.00, 50, 134,1.6581690,4.5302000, 255,04,58,1.00,Sniff,0,2,0,2,0,4,0.435,0.00,0.435,0.00,0.870,
251,03/31/22 06:05, 22, 03, 31, 06, 05,6,4.6,50.0,0.0,33.3,0.0, 2218, 7,26.6, 3, 1,5.94, 50, 134,2.4872530,4.9745060, 255,04,59,0.666,Sniff,6,3,0,2,0,1,0.652,0.00,0.434,0.00,0.218,
252,03/31/22 06:10, 22, 03, 31, 06, 10,11,4.6,45.5,0.0,27.3,0.0, 2236, 8,26.6, 3, 1,5.94, 50, 134,4.1454220,5.7198360, 255,04,60,0.600,Sniff,9,5,0,3,0,3,1.09,0.00,0.653,0.00,0.650,
253,03/31/22 06:15, 22, 03, 31, 06, 15,10,4.6,30.0,0.0,50.0,10.0, 2218, 7,26.6, 3, 1,5.94, 50, 134,2.4872530,4.9745060, 255,04,61,1.67,Sniff,5,3,0,5,1,1,0.652,0.00,1.09,0.217,0.217,
254,03/31/22 06:20, 22, 03, 31, 06, 20,13,4.6,46.2,0.0,7.7,7.7, 2201, 8,26.6, 3, 1,5.94, 50, 134,4.1454220,6.0452710, 255,04,62,0.167,Sniff,10,6,0,1,1,5,1.31,0.00,0.218,0.218,1.09,
255,03/31/22 06:25, 22, 03, 31, 06, 25,12,4.6,41.7,0.0,41.7,8.3, 2218, 7,26.6, 3, 1,5.94, 50, 134,4.1454220,5.7198360, 255,04,63,1.00,Sniff,8,5,0,5,1,1,1.09,0.00,1.09,0.217,0.217,
256,03/31/22 06:30, 22, 03, 31, 06, 30,10,4.6,60.0,0.0,20.0,0.0, 2236, 8,26.6, 3, 1,5.91, 50, 134,4.9745060,6.0452710, 255,04,64,0.333,Sniff,11,6,0,2,0,2,1.30,0.00,0.435,0.00,0.435,
257,03/31/22 06:35, 22, 03, 31, 06, 35,15,4.6,40.0,6.7,33.3,6.7, 2201, 8,26.9, 3, 1,5.91, 50, 134,4.9745060,6.0452710, 255,04,65,0.833,Sniff,10,6,1,5,1,2,1.30,0.218,1.09,0.218,0.434,
258,03/31/22 06:40, 22, 03, 31, 06, 40,14,4.6,57.2,0.0,28.6,0.0, 2236, 8,26.9, 3, 1,5.91, 50, 134,6.6326750,6.6326750, 255,04,66,0.500,Sniff,15,8,0,4,0,2,1.74,0.00,0.870,0.00,0.432,
259,03/31/22 06:45, 22, 03, 31, 06, 45,11,4.6,36.4,0.0,54.6,0.0, 2236, 8,26.9, 3, 1,5.88, 50, 134,3.3163380,5.3659470, 255,04,67,1.50,Sniff,7,4,0,6,0,1,0.870,0.00,1.31,0.00,0.215,
260,03/31/22 06:50, 22, 03, 31, 06, 50,9,4.6,33.3,0.0,22.2,0.0, 2218, 7,26.9, 3, 1,5.88, 50, 134,2.4872530,4.9745060, 255,04,68,0.667,Sniff,6,3,0,2,0,4,0.652,0.00,0.434,0.00,0.871,
261,03/31/22 06:55, 22, 03, 31, 06, 55,15,4.6,26.7,6.7,46.7,0.0, 2218, 8,26.9, 3, 1,5.85, 50, 134,3.3163380,5.3659470, 255,04,69,1.75,Sniff,7,4,1,7,0,3,0.871,0.218,1.52,0.00,0.649,
262,03/31/22 07:00, 22, 03, 31, 07, 00,13,4.6,69.2,0.0,23.1,0.0, 2218, 7,26.9, 3, 1,5.81, 50, 134,7.4617590,6.9017590, 255,04,70,0.334,Sniff,17,9,0,3,0,1,1.96,0.00,0.653,0.00,0.218,
263,03/31/22 07:05, 22, 03, 31, 07, 05,13,4.6,53.9,0.0,15.4,0.0, 2218, 7,27.2, 3, 1,5.85, 50, 134,5.8035900,6.3481780, 255,04,71,0.286,Sniff,13,7,0,2,0,4,1.52,0.00,0.435,0.00,0.868,
264,03/31/22 07:10, 22, 03, 31, 07, 10,14,4.6,50.0,0.0,21.4,0.0, 2218, 7,27.2, 3, 1,5.81, 50, 134,5.8035900,6.3481780, 255,04,72,0.428,Sniff,13,7,0,3,0,4,1.52,0.00,0.651,0.00,0.870,
265,03/31/22 07:15, 22, 03, 31, 07, 15,11,4.6,27.3,0.0,45.5,0.0, 2201, 8,27.2, 3, 1,5.78, 50, 134,2.4872530,4.9745060, 255,04,73,1.67,Sniff,6,3,0,5,0,3,0.653,0.00,1.09,0.00,0.650,
