Test #,Full Date,Year,Month,Day,Hour,Minute,Total Counts,Live Time [Minutes],% Counts (A),% Counts (B),% Counts (C),% Counts (D),High Voltage,HV Duty Cycle,Air Temperature [Celsius],Relative Humidity [%],Leakage Current,Battery Voltage,Pump Current [mA],Flags Byte,Radon [pCi/L],Radon 2-Sigma Uncert. [pCi/L],Units Byte,Run #,Cycle #,C/A Count Ratio,Mode,Calculated Radon [Dpm/L],Total Counts (A),Total Counts (B),Total Counts (C),Total Counts (D),Total Counts (Other),Avg. CPM (A),Avg. CPM (B),Avg. CPM (C),Avg. CPM (D),Avg. CPM (Other),
626,03/21/22 20:06, 22, 03, 21, 20, 06,187,4.4,49.7,1.1,47.1,0.0, 2218, 8,28.0, 4, 1,6.24, 40, 134,80.5508600,18.5273200, 255,22*,96*,0.948,Sniff,179,93,2,88,0,4,21.1,0.468,20.0,0.00,0.893,
627,03/21/22 20:11, 22, 03, 21, 20, 11,169,4.4,45.6,2.4,48.5,0.0, 2201, 7,28.0, 4, 1,6.24, 40, 134,66.6926500,17.0313300, 255,22*,97*,1.06,Sniff,148,77,4,82,0,6,17.5,0.922,18.6,0.00,1.34,
628,03/21/22 20:16, 22, 03, 21, 20, 16,197,4.4,46.7,0.0,50.3,0.5, 2218, 7,28.0, 4, 1,6.21, 40, 134,79.6847300,18.4377500, 255,22*,98*,1.08,Sniff,177,92,0,99,1,5,20.9,0.00,22.5,0.224,1.12,
629,03/21/22 20:21, 22, 03, 21, 20, 21,227,4.4,44.9,2.2,50.2,0.0, 2201, 8,28.0, 4, 1,6.21, 40, 134,88.8424400,19.4214600, 255,22*,99*,1.12,Sniff,197,102,5,114,0,6,23.2,1.14,25.9,0.00,1.39,
630,03/21/22 20:26, 22, 03, 21, 20, 26,199,4.4,49.3,1.5,45.7,0.5, 2218, 7,27.7, 4, 1,6.21, 40, 134,84.8815600,18.9682100, 255,22*,100*,0.927,Sniff,188,98,3,91,1,6,22.3,0.678,20.7,0.226,1.36,
631,03/21/22 20:31, 22, 03, 21, 20, 31,190,4.4,48.4,0.5,47.4,0.5, 2218, 7,27.7, 4, 1,6.24, 40, 134,79.6847300,18.4377500, 255,22*,101*,0.979,Sniff,177,92,1,90,1,6,20.9,0.216,20.5,0.216,1.38,
632,03/21/22 20:36, 22, 03, 21, 20, 36,175,4.4,35.4,2.9,58.9,0.6, 2218, 7,27.7, 4, 1,6.21, 40, 134,53.7005800,15.4818000, 255,22*,102*,1.66,Sniff,119,62,5,103,1,4,14.1,1.15,23.4,0.239,0.875,
633,03/21/22 20:41, 22, 03, 21, 20, 41,206,4.4,45.2,1.5,50.5,1.0, 2218, 7,27.7, 4, 1,6.21, 40, 134,79.6847300,18.5273200, 255,22*,103*,1.12,Sniff,177,93,3,104,2,4,21.2,0.702,23.6,0.468,0.843,
634,03/21/22 20:46, 22, 03, 21, 20, 46,198,4.4,45.0,1.0,52.0,0.0, 2218, 7,27.7, 4, 1,6.24, 40, 134,77.0863100,18.1661000, 255,22*,104*,1.16,Sniff,170,89,2,103,0,4,20.3,0.450,23.4,0.00,0.900,
635,03/21/22 20:51, 22, 03, 21, 20, 51,178,4.4,41.6,1.1,53.9,0.6, 2218, 7,27.4, 4, 1,6.21, 40, 134,64.0942400,16.7342300, 255,22*,105*,1.30,Sniff,142,74,2,96,1,5,16.8,0.445,21.8,0.243,1.13,
636,03/21/22 20:56, 22, 03, 21, 20, 56,202,4.4,48.0,0.5,50.0,0.0, 2218, 7,27.7, 4, 1,6.21, 40, 134,84.0154200,18.8809400, 255,22*,106*,1.04,Sniff,187,97,1,101,0,3,22.0,0.230,23.0,0.00,0.689,
637,03/21/22 21:01, 22, 03, 21, 21, 01,217,4.4,48.4,2.3,47.0,1.4, 2218, 7,27.4, 4, 1,6.21, 40, 134,90.5844400,19.7614800, 255,22*,107*,0.971,Sniff,201,105,5,102,3,2,23.9,1.13,23.2,0.690,0.444,
638,03/21/22 21:06, 22, 03, 21, 21, 06,160,4.5,38.8,1.9,53.1,1.3, 2218, 7,27.4, 4, 1,6.18, 40, 134,52.5409100,15.3957900, 255,22*,108*,1.37,Sniff,117,62,3,85,2,8,13.8,0.676,18.9,0.462,1.74,
639,03/21/22 21:11, 22, 03, 21, 21, 11,163,4.5,49.7,3.1,44.8,0.0, 2218, 7,27.4, 4, 1,6.21, 40, 134,69.7674400,17.3219400, 255,22*,109*,0.901,Sniff,155,81,5,73,0,4,18.0,1.12,16.2,0.00,0.869,
640,03/21/22 21:16, 22, 03, 21, 21, 16,187,4.4,46.5,1.1,48.7,1.6, 2218, 7,27.4, 4, 1,6.18, 40, 134,74.4879000,18.0745400, 255,22*,110*,1.05,Sniff,170,87,2,91,3,4,19.8,0.468,20.7,0.680,0.893,
641,03/21/22 21:21, 22, 03, 21, 21, 21,191,4.4,56.6,0.5,39.3,1.1, 2236, 8,27.4, 4, 1,6.21, 40, 134,92.6768000,19.8177800, 255,22*,111*,0.694,Sniff,206,108,1,75,2,5,24.6,0.217,17.1,0.478,1.09,
642,03/21/22 21:26, 22, 03, 21, 21, 26,182,4.4,44.5,1.1,51.1,1.1, 2218, 7,27.4, 4, 1,6.21, 40, 134,69.2910700,17.4187100, 255,22*,112*,1.15,Sniff,154,81,2,93,2,4,18.4,0.455,21.1,0.455,0.910,
643,03/21/22 21:31, 22, 03, 21, 21, 31,184,4.4,46.2,0.6,51.1,0.6, 2218, 7,27.4, 4, 1,6.21, 40, 134,73.6217600,17.7967500, 255,22*,113*,1.11,Sniff,160,85,1,94,1,3,19.3,0.251,21.4,0.251,0.627,
644,03/21/22 21:36, 22, 03, 21, 21, 36,167,4.5,43.7,0.6,52.7,0.0, 2236, 8,27.4, 4, 1,6.18, 40, 134,62.8768300,16.5414700, 255,22*,114*,1.21,Sniff,140,73,1,88,0,5,16.2,0.223,19.6,0.00,1.11,
645,03/21/22 21:41, 22, 03, 21, 21, 41,205,4.5,42.9,1.5,51.7,0.5, 2218, 7,27.1, 4, 1,6.18, 40, 134,74.9354000,17.9741300, 255,22*,115*,1.21,Sniff,170,88,3,106,1,7,19.5,0.683,23.6,0.228,1.55,
646,03/21/22 21:46, 22, 03, 21, 21, 46,190,4.5,42.1,2.1,52.6,1.1, 2236, 8,27.1, 4, 1,6.21, 40, 134,67.6688500,17.1313500, 255,22*,116*,1.25,Sniff,150,80,4,100,2,4,17.8,0.887,22.2,0.464,0.887,
647,03/21/22 21:51, 22, 03, 21, 21, 51,163,4.5,41.1,0.6,54.6,0.0, 2236, 8,27.1, 4, 1,6.21, 40, 134,57.0747100,15.7529800, 255,22*,117*,1.33,Sniff,127,67,1,89,0,6,14.9,0.217,19.8,0.00,1.34,
648,03/21/22 21:56, 22, 03, 21, 21, 56,179,4.5,42.5,1.7,54.2,0.0, 2218, 7,27.1, 4, 1,6.18, 40, 134,65.0991500,16.7458400, 255,22*,118*,1.28,Sniff,145,76,3,97,0,3,16.9,0.676,21.6,0.00,0.636,
649,03/21/22 22:01, 22, 03, 21, 22, 01,174,4.5,44.8,0.6,52.9,0.0, 2201, 8,27.1, 4, 1,6.21, 40, 134,66.8122800,16.9398200, 255,22*,119*,1.18,Sniff,148,78,1,92,0,3,17.3,0.232,20.5,0.00,0.657,
650,03/21/22 22:06, 22, 03, 21, 22, 06,166,4.5,45.8,0.0,51.2,0.0, 2218, 7,27.1, 4, 1,6.21, 40, 134,64.7414600,16.6538300, 255,22*,120*,1.12,Sniff,144,76,0,85,0,5,16.9,0.00,18.9,0.00,1.11,
651,03/21/22 22:11, 22, 03, 21, 22, 11,166,4.5,44.6,1.2,50.6,1.8, 2236, 8,27.1, 4, 1,6.18, 40, 134,62.5294400,16.6479000, 255,22*,121*,1.13,Sniff,139,74,2,84,3,3,16.5,0.443,18.7,0.664,0.664,
652,03/21/22 22:16, 22, 03, 21, 22, 16,176,4.5,43.2,2.3,54.0,0.0, 2236, 8,27.1, 4, 1,6.21, 40, 134,65.0991500,16.7458400, 255,22*,122*,1.25,Sniff,145,76,4,95,0,1,16.9,0.900,21.1,0.00,0.196,
653,03/21/22 22:21, 22, 03, 21, 22, 21,179,4.5,47.5,2.2,46.4,1.1, 2218, 7,26.8, 4, 1,6.18, 40, 134,71.9516900,17.6001000, 255,22*,123*,0.977,Sniff,160,85,4,83,2,5,18.9,0.875,18.5,0.438,1.11,
654,03/21/22 22:26, 22, 03, 21, 22, 26,182,4.5,47.8,0.6,49.5,0.0, 2218, 7,26.8, 4, 1,6.18, 40, 134,74.5213900,17.7837700, 255,22*,124*,1.04,Sniff,165,87,1,90,0,4,19.3,0.243,20.0,0.00,0.849,
655,03/21/22 22:31, 22, 03, 21, 22, 31,186,4.5,49.5,0.0,50.0,0.6, 2218, 8,26.8, 4, 1,6.21, 40, 134,77.9476600,18.2340200, 255,22*,125*,1.01,Sniff,170,92,0,93,1,0,20.5,0.00,20.7,0.248,0.00,
656,03/21/22 22:36, 22, 03, 21, 22, 36,179,4.5,54.2,0.6,42.5,0.6, 2218, 7,26.8, 4, 1,6.18, 40, 134,83.0870700,18.6723100, 255,22*,126*,0.784,Sniff,184,97,1,76,1,4,21.6,0.239,16.9,0.239,0.835,
657,03/21/22 22:41, 22, 03, 21, 22, 41,181,4.5,49.7,0.0,47.5,0.0, 2218, 8,26.8, 4, 1,6.18, 40, 134,77.0911000,18.0554100, 255,22*,127*,0.956,Sniff,170,90,0,86,0,5,20.0,0.00,19.1,0.00,1.13,
658,03/21/22 22:46, 22, 03, 21, 22, 46,164,4.5,40.3,1.8,53.1,1.2, 2218, 7,26.8, 4, 1,6.18, 40, 134,55.3709900,15.7529800, 255,22*,128*,1.32,Sniff,123,66,3,87,2,6,14.7,0.656,19.4,0.437,1.31,
659,03/21/22 22:51, 22, 03, 21, 22, 51,197,4.5,51.3,1.0,46.2,0.0, 2201, 8,26.8, 4, 1,6.18, 40, 134,86.5133400,19.0149600, 255,22*,129*,0.901,Sniff,192,101,2,91,0,3,22.5,0.438,20.2,0.00,0.657,
660,03/21/22 22:56, 22, 03, 21, 22, 56,182,4.5,46.7,1.1,47.3,0.6, 2236, 8,26.8, 4, 1,6.18, 40, 134,71.9516900,17.6001000, 255,22*,130*,1.01,Sniff,160,85,2,86,1,8,18.9,0.445,19.1,0.243,1.74,
661,03/21/22 23:01, 22, 03, 21, 23, 01,178,4.5,50.0,0.0,47.2,1.1, 2236, 8,26.8, 4, 1,6.18, 40, 134,75.3779600,17.9653700, 255,22*,131*,0.944,Sniff,170,89,0,84,2,3,19.8,0.00,18.7,0.435,0.672,
662,03/21/22 23:06, 22, 03, 21, 23, 06,164,4.5,45.7,0.6,49.4,1.8, 2236, 8,26.4, 4, 1,6.18, 40, 134,63.0377400,16.6538300, 255,22*,132*,1.08,Sniff,140,75,1,81,3,4,16.7,0.219,18.0,0.656,0.911,
663,03/21/22 23:11, 22, 03, 21, 23, 11,152,4.5,42.1,2.0,52.6,0.7, 2218, 7,26.4, 4, 1,6.18, 40, 134,53.6672600,15.4395700, 255,22*,133*,1.25,Sniff,119,64,3,80,1,4,14.2,0.676,17.8,0.236,0.878,
664,03/21/22 23:16, 22, 03, 21, 23, 16,167,4.5,41.9,0.0,53.3,1.8, 2218, 7,26.4, 4, 1,6.18, 40, 134,59.1031700,16.2495700, 255,22*,134*,1.27,Sniff,131,70,0,89,3,5,15.5,0.00,19.8,0.668,1.11,
665,03/21/22 23:21, 22, 03, 21, 23, 21,188,4.5,52.1,2.1,43.1,1.1, 2218, 7,26.4, 4, 1,6.21, 40, 134,83.0870700,18.7586200, 255,22*,135*,0.827,Sniff,184,98,4,81,2,3,21.8,0.877,18.0,0.460,0.668,
666,03/21/22 23:26, 22, 03, 21, 23, 26,150,4.5,42.0,2.0,52.7,0.0, 2218, 7,26.4, 4, 1,6.18, 40, 134,53.6672600,15.3335000, 255,22*,136*,1.25,Sniff,119,63,3,79,0,5,14.0,0.667,17.6,0.00,1.10,
667,03/21/22 23:31, 22, 03, 21, 23, 31,143,4.5,42.7,0.0,56.7,0.0, 2236, 8,26.4, 4, 1,6.15, 40, 134,51.9635400,15.1188500, 255,22*,137*,1.33,Sniff,115,61,0,81,0,1,13.6,0.00,18.0,0.00,0.191,
668,03/21/22 23:36, 22, 03, 21, 23, 36,141,4.5,38.3,1.4,56.8,0.7, 2218, 7,26.4, 4, 1,6.15, 40, 134,46.0005100,14.3388700, 255,22*,138*,1.48,Sniff,102,54,2,80,1,4,12.0,0.439,17.8,0.219,0.877,
669,03/21/22 23:41, 22, 03, 21, 23, 41,155,4.5,32.9,1.9,63.2,0.7, 2236, 8,26.4, 4, 1,6.18, 40, 134,42.5930700,13.9894400, 255,22*,139*,1.92,Sniff,95,51,3,98,1,2,11.3,0.654,21.8,0.241,0.448,
670,03/21/22 23:46, 22, 03, 21, 23, 46,140,4.5,29.3,2.9,65.7,1.4, 2218, 7,26.4, 4, 1,6.18, 40, 134,34.0744500,12.7451100, 255,22*,140*,2.24,Sniff,76,41,4,92,2,1,9.12,0.902,20.4,0.436,0.218,
671,03/21/22 23:51, 22, 03, 21, 23, 51,181,4.5,49.7,0.0,48.6,0.0, 2218, 7,26.4, 4, 1,6.18, 40, 134,77.0911000,18.0554100, 255,22*,141*,0.978,Sniff,170,90,0,88,0,3,20.0,0.00,19.5,0.00,0.684,
672,03/21/22 23:56, 22, 03, 21, 23, 56,174,4.5,50.6,0.0,45.4,0.6, 2218, 7,26.4, 4, 1,6.15, 40, 134,75.3779600,17.8748200, 255,22*,142*,0.897,Sniff,170,88,0,79,1,6,19.6,0.00,17.6,0.232,1.31,
673,03/22/22 00:01, 22, 03, 22, 00, 01,168,4.5,42.9,1.2,53.0,1.2, 2218, 7,26.4, 4, 1,6.18, 40, 134,60.8163100,16.3501700, 255,22*,143*,1.24,Sniff,135,72,2,89,2,3,16.0,0.448,19.8,0.448,0.635,
674,03/22/22 00:06, 22, 03, 22, 00, 06,123,4.5,23.6,1.6,72.4,0.0, 2201, 8,26.1, 4, 1,6.15, 40, 134,24.5689800,10.9750900, 255,22*,144*,3.07,Sniff,55,29,2,89,0,3,6.45,0.437,19.8,0.00,0.656,
675,03/22/22 00:11, 22, 03, 22, 00, 11,112,4.5,19.7,2.7,77.7,0.0, 2218, 7,26.4, 4, 1,6.18, 40, 134,18.6385400,9.8205300, 255,22*,145*,3.94,Sniff,41,22,3,87,0,0,4.90,0.672,19.3,0.00,0.00,
676,03/22/22 00:16, 22, 03, 22, 00, 16,96,4.6,16.7,1.1,77.1,5.2, 2201, 8,26.4, 4, 1,6.18, 40, 134,11.7964300,8.8349190, 255,22*,146*,4.62,Sniff,26,16,1,74,5,0,3.49,0.230,16.1,1.09,0.00,
677,03/22/22 00:21, 22, 03, 22, 00, 21,93,4.6,15.1,1.1,82.8,1.1, 2218, 7,26.4, 4, 1,6.18, 40, 134,11.7964300,8.2119710, 255,22*,147*,5.48,Sniff,26,14,1,77,1,0,3.05,0.222,16.7,0.222,0.00,
678,03/22/22 00:26, 22, 03, 22, 00, 26,81,4.6,12.4,2.5,81.5,0.0, 2218, 7,26.1, 4, 1,6.15, 40, 134,8.4260200,7.2743930, 255,22*,148*,6.57,Sniff,19,10,2,66,0,3,2.18,0.440,14.4,0.00,0.634,
679,03/22/22 00:31, 22, 03, 22, 00, 31,73,4.6,13.7,0.0,83.6,1.4, 2218, 7,26.4, 4, 1,6.18, 40, 134,8.4260200,7.2743930, 255,22*,149*,6.10,Sniff,19,10,0,61,1,1,2.17,0.00,13.3,0.222,0.206,
680,03/22/22 00:36, 22, 03, 22, 00, 36,78,4.6,9.0,2.6,87.2,1.3, 2218, 7,26.1, 4, 1,6.15, 40, 134,5.8982140,6.4516800, 255,22*,150*,9.69,Sniff,13,7,2,68,1,0,1.53,0.441,14.8,0.220,0.00,
681,03/22/22 00:41, 22, 03, 22, 00, 41,80,4.6,13.8,0.0,85.0,0.0, 2236, 8,26.1, 4, 1,6.15, 40, 134,9.2686220,7.5229210, 255,22*,151*,6.16,Sniff,21,11,0,68,0,1,2.40,0.00,14.8,0.00,0.209,
682,03/22/22 00:46, 22, 03, 22, 00, 46,66,4.6,7.6,0.0,90.9,1.5, 2218, 7,26.1, 4, 1,6.18, 40, 134,4.2130100,5.8130940, 255,22*,152*,12.0,Sniff,9,5,0,60,1,0,1.09,0.00,13.0,0.215,0.00,
683,03/22/22 00:51, 22, 03, 22, 00, 51,61,4.6,13.1,0.0,82.0,1.7, 2236, 8,26.1, 4, 1,6.15, 40, 134,6.7043790,6.7043790, 255,22*,153*,6.26,Sniff,15,8,0,50,1,2,1.74,0.00,10.9,0.225,0.424,
684,03/22/22 00:56, 22, 03, 22, 00, 56,61,4.6,4.9,1.7,91.8,0.0, 2218, 7,26.1, 4, 1,6.15, 40, 134,2.5141420,5.0282840, 255,22*,154*,18.7,Sniff,6,3,1,56,0,1,0.650,0.225,12.2,0.00,0.212,
685,03/22/22 01:01, 22, 03, 22, 01, 01,59,4.6,3.4,1.7,88.1,5.1, 2236, 8,26.1, 4, 1,6.18, 40, 134,0.8380473,5.0282840, 255,22*,155*,25.9,Sniff,1,2,1,52,3,1,0.436,0.218,11.3,0.654,0.218,
686,03/22/22 01:06, 22, 03, 22, 01, 06,60,4.6,18.3,0.0,80.0,0.0, 2218, 7,26.1, 4, 1,6.18, 40, 134,9.2185210,7.4822570, 255,22*,156*,4.37,Sniff,20,11,0,48,0,1,2.39,0.00,10.4,0.00,0.222,
687,03/22/22 01:12, 22, 03, 22, 01, 12,50,4.6,8.0,6.0,80.0,2.0, 2218, 8,26.1, 4, 1,6.15, 40, 134,3.3521890,5.4239560, 255,22*,157*,10.0,Sniff,7,4,3,40,1,2,0.870,0.652,8.70,0.217,0.435,
688,03/22/22 01:17, 22, 03, 22, 01, 17,49,4.6,18.4,2.1,77.6,0.0, 2218, 7,26.1, 4, 1,6.15, 40, 134,7.5424260,6.9763720, 255,22*,158*,4.22,Sniff,17,9,1,38,0,1,1.96,0.224,8.27,0.00,0.202,
689,03/22/22 01:22, 22, 03, 22, 01, 22,41,4.6,26.8,2.5,63.4,7.3, 2218, 8,26.1, 4, 1,6.15, 40, 134,8.3804730,7.7193400, 255,22*,159*,2.37,Sniff,19,11,1,26,3,0,2.39,0.223,5.65,0.651,0.00,
690,03/22/22 01:27, 22, 03, 22, 01, 27,42,4.6,26.2,0.0,71.4,2.4, 2236, 8,26.1, 4, 1,6.18, 40, 134,9.2185210,7.4822570, 255,22*,160*,2.73,Sniff,20,11,0,30,1,0,2.39,0.00,6.52,0.219,0.00,
691,03/22/22 01:32, 22, 03, 22, 01, 32,29,4.6,17.3,3.5,72.4,6.9, 2201, 7,26.1, 4, 1,6.15, 40, 134,3.3341670,6.0777720, 255,22*,161*,4.18,Sniff,7,5,1,21,2,0,1.09,0.221,4.56,0.435,0.00,
692,03/22/22 01:37, 22, 03, 22, 01, 37,35,4.6,20.0,0.0,77.2,0.0, 2218, 7,26.1, 4, 1,6.18, 40, 134,5.8347920,6.3823070, 255,22*,162*,3.86,Sniff,13,7,0,27,0,1,1.52,0.00,5.87,0.00,0.213,
693,03/22/22 01:42, 22, 03, 22, 01, 42,31,4.6,29.0,0.0,71.0,0.0, 2218, 8,26.1, 4, 1,6.15, 40, 134,7.5018750,6.9388640, 255,22*,163*,2.45,Sniff,17,9,0,22,0,0,1.95,0.00,4.78,0.00,0.00,
694,03/22/22 01:47, 22, 03, 22, 01, 47,29,4.6,20.7,3.5,75.9,0.0, 2236, 8,26.1, 4, 1,6.15, 40, 134,5.0012500,6.0777720, 255,22*,164*,3.67,Sniff,11,6,1,22,0,0,1.31,0.221,4.79,0.00,0.00,
695,03/22/22 01:52, 22, 03, 22, 01, 52,27,4.6,25.9,0.0,70.4,3.7, 2201, 8,26.1, 4, 1,6.15, 40, 134,5.8347920,6.3823070, 255,22*,165*,2.72,Sniff,13,7,0,19,1,0,1.52,0.00,4.13,0.217,0.00,
696,03/22/22 01:57, 22, 03, 22, 01, 57,30,4.6,13.3,3.3,83.3,0.0, 2201, 8,26.1, 4, 1,6.15, 40, 134,3.3341670,5.3947950, 255,22*,166*,6.26,Sniff,7,4,1,25,0,0,0.867,0.215,5.43,0.00,0.00652,

* Indicates estimated value
