date,TempInSitu,AbsPressure,Depth,LoggerID
3/29/2022 20:00,29.652,103.085,0.211,Pressure_877_CSled_20220329
3/29/2022 20:02,29.652,102.942,0.197,Pressure_877_CSled_20220329
3/29/2022 20:04,29.652,103.157,0.218,Pressure_877_CSled_20220329
3/29/2022 20:06,29.752,103.233,0.226,Pressure_877_CSled_20220329
3/29/2022 20:08,29.752,103.269,0.229,Pressure_877_CSled_20220329
3/29/2022 20:10,29.752,103.125,0.215,Pressure_877_CSled_20220329
3/29/2022 20:12,29.752,103.305,0.233,Pressure_877_CSled_20220329
3/29/2022 20:14,29.752,102.999,0.202,Pressure_877_CSled_20220329
3/29/2022 20:16,29.752,103.917,0.294,Pressure_877_CSled_20220329
3/29/2022 20:18,29.752,103.485,0.251,Pressure_877_CSled_20220329
3/29/2022 20:20,29.752,103.323,0.235,Pressure_877_CSled_20220329
3/29/2022 20:22,29.752,103.521,0.254,Pressure_877_CSled_20220329
3/29/2022 20:24,29.752,103.449,0.247,Pressure_877_CSled_20220329
3/29/2022 20:26,29.752,103.557,0.258,Pressure_877_CSled_20220329
3/29/2022 20:28,29.752,103.593,0.262,Pressure_877_CSled_20220329
3/29/2022 20:30,29.752,103.305,0.233,Pressure_877_CSled_20220329
3/29/2022 20:32,29.752,103.593,0.262,Pressure_877_CSled_20220329
3/29/2022 20:34,29.752,103.341,0.236,Pressure_877_CSled_20220329
3/29/2022 20:36,29.752,103.557,0.258,Pressure_877_CSled_20220329
3/29/2022 20:38,29.752,103.539,0.256,Pressure_877_CSled_20220329
3/29/2022 20:40,29.752,103.359,0.238,Pressure_877_CSled_20220329
3/29/2022 20:42,29.752,103.647,0.267,Pressure_877_CSled_20220329
3/29/2022 20:44,29.752,103.503,0.253,Pressure_877_CSled_20220329
3/29/2022 20:46,29.752,103.593,0.262,Pressure_877_CSled_20220329
3/29/2022 20:48,29.752,103.647,0.267,Pressure_877_CSled_20220329
3/29/2022 20:50,29.752,103.647,0.267,Pressure_877_CSled_20220329
3/29/2022 20:52,29.752,103.845,0.287,Pressure_877_CSled_20220329
3/29/2022 20:54,29.752,104.025,0.305,Pressure_877_CSled_20220329
3/29/2022 20:56,29.752,103.593,0.262,Pressure_877_CSled_20220329
3/29/2022 20:58,29.752,103.665,0.269,Pressure_877_CSled_20220329
3/29/2022 21:00,29.752,103.809,0.283,Pressure_877_CSled_20220329
3/29/2022 21:02,29.752,104.079,0.31,Pressure_877_CSled_20220329
3/29/2022 21:04,29.752,103.989,0.301,Pressure_877_CSled_20220329
