"Plot Title: SGD_011021_319"
"#","Date Time, GMT-10:00","High Range, μS/cm (LGR S/N: 20739319, SEN S/N: 20739319)","Temp, °C (LGR S/N: 20739319, SEN S/N: 20739319)","Coupler Detached (LGR S/N: 20739319)","Coupler Attached (LGR S/N: 20739319)","Host Connected (LGR S/N: 20739319)","Stopped (LGR S/N: 20739319)","End Of File (LGR S/N: 20739319)"
1,01/10/21 10:11:00 AM,0.0,24.02,Logged,,,,
2,01/10/21 10:11:10 AM,0.0,24.07,,,,,
3,01/10/21 10:11:20 AM,0.0,24.11,,,,,
4,01/10/21 10:11:30 AM,0.0,24.09,,,,,
5,01/10/21 10:11:40 AM,0.0,24.09,,,,,
6,01/10/21 10:11:50 AM,0.0,24.11,,,,,
7,01/10/21 10:12:00 AM,0.0,24.12,,,,,
8,01/10/21 10:12:10 AM,0.0,24.14,,,,,
9,01/10/21 10:12:20 AM,0.0,24.15,,,,,
10,01/10/21 10:12:30 AM,0.0,24.18,,,,,
11,01/10/21 10:12:40 AM,0.0,24.19,,,,,
12,01/10/21 10:12:50 AM,0.0,24.20,,,,,
13,01/10/21 10:13:00 AM,0.0,24.20,,,,,
14,01/10/21 10:13:10 AM,0.0,24.21,,,,,
15,01/10/21 10:13:20 AM,0.0,24.23,,,,,
16,01/10/21 10:13:30 AM,0.0,24.24,,,,,
17,01/10/21 10:13:40 AM,0.0,24.24,,,,,
18,01/10/21 10:13:50 AM,0.0,24.25,,,,,
19,01/10/21 10:14:00 AM,0.0,24.25,,,,,
20,01/10/21 10:14:10 AM,0.0,24.25,,,,,
21,01/10/21 10:14:20 AM,0.0,24.25,,,,,
22,01/10/21 10:14:30 AM,0.0,24.26,,,,,
23,01/10/21 10:14:40 AM,0.0,24.26,,,,,
24,01/10/21 10:14:50 AM,0.0,24.26,,,,,
25,01/10/21 10:15:00 AM,0.0,24.26,,,,,
26,01/10/21 10:15:10 AM,0.0,24.27,,,,,
27,01/10/21 10:15:20 AM,0.0,24.27,,,,,
28,01/10/21 10:15:30 AM,0.0,24.27,,,,,
29,01/10/21 10:15:40 AM,0.0,24.27,,,,,
30,01/10/21 10:15:50 AM,0.0,24.27,,,,,
31,01/10/21 10:16:00 AM,0.0,24.27,,,,,
32,01/10/21 10:16:10 AM,0.0,24.27,,,,,
33,01/10/21 10:16:20 AM,0.0,24.27,,,,,
34,01/10/21 10:16:30 AM,0.0,24.27,,,,,
35,01/10/21 10:16:40 AM,0.0,24.27,,,,,
36,01/10/21 10:16:50 AM,0.0,24.27,,,,,
37,01/10/21 10:17:00 AM,0.0,24.27,,,,,
38,01/10/21 10:17:10 AM,0.0,24.27,,,,,
39,01/10/21 10:17:20 AM,0.0,24.27,,,,,
40,01/10/21 10:17:30 AM,0.0,24.27,,,,,
41,01/10/21 10:17:40 AM,0.0,24.27,,,,,
42,01/10/21 10:17:50 AM,0.0,24.27,,,,,
43,01/10/21 10:18:00 AM,0.0,24.27,,,,,
44,01/10/21 10:18:10 AM,0.0,24.27,,,,,
45,01/10/21 10:18:20 AM,0.0,24.27,,,,,
46,01/10/21 10:18:30 AM,0.0,24.27,,,,,
47,01/10/21 10:18:40 AM,0.0,24.26,,,,,
48,01/10/21 10:18:50 AM,0.0,24.26,,,,,
49,01/10/21 10:19:00 AM,0.0,24.26,,,,,
50,01/10/21 10:19:10 AM,0.0,24.26,,,,,
51,01/10/21 10:19:20 AM,0.0,24.26,,,,,
52,01/10/21 10:19:30 AM,0.0,24.26,,,,,
53,01/10/21 10:19:40 AM,0.0,24.26,,,,,
54,01/10/21 10:19:50 AM,0.0,24.26,,,,,
55,01/10/21 10:20:00 AM,0.0,24.26,,,,,
56,01/10/21 10:20:10 AM,0.0,24.25,,,,,
57,01/10/21 10:20:20 AM,0.0,24.25,,,,,
58,01/10/21 10:20:30 AM,0.0,24.25,,,,,
59,01/10/21 10:20:40 AM,0.0,24.25,,,,,
60,01/10/21 10:20:50 AM,0.0,24.25,,,,,
61,01/10/21 10:21:00 AM,0.0,24.25,,,,,
62,01/10/21 10:21:10 AM,0.0,24.25,,,,,
63,01/10/21 10:21:20 AM,0.0,24.24,,,,,
64,01/10/21 10:21:30 AM,0.0,24.25,,,,,
65,01/10/21 10:21:40 AM,0.0,24.25,,,,,
66,01/10/21 10:21:50 AM,0.0,24.24,,,,,
67,01/10/21 10:22:00 AM,0.0,24.25,,,,,
68,01/10/21 10:22:10 AM,0.0,24.24,,,,,
69,01/10/21 10:22:20 AM,0.0,24.24,,,,,
70,01/10/21 10:22:30 AM,0.0,24.24,,,,,
71,01/10/21 10:22:40 AM,0.0,24.24,,,,,
72,01/10/21 10:22:50 AM,0.0,24.24,,,,,
73,01/10/21 10:23:00 AM,0.0,24.25,,,,,
74,01/10/21 10:23:10 AM,0.0,24.26,,,,,
75,01/10/21 10:23:20 AM,0.0,24.26,,,,,
76,01/10/21 10:23:30 AM,0.0,24.27,,,,,
77,01/10/21 10:23:40 AM,0.0,24.27,,,,,
78,01/10/21 10:23:50 AM,0.0,24.27,,,,,
79,01/10/21 10:24:00 AM,0.0,24.29,,,,,
80,01/10/21 10:24:10 AM,0.0,24.30,,,,,
81,01/10/21 10:24:20 AM,0.0,24.30,,,,,
82,01/10/21 10:24:30 AM,0.0,24.31,,,,,
83,01/10/21 10:24:40 AM,0.0,24.32,,,,,
84,01/10/21 10:24:50 AM,0.0,24.32,,,,,
85,01/10/21 10:25:00 AM,0.0,24.33,,,,,
86,01/10/21 10:25:10 AM,0.0,24.35,,,,,
87,01/10/21 10:25:20 AM,0.0,24.37,,,,,
88,01/10/21 10:25:30 AM,0.0,24.39,,,,,
89,01/10/21 10:25:40 AM,0.0,24.43,,,,,
90,01/10/21 10:25:50 AM,0.0,24.47,,,,,
91,01/10/21 10:26:00 AM,0.0,24.48,,,,,
92,01/10/21 10:26:10 AM,0.0,24.49,,,,,
93,01/10/21 10:26:20 AM,0.0,24.53,,,,,
94,01/10/21 10:26:30 AM,0.0,24.55,,,,,
95,01/10/21 10:26:40 AM,0.0,24.57,,,,,
96,01/10/21 10:26:50 AM,0.0,24.60,,,,,
97,01/10/21 10:27:00 AM,0.0,24.62,,,,,
98,01/10/21 10:27:10 AM,0.0,24.65,,,,,
99,01/10/21 10:27:20 AM,0.0,24.68,,,,,
100,01/10/21 10:27:30 AM,0.0,24.71,,,,,
101,01/10/21 10:27:40 AM,0.0,24.73,,,,,
102,01/10/21 10:27:50 AM,0.0,24.75,,,,,
103,01/10/21 10:28:00 AM,0.0,24.79,,,,,
104,01/10/21 10:28:10 AM,0.0,24.81,,,,,
105,01/10/21 10:28:20 AM,0.0,24.85,,,,,
106,01/10/21 10:28:30 AM,0.0,24.88,,,,,
107,01/10/21 10:28:40 AM,0.0,24.92,,,,,
108,01/10/21 10:28:50 AM,0.0,24.96,,,,,
109,01/10/21 10:29:00 AM,0.0,24.99,,,,,
110,01/10/21 10:29:10 AM,0.0,25.04,,,,,
111,01/10/21 10:29:20 AM,0.0,25.08,,,,,
112,01/10/21 10:29:30 AM,0.0,25.11,,,,,
113,01/10/21 10:29:40 AM,0.0,25.16,,,,,
114,01/10/21 10:29:50 AM,0.0,25.20,,,,,
115,01/10/21 10:30:00 AM,0.0,25.24,,,,,
116,01/10/21 10:30:10 AM,0.0,25.28,,,,,
117,01/10/21 10:30:20 AM,0.0,25.32,,,,,
118,01/10/21 10:30:30 AM,0.0,25.35,,,,,
119,01/10/21 10:30:40 AM,0.0,25.38,,,,,
120,01/10/21 10:30:50 AM,0.0,25.41,,,,,
121,01/10/21 10:31:00 AM,0.0,25.45,,,,,
122,01/10/21 10:31:10 AM,0.0,25.47,,,,,
123,01/10/21 10:31:20 AM,0.0,25.50,,,,,
124,01/10/21 10:31:30 AM,0.0,25.53,,,,,
125,01/10/21 10:31:40 AM,0.0,25.57,,,,,
126,01/10/21 10:31:50 AM,0.0,25.59,,,,,
127,01/10/21 10:32:00 AM,0.0,25.62,,,,,
128,01/10/21 10:32:10 AM,0.0,25.65,,,,,
129,01/10/21 10:32:20 AM,0.0,25.68,,,,,
130,01/10/21 10:32:30 AM,0.0,25.71,,,,,
131,01/10/21 10:32:40 AM,0.0,25.75,,,,,
132,01/10/21 10:32:50 AM,0.0,25.77,,,,,
133,01/10/21 10:33:00 AM,0.0,25.81,,,,,
134,01/10/21 10:33:10 AM,0.0,25.84,,,,,
135,01/10/21 10:33:20 AM,0.0,25.89,,,,,
136,01/10/21 10:33:30 AM,0.0,25.98,,,,,
137,01/10/21 10:33:40 AM,0.0,26.04,,,,,
138,01/10/21 10:33:50 AM,0.0,26.12,,,,,
139,01/10/21 10:34:00 AM,0.0,26.19,,,,,
140,01/10/21 10:34:10 AM,0.0,26.28,,,,,
141,01/10/21 10:34:20 AM,0.0,26.36,,,,,
142,01/10/21 10:34:30 AM,0.0,26.49,,,,,
143,01/10/21 10:34:40 AM,0.0,26.66,,,,,
144,01/10/21 10:34:50 AM,0.0,26.72,,,,,
145,01/10/21 10:35:00 AM,0.0,26.81,,,,,
146,01/10/21 10:35:10 AM,0.0,26.92,,,,,
147,01/10/21 10:35:20 AM,0.0,27.03,,,,,
148,01/10/21 10:35:30 AM,0.0,27.03,,,,,
149,01/10/21 10:35:40 AM,0.0,27.13,,,,,
150,01/10/21 10:35:50 AM,0.0,27.28,,,,,
151,01/10/21 10:36:00 AM,0.0,27.41,,,,,
152,01/10/21 10:36:10 AM,0.0,27.55,,,,,
153,01/10/21 10:36:20 AM,0.0,27.76,,,,,
154,01/10/21 10:36:30 AM,0.0,27.94,,,,,
155,01/10/21 10:36:40 AM,0.0,28.07,,,,,
156,01/10/21 10:36:50 AM,0.0,28.17,,,,,
157,01/10/21 10:37:00 AM,0.0,28.32,,,,,
158,01/10/21 10:37:10 AM,0.0,28.50,,,,,
159,01/10/21 10:37:20 AM,0.0,28.64,,,,,
160,01/10/21 10:37:30 AM,0.0,28.79,,,,,
161,01/10/21 10:37:40 AM,0.0,28.94,,,,,
162,01/10/21 10:37:50 AM,0.0,29.14,,,,,
163,01/10/21 10:38:00 AM,0.0,29.32,,,,,
164,01/10/21 10:38:10 AM,0.0,29.46,,,,,
165,01/10/21 10:38:20 AM,0.0,29.63,,,,,
166,01/10/21 10:38:30 AM,0.0,29.83,,,,,
167,01/10/21 10:38:40 AM,0.0,30.01,,,,,
168,01/10/21 10:38:50 AM,0.0,30.23,,,,,
169,01/10/21 10:39:00 AM,0.0,30.34,,,,,
170,01/10/21 10:39:10 AM,0.0,30.58,,,,,
171,01/10/21 10:39:20 AM,0.0,30.70,,,,,
172,01/10/21 10:39:30 AM,0.0,30.79,,,,,
173,01/10/21 10:39:40 AM,0.0,30.99,,,,,
174,01/10/21 10:39:50 AM,0.0,31.14,,,,,
175,01/10/21 10:40:00 AM,0.0,31.24,,,,,
176,01/10/21 10:40:10 AM,0.0,31.42,,,,,
177,01/10/21 10:40:20 AM,0.0,31.57,,,,,
178,01/10/21 10:40:30 AM,0.0,31.70,,,,,
179,01/10/21 10:40:40 AM,0.0,31.85,,,,,
180,01/10/21 10:40:50 AM,0.0,32.02,,,,,
181,01/10/21 10:41:00 AM,0.0,32.16,,,,,
182,01/10/21 10:41:10 AM,0.0,32.30,,,,,
183,01/10/21 10:41:20 AM,0.0,32.41,,,,,
184,01/10/21 10:41:30 AM,0.0,32.56,,,,,
185,01/10/21 10:41:40 AM,0.0,32.59,,,,,
186,01/10/21 10:41:50 AM,0.0,32.74,,,,,
187,01/10/21 10:42:00 AM,0.0,32.86,,,,,
188,01/10/21 10:42:10 AM,0.0,32.96,,,,,
189,01/10/21 10:42:20 AM,0.0,33.08,,,,,
190,01/10/21 10:42:30 AM,0.0,33.20,,,,,
191,01/10/21 10:42:40 AM,0.0,33.31,,,,,
192,01/10/21 10:42:50 AM,0.0,33.43,,,,,
193,01/10/21 10:43:00 AM,0.0,33.54,,,,,
194,01/10/21 10:43:10 AM,0.0,33.67,,,,,
195,01/10/21 10:43:20 AM,0.0,33.79,,,,,
196,01/10/21 10:43:30 AM,0.0,33.96,,,,,
197,01/10/21 10:43:40 AM,0.0,34.11,,,,,
198,01/10/21 10:43:50 AM,0.0,34.22,,,,,
199,01/10/21 10:44:00 AM,0.0,34.40,,,,,
200,01/10/21 10:44:10 AM,0.0,34.53,,,,,
201,01/10/21 10:44:20 AM,0.0,34.65,,,,,
202,01/10/21 10:44:30 AM,0.0,34.80,,,,,
203,01/10/21 10:44:40 AM,0.0,34.93,,,,,
204,01/10/21 10:44:50 AM,0.0,35.02,,,,,
205,01/10/21 10:45:00 AM,0.0,35.14,,,,,
206,01/10/21 10:45:10 AM,0.0,35.19,,,,,
207,01/10/21 10:45:20 AM,0.0,35.25,,,,,
208,01/10/21 10:45:30 AM,0.0,35.32,,,,,
209,01/10/21 10:45:40 AM,0.0,35.34,,,,,
210,01/10/21 10:45:50 AM,0.0,35.31,,,,,
211,01/10/21 10:46:00 AM,0.0,35.31,,,,,
212,01/10/21 10:46:10 AM,0.0,35.31,,,,,
213,01/10/21 10:46:20 AM,0.0,35.31,,,,,
214,01/10/21 10:46:30 AM,0.0,35.28,,,,,
215,01/10/21 10:46:40 AM,0.0,35.30,,,,,
216,01/10/21 10:46:50 AM,0.0,35.34,,,,,
217,01/10/21 10:47:00 AM,0.0,35.34,,,,,
218,01/10/21 10:47:10 AM,0.0,35.34,,,,,
219,01/10/21 10:47:20 AM,0.0,35.34,,,,,
220,01/10/21 10:47:30 AM,0.0,35.32,,,,,
221,01/10/21 10:47:40 AM,0.0,35.26,,,,,
222,01/10/21 10:47:50 AM,0.0,35.23,,,,,
223,01/10/21 10:48:00 AM,0.0,35.14,,,,,
224,01/10/21 10:48:10 AM,0.0,35.07,,,,,
225,01/10/21 10:48:20 AM,0.0,35.08,,,,,
226,01/10/21 10:48:30 AM,0.0,35.06,,,,,
227,01/10/21 10:48:40 AM,0.0,35.02,,,,,
228,01/10/21 10:48:50 AM,0.0,34.90,,,,,
229,01/10/21 10:49:00 AM,0.0,34.95,,,,,
230,01/10/21 10:49:10 AM,0.0,34.98,,,,,
231,01/10/21 10:49:20 AM,0.0,35.00,,,,,
232,01/10/21 10:49:30 AM,0.0,34.90,,,,,
233,01/10/21 10:49:40 AM,0.0,34.90,,,,,
234,01/10/21 10:49:50 AM,0.0,34.89,,,,,
235,01/10/21 10:50:00 AM,0.0,34.89,,,,,
236,01/10/21 10:50:10 AM,0.0,34.92,,,,,
237,01/10/21 10:50:20 AM,0.0,34.90,,,,,
238,01/10/21 10:50:30 AM,0.0,34.88,,,,,
239,01/10/21 10:50:40 AM,0.0,34.86,,,,,
240,01/10/21 10:50:50 AM,0.0,34.75,,,,,
241,01/10/21 10:51:00 AM,0.0,34.70,,,,,
242,01/10/21 10:51:10 AM,0.0,34.74,,,,,
243,01/10/21 10:51:20 AM,0.0,34.81,,,,,
244,01/10/21 10:51:30 AM,0.0,34.87,,,,,
245,01/10/21 10:51:40 AM,0.0,34.95,,,,,
246,01/10/21 10:51:50 AM,0.0,35.01,,,,,
247,01/10/21 10:52:00 AM,0.0,35.05,,,,,
248,01/10/21 10:52:10 AM,0.0,35.10,,,,,
249,01/10/21 10:52:20 AM,0.0,35.12,,,,,
250,01/10/21 10:52:30 AM,0.0,35.14,,,,,
251,01/10/21 10:52:40 AM,0.0,35.18,,,,,
252,01/10/21 10:52:50 AM,0.0,35.22,,,,,
253,01/10/21 10:53:00 AM,0.0,35.25,,,,,
254,01/10/21 10:53:10 AM,0.0,35.26,,,,,
255,01/10/21 10:53:20 AM,0.0,35.30,,,,,
256,01/10/21 10:53:30 AM,0.0,35.36,,,,,
257,01/10/21 10:53:40 AM,0.0,35.38,,,,,
258,01/10/21 10:53:50 AM,0.0,35.35,,,,,
259,01/10/21 10:54:00 AM,0.0,35.26,,,,,
260,01/10/21 10:54:10 AM,0.0,35.28,,,,,
261,01/10/21 10:54:20 AM,0.0,35.30,,,,,
262,01/10/21 10:54:30 AM,0.0,35.34,,,,,
263,01/10/21 10:54:40 AM,0.0,35.36,,,,,
264,01/10/21 10:54:50 AM,0.0,35.41,,,,,
265,01/10/21 10:55:00 AM,0.0,35.42,,,,,
266,01/10/21 10:55:10 AM,0.0,35.44,,,,,
267,01/10/21 10:55:20 AM,0.0,35.48,,,,,
268,01/10/21 10:55:30 AM,0.0,35.50,,,,,
269,01/10/21 10:55:40 AM,0.0,35.54,,,,,
270,01/10/21 10:55:50 AM,0.0,35.59,,,,,
271,01/10/21 10:56:00 AM,0.0,35.56,,,,,
272,01/10/21 10:56:10 AM,0.0,35.56,,,,,
273,01/10/21 10:56:20 AM,0.0,35.55,,,,,
274,01/10/21 10:56:30 AM,0.0,35.53,,,,,
275,01/10/21 10:56:40 AM,0.0,35.49,,,,,
276,01/10/21 10:56:50 AM,0.0,35.29,,,,,
277,01/10/21 10:57:00 AM,0.0,35.24,,,,,
278,01/10/21 10:57:10 AM,0.0,35.32,,,,,
279,01/10/21 10:57:20 AM,0.0,35.31,,,,,
280,01/10/21 10:57:30 AM,0.0,35.35,,,,,
281,01/10/21 10:57:40 AM,0.0,35.42,,,,,
282,01/10/21 10:57:50 AM,0.0,35.48,,,,,
283,01/10/21 10:58:00 AM,0.0,35.48,,,,,
284,01/10/21 10:58:10 AM,0.0,35.52,,,,,
285,01/10/21 10:58:20 AM,0.0,35.56,,,,,
286,01/10/21 10:58:30 AM,0.0,35.59,,,,,
287,01/10/21 10:58:40 AM,0.0,35.49,,,,,
288,01/10/21 10:58:50 AM,0.0,35.43,,,,,
289,01/10/21 10:59:00 AM,0.0,35.48,,,,,
290,01/10/21 10:59:10 AM,0.0,35.43,,,,,
291,01/10/21 10:59:20 AM,0.0,35.29,,,,,
292,01/10/21 10:59:30 AM,0.0,35.14,,,,,
293,01/10/21 10:59:40 AM,0.0,34.95,,,,,
294,01/10/21 10:59:50 AM,0.0,34.93,,,,,
295,01/10/21 11:00:00 AM,0.0,34.99,,,,,
296,01/10/21 11:00:10 AM,0.0,34.99,,,,,
297,01/10/21 11:00:20 AM,0.0,35.10,,,,,
298,01/10/21 11:00:30 AM,0.0,35.19,,,,,
299,01/10/21 11:00:40 AM,0.0,35.19,,,,,
300,01/10/21 11:00:50 AM,0.0,35.18,,,,,
301,01/10/21 11:01:00 AM,0.0,35.24,,,,,
302,01/10/21 11:01:10 AM,0.0,35.29,,,,,
303,01/10/21 11:01:20 AM,0.0,35.36,,,,,
304,01/10/21 11:01:30 AM,0.0,35.38,,,,,
305,01/10/21 11:01:40 AM,0.0,35.26,,,,,
306,01/10/21 11:01:50 AM,0.0,35.34,,,,,
307,01/10/21 11:02:00 AM,0.0,35.34,,,,,
308,01/10/21 11:02:10 AM,0.0,35.37,,,,,
309,01/10/21 11:02:20 AM,0.0,35.35,,,,,
310,01/10/21 11:02:30 AM,0.0,35.37,,,,,
311,01/10/21 11:02:40 AM,0.0,35.41,,,,,
312,01/10/21 11:02:50 AM,0.0,35.41,,,,,
313,01/10/21 11:03:00 AM,0.0,35.32,,,,,
314,01/10/21 11:03:10 AM,0.0,35.32,,,,,
315,01/10/21 11:03:20 AM,0.0,35.32,,,,,
316,01/10/21 11:03:30 AM,0.0,35.38,,,,,
317,01/10/21 11:03:40 AM,0.0,35.43,,,,,
318,01/10/21 11:03:50 AM,0.0,35.48,,,,,
319,01/10/21 11:04:00 AM,0.0,35.48,,,,,
320,01/10/21 11:04:10 AM,0.0,35.46,,,,,
321,01/10/21 11:04:20 AM,0.0,35.40,,,,,
322,01/10/21 11:04:30 AM,0.0,35.32,,,,,
323,01/10/21 11:04:40 AM,0.0,35.37,,,,,
324,01/10/21 11:04:50 AM,0.0,35.42,,,,,
325,01/10/21 11:05:00 AM,0.0,35.41,,,,,
326,01/10/21 11:05:10 AM,0.0,35.44,,,,,
327,01/10/21 11:05:20 AM,0.0,35.48,,,,,
328,01/10/21 11:05:30 AM,0.0,35.43,,,,,
329,01/10/21 11:05:40 AM,0.0,35.47,,,,,
330,01/10/21 11:05:50 AM,0.0,35.50,,,,,
331,01/10/21 11:06:00 AM,0.0,35.56,,,,,
332,01/10/21 11:06:10 AM,0.0,35.58,,,,,
333,01/10/21 11:06:20 AM,0.0,35.53,,,,,
334,01/10/21 11:06:30 AM,0.0,35.40,,,,,
335,01/10/21 11:06:40 AM,0.0,35.24,,,,,
336,01/10/21 11:06:50 AM,0.0,35.18,,,,,
337,01/10/21 11:07:00 AM,0.0,35.17,,,,,
338,01/10/21 11:07:10 AM,0.0,35.19,,,,,
339,01/10/21 11:07:20 AM,0.0,35.30,,,,,
340,01/10/21 11:07:30 AM,0.0,35.31,,,,,
341,01/10/21 11:07:40 AM,0.0,35.34,,,,,
342,01/10/21 11:07:50 AM,0.0,35.34,,,,,
343,01/10/21 11:08:00 AM,0.0,35.35,,,,,
344,01/10/21 11:08:10 AM,0.0,35.16,,,,,
345,01/10/21 11:08:20 AM,0.0,35.26,,,,,
346,01/10/21 11:08:30 AM,0.0,35.26,,,,,
347,01/10/21 11:08:40 AM,0.0,35.25,,,,,
348,01/10/21 11:08:50 AM,0.0,35.25,,,,,
349,01/10/21 11:09:00 AM,0.0,35.20,,,,,
350,01/10/21 11:09:10 AM,0.0,35.17,,,,,
351,01/10/21 11:09:20 AM,0.0,35.11,,,,,
352,01/10/21 11:09:30 AM,0.0,35.13,,,,,
353,01/10/21 11:09:40 AM,0.0,35.12,,,,,
354,01/10/21 11:09:50 AM,0.0,35.11,,,,,
355,01/10/21 11:10:00 AM,0.0,35.07,,,,,
356,01/10/21 11:10:10 AM,0.0,35.10,,,,,
357,01/10/21 11:10:20 AM,0.0,35.14,,,,,
358,01/10/21 11:10:30 AM,0.0,35.17,,,,,
359,01/10/21 11:10:40 AM,0.0,35.13,,,,,
360,01/10/21 11:10:50 AM,0.0,35.02,,,,,
361,01/10/21 11:11:00 AM,0.0,35.04,,,,,
362,01/10/21 11:11:10 AM,0.0,35.07,,,,,
363,01/10/21 11:11:20 AM,0.0,34.95,,,,,
364,01/10/21 11:11:30 AM,0.0,34.90,,,,,
365,01/10/21 11:11:40 AM,0.0,34.77,,,,,
366,01/10/21 11:11:50 AM,0.0,34.74,,,,,
367,01/10/21 11:12:00 AM,0.0,34.73,,,,,
368,01/10/21 11:12:10 AM,0.0,34.71,,,,,
369,01/10/21 11:12:20 AM,0.0,34.64,,,,,
370,01/10/21 11:12:30 AM,0.0,34.58,,,,,
371,01/10/21 11:12:40 AM,0.0,34.59,,,,,
372,01/10/21 11:12:50 AM,0.0,34.59,,,,,
373,01/10/21 11:13:00 AM,0.0,34.51,,,,,
374,01/10/21 11:13:10 AM,0.0,34.52,,,,,
375,01/10/21 11:13:20 AM,0.0,34.56,,,,,
376,01/10/21 11:13:30 AM,0.0,34.47,,,,,
377,01/10/21 11:13:40 AM,0.0,34.33,,,,,
378,01/10/21 11:13:50 AM,0.0,34.33,,,,,
379,01/10/21 11:14:00 AM,0.0,34.31,,,,,
380,01/10/21 11:14:10 AM,0.0,34.19,,,,,
381,01/10/21 11:14:20 AM,0.0,34.08,,,,,
382,01/10/21 11:14:30 AM,0.0,33.86,,,,,
383,01/10/21 11:14:40 AM,0.0,33.72,,,,,
384,01/10/21 11:14:50 AM,0.0,33.69,,,,,
385,01/10/21 11:15:00 AM,0.0,33.55,,,,,
386,01/10/21 11:15:10 AM,0.0,33.38,,,,,
387,01/10/21 11:15:20 AM,0.0,33.35,,,,,
388,01/10/21 11:15:30 AM,0.0,33.32,,,,,
389,01/10/21 11:15:40 AM,0.0,33.29,,,,,
390,01/10/21 11:15:50 AM,0.0,33.23,,,,,
391,01/10/21 11:16:00 AM,0.0,33.31,,,,,
392,01/10/21 11:16:10 AM,0.0,33.29,,,,,
393,01/10/21 11:16:20 AM,0.0,33.26,,,,,
394,01/10/21 11:16:30 AM,0.0,33.23,,,,,
395,01/10/21 11:16:40 AM,0.0,33.24,,,,,
396,01/10/21 11:16:50 AM,0.0,33.26,,,,,
397,01/10/21 11:17:00 AM,0.0,33.26,,,,,
398,01/10/21 11:17:10 AM,0.0,33.24,,,,,
399,01/10/21 11:17:20 AM,0.0,33.20,,,,,
400,01/10/21 11:17:30 AM,0.0,33.20,,,,,
401,01/10/21 11:17:40 AM,0.0,33.20,,,,,
402,01/10/21 11:17:50 AM,0.0,33.21,,,,,
403,01/10/21 11:18:00 AM,0.0,33.21,,,,,
404,01/10/21 11:18:10 AM,0.0,33.17,,,,,
405,01/10/21 11:18:20 AM,0.0,33.18,,,,,
406,01/10/21 11:18:30 AM,0.0,33.19,,,,,
407,01/10/21 11:18:40 AM,0.0,33.21,,,,,
408,01/10/21 11:18:50 AM,0.0,33.23,,,,,
409,01/10/21 11:19:00 AM,0.0,33.23,,,,,
410,01/10/21 11:19:10 AM,0.0,33.26,,,,,
411,01/10/21 11:19:20 AM,0.0,33.23,,,,,
412,01/10/21 11:19:30 AM,0.0,33.14,,,,,
413,01/10/21 11:19:40 AM,52843.3,31.27,,,,,
414,01/10/21 11:19:50 AM,51465.9,31.01,,,,,
415,01/10/21 11:20:00 AM,51142.6,30.96,,,,,
416,01/10/21 11:20:10 AM,9156.4,30.78,,,,,
417,01/10/21 11:20:20 AM,50156.7,30.75,,,,,
418,01/10/21 11:20:30 AM,49995.1,30.79,,,,,
419,01/10/21 11:20:40 AM,49471.1,30.73,,,,,
420,01/10/21 11:20:50 AM,48638.6,30.73,,,,,
421,01/10/21 11:21:00 AM,48500.1,30.73,,,,,
422,01/10/21 11:21:10 AM,48267.1,30.57,,,,,
423,01/10/21 11:21:20 AM,48004.3,30.42,,,,,
424,01/10/21 11:21:30 AM,47790.4,30.29,,,,,
425,01/10/21 11:21:40 AM,47769.6,30.31,,,,,
426,01/10/21 11:21:50 AM,47624.4,30.23,,,,,
427,01/10/21 11:22:00 AM,47588.2,30.16,,,,,
428,01/10/21 11:22:10 AM,47418.2,30.17,,,,,
429,01/10/21 11:22:20 AM,47361.7,30.15,,,,,
430,01/10/21 11:22:30 AM,47203.1,29.99,,,,,
431,01/10/21 11:22:40 AM,47198.0,29.95,,,,,
432,01/10/21 11:22:50 AM,47157.2,29.98,,,,,
433,01/10/21 11:23:00 AM,47131.7,29.97,,,,,
