"Plot Title: SGD_011521_319_in50_allday"
"#","Date Time, GMT-10:00","High Range, μS/cm (LGR S/N: 20739319, SEN S/N: 20739319)","Temp, °C (LGR S/N: 20739319, SEN S/N: 20739319)","Coupler Detached (LGR S/N: 20739319)","Coupler Attached (LGR S/N: 20739319)","Host Connected (LGR S/N: 20739319)","Stopped (LGR S/N: 20739319)","End Of File (LGR S/N: 20739319)"
1,01/15/21 08:44:15 AM,0.0,23.66,,,,,
2,01/15/21 08:44:25 AM,0.0,23.66,,,,,
3,01/15/21 08:44:29 AM,,,Logged,,,,
4,01/15/21 08:44:35 AM,0.0,23.75,,,,,
5,01/15/21 08:44:45 AM,38263.9,23.55,,,,,
6,01/15/21 08:44:55 AM,37025.7,23.51,,,,,
7,01/15/21 08:45:05 AM,36662.8,23.53,,,,,
8,01/15/21 08:45:15 AM,36492.0,23.54,,,,,
9,01/15/21 08:45:25 AM,36325.9,23.54,,,,,
10,01/15/21 08:45:35 AM,36211.4,23.55,,,,,
11,01/15/21 08:45:45 AM,36107.5,23.57,,,,,
12,01/15/21 08:45:55 AM,36020.7,23.57,,,,,
13,01/15/21 08:46:05 AM,35964.2,23.57,,,,,
14,01/15/21 08:46:15 AM,35917.7,23.57,,,,,
15,01/15/21 08:46:25 AM,35894.5,23.57,,,,,
16,01/15/21 08:46:35 AM,35828.4,23.57,,,,,
17,01/15/21 08:46:45 AM,35811.9,23.57,,,,,
18,01/15/21 08:46:55 AM,35732.9,23.57,,,,,
19,01/15/21 08:47:05 AM,35719.7,23.57,,,,,
20,01/15/21 08:47:15 AM,35673.8,23.57,,,,,
21,01/15/21 08:47:25 AM,35673.8,23.57,,,,,
22,01/15/21 08:47:35 AM,35637.8,23.57,,,,,
23,01/15/21 08:47:45 AM,35614.9,23.57,,,,,
24,01/15/21 08:47:55 AM,35608.4,23.57,,,,,
25,01/15/21 08:48:05 AM,0.0,23.54,,,,,
26,01/15/21 08:48:15 AM,35507.3,23.53,,,,,
27,01/15/21 08:48:25 AM,35458.6,23.53,,,,,
28,01/15/21 08:48:35 AM,35461.8,23.54,,,,,
29,01/15/21 08:48:45 AM,35419.6,23.54,,,,,
30,01/15/21 08:48:55 AM,35397.0,23.54,,,,,
31,01/15/21 08:49:05 AM,35384.0,23.55,,,,,
32,01/15/21 08:49:15 AM,35348.5,23.54,,,,,
33,01/15/21 08:49:25 AM,35358.2,23.54,,,,,
34,01/15/21 08:49:35 AM,35325.9,23.55,,,,,
35,01/15/21 08:49:45 AM,35322.7,23.54,,,,,
36,01/15/21 08:49:55 AM,35309.8,23.54,,,,,
37,01/15/21 08:50:05 AM,35296.9,23.55,,,,,
38,01/15/21 08:50:15 AM,35319.5,23.54,,,,,
39,01/15/21 08:50:25 AM,35303.3,23.54,,,,,
40,01/15/21 08:50:35 AM,35290.5,23.55,,,,,
41,01/15/21 08:50:45 AM,35271.2,23.54,,,,,
42,01/15/21 08:50:55 AM,35284.0,23.55,,,,,
43,01/15/21 08:51:05 AM,35242.2,23.54,,,,,
44,01/15/21 08:51:15 AM,35255.1,23.55,,,,,
45,01/15/21 08:51:25 AM,35239.0,23.55,,,,,
46,01/15/21 08:51:35 AM,35242.2,23.54,,,,,
47,01/15/21 08:51:45 AM,35213.3,23.54,,,,,
48,01/15/21 08:51:55 AM,35190.9,23.54,,,,,
49,01/15/21 08:52:05 AM,35226.2,23.54,,,,,
50,01/15/21 08:52:15 AM,35223.0,23.55,,,,,
51,01/15/21 08:52:25 AM,35219.7,23.55,,,,,
52,01/15/21 08:52:35 AM,35178.1,23.54,,,,,
53,01/15/21 08:52:45 AM,35178.1,23.54,,,,,
54,01/15/21 08:52:55 AM,35206.9,23.55,,,,,
55,01/15/21 08:53:05 AM,35206.9,23.55,,,,,
56,01/15/21 08:53:15 AM,35194.1,23.55,,,,,
57,01/15/21 08:53:25 AM,35181.3,23.55,,,,,
58,01/15/21 08:53:35 AM,35194.1,23.55,,,,,
59,01/15/21 08:53:45 AM,35190.9,23.55,,,,,
60,01/15/21 08:53:55 AM,35158.9,23.55,,,,,
61,01/15/21 08:54:05 AM,35178.1,23.55,,,,,
62,01/15/21 08:54:15 AM,35158.9,23.55,,,,,
63,01/15/21 08:54:25 AM,35162.1,23.55,,,,,
64,01/15/21 08:54:35 AM,35165.3,23.57,,,,,
65,01/15/21 08:54:45 AM,35178.1,23.57,,,,,
66,01/15/21 08:54:55 AM,35181.3,23.55,,,,,
67,01/15/21 08:55:05 AM,35171.7,23.57,,,,,
68,01/15/21 08:55:15 AM,35171.7,23.57,,,,,
69,01/15/21 08:55:25 AM,35162.1,23.57,,,,,
70,01/15/21 08:55:35 AM,35178.1,23.57,,,,,
71,01/15/21 08:55:45 AM,35174.9,23.57,,,,,
72,01/15/21 08:55:55 AM,35171.7,23.57,,,,,
73,01/15/21 08:56:05 AM,35130.1,23.57,,,,,
74,01/15/21 08:56:15 AM,35158.9,23.58,,,,,
75,01/15/21 08:56:25 AM,35165.3,23.57,,,,,
76,01/15/21 08:56:35 AM,35149.3,23.57,,,,,
77,01/15/21 08:56:45 AM,35136.5,23.58,,,,,
78,01/15/21 08:56:55 AM,35123.7,23.58,,,,,
79,01/15/21 08:57:05 AM,35178.1,23.58,,,,,
80,01/15/21 08:57:15 AM,35165.3,23.58,,,,,
81,01/15/21 08:57:25 AM,35155.7,23.58,,,,,
82,01/15/21 08:57:35 AM,35139.7,23.58,,,,,
83,01/15/21 08:57:45 AM,35149.3,23.58,,,,,
84,01/15/21 08:57:55 AM,35168.5,23.58,,,,,
85,01/15/21 08:58:05 AM,35165.3,23.58,,,,,
86,01/15/21 08:58:15 AM,35123.7,23.59,,,,,
87,01/15/21 08:58:25 AM,35181.3,23.58,,,,,
88,01/15/21 08:58:35 AM,35184.5,23.59,,,,,
89,01/15/21 08:58:45 AM,35158.9,23.59,,,,,
90,01/15/21 08:58:55 AM,35181.3,23.59,,,,,
91,01/15/21 08:59:05 AM,35149.3,23.59,,,,,
92,01/15/21 08:59:15 AM,35136.5,23.59,,,,,
93,01/15/21 08:59:25 AM,35162.1,23.59,,,,,
94,01/15/21 08:59:35 AM,35165.3,23.59,,,,,
95,01/15/21 08:59:45 AM,35162.1,23.59,,,,,
96,01/15/21 08:59:55 AM,35181.3,23.59,,,,,
97,01/15/21 09:00:05 AM,35171.7,23.59,,,,,
98,01/15/21 09:00:15 AM,35158.9,23.59,,,,,
99,01/15/21 09:00:25 AM,35168.5,23.59,,,,,
100,01/15/21 09:00:35 AM,35165.3,23.60,,,,,
101,01/15/21 09:00:45 AM,35146.1,23.60,,,,,
102,01/15/21 09:00:55 AM,35168.5,23.60,,,,,
103,01/15/21 09:01:05 AM,35142.9,23.60,,,,,
104,01/15/21 09:01:15 AM,35203.7,23.60,,,,,
105,01/15/21 09:01:25 AM,35171.7,23.60,,,,,
106,01/15/21 09:01:35 AM,35210.1,23.60,,,,,
107,01/15/21 09:01:45 AM,35178.1,23.61,,,,,
108,01/15/21 09:01:55 AM,35197.3,23.60,,,,,
109,01/15/21 09:02:05 AM,35200.5,23.61,,,,,
110,01/15/21 09:02:15 AM,35165.3,23.61,,,,,
111,01/15/21 09:02:25 AM,35190.9,23.61,,,,,
112,01/15/21 09:02:35 AM,35171.7,23.61,,,,,
113,01/15/21 09:02:45 AM,35171.7,23.61,,,,,
114,01/15/21 09:02:55 AM,35168.5,23.61,,,,,
115,01/15/21 09:03:05 AM,35223.0,23.61,,,,,
116,01/15/21 09:03:15 AM,35178.1,23.61,,,,,
117,01/15/21 09:03:25 AM,35197.3,23.63,,,,,
118,01/15/21 09:03:35 AM,35223.0,23.63,,,,,
119,01/15/21 09:03:45 AM,35181.3,23.63,,,,,
120,01/15/21 09:03:55 AM,35200.5,23.63,,,,,
121,01/15/21 09:04:05 AM,35187.7,23.63,,,,,
122,01/15/21 09:04:15 AM,35178.1,23.63,,,,,
123,01/15/21 09:04:25 AM,35178.1,23.63,,,,,
124,01/15/21 09:04:35 AM,35197.3,23.63,,,,,
125,01/15/21 09:04:45 AM,35197.3,23.63,,,,,
126,01/15/21 09:04:55 AM,35194.1,23.63,,,,,
127,01/15/21 09:05:05 AM,35181.3,23.63,,,,,
128,01/15/21 09:05:15 AM,35171.7,23.63,,,,,
129,01/15/21 09:05:25 AM,35178.1,23.63,,,,,
130,01/15/21 09:05:35 AM,35187.7,23.63,,,,,
131,01/15/21 09:05:45 AM,35187.7,23.63,,,,,
132,01/15/21 09:05:55 AM,35206.9,23.63,,,,,
133,01/15/21 09:06:05 AM,35197.3,23.63,,,,,
134,01/15/21 09:06:15 AM,35232.6,23.63,,,,,
135,01/15/21 09:06:25 AM,35213.3,23.64,,,,,
136,01/15/21 09:06:35 AM,35229.4,23.64,,,,,
137,01/15/21 09:06:45 AM,35229.4,23.64,,,,,
138,01/15/21 09:06:55 AM,35242.2,23.64,,,,,
139,01/15/21 09:07:05 AM,35229.4,23.64,,,,,
140,01/15/21 09:07:15 AM,35251.9,23.64,,,,,
141,01/15/21 09:07:25 AM,35210.1,23.64,,,,,
142,01/15/21 09:07:35 AM,35210.1,23.64,,,,,
143,01/15/21 09:07:45 AM,35213.3,23.64,,,,,
144,01/15/21 09:07:55 AM,35210.1,23.65,,,,,
145,01/15/21 09:08:05 AM,35194.1,23.65,,,,,
146,01/15/21 09:08:15 AM,35203.7,23.65,,,,,
147,01/15/21 09:08:25 AM,35203.7,23.64,,,,,
148,01/15/21 09:08:35 AM,35226.2,23.65,,,,,
149,01/15/21 09:08:45 AM,35203.7,23.65,,,,,
150,01/15/21 09:08:55 AM,35245.4,23.65,,,,,
151,01/15/21 09:09:05 AM,35190.9,23.65,,,,,
152,01/15/21 09:09:15 AM,35255.1,23.65,,,,,
153,01/15/21 09:09:25 AM,35251.9,23.65,,,,,
154,01/15/21 09:09:35 AM,35232.6,23.65,,,,,
155,01/15/21 09:09:45 AM,35197.3,23.65,,,,,
156,01/15/21 09:09:55 AM,35229.4,23.65,,,,,
157,01/15/21 09:10:05 AM,35229.4,23.65,,,,,
158,01/15/21 09:10:15 AM,35245.4,23.65,,,,,
159,01/15/21 09:10:25 AM,35264.7,23.65,,,,,
160,01/15/21 09:10:35 AM,35235.8,23.65,,,,,
161,01/15/21 09:10:45 AM,35223.0,23.65,,,,,
162,01/15/21 09:10:55 AM,35229.4,23.65,,,,,
163,01/15/21 09:11:05 AM,35229.4,23.65,,,,,
164,01/15/21 09:11:15 AM,35206.9,23.65,,,,,
165,01/15/21 09:11:25 AM,35229.4,23.65,,,,,
166,01/15/21 09:11:35 AM,35226.2,23.65,,,,,
167,01/15/21 09:11:45 AM,35223.0,23.65,,,,,
168,01/15/21 09:11:55 AM,35235.8,23.65,,,,,
169,01/15/21 09:12:05 AM,35213.3,23.65,,,,,
170,01/15/21 09:12:15 AM,35197.3,23.65,,,,,
171,01/15/21 09:12:25 AM,35216.5,23.65,,,,,
172,01/15/21 09:12:35 AM,35226.2,23.66,,,,,
173,01/15/21 09:12:45 AM,35213.3,23.66,,,,,
174,01/15/21 09:12:55 AM,35226.2,23.65,,,,,
175,01/15/21 09:13:05 AM,35223.0,23.65,,,,,
176,01/15/21 09:13:15 AM,35229.4,23.66,,,,,
177,01/15/21 09:13:25 AM,35203.7,23.66,,,,,
178,01/15/21 09:13:35 AM,35216.5,23.65,,,,,
179,01/15/21 09:13:45 AM,35235.8,23.65,,,,,
180,01/15/21 09:13:55 AM,35223.0,23.66,,,,,
181,01/15/21 09:14:05 AM,35203.7,23.65,,,,,
182,01/15/21 09:14:15 AM,35190.9,23.66,,,,,
183,01/15/21 09:14:25 AM,35242.2,23.66,,,,,
184,01/15/21 09:14:35 AM,35242.2,23.66,,,,,
185,01/15/21 09:14:45 AM,35232.6,23.66,,,,,
186,01/15/21 09:14:55 AM,35229.4,23.66,,,,,
187,01/15/21 09:15:05 AM,35251.9,23.66,,,,,
188,01/15/21 09:15:15 AM,35226.2,23.65,,,,,
189,01/15/21 09:15:25 AM,35239.0,23.66,,,,,
190,01/15/21 09:15:35 AM,35223.0,23.66,,,,,
191,01/15/21 09:15:45 AM,35223.0,23.66,,,,,
192,01/15/21 09:15:55 AM,35255.1,23.66,,,,,
193,01/15/21 09:16:05 AM,35232.6,23.66,,,,,
194,01/15/21 09:16:15 AM,35229.4,23.66,,,,,
195,01/15/21 09:16:25 AM,35261.5,23.66,,,,,
196,01/15/21 09:16:35 AM,35251.9,23.65,,,,,
197,01/15/21 09:16:45 AM,35242.2,23.66,,,,,
198,01/15/21 09:16:55 AM,35287.2,23.65,,,,,
199,01/15/21 09:17:05 AM,35277.6,23.66,,,,,
200,01/15/21 09:17:15 AM,35280.8,23.65,,,,,
201,01/15/21 09:17:25 AM,35251.9,23.65,,,,,
202,01/15/21 09:17:35 AM,35293.7,23.65,,,,,
203,01/15/21 09:17:45 AM,35287.2,23.65,,,,,
204,01/15/21 09:17:55 AM,35296.9,23.65,,,,,
205,01/15/21 09:18:05 AM,35280.8,23.65,,,,,
206,01/15/21 09:18:15 AM,35319.5,23.65,,,,,
207,01/15/21 09:18:25 AM,35345.3,23.65,,,,,
208,01/15/21 09:18:35 AM,35322.7,23.65,,,,,
209,01/15/21 09:18:45 AM,35342.0,23.65,,,,,
210,01/15/21 09:18:55 AM,35338.8,23.65,,,,,
211,01/15/21 09:19:05 AM,35358.2,23.65,,,,,
212,01/15/21 09:19:15 AM,35351.7,23.65,,,,,
213,01/15/21 09:19:25 AM,35393.7,23.65,,,,,
214,01/15/21 09:19:35 AM,35364.6,23.65,,,,,
215,01/15/21 09:19:45 AM,35393.7,23.65,,,,,
216,01/15/21 09:19:55 AM,35403.5,23.65,,,,,
217,01/15/21 09:20:05 AM,35406.7,23.64,,,,,
218,01/15/21 09:20:15 AM,35384.0,23.64,,,,,
219,01/15/21 09:20:25 AM,35435.8,23.64,,,,,
220,01/15/21 09:20:35 AM,35442.3,23.64,,,,,
221,01/15/21 09:20:45 AM,35406.7,23.64,,,,,
222,01/15/21 09:20:55 AM,35445.6,23.64,,,,,
223,01/15/21 09:21:05 AM,35432.6,23.64,,,,,
224,01/15/21 09:21:15 AM,35422.9,23.64,,,,,
225,01/15/21 09:21:25 AM,35465.0,23.64,,,,,
226,01/15/21 09:21:35 AM,35461.8,23.64,,,,,
227,01/15/21 09:21:45 AM,35435.8,23.64,,,,,
228,01/15/21 09:21:55 AM,35478.0,23.63,,,,,
229,01/15/21 09:22:05 AM,35448.8,23.63,,,,,
230,01/15/21 09:22:15 AM,35458.6,23.63,,,,,
231,01/15/21 09:22:25 AM,35478.0,23.63,,,,,
232,01/15/21 09:22:35 AM,35478.0,23.63,,,,,
233,01/15/21 09:22:45 AM,35465.0,23.63,,,,,
234,01/15/21 09:22:55 AM,35478.0,23.63,,,,,
235,01/15/21 09:23:05 AM,35484.5,23.63,,,,,
236,01/15/21 09:23:15 AM,35465.0,23.63,,,,,
237,01/15/21 09:23:25 AM,35474.8,23.63,,,,,
