Date	Time	high range	temp
1/9/2021	15:57:00	0	23.72
1/9/2021	15:57:01	0	23.74
1/9/2021	15:57:02	0	23.74
1/9/2021	15:57:03	0	23.76
1/9/2021	15:57:04	0	23.77
1/9/2021	15:57:05	0	23.79
1/9/2021	15:57:06	0	23.79
1/9/2021	15:57:07	0	23.79
1/9/2021	15:57:08	0	23.8
1/9/2021	15:57:09	0	23.81
1/9/2021	15:57:10	0	23.8
1/9/2021	15:57:11	0	23.8
1/9/2021	15:57:12	0	23.8
1/9/2021	15:57:13	0	23.8
1/9/2021	15:57:14	0	23.81
1/9/2021	15:57:15	0	23.81
1/9/2021	15:57:16	0	23.81
1/9/2021	15:57:17	0	23.81
1/9/2021	15:57:18	0	23.81
1/9/2021	15:57:19	0	23.82
1/9/2021	15:57:20	0	23.82
1/9/2021	15:57:21	0	23.82
1/9/2021	15:57:22	0	23.82
1/9/2021	15:57:23	0	23.82
1/9/2021	15:57:24	0	23.82
1/9/2021	15:57:25	0	23.83
1/9/2021	15:57:26	0	23.83
1/9/2021	15:57:27	0	23.83
1/9/2021	15:57:28	0	23.85
1/9/2021	15:57:29	0	23.85
1/9/2021	15:57:30	0	23.85
1/9/2021	15:57:31	0	23.85
1/9/2021	15:57:32	0	23.85
1/9/2021	15:57:33	0	23.85
1/9/2021	15:57:34	0	23.86
1/9/2021	15:57:35	0	23.86
1/9/2021	15:57:36	0	23.86
1/9/2021	15:57:37	0	23.86
1/9/2021	15:57:38	0	23.86
1/9/2021	15:57:39	0	23.87
1/9/2021	15:57:40	0	23.87
1/9/2021	15:57:41	0	23.87
1/9/2021	15:57:42	0	23.88
1/9/2021	15:57:43	0	23.88
1/9/2021	15:57:44	0	23.88
1/9/2021	15:57:45	0	23.88
1/9/2021	15:57:46	0	23.88
1/9/2021	15:57:47	0	23.88
1/9/2021	15:57:48	0	23.9
1/9/2021	15:57:49	0	23.9
1/9/2021	15:57:50	0	23.9
1/9/2021	15:57:51	0	23.9
1/9/2021	15:57:52	0	23.9
1/9/2021	15:57:53	0	23.91
1/9/2021	15:57:54	0	23.91
1/9/2021	15:57:55	0	23.91
1/9/2021	15:57:56	0	23.92
1/9/2021	15:57:57	0	23.92
1/9/2021	15:57:58	0	23.92
1/9/2021	15:57:59	0	23.92
1/9/2021	15:58:00	0	23.92
1/9/2021	15:58:01	0	23.92
1/9/2021	15:58:02	0	23.93
1/9/2021	15:58:03	0	23.93
1/9/2021	15:58:04	0	23.93
1/9/2021	15:58:05	0	23.93
1/9/2021	15:58:06	0	23.94
1/9/2021	15:58:07	0	23.94
1/9/2021	15:58:08	0	23.94
1/9/2021	15:58:09	0	23.94
1/9/2021	15:58:10	0	23.94
1/9/2021	15:58:11	0	23.96
1/9/2021	15:58:12	0	23.96
1/9/2021	15:58:13	0	23.96
1/9/2021	15:58:14	0	23.96
1/9/2021	15:58:15	0	23.97
1/9/2021	15:58:16	0	23.97
1/9/2021	15:58:17	0	23.97
1/9/2021	15:58:18	0	23.97
1/9/2021	15:58:19	0	23.97
1/9/2021	15:58:20	0	23.97
1/9/2021	15:58:21	0	23.98
1/9/2021	15:58:22	0	23.98
1/9/2021	15:58:23	0	23.98
1/9/2021	15:58:24	0	23.98
1/9/2021	15:58:25	0	23.98
1/9/2021	15:58:26	0	23.99
1/9/2021	15:58:27	0	23.98
1/9/2021	15:58:28	0	23.99
1/9/2021	15:58:29	0	23.99
1/9/2021	15:58:30	0	23.99
1/9/2021	15:58:31	0	23.99
1/9/2021	15:58:32	0	23.99
1/9/2021	15:58:33	0	24.01
1/9/2021	15:58:34	0	24.01
1/9/2021	15:58:35	0	24.01
1/9/2021	15:58:36	0	24.01
1/9/2021	15:58:37	0	24.01
1/9/2021	15:58:38	0	24.02
1/9/2021	15:58:39	0	24.02
1/9/2021	15:58:40	0	24.02
1/9/2021	15:58:41	0	24.02
1/9/2021	15:58:42	0	24.02
1/9/2021	15:58:43	0	24.03
1/9/2021	15:58:44	0	24.03
1/9/2021	15:58:45	0	24.03
1/9/2021	15:58:46	0	24.03
1/9/2021	15:58:47	0	24.03
1/9/2021	15:58:48	0	24.03
1/9/2021	15:58:49	0	24.03
1/9/2021	15:58:50	0	24.03
1/9/2021	15:58:51	0	24.04
1/9/2021	15:58:52	0	24.04
1/9/2021	15:58:53	0	24.04
1/9/2021	15:58:54	0	24.04
1/9/2021	15:58:55	0	24.04
1/9/2021	15:58:56	0	24.04
1/9/2021	15:58:57	0	24.04
1/9/2021	15:58:58	0	24.04
1/9/2021	15:58:59	0	24.05
1/9/2021	15:59:00	0	24.05
1/9/2021	15:59:01	0	24.05
1/9/2021	15:59:02	0	24.05
1/9/2021	15:59:03	0	24.05
1/9/2021	15:59:04	0	24.05
1/9/2021	15:59:05	0	24.07
1/9/2021	15:59:06	0	24.05
1/9/2021	15:59:07	0	24.05
1/9/2021	15:59:08	0	24.07
1/9/2021	15:59:09	0	24.07
1/9/2021	15:59:10	0	24.07
1/9/2021	15:59:11	0	24.07
1/9/2021	15:59:12	0	24.07
1/9/2021	15:59:13	0	24.07
1/9/2021	15:59:14	0	24.07
1/9/2021	15:59:15	0	24.07
1/9/2021	15:59:16	0	24.07
1/9/2021	15:59:17	0	24.07
1/9/2021	15:59:18	0	24.08
1/9/2021	15:59:19	0	24.08
1/9/2021	15:59:20	0	24.08
1/9/2021	15:59:21	0	24.08
1/9/2021	15:59:22	0	24.08
1/9/2021	15:59:23	0	24.08
1/9/2021	15:59:24	0	24.08
1/9/2021	15:59:25	0	24.08
1/9/2021	15:59:26	0	24.09
1/9/2021	15:59:27	0	24.09
1/9/2021	15:59:28	0	24.08
1/9/2021	15:59:29	0	24.09
1/9/2021	15:59:30	0	24.09
1/9/2021	15:59:31	0	24.09
1/9/2021	15:59:32	0	24.09
1/9/2021	15:59:33	0	24.09
1/9/2021	15:59:34	0	24.09
1/9/2021	15:59:35	0	24.09
1/9/2021	15:59:36	0	24.09
1/9/2021	15:59:37	0	24.09
1/9/2021	15:59:38	0	24.09
1/9/2021	15:59:39	0	24.09
1/9/2021	15:59:40	0	24.1
1/9/2021	15:59:41	0	24.1
1/9/2021	15:59:42	0	24.1
1/9/2021	15:59:43	0	24.1
1/9/2021	15:59:44	0	24.1
1/9/2021	15:59:45	0	24.1
1/9/2021	15:59:46	0	24.1
1/9/2021	15:59:47	0	24.1
1/9/2021	15:59:48	0	24.1
1/9/2021	15:59:49	0	24.1
1/9/2021	15:59:50	0	24.1
1/9/2021	15:59:51	0	24.1
1/9/2021	15:59:52	0	24.1
1/9/2021	15:59:53	0	24.12
1/9/2021	15:59:54	0	24.12
1/9/2021	15:59:55	0	24.12
1/9/2021	15:59:56	0	24.12
1/9/2021	15:59:57	0	24.12
1/9/2021	15:59:58	0	24.12
1/9/2021	15:59:59	0	24.12
1/9/2021	16:00:00	0	24.12
1/9/2021	16:00:01	0	24.12
1/9/2021	16:00:02	0	24.12
1/9/2021	16:00:03	0	24.12
1/9/2021	16:00:04	0	24.12
1/9/2021	16:00:05	0	24.12
1/9/2021	16:00:06	0	24.12
1/9/2021	16:00:07	0	24.12
1/9/2021	16:00:08	0	24.12
1/9/2021	16:00:09	0	24.13
1/9/2021	16:00:10	0	24.13
1/9/2021	16:00:11	0	24.13
1/9/2021	16:00:12	0	24.13
1/9/2021	16:00:13	0	24.12
1/9/2021	16:00:14	0	24.13
1/9/2021	16:00:15	0	24.13
1/9/2021	16:00:16	0	24.13
1/9/2021	16:00:17	0	24.13
1/9/2021	16:00:18	0	24.13
1/9/2021	16:00:19	0	24.13
1/9/2021	16:00:20	0	24.13
1/9/2021	16:00:21	0	24.13
1/9/2021	16:00:22	0	24.13
1/9/2021	16:00:23	0	24.13
1/9/2021	16:00:24	0	24.13
1/9/2021	16:00:25	0	24.13
1/9/2021	16:00:26	0	24.13
1/9/2021	16:00:27	0	24.13
1/9/2021	16:00:28	0	24.13
1/9/2021	16:00:29	0	24.13
1/9/2021	16:00:30	0	24.13
1/9/2021	16:00:31	0	24.13
1/9/2021	16:00:32	0	24.13
1/9/2021	16:00:33	0	24.13
1/9/2021	16:00:34	0	24.13
1/9/2021	16:00:35	0	24.14
1/9/2021	16:00:36	0	24.14
1/9/2021	16:00:37	0	24.13
1/9/2021	16:00:38	0	24.13
1/9/2021	16:00:39	0	24.14
1/9/2021	16:00:40	0	24.14
1/9/2021	16:00:41	0	24.14
1/9/2021	16:00:42	0	24.14
1/9/2021	16:00:43	0	24.13
1/9/2021	16:00:44	0	24.14
1/9/2021	16:00:45	0	24.14
1/9/2021	16:00:46	0	24.14
1/9/2021	16:00:47	0	24.14
1/9/2021	16:00:48	0	24.14
1/9/2021	16:00:49	0	24.14
1/9/2021	16:00:50	0	24.14
1/9/2021	16:00:51	0	24.14
1/9/2021	16:00:52	0	24.14
1/9/2021	16:00:53	0	24.14
1/9/2021	16:00:54	0	24.14
1/9/2021	16:00:55	0	24.14
1/9/2021	16:00:56	0	24.14
1/9/2021	16:00:57	0	24.14
1/9/2021	16:00:58	0	24.14
1/9/2021	16:00:59	0	24.14
1/9/2021	16:01:00	0	24.14
1/9/2021	16:01:01	0	24.14
1/9/2021	16:01:02	0	24.14
1/9/2021	16:01:03	0	24.14
1/9/2021	16:01:04	0	24.14
1/9/2021	16:01:05	0	24.14
1/9/2021	16:01:06	0	24.14
1/9/2021	16:01:07	0	24.14
1/9/2021	16:01:08	0	24.14
1/9/2021	16:01:09	0	24.14
1/9/2021	16:01:10	0	24.14
1/9/2021	16:01:11	0	24.14
1/9/2021	16:01:12	0	24.14
1/9/2021	16:01:13	0	24.14
1/9/2021	16:01:14	0	24.14
1/9/2021	16:01:15	0	24.14
1/9/2021	16:01:16	0	24.14
1/9/2021	16:01:17	0	24.14
1/9/2021	16:01:18	0	24.14
1/9/2021	16:01:19	0	24.14
1/9/2021	16:01:20	0	24.14
1/9/2021	16:01:21	0	24.14
1/9/2021	16:01:22	0	24.15
1/9/2021	16:01:23	0	24.14
1/9/2021	16:01:24	0	24.14
1/9/2021	16:01:25	0	24.14
1/9/2021	16:01:26	0	24.14
1/9/2021	16:01:27	0	24.14
1/9/2021	16:01:28	0	24.14
1/9/2021	16:01:29	0	24.15
1/9/2021	16:01:30	0	24.14
1/9/2021	16:01:31	0	24.14
1/9/2021	16:01:32	0	24.14
1/9/2021	16:01:33	0	24.14
1/9/2021	16:01:34	0	24.14
1/9/2021	16:01:35	0	24.14
1/9/2021	16:01:36	0	24.15
1/9/2021	16:01:37	0	24.14
1/9/2021	16:01:38	0	24.14
1/9/2021	16:01:39	0	24.15
1/9/2021	16:01:40	0	24.14
1/9/2021	16:01:41	0	24.14
1/9/2021	16:01:42	0	24.14
1/9/2021	16:01:43	0	24.14
1/9/2021	16:01:44	0	24.14
1/9/2021	16:01:45	0	24.15
1/9/2021	16:01:46	0	24.14
1/9/2021	16:01:47	0	24.14
1/9/2021	16:01:48	0	24.15
1/9/2021	16:01:49	0	24.14
1/9/2021	16:01:50	0	24.14
1/9/2021	16:01:51	0	24.14
1/9/2021	16:01:52	0	24.14
1/9/2021	16:01:53	0	24.14
1/9/2021	16:01:54	0	24.14
1/9/2021	16:01:55	0	24.14
1/9/2021	16:01:56	0	24.14
1/9/2021	16:01:57	0	24.14
1/9/2021	16:01:58	0	24.14
1/9/2021	16:01:59	0	24.14
1/9/2021	16:02:00	0	24.14
1/9/2021	16:02:01	0	24.14
1/9/2021	16:02:02	0	24.14
1/9/2021	16:02:03	0	24.14
1/9/2021	16:02:04	0	24.14
1/9/2021	16:02:05	0	24.14
1/9/2021	16:02:06	0	24.14
1/9/2021	16:02:07	0	24.14
1/9/2021	16:02:08	0	24.14
1/9/2021	16:02:09	0	24.14
1/9/2021	16:02:10	0	24.14
1/9/2021	16:02:11	0	24.14
1/9/2021	16:02:12	0	24.14
1/9/2021	16:02:13	0	24.14
1/9/2021	16:02:14	0	24.14
1/9/2021	16:02:15	0	24.14
1/9/2021	16:02:16	0	24.14
1/9/2021	16:02:17	0	24.14
1/9/2021	16:02:18	0	24.14
1/9/2021	16:02:19	0	24.14
1/9/2021	16:02:20	0	24.14
1/9/2021	16:02:21	0	24.14
1/9/2021	16:02:22	0	24.14
1/9/2021	16:02:23	0	24.14
1/9/2021	16:02:24	0	24.14
1/9/2021	16:02:25	0	24.14
1/9/2021	16:02:26	0	24.14
1/9/2021	16:02:27	0	24.14
1/9/2021	16:02:28	0	24.14
1/9/2021	16:02:29	0	24.14
1/9/2021	16:02:30	0	24.14
1/9/2021	16:02:31	0	24.14
1/9/2021	16:02:32	0	24.14
1/9/2021	16:02:33	0	24.14
1/9/2021	16:02:34	0	24.14
1/9/2021	16:02:35	0	24.14
1/9/2021	16:02:36	0	24.14
1/9/2021	16:02:37	0	24.14
1/9/2021	16:02:38	0	24.14
1/9/2021	16:02:39	0	24.14
1/9/2021	16:02:40	0	24.14
1/9/2021	16:02:41	0	24.14
1/9/2021	16:02:42	0	24.14
1/9/2021	16:02:43	0	24.14
1/9/2021	16:02:44	0	24.14
1/9/2021	16:02:45	0	24.14
1/9/2021	16:02:46	0	24.14
1/9/2021	16:02:47	0	24.14
1/9/2021	16:02:48	0	24.14
1/9/2021	16:02:49	0	24.14
1/9/2021	16:02:50	0	24.14
1/9/2021	16:02:51	0	24.14
1/9/2021	16:02:52	0	24.14
1/9/2021	16:02:53	0	24.14
1/9/2021	16:02:54	0	24.13
1/9/2021	16:02:55	0	24.13
1/9/2021	16:02:56	0	24.13
1/9/2021	16:02:57	0	24.13
1/9/2021	16:02:58	0	24.13
1/9/2021	16:02:59	0	24.13
1/9/2021	16:03:00	0	24.13
1/9/2021	16:03:01	0	24.13
1/9/2021	16:03:02	0	24.13
1/9/2021	16:03:03	0	24.13
1/9/2021	16:03:04	0	24.13
1/9/2021	16:03:05	0	24.13
1/9/2021	16:03:06	0	24.13
1/9/2021	16:03:07	0	24.13
1/9/2021	16:03:08	0	24.13
1/9/2021	16:03:09	0	24.13
1/9/2021	16:03:10	0	24.13
1/9/2021	16:03:11	0	24.13
1/9/2021	16:03:12	0	24.13
1/9/2021	16:03:13	0	24.13
1/9/2021	16:03:14	0	24.13
1/9/2021	16:03:15	0	24.13
1/9/2021	16:03:16	0	24.13
1/9/2021	16:03:17	0	24.13
1/9/2021	16:03:18	0	24.13
1/9/2021	16:03:19	0	24.13
1/9/2021	16:03:20	0	24.13
1/9/2021	16:03:21	0	24.13
1/9/2021	16:03:22	0	24.13
1/9/2021	16:03:23	0	24.13
1/9/2021	16:03:24	0	24.13
1/9/2021	16:03:25	0	24.13
1/9/2021	16:03:26	0	24.13
1/9/2021	16:03:27	0	24.13
1/9/2021	16:03:28	0	24.13
1/9/2021	16:03:29	0	24.13
1/9/2021	16:03:30	0	24.13
1/9/2021	16:03:31	0	24.13
1/9/2021	16:03:32	0	24.13
1/9/2021	16:03:33	0	24.12
1/9/2021	16:03:34	0	24.13
1/9/2021	16:03:35	0	24.13
1/9/2021	16:03:36	0	24.13
1/9/2021	16:03:37	0	24.13
1/9/2021	16:03:38	0	24.13
1/9/2021	16:03:39	0	24.13
1/9/2021	16:03:40	0	24.13
1/9/2021	16:03:41	0	24.12
1/9/2021	16:03:42	0	24.12
1/9/2021	16:03:43	0	24.13
1/9/2021	16:03:44	0	24.12
1/9/2021	16:03:45	0	24.13
1/9/2021	16:03:46	0	24.12
1/9/2021	16:03:47	0	24.12
1/9/2021	16:03:48	0	24.12
1/9/2021	16:03:49	0	24.12
1/9/2021	16:03:50	0	24.12
1/9/2021	16:03:51	0	24.12
1/9/2021	16:03:52	0	24.12
1/9/2021	16:03:53	0	24.12
1/9/2021	16:03:54	0	24.12
1/9/2021	16:03:55	0	24.12
1/9/2021	16:03:56	0	24.12
1/9/2021	16:03:57	0	24.12
1/9/2021	16:03:58	0	24.12
1/9/2021	16:03:59	0	24.12
1/9/2021	16:04:00	0	24.12
1/9/2021	16:04:01	0	24.12
1/9/2021	16:04:02	0	24.12
1/9/2021	16:04:03	0	24.12
1/9/2021	16:04:04	0	24.12
1/9/2021	16:04:05	0	24.12
