"Plot Title: SGD_011521_318_stable_insitu"
"#","Date Time, GMT-10:00","High Range, μS/cm (LGR S/N: 20739318, SEN S/N: 20739318)","Temp, °C (LGR S/N: 20739318, SEN S/N: 20739318)","Coupler Detached (LGR S/N: 20739318)","Coupler Attached (LGR S/N: 20739318)","Host Connected (LGR S/N: 20739318)","Stopped (LGR S/N: 20739318)","End Of File (LGR S/N: 20739318)"
1,01/15/21 08:41:42 AM,0.0,23.85,,,,,
2,01/15/21 08:41:52 AM,0.0,23.87,,,,,
3,01/15/21 08:41:56 AM,,,Logged,,,,
4,01/15/21 08:42:02 AM,45473.5,23.48,,,,,
5,01/15/21 08:42:12 AM,43725.4,23.47,,,,,
6,01/15/21 08:42:22 AM,43038.6,23.47,,,,,
7,01/15/21 08:42:32 AM,42614.6,23.48,,,,,
8,01/15/21 08:42:42 AM,42270.7,23.48,,,,,
9,01/15/21 08:42:52 AM,42077.8,23.48,,,,,
10,01/15/21 08:43:02 AM,41851.2,23.47,,,,,
11,01/15/21 08:43:12 AM,41680.1,23.47,,,,,
12,01/15/21 08:43:22 AM,41528.8,23.47,,,,,
13,01/15/21 08:43:32 AM,41381.4,23.47,,,,,
14,01/15/21 08:43:42 AM,41278.4,23.46,,,,,
15,01/15/21 08:43:52 AM,41194.4,23.46,,,,,
16,01/15/21 08:44:02 AM,41064.1,23.46,,,,,
17,01/15/21 08:44:12 AM,41014.7,23.46,,,,,
18,01/15/21 08:44:22 AM,40925.3,23.46,,,,,
19,01/15/21 08:44:32 AM,40863.8,23.46,,,,,
20,01/15/21 08:44:42 AM,40774.8,23.46,,,,,
21,01/15/21 08:44:52 AM,40735.1,23.44,,,,,
22,01/15/21 08:45:02 AM,40698.4,23.44,,,,,
23,01/15/21 08:45:12 AM,40640.4,23.44,,,,,
24,01/15/21 08:45:22 AM,40613.0,23.44,,,,,
25,01/15/21 08:45:32 AM,40588.7,23.44,,,,,
26,01/15/21 08:45:42 AM,40534.0,23.44,,,,,
27,01/15/21 08:45:52 AM,40506.6,23.44,,,,,
28,01/15/21 08:46:02 AM,40482.4,23.44,,,,,
29,01/15/21 08:46:12 AM,40433.9,23.44,,,,,
30,01/15/21 08:46:22 AM,40400.7,23.44,,,,,
31,01/15/21 08:46:32 AM,40406.7,23.44,,,,,
32,01/15/21 08:46:42 AM,40358.4,23.44,,,,,
33,01/15/21 08:46:52 AM,40340.3,23.44,,,,,
34,01/15/21 08:47:02 AM,40355.4,23.44,,,,,
35,01/15/21 08:47:12 AM,40304.1,23.44,,,,,
36,01/15/21 08:47:22 AM,40319.2,23.44,,,,,
37,01/15/21 08:47:32 AM,40289.1,23.44,,,,,
38,01/15/21 08:47:42 AM,40259.0,23.44,,,,,
39,01/15/21 08:47:52 AM,40237.9,23.44,,,,,
40,01/15/21 08:48:02 AM,40219.9,23.44,,,,,
41,01/15/21 08:48:12 AM,40201.9,23.44,,,,,
42,01/15/21 08:48:22 AM,0.0,23.31,,,,,
43,01/15/21 08:48:32 AM,1425.2,23.26,,,,,
44,01/15/21 08:48:42 AM,1423.5,23.31,,,,,
45,01/15/21 08:48:52 AM,1423.5,23.32,,,,,
46,01/15/21 08:49:02 AM,1424.0,23.32,,,,,
47,01/15/21 08:49:12 AM,1424.6,23.33,,,,,
48,01/15/21 08:49:22 AM,1424.0,23.33,,,,,
49,01/15/21 08:49:32 AM,1422.4,23.35,,,,,
50,01/15/21 08:49:42 AM,1420.7,23.35,,,,,
51,01/15/21 08:49:52 AM,1420.1,23.35,,,,,
52,01/15/21 08:50:02 AM,1420.1,23.35,,,,,
53,01/15/21 08:50:12 AM,1419.0,23.35,,,,,
54,01/15/21 08:50:22 AM,1417.9,23.35,,,,,
55,01/15/21 08:50:32 AM,1416.7,23.35,,,,,
56,01/15/21 08:50:42 AM,1415.6,23.35,,,,,
57,01/15/21 08:50:52 AM,1415.6,23.35,,,,,
58,01/15/21 08:51:02 AM,1415.6,23.35,,,,,
59,01/15/21 08:51:12 AM,1415.1,23.36,,,,,
60,01/15/21 08:51:22 AM,1414.5,23.36,,,,,
61,01/15/21 08:51:32 AM,1415.6,23.35,,,,,
62,01/15/21 08:51:42 AM,1416.2,23.36,,,,,
63,01/15/21 08:51:52 AM,1417.9,23.36,,,,,
64,01/15/21 08:52:02 AM,1419.5,23.35,,,,,
65,01/15/21 08:52:12 AM,1420.7,23.36,,,,,
