"Plot Title: CT_740_051921"
"#","Date Time, GMT-10:00","High Range, μS/cm (LGR S/N: 20494740, SEN S/N: 20494740, LBL: <Conduct_Hi>55,000)","Temp, °C (LGR S/N: 20494740, SEN S/N: 20494740, LBL: Temperature)","Specific Conductance, μS/cm (LGR S/N: 20494740)","Salinity, ppt (LGR S/N: 20494740)"
1,05/19/21 07:00:00 AM,0.0,24.74,0.0,0.0123
2,05/19/21 07:00:10 AM,0.0,24.74,0.0,0.0123
3,05/19/21 07:00:20 AM,0.0,24.74,0.0,0.0123
4,05/19/21 07:00:30 AM,0.0,24.73,0.0,0.0123
5,05/19/21 07:00:40 AM,0.0,24.73,0.0,0.0123
6,05/19/21 07:00:50 AM,0.0,24.73,0.0,0.0123
7,05/19/21 07:01:00 AM,0.0,24.73,0.0,0.0123
8,05/19/21 07:01:10 AM,0.0,24.73,0.0,0.0123
9,05/19/21 07:01:20 AM,0.0,24.73,0.0,0.0123
10,05/19/21 07:01:30 AM,0.0,24.73,0.0,0.0123
11,05/19/21 07:01:40 AM,0.0,24.73,0.0,0.0123
12,05/19/21 07:01:50 AM,0.0,24.73,0.0,0.0123
13,05/19/21 07:02:00 AM,0.0,24.73,0.0,0.0123
14,05/19/21 07:02:10 AM,0.0,24.72,0.0,0.0123
15,05/19/21 07:02:20 AM,0.0,24.73,0.0,0.0123
16,05/19/21 07:02:30 AM,0.0,24.72,0.0,0.0123
17,05/19/21 07:02:40 AM,0.0,24.72,0.0,0.0123
18,05/19/21 07:02:50 AM,0.0,24.73,0.0,0.0123
19,05/19/21 07:03:00 AM,0.0,24.73,0.0,0.0123
20,05/19/21 07:03:10 AM,0.0,24.73,0.0,0.0123
21,05/19/21 07:03:20 AM,0.0,24.73,0.0,0.0123
22,05/19/21 07:03:30 AM,0.0,24.73,0.0,0.0123
23,05/19/21 07:03:40 AM,0.0,24.73,0.0,0.0123
24,05/19/21 07:03:50 AM,0.0,24.73,0.0,0.0123
25,05/19/21 07:04:00 AM,0.0,24.73,0.0,0.0123
26,05/19/21 07:04:10 AM,0.0,24.73,0.0,0.0123
27,05/19/21 07:04:20 AM,0.0,24.73,0.0,0.0123
28,05/19/21 07:04:30 AM,0.0,24.73,0.0,0.0123
29,05/19/21 07:04:40 AM,0.0,24.73,0.0,0.0123
30,05/19/21 07:04:50 AM,0.0,24.73,0.0,0.0123
31,05/19/21 07:05:00 AM,0.0,24.73,0.0,0.0123
32,05/19/21 07:05:10 AM,0.0,24.73,0.0,0.0123
33,05/19/21 07:05:20 AM,0.0,24.73,0.0,0.0123
34,05/19/21 07:05:30 AM,0.0,24.73,0.0,0.0123
35,05/19/21 07:05:40 AM,0.0,24.73,0.0,0.0123
36,05/19/21 07:05:50 AM,0.0,24.73,0.0,0.0123
37,05/19/21 07:06:00 AM,0.0,24.73,0.0,0.0123
38,05/19/21 07:06:10 AM,0.0,24.73,0.0,0.0123
39,05/19/21 07:06:20 AM,0.0,24.73,0.0,0.0123
40,05/19/21 07:06:30 AM,0.0,24.73,0.0,0.0123
41,05/19/21 07:06:40 AM,0.0,24.73,0.0,0.0123
42,05/19/21 07:06:50 AM,0.0,24.73,0.0,0.0123
43,05/19/21 07:07:00 AM,0.0,24.73,0.0,0.0123
44,05/19/21 07:07:10 AM,0.0,24.73,0.0,0.0123
45,05/19/21 07:07:20 AM,0.0,24.73,0.0,0.0123
46,05/19/21 07:07:30 AM,0.0,24.74,0.0,0.0123
47,05/19/21 07:07:40 AM,0.0,24.74,0.0,0.0123
48,05/19/21 07:07:50 AM,0.0,24.74,0.0,0.0123
49,05/19/21 07:08:00 AM,0.0,24.74,0.0,0.0123
50,05/19/21 07:08:10 AM,0.0,24.74,0.0,0.0123
51,05/19/21 07:08:20 AM,0.0,24.74,0.0,0.0123
52,05/19/21 07:08:30 AM,0.0,24.74,0.0,0.0123
53,05/19/21 07:08:40 AM,0.0,24.74,0.0,0.0123
54,05/19/21 07:08:50 AM,0.0,24.74,0.0,0.0123
55,05/19/21 07:09:00 AM,0.0,24.74,0.0,0.0123
56,05/19/21 07:09:10 AM,0.0,24.74,0.0,0.0123
57,05/19/21 07:09:20 AM,0.0,24.75,0.0,0.0123
58,05/19/21 07:09:30 AM,0.0,24.75,0.0,0.0123
59,05/19/21 07:09:40 AM,0.0,24.75,0.0,0.0123
60,05/19/21 07:09:50 AM,0.0,24.75,0.0,0.0123
61,05/19/21 07:10:00 AM,0.0,24.75,0.0,0.0123
62,05/19/21 07:10:10 AM,0.0,24.75,0.0,0.0123
63,05/19/21 07:10:20 AM,0.0,24.76,0.0,0.0123
64,05/19/21 07:10:30 AM,0.0,24.76,0.0,0.0123
65,05/19/21 07:10:40 AM,0.0,24.76,0.0,0.0123
66,05/19/21 07:10:50 AM,0.0,24.76,0.0,0.0123
67,05/19/21 07:11:00 AM,0.0,24.76,0.0,0.0123
68,05/19/21 07:11:10 AM,0.0,24.76,0.0,0.0123
69,05/19/21 07:11:20 AM,0.0,24.76,0.0,0.0123
70,05/19/21 07:11:30 AM,0.0,24.76,0.0,0.0123
71,05/19/21 07:11:40 AM,0.0,24.78,0.0,0.0123
72,05/19/21 07:11:50 AM,0.0,24.78,0.0,0.0123
73,05/19/21 07:12:00 AM,0.0,24.76,0.0,0.0123
74,05/19/21 07:12:10 AM,0.0,24.78,0.0,0.0123
75,05/19/21 07:12:20 AM,0.0,24.78,0.0,0.0123
76,05/19/21 07:12:30 AM,0.0,24.78,0.0,0.0123
77,05/19/21 07:12:40 AM,0.0,24.78,0.0,0.0123
78,05/19/21 07:12:50 AM,0.0,24.78,0.0,0.0123
79,05/19/21 07:13:00 AM,0.0,24.79,0.0,0.0123
80,05/19/21 07:13:10 AM,0.0,24.79,0.0,0.0123
81,05/19/21 07:13:20 AM,0.0,24.79,0.0,0.0123
82,05/19/21 07:13:30 AM,0.0,24.79,0.0,0.0123
83,05/19/21 07:13:40 AM,0.0,24.79,0.0,0.0123
84,05/19/21 07:13:50 AM,0.0,24.79,0.0,0.0123
85,05/19/21 07:14:00 AM,0.0,24.80,0.0,0.0123
86,05/19/21 07:14:10 AM,0.0,24.80,0.0,0.0123
87,05/19/21 07:14:20 AM,0.0,24.80,0.0,0.0123
88,05/19/21 07:14:30 AM,0.0,24.80,0.0,0.0123
89,05/19/21 07:14:40 AM,0.0,24.80,0.0,0.0123
90,05/19/21 07:14:50 AM,0.0,24.81,0.0,0.0123
91,05/19/21 07:15:00 AM,0.0,24.81,0.0,0.0123
92,05/19/21 07:15:10 AM,0.0,24.81,0.0,0.0123
93,05/19/21 07:15:20 AM,0.0,24.82,0.0,0.0123
94,05/19/21 07:15:30 AM,0.0,24.83,0.0,0.0123
95,05/19/21 07:15:40 AM,0.0,24.83,0.0,0.0123
96,05/19/21 07:15:50 AM,0.0,24.83,0.0,0.0123
97,05/19/21 07:16:00 AM,0.0,24.83,0.0,0.0123
98,05/19/21 07:16:10 AM,0.0,24.84,0.0,0.0123
99,05/19/21 07:16:20 AM,0.0,24.84,0.0,0.0123
100,05/19/21 07:16:30 AM,0.0,24.86,0.0,0.0123
101,05/19/21 07:16:40 AM,0.0,24.86,0.0,0.0123
102,05/19/21 07:16:50 AM,0.0,24.86,0.0,0.0123
103,05/19/21 07:17:00 AM,0.0,24.87,0.0,0.0123
104,05/19/21 07:17:10 AM,0.0,24.88,0.0,0.0123
105,05/19/21 07:17:20 AM,0.0,24.88,0.0,0.0123
106,05/19/21 07:17:30 AM,0.0,24.88,0.0,0.0123
107,05/19/21 07:17:40 AM,0.0,24.89,0.0,0.0123
108,05/19/21 07:17:50 AM,0.0,24.90,0.0,0.0123
109,05/19/21 07:18:00 AM,0.0,24.90,0.0,0.0123
110,05/19/21 07:18:10 AM,0.0,24.91,0.0,0.0123
111,05/19/21 07:18:20 AM,0.0,24.91,0.0,0.0123
