"Plot Title: CT_338_RAD"
"#","Date Time, GMT-10:00","High Range, μS/cm (LGR S/N: 20739338, SEN S/N: 20739338)","Temp, °C (LGR S/N: 20739338, SEN S/N: 20739338)","Coupler Detached (LGR S/N: 20739338)","Coupler Attached (LGR S/N: 20739338)","Stopped (LGR S/N: 20739338)","End Of File (LGR S/N: 20739338)"
1,03/20/22 04:00:00 PM,0.0,30.22,Logged,,,
2,03/20/22 04:01:00 PM,0.0,30.22,,,,
3,03/20/22 04:02:00 PM,0.0,30.24,,,,
4,03/20/22 04:03:00 PM,0.0,30.24,,,,
5,03/20/22 04:04:00 PM,0.0,30.22,,,,
6,03/20/22 04:05:00 PM,0.0,30.20,,,,
7,03/20/22 04:06:00 PM,0.0,30.21,,,,
8,03/20/22 04:07:00 PM,0.0,30.18,,,,
9,03/20/22 04:08:00 PM,0.0,30.16,,,,
10,03/20/22 04:09:00 PM,0.0,30.12,,,,
11,03/20/22 04:10:00 PM,0.0,30.12,,,,
12,03/20/22 04:11:00 PM,0.0,30.10,,,,
13,03/20/22 04:12:00 PM,0.0,30.10,,,,
14,03/20/22 04:13:00 PM,0.0,30.12,,,,
15,03/20/22 04:14:00 PM,0.0,30.09,,,,
16,03/20/22 04:15:00 PM,0.0,30.12,,,,
17,03/20/22 04:16:00 PM,0.0,30.14,,,,
18,03/20/22 04:17:00 PM,0.0,30.12,,,,
19,03/20/22 04:18:00 PM,0.0,30.14,,,,
20,03/20/22 04:19:00 PM,0.0,30.12,,,,
21,03/20/22 04:20:00 PM,0.0,30.12,,,,
22,03/20/22 04:21:00 PM,0.0,30.10,,,,
23,03/20/22 04:22:00 PM,0.0,30.07,,,,
24,03/20/22 04:23:00 PM,0.0,30.06,,,,
25,03/20/22 04:24:00 PM,0.0,30.02,,,,
26,03/20/22 04:25:00 PM,0.0,30.03,,,,
27,03/20/22 04:26:00 PM,0.0,30.03,,,,
28,03/20/22 04:27:00 PM,0.0,30.02,,,,
29,03/20/22 04:28:00 PM,0.0,30.00,,,,
30,03/20/22 04:29:00 PM,0.0,29.98,,,,
31,03/20/22 04:30:00 PM,0.0,30.00,,,,
32,03/20/22 04:31:00 PM,0.0,30.01,,,,
33,03/20/22 04:32:00 PM,0.0,30.10,,,,
34,03/20/22 04:33:00 PM,0.0,30.20,,,,
35,03/20/22 04:34:00 PM,0.0,30.28,,,,
36,03/20/22 04:35:00 PM,0.0,30.36,,,,
37,03/20/22 04:36:00 PM,0.0,30.69,,,,
38,03/20/22 04:37:00 PM,0.0,31.13,,,,
39,03/20/22 04:38:00 PM,0.0,31.40,,,,
40,03/20/22 04:39:00 PM,0.0,31.23,,,,
41,03/20/22 04:40:00 PM,0.0,31.26,,,,
42,03/20/22 04:41:00 PM,0.0,31.32,,,,
43,03/20/22 04:42:00 PM,0.0,31.39,,,,
44,03/20/22 04:43:00 PM,0.0,31.46,,,,
45,03/20/22 04:44:00 PM,0.0,31.56,,,,
46,03/20/22 04:45:00 PM,0.0,31.61,,,,
47,03/20/22 04:46:00 PM,0.0,31.67,,,,
48,03/20/22 04:47:00 PM,0.0,31.70,,,,
49,03/20/22 04:48:00 PM,0.0,31.68,,,,
50,03/20/22 04:49:00 PM,0.0,31.70,,,,
51,03/20/22 04:50:00 PM,0.0,31.68,,,,
52,03/20/22 04:51:00 PM,0.0,31.69,,,,
53,03/20/22 04:52:00 PM,0.0,31.68,,,,
54,03/20/22 04:53:00 PM,0.0,31.70,,,,
55,03/20/22 04:54:00 PM,0.0,31.69,,,,
56,03/20/22 04:55:00 PM,0.0,31.68,,,,
57,03/20/22 04:56:00 PM,0.0,31.67,,,,
58,03/20/22 04:57:00 PM,0.0,31.68,,,,
59,03/20/22 04:58:00 PM,0.0,31.67,,,,
60,03/20/22 04:59:00 PM,0.0,31.67,,,,
61,03/20/22 05:00:00 PM,0.0,31.67,,,,
62,03/20/22 05:01:00 PM,0.0,31.66,,,,
63,03/20/22 05:02:00 PM,0.0,31.63,,,,
64,03/20/22 05:03:00 PM,0.0,31.61,,,,
65,03/20/22 05:04:00 PM,0.0,31.60,,,,
66,03/20/22 05:05:00 PM,0.0,31.58,,,,
67,03/20/22 05:06:00 PM,0.0,31.55,,,,
68,03/20/22 05:07:00 PM,0.0,31.52,,,,
69,03/20/22 05:08:00 PM,0.0,31.49,,,,
70,03/20/22 05:09:00 PM,0.0,31.46,,,,
71,03/20/22 05:10:00 PM,0.0,31.50,,,,
72,03/20/22 05:11:00 PM,0.0,31.37,,,,
73,03/20/22 05:12:00 PM,0.0,31.38,,,,
74,03/20/22 05:13:00 PM,0.0,31.38,,,,
75,03/20/22 05:14:00 PM,0.0,31.35,,,,
