"","date","Serial","TempInSitu_logger","E_Conductivity","EC_Cal.1","TempInSitu","EC_Cal.2","Salinity","Salinity_off"
"1",2021-05-24 11:30:00,"CT_344_Bilge_052421",28.35,47300,63903.6462809917,28.3895867768595,NA,40.1131131693519,40.2061850003566
"2",2021-05-24 11:30:30,"CT_344_Bilge_052421",28.39,47323.9,63927.5462809917,28.4295867768595,NA,40.0961136100948,40.1891854410995
"3",2021-05-24 11:31:00,"CT_344_Bilge_052421",28.39,47234.3,63837.9462809917,28.4295867768595,NA,40.0323244059716,40.1253962369763
"4",2021-05-24 11:31:30,"CT_344_Bilge_052421",28.41,47300,63903.6462809917,28.4495867768595,NA,40.0621065950667,40.1551784260713
"5",2021-05-24 11:32:00,"CT_344_Bilge_052421",28.4,47312,63915.6462809917,28.4395867768595,NA,40.0791421485746,40.1722139795793
"6",2021-05-24 11:32:30,"CT_344_Bilge_052421",28.41,47282.1,63885.7462809917,28.4495867768595,NA,40.0493681134362,40.1424399444408
"7",2021-05-24 11:33:00,"CT_344_Bilge_052421",28.4,47258.2,63861.8462809917,28.4395867768595,NA,40.0408478421897,40.1339196731943
"8",2021-05-24 11:33:30,"CT_344_Bilge_052421",28.41,47353.9,63957.5462809917,28.4495867768595,NA,40.1004687103025,40.1935405413072
"9",2021-05-24 11:34:00,"CT_344_Bilge_052421",28.4,47282.1,63885.7462809917,28.4395867768595,NA,40.0578588233086,40.1509306543132
"10",2021-05-24 11:34:30,"CT_344_Bilge_052421",28.42,47270.1,63873.7462809917,28.4595867768595,NA,40.0323429479524,40.125414778957
"11",2021-05-24 11:35:00,"CT_344_Bilge_052421",28.42,47353.9,63957.5462809917,28.4595867768595,NA,40.0919698025318,40.1850416335365
"12",2021-05-24 11:35:30,"CT_344_Bilge_052421",28.42,47323.9,63927.5462809917,28.4595867768595,NA,40.0706218634169,40.1636936944215
"13",2021-05-24 11:36:00,"CT_344_Bilge_052421",28.44,47323.9,63927.5462809917,28.4795867768595,NA,40.0536425230516,40.1467143540563
"14",2021-05-24 11:36:30,"CT_344_Bilge_052421",28.41,47246.2,63849.8462809917,28.4495867768595,NA,40.0238221518885,40.1168939828931
"15",2021-05-24 11:37:00,"CT_344_Bilge_052421",28.41,47300,63903.6462809917,28.4495867768595,NA,40.0621065950667,40.1551784260713
"16",2021-05-24 11:37:30,"CT_344_Bilge_052421",28.41,47288.1,63891.7462809917,28.4495867768595,NA,40.0536379154594,40.146709746464
"17",2021-05-24 11:38:00,"CT_344_Bilge_052421",28.39,47246.2,63849.8462809917,28.4295867768595,NA,40.040795371818,40.1338672028226
"18",2021-05-24 11:38:30,"CT_344_Bilge_052421",28.38,47353.9,63957.5462809917,28.4195867768595,NA,40.1259836445145,40.2190554755191
"19",2021-05-24 11:39:00,"CT_344_Bilge_052421",28.42,47323.9,63927.5462809917,28.4595867768595,NA,40.0706218634169,40.1636936944215
"20",2021-05-24 11:39:30,"CT_344_Bilge_052421",28.41,47276.1,63879.7462809917,28.4495867768595,NA,40.0450983921734,40.138170223178
