"","date","Serial","TempInSitu_logger","E_Conductivity","EC_Cal.1","TempInSitu","EC_Cal.2","Salinity","Salinity_off"
"1",2021-05-24 11:30:00,"CT_326_Bilge_052421",28.64,38477.5,57762.620661157,28.3423140495868,NA,35.8151321582848,35.7860714843077
"2",2021-05-24 11:30:30,"CT_326_Bilge_052421",28.68,38491.5,57776.620661157,28.3823140495868,NA,35.79464082216,35.7655801481829
"3",2021-05-24 11:31:00,"CT_326_Bilge_052421",28.67,38537.1,57822.220661157,28.3723140495868,NA,35.8340891702435,35.8050284962664
"4",2021-05-24 11:31:30,"CT_326_Bilge_052421",28.69,38512.6,57797.720661157,28.3923140495868,NA,35.8018213568168,35.7727606828397
"5",2021-05-24 11:32:00,"CT_326_Bilge_052421",28.8,38512.6,57797.720661157,28.5023140495868,NA,35.7187538900385,35.6896932160613
"6",2021-05-24 11:32:30,"CT_326_Bilge_052421",28.8,38526.6,57811.720661157,28.5023140495868,NA,35.728514480771,35.6994538067939
"7",2021-05-24 11:33:00,"CT_326_Bilge_052421",28.8,38533.6,57818.720661157,28.5023140495868,NA,35.733394940939,35.7043342669619
"8",2021-05-24 11:33:30,"CT_326_Bilge_052421",28.73,38516.1,57801.220661157,28.4323140495868,NA,35.7740212600199,35.7449605860428
"9",2021-05-24 11:34:00,"CT_326_Bilge_052421",28.73,38533.6,57818.720661157,28.4323140495868,NA,35.7862407977388,35.7571801237617
"10",2021-05-24 11:34:30,"CT_326_Bilge_052421",28.75,38551.2,57836.320661157,28.4523140495868,NA,35.7834132800405,35.7543526060633
"11",2021-05-24 11:35:00,"CT_326_Bilge_052421",28.73,38509.1,57794.220661157,28.4323140495868,NA,35.7691336376363,35.7400729636592
"12",2021-05-24 11:35:30,"CT_326_Bilge_052421",28.74,38537.1,57822.220661157,28.4423140495868,NA,35.7811267999458,35.7520661259686
"13",2021-05-24 11:36:00,"CT_326_Bilge_052421",28.71,38526.6,57811.720661157,28.4123140495868,NA,35.7964737430177,35.7674130690405
"14",2021-05-24 11:36:30,"CT_326_Bilge_052421",28.76,38558.2,57843.320661157,28.4623140495868,NA,35.7807436140758,35.7516829400987
