"","date","Serial","TempInSitu_logger","E_Conductivity","EC_Cal.1","TempInSitu","EC_Cal.2","Salinity"
"1",2021-05-24 08:00:00,"CT_738_Sled_052421",27.52,40624.7,57413.6016528926,26.9857851239669,NA,36.6165542551075
"2",2021-05-24 08:00:30,"CT_738_Sled_052421",27.55,40673.7,57462.6016528926,27.0157851239669,NA,36.6281337717735
"3",2021-05-24 08:01:00,"CT_738_Sled_052421",27.57,40657.3,57446.2016528926,27.0357851239669,NA,36.6005538595517
"4",2021-05-24 08:01:30,"CT_738_Sled_052421",27.62,40695.4,57484.3016528926,27.0857851239669,NA,36.5885266572761
"5",2021-05-24 08:02:00,"CT_738_Sled_052421",27.61,40635.6,57424.5016528926,27.0757851239669,NA,36.5534366861086
"6",2021-05-24 08:02:30,"CT_738_Sled_052421",27.62,40690,57478.9016528926,27.0857851239669,NA,36.5846469165156
"7",2021-05-24 08:03:00,"CT_738_Sled_052421",27.66,40668.2,57457.1016528926,27.1257851239669,NA,36.5375095799394
"8",2021-05-24 08:03:30,"CT_738_Sled_052421",27.61,40118.5,56907.4016528926,27.0757851239669,NA,36.1822166595887
"9",2021-05-24 08:04:00,"CT_738_Sled_052421",27.6,40651.9,57440.8016528926,27.0657851239669,NA,36.5730246674869
"10",2021-05-24 08:04:30,"CT_738_Sled_052421",27.62,40668.2,57457.1016528926,27.0857851239669,NA,36.5689849557912
"11",2021-05-24 08:05:00,"CT_738_Sled_052421",27.61,40608.4,57397.3016528926,27.0757851239669,NA,36.5338944675217
"12",2021-05-24 08:05:30,"CT_738_Sled_052421",27.61,40630.1,57419.0016528926,27.0757851239669,NA,36.5494849943308
"13",2021-05-24 08:06:00,"CT_738_Sled_052421",27.59,40630.1,57419.0016528926,27.0557851239669,NA,36.5652332525891
"14",2021-05-24 08:06:30,"CT_738_Sled_052421",27.58,40646.4,57435.3016528926,27.0457851239669,NA,36.5848310354841
"15",2021-05-24 08:07:00,"CT_738_Sled_052421",27.51,40440.5,57229.4016528926,26.9757851239669,NA,36.4918551273618
"16",2021-05-24 08:07:30,"CT_738_Sled_052421",27.5,40602.9,57391.8016528926,26.9657851239669,NA,36.616651629227
"17",2021-05-24 08:08:00,"CT_738_Sled_052421",27.48,40532.4,57321.3016528926,26.9457851239669,NA,36.5816646486636
"18",2021-05-24 08:08:30,"CT_738_Sled_052421",27.47,40532.4,57321.3016528926,26.9357851239669,NA,36.5895587491578
"19",2021-05-24 08:09:00,"CT_738_Sled_052421",27.49,40602.9,57391.8016528926,26.9557851239669,NA,36.6245513171094
"20",2021-05-24 08:09:30,"CT_738_Sled_052421",27.49,40581.2,57370.1016528926,26.9557851239669,NA,36.6089205532312
"21",2021-05-24 08:10:00,"CT_738_Sled_052421",27.49,40570.4,57359.3016528926,26.9557851239669,NA,36.6011416009228
"22",2021-05-24 08:10:30,"CT_738_Sled_052421",27.49,40499.9,57288.8016528926,26.9557851239669,NA,36.5503690901896
"23",2021-05-24 08:11:00,"CT_738_Sled_052421",27.5,40408.1,57197.0016528926,26.9657851239669,NA,36.4764058769531
"24",2021-05-24 08:11:30,"CT_738_Sled_052421",27.52,40467.5,57256.4016528926,26.9857851239669,NA,36.5034137915394
"25",2021-05-24 08:12:00,"CT_738_Sled_052421",27.53,40581.2,57370.1016528926,26.9957851239669,NA,36.5773528157593
"26",2021-05-24 08:12:30,"CT_738_Sled_052421",27.56,40467.5,57256.4016528926,27.0257851239669,NA,36.4719529469751
