"","date","Serial","TempInSitu_logger","E_Conductivity","EC_Cal.1","TempInSitu","EC_Cal.2","Salinity"
"1",2021-05-24 08:00:00,"CT_317_Casting_052421",24.27,65.1,25218.4527060783,24.2557535387177,NA,15.6000432864756
"2",2021-05-24 08:00:03,"CT_317_Casting_052421",24.27,0,25153.3527060783,24.2557535387177,NA,15.5559466359321
"3",2021-05-24 08:00:06,"CT_317_Casting_052421",24.27,0,25153.3527060783,24.2557535387177,NA,15.5559466359321
"4",2021-05-24 08:00:09,"CT_317_Casting_052421",24.25,0,25153.3527060783,24.2357535387177,NA,15.5628283929421
"5",2021-05-24 08:00:12,"CT_317_Casting_052421",24.27,0,25153.3527060783,24.2557535387177,NA,15.5559466359321
"6",2021-05-24 08:00:15,"CT_317_Casting_052421",24.27,0,25153.3527060783,24.2557535387177,NA,15.5559466359321
"7",2021-05-24 08:00:18,"CT_317_Casting_052421",24.27,0,25153.3527060783,24.2557535387177,NA,15.5559466359321
"8",2021-05-24 08:00:21,"CT_317_Casting_052421",24.27,0,25153.3527060783,24.2557535387177,NA,15.5559466359321
"9",2021-05-24 08:00:24,"CT_317_Casting_052421",24.27,0,25153.3527060783,24.2557535387177,NA,15.5559466359321
"10",2021-05-24 08:00:27,"CT_317_Casting_052421",24.27,0,25153.3527060783,24.2557535387177,NA,15.5559466359321
"11",2021-05-24 08:00:30,"CT_317_Casting_052421",24.27,0,25153.3527060783,24.2557535387177,NA,15.5559466359321
"12",2021-05-24 08:00:33,"CT_317_Casting_052421",24.27,0,25153.3527060783,24.2557535387177,NA,15.5559466359321
"13",2021-05-24 08:00:36,"CT_317_Casting_052421",24.27,0,25153.3527060783,24.2557535387177,NA,15.5559466359321
"14",2021-05-24 08:00:39,"CT_317_Casting_052421",24.27,0,25153.3527060783,24.2557535387177,NA,15.5559466359321
"15",2021-05-24 08:00:42,"CT_317_Casting_052421",24.27,0,25153.3527060783,24.2557535387177,NA,15.5559466359321
"16",2021-05-24 08:00:45,"CT_317_Casting_052421",24.27,0,25153.3527060783,24.2557535387177,NA,15.5559466359321
"17",2021-05-24 08:00:48,"CT_317_Casting_052421",24.27,0,25153.3527060783,24.2557535387177,NA,15.5559466359321
"18",2021-05-24 08:00:51,"CT_317_Casting_052421",24.27,0,25153.3527060783,24.2557535387177,NA,15.5559466359321
"19",2021-05-24 08:00:54,"CT_317_Casting_052421",24.27,0,25153.3527060783,24.2557535387177,NA,15.5559466359321
"20",2021-05-24 08:00:57,"CT_317_Casting_052421",24.27,65.1,25218.4527060783,24.2557535387177,NA,15.6000432864756
"21",2021-05-24 08:01:00,"CT_317_Casting_052421",24.27,0,25153.3527060783,24.2557535387177,NA,15.5559466359321
"22",2021-05-24 08:01:03,"CT_317_Casting_052421",24.27,0,25153.3527060783,24.2557535387177,NA,15.5559466359321
"23",2021-05-24 08:01:06,"CT_317_Casting_052421",24.27,0,25153.3527060783,24.2557535387177,NA,15.5559466359321
"24",2021-05-24 08:01:09,"CT_317_Casting_052421",24.27,0,25153.3527060783,24.2557535387177,NA,15.5559466359321
"25",2021-05-24 08:01:12,"CT_317_Casting_052421",24.27,65.1,25218.4527060783,24.2557535387177,NA,15.6000432864756
"26",2021-05-24 08:01:15,"CT_317_Casting_052421",24.27,0,25153.3527060783,24.2557535387177,NA,15.5559466359321
"27",2021-05-24 08:01:18,"CT_317_Casting_052421",24.27,0,25153.3527060783,24.2557535387177,NA,15.5559466359321
"28",2021-05-24 08:01:21,"CT_317_Casting_052421",24.27,0,25153.3527060783,24.2557535387177,NA,15.5559466359321
"29",2021-05-24 08:01:24,"CT_317_Casting_052421",24.27,0,25153.3527060783,24.2557535387177,NA,15.5559466359321
"30",2021-05-24 08:01:27,"CT_317_Casting_052421",24.27,0,25153.3527060783,24.2557535387177,NA,15.5559466359321
"31",2021-05-24 08:01:30,"CT_317_Casting_052421",24.27,0,25153.3527060783,24.2557535387177,NA,15.5559466359321
"32",2021-05-24 08:01:33,"CT_317_Casting_052421",24.27,0,25153.3527060783,24.2557535387177,NA,15.5559466359321
"33",2021-05-24 08:01:36,"CT_317_Casting_052421",24.27,0,25153.3527060783,24.2557535387177,NA,15.5559466359321
"34",2021-05-24 08:01:39,"CT_317_Casting_052421",24.27,0,25153.3527060783,24.2557535387177,NA,15.5559466359321
"35",2021-05-24 08:01:42,"CT_317_Casting_052421",24.27,0,25153.3527060783,24.2557535387177,NA,15.5559466359321
"36",2021-05-24 08:01:45,"CT_317_Casting_052421",24.27,65.1,25218.4527060783,24.2557535387177,NA,15.6000432864756
"37",2021-05-24 08:01:48,"CT_317_Casting_052421",24.27,0,25153.3527060783,24.2557535387177,NA,15.5559466359321
"38",2021-05-24 08:01:51,"CT_317_Casting_052421",24.27,0,25153.3527060783,24.2557535387177,NA,15.5559466359321
"39",2021-05-24 08:01:54,"CT_317_Casting_052421",24.27,0,25153.3527060783,24.2557535387177,NA,15.5559466359321
"40",2021-05-24 08:01:57,"CT_317_Casting_052421",24.27,0,25153.3527060783,24.2557535387177,NA,15.5559466359321
"41",2021-05-24 08:02:00,"CT_317_Casting_052421",24.27,0,25153.3527060783,24.2557535387177,NA,15.5559466359321
"42",2021-05-24 08:02:03,"CT_317_Casting_052421",24.27,0,25153.3527060783,24.2557535387177,NA,15.5559466359321
"43",2021-05-24 08:02:06,"CT_317_Casting_052421",24.27,65.1,25218.4527060783,24.2557535387177,NA,15.6000432864756
"44",2021-05-24 08:02:09,"CT_317_Casting_052421",24.27,0,25153.3527060783,24.2557535387177,NA,15.5559466359321
"45",2021-05-24 08:02:12,"CT_317_Casting_052421",24.27,0,25153.3527060783,24.2557535387177,NA,15.5559466359321
"46",2021-05-24 08:02:15,"CT_317_Casting_052421",24.28,0,25153.3527060783,24.2657535387177,NA,15.5525076583713
"47",2021-05-24 08:02:18,"CT_317_Casting_052421",24.27,0,25153.3527060783,24.2557535387177,NA,15.5559466359321
"48",2021-05-24 08:02:21,"CT_317_Casting_052421",24.27,0,25153.3527060783,24.2557535387177,NA,15.5559466359321
"49",2021-05-24 08:02:24,"CT_317_Casting_052421",24.27,0,25153.3527060783,24.2557535387177,NA,15.5559466359321
"50",2021-05-24 08:02:27,"CT_317_Casting_052421",24.27,0,25153.3527060783,24.2557535387177,NA,15.5559466359321
"51",2021-05-24 08:02:30,"CT_317_Casting_052421",24.27,0,25153.3527060783,24.2557535387177,NA,15.5559466359321
"52",2021-05-24 08:02:33,"CT_317_Casting_052421",24.27,0,25153.3527060783,24.2557535387177,NA,15.5559466359321
"53",2021-05-24 08:02:36,"CT_317_Casting_052421",24.28,0,25153.3527060783,24.2657535387177,NA,15.5525076583713
"54",2021-05-24 08:02:39,"CT_317_Casting_052421",24.28,65.1,25218.4527060783,24.2657535387177,NA,15.5965944856332
"55",2021-05-24 08:02:42,"CT_317_Casting_052421",24.27,0,25153.3527060783,24.2557535387177,NA,15.5559466359321
"56",2021-05-24 08:02:45,"CT_317_Casting_052421",24.27,0,25153.3527060783,24.2557535387177,NA,15.5559466359321
"57",2021-05-24 08:02:48,"CT_317_Casting_052421",24.27,0,25153.3527060783,24.2557535387177,NA,15.5559466359321
"58",2021-05-24 08:02:51,"CT_317_Casting_052421",24.27,0,25153.3527060783,24.2557535387177,NA,15.5559466359321
"59",2021-05-24 08:02:54,"CT_317_Casting_052421",24.27,0,25153.3527060783,24.2557535387177,NA,15.5559466359321
"60",2021-05-24 08:02:57,"CT_317_Casting_052421",24.27,0,25153.3527060783,24.2557535387177,NA,15.5559466359321
"61",2021-05-24 08:03:00,"CT_317_Casting_052421",24.28,0,25153.3527060783,24.2657535387177,NA,15.5525076583713
"62",2021-05-24 08:03:03,"CT_317_Casting_052421",24.28,0,25153.3527060783,24.2657535387177,NA,15.5525076583713
"63",2021-05-24 08:03:06,"CT_317_Casting_052421",24.27,0,25153.3527060783,24.2557535387177,NA,15.5559466359321
"64",2021-05-24 08:03:09,"CT_317_Casting_052421",24.28,0,25153.3527060783,24.2657535387177,NA,15.5525076583713
"65",2021-05-24 08:03:12,"CT_317_Casting_052421",24.28,0,25153.3527060783,24.2657535387177,NA,15.5525076583713
"66",2021-05-24 08:03:15,"CT_317_Casting_052421",24.28,0,25153.3527060783,24.2657535387177,NA,15.5525076583713
"67",2021-05-24 08:03:18,"CT_317_Casting_052421",24.28,0,25153.3527060783,24.2657535387177,NA,15.5525076583713
"68",2021-05-24 08:03:21,"CT_317_Casting_052421",24.27,0,25153.3527060783,24.2557535387177,NA,15.5559466359321
"69",2021-05-24 08:03:24,"CT_317_Casting_052421",24.28,0,25153.3527060783,24.2657535387177,NA,15.5525076583713
"70",2021-05-24 08:03:27,"CT_317_Casting_052421",24.28,0,25153.3527060783,24.2657535387177,NA,15.5525076583713
"71",2021-05-24 08:03:30,"CT_317_Casting_052421",24.28,0,25153.3527060783,24.2657535387177,NA,15.5525076583713
"72",2021-05-24 08:03:33,"CT_317_Casting_052421",24.28,0,25153.3527060783,24.2657535387177,NA,15.5525076583713
"73",2021-05-24 08:03:36,"CT_317_Casting_052421",24.28,0,25153.3527060783,24.2657535387177,NA,15.5525076583713
"74",2021-05-24 08:03:39,"CT_317_Casting_052421",24.28,0,25153.3527060783,24.2657535387177,NA,15.5525076583713
"75",2021-05-24 08:03:42,"CT_317_Casting_052421",24.27,0,25153.3527060783,24.2557535387177,NA,15.5559466359321
"76",2021-05-24 08:03:45,"CT_317_Casting_052421",24.28,0,25153.3527060783,24.2657535387177,NA,15.5525076583713
"77",2021-05-24 08:03:48,"CT_317_Casting_052421",24.28,0,25153.3527060783,24.2657535387177,NA,15.5525076583713
"78",2021-05-24 08:03:51,"CT_317_Casting_052421",24.28,0,25153.3527060783,24.2657535387177,NA,15.5525076583713
"79",2021-05-24 08:03:54,"CT_317_Casting_052421",24.28,0,25153.3527060783,24.2657535387177,NA,15.5525076583713
"80",2021-05-24 08:03:57,"CT_317_Casting_052421",24.28,0,25153.3527060783,24.2657535387177,NA,15.5525076583713
"81",2021-05-24 08:04:00,"CT_317_Casting_052421",24.28,0,25153.3527060783,24.2657535387177,NA,15.5525076583713
"82",2021-05-24 08:04:03,"CT_317_Casting_052421",24.28,0,25153.3527060783,24.2657535387177,NA,15.5525076583713
"83",2021-05-24 08:04:06,"CT_317_Casting_052421",24.28,0,25153.3527060783,24.2657535387177,NA,15.5525076583713
"84",2021-05-24 08:04:09,"CT_317_Casting_052421",24.28,0,25153.3527060783,24.2657535387177,NA,15.5525076583713
"85",2021-05-24 08:04:12,"CT_317_Casting_052421",24.28,0,25153.3527060783,24.2657535387177,NA,15.5525076583713
"86",2021-05-24 08:04:15,"CT_317_Casting_052421",24.28,0,25153.3527060783,24.2657535387177,NA,15.5525076583713
"87",2021-05-24 08:04:18,"CT_317_Casting_052421",24.28,0,25153.3527060783,24.2657535387177,NA,15.5525076583713
"88",2021-05-24 08:04:21,"CT_317_Casting_052421",24.28,0,25153.3527060783,24.2657535387177,NA,15.5525076583713
"89",2021-05-24 08:04:24,"CT_317_Casting_052421",24.28,0,25153.3527060783,24.2657535387177,NA,15.5525076583713
"90",2021-05-24 08:04:27,"CT_317_Casting_052421",24.29,0,25153.3527060783,24.2757535387177,NA,15.5490699472872
"91",2021-05-24 08:04:30,"CT_317_Casting_052421",24.29,0,25153.3527060783,24.2757535387177,NA,15.5490699472872
"92",2021-05-24 08:04:33,"CT_317_Casting_052421",24.3,0,25153.3527060783,24.2857535387177,NA,15.5456335020658
"93",2021-05-24 08:04:36,"CT_317_Casting_052421",24.29,0,25153.3527060783,24.2757535387177,NA,15.5490699472872
"94",2021-05-24 08:04:39,"CT_317_Casting_052421",24.32,0,25153.3527060783,24.3057535387177,NA,15.5387644067565
"95",2021-05-24 08:04:42,"CT_317_Casting_052421",24.33,0,25153.3527060783,24.3157535387177,NA,15.5353317554422
"96",2021-05-24 08:04:45,"CT_317_Casting_052421",24.33,0,25153.3527060783,24.3157535387177,NA,15.5353317554422
"97",2021-05-24 08:04:48,"CT_317_Casting_052421",24.33,0,25153.3527060783,24.3157535387177,NA,15.5353317554422
"98",2021-05-24 08:04:51,"CT_317_Casting_052421",24.33,0,25153.3527060783,24.3157535387177,NA,15.5353317554422
"99",2021-05-24 08:04:54,"CT_317_Casting_052421",24.33,0,25153.3527060783,24.3157535387177,NA,15.5353317554422
"100",2021-05-24 08:04:57,"CT_317_Casting_052421",24.32,0,25153.3527060783,24.3057535387177,NA,15.5387644067565
"101",2021-05-24 08:05:00,"CT_317_Casting_052421",24.35,65.1,25218.4527060783,24.3357535387177,NA,15.5724884078327
"102",2021-05-24 08:05:03,"CT_317_Casting_052421",24.36,0,25153.3527060783,24.3457535387177,NA,15.5250413795111
"103",2021-05-24 08:05:06,"CT_317_Casting_052421",24.36,0,25153.3527060783,24.3457535387177,NA,15.5250413795111
"104",2021-05-24 08:05:09,"CT_317_Casting_052421",24.39,65.1,25218.4527060783,24.3757535387177,NA,15.5587413670941
"105",2021-05-24 08:05:12,"CT_317_Casting_052421",24.39,0,25153.3527060783,24.3757535387177,NA,15.5147623577517
"106",2021-05-24 08:05:15,"CT_317_Casting_052421",26.96,35874.1,61027.4527060783,26.9457535387177,NA,39.2675493155392
"107",2021-05-24 08:05:18,"CT_317_Casting_052421",26.86,35833.6,60986.9527060783,26.8457535387177,NA,39.3230307775714
"108",2021-05-24 08:05:21,"CT_317_Casting_052421",27.04,35843.7,60997.0527060783,27.0257535387177,NA,39.1775892699452
"109",2021-05-24 08:05:24,"CT_317_Casting_052421",26.96,35796.5,60949.8527060783,26.9457535387177,NA,39.2109802699022
"110",2021-05-24 08:05:27,"CT_317_Casting_052421",27.02,35796.5,60949.8527060783,27.0057535387177,NA,39.1601600352564
"111",2021-05-24 08:05:30,"CT_317_Casting_052421",26.96,35729.2,60882.5527060783,26.9457535387177,NA,39.1619312455636
"112",2021-05-24 08:05:33,"CT_317_Casting_052421",27.02,35746,60899.3527060783,27.0057535387177,NA,39.1234034033307
"113",2021-05-24 08:05:36,"CT_317_Casting_052421",26.98,35715.8,60869.1527060783,26.9657535387177,NA,39.1352403990121
"114",2021-05-24 08:05:39,"CT_317_Casting_052421",27.02,35732.6,60885.9527060783,27.0057535387177,NA,39.1136511662099
"115",2021-05-24 08:05:42,"CT_317_Casting_052421",27.09,35749.4,60902.7527060783,27.0757535387177,NA,39.0667806218799
"116",2021-05-24 08:05:45,"CT_317_Casting_052421",27.08,35756.1,60909.4527060783,27.0657535387177,NA,39.0800837255659
"117",2021-05-24 08:05:48,"CT_317_Casting_052421",27.07,35705.8,60859.1527060783,27.0557535387177,NA,39.0519557574651
"118",2021-05-24 08:05:51,"CT_317_Casting_052421",27.09,35722.5,60875.8527060783,27.0757535387177,NA,39.0472341745598
"119",2021-05-24 08:05:54,"CT_317_Casting_052421",27.08,35752.7,60906.0527060783,27.0657535387177,NA,39.07761247176
