"","date","Serial","TempInSitu_logger","E_Conductivity","EC_Cal.1","TempInSitu","EC_Cal.2","Salinity","Salinity_off"
"1",2021-05-24 11:30:00,"CT_355_052421",28.43,39810.4,58177.4826446281,28.4662809917355,NA,36.0110566587818,35.9818986629958
"2",2021-05-24 11:30:30,"CT_355_052421",28.48,39815,58182.0826446281,28.5162809917355,NA,35.9762794124751,35.947121416689
"3",2021-05-24 11:31:00,"CT_355_052421",28.48,39810.4,58177.4826446281,28.5162809917355,NA,35.9730694687467,35.9439114729607
"4",2021-05-24 11:31:30,"CT_355_052421",28.48,39878.6,58245.6826446281,28.5162809917355,NA,36.0206652326972,35.9915072369111
"5",2021-05-24 11:32:00,"CT_355_052421",28.41,39792.3,58159.3826446281,28.4462809917355,NA,36.0136212140653,35.9844632182792
"6",2021-05-24 11:32:30,"CT_355_052421",28.46,39824.1,58191.1826446281,28.4962809917355,NA,35.9978205993489,35.9686626035628
"7",2021-05-24 11:33:00,"CT_355_052421",28.46,39819.5,58186.5826446281,28.4962809917355,NA,35.9946091649143,35.9654511691282
"8",2021-05-24 11:33:30,"CT_355_052421",28.5,39828.6,58195.6826446281,28.5362809917355,NA,35.97058843624,35.9414304404539
"9",2021-05-24 11:34:00,"CT_355_052421",28.48,39855.8,58222.8826446281,28.5162809917355,NA,36.0047522927917,35.9755942970056
"10",2021-05-24 11:34:30,"CT_355_052421",28.46,39774.2,58141.2826446281,28.4962809917355,NA,35.9629860510957,35.9338280553096
"11",2021-05-24 11:35:00,"CT_355_052421",28.44,39824.1,58191.1826446281,28.4762809917355,NA,36.0130223354165,35.9838643396305
"12",2021-05-24 11:35:30,"CT_355_052421",28.48,39805.9,58172.9826446281,28.5162809917355,NA,35.9699293522789,35.9407713564928
"13",2021-05-24 11:36:00,"CT_355_052421",28.42,39805.9,58172.9826446281,28.4562809917355,NA,36.0155179781716,35.9863599823855
"14",2021-05-24 11:36:30,"CT_355_052421",28.49,39805.9,58172.9826446281,28.5262809917355,NA,35.9623406884889,35.9331826927028
"15",2021-05-24 11:37:00,"CT_355_052421",28.48,39774.2,58141.2826446281,28.5162809917355,NA,35.9478102618403,35.9186522660542
"16",2021-05-24 11:37:30,"CT_355_052421",28.41,39778.7,58145.7826446281,28.4462809917355,NA,36.0041173086203,35.9749593128342
"17",2021-05-24 11:38:00,"CT_355_052421",28.43,39792.3,58159.3826446281,28.4662809917355,NA,35.9984129406487,35.9692549448627
"18",2021-05-24 11:38:30,"CT_355_052421",28.43,39778.7,58145.7826446281,28.4662809917355,NA,35.9889131721082,35.9597551763221
"19",2021-05-24 11:39:00,"CT_355_052421",28.48,39824.1,58191.1826446281,28.5162809917355,NA,35.9826296582099,35.9534716624238
"20",2021-05-24 11:39:30,"CT_355_052421",28.43,39805.9,58172.9826446281,28.4662809917355,NA,36.0079131242758,35.9787551284897
"21",2021-05-24 11:40:00,"CT_355_052421",28.52,39837.7,58204.7826446281,28.5562809917355,NA,35.961762691823,35.9326046960369
"22",2021-05-24 11:40:30,"CT_355_052421",28.47,39801.4,58168.4826446281,28.5062809917355,NA,35.9743799570602,35.9452219612741
"23",2021-05-24 11:41:00,"CT_355_052421",28.5,39819.5,58186.5826446281,28.5362809917355,NA,35.9642408602216,35.9350828644355
"24",2021-05-24 11:41:30,"CT_355_052421",28.46,39742.5,58109.5826446281,28.4962809917355,NA,35.9408595885439,35.9117015927578
"25",2021-05-24 11:42:00,"CT_355_052421",28.43,39869.5,58236.5826446281,28.4662809917355,NA,36.0523459628786,36.0231879670925
"26",2021-05-24 11:42:30,"CT_355_052421",28.5,39846.8,58213.8826446281,28.5362809917355,NA,35.9832841445261,35.95412614874
"27",2021-05-24 11:43:00,"CT_355_052421",28.49,39837.7,58204.7826446281,28.5262809917355,NA,35.9845269915942,35.9553689958081
"28",2021-05-24 11:43:30,"CT_355_052421",28.46,39801.4,58168.4826446281,28.4962809917355,NA,35.9819733291333,35.9528153333472
"29",2021-05-24 11:44:00,"CT_355_052421",28.44,39828.6,58195.6826446281,28.4762809917355,NA,36.0161653695487,35.9870073737627
"30",2021-05-24 11:44:30,"CT_355_052421",28.49,39801.4,58168.4826446281,28.5262809917355,NA,35.9592013002312,35.9300433044451
"31",2021-05-24 11:45:00,"CT_355_052421",28.48,39842.2,58209.2826446281,28.5162809917355,NA,35.9952609182841,35.966102922498
"32",2021-05-24 11:45:30,"CT_355_052421",28.49,39851.3,58218.3826446281,28.5262809917355,NA,35.9940161648908,35.9648581691048
"33",2021-05-24 11:46:00,"CT_355_052421",28.47,39824.1,58191.1826446281,28.5062809917355,NA,35.9902237800481,35.961065784262
"34",2021-05-24 11:46:30,"CT_355_052421",28.5,39801.4,58168.4826446281,28.5362809917355,NA,35.9516160129402,35.9224580171542
"35",2021-05-24 11:47:00,"CT_355_052421",28.52,39837.7,58204.7826446281,28.5562809917355,NA,35.961762691823,35.9326046960369
"36",2021-05-24 11:47:30,"CT_355_052421",28.56,39824.1,58191.1826446281,28.5962809917355,NA,35.9219736400837,35.8928156442976
"37",2021-05-24 11:48:00,"CT_355_052421",28.5,39892.2,58259.2826446281,28.5362809917355,NA,36.0149568911174,35.9857988953314
"38",2021-05-24 11:48:30,"CT_355_052421",28.53,39842.2,58209.2826446281,28.5662809917355,NA,35.9573170021658,35.9281590063798
"39",2021-05-24 11:49:00,"CT_355_052421",28.5,39842.2,58209.2826446281,28.5362809917355,NA,35.9800752690978,35.9509172733117
"40",2021-05-24 11:49:30,"CT_355_052421",28.49,39783.3,58150.3826446281,28.5262809917355,NA,35.9465744411315,35.9174164453454
"41",2021-05-24 11:50:00,"CT_355_052421",28.5,39860.4,58227.4826446281,28.5362809917355,NA,35.9927715315903,35.9636135358042
"42",2021-05-24 11:50:30,"CT_355_052421",28.58,39860.4,58227.4826446281,28.6162809917355,NA,35.93211456629,35.9029565705039
"43",2021-05-24 11:51:00,"CT_355_052421",28.47,39805.9,58172.9826446281,28.5062809917355,NA,35.9775207112471,35.948362715461
"44",2021-05-24 11:51:30,"CT_355_052421",28.47,39878.6,58245.6826446281,28.5062809917355,NA,36.0282676293995,35.9991096336134
"45",2021-05-24 11:52:00,"CT_355_052421",28.5,39842.2,58209.2826446281,28.5362809917355,NA,35.9800752690978,35.9509172733117
"46",2021-05-24 11:52:30,"CT_355_052421",28.46,39805.9,58172.9826446281,28.4962809917355,NA,35.9851147666617,35.9559567708757
"47",2021-05-24 11:53:00,"CT_355_052421",28.54,39837.7,58204.7826446281,28.5762809917355,NA,35.9465999535103,35.9174419577242
"48",2021-05-24 11:53:30,"CT_355_052421",28.53,39842.2,58209.2826446281,28.5662809917355,NA,35.9573170021658,35.9281590063798
"49",2021-05-24 11:54:00,"CT_355_052421",28.58,39837.7,58204.7826446281,28.6162809917355,NA,35.916306739039,35.8871487432529
"50",2021-05-24 11:54:30,"CT_355_052421",28.55,39855.8,58222.8826446281,28.5862809917355,NA,35.9516352221363,35.9224772263503
"51",2021-05-24 11:55:00,"CT_355_052421",28.5,39819.5,58186.5826446281,28.5362809917355,NA,35.9642408602216,35.9350828644355
"52",2021-05-24 11:55:30,"CT_355_052421",28.55,39878.6,58245.6826446281,28.5862809917355,NA,35.9675239633704,35.9383659675843
"53",2021-05-24 11:56:00,"CT_355_052421",28.52,39819.5,58186.5826446281,28.5562809917355,NA,35.9490728733613,35.9199148775753
"54",2021-05-24 11:56:30,"CT_355_052421",28.54,39819.5,58186.5826446281,28.5762809917355,NA,35.9339156499852,35.9047576541992
"55",2021-05-24 11:57:00,"CT_355_052421",28.64,39842.2,58209.2826446281,28.6762809917355,NA,35.8740769611132,35.8449189653271
"56",2021-05-24 11:57:30,"CT_355_052421",28.6,39855.8,58222.8826446281,28.6362809917355,NA,35.9137751556725,35.8846171598864
"57",2021-05-24 11:58:00,"CT_355_052421",28.53,39824.1,58191.1826446281,28.5662809917355,NA,35.9446994665835,35.9155414707974
"58",2021-05-24 11:58:30,"CT_355_052421",28.58,39819.5,58186.5826446281,28.6162809917355,NA,35.9036334532372,35.8744754574511
"59",2021-05-24 11:59:00,"CT_355_052421",28.55,39778.7,58145.7826446281,28.5862809917355,NA,35.8979147982693,35.8687568024833
"60",2021-05-24 11:59:30,"CT_355_052421",28.65,39878.6,58245.6826446281,28.6862809917355,NA,35.8918364384157,35.8626784426296
"61",2021-05-24 12:00:00,"CT_355_052421",28.6,39833.1,58200.1826446281,28.6362809917355,NA,35.897974425512,35.8688164297259
"62",2021-05-24 12:00:30,"CT_355_052421",28.55,39864.9,58231.9826446281,28.5862809917355,NA,35.9579766417948,35.9288186460087
"63",2021-05-24 12:01:00,"CT_355_052421",28.58,39869.5,58236.5826446281,28.6162809917355,NA,35.9384519479194,35.9092939521333
"64",2021-05-24 12:01:30,"CT_355_052421",28.64,39851.3,58218.3826446281,28.6762809917355,NA,35.8804057240254,35.8512477282393
"65",2021-05-24 12:02:00,"CT_355_052421",28.59,39860.4,58227.4826446281,28.6262809917355,NA,35.9245445439354,35.8953865481493
"66",2021-05-24 12:02:30,"CT_355_052421",28.56,39864.9,58231.9826446281,28.5962809917355,NA,35.9503978776812,35.9212398818951
"67",2021-05-24 12:03:00,"CT_355_052421",28.56,39815,58182.0826446281,28.5962809917355,NA,35.9156344278056,35.8864764320195
"68",2021-05-24 12:03:30,"CT_355_052421",28.61,39855.8,58222.8826446281,28.6462809917355,NA,35.9062111957875,35.8770532000014
"69",2021-05-24 12:04:00,"CT_355_052421",28.56,39833.1,58200.1826446281,28.5962809917355,NA,35.9282433727079,35.8990853769218
"70",2021-05-24 12:04:30,"CT_355_052421",28.54,39864.9,58231.9826446281,28.5762809917355,NA,35.9655580955127,35.9364000997266
"71",2021-05-24 12:05:00,"CT_355_052421",28.59,39864.9,58231.9826446281,28.6262809917355,NA,35.9276777103323,35.8985197145462
"72",2021-05-24 12:05:30,"CT_355_052421",28.61,39878.6,58245.6826446281,28.6462809917355,NA,35.9220792447845,35.8929212489984
"73",2021-05-24 12:06:00,"CT_355_052421",28.63,39855.8,58222.8826446281,28.6662809917355,NA,35.8910913193423,35.8619333235562
"74",2021-05-24 12:06:30,"CT_355_052421",28.63,39837.7,58204.7826446281,28.6662809917355,NA,35.8785006083643,35.8493426125782
"75",2021-05-24 12:07:00,"CT_355_052421",28.61,39810.4,58177.4826446281,28.6462809917355,NA,35.8746177452561,35.84545974947
"76",2021-05-24 12:07:30,"CT_355_052421",28.56,39819.5,58186.5826446281,28.5962809917355,NA,35.9187691799783,35.8896111841922
"77",2021-05-24 12:08:00,"CT_355_052421",28.6,39860.4,58227.4826446281,28.6362809917355,NA,35.9169772058846,35.8878192100985
"78",2021-05-24 12:08:30,"CT_355_052421",28.65,39878.6,58245.6826446281,28.6862809917355,NA,35.8918364384157,35.8626784426296
"79",2021-05-24 12:09:00,"CT_355_052421",28.58,39819.5,58186.5826446281,28.6162809917355,NA,35.9036334532372,35.8744754574511
"80",2021-05-24 12:09:30,"CT_355_052421",28.58,39805.9,58172.9826446281,28.6162809917355,NA,35.8941637885345,35.8650057927484
"81",2021-05-24 12:10:00,"CT_355_052421",28.55,39842.2,58209.2826446281,28.5862809917355,NA,35.9421582806715,35.9130002848854
"82",2021-05-24 12:10:30,"CT_355_052421",28.59,39792.3,58159.3826446281,28.6262809917355,NA,35.8771348113973,35.8479768156112
"83",2021-05-24 12:11:00,"CT_355_052421",28.59,39842.2,58209.2826446281,28.6262809917355,NA,35.9118730876804,35.8827150918943
"84",2021-05-24 12:11:30,"CT_355_052421",28.59,39833.1,58200.1826446281,28.6262809917355,NA,35.905537636868,35.8763796410819
"85",2021-05-24 12:12:00,"CT_355_052421",28.64,39851.3,58218.3826446281,28.6762809917355,NA,35.8804057240254,35.8512477282393
"86",2021-05-24 12:12:30,"CT_355_052421",28.63,39837.7,58204.7826446281,28.6662809917355,NA,35.8785006083643,35.8493426125782
"87",2021-05-24 12:13:00,"CT_355_052421",28.56,39842.2,58209.2826446281,28.5962809917355,NA,35.9345829530685,35.9054249572824
"88",2021-05-24 12:13:30,"CT_355_052421",28.6,39892.2,58259.2826446281,28.6362809917355,NA,35.9391144098857,35.9099564140996
"89",2021-05-24 12:14:00,"CT_355_052421",28.6,39874,58241.0826446281,28.6362809917355,NA,35.926444413153,35.8972864173669
"90",2021-05-24 12:14:30,"CT_355_052421",28.6,39833.1,58200.1826446281,28.6362809917355,NA,35.897974425512,35.8688164297259
"91",2021-05-24 12:15:00,"CT_355_052421",28.53,39842.2,58209.2826446281,28.5662809917355,NA,35.9573170021658,35.9281590063798
"92",2021-05-24 12:15:30,"CT_355_052421",28.6,39828.6,58195.6826446281,28.6362809917355,NA,35.8948422587643,35.8656842629783
"93",2021-05-24 12:16:00,"CT_355_052421",28.61,39896.8,58263.8826446281,28.6462809917355,NA,35.9347466777035,35.9055886819174
"94",2021-05-24 12:16:30,"CT_355_052421",28.61,39851.3,58218.3826446281,28.6462809917355,NA,35.9030794810555,35.8739214852694
"95",2021-05-24 12:17:00,"CT_355_052421",28.61,39905.9,58272.9826446281,28.6462809917355,NA,35.941080671289,35.9119226755029
"96",2021-05-24 12:17:30,"CT_355_052421",28.67,39855.8,58222.8826446281,28.7062809917355,NA,35.8608837045209,35.8317257087348
"97",2021-05-24 12:18:00,"CT_355_052421",28.63,39883.1,58250.1826446281,28.6662809917355,NA,35.9100831104488,35.8809251146627
"98",2021-05-24 12:18:30,"CT_355_052421",28.6,39883.1,58250.1826446281,28.6362809917355,NA,35.9327793191134,35.9036213233274
"99",2021-05-24 12:19:00,"CT_355_052421",28.59,39874,58241.0826446281,28.6262809917355,NA,35.9340138071933,35.9048558114072
"100",2021-05-24 12:19:30,"CT_355_052421",28.58,39819.5,58186.5826446281,28.6162809917355,NA,35.9036334532372,35.8744754574511
"101",2021-05-24 12:20:00,"CT_355_052421",28.58,39792.3,58159.3826446281,28.6162809917355,NA,35.8846945369083,35.8555365411222
"102",2021-05-24 12:20:30,"CT_355_052421",28.59,39883.1,58250.1826446281,28.6262809917355,NA,35.940350088927,35.9111920931409
"103",2021-05-24 12:21:00,"CT_355_052421",28.6,39860.4,58227.4826446281,28.6362809917355,NA,35.9169772058846,35.8878192100985
"104",2021-05-24 12:21:30,"CT_355_052421",28.6,39819.5,58186.5826446281,28.6362809917355,NA,35.8885084596705,35.8593504638845
"105",2021-05-24 12:22:00,"CT_355_052421",28.61,39869.5,58236.5826446281,28.6462809917355,NA,35.9157458054536,35.8865878096676
