#,Date-Time (French Polynesia Standard Time),Ch: 1 - Temperature   (°C ),Ch: 2 - Light   (lux),Button Down,Button Up,Host Connected,End of File
65,03/20/2023 11:54:00,32.30,7214.08,,,,
66,03/20/2023 11:56:00,32.13,6266.88,,,,
67,03/20/2023 11:58:00,31.79,5798.40,,,,
68,03/20/2023 12:00:00,31.61,6528.00,,,,
69,03/20/2023 12:02:00,31.70,6666.24,,,,
70,03/20/2023 12:04:00,31.70,7152.64,,,,
71,03/20/2023 12:06:00,31.87,6845.44,,,,
72,03/20/2023 12:08:00,32.04,7011.84,,,,
73,03/20/2023 12:10:00,32.00,7029.76,,,,
74,03/20/2023 12:12:00,31.96,7144.96,,,,
75,03/20/2023 12:14:00,31.87,6976.00,,,,
76,03/20/2023 12:16:00,31.79,7004.16,,,,
77,03/20/2023 12:18:00,31.66,7191.04,,,,
78,03/20/2023 12:20:00,31.87,7813.12,,,,
79,03/20/2023 12:22:00,31.92,8637.44,,,,
80,03/20/2023 12:24:00,32.00,8401.92,,,,
81,03/20/2023 12:26:00,32.04,8760.32,,,,
82,03/20/2023 12:28:00,32.00,8335.36,,,,
83,03/20/2023 12:30:00,32.13,7938.56,,,,
84,03/20/2023 12:32:00,32.17,7946.24,,,,
85,03/20/2023 12:34:00,32.13,8527.36,,,,
86,03/20/2023 12:36:00,32.52,8504.32,,,,
87,03/20/2023 12:38:00,32.69,8358.40,,,,
88,03/20/2023 12:40:00,32.73,7449.60,,,,
89,03/20/2023 12:42:00,32.47,6031.36,,,,
90,03/20/2023 12:44:00,32.09,6673.92,,,,
91,03/20/2023 12:46:00,32.04,7055.36,,,,
92,03/20/2023 12:48:00,32.47,7493.12,,,,
93,03/20/2023 12:50:00,32.43,7272.96,,,,
94,03/20/2023 12:52:00,32.47,6648.32,,,,
95,03/20/2023 12:54:00,32.34,6167.04,,,,
96,03/20/2023 12:56:00,32.09,5905.92,,,,
97,03/20/2023 12:58:00,32.09,5578.24,,,,
98,03/20/2023 13:00:00,32.22,5519.36,,,,
99,03/20/2023 13:02:00,32.60,5381.12,,,,
100,03/20/2023 13:04:00,32.86,5383.68,,,,
101,03/20/2023 13:06:00,32.90,5255.68,,,,
102,03/20/2023 13:08:00,32.60,4872.96,,,,
103,03/20/2023 13:10:00,32.30,4866.56,,,,
104,03/20/2023 13:12:00,32.22,4766.72,,,,
105,03/20/2023 13:14:00,32.17,4898.56,,,,
106,03/20/2023 13:16:00,31.87,4833.28,,,,
107,03/20/2023 13:18:00,31.66,4833.28,,,,
108,03/20/2023 13:20:00,31.57,4686.08,,,,
109,03/20/2023 13:22:00,31.40,4829.44,,,,
110,03/20/2023 13:24:00,31.49,4902.40,,,,
111,03/20/2023 13:26:00,34.70,62504.96,,,,
112,03/20/2023 13:28:00,32.04,139.32,,,,
113,03/20/2023 13:30:00,29.08,192.80,,,,
114,03/20/2023 13:32:00,25.99,194.80,,,,
115,03/20/2023 13:34:00,24.32,195.68,,,,
116,03/20/2023 13:36:00,23.21,190.08,,,,
117,03/20/2023 13:38:00,22.35,198.48,,,,
118,03/20/2023 13:40:00,21.75,199.36,,,,
119,03/20/2023 13:42:00,21.28,199.36,,,,
120,03/20/2023 13:44:00,20.93,199.36,,,,
121,03/20/2023 13:46:00,20.72,199.36,,,,
122,03/20/2023 13:48:00,20.55,199.36,,,,
123,03/20/2023 13:50:00,20.42,198.48,,,,
124,03/20/2023 13:52:00,20.29,193.84,,,,
125,03/20/2023 13:54:00,20.37,127.24,,,,
126,03/20/2023 13:56:00,21.32,19507.20,,,,
127,03/20/2023 13:58:00,26.25,2775.04,,,,
128,03/20/2023 14:00:00,26.77,322.72,,,,
129,03/20/2023 14:02:00,26.94,270.16,,,,
130,03/20/2023 14:04:00,27.07,350.08,,,,
131,03/20/2023 14:06:00,26.81,226.96,,,,
132,03/20/2023 14:08:00,26.25,466.56,,,,
133,03/20/2023 14:10:00,25.74,64.60,,,,
134,03/20/2023 14:12:00,25.78,66.50,,,,
135,03/20/2023 14:14:00,26.34,62.82,,,,
136,03/20/2023 14:16:00,26.72,569.60,,,,
137,03/20/2023 14:18:00,26.34,335.52,,,,
138,03/20/2023 14:20:00,25.78,319.28,,,,
139,03/20/2023 14:22:00,25.31,348.48,,,,
140,03/20/2023 14:24:00,24.75,189.04,,,,
141,03/20/2023 14:26:00,24.24,149.76,,,,
142,03/20/2023 14:28:00,23.72,42.44,,,,
143,03/20/2023 14:30:00,23.46,353.28,,,,
144,03/20/2023 14:32:00,24.15,206.24,,,,
145,03/20/2023 14:34:00,25.01,1921.92,,,,
146,03/20/2023 14:36:00,25.82,295.36,,,,
147,03/20/2023 14:38:00,26.08,1313.92,,,,
148,03/20/2023 14:40:00,26.38,1725.44,,,,
149,03/20/2023 14:42:00,26.81,3445.76,,,,
150,03/20/2023 14:44:00,28.27,4748.80,,,,
151,03/20/2023 14:46:00,29.08,3818.24,,,,
152,03/20/2023 14:48:00,29.43,4666.88,,,,
153,03/20/2023 14:50:00,29.64,6553.60,,,,
154,03/20/2023 14:52:00,29.68,5806.08,,,,
155,03/20/2023 14:54:00,29.73,4623.36,,,,
156,03/20/2023 14:56:00,29.73,4847.36,,,,
157,03/20/2023 14:58:00,29.68,6177.28,,,,
158,03/20/2023 15:00:00,29.77,5644.80,,,,
159,03/20/2023 15:02:00,29.77,6740.48,,,,
160,03/20/2023 15:04:00,29.77,7557.12,,,,
161,03/20/2023 15:06:00,29.86,8885.76,,,,
162,03/20/2023 15:08:00,29.86,11274.24,,,,
163,03/20/2023 15:10:00,29.94,13496.32,,,,
164,03/20/2023 15:12:00,29.94,15165.44,,,,
165,03/20/2023 15:14:00,30.03,16081.92,,,,
166,03/20/2023 15:16:00,30.46,43622.40,,,,
167,03/20/2023 15:18:00,30.80,49930.24,,,,
168,03/20/2023 15:20:00,30.97,46694.40,,,,
169,03/20/2023 15:22:00,31.01,59084.80,,,,
170,03/20/2023 15:24:00,31.10,50073.60,,,,
171,03/20/2023 15:26:00,31.19,44974.08,,,,
172,03/20/2023 15:28:00,31.14,41666.56,,,,
173,03/20/2023 15:30:00,31.01,39034.88,,,,
174,03/20/2023 15:32:00,31.06,38871.04,,,,
175,03/20/2023 15:34:00,30.80,32000.00,,,,
176,03/20/2023 15:36:00,30.71,30310.40,,,,
177,03/20/2023 15:38:00,30.54,20536.32,,,,
178,03/20/2023 15:40:00,30.54,17863.68,,,,
179,03/20/2023 15:42:00,30.46,15134.72,,,,
180,03/20/2023 15:44:00,30.46,14888.96,,,,
181,03/20/2023 15:46:00,30.46,13445.12,,,,
182,03/20/2023 15:48:00,30.41,11525.12,,,,
183,03/20/2023 15:50:00,30.41,11683.84,,,,
184,03/20/2023 15:52:00,30.33,11868.16,,,,
185,03/20/2023 15:54:00,30.37,15068.16,,,,
186,03/20/2023 15:56:00,30.37,12400.64,,,,
187,03/20/2023 15:58:00,30.28,9195.52,,,,
188,03/20/2023 16:00:00,30.16,6758.40,,,,
189,03/20/2023 16:02:00,30.24,8335.36,,,,
190,03/20/2023 16:04:00,30.24,9239.04,,,,
191,03/20/2023 16:06:00,30.28,10063.36,,,,
192,03/20/2023 16:08:00,30.20,6133.76,,,,
193,03/20/2023 16:10:00,30.20,6850.56,,,,
194,03/20/2023 16:12:00,30.28,7206.40,,,,
195,03/20/2023 16:14:00,30.20,6784.00,,,,
196,03/20/2023 16:16:00,30.03,4953.60,,,,
197,03/20/2023 16:18:00,30.11,5504.00,,,,
198,03/20/2023 16:20:00,30.07,5314.56,,,,
199,03/20/2023 16:22:00,30.07,6123.52,,,,
200,03/20/2023 16:24:00,30.07,9136.64,,,,
201,03/20/2023 16:26:00,30.20,17039.36,,,,
202,03/20/2023 16:28:00,30.11,18001.92,,,,
203,03/20/2023 16:30:00,30.28,15912.96,,,,
204,03/20/2023 16:32:00,30.07,6415.36,,,,
205,03/20/2023 16:34:00,30.03,7257.60,,,,
206,03/20/2023 16:36:00,29.98,7129.60,,,,
207,03/20/2023 16:38:00,29.81,6118.40,,,,
208,03/20/2023 16:40:00,29.81,5381.12,,,,
209,03/20/2023 16:42:00,29.81,4307.20,,,,
210,03/20/2023 16:44:00,29.60,3796.48,,,,
211,03/20/2023 16:46:00,29.60,3751.68,,,,
212,03/20/2023 16:48:00,29.56,3788.80,,,,
213,03/20/2023 16:50:00,29.51,4101.12,,,,
214,03/20/2023 16:52:00,29.47,4160.00,,,,
215,03/20/2023 16:54:00,29.47,4483.84,,,,
216,03/20/2023 16:56:00,29.43,4181.76,,,,
217,03/20/2023 16:58:00,29.34,3976.96,,,,
218,03/20/2023 17:00:00,29.26,3224.32,,,,
219,03/20/2023 17:02:00,29.26,3022.08,,,,
220,03/20/2023 17:04:00,29.26,2886.40,,,,
221,03/20/2023 17:06:00,29.26,2859.52,,,,
222,03/20/2023 17:08:00,29.17,2621.44,,,,
223,03/20/2023 17:10:00,29.17,2506.24,,,,
224,03/20/2023 17:12:00,29.21,2429.44,,,,
225,03/20/2023 17:14:00,29.21,2469.76,,,,
226,03/20/2023 17:16:00,29.17,2344.96,,,,
227,03/20/2023 17:18:00,29.17,2243.84,,,,
228,03/20/2023 17:20:00,29.08,2126.08,,,,
229,03/20/2023 17:22:00,29.13,2096.64,,,,
230,03/20/2023 17:24:00,29.04,2065.28,,,,
231,03/20/2023 17:26:00,29.08,2869.76,,,,
232,03/20/2023 17:28:00,29.08,3796.48,,,,
233,03/20/2023 17:30:00,29.17,3863.04,,,,
234,03/20/2023 17:32:00,29.17,3836.16,,,,
235,03/20/2023 17:34:00,29.17,3589.12,,,,
236,03/20/2023 17:36:00,29.17,3184.64,,,,
237,03/20/2023 17:38:00,29.08,3041.28,,,,
238,03/20/2023 17:40:00,29.13,2550.40,,,,
239,03/20/2023 17:42:00,29.04,2490.24,,,,
240,03/20/2023 17:44:00,28.95,2232.96,,,,
241,03/20/2023 17:46:00,28.95,1934.72,,,,
242,03/20/2023 17:48:00,28.95,1459.20,,,,
243,03/20/2023 17:50:00,28.87,1150.40,,,,
244,03/20/2023 17:52:00,28.91,991.36,,,,
245,03/20/2023 17:54:00,28.87,918.72,,,,
246,03/20/2023 17:56:00,28.91,903.04,,,,
247,03/20/2023 17:58:00,28.83,766.72,,,,
248,03/20/2023 18:00:00,28.78,655.36,,,,
249,03/20/2023 18:02:00,28.83,572.48,,,,
250,03/20/2023 18:04:00,28.70,442.88,,,,
251,03/20/2023 18:06:00,28.65,358.72,,,,
252,03/20/2023 18:08:00,28.74,292.16,,,,
253,03/20/2023 18:10:00,28.65,235.92,,,,
254,03/20/2023 18:12:00,28.61,177.52,,,,
255,03/20/2023 18:14:00,28.57,131.28,,,,
256,03/20/2023 18:16:00,28.61,93.36,,,,
257,03/20/2023 18:18:00,28.57,63.80,,,,
258,03/20/2023 18:20:00,28.53,43.86,,,,
259,03/20/2023 18:22:00,28.57,27.73,,,,
260,03/20/2023 18:24:00,28.53,18.46,,,,
261,03/20/2023 18:26:00,28.53,11.28,,,,
262,03/20/2023 18:28:00,28.48,7.12,,,,
263,03/20/2023 18:30:00,28.44,3.44,,,,
264,03/20/2023 18:32:00,28.53,1.60,,,,
265,03/20/2023 18:34:00,28.53,0.68,,,,
266,03/20/2023 18:36:00,28.44,0.22,,,,
267,03/20/2023 18:38:00,28.48,0.00,,,,
268,03/20/2023 18:40:00,28.44,0.00,,,,
269,03/20/2023 18:42:00,28.40,0.00,,,,
270,03/20/2023 18:44:00,28.40,0.00,,,,
271,03/20/2023 18:46:00,28.48,0.00,,,,
272,03/20/2023 18:48:00,28.53,0.00,,,,
273,03/20/2023 18:50:00,28.57,0.00,,,,
274,03/20/2023 18:52:00,28.53,0.00,,,,
275,03/20/2023 18:54:00,28.48,0.00,,,,
276,03/20/2023 18:56:00,28.48,0.00,,,,
277,03/20/2023 18:58:00,28.53,0.00,,,,
278,03/20/2023 19:00:00,28.53,0.00,,,,
279,03/20/2023 19:02:00,28.61,0.00,,,,
280,03/20/2023 19:04:00,28.61,0.00,,,,
281,03/20/2023 19:06:00,28.65,0.00,,,,
282,03/20/2023 19:08:00,28.65,0.00,,,,
283,03/20/2023 19:10:00,28.70,0.00,,,,
284,03/20/2023 19:12:00,28.70,0.00,,,,
285,03/20/2023 19:14:00,28.74,0.00,,,,
286,03/20/2023 19:16:00,28.78,0.00,,,,
287,03/20/2023 19:18:00,28.78,0.00,,,,
288,03/20/2023 19:20:00,28.87,0.00,,,,
289,03/20/2023 19:22:00,28.87,0.00,,,,
290,03/20/2023 19:24:00,28.83,0.00,,,,
291,03/20/2023 19:26:00,28.83,0.00,,,,
292,03/20/2023 19:28:00,28.87,0.00,,,,
293,03/20/2023 19:30:00,28.87,0.00,,,,
294,03/20/2023 19:32:00,28.83,0.00,,,,
295,03/20/2023 19:34:00,28.87,0.00,,,,
296,03/20/2023 19:36:00,28.83,0.00,,,,
297,03/20/2023 19:38:00,28.87,0.00,,,,
298,03/20/2023 19:40:00,29.00,0.00,,,,
299,03/20/2023 19:42:00,28.91,0.00,,,,
300,03/20/2023 19:44:00,28.83,0.00,,,,
301,03/20/2023 19:46:00,28.91,0.00,,,,
302,03/20/2023 19:48:00,28.91,0.00,,,,
303,03/20/2023 19:50:00,28.91,0.00,,,,
304,03/20/2023 19:52:00,28.87,0.00,,,,
305,03/20/2023 19:54:00,28.83,0.00,,,,
306,03/20/2023 19:56:00,28.87,0.00,,,,
307,03/20/2023 19:58:00,28.87,0.00,,,,
308,03/20/2023 20:00:00,28.87,0.00,,,,
309,03/20/2023 20:02:00,28.95,0.00,,,,
310,03/20/2023 20:04:00,28.91,0.00,,,,
311,03/20/2023 20:06:00,28.95,0.00,,,,
312,03/20/2023 20:08:00,28.91,0.00,,,,
313,03/20/2023 20:10:00,29.00,0.00,,,,
314,03/20/2023 20:12:00,28.95,0.00,,,,
315,03/20/2023 20:14:00,28.95,0.00,,,,
316,03/20/2023 20:16:00,28.87,0.00,,,,
317,03/20/2023 20:18:00,28.95,0.00,,,,
318,03/20/2023 20:20:00,29.00,0.00,,,,
319,03/20/2023 20:22:00,28.95,0.00,,,,
320,03/20/2023 20:24:00,29.04,0.00,,,,
321,03/20/2023 20:26:00,29.00,0.00,,,,
322,03/20/2023 20:28:00,28.95,0.00,,,,
323,03/20/2023 20:30:00,28.95,0.00,,,,
324,03/20/2023 20:32:00,28.95,0.00,,,,
325,03/20/2023 20:34:00,29.00,0.00,,,,
326,03/20/2023 20:36:00,28.95,0.00,,,,
327,03/20/2023 20:38:00,28.95,0.00,,,,
328,03/20/2023 20:40:00,28.95,0.00,,,,
329,03/20/2023 20:42:00,29.00,0.00,,,,
330,03/20/2023 20:44:00,28.91,0.00,,,,
331,03/20/2023 20:46:00,28.95,0.00,,,,
332,03/20/2023 20:48:00,28.95,0.00,,,,
333,03/20/2023 20:50:00,28.95,0.00,,,,
334,03/20/2023 20:52:00,28.95,0.00,,,,
335,03/20/2023 20:54:00,29.00,0.00,,,,
336,03/20/2023 20:56:00,29.00,0.00,,,,
337,03/20/2023 20:58:00,29.00,0.00,,,,
338,03/20/2023 21:00:00,29.00,0.00,,,,
339,03/20/2023 21:02:00,29.00,0.00,,,,
340,03/20/2023 21:04:00,29.04,0.00,,,,
341,03/20/2023 21:06:00,28.95,0.00,,,,
342,03/20/2023 21:08:00,29.04,0.00,,,,
343,03/20/2023 21:10:00,29.04,0.00,,,,
344,03/20/2023 21:12:00,29.04,0.00,,,,
345,03/20/2023 21:14:00,29.00,0.00,,,,
346,03/20/2023 21:16:00,29.00,0.00,,,,
347,03/20/2023 21:18:00,29.04,0.00,,,,
348,03/20/2023 21:20:00,29.00,0.00,,,,
349,03/20/2023 21:22:00,29.04,0.00,,,,
350,03/20/2023 21:24:00,29.00,0.00,,,,
351,03/20/2023 21:26:00,29.00,0.00,,,,
352,03/20/2023 21:28:00,28.95,0.00,,,,
353,03/20/2023 21:30:00,29.00,0.00,,,,
354,03/20/2023 21:32:00,28.91,0.00,,,,
355,03/20/2023 21:34:00,28.87,0.00,,,,
356,03/20/2023 21:36:00,28.91,0.00,,,,
357,03/20/2023 21:38:00,28.87,0.00,,,,
358,03/20/2023 21:40:00,28.87,0.00,,,,
359,03/20/2023 21:42:00,28.78,0.00,,,,
360,03/20/2023 21:44:00,28.83,0.00,,,,
361,03/20/2023 21:46:00,28.83,0.00,,,,
362,03/20/2023 21:48:00,28.83,0.00,,,,
363,03/20/2023 21:50:00,28.78,0.00,,,,
364,03/20/2023 21:52:00,28.83,0.00,,,,
365,03/20/2023 21:54:00,28.78,0.00,,,,
366,03/20/2023 21:56:00,28.78,0.00,,,,
367,03/20/2023 21:58:00,28.83,0.00,,,,
368,03/20/2023 22:00:00,28.78,0.00,,,,
369,03/20/2023 22:02:00,28.70,0.00,,,,
370,03/20/2023 22:04:00,28.78,0.00,,,,
371,03/20/2023 22:06:00,28.83,0.00,,,,
372,03/20/2023 22:08:00,28.83,0.00,,,,
373,03/20/2023 22:10:00,28.83,0.00,,,,
374,03/20/2023 22:12:00,28.78,0.00,,,,
375,03/20/2023 22:14:00,28.83,0.00,,,,
376,03/20/2023 22:16:00,28.83,0.00,,,,
377,03/20/2023 22:18:00,28.83,0.00,,,,
378,03/20/2023 22:20:00,28.83,0.00,,,,
379,03/20/2023 22:22:00,28.78,0.00,,,,
380,03/20/2023 22:24:00,28.78,0.00,,,,
381,03/20/2023 22:26:00,28.83,0.00,,,,
382,03/20/2023 22:28:00,28.74,0.00,,,,
383,03/20/2023 22:30:00,28.70,0.00,,,,
384,03/20/2023 22:32:00,28.78,0.00,,,,
385,03/20/2023 22:34:00,28.70,0.00,,,,
386,03/20/2023 22:36:00,28.70,0.00,,,,
387,03/20/2023 22:38:00,28.70,0.00,,,,
388,03/20/2023 22:40:00,28.78,0.00,,,,
389,03/20/2023 22:42:00,28.78,0.00,,,,
390,03/20/2023 22:44:00,28.78,0.00,,,,
391,03/20/2023 22:46:00,28.74,0.00,,,,
392,03/20/2023 22:48:00,28.74,0.00,,,,
393,03/20/2023 22:50:00,28.70,0.00,,,,
394,03/20/2023 22:52:00,28.65,0.00,,,,
395,03/20/2023 22:54:00,28.70,0.00,,,,
396,03/20/2023 22:56:00,28.70,0.00,,,,
397,03/20/2023 22:58:00,28.57,0.00,,,,
398,03/20/2023 23:00:00,28.57,0.00,,,,
399,03/20/2023 23:02:00,28.57,0.00,,,,
400,03/20/2023 23:04:00,28.53,0.00,,,,
401,03/20/2023 23:06:00,28.53,0.00,,,,
402,03/20/2023 23:08:00,28.53,0.00,,,,
403,03/20/2023 23:10:00,28.57,0.00,,,,
404,03/20/2023 23:12:00,28.53,0.00,,,,
405,03/20/2023 23:14:00,28.53,0.00,,,,
406,03/20/2023 23:16:00,28.48,0.00,,,,
407,03/20/2023 23:18:00,28.44,0.00,,,,
408,03/20/2023 23:20:00,28.40,0.00,,,,
409,03/20/2023 23:22:00,28.40,0.00,,,,
410,03/20/2023 23:24:00,28.44,0.00,,,,
411,03/20/2023 23:26:00,28.40,0.00,,,,
412,03/20/2023 23:28:00,28.40,0.00,,,,
413,03/20/2023 23:30:00,28.44,0.00,,,,
414,03/20/2023 23:32:00,28.44,0.00,,,,
415,03/20/2023 23:34:00,28.44,0.00,,,,
416,03/20/2023 23:36:00,28.35,0.00,,,,
417,03/20/2023 23:38:00,28.35,0.00,,,,
418,03/20/2023 23:40:00,28.31,0.00,,,,
419,03/20/2023 23:42:00,28.35,0.00,,,,
420,03/20/2023 23:44:00,28.40,0.00,,,,
421,03/20/2023 23:46:00,28.40,0.00,,,,
422,03/20/2023 23:48:00,28.35,0.00,,,,
423,03/20/2023 23:50:00,28.40,0.00,,,,
424,03/20/2023 23:52:00,28.35,0.00,,,,
425,03/20/2023 23:54:00,28.35,0.00,,,,
426,03/20/2023 23:56:00,28.40,0.00,,,,
427,03/20/2023 23:58:00,28.35,0.00,,,,
428,03/21/2023 00:00:00,28.31,0.00,,,,
429,03/21/2023 00:02:00,28.35,0.00,,,,
430,03/21/2023 00:04:00,28.35,0.00,,,,
431,03/21/2023 00:06:00,28.31,0.00,,,,
432,03/21/2023 00:08:00,28.35,0.00,,,,
433,03/21/2023 00:10:00,28.31,0.00,,,,
434,03/21/2023 00:12:00,28.31,0.00,,,,
435,03/21/2023 00:14:00,28.35,0.00,,,,
436,03/21/2023 00:16:00,28.27,0.00,,,,
437,03/21/2023 00:18:00,28.31,0.00,,,,
438,03/21/2023 00:20:00,28.27,0.00,,,,
439,03/21/2023 00:22:00,28.27,0.00,,,,
440,03/21/2023 00:24:00,28.27,0.00,,,,
441,03/21/2023 00:26:00,28.27,0.00,,,,
442,03/21/2023 00:28:00,28.27,0.00,,,,
443,03/21/2023 00:30:00,28.27,0.00,,,,
444,03/21/2023 00:32:00,28.27,0.00,,,,
445,03/21/2023 00:34:00,28.23,0.00,,,,
446,03/21/2023 00:36:00,28.23,0.00,,,,
447,03/21/2023 00:38:00,28.23,0.00,,,,
448,03/21/2023 00:40:00,28.23,0.00,,,,
449,03/21/2023 00:42:00,28.18,0.00,,,,
450,03/21/2023 00:44:00,28.23,0.00,,,,
451,03/21/2023 00:46:00,28.23,0.00,,,,
452,03/21/2023 00:48:00,28.23,0.00,,,,
453,03/21/2023 00:50:00,28.18,0.00,,,,
454,03/21/2023 00:52:00,28.23,0.00,,,,
455,03/21/2023 00:54:00,28.23,0.00,,,,
456,03/21/2023 00:56:00,28.23,0.00,,,,
457,03/21/2023 00:58:00,28.27,0.00,,,,
458,03/21/2023 01:00:00,28.18,0.00,,,,
459,03/21/2023 01:02:00,28.23,0.00,,,,
460,03/21/2023 01:04:00,28.18,0.00,,,,
461,03/21/2023 01:06:00,28.18,0.00,,,,
462,03/21/2023 01:08:00,28.18,0.00,,,,
463,03/21/2023 01:10:00,28.23,0.00,,,,
464,03/21/2023 01:12:00,28.23,0.00,,,,
465,03/21/2023 01:14:00,28.18,0.00,,,,
466,03/21/2023 01:16:00,28.18,0.00,,,,
467,03/21/2023 01:18:00,28.23,0.00,,,,
468,03/21/2023 01:20:00,28.18,0.00,,,,
469,03/21/2023 01:22:00,28.18,0.00,,,,
470,03/21/2023 01:24:00,28.23,0.00,,,,
471,03/21/2023 01:26:00,28.27,0.00,,,,
472,03/21/2023 01:28:00,28.23,0.00,,,,
473,03/21/2023 01:30:00,28.23,0.00,,,,
474,03/21/2023 01:32:00,28.23,0.00,,,,
475,03/21/2023 01:34:00,28.23,0.00,,,,
476,03/21/2023 01:36:00,28.23,0.00,,,,
477,03/21/2023 01:38:00,28.23,0.00,,,,
478,03/21/2023 01:40:00,28.27,0.00,,,,
479,03/21/2023 01:42:00,28.18,0.00,,,,
480,03/21/2023 01:44:00,28.27,0.00,,,,
481,03/21/2023 01:46:00,28.23,0.00,,,,
482,03/21/2023 01:48:00,28.31,0.00,,,,
483,03/21/2023 01:50:00,28.27,0.00,,,,
484,03/21/2023 01:52:00,28.27,0.00,,,,
485,03/21/2023 01:54:00,28.27,0.00,,,,
486,03/21/2023 01:56:00,28.27,0.00,,,,
487,03/21/2023 01:58:00,28.31,0.00,,,,
488,03/21/2023 02:00:00,28.27,0.00,,,,
489,03/21/2023 02:02:00,28.27,0.00,,,,
490,03/21/2023 02:04:00,28.31,0.00,,,,
491,03/21/2023 02:06:00,28.31,0.00,,,,
492,03/21/2023 02:08:00,28.31,0.00,,,,
493,03/21/2023 02:10:00,28.31,0.00,,,,
494,03/21/2023 02:12:00,28.27,0.00,,,,
495,03/21/2023 02:14:00,28.27,0.00,,,,
496,03/21/2023 02:16:00,28.31,0.00,,,,
497,03/21/2023 02:18:00,28.27,0.00,,,,
498,03/21/2023 02:20:00,28.23,0.00,,,,
499,03/21/2023 02:22:00,28.27,0.00,,,,
500,03/21/2023 02:24:00,28.27,0.00,,,,
501,03/21/2023 02:26:00,28.27,0.00,,,,
502,03/21/2023 02:28:00,28.23,0.00,,,,
503,03/21/2023 02:30:00,28.23,0.00,,,,
504,03/21/2023 02:32:00,28.27,0.00,,,,
505,03/21/2023 02:34:00,28.31,0.00,,,,
