date,PAR,Temperature
2022-08-08T14:41:31Z,1170.99378,28.074
2022-08-08T14:43:31Z,1238.35686,27.861
2022-08-08T14:45:31Z,1167.55967,27.688
2022-08-08T14:47:31Z,630.47275,27.532
2022-08-08T14:49:31Z,1020.02915,27.4
2022-08-08T14:51:31Z,1065.3848,27.284
2022-08-08T14:53:31Z,1048.82737,27.194
2022-08-08T14:55:31Z,1071.10729,27.103
2022-08-08T14:57:31Z,983.9973,27.053
2022-08-08T14:59:31Z,1059.44246,26.987
2022-08-08T15:01:31Z,578.50899,26.921
2022-08-08T15:03:31Z,1089.36165,26.896
2022-08-08T15:05:31Z,881.83792,26.838
2022-08-08T15:07:31Z,444.6251,26.797
2022-08-08T15:09:31Z,464.72503,26.772
2022-08-08T15:11:31Z,254.5692,26.739
2022-08-08T15:13:31Z,636.4089,26.714
2022-08-08T15:15:31Z,740.52843,26.673
2022-08-08T15:17:31Z,432.95718,26.656
2022-08-08T15:19:31Z,268.37377,26.59
2022-08-08T15:21:31Z,323.55798,26.574
2022-08-08T15:23:31Z,319.92569,26.516
2022-08-08T15:25:31Z,289.99102,26.516
2022-08-08T15:27:31Z,268.5224,26.507
2022-08-08T15:29:31Z,322.46489,26.483
2022-08-08T15:31:31Z,297.28966,26.466
2022-08-08T15:33:31Z,292.02237,26.474
2022-08-08T15:35:31Z,288.70284,26.483
2022-08-08T15:37:31Z,260.48367,26.449
2022-08-08T15:39:31Z,278.45934,26.466
2022-08-08T15:41:31Z,259.0995,26.474
2022-08-08T15:43:31Z,252.90633,26.458
2022-08-08T15:45:31Z,234.65507,26.499
2022-08-08T15:47:31Z,241.32201,26.483
2022-08-08T15:49:31Z,230.59235,26.474
2022-08-08T15:51:31Z,213.92964,26.466
2022-08-08T15:53:31Z,186.46604,26.474
2022-08-08T15:55:31Z,181.35048,26.474
2022-08-08T15:57:31Z,190.45444,26.466
2022-08-08T15:59:31Z,208.73047,26.441
2022-08-08T16:01:31Z,214.8679,26.425
2022-08-08T16:03:31Z,253.98085,26.425
2022-08-08T16:05:31Z,323.84906,26.416
2022-08-08T16:07:31Z,305.96319,26.425
2022-08-08T16:09:31Z,253.39869,26.4
2022-08-08T16:11:31Z,201.50614,26.408
2022-08-08T16:13:31Z,197.57039,26.4
2022-08-08T16:15:31Z,143.36779,26.375
2022-08-08T16:17:31Z,142.82898,26.358
2022-08-08T16:19:31Z,141.0918,26.35
2022-08-08T16:21:31Z,146.53559,26.35
2022-08-08T16:23:31Z,145.18858,26.342
2022-08-08T16:25:31Z,134.6571,26.325
2022-08-08T16:27:31Z,142.15083,26.292
2022-08-08T16:29:31Z,271.00586,26.275
2022-08-08T16:31:31Z,292.60763,26.251
2022-08-08T16:33:31Z,133.35344,26.234
2022-08-08T16:35:31Z,114.91948,26.226
2022-08-08T16:37:31Z,94.9589,26.217
2022-08-08T16:39:31Z,86.81798,26.209
2022-08-08T16:41:31Z,88.23622,26.168
2022-08-08T16:43:31Z,78.9124,26.184
2022-08-08T16:45:31Z,72.01012,26.176
2022-08-08T16:47:31Z,71.76859,26.143
2022-08-08T16:49:31Z,73.24875,26.151
2022-08-08T16:51:31Z,77.30218,26.101
2022-08-08T16:53:31Z,77.57468,26.093
2022-08-08T16:55:31Z,73.06296,26.068
2022-08-08T16:57:31Z,65.15119,26.035
2022-08-08T16:59:31Z,58.98589,26.043
2022-08-08T17:01:31Z,47.14146,26.077
2022-08-08T17:03:31Z,41.55832,26.01
2022-08-08T17:05:31Z,41.22079,25.96
2022-08-08T17:07:31Z,40.24537,25.919
2022-08-08T17:09:31Z,44.03249,25.902
2022-08-08T17:11:31Z,37.62256,25.902
2022-08-08T17:13:31Z,35.26916,25.894
2022-08-08T17:15:31Z,23.96663,25.894
2022-08-08T17:17:31Z,45.03578,25.869
2022-08-08T17:19:31Z,21.35621,25.877
2022-08-08T17:21:31Z,17.76417,25.894
2022-08-08T17:23:31Z,15.1073,25.894
2022-08-08T17:25:31Z,13.6612,25.886
2022-08-08T17:27:31Z,12.58668,25.869
2022-08-08T17:29:31Z,13.19052,25.844
2022-08-08T17:31:31Z,13.03878,25.902
2022-08-08T17:33:31Z,12.06336,25.877
2022-08-08T17:35:31Z,10.38811,25.861
2022-08-08T17:37:31Z,7.46803,25.852
2022-08-08T17:39:31Z,5.35306,25.877
2022-08-08T17:41:31Z,4.21042,25.861
2022-08-08T17:43:31Z,3.5973,25.861
2022-08-08T17:45:31Z,2.98108,25.869
2022-08-08T17:47:31Z,2.03972,25.869
2022-08-08T17:49:31Z,1.34299,25.869
2022-08-08T17:51:31Z,0.88469,25.852
2022-08-08T17:53:31Z,0.68032,25.819
2022-08-08T17:55:31Z,0.57194,25.836
2022-08-08T17:57:31Z,0.49452,25.828
2022-08-08T17:59:31Z,0.37066,25.811
2022-08-08T18:01:31Z,0.21893,25.811
2022-08-08T18:03:31Z,0.12293,25.794
2022-08-08T18:05:31Z,0.09507,25.811
2022-08-08T18:07:31Z,0.00526,25.828
2022-08-08T18:09:31Z,-0.00712,25.811
2022-08-08T18:11:31Z,-0.01641,25.828
2022-08-08T18:13:31Z,0.00526,25.819
2022-08-08T18:15:31Z,-0.0257,25.811
2022-08-08T18:17:31Z,-0.03189,25.803
2022-08-08T18:19:31Z,-0.01332,25.811
2022-08-08T18:21:31Z,-0.00403,25.803
2022-08-08T18:23:31Z,-0.07215,25.794
2022-08-08T18:25:31Z,-0.0288,25.786
2022-08-08T18:27:31Z,0.01146,25.786
2022-08-08T18:29:31Z,-0.01641,25.778
2022-08-08T18:31:31Z,-0.06905,25.786
2022-08-08T18:33:31Z,-0.01332,25.778
2022-08-08T18:35:31Z,-0.05357,25.778
2022-08-08T18:37:31Z,-0.04428,25.778
2022-08-08T18:39:31Z,-0.0257,25.778
2022-08-08T18:41:31Z,0.01765,25.786
2022-08-08T18:43:31Z,0.00217,25.778
2022-08-08T18:45:31Z,-0.05047,25.794
2022-08-08T18:47:31Z,-0.05357,25.786
2022-08-08T18:49:31Z,0.00526,25.769
2022-08-08T18:51:31Z,0.00836,25.786
2022-08-08T18:53:31Z,-0.05976,25.761
2022-08-08T18:55:31Z,0.00526,25.761
2022-08-08T18:57:31Z,-0.01022,25.769
2022-08-08T18:59:31Z,-0.00712,25.761
2022-08-08T19:01:31Z,-0.04118,25.753
2022-08-08T19:03:31Z,0.00217,25.753
2022-08-08T19:05:31Z,-0.03189,25.745
2022-08-08T19:07:31Z,-0.01641,25.736
2022-08-08T19:09:31Z,0.02694,25.736
2022-08-08T19:11:31Z,-0.03189,25.753
2022-08-08T19:13:31Z,-0.03189,25.753
2022-08-08T19:15:31Z,-0.01641,25.736
2022-08-08T19:17:31Z,-0.02261,25.745
2022-08-08T19:19:31Z,-0.02261,25.769
2022-08-08T19:21:31Z,0.03933,25.753
2022-08-08T19:23:31Z,-0.08454,25.728
2022-08-08T19:25:31Z,-0.03499,25.72
2022-08-08T19:27:31Z,-0.01022,25.711
2022-08-08T19:29:31Z,-0.04738,25.72
2022-08-08T19:31:31Z,-0.04738,25.711
2022-08-08T19:33:31Z,-0.03189,25.728
2022-08-08T19:35:31Z,-0.04118,25.711
2022-08-08T19:37:31Z,0.01455,25.72
2022-08-08T19:39:31Z,-0.05357,25.72
2022-08-08T19:41:31Z,-0.00403,25.711
2022-08-08T19:43:31Z,-0.06905,25.72
2022-08-08T19:45:31Z,-0.00093000000000000005,25.728
2022-08-08T19:47:31Z,-0.0288,25.703
2022-08-08T19:49:31Z,0.03313,25.695
2022-08-08T19:51:31Z,-0.03499,25.67
2022-08-08T19:53:31Z,-0.00712,25.661
2022-08-08T19:55:31Z,-0.00712,25.686
2022-08-08T19:57:31Z,-0.01951,25.67
2022-08-08T19:59:31Z,0.04242,25.653
2022-08-08T20:01:31Z,-0.05047,25.637
2022-08-08T20:03:31Z,-0.04428,25.628
2022-08-08T20:05:31Z,0.00217,25.603
2022-08-08T20:07:31Z,0.01455,25.587
2022-08-08T20:09:31Z,-0.06596,25.57
2022-08-08T20:11:31Z,-0.00712,25.553
2022-08-08T20:13:31Z,0.00526,25.562
2022-08-08T20:15:31Z,0.02075,25.562
2022-08-08T20:17:31Z,-0.0257,25.545
2022-08-08T20:19:31Z,-0.05357,25.52
2022-08-08T20:21:31Z,-0.03809,25.529
2022-08-08T20:23:31Z,-0.01951,25.545
2022-08-08T20:25:31Z,-0.04428,25.545
2022-08-08T20:27:31Z,-0.00093000000000000005,25.529
2022-08-08T20:29:31Z,0.03623,25.504
2022-08-08T20:31:31Z,-0.03499,25.512
2022-08-08T20:33:31Z,-0.01022,25.504
2022-08-08T20:35:31Z,-0.03499,25.487
2022-08-08T20:37:31Z,0.02075,25.512
2022-08-08T20:39:31Z,-0.04428,25.487
2022-08-08T20:41:31Z,-0.02261,25.495
2022-08-08T20:43:31Z,0.00217,25.47
2022-08-08T20:45:31Z,-0.05357,25.462
2022-08-08T20:47:31Z,0.00836,25.462
2022-08-08T20:49:31Z,-0.08763,25.479
2022-08-08T20:51:31Z,-0.07525,25.479
2022-08-08T20:53:31Z,0.02694,25.479
2022-08-08T20:55:31Z,0.02075,25.462
2022-08-08T20:57:31Z,-0.03189,25.429
2022-08-08T20:59:31Z,-0.01641,25.462
2022-08-08T21:01:31Z,-0.01641,25.462
2022-08-08T21:03:31Z,-0.0288,25.462
2022-08-08T21:05:31Z,-0.02261,25.445
2022-08-08T21:07:31Z,-0.04118,25.445
2022-08-08T21:09:31Z,-0.03499,25.445
2022-08-08T21:11:31Z,-0.00712,25.429
2022-08-08T21:13:31Z,-0.06905,25.437
2022-08-08T21:15:31Z,-0.00403,25.437
2022-08-08T21:17:31Z,-0.00403,25.421
2022-08-08T21:19:31Z,0.01146,25.412
2022-08-08T21:21:31Z,-0.00093000000000000005,25.421
2022-08-08T21:23:31Z,-0.00712,25.412
2022-08-08T21:25:31Z,-0.03809,25.421
2022-08-08T21:27:31Z,-0.02261,25.396
2022-08-08T21:29:31Z,-0.03499,25.421
2022-08-08T21:31:31Z,-0.01641,25.421
2022-08-08T21:33:31Z,-0.03809,25.396
2022-08-08T21:35:31Z,-0.04428,25.396
2022-08-08T21:37:31Z,-0.01951,25.404
2022-08-08T21:39:31Z,-0.07215,25.404
2022-08-08T21:41:31Z,-0.00093000000000000005,25.404
2022-08-08T21:43:31Z,-0.02261,25.404
2022-08-08T21:45:31Z,-0.05357,25.396
2022-08-08T21:47:31Z,-0.01332,25.387
2022-08-08T21:49:31Z,-0.0257,25.379
2022-08-08T21:51:31Z,-0.0288,25.379
2022-08-08T21:53:31Z,-0.0257,25.412
2022-08-08T21:55:31Z,-0.01022,25.387
2022-08-08T21:57:31Z,0.02384,25.404
2022-08-08T21:59:31Z,-0.0288,25.396
2022-08-08T22:01:31Z,-0.05976,25.379
2022-08-08T22:03:31Z,-0.01332,25.354
2022-08-08T22:05:31Z,-0.05047,25.379
2022-08-08T22:07:31Z,0.01455,25.371
2022-08-08T22:09:31Z,-0.05357,25.396
2022-08-08T22:11:31Z,-0.05047,25.387
2022-08-08T22:13:31Z,-0.02261,25.396
2022-08-08T22:15:31Z,-0.01951,25.362
2022-08-08T22:17:31Z,-0.03809,25.354
2022-08-08T22:19:31Z,-0.03809,25.362
2022-08-08T22:21:31Z,0.00836,25.329
2022-08-08T22:23:31Z,-0.06286,25.304
2022-08-08T22:25:31Z,-0.00712,25.312
2022-08-08T22:27:31Z,-0.01951,25.304
2022-08-08T22:29:31Z,-0.03809,25.312
2022-08-08T22:31:31Z,-0.00403,25.304
2022-08-08T22:33:31Z,0.01455,25.312
2022-08-08T22:35:31Z,-0.0257,25.287
2022-08-08T22:37:31Z,0.00526,25.312
2022-08-08T22:39:31Z,-0.03189,25.304
2022-08-08T22:41:31Z,-0.01022,25.321
2022-08-08T22:43:31Z,-0.03189,25.304
2022-08-08T22:45:31Z,-0.04118,25.296
2022-08-08T22:47:31Z,-0.03809,25.312
2022-08-08T22:49:31Z,0.00217,25.296
2022-08-08T22:51:31Z,-0.04428,25.312
2022-08-08T22:53:31Z,-0.04118,25.287
2022-08-08T22:55:31Z,-0.0288,25.321
2022-08-08T22:57:31Z,-0.00712,25.337
2022-08-08T22:59:31Z,-0.01951,25.329
2022-08-08T23:01:31Z,-0.03499,25.354
2022-08-08T23:03:31Z,0.00836,25.312
2022-08-08T23:05:31Z,-0.04118,25.321
2022-08-08T23:07:31Z,-0.01022,25.321
2022-08-08T23:09:31Z,-0.01951,25.304
2022-08-08T23:11:31Z,-0.03189,25.321
2022-08-08T23:13:31Z,-0.00093000000000000005,25.321
2022-08-08T23:15:31Z,-0.04118,25.321
2022-08-08T23:17:31Z,0.00836,25.312
2022-08-08T23:19:31Z,-0.04738,25.304
2022-08-08T23:21:31Z,-0.01641,25.304
2022-08-08T23:23:31Z,-0.01332,25.246
2022-08-08T23:25:31Z,-0.04738,25.279
2022-08-08T23:27:31Z,-0.0288,25.296
2022-08-08T23:29:31Z,-0.00093000000000000005,25.279
2022-08-08T23:31:31Z,-0.03189,25.287
2022-08-08T23:33:31Z,-0.01022,25.263
2022-08-08T23:35:31Z,-0.01951,25.271
2022-08-08T23:37:31Z,-0.02261,25.263
2022-08-08T23:39:31Z,-0.04428,25.246
2022-08-08T23:41:31Z,-0.01022,25.279
2022-08-08T23:43:31Z,-0.00403,25.254
2022-08-08T23:45:31Z,0.00217,25.254
2022-08-08T23:47:31Z,-0.05047,25.229
2022-08-08T23:49:31Z,-0.01641,25.246
2022-08-08T23:51:31Z,-0.03499,25.229
2022-08-08T23:53:31Z,-0.06596,25.238
2022-08-08T23:55:31Z,-0.00712,25.213
2022-08-08T23:57:31Z,-0.03499,25.204
2022-08-08T23:59:31Z,0.05791,25.204
2022-08-09T00:01:31Z,-0.06905,25.213
2022-08-09T00:03:31Z,-0.01951,25.213
2022-08-09T00:05:31Z,-0.02261,25.204
2022-08-09T00:07:31Z,-0.01332,25.188
2022-08-09T00:09:31Z,0.00217,25.221
2022-08-09T00:11:31Z,-0.03189,25.204
2022-08-09T00:13:31Z,-0.00403,25.213
2022-08-09T00:15:31Z,-0.05047,25.196
2022-08-09T00:17:31Z,-0.03809,25.196
2022-08-09T00:19:31Z,0.02075,25.196
2022-08-09T00:21:31Z,-0.01022,25.213
2022-08-09T00:23:31Z,-0.05357,25.171
2022-08-09T00:25:31Z,-0.04428,25.196
2022-08-09T00:27:31Z,0.03313,25.196
