"Plot Title: CT_739_Varari"
"#","Date Time, GMT-10:00","High Range, μS/cm (LGR S/N: 20494739, SEN S/N: 20494739, LBL: <Enter label here>55,000)","Temp, °C (LGR S/N: 20494739, SEN S/N: 20494739)"
1,06/06/22 03:20:00 PM,36542.0,28.87
2,06/06/22 03:24:00 PM,36522.8,28.89
3,06/06/22 03:28:00 PM,36534.3,28.89
4,06/06/22 03:32:00 PM,36534.3,28.84
5,06/06/22 03:36:00 PM,36538.1,28.82
6,06/06/22 03:40:00 PM,36499.8,28.83
7,06/06/22 03:44:00 PM,36157.9,28.83
8,06/06/22 03:48:00 PM,36469.2,28.91
9,06/06/22 03:52:00 PM,36124.1,28.92
10,06/06/22 03:56:00 PM,36538.1,28.94
11,06/06/22 04:00:00 PM,36522.8,28.93
12,06/06/22 04:04:00 PM,36476.8,28.90
13,06/06/22 04:08:00 PM,36534.3,28.91
14,06/06/22 04:12:00 PM,36476.8,28.92
15,06/06/22 04:16:00 PM,36515.1,28.93
16,06/06/22 04:20:00 PM,36507.5,28.93
17,06/06/22 04:24:00 PM,36503.6,28.93
18,06/06/22 04:28:00 PM,36538.1,28.95
19,06/06/22 04:32:00 PM,36522.8,28.95
20,06/06/22 04:36:00 PM,36561.2,28.95
21,06/06/22 04:40:00 PM,36526.6,28.98
22,06/06/22 04:44:00 PM,36549.7,28.99
23,06/06/22 04:48:00 PM,36553.5,28.99
24,06/06/22 04:52:00 PM,36549.7,29.00
25,06/06/22 04:56:00 PM,36526.6,29.00
26,06/06/22 05:00:00 PM,36557.3,28.99
27,06/06/22 05:04:00 PM,36496.0,28.94
28,06/06/22 05:08:00 PM,36526.6,28.95
29,06/06/22 05:12:00 PM,36499.8,28.95
30,06/06/22 05:16:00 PM,36526.6,28.92
31,06/06/22 05:20:00 PM,36522.8,28.91
32,06/06/22 05:24:00 PM,36476.8,28.90
33,06/06/22 05:28:00 PM,36511.3,28.89
34,06/06/22 05:32:00 PM,36511.3,28.85
35,06/06/22 05:36:00 PM,36503.6,28.84
36,06/06/22 05:40:00 PM,36519.0,28.84
37,06/06/22 05:44:00 PM,36434.8,28.83
38,06/06/22 05:48:00 PM,36492.1,28.82
39,06/06/22 05:52:00 PM,36465.3,28.81
40,06/06/22 05:56:00 PM,36453.9,28.78
41,06/06/22 06:00:00 PM,36484.5,28.78
42,06/06/22 06:04:00 PM,36457.7,28.77
43,06/06/22 06:08:00 PM,36480.7,28.77
44,06/06/22 06:12:00 PM,36465.3,28.77
45,06/06/22 06:16:00 PM,36419.5,28.76
46,06/06/22 06:20:00 PM,36457.7,28.76
47,06/06/22 06:24:00 PM,36465.3,28.75
48,06/06/22 06:28:00 PM,36427.1,28.74
49,06/06/22 06:32:00 PM,36453.9,28.74
50,06/06/22 06:36:00 PM,36419.5,28.73
51,06/06/22 06:40:00 PM,36373.8,28.71
52,06/06/22 06:44:00 PM,36404.3,28.69
53,06/06/22 06:48:00 PM,36396.6,28.68
54,06/06/22 06:52:00 PM,36373.8,28.68
55,06/06/22 06:56:00 PM,36385.2,28.69
56,06/06/22 07:00:00 PM,36415.7,28.68
57,06/06/22 07:04:00 PM,36419.5,28.66
58,06/06/22 07:08:00 PM,36358.6,28.66
59,06/06/22 07:12:00 PM,36427.1,28.66
60,06/06/22 07:16:00 PM,36404.3,28.63
61,06/06/22 07:20:00 PM,36377.6,28.65
62,06/06/22 07:24:00 PM,36362.4,28.62
63,06/06/22 07:28:00 PM,36377.6,28.61
64,06/06/22 07:32:00 PM,36373.8,28.61
65,06/06/22 07:36:00 PM,36370.0,28.60
66,06/06/22 07:40:00 PM,36415.7,28.59
67,06/06/22 07:44:00 PM,36366.2,28.56
68,06/06/22 07:48:00 PM,36354.8,28.53
69,06/06/22 07:52:00 PM,36354.8,28.56
70,06/06/22 07:56:00 PM,36396.6,28.53
71,06/06/22 08:00:00 PM,36358.6,28.52
72,06/06/22 08:04:00 PM,36324.3,28.49
73,06/06/22 08:08:00 PM,36316.8,28.46
74,06/06/22 08:12:00 PM,36377.6,28.46
75,06/06/22 08:16:00 PM,36328.1,28.45
76,06/06/22 08:20:00 PM,36328.1,28.44
77,06/06/22 08:24:00 PM,36362.4,28.44
78,06/06/22 08:28:00 PM,36347.1,28.42
79,06/06/22 08:32:00 PM,36347.1,28.42
80,06/06/22 08:36:00 PM,36350.9,28.43
81,06/06/22 08:40:00 PM,36331.9,28.43
82,06/06/22 08:44:00 PM,36331.9,28.43
83,06/06/22 08:48:00 PM,36347.1,28.42
84,06/06/22 08:52:00 PM,36331.9,28.43
85,06/06/22 08:56:00 PM,36347.1,28.42
86,06/06/22 09:00:00 PM,36331.9,28.44
87,06/06/22 09:04:00 PM,36301.6,28.43
88,06/06/22 09:08:00 PM,36339.5,28.43
89,06/06/22 09:12:00 PM,36305.4,28.42
90,06/06/22 09:16:00 PM,36347.1,28.41
91,06/06/22 09:20:00 PM,36316.8,28.41
92,06/06/22 09:24:00 PM,36328.1,28.43
93,06/06/22 09:28:00 PM,36316.8,28.42
94,06/06/22 09:32:00 PM,36316.8,28.41
95,06/06/22 09:36:00 PM,36320.6,28.40
96,06/06/22 09:40:00 PM,36331.9,28.38
97,06/06/22 09:44:00 PM,36347.1,28.38
98,06/06/22 09:48:00 PM,36290.2,28.38
