"Plot Title: CT_320_052221_CG"
"#","Date Time, GMT-10:00","High Range, μS/cm (LGR S/N: 20739320, SEN S/N: 20739320)","Temp, °C (LGR S/N: 20739320, SEN S/N: 20739320)","Specific Conductance, μS/cm (LGR S/N: 20739320)","Salinity, ppt (LGR S/N: 20739320)","Specific Conductance, μS/cm (LGR S/N: 20739320)","Salinity, ppt (LGR S/N: 20739320)","Coupler Detached (LGR S/N: 20739320)","Coupler Attached (LGR S/N: 20739320)","Host Connected (LGR S/N: 20739320)","Stopped (LGR S/N: 20739320)","End Of File (LGR S/N: 20739320)"
676,05/22/21 05:43:00 PM,37166.2,28.67,55130.8,36.5386,55130.8,36.5386,,,,,
677,05/22/21 05:43:30 PM,37126.8,28.65,55093.1,36.5104,55093.1,36.5104,,,,,
678,05/22/21 05:44:00 PM,37117.0,28.65,55078.5,36.4995,55078.5,36.4995,,,,,
679,05/22/21 05:44:30 PM,37143.2,28.65,55117.5,36.5286,55117.5,36.5286,,,,,
680,05/22/21 05:45:00 PM,37120.2,28.65,55083.3,36.5031,55083.3,36.5031,,,,,
681,05/22/21 05:45:30 PM,37176.1,28.65,55166.3,36.5652,55166.3,36.5652,,,,,
682,05/22/21 05:46:00 PM,37107.1,28.65,55063.8,36.4885,55063.8,36.4885,,,,,
683,05/22/21 05:46:30 PM,37192.5,28.65,55190.7,36.5834,55190.7,36.5834,,,,,
684,05/22/21 05:47:00 PM,37139.9,28.67,55091.7,36.5094,55091.7,36.5094,,,,,
685,05/22/21 05:47:30 PM,37159.6,28.67,55121.0,36.5313,55121.0,36.5313,,,,,
686,05/22/21 05:48:00 PM,37166.2,28.65,55151.6,36.5542,55151.6,36.5542,,,,,
687,05/22/21 05:48:30 PM,37130.1,28.65,55098.0,36.5141,55098.0,36.5141,,,,,
688,05/22/21 05:49:00 PM,37110.4,28.65,55068.7,36.4922,55068.7,36.4922,,,,,
689,05/22/21 05:49:30 PM,37110.4,28.64,55079.1,36.5000,55079.1,36.5000,,,,,
690,05/22/21 05:50:00 PM,37136.6,28.63,55128.5,36.5369,55128.5,36.5369,,,,,
691,05/22/21 05:50:30 PM,37162.9,28.64,55157.1,36.5583,55157.1,36.5583,,,,,
692,05/22/21 05:51:00 PM,37133.4,28.64,55113.3,36.5255,55113.3,36.5255,,,,,
693,05/22/21 05:51:30 PM,37143.2,28.64,55127.9,36.5364,55127.9,36.5364,,,,,
694,05/22/21 05:52:00 PM,37192.5,28.64,55201.1,36.5912,55201.1,36.5912,,,,,
695,05/22/21 05:52:30 PM,37130.1,28.63,55118.8,36.5296,55118.8,36.5296,,,,,
696,05/22/21 05:53:00 PM,37130.1,28.64,55108.4,36.5219,55108.4,36.5219,,,,,
697,05/22/21 05:53:30 PM,37133.4,28.64,55113.3,36.5255,55113.3,36.5255,,,,,
698,05/22/21 05:54:00 PM,37120.2,28.63,55104.1,36.5186,55104.1,36.5186,,,,,
699,05/22/21 05:54:30 PM,37110.4,28.63,55089.5,36.5078,55089.5,36.5078,,,,,
700,05/22/21 05:55:00 PM,37143.2,28.63,55138.3,36.5442,55138.3,36.5442,,,,,
701,05/22/21 05:55:30 PM,37156.3,28.63,55157.8,36.5587,55157.8,36.5587,,,,,
702,05/22/21 05:56:00 PM,37126.8,28.63,55113.9,36.5260,55113.9,36.5260,,,,,
703,05/22/21 05:56:30 PM,37179.3,28.63,55191.9,36.5843,55191.9,36.5843,,,,,
704,05/22/21 05:57:00 PM,37133.4,28.63,55123.7,36.5333,55123.7,36.5333,,,,,
705,05/22/21 05:57:30 PM,37133.4,28.63,55123.7,36.5333,55123.7,36.5333,,,,,
706,05/22/21 05:58:00 PM,37143.2,28.64,55127.9,36.5364,55127.9,36.5364,,,,,
707,05/22/21 05:58:30 PM,37156.3,28.63,55157.8,36.5587,55157.8,36.5587,,,,,
708,05/22/21 05:59:00 PM,37143.2,28.63,55138.3,36.5442,55138.3,36.5442,,,,,
709,05/22/21 05:59:30 PM,37146.5,28.62,55153.6,36.5556,55153.6,36.5556,,,,,
710,05/22/21 06:00:00 PM,37149.8,28.63,55148.1,36.5515,55148.1,36.5515,,,,,
711,05/22/21 06:00:30 PM,37120.2,28.63,55104.1,36.5186,55104.1,36.5186,,,,,
712,05/22/21 06:01:00 PM,37146.5,28.62,55153.6,36.5556,55153.6,36.5556,,,,,
713,05/22/21 06:01:30 PM,37133.4,28.62,55134.1,36.5411,55134.1,36.5411,,,,,
714,05/22/21 06:02:00 PM,37136.6,28.62,55138.9,36.5446,55138.9,36.5446,,,,,
715,05/22/21 06:02:30 PM,37117.0,28.63,55099.3,36.5151,55099.3,36.5151,,,,,
716,05/22/21 06:03:00 PM,37159.6,28.61,55183.5,36.5780,55183.5,36.5780,,,,,
717,05/22/21 06:03:30 PM,37117.0,28.61,55120.1,36.5306,55120.1,36.5306,,,,,
718,05/22/21 06:04:00 PM,37113.7,28.61,55115.2,36.5270,55115.2,36.5270,,,,,
719,05/22/21 06:04:30 PM,37166.2,28.62,55182.9,36.5775,55182.9,36.5775,,,,,
720,05/22/21 06:05:00 PM,37117.0,28.62,55109.7,36.5229,55109.7,36.5229,,,,,
721,05/22/21 06:05:30 PM,37110.4,28.62,55099.9,36.5155,55099.9,36.5155,,,,,
722,05/22/21 06:06:00 PM,37149.8,28.62,55158.5,36.5593,55158.5,36.5593,,,,,
723,05/22/21 06:06:30 PM,37146.5,28.62,55153.6,36.5556,55153.6,36.5556,,,,,
724,05/22/21 06:07:00 PM,37133.4,28.61,55144.5,36.5489,55144.5,36.5489,,,,,
725,05/22/21 06:07:30 PM,37149.8,28.62,55158.5,36.5593,55158.5,36.5593,,,,,
726,05/22/21 06:08:00 PM,37120.2,28.62,55114.5,36.5264,55114.5,36.5264,,,,,
727,05/22/21 06:08:30 PM,37120.2,28.62,55114.5,36.5264,55114.5,36.5264,,,,,
728,05/22/21 06:09:00 PM,37136.6,28.61,55149.3,36.5524,55149.3,36.5524,,,,,
729,05/22/21 06:09:30 PM,37136.6,28.62,55138.9,36.5446,55138.9,36.5446,,,,,
730,05/22/21 06:10:00 PM,37120.2,28.61,55124.9,36.5342,55124.9,36.5342,,,,,
731,05/22/21 06:10:30 PM,37126.8,28.61,55134.7,36.5415,55134.7,36.5415,,,,,
732,05/22/21 06:11:00 PM,37126.8,28.59,55155.6,36.5571,55155.6,36.5571,,,,,
733,05/22/21 06:11:30 PM,37146.5,28.59,55184.9,36.5790,55184.9,36.5790,,,,,
734,05/22/21 06:12:00 PM,37156.3,28.61,55178.6,36.5743,55178.6,36.5743,,,,,
735,05/22/21 06:12:30 PM,37185.9,28.59,55243.5,36.6228,55243.5,36.6228,,,,,
736,05/22/21 06:13:00 PM,37126.8,28.61,55134.7,36.5415,55134.7,36.5415,,,,,
737,05/22/21 06:13:30 PM,37133.4,28.61,55144.5,36.5489,55144.5,36.5489,,,,,
738,05/22/21 06:14:00 PM,37120.2,28.61,55124.9,36.5342,55124.9,36.5342,,,,,
739,05/22/21 06:14:30 PM,37136.6,28.59,55170.1,36.5680,55170.1,36.5680,,,,,
740,05/22/21 06:15:00 PM,37133.4,28.61,55144.5,36.5489,55144.5,36.5489,,,,,
741,05/22/21 06:15:30 PM,37126.8,28.59,55155.6,36.5571,55155.6,36.5571,,,,,
742,05/22/21 06:16:00 PM,37084.2,28.61,55071.4,36.4942,55071.4,36.4942,,,,,
743,05/22/21 06:16:30 PM,37133.4,28.59,55165.4,36.5644,55165.4,36.5644,,,,,
744,05/22/21 06:17:00 PM,37130.1,28.59,55160.5,36.5608,55160.5,36.5608,,,,,
745,05/22/21 06:17:30 PM,37149.8,28.61,55168.9,36.5671,55168.9,36.5671,,,,,
746,05/22/21 06:18:00 PM,37159.6,28.61,55183.5,36.5780,55183.5,36.5780,,,,,
747,05/22/21 06:18:30 PM,37159.6,28.59,55204.4,36.5936,55204.4,36.5936,,,,,
748,05/22/21 06:19:00 PM,37130.1,28.59,55160.5,36.5608,55160.5,36.5608,,,,,
749,05/22/21 06:19:30 PM,37113.7,28.59,55136.1,36.5425,55136.1,36.5425,,,,,
750,05/22/21 06:20:00 PM,37113.7,28.59,55136.1,36.5425,55136.1,36.5425,,,,,
751,05/22/21 06:20:30 PM,37117.0,28.58,55151.4,36.5540,55151.4,36.5540,,,,,
752,05/22/21 06:21:00 PM,37110.4,28.58,55141.6,36.5467,55141.6,36.5467,,,,,
753,05/22/21 06:21:30 PM,37113.7,28.58,55146.5,36.5503,55146.5,36.5503,,,,,
754,05/22/21 06:22:00 PM,37130.1,28.59,55160.5,36.5608,55160.5,36.5608,,,,,
755,05/22/21 06:22:30 PM,37120.2,28.59,55145.7,36.5498,55145.7,36.5498,,,,,
756,05/22/21 06:23:00 PM,37117.0,28.58,55151.4,36.5540,55151.4,36.5540,,,,,
757,05/22/21 06:23:30 PM,37133.4,28.58,55175.8,36.5722,55175.8,36.5722,,,,,
758,05/22/21 06:24:00 PM,37120.2,28.58,55156.2,36.5576,55156.2,36.5576,,,,,
759,05/22/21 06:24:30 PM,37120.2,28.58,55156.2,36.5576,55156.2,36.5576,,,,,
760,05/22/21 06:25:00 PM,37110.4,28.59,55131.2,36.5389,55131.2,36.5389,,,,,
761,05/22/21 06:25:30 PM,37133.4,28.57,55186.2,36.5800,55186.2,36.5800,,,,,
762,05/22/21 06:26:00 PM,37159.6,28.59,55204.4,36.5936,55204.4,36.5936,,,,,
763,05/22/21 06:26:30 PM,37113.7,28.58,55146.5,36.5503,55146.5,36.5503,,,,,
764,05/22/21 06:27:00 PM,37087.5,28.57,55117.9,36.5290,55117.9,36.5290,,,,,
765,05/22/21 06:27:30 PM,37133.4,28.58,55175.8,36.5722,55175.8,36.5722,,,,,
766,05/22/21 06:28:00 PM,37100.6,28.58,55127.0,36.5358,55127.0,36.5358,,,,,
767,05/22/21 06:28:30 PM,37153.1,28.58,55205.1,36.5941,55205.1,36.5941,,,,,
768,05/22/21 06:29:00 PM,37133.4,28.59,55165.4,36.5644,55165.4,36.5644,,,,,
769,05/22/21 06:29:30 PM,37113.7,28.57,55156.9,36.5581,55156.9,36.5581,,,,,
770,05/22/21 06:30:00 PM,37100.6,28.57,55137.4,36.5435,55137.4,36.5435,,,,,
771,05/22/21 06:30:30 PM,37110.4,28.57,55152.0,36.5544,55152.0,36.5544,,,,,
772,05/22/21 06:31:00 PM,37126.8,28.57,55176.4,36.5727,55176.4,36.5727,,,,,
773,05/22/21 06:31:30 PM,37120.2,28.58,55156.2,36.5576,55156.2,36.5576,,,,,
774,05/22/21 06:32:00 PM,37113.7,28.57,55156.9,36.5581,55156.9,36.5581,,,,,
775,05/22/21 06:32:30 PM,37117.0,28.57,55161.8,36.5618,55161.8,36.5618,,,,,
776,05/22/21 06:33:00 PM,37146.5,28.57,55205.7,36.5946,55205.7,36.5946,,,,,
777,05/22/21 06:33:30 PM,37120.2,28.56,55177.0,36.5731,55177.0,36.5731,,,,,
778,05/22/21 06:34:00 PM,37113.7,28.56,55167.3,36.5659,55167.3,36.5659,,,,,
779,05/22/21 06:34:30 PM,37146.5,28.56,55216.2,36.6024,55216.2,36.6024,,,,,
780,05/22/21 06:35:00 PM,37149.8,28.56,55221.1,36.6061,55221.1,36.6061,,,,,
781,05/22/21 06:35:30 PM,37113.7,28.54,55188.2,36.5815,55188.2,36.5815,,,,,
782,05/22/21 06:36:00 PM,37113.7,28.56,55167.3,36.5659,55167.3,36.5659,,,,,
783,05/22/21 06:36:30 PM,37130.1,28.57,55181.3,36.5764,55181.3,36.5764,,,,,
784,05/22/21 06:37:00 PM,37077.6,28.56,55113.6,36.5258,55113.6,36.5258,,,,,
785,05/22/21 06:37:30 PM,37103.8,28.57,55142.2,36.5471,55142.2,36.5471,,,,,
786,05/22/21 06:38:00 PM,37126.8,28.57,55176.4,36.5727,55176.4,36.5727,,,,,
787,05/22/21 06:38:30 PM,37097.3,28.56,55142.9,36.5477,55142.9,36.5477,,,,,
788,05/22/21 06:39:00 PM,37103.8,28.57,55142.2,36.5471,55142.2,36.5471,,,,,
789,05/22/21 06:39:30 PM,37133.4,28.56,55196.7,36.5878,55196.7,36.5878,,,,,
790,05/22/21 06:40:00 PM,37110.4,28.56,55162.4,36.5622,55162.4,36.5622,,,,,
791,05/22/21 06:40:30 PM,37149.8,28.56,55221.1,36.6061,55221.1,36.6061,,,,,
792,05/22/21 06:41:00 PM,37113.7,28.56,55167.3,36.5659,55167.3,36.5659,,,,,
793,05/22/21 06:41:30 PM,37126.8,28.56,55186.8,36.5805,55186.8,36.5805,,,,,
794,05/22/21 06:42:00 PM,37100.6,28.57,55137.4,36.5435,55137.4,36.5435,,,,,
795,05/22/21 06:42:30 PM,37113.7,28.56,55167.3,36.5659,55167.3,36.5659,,,,,
796,05/22/21 06:43:00 PM,37071.1,28.54,55124.8,36.5341,55124.8,36.5341,,,,,
797,05/22/21 06:43:30 PM,37113.7,28.56,55167.3,36.5659,55167.3,36.5659,,,,,
798,05/22/21 06:44:00 PM,37126.8,28.56,55186.8,36.5805,55186.8,36.5805,,,,,
799,05/22/21 06:44:30 PM,37149.8,28.56,55221.1,36.6061,55221.1,36.6061,,,,,
800,05/22/21 06:45:00 PM,37136.6,28.54,55222.3,36.6070,55222.3,36.6070,,,,,
801,05/22/21 06:45:30 PM,37077.6,28.54,55134.5,36.5413,55134.5,36.5413,,,,,
802,05/22/21 06:46:00 PM,37107.1,28.56,55157.5,36.5586,55157.5,36.5586,,,,,
803,05/22/21 06:46:30 PM,37103.8,28.54,55173.5,36.5705,55173.5,36.5705,,,,,
804,05/22/21 06:47:00 PM,37117.0,28.56,55172.3,36.5696,55172.3,36.5696,,,,,
805,05/22/21 06:47:30 PM,37149.8,28.56,55221.1,36.6061,55221.1,36.6061,,,,,
806,05/22/21 06:48:00 PM,37172.8,28.54,55276.2,36.6473,55276.2,36.6473,,,,,
807,05/22/21 06:48:30 PM,37103.8,28.54,55173.5,36.5705,55173.5,36.5705,,,,,
808,05/22/21 06:49:00 PM,37120.2,28.56,55177.0,36.5731,55177.0,36.5731,,,,,
809,05/22/21 06:49:30 PM,37087.5,28.54,55149.2,36.5523,55149.2,36.5523,,,,,
810,05/22/21 06:50:00 PM,37117.0,28.54,55193.1,36.5852,55193.1,36.5852,,,,,
811,05/22/21 06:50:30 PM,37054.7,28.54,55100.4,36.5158,55100.4,36.5158,,,,,
812,05/22/21 06:51:00 PM,37149.8,28.54,55242.0,36.6217,55242.0,36.6217,,,,,
813,05/22/21 06:51:30 PM,37100.6,28.53,55179.1,36.5747,55179.1,36.5747,,,,,
814,05/22/21 06:52:00 PM,37136.6,28.54,55222.3,36.6070,55222.3,36.6070,,,,,
815,05/22/21 06:52:30 PM,37117.0,28.53,55203.6,36.5930,55203.6,36.5930,,,,,
816,05/22/21 06:53:00 PM,37143.2,28.53,55242.6,36.6222,55242.6,36.6222,,,,,
817,05/22/21 06:53:30 PM,37139.9,28.53,55237.7,36.6185,55237.7,36.6185,,,,,
818,05/22/21 06:54:00 PM,37100.6,28.53,55179.1,36.5747,55179.1,36.5747,,,,,
819,05/22/21 06:54:30 PM,37117.0,28.53,55203.6,36.5930,55203.6,36.5930,,,,,
820,05/22/21 06:55:00 PM,37162.9,28.53,55271.9,36.6441,55271.9,36.6441,,,,,
821,05/22/21 06:55:30 PM,37126.8,28.53,55218.2,36.6039,55218.2,36.6039,,,,,
822,05/22/21 06:56:00 PM,37126.8,28.53,55218.2,36.6039,55218.2,36.6039,,,,,
823,05/22/21 06:56:30 PM,37107.1,28.53,55188.8,36.5820,55188.8,36.5820,,,,,
824,05/22/21 06:57:00 PM,37100.6,28.53,55179.1,36.5747,55179.1,36.5747,,,,,
825,05/22/21 06:57:30 PM,37110.4,28.53,55193.7,36.5856,55193.7,36.5856,,,,,
826,05/22/21 06:58:00 PM,37087.5,28.53,55159.6,36.5601,55159.6,36.5601,,,,,
827,05/22/21 06:58:30 PM,37090.7,28.53,55164.4,36.5637,55164.4,36.5637,,,,,
828,05/22/21 06:59:00 PM,37130.1,28.53,55223.1,36.6076,55223.1,36.6076,,,,,
829,05/22/21 06:59:30 PM,37103.8,28.53,55183.9,36.5783,55183.9,36.5783,,,,,
830,05/22/21 07:00:00 PM,37103.8,28.53,55183.9,36.5783,55183.9,36.5783,,,,,
831,05/22/21 07:00:30 PM,37130.1,28.53,55223.1,36.6076,55223.1,36.6076,,,,,
832,05/22/21 07:01:00 PM,37133.4,28.52,55238.4,36.6191,55238.4,36.6191,,,,,
833,05/22/21 07:01:30 PM,37103.8,28.53,55183.9,36.5783,55183.9,36.5783,,,,,
834,05/22/21 07:02:00 PM,37113.7,28.52,55209.1,36.5971,55209.1,36.5971,,,,,
835,05/22/21 07:02:30 PM,37090.7,28.52,55174.8,36.5715,55174.8,36.5715,,,,,
836,05/22/21 07:03:00 PM,37113.7,28.52,55209.1,36.5971,55209.1,36.5971,,,,,
837,05/22/21 07:03:30 PM,37139.9,28.52,55248.1,36.6263,55248.1,36.6263,,,,,
838,05/22/21 07:04:00 PM,37103.8,28.51,55204.8,36.5939,55204.8,36.5939,,,,,
839,05/22/21 07:04:30 PM,37113.7,28.52,55209.1,36.5971,55209.1,36.5971,,,,,
840,05/22/21 07:05:00 PM,37103.8,28.51,55204.8,36.5939,55204.8,36.5939,,,,,
841,05/22/21 07:05:30 PM,37120.2,28.52,55218.8,36.6044,55218.8,36.6044,,,,,
842,05/22/21 07:06:00 PM,37130.1,28.52,55233.5,36.6154,55233.5,36.6154,,,,,
843,05/22/21 07:06:30 PM,37120.2,28.52,55218.8,36.6044,55218.8,36.6044,,,,,
844,05/22/21 07:07:00 PM,37100.6,28.51,55200.0,36.5903,55200.0,36.5903,,,,,
845,05/22/21 07:07:30 PM,37120.2,28.51,55229.2,36.6122,55229.2,36.6122,,,,,
846,05/22/21 07:08:00 PM,37130.1,28.52,55233.5,36.6154,55233.5,36.6154,,,,,
847,05/22/21 07:08:30 PM,37090.7,28.51,55185.3,36.5793,55185.3,36.5793,,,,,
848,05/22/21 07:09:00 PM,37123.5,28.52,55223.7,36.6080,55223.7,36.6080,,,,,
849,05/22/21 07:09:30 PM,37103.8,28.52,55194.3,36.5861,55194.3,36.5861,,,,,
850,05/22/21 07:10:00 PM,37100.6,28.51,55200.0,36.5903,55200.0,36.5903,,,,,
851,05/22/21 07:10:30 PM,37100.6,28.52,55189.6,36.5825,55189.6,36.5825,,,,,
852,05/22/21 07:11:00 PM,37126.8,28.51,55239.0,36.6195,55239.0,36.6195,,,,,
853,05/22/21 07:11:30 PM,37117.0,28.51,55224.4,36.6086,55224.4,36.6086,,,,,
854,05/22/21 07:12:00 PM,37117.0,28.51,55224.4,36.6086,55224.4,36.6086,,,,,
855,05/22/21 07:12:30 PM,37090.7,28.52,55174.8,36.5715,55174.8,36.5715,,,,,
856,05/22/21 07:13:00 PM,37162.9,28.51,55292.8,36.6597,55292.8,36.6597,,,,,
857,05/22/21 07:13:30 PM,37130.1,28.50,55254.4,36.6310,55254.4,36.6310,,,,,
858,05/22/21 07:14:00 PM,37126.8,28.51,55239.0,36.6195,55239.0,36.6195,,,,,
859,05/22/21 07:14:30 PM,37130.1,28.51,55244.0,36.6232,55244.0,36.6232,,,,,
860,05/22/21 07:15:00 PM,37133.4,28.50,55259.3,36.6347,55259.3,36.6347,,,,,
861,05/22/21 07:15:30 PM,37120.2,28.51,55229.2,36.6122,55229.2,36.6122,,,,,
862,05/22/21 07:16:00 PM,37113.7,28.51,55219.5,36.6049,55219.5,36.6049,,,,,
863,05/22/21 07:16:30 PM,37090.7,28.50,55195.7,36.5871,55195.7,36.5871,,,,,
864,05/22/21 07:17:00 PM,37107.1,28.50,55220.1,36.6054,55220.1,36.6054,,,,,
865,05/22/21 07:17:30 PM,37133.4,28.50,55259.3,36.6347,55259.3,36.6347,,,,,
866,05/22/21 07:18:00 PM,37080.9,28.50,55181.1,36.5762,55181.1,36.5762,,,,,
867,05/22/21 07:18:30 PM,37113.7,28.50,55230.0,36.6127,55230.0,36.6127,,,,,
868,05/22/21 07:19:00 PM,37103.8,28.50,55215.2,36.6017,55215.2,36.6017,,,,,
869,05/22/21 07:19:30 PM,37103.8,28.48,55236.1,36.6173,55236.1,36.6173,,,,,
870,05/22/21 07:20:00 PM,37130.1,28.48,55275.3,36.6466,55275.3,36.6466,,,,,
871,05/22/21 07:20:30 PM,37120.2,28.50,55239.7,36.6200,55239.7,36.6200,,,,,
872,05/22/21 07:21:00 PM,37107.1,28.51,55209.7,36.5976,55209.7,36.5976,,,,,
873,05/22/21 07:21:30 PM,37126.8,28.50,55249.5,36.6273,55249.5,36.6273,,,,,
874,05/22/21 07:22:00 PM,37103.8,28.50,55215.2,36.6017,55215.2,36.6017,,,,,
875,05/22/21 07:22:30 PM,37064.5,28.50,55156.7,36.5579,55156.7,36.5579,,,,,
876,05/22/21 07:23:00 PM,37103.8,28.48,55236.1,36.6173,55236.1,36.6173,,,,,
877,05/22/21 07:23:30 PM,37097.3,28.50,55205.5,36.5945,55205.5,36.5945,,,,,
878,05/22/21 07:24:00 PM,37117.0,28.48,55255.8,36.6320,55255.8,36.6320,,,,,
879,05/22/21 07:24:30 PM,37103.8,28.48,55236.1,36.6173,55236.1,36.6173,,,,,
880,05/22/21 07:25:00 PM,37120.2,28.48,55260.6,36.6356,55260.6,36.6356,,,,,
881,05/22/21 07:25:30 PM,37077.6,28.48,55197.1,36.5881,55197.1,36.5881,,,,,
882,05/22/21 07:26:00 PM,37107.1,28.48,55241.0,36.6210,55241.0,36.6210,,,,,
883,05/22/21 07:26:30 PM,37107.1,28.48,55241.0,36.6210,55241.0,36.6210,,,,,
884,05/22/21 07:27:00 PM,37120.2,28.48,55260.6,36.6356,55260.6,36.6356,,,,,
885,05/22/21 07:27:30 PM,37120.2,28.47,55271.0,36.6434,55271.0,36.6434,,,,,
886,05/22/21 07:28:00 PM,37120.2,28.48,55260.6,36.6356,55260.6,36.6356,,,,,
887,05/22/21 07:28:30 PM,37153.1,28.48,55309.6,36.6723,55309.6,36.6723,,,,,
888,05/22/21 07:29:00 PM,37117.0,28.48,55255.8,36.6320,55255.8,36.6320,,,,,
889,05/22/21 07:29:30 PM,37107.1,28.48,55241.0,36.6210,55241.0,36.6210,,,,,
890,05/22/21 07:30:00 PM,37100.6,28.47,55241.8,36.6216,55241.8,36.6216,,,,,
891,05/22/21 07:30:30 PM,37097.3,28.47,55236.9,36.6179,55236.9,36.6179,,,,,
892,05/22/21 07:31:00 PM,37107.1,28.48,55241.0,36.6210,55241.0,36.6210,,,,,
893,05/22/21 07:31:30 PM,37103.8,28.47,55246.6,36.6251,55246.6,36.6251,,,,,
894,05/22/21 07:32:00 PM,37117.0,28.47,55266.3,36.6399,55266.3,36.6399,,,,,
895,05/22/21 07:32:30 PM,37139.9,28.47,55300.4,36.6654,55300.4,36.6654,,,,,
896,05/22/21 07:33:00 PM,37097.3,28.47,55236.9,36.6179,55236.9,36.6179,,,,,
897,05/22/21 07:33:30 PM,37103.8,28.47,55246.6,36.6251,55246.6,36.6251,,,,,
898,05/22/21 07:34:00 PM,37084.2,28.47,55217.4,36.6033,55217.4,36.6033,,,,,
899,05/22/21 07:34:30 PM,37120.2,28.47,55271.0,36.6434,55271.0,36.6434,,,,,
900,05/22/21 07:35:00 PM,37107.1,28.47,55251.5,36.6288,55251.5,36.6288,,,,,
901,05/22/21 07:35:30 PM,37107.1,28.47,55251.5,36.6288,55251.5,36.6288,,,,,
902,05/22/21 07:36:00 PM,37080.9,28.46,55222.9,36.6074,55222.9,36.6074,,,,,
903,05/22/21 07:36:30 PM,37097.3,28.47,55236.9,36.6179,55236.9,36.6179,,,,,
904,05/22/21 07:37:00 PM,37103.8,28.47,55246.6,36.6251,55246.6,36.6251,,,,,
905,05/22/21 07:37:30 PM,37103.8,28.47,55246.6,36.6251,55246.6,36.6251,,,,,
906,05/22/21 07:38:00 PM,37117.0,28.46,55276.7,36.6477,55276.7,36.6477,,,,,
907,05/22/21 07:38:30 PM,37100.6,28.47,55241.8,36.6216,55241.8,36.6216,,,,,
908,05/22/21 07:39:00 PM,37090.7,28.47,55227.0,36.6105,55227.0,36.6105,,,,,
909,05/22/21 07:39:30 PM,37107.1,28.46,55262.0,36.6366,55262.0,36.6366,,,,,
910,05/22/21 07:40:00 PM,37117.0,28.46,55276.7,36.6477,55276.7,36.6477,,,,,
911,05/22/21 07:40:30 PM,37133.4,28.46,55301.2,36.6660,55301.2,36.6660,,,,,
912,05/22/21 07:41:00 PM,37120.2,28.46,55281.5,36.6512,55281.5,36.6512,,,,,
913,05/22/21 07:41:30 PM,37097.3,28.46,55247.3,36.6257,55247.3,36.6257,,,,,
914,05/22/21 07:42:00 PM,37110.4,28.46,55266.9,36.6403,55266.9,36.6403,,,,,
915,05/22/21 07:42:30 PM,37120.2,28.47,55271.0,36.6434,55271.0,36.6434,,,,,
916,05/22/21 07:43:00 PM,37087.5,28.47,55222.3,36.6070,55222.3,36.6070,,,,,
917,05/22/21 07:43:30 PM,37146.5,28.46,55320.7,36.6806,55320.7,36.6806,,,,,
918,05/22/21 07:44:00 PM,37103.8,28.46,55257.0,36.6330,55257.0,36.6330,,,,,
919,05/22/21 07:44:30 PM,37097.3,28.46,55247.3,36.6257,55247.3,36.6257,,,,,
920,05/22/21 07:45:00 PM,37103.8,28.47,55246.6,36.6251,55246.6,36.6251,,,,,
921,05/22/21 07:45:30 PM,37120.2,28.45,55292.0,36.6591,55292.0,36.6591,,,,,
922,05/22/21 07:46:00 PM,37074.4,28.46,55213.2,36.6002,55213.2,36.6002,,,,,
923,05/22/21 07:46:30 PM,37090.7,28.46,55237.5,36.6184,55237.5,36.6184,,,,,
924,05/22/21 07:47:00 PM,37090.7,28.45,55248.0,36.6262,55248.0,36.6262,,,,,
925,05/22/21 07:47:30 PM,37090.7,28.45,55248.0,36.6262,55248.0,36.6262,,,,,
926,05/22/21 07:48:00 PM,37087.5,28.46,55232.7,36.6148,55232.7,36.6148,,,,,
927,05/22/21 07:48:30 PM,37100.6,28.45,55262.7,36.6372,55262.7,36.6372,,,,,
928,05/22/21 07:49:00 PM,37100.6,28.45,55262.7,36.6372,55262.7,36.6372,,,,,
929,05/22/21 07:49:30 PM,37097.3,28.45,55257.8,36.6335,55257.8,36.6335,,,,,
930,05/22/21 07:50:00 PM,37058.0,28.45,55199.2,36.5897,55199.2,36.5897,,,,,
931,05/22/21 07:50:30 PM,37090.7,28.45,55248.0,36.6262,55248.0,36.6262,,,,,
932,05/22/21 07:51:00 PM,37074.4,28.46,55213.2,36.6002,55213.2,36.6002,,,,,
933,05/22/21 07:51:30 PM,37100.6,28.45,55262.7,36.6372,55262.7,36.6372,,,,,
934,05/22/21 07:52:00 PM,37080.9,28.45,55233.3,36.6152,55233.3,36.6152,,,,,
935,05/22/21 07:52:30 PM,37107.1,28.44,55282.9,36.6523,55282.9,36.6523,,,,,
936,05/22/21 07:53:00 PM,37100.6,28.45,55262.7,36.6372,55262.7,36.6372,,,,,
937,05/22/21 07:53:30 PM,37097.3,28.45,55257.8,36.6335,55257.8,36.6335,,,,,
938,05/22/21 07:54:00 PM,37090.7,28.45,55248.0,36.6262,55248.0,36.6262,,,,,
939,05/22/21 07:54:30 PM,37071.1,28.45,55218.7,36.6043,55218.7,36.6043,,,,,
940,05/22/21 07:55:00 PM,37071.1,28.45,55218.7,36.6043,55218.7,36.6043,,,,,
941,05/22/21 07:55:30 PM,37080.9,28.45,55233.3,36.6152,55233.3,36.6152,,,,,
942,05/22/21 07:56:00 PM,37097.3,28.44,55268.3,36.6414,55268.3,36.6414,,,,,
943,05/22/21 07:56:30 PM,37080.9,28.45,55233.3,36.6152,55233.3,36.6152,,,,,
