"Plot Title: CT_350_052221_CG"
"#","Date Time, GMT-10:00","High Range, μS/cm (LGR S/N: 20739350, SEN S/N: 20739350)","Temp, °C (LGR S/N: 20739350, SEN S/N: 20739350)","Specific Conductance, μS/cm (LGR S/N: 20739350)","Salinity, ppt (LGR S/N: 20739350)","Coupler Detached (LGR S/N: 20739350)","Coupler Attached (LGR S/N: 20739350)","Host Connected (LGR S/N: 20739350)","End Of File (LGR S/N: 20739350)"
1,05/22/21 12:22:30 PM,0.0,23.57,0.0,0.0123,Logged,,,
2,05/22/21 12:23:00 PM,0.0,23.58,0.0,0.0123,,,,
3,05/22/21 12:23:30 PM,0.0,23.61,0.0,0.0123,,,,
4,05/22/21 12:24:00 PM,0.0,23.62,0.0,0.0123,,,,
5,05/22/21 12:24:30 PM,0.0,23.63,0.0,0.0123,,,,
6,05/22/21 12:25:00 PM,0.0,23.64,0.0,0.0123,,,,
7,05/22/21 12:25:30 PM,0.0,23.64,0.0,0.0123,,,,
8,05/22/21 12:26:00 PM,0.0,23.64,0.0,0.0123,,,,
9,05/22/21 12:26:30 PM,0.0,23.64,0.0,0.0123,,,,
10,05/22/21 12:27:00 PM,0.0,23.66,0.0,0.0123,,,,
11,05/22/21 12:27:30 PM,0.0,23.64,0.0,0.0123,,,,
12,05/22/21 12:28:00 PM,0.0,24.18,0.0,0.0123,,,,
13,05/22/21 12:28:30 PM,0.0,24.71,0.0,0.0123,,,,
14,05/22/21 12:29:00 PM,42911.7,27.69,56222.7,37.3561,,,,
15,05/22/21 12:29:30 PM,43042.9,28.80,55222.3,36.6070,,,,
16,05/22/21 12:30:00 PM,42987.1,28.95,54995.6,36.4376,,,,
17,05/22/21 12:30:30 PM,42959.3,28.96,54949.6,36.4033,,,,
18,05/22/21 12:31:00 PM,42927.6,29.02,54847.3,36.3269,,,,
19,05/22/21 12:31:30 PM,42848.3,29.05,54715.1,36.2281,,,,
20,05/22/21 12:32:00 PM,42836.5,29.07,54679.5,36.2016,,,,
21,05/22/21 12:32:30 PM,42820.7,29.10,54628.6,36.1636,,,,
22,05/22/21 12:33:00 PM,42804.9,29.10,54608.4,36.1486,,,,
23,05/22/21 12:33:30 PM,42765.4,29.11,54547.7,36.1033,,,,
24,05/22/21 12:34:00 PM,42777.2,29.11,54562.8,36.1145,,,,
25,05/22/21 12:34:30 PM,42698.5,29.11,54462.2,36.0395,,,,
26,05/22/21 12:35:00 PM,42670.9,29.09,54447.4,36.0284,,,,
27,05/22/21 12:35:30 PM,42733.9,29.07,54548.3,36.1037,,,,
28,05/22/21 12:36:00 PM,42651.3,29.06,54452.9,36.0326,,,,
29,05/22/21 12:36:30 PM,42667.0,29.06,54473.0,36.0475,,,,
30,05/22/21 12:37:00 PM,42682.7,29.05,54503.2,36.0701,,,,
31,05/22/21 12:37:30 PM,42639.5,29.04,54458.2,36.0365,,,,
32,05/22/21 12:38:00 PM,42651.3,29.02,54493.7,36.0630,,,,
33,05/22/21 12:38:30 PM,42604.3,29.02,54433.5,36.0181,,,,
34,05/22/21 12:39:00 PM,42592.5,29.04,54398.0,35.9917,,,,
35,05/22/21 12:39:30 PM,42565.1,29.05,54352.8,35.9580,,,,
36,05/22/21 12:40:00 PM,42592.5,29.06,54377.7,35.9765,,,,
37,05/22/21 12:40:30 PM,42561.2,29.06,54337.6,35.9467,,,,
38,05/22/21 12:41:00 PM,42522.1,29.07,54277.5,35.9018,,,,
39,05/22/21 12:41:30 PM,42541.6,29.07,54302.4,35.9204,,,,
40,05/22/21 12:42:00 PM,42541.6,29.09,54282.1,35.9052,,,,
41,05/22/21 12:42:30 PM,42475.3,29.10,54187.2,35.8345,,,,
42,05/22/21 12:43:00 PM,42518.2,29.10,54242.0,35.8754,,,,
43,05/22/21 12:43:30 PM,42502.6,29.10,54222.1,35.8605,,,,
44,05/22/21 12:44:00 PM,42490.9,29.11,54197.0,35.8418,,,,
45,05/22/21 12:44:30 PM,42467.5,29.12,54156.9,35.8120,,,,
46,05/22/21 12:45:00 PM,42463.6,29.14,54131.7,35.7932,,,,
47,05/22/21 12:45:30 PM,42463.6,29.12,54152.0,35.8083,,,,
48,05/22/21 12:46:00 PM,42459.7,29.11,54157.1,35.8121,,,,
49,05/22/21 12:46:30 PM,42459.7,29.10,54167.3,35.8197,,,,
50,05/22/21 12:47:00 PM,42413.0,29.10,54107.6,35.7752,,,,
51,05/22/21 12:47:30 PM,42416.9,29.10,54112.6,35.7790,,,,
52,05/22/21 12:48:00 PM,42381.9,29.10,54067.8,35.7456,,,,
53,05/22/21 12:48:30 PM,42374.1,29.10,54057.9,35.7382,,,,
54,05/22/21 12:49:00 PM,42401.3,29.11,54082.5,35.7566,,,,
55,05/22/21 12:49:30 PM,42366.4,29.11,54037.9,35.7234,,,,
56,05/22/21 12:50:00 PM,42381.9,29.11,54057.7,35.7381,,,,
57,05/22/21 12:50:30 PM,42366.4,29.12,54027.8,35.7158,,,,
58,05/22/21 12:51:00 PM,42366.4,29.11,54037.9,35.7234,,,,
59,05/22/21 12:51:30 PM,42405.2,29.11,54087.5,35.7603,,,,
60,05/22/21 12:52:00 PM,42292.7,29.11,53943.7,35.6533,,,,
61,05/22/21 12:52:30 PM,42277.3,29.14,53893.8,35.6161,,,,
62,05/22/21 12:53:00 PM,42292.7,29.12,53933.6,35.6458,,,,
63,05/22/21 12:53:30 PM,42254.1,29.14,53864.2,35.5940,,,,
64,05/22/21 12:54:00 PM,42238.6,29.14,53844.4,35.5793,,,,
65,05/22/21 12:54:30 PM,42288.9,29.15,53898.5,35.6196,,,,
66,05/22/21 12:55:00 PM,42257.9,29.15,53858.9,35.5902,,,,
67,05/22/21 12:55:30 PM,42257.9,29.16,53848.9,35.5827,,,,
68,05/22/21 12:56:00 PM,42157.6,29.14,53740.9,35.5024,,,,
69,05/22/21 12:56:30 PM,42180.7,29.15,53760.4,35.5168,,,,
70,05/22/21 12:57:00 PM,42138.4,29.14,53716.4,35.4841,,,,
71,05/22/21 12:57:30 PM,42219.3,29.12,53839.9,35.5760,,,,
72,05/22/21 12:58:00 PM,42157.6,29.12,53761.1,35.5173,,,,
73,05/22/21 12:58:30 PM,42146.1,29.11,53756.4,35.5139,,,,
74,05/22/21 12:59:00 PM,42123.0,29.11,53726.9,35.4919,,,,
75,05/22/21 12:59:30 PM,42115.3,29.10,53727.1,35.4921,,,,
76,05/22/21 01:00:00 PM,42088.4,29.10,53692.8,35.4665,,,,
77,05/22/21 01:00:30 PM,42065.4,29.10,53663.4,35.4447,,,,
78,05/22/21 01:01:00 PM,42065.4,29.09,53673.4,35.4521,,,,
79,05/22/21 01:01:30 PM,42065.4,29.09,53673.4,35.4521,,,,
80,05/22/21 01:02:00 PM,42030.9,29.09,53629.3,35.4194,,,,
81,05/22/21 01:02:30 PM,42011.8,29.09,53604.9,35.4012,,,,
82,05/22/21 01:03:00 PM,41988.8,29.10,53565.5,35.3719,,,,
83,05/22/21 01:03:30 PM,41958.2,29.12,53506.3,35.3279,,,,
84,05/22/21 01:04:00 PM,41988.8,29.11,53555.4,35.3644,,,,
85,05/22/21 01:04:30 PM,42023.2,29.12,53589.4,35.3897,,,,
86,05/22/21 01:05:00 PM,41985.0,29.11,53550.6,35.3608,,,,
87,05/22/21 01:05:30 PM,41973.5,29.12,53525.9,35.3425,,,,
88,05/22/21 01:06:00 PM,41916.3,29.14,53432.8,35.2733,,,,
89,05/22/21 01:06:30 PM,41920.1,29.12,53457.7,35.2918,,,,
90,05/22/21 01:07:00 PM,41931.5,29.11,53482.2,35.3100,,,,
91,05/22/21 01:07:30 PM,41878.2,29.11,53414.1,35.2594,,,,
92,05/22/21 01:08:00 PM,41828.7,29.11,53350.9,35.2124,,,,
93,05/22/21 01:08:30 PM,41870.5,29.12,53394.3,35.2447,,,,
94,05/22/21 01:09:00 PM,41828.7,29.12,53340.9,35.2050,,,,
95,05/22/21 01:09:30 PM,41813.5,29.11,53331.5,35.1980,,,,
96,05/22/21 01:10:00 PM,41787.0,29.12,53287.6,35.1655,,,,
97,05/22/21 01:10:30 PM,41802.1,29.12,53306.9,35.1798,,,,
98,05/22/21 01:11:00 PM,41787.0,29.12,53287.6,35.1655,,,,
99,05/22/21 01:11:30 PM,41741.5,29.10,53249.4,35.1371,,,,
100,05/22/21 01:12:00 PM,41730.1,29.12,53214.9,35.1115,,,,
101,05/22/21 01:12:30 PM,41760.4,29.14,53233.7,35.1254,,,,
102,05/22/21 01:13:00 PM,41699.9,29.14,53156.5,35.0681,,,,
103,05/22/21 01:13:30 PM,41662.1,29.14,53108.2,35.0322,,,,
104,05/22/21 01:14:00 PM,41654.5,29.15,53088.6,35.0177,,,,
105,05/22/21 01:14:30 PM,41631.9,29.16,53049.8,34.9889,,,,
106,05/22/21 01:15:00 PM,41673.4,29.17,53092.8,35.0208,,,,
107,05/22/21 01:15:30 PM,41579.2,29.15,52992.4,34.9463,,,,
108,05/22/21 01:16:00 PM,41579.2,29.16,52982.5,34.9390,,,,
109,05/22/21 01:16:30 PM,41654.5,29.15,53088.6,35.0177,,,,
110,05/22/21 01:17:00 PM,41586.7,29.16,52992.1,34.9461,,,,
111,05/22/21 01:17:30 PM,41560.4,29.16,52958.5,34.9212,,,,
112,05/22/21 01:18:00 PM,41583.0,29.16,52987.4,34.9426,,,,
113,05/22/21 01:18:30 PM,41583.0,29.16,52987.4,34.9426,,,,
114,05/22/21 01:19:00 PM,41586.7,29.15,53002.0,34.9534,,,,
115,05/22/21 01:19:30 PM,41537.9,29.16,52929.8,34.8999,,,,
116,05/22/21 01:20:00 PM,41556.6,29.16,52953.7,34.9176,,,,
117,05/22/21 01:20:30 PM,41489.1,29.17,52857.6,34.8463,,,,
118,05/22/21 01:21:00 PM,41485.3,29.16,52862.6,34.8501,,,,
119,05/22/21 01:21:30 PM,41459.1,29.16,52829.2,34.8253,,,,
120,05/22/21 01:22:00 PM,41406.8,29.15,52772.3,34.7831,,,,
121,05/22/21 01:22:30 PM,41470.3,29.16,52843.5,34.8359,,,,
122,05/22/21 01:23:00 PM,41470.3,29.16,52843.5,34.8359,,,,
123,05/22/21 01:23:30 PM,41395.6,29.16,52748.1,34.7652,,,,
124,05/22/21 01:24:00 PM,41395.6,29.16,52748.1,34.7652,,,,
125,05/22/21 01:24:30 PM,41335.9,29.15,52681.8,34.7160,,,,
126,05/22/21 01:25:00 PM,41347.1,29.16,52686.2,34.7193,,,,
127,05/22/21 01:25:30 PM,41295.0,29.16,52619.7,34.6700,,,,
128,05/22/21 01:26:00 PM,41313.6,29.15,52653.3,34.6949,,,,
129,05/22/21 01:26:30 PM,41242.9,29.15,52563.1,34.6280,,,,
130,05/22/21 01:27:00 PM,41228.1,29.14,52554.0,34.6213,,,,
131,05/22/21 01:27:30 PM,41246.7,29.15,52567.9,34.6316,,,,
132,05/22/21 01:28:00 PM,41191.0,29.16,52487.0,34.5716,,,,
133,05/22/21 01:28:30 PM,41217.0,29.15,52530.0,34.6035,,,,
134,05/22/21 01:29:00 PM,41239.2,29.16,52548.5,34.6172,,,,
135,05/22/21 01:29:30 PM,41187.3,29.15,52492.1,34.5754,,,,
136,05/22/21 01:30:00 PM,41083.9,29.15,52360.1,34.4777,,,,
137,05/22/21 01:30:30 PM,41139.3,29.14,52440.6,34.5373,,,,
138,05/22/21 01:31:00 PM,41083.9,29.15,52360.1,34.4777,,,,
139,05/22/21 01:31:30 PM,41028.7,29.14,52299.4,34.4327,,,,
140,05/22/21 01:32:00 PM,40962.5,29.14,52214.9,34.3702,,,,
141,05/22/21 01:32:30 PM,41006.6,29.16,52251.6,34.3974,,,,
142,05/22/21 01:33:00 PM,40609.3,29.15,51754.2,34.0296,,,,
143,05/22/21 01:33:30 PM,40627.4,29.15,51777.3,34.0466,,,,
144,05/22/21 01:34:00 PM,40620.1,29.15,51768.0,34.0398,,,,
145,05/22/21 01:34:30 PM,40580.4,29.15,51717.3,34.0023,,,,
146,05/22/21 01:35:00 PM,40609.3,29.15,51754.2,34.0296,,,,
147,05/22/21 01:35:30 PM,40576.8,29.14,51722.4,34.0061,,,,
148,05/22/21 01:36:00 PM,40551.5,29.15,51680.4,33.9751,,,,
149,05/22/21 01:36:30 PM,40602.1,29.15,51745.0,34.0228,,,,
150,05/22/21 01:37:00 PM,40547.9,29.16,51666.1,33.9645,,,,
151,05/22/21 01:37:30 PM,40468.7,29.16,51565.0,33.8899,,,,
152,05/22/21 01:38:00 PM,40443.6,29.17,51523.3,33.8591,,,,
153,05/22/21 01:38:30 PM,40425.6,29.15,51519.7,33.8564,,,,
154,05/22/21 01:39:00 PM,40429.2,29.17,51505.0,33.8455,,,,
155,05/22/21 01:39:30 PM,40407.7,29.16,51487.2,33.8324,,,,
156,05/22/21 01:40:00 PM,40329.0,29.17,51377.1,33.7512,,,,
157,05/22/21 01:40:30 PM,40468.7,29.17,51555.4,33.8827,,,,
158,05/22/21 01:41:00 PM,40339.7,29.17,51390.7,33.7612,,,,
159,05/22/21 01:41:30 PM,40332.5,29.17,51381.6,33.7545,,,,
160,05/22/21 01:42:00 PM,40396.9,29.17,51463.7,33.8151,,,,
161,05/22/21 01:42:30 PM,40243.4,29.18,51258.3,33.6635,,,,
162,05/22/21 01:43:00 PM,40200.7,29.18,51203.8,33.6233,,,,
163,05/22/21 01:43:30 PM,40264.7,29.20,51266.2,33.6694,,,,
164,05/22/21 01:44:00 PM,40225.6,29.18,51235.5,33.6468,,,,
165,05/22/21 01:44:30 PM,40186.5,29.21,51156.9,33.5888,,,,
166,05/22/21 01:45:00 PM,40122.6,29.20,51085.0,33.5358,,,,
167,05/22/21 01:45:30 PM,40104.9,29.22,51043.3,33.5050,,,,
168,05/22/21 01:46:00 PM,40094.3,29.22,51029.8,33.4951,,,,
169,05/22/21 01:46:30 PM,40083.7,29.22,51016.3,33.4851,,,,
170,05/22/21 01:47:00 PM,40066.0,29.22,50993.7,33.4685,,,,
171,05/22/21 01:47:30 PM,40009.5,29.22,50921.7,33.4154,,,,
172,05/22/21 01:48:00 PM,39921.6,29.23,50800.1,33.3259,,,,
173,05/22/21 01:48:30 PM,40009.5,29.23,50912.2,33.4084,,,,
174,05/22/21 01:49:00 PM,39963.7,29.23,50853.8,33.3654,,,,
175,05/22/21 01:49:30 PM,39914.5,29.26,50762.6,33.2982,,,,
176,05/22/21 01:50:00 PM,39879.4,29.23,50746.3,33.2863,,,,
177,05/22/21 01:50:30 PM,39844.4,29.23,50701.7,33.2534,,,,
178,05/22/21 01:51:00 PM,39785.0,29.23,50626.0,33.1977,,,,
179,05/22/21 01:51:30 PM,39865.4,29.22,50738.0,33.2801,,,,
180,05/22/21 01:52:00 PM,39732.7,29.23,50559.3,33.1486,,,,
181,05/22/21 01:52:30 PM,39725.7,29.22,50559.9,33.1490,,,,
182,05/22/21 01:53:00 PM,39722.2,29.21,50564.9,33.1527,,,,
183,05/22/21 01:53:30 PM,39673.5,29.23,50483.9,33.0931,,,,
184,05/22/21 01:54:00 PM,39649.2,29.23,50452.9,33.0703,,,,
185,05/22/21 01:54:30 PM,39597.2,29.23,50386.6,33.0216,,,,
186,05/22/21 01:55:00 PM,39332.0,29.23,50048.6,32.7732,,,,
187,05/22/21 01:55:30 PM,39656.1,29.25,50442.8,33.0629,,,,
188,05/22/21 01:56:00 PM,39531.4,29.26,50274.5,32.9392,,,,
189,05/22/21 01:56:30 PM,39517.6,29.27,50247.5,32.9194,,,,
190,05/22/21 01:57:00 PM,39490.0,29.25,50231.2,32.9073,,,,
191,05/22/21 01:57:30 PM,39514.2,29.26,50252.6,32.9231,,,,
192,05/22/21 01:58:00 PM,39448.7,29.26,50169.2,32.8618,,,,
193,05/22/21 01:58:30 PM,39441.8,29.25,50169.7,32.8622,,,,
194,05/22/21 01:59:00 PM,39431.5,29.27,50137.9,32.8388,,,,
195,05/22/21 01:59:30 PM,39462.5,29.25,50196.1,32.8816,,,,
196,05/22/21 02:00:00 PM,39325.1,29.22,50049.1,32.7736,,,,
197,05/22/21 02:00:30 PM,39369.7,29.21,50115.4,32.8223,,,,
198,05/22/21 02:01:00 PM,39249.9,29.21,49962.6,32.7101,,,,
199,05/22/21 02:01:30 PM,39229.4,29.20,49945.8,32.6977,,,,
200,05/22/21 02:02:00 PM,39205.6,29.16,49952.9,32.7029,,,,
201,05/22/21 02:02:30 PM,39215.8,29.15,49975.3,32.7193,,,,
202,05/22/21 02:03:00 PM,39035.9,29.14,49754.9,32.5576,,,,
203,05/22/21 02:03:30 PM,39144.4,29.12,49912.2,32.6730,,,,
204,05/22/21 02:04:00 PM,39117.2,29.12,49877.4,32.6475,,,,
205,05/22/21 02:04:30 PM,39022.4,29.10,49775.0,32.5724,,,,
206,05/22/21 02:05:00 PM,39025.8,29.10,49779.4,32.5755,,,,
207,05/22/21 02:05:30 PM,39056.2,29.10,49818.2,32.6040,,,,
208,05/22/21 02:06:00 PM,38971.8,29.07,49738.3,32.5454,,,,
209,05/22/21 02:06:30 PM,39049.4,29.09,49818.9,32.6045,,,,
210,05/22/21 02:07:00 PM,38934.7,29.10,49663.0,32.4902,,,,
211,05/22/21 02:07:30 PM,38965.0,29.10,49701.7,32.5185,,,,
212,05/22/21 02:08:00 PM,38961.7,29.07,49725.4,32.5360,,,,
213,05/22/21 02:08:30 PM,38834.0,29.07,49562.2,32.4162,,,,
214,05/22/21 02:09:00 PM,38887.6,29.07,49630.7,32.4665,,,,
215,05/22/21 02:09:30 PM,38640.4,29.07,49314.7,32.2349,,,,
216,05/22/21 02:10:00 PM,38600.6,29.06,49273.1,32.2044,,,,
217,05/22/21 02:10:30 PM,38590.6,29.06,49260.3,32.1950,,,,
218,05/22/21 02:11:00 PM,38703.6,29.05,49414.0,32.3076,,,,
219,05/22/21 02:11:30 PM,38737.0,29.05,49456.7,32.3389,,,,
220,05/22/21 02:12:00 PM,38584.0,29.04,49270.3,32.2024,,,,
221,05/22/21 02:12:30 PM,38494.7,29.05,49146.9,32.1120,,,,
222,05/22/21 02:13:00 PM,38537.6,29.05,49201.7,32.1521,,,,
223,05/22/21 02:13:30 PM,38498.0,29.06,49141.9,32.1083,,,,
224,05/22/21 02:14:00 PM,38511.2,29.05,49168.0,32.1274,,,,
225,05/22/21 02:14:30 PM,38557.5,29.06,49218.0,32.1640,,,,
226,05/22/21 02:15:00 PM,38557.5,29.07,49208.7,32.1572,,,,
227,05/22/21 02:15:30 PM,38418.9,29.07,49031.5,32.0275,,,,
228,05/22/21 02:16:00 PM,38468.3,29.09,49076.3,32.0603,,,,
229,05/22/21 02:16:30 PM,38432.0,29.10,49020.7,32.0196,,,,
230,05/22/21 02:17:00 PM,38425.4,29.10,49012.3,32.0134,,,,
231,05/22/21 02:17:30 PM,38379.4,29.11,48944.3,31.9637,,,,
232,05/22/21 02:18:00 PM,38290.9,29.11,48831.3,31.8810,,,,
233,05/22/21 02:18:30 PM,38313.8,29.11,48860.5,31.9024,,,,
234,05/22/21 02:19:00 PM,38359.7,29.10,48928.3,31.9520,,,,
235,05/22/21 02:19:30 PM,38193.0,29.10,48715.3,31.7962,,,,
236,05/22/21 02:20:00 PM,38274.6,29.10,48819.6,31.8725,,,,
237,05/22/21 02:20:30 PM,38235.4,29.11,48760.4,31.8291,,,,
238,05/22/21 02:21:00 PM,38209.3,29.11,48727.0,31.8048,,,,
239,05/22/21 02:21:30 PM,38287.6,29.11,48827.1,31.8779,,,,
240,05/22/21 02:22:00 PM,38153.9,29.10,48665.4,31.7597,,,,
241,05/22/21 02:22:30 PM,38066.3,29.10,48553.5,31.6779,,,,
242,05/22/21 02:23:00 PM,38225.6,29.07,48784.4,31.8468,,,,
243,05/22/21 02:23:30 PM,37982.2,29.07,48473.3,31.6194,,,,
244,05/22/21 02:24:00 PM,38063.0,29.09,48558.4,31.6815,,,,
245,05/22/21 02:24:30 PM,38101.9,29.09,48608.1,31.7178,,,,
246,05/22/21 02:25:00 PM,38066.3,29.09,48562.6,31.6846,,,,
247,05/22/21 02:25:30 PM,37979.0,29.09,48451.0,31.6031,,,,
248,05/22/21 02:26:00 PM,38114.9,29.10,48615.6,31.7233,,,,
249,05/22/21 02:26:30 PM,38066.3,29.09,48562.6,31.6846,,,,
250,05/22/21 02:27:00 PM,37892.1,29.09,48340.0,31.5220,,,,
251,05/22/21 02:27:30 PM,38017.8,29.09,48500.6,31.6393,,,,
252,05/22/21 02:28:00 PM,37975.8,29.09,48446.9,31.6001,,,,
253,05/22/21 02:28:30 PM,37847.1,29.07,48300.6,31.4932,,,,
254,05/22/21 02:29:00 PM,37966.1,29.05,48470.9,31.6176,,,,
255,05/22/21 02:29:30 PM,37979.0,29.06,48478.3,31.6230,,,,
256,05/22/21 02:30:00 PM,37696.9,29.06,48117.7,31.3597,,,,
257,05/22/21 02:30:30 PM,37850.3,29.07,48304.7,31.4962,,,,
258,05/22/21 02:31:00 PM,37898.5,29.07,48366.3,31.5412,,,,
259,05/22/21 02:31:30 PM,37811.9,29.07,48255.6,31.4604,,,,
260,05/22/21 02:32:00 PM,37757.5,29.09,48168.0,31.3965,,,,
261,05/22/21 02:32:30 PM,37620.6,29.07,48011.1,31.2820,,,,
262,05/22/21 02:33:00 PM,37633.3,29.06,48036.3,31.3004,,,,
263,05/22/21 02:33:30 PM,37847.1,29.06,48309.7,31.4999,,,,
264,05/22/21 02:34:00 PM,37872.8,29.05,48351.6,31.5305,,,,
265,05/22/21 02:34:30 PM,37725.6,29.04,48172.4,31.3997,,,,
266,05/22/21 02:35:00 PM,37658.7,29.04,48086.9,31.3373,,,,
267,05/22/21 02:35:30 PM,37626.9,29.04,48046.2,31.3076,,,,
268,05/22/21 02:36:00 PM,37747.9,29.02,48219.1,31.4337,,,,
269,05/22/21 02:36:30 PM,37783.1,29.04,48246.0,31.4534,,,,
270,05/22/21 02:37:00 PM,37427.8,29.02,47809.5,31.1350,,,,
271,05/22/21 02:37:30 PM,37658.7,29.02,48104.9,31.3504,,,,
272,05/22/21 02:38:00 PM,37665.1,29.01,48122.2,31.3630,,,,
273,05/22/21 02:38:30 PM,37566.7,29.01,47996.2,31.2712,,,,
274,05/22/21 02:39:00 PM,37595.2,29.00,48041.7,31.3043,,,,
275,05/22/21 02:39:30 PM,37760.7,29.00,48253.6,31.4589,,,,
276,05/22/21 02:40:00 PM,37579.3,28.99,48030.4,31.2961,,,,
277,05/22/21 02:40:30 PM,37872.8,28.97,48424.3,31.5836,,,,
278,05/22/21 02:41:00 PM,37732.0,28.99,48225.9,31.4387,,,,
279,05/22/21 02:41:30 PM,37531.9,28.97,47987.8,31.2650,,,,
280,05/22/21 02:42:00 PM,37690.5,28.97,48190.9,31.4131,,,,
281,05/22/21 02:42:30 PM,37712.8,28.96,48228.5,31.4406,,,,
282,05/22/21 02:43:00 PM,37824.7,28.96,48371.8,31.5452,,,,
283,05/22/21 02:43:30 PM,37630.1,28.96,48122.6,31.3633,,,,
284,05/22/21 02:44:00 PM,37696.9,28.95,48217.2,31.4324,,,,
285,05/22/21 02:44:30 PM,37744.7,28.99,48242.1,31.4506,,,,
286,05/22/21 02:45:00 PM,37576.2,28.99,48026.4,31.2932,,,,
287,05/22/21 02:45:30 PM,37626.9,28.97,48109.4,31.3537,,,,
288,05/22/21 02:46:00 PM,37703.3,28.96,48216.3,31.4317,,,,
289,05/22/21 02:46:30 PM,37751.1,28.96,48277.6,31.4764,,,,
290,05/22/21 02:47:00 PM,37709.6,28.96,48224.4,31.4376,,,,
291,05/22/21 02:47:30 PM,37709.6,28.95,48233.5,31.4442,,,,
292,05/22/21 02:48:00 PM,37579.3,28.94,48075.6,31.3290,,,,
293,05/22/21 02:48:30 PM,37525.5,28.94,48006.6,31.2788,,,,
294,05/22/21 02:49:00 PM,37760.7,28.95,48298.9,31.4920,,,,
295,05/22/21 02:49:30 PM,37620.6,28.94,48128.5,31.3676,,,,
296,05/22/21 02:50:00 PM,37677.8,28.94,48201.8,31.4211,,,,
297,05/22/21 02:50:30 PM,37601.5,28.94,48104.0,31.3498,,,,
298,05/22/21 02:51:00 PM,37456.1,28.93,47926.7,31.2205,,,,
299,05/22/21 02:51:30 PM,37633.3,28.93,48153.8,31.3861,,,,
300,05/22/21 02:52:00 PM,37658.7,28.93,48186.4,31.4099,,,,
301,05/22/21 02:52:30 PM,37703.3,28.91,48261.7,31.4648,,,,
302,05/22/21 02:53:00 PM,37314.8,28.90,47772.6,31.1081,,,,
303,05/22/21 02:53:30 PM,37582.5,28.90,48115.9,31.3584,,,,
304,05/22/21 02:54:00 PM,37732.0,28.91,48298.5,31.4917,,,,
305,05/22/21 02:54:30 PM,37665.1,28.91,48212.7,31.4291,,,,
306,05/22/21 02:55:00 PM,37604.7,28.91,48135.3,31.3726,,,,
307,05/22/21 02:55:30 PM,37525.5,28.91,48033.7,31.2985,,,,
308,05/22/21 02:56:00 PM,37776.7,28.91,48355.8,31.5335,,,,
309,05/22/21 02:56:30 PM,37324.2,28.91,47775.7,31.1104,,,,
310,05/22/21 02:57:00 PM,37789.5,28.93,48354.0,31.5322,,,,
311,05/22/21 02:57:30 PM,37566.7,28.93,48068.5,31.3238,,,,
312,05/22/21 02:58:00 PM,37424.6,28.94,47877.4,31.1845,,,,
313,05/22/21 02:58:30 PM,37500.3,28.96,47956.3,31.2421,,,,
314,05/22/21 02:59:00 PM,37646.0,28.95,48152.0,31.3848,,,,
315,05/22/21 02:59:30 PM,37305.4,28.96,47706.7,31.0601,,,,
316,05/22/21 03:00:00 PM,37671.4,28.97,48166.4,31.3953,,,,
317,05/22/21 03:00:30 PM,38063.0,28.97,48667.9,31.7615,,,,
318,05/22/21 03:01:00 PM,37646.0,28.95,48152.0,31.3848,,,,
319,05/22/21 03:01:30 PM,37652.3,28.99,48123.9,31.3643,,,,
320,05/22/21 03:02:00 PM,37274.1,28.96,47666.6,31.0309,,,,
321,05/22/21 03:02:30 PM,37930.7,28.95,48516.7,31.6511,,,,
322,05/22/21 03:03:00 PM,37440.4,28.95,47888.6,31.1927,,,,
323,05/22/21 03:03:30 PM,37863.2,28.96,48421.1,31.5812,,,,
324,05/22/21 03:04:00 PM,37747.9,28.96,48273.5,31.4734,,,,
325,05/22/21 03:04:30 PM,37465.6,28.95,47920.9,31.2162,,,,
326,05/22/21 03:05:00 PM,38011.3,28.97,48601.7,31.7132,,,,
327,05/22/21 03:05:30 PM,37982.2,28.99,48546.2,31.6726,,,,
328,05/22/21 03:06:00 PM,37975.8,29.00,48528.9,31.6599,,,,
329,05/22/21 03:06:30 PM,37937.1,29.00,48479.3,31.6238,,,,
330,05/22/21 03:07:00 PM,37917.8,29.00,48454.6,31.6057,,,,
331,05/22/21 03:07:30 PM,37487.7,29.00,47904.2,31.2040,,,,
332,05/22/21 03:08:00 PM,37770.3,29.01,48256.8,31.4613,,,,
333,05/22/21 03:08:30 PM,37402.6,28.99,47804.2,31.1312,,,,
334,05/22/21 03:09:00 PM,37924.2,29.00,48462.8,31.6117,,,,
335,05/22/21 03:09:30 PM,38238.6,28.99,48874.4,31.9126,,,,
336,05/22/21 03:10:00 PM,37427.8,29.00,47827.5,31.1481,,,,
337,05/22/21 03:10:30 PM,37563.5,29.01,47992.1,31.2682,,,,
338,05/22/21 03:11:00 PM,37525.5,29.00,47952.5,31.2393,,,,
339,05/22/21 03:11:30 PM,38076.0,29.00,48657.1,31.7537,,,,
340,05/22/21 03:12:00 PM,38121.4,29.00,48715.2,31.7961,,,,
341,05/22/21 03:12:30 PM,37760.7,29.02,48235.4,31.4457,,,,
342,05/22/21 03:13:00 PM,37953.2,29.01,48490.8,31.6322,,,,
343,05/22/21 03:13:30 PM,37937.1,29.01,48470.2,31.6171,,,,
344,05/22/21 03:14:00 PM,37424.6,29.04,47787.5,31.1190,,,,
